"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","college entrance qualification","3.99","4","6731","3","3","4","5","6","3.97","4.01","1","6","4","4"
"2016","lower secondary degree","3.95","4","5752","3","3","5","5","6","3.93","3.97","1","6","4","4"
"2016","no degree/no degree yet","4.14","4","811","3","4","5","5","6","4.07","4.21","1","6","4","4"
"2016","Other degree","3.83","4","3242","3","3","4","5","6","3.8","3.86","1","6","4","4"
"2016","secondary school degree","4","4","6536","3","3","5","5","6","3.98","4.02","1","6","4","4"
"2017","college entrance qualification","","","","","","","","","","","","","",""
"2017","lower secondary degree","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","","","","","","","","","","","","","",""
"2017","Other degree","","","","","","","","","","","","","",""
"2017","secondary school degree","","","","","","","","","","","","","",""
"2018","college entrance qualification","4.04","4","7609","3","4","5","5","6","4.02","4.06","1","6","4","4"
"2018","lower secondary degree","4","4","5641","3","3","5","5","6","3.97","4.03","1","6","4","4"
"2018","no degree/no degree yet","4.18","4","889","3","4","5","6","6","4.11","4.25","1","6","4","4"
"2018","Other degree","3.92","4","2947","3","3","4","5","6","3.89","3.95","1","6","4","4"
"2018","secondary school degree","4.01","4","7158","3","3","5","5","6","3.99","4.03","1","6","4","4"
