"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","general elemantary","2.3","2","516","1","2","3","3","4","2.23","2.37","1","4","2","2"
"1990","higher education","2.43","2","994","1","2","3","3","4","2.38","2.48","1","4","2","2"
"1990","higher vocational","2.16","2","259","1","2","3","3","4","2.06","2.26","1","4","2","2"
"1990","in school","2.13","2","31","1","2","3","3","4","1.81","2.45","1","4","2","2"
"1990","inadequately","","","","","","","","","","","","","",""
"1990","middle vocational","2.22","2","2533","1","2","3","3","4","2.19","2.25","1","4","2","2"
"1990","vocational + Abi","2.17","2","80","1","2","3","3","4","1.99","2.35","1","4","2","2"
"1991","general elemantary","2.27","2","461","1","2","3","3","4","2.19","2.35","1","4","2","2"
"1991","higher education","2.5","3","960","1","2","3","4","4","2.45","2.55","1","4","2","3"
"1991","higher vocational","2.29","2","238","1","2","3","4","4","2.18","2.4","1","4","2","2"
"1991","in school","","","","","","","","","","","","","",""
"1991","inadequately","2.17","2","39","1","2","3","3","4","1.92","2.42","1","4","2","3"
"1991","middle vocational","2.4","2","2380","1","2","3","4","4","2.36","2.44","1","4","2","2"
"1991","vocational + Abi","2.23","2","74","1","2","3","3","4","2.04","2.42","1","4","2","2"
"1992","general elemantary","2.44","2","1950","1","2","3","4","4","2.4","2.48","1","4","2","2"
"1992","higher education","2.24","2","1613","1","2","3","3","4","2.2","2.28","1","4","2","2"
"1992","higher vocational","2.35","2","751","1","2","3","3","4","2.29","2.41","1","4","2","2"
"1992","in school","2.03","2","141","1","2","2","3","4","1.91","2.15","1","4","2","2"
"1992","inadequately","2.52","2","97","1","2","3","4","4","2.33","2.71","1","4","2","3"
"1992","middle vocational","2.34","2","6044","1","2","3","3","4","2.32","2.36","1","4","2","2"
"1992","vocational + Abi","2.2","2","293","1","2","3","3","4","2.11","2.29","1","4","2","2"
"1993","general elemantary","2.57","3","2687","1","2","3","4","4","2.54","2.6","1","4","2","3"
"1993","higher education","2.42","2","1634","1","2","3","3","4","2.38","2.46","1","4","2","2"
"1993","higher vocational","2.51","3","742","2","2","3","3","4","2.45","2.57","1","4","2","3"
"1993","in school","2.13","2","185","1","2","3","3","4","2.02","2.24","1","4","2","2"
"1993","inadequately","2.55","3","604","1","2","3","4","4","2.48","2.62","1","4","2","3"
"1993","middle vocational","2.51","2","6667","1","2","3","4","4","2.49","2.53","1","4","2","2"
"1993","vocational + Abi","2.26","2","386","1","2","3","3","4","2.18","2.34","1","4","2","2"
"1994","general elemantary","","","","","","","","","","","","","",""
"1994","higher education","","","","","","","","","","","","","",""
"1994","higher vocational","","","","","","","","","","","","","",""
"1994","in school","","","","","","","","","","","","","",""
"1994","inadequately","","","","","","","","","","","","","",""
