"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1990","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1990","16-34 y.","Berlin","2.39","2","127","1","2","3","3","4","2.25","2.53","1","4","2","3"
"1990","16-34 y.","Brandenburg","2.29","2","287","1","2","3","3","4","2.19","2.39","1","4","2","2"
"1990","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1990","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1990","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1990","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1990","16-34 y.","Mecklenburg-Western Pomerania","2.34","2","208","1","2","3","4","4","2.22","2.46","1","4","2","2"
"1990","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1990","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1990","16-34 y.","Saxony","2.2","2","486","1","2","3","3","4","2.13","2.27","1","4","2","2"
"1990","16-34 y.","Saxony-Anhalt","2.21","2","296","1","2","3","3","4","2.12","2.3","1","4","2","2"
"1990","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1990","16-34 y.","Thuringia","2.12","2","287","1","2","3","3","4","2.03","2.21","1","4","2","2"
"1990","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1990","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1990","35-65 y.","Berlin","2.58","3","152","2","2","3","4","4","2.44","2.72","1","4","2","3"
"1990","35-65 y.","Brandenburg","2.41","2","380","1","2","3","4","4","2.32","2.5","1","4","2","3"
"1990","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1990","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1990","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1990","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1990","35-65 y.","Mecklenburg-Western Pomerania","2.35","2","265","1","2","3","3","4","2.25","2.45","1","4","2","3"
"1990","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1990","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1990","35-65 y.","Saxony","2.22","2","707","1","2","3","3","4","2.16","2.28","1","4","2","2"
"1990","35-65 y.","Saxony-Anhalt","2.32","2","419","1","2","3","3","4","2.24","2.4","1","4","2","2"
"1990","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1990","35-65 y.","Thuringia","2.2","2","381","1","2","3","3","4","2.11","2.29","1","4","2","2"
"1990","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1990","66 and older","Bavaria","","","","","","","","","","","","","",""
"1990","66 and older","Berlin","","","","","","","","","","","","","",""
"1990","66 and older","Brandenburg","2.2","2","66","1","2","3","4","4","1.97","2.43","1","4","2","2"
"1990","66 and older","Bremen","","","","","","","","","","","","","",""
"1990","66 and older","Hamburg","","","","","","","","","","","","","",""
"1990","66 and older","Hesse","","","","","","","","","","","","","",""
"1990","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1990","66 and older","Mecklenburg-Western Pomerania","2.37","3","34","1","1","3","3","4","2.04","2.7","1","4","2","3"
"1990","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1990","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1990","66 and older","Saxony","2.19","2","148","1","2","3","3","4","2.05","2.33","1","4","2","2"
"1990","66 and older","Saxony-Anhalt","2.11","2","98","1","2","3","3","4","1.94","2.28","1","4","2","2"
"1990","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1990","66 and older","Thuringia","2.32","2","73","1","2","3","4","4","2.11","2.53","1","4","2","3"
"1991","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1991","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1991","16-34 y.","Berlin","2.36","2","106","1","2","3","3","4","2.2","2.52","1","4","2","3"
"1991","16-34 y.","Brandenburg","2.44","2","254","1","2","3","4","4","2.33","2.55","1","4","2","3"
"1991","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1991","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1991","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1991","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1991","16-34 y.","Mecklenburg-Western Pomerania","2.44","2","182","1","2","3","4","4","2.32","2.56","1","4","2","3"
"1991","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1991","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1991","16-34 y.","Saxony","2.28","2","427","1","2","3","3","4","2.2","2.36","1","4","2","2"
"1991","16-34 y.","Saxony-Anhalt","2.28","2","282","1","2","3","3","4","2.18","2.38","1","4","2","2"
"1991","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1991","16-34 y.","Thuringia","2.25","2","264","1","2","3","3","4","2.16","2.34","1","4","2","2"
"1991","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1991","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1991","35-65 y.","Berlin","2.63","3","150","2","2","3","4","4","2.49","2.77","1","4","2","3"
"1991","35-65 y.","Brandenburg","2.51","3","363","1","2","3","4","4","2.42","2.6","1","4","2","3"
"1991","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1991","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1991","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1991","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1991","35-65 y.","Mecklenburg-Western Pomerania","2.52","2","256","1","2","3","4","4","2.41","2.63","1","4","2","3"
"1991","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1991","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1991","35-65 y.","Saxony","2.44","2","675","1","2","3","4","4","2.37","2.51","1","4","2","2"
"1991","35-65 y.","Saxony-Anhalt","2.29","2","418","1","2","3","3","4","2.21","2.37","1","4","2","2"
"1991","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1991","35-65 y.","Thuringia","2.37","2","362","1","2","3","4","4","2.28","2.46","1","4","2","2"
"1991","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1991","66 and older","Bavaria","","","","","","","","","","","","","",""
"1991","66 and older","Berlin","","","","","","","","","","","","","",""
"1991","66 and older","Brandenburg","2.37","2","64","1","2","3","3","4","2.15","2.59","1","4","2","3"
"1991","66 and older","Bremen","","","","","","","","","","","","","",""
"1991","66 and older","Hamburg","","","","","","","","","","","","","",""
"1991","66 and older","Hesse","","","","","","","","","","","","","",""
"1991","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1991","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1991","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1991","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1991","66 and older","Saxony","2.34","2","130","1","2","3","3","4","2.2","2.48","1","4","2","3"
"1991","66 and older","Saxony-Anhalt","2.15","2","97","1","1","3","3","4","1.98","2.32","1","4","2","2"
"1991","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1991","66 and older","Thuringia","2.66","3","68","1","2","3","4","4","2.46","2.86","1","4","2","3"
