"plh0221","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","(0) in school","","","",""
"1 Strongly disagree","2005","Full Time","(1a) inadequately completed","10","","",""
"1 Strongly disagree","2005","Full Time","(1b) general elementary school","46","0.131891835522659","0.096492883150764","0.167290787894554"
"1 Strongly disagree","2005","Full Time","(1c) basic vocational qualification","265","0.157016164481472","0.140283235237728","0.173749093725215"
"1 Strongly disagree","2005","Full Time","(2b) intermediate general qualification","20","","",""
"1 Strongly disagree","2005","Full Time","(2a) intermediate vocational","296","0.127285188196981","0.113786867139417","0.140783509254545"
"1 Strongly disagree","2005","Full Time","(2c_gen) general maturity certificate","19","","",""
"1 Strongly disagree","2005","Full Time","(2c_voc) vocational maturity certificate","82","0.116312223154993","0.0929593182820084","0.139665128027978"
"1 Strongly disagree","2005","Full Time","(3a) lower tertiary education","98","0.123682298733127","0.101484786556256","0.145879810909998"
"1 Strongly disagree","2005","Full Time","(3b) higher tertiary education","142","0.109591600394376","0.0931755837152727","0.126007617073479"
"1 Strongly disagree","2005","Part Time","(0) in school","5","","",""
"1 Strongly disagree","2005","Part Time","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","Part Time","(1b) general elementary school","28","","",""
"1 Strongly disagree","2005","Part Time","(1c) basic vocational qualification","119","0.123325230590148","0.103760294035362","0.142890167144933"
"1 Strongly disagree","2005","Part Time","(2b) intermediate general qualification","17","","",""
"1 Strongly disagree","2005","Part Time","(2a) intermediate vocational","110","0.0844546160319072","0.0694196641347039","0.0994895679291106"
"1 Strongly disagree","2005","Part Time","(2c_gen) general maturity certificate","24","","",""
"1 Strongly disagree","2005","Part Time","(2c_voc) vocational maturity certificate","25","","",""
"1 Strongly disagree","2005","Part Time","(3a) lower tertiary education","34","0.125456281329242","0.0904532354400729","0.16045932721841"
"1 Strongly disagree","2005","Part Time","(3b) higher tertiary education","51","0.0987833907868455","0.07464626250132","0.122920519072371"
