"plh0221","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","47","0.105978600248088","0.079185241559821","0.132771958936355"
"1 Strongly disagree","2005","(0) in school","East Germany","11","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","34","0.141109136541614","0.0957212009294773","0.186497072153752"
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","3","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","164","0.0983915248537365","0.0840159373831764","0.112767112324297"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","22","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","599","0.134392139459404","0.124551807078721","0.144232471840086"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","127","0.132746251412023","0.112547818519131","0.152944684304915"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","43","0.102961355597843","0.0745001207998335","0.131422590395852"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","15","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","337","0.1084958809382","0.0975301609073327","0.119461600969068"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","177","0.10753014092779","0.0928084457676642","0.122251836087917"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","52","0.0724282519190531","0.0518593583265156","0.0929971455115905"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","10","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","131","0.103051308389542","0.086530929702878","0.119571687076207"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","133","0.140693991665498","0.119045733241369","0.162342250089627"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","55","0.0866932737163667","0.0652422318301112","0.108144315602622"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","207","0.109808082525638","0.0958196329715795","0.123796532079696"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","44","0.078120062454783","0.0565207853053117","0.0997193396042544"
"2 on scale 1-7 ","2005","(0) in school","West Germany","100","0.183584579331015","0.149885517511902","0.217283641150128"
"2 on scale 1-7 ","2005","(0) in school","East Germany","18","","",""
