"plh0221","year","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2017","3561","0.107090191348699","0.103548190871753","0.110632191825645"
"2 on scale 1-7 ","2017","5779","0.195987202261251","0.191440303247507","0.200534101274996"
"3 on scale 1-7 ","2017","5010","0.179800241510238","0.175401535617071","0.184198947403405"
"4 on scale 1-7","2017","5428","0.188692161236609","0.184210492662872","0.193173829810347"
"5 on scale 1-7","2017","4889","0.16988379143138","0.165582336364971","0.174185246497789"
"6 on scale 1-7","2017","3091","0.109129018275449","0.105557544201835","0.112700492349064"
"7 Strongly agree","2017","1521","0.0494173939363722","0.0469348049623822","0.0518999829103623"
"1 Strongly disagree","2018","","","",""
"2 on scale 1-7 ","2018","","","",""
"3 on scale 1-7 ","2018","","","",""
"4 on scale 1-7","2018","","","",""
"5 on scale 1-7","2018","","","",""
"6 on scale 1-7","2018","","","",""
"7 Strongly agree","2018","","","",""
"1 Strongly disagree","2019","3555","0.13393244251215","0.129773798003427","0.138091087020873"
"2 on scale 1-7 ","2019","5961","0.224620567560113","0.219524737737039","0.229716397383188"
"3 on scale 1-7 ","2019","4412","0.173038698873887","0.168419706647526","0.177657691100248"
"4 on scale 1-7","2019","4736","0.188981721852003","0.184201387875679","0.193762055828326"
"5 on scale 1-7","2019","3892","0.153653469693657","0.14925016931621","0.158056770071104"
"6 on scale 1-7","2019","2244","0.0891094287188108","0.0856306408201581","0.0925882166174634"
"7 Strongly agree","2019","965","0.0366636707893794","0.0343688965853025","0.0389584449934563"
