"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","16-34 y.","Female","7.6","8","2663","5","7","9","10","10","7.52","7.68","0","10","8","8"
"2006","16-34 y.","Male","7.46","8","2378","5","6","9","10","10","7.38","7.54","0","10","8","8"
"2006","35-65 y.","Female","7.57","8","6394","5","7","9","10","10","7.52","7.62","0","10","8","8"
"2006","35-65 y.","Male","7.46","8","5888","5","6","9","10","10","7.41","7.51","0","10","8","8"
"2006","66 and older","Female","7.49","8","2308","5","6","9","10","10","7.4","7.58","0","10","8","8"
"2006","66 and older","Male","7.86","8","2069","5","7","10","10","10","7.78","7.94","0","10","8","8"
"2007","16-34 y.","Female","7.6","8","2441","5","7","9","10","10","7.53","7.67","0","10","8","8"
"2007","16-34 y.","Male","7.42","8","2186","5","6","9","10","10","7.34","7.5","0","10","8","8"
"2007","35-65 y.","Female","7.47","8","5900","5","7","9","10","10","7.42","7.52","0","10","8","8"
"2007","35-65 y.","Male","7.42","8","5452","5","7","9","10","10","7.37","7.47","0","10","8","8"
"2007","66 and older","Female","7.63","8","2272","5","6","9","10","10","7.54","7.72","0","10","8","8"
"2007","66 and older","Male","7.93","8","2014","5","7","10","10","10","7.85","8.01","0","10","8","8"
"2008","16-34 y.","Female","7.7","8","2276","5","7","9","10","10","7.62","7.78","0","10","8","8"
"2008","16-34 y.","Male","7.57","8","2063","5","7","9","10","10","7.49","7.65","0","10","8","8"
"2008","35-65 y.","Female","7.63","8","5555","5","7","9","10","10","7.58","7.68","0","10","8","8"
"2008","35-65 y.","Male","7.49","8","5088","5","7","9","10","10","7.43","7.55","0","10","8","8"
"2008","66 and older","Female","7.73","8","2264","5","7","9","10","10","7.64","7.82","0","10","8","8"
"2008","66 and older","Male","7.97","8","2028","5","7","10","10","10","7.89","8.05","0","10","8","9"
"2009","16-34 y.","Female","7.87","8","2066","5","7","9","10","10","7.79","7.95","0","10","8","8"
"2009","16-34 y.","Male","7.51","8","1901","5","7","9","10","10","7.43","7.59","0","10","8","8"
"2009","35-65 y.","Female","7.6","8","5161","5","7","9","10","10","7.55","7.65","0","10","8","8"
"2009","35-65 y.","Male","7.42","8","4698","5","6","9","10","10","7.36","7.48","0","10","8","8"
"2009","66 and older","Female","7.79","8","2193","5","7","9","10","10","7.7","7.88","0","10","8","8"
"2009","66 and older","Male","7.97","8","1975","5","7","10","10","10","7.88","8.06","0","10","8","9"
"2010","16-34 y.","Female","7.87","8","3793","5","7","9","10","10","7.81","7.93","0","10","9","9"
"2010","16-34 y.","Male","7.62","8","2769","5","7","9","10","10","7.55","7.69","0","10","8","8"
"2010","35-65 y.","Female","7.66","8","7133","5","7","9","10","10","7.61","7.71","0","10","8","8"
"2010","35-65 y.","Male","7.53","8","6197","5","6","9","10","10","7.48","7.58","0","10","8","8"
"2010","66 and older","Female","7.68","8","2106","5","7","9","10","10","7.59","7.77","0","10","8","8"
"2010","66 and older","Male","8.05","8","1911","5","7","10","10","10","7.97","8.13","0","10","8","9"
"2011","16-34 y.","Female","7.98","8","3630","5","7","9","10","10","7.92","8.04","0","10","8","9"
"2011","16-34 y.","Male","7.82","8","2649","5","7","9","10","10","7.75","7.89","0","10","8","9"
"2011","35-65 y.","Female","7.68","8","8160","5","7","9","10","10","7.64","7.72","0","10","8","8"
"2011","35-65 y.","Male","7.64","8","6794","5","7","9","10","10","7.6","7.68","0","10","8","8"
"2011","66 and older","Female","7.72","8","2296","5","7","9","10","10","7.64","7.8","0","10","8","8"
"2011","66 and older","Male","8.06","8","2121","5","7","10","10","10","7.98","8.14","0","10","8","9"
"2012","16-34 y.","Female","7.98","8","3408","5","7","9","10","10","7.92","8.04","0","10","8","9"
"2012","16-34 y.","Male","7.89","8","2627","5","7","9","10","10","7.82","7.96","0","10","8","8"
"2012","35-65 y.","Female","7.77","8","8438","5","7","9","10","10","7.73","7.81","0","10","8","8"
"2012","35-65 y.","Male","7.76","8","6894","5","7","9","10","10","7.72","7.8","0","10","8","8"
"2012","66 and older","Female","7.81","8","2479","5","7","9","10","10","7.73","7.89","0","10","8","8"
"2012","66 and older","Male","8.11","8","2342","6","7","10","10","10","8.04","8.18","0","10","8","9"
"2013","16-34 y.","Female","7.96","8","3158","5","7","9","10","10","7.9","8.02","0","10","8","9"
"2013","16-34 y.","Male","7.85","8","2441","5","7","9","10","10","7.78","7.92","0","10","8","8"
"2013","35-65 y.","Female","7.72","8","8199","5","7","9","10","10","7.68","7.76","0","10","8","8"
"2013","35-65 y.","Male","7.71","8","6648","5","7","9","10","10","7.66","7.76","0","10","8","8"
"2013","66 and older","Female","7.86","8","2526","5","7","9","10","10","7.78","7.94","0","10","8","8"
"2013","66 and older","Male","8.11","8","2361","5","7","10","10","10","8.04","8.18","0","10","8","9"
"2014","16-34 y.","Female","7.99","8","3563","5","7","9","10","10","7.93","8.05","0","10","8","9"
"2014","16-34 y.","Male","8.03","8","2948","6","7","9","10","10","7.97","8.09","0","10","8","8"
"2014","35-65 y.","Female","7.72","8","8508","5","7","9","10","10","7.68","7.76","0","10","8","8"
