"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","college entrance qualification","7.48","8","5550","5","7","9","10","7.43","7.53","8","8"
"2006","lower secondary degree","7.58","8","7490","5","7","9","10","7.53","7.63","8","8"
"2006","no degree/no degree yet","7.5","8","647","5","7","9","10","7.35","7.65","8","8"
"2006","Other degree","7.58","8","1193","5","7","9","10","7.46","7.7","8","8"
"2006","secondary school degree","7.57","8","6376","5","7","9","10","7.52","7.62","8","8"
"2007","college entrance qualification","7.45","8","5362","5","6","9","10","7.4","7.5","8","8"
"2007","lower secondary degree","7.6","8","6826","5","7","9","10","7.55","7.65","8","8"
"2007","no degree/no degree yet","7.31","8","550","5","6","9","10","7.14","7.48","8","8"
"2007","Other degree","7.57","8","1070","5","6","9","10","7.45","7.69","8","8"
"2007","secondary school degree","7.55","8","5983","5","7","9","10","7.5","7.6","8","8"
"2008","college entrance qualification","7.54","8","5116","5","7","9","10","7.49","7.59","8","8"
"2008","lower secondary degree","7.73","8","6436","5","7","9","10","7.68","7.78","8","8"
"2008","no degree/no degree yet","7.53","8","544","5","6","9","10","7.36","7.7","8","8"
"2008","Other degree","7.76","8","946","5","7","9","10","7.63","7.89","8","8"
"2008","secondary school degree","7.59","8","5734","5","7","9","10","7.54","7.64","8","8"
"2009","college entrance qualification","7.59","8","4879","5","7","9","10","7.54","7.64","8","8"
"2009","lower secondary degree","7.69","8","5924","5","7","9","10","7.64","7.74","8","8"
"2009","no degree/no degree yet","7.26","8","481","4","6","9","10","7.08","7.44","8","8"
"2009","Other degree","7.79","8","804","5","7","9","10","7.65","7.93","8","8"
"2009","secondary school degree","7.59","8","5403","5","7","9","10","7.54","7.64","8","8"
"2010","college entrance qualification","7.64","8","6778","5","7","9","10","7.6","7.68","8","8"
"2010","lower secondary degree","7.71","8","6830","5","7","9","10","7.66","7.76","8","8"
"2010","no degree/no degree yet","7.83","8","775","5","7","9","10","7.69","7.97","8","8"
"2010","Other degree","7.98","8","1583","5","7","10","10","7.88","8.08","9","9"
"2010","secondary school degree","7.64","8","7425","5","7","9","10","7.59","7.69","8","8"
"2011","college entrance qualification","7.73","8","7302","5","7","9","10","7.69","7.77","8","8"
"2011","lower secondary degree","7.79","8","7200","5","7","9","10","7.74","7.84","8","8"
"2011","no degree/no degree yet","7.78","8","801","5","6","10","10","7.65","7.91","8","9"
"2011","Other degree","7.94","8","1633","5","7","10","10","7.85","8.03","9","9"
"2011","secondary school degree","7.73","8","7927","5","7","9","10","7.69","7.77","8","8"
"2012","college entrance qualification","7.84","8","7464","5","7","9","10","7.8","7.88","8","8"
"2012","lower secondary degree","7.85","8","7388","5","7","9","10","7.81","7.89","8","8"
"2012","no degree/no degree yet","7.78","8","842","5","7","10","10","7.65","7.91","8","8"
"2012","Other degree","8.12","9","1750","5","7","10","10","8.03","8.21","9","9"
"2012","secondary school degree","7.79","8","8080","5","7","9","10","7.75","7.83","8","8"
"2013","college entrance qualification","7.85","8","7338","5","7","9","10","7.81","7.89","8","8"
"2013","lower secondary degree","7.82","8","7042","5","7","9","10","7.77","7.87","8","8"
"2013","no degree/no degree yet","7.51","8","806","4","6","9","10","7.37","7.65","8","8"
"2013","Other degree","7.99","8","1598","5","7","10","10","7.9","8.08","9","9"
"2013","secondary school degree","7.81","8","7822","5","7","9","10","7.77","7.85","8","8"
"2014","college entrance qualification","7.83","8","7379","5","7","9","10","7.79","7.87","8","8"
"2014","lower secondary degree","7.82","8","6826","5","7","9","10","7.77","7.87","8","8"
"2014","no degree/no degree yet","7.7","8","1003","5","6","9","10","7.58","7.82","8","9"
"2014","Other degree","8.07","8","3276","5","7","10","10","8.01","8.13","9","9"
"2014","secondary school degree","7.82","8","7494","5","7","9","10","7.78","7.86","8","8"
"2015","college entrance qualification","7.8","8","7052","5","7","9","10","7.76","7.84","8","8"
"2015","lower secondary degree","7.75","8","6256","5","7","9","10","7.7","7.8","8","8"
"2015","no degree/no degree yet","7.47","8","816","4","6","9","10","7.33","7.61","8","8"
"2015","Other degree","8.07","8","2759","5","7","10","10","8","8.14","9","9"
"2015","secondary school degree","7.79","8","7074","5","7","9","10","7.75","7.83","8","8"
"2016","college entrance qualification","7.81","8","6728","5","7","9","10","7.77","7.85","8","8"
"2016","lower secondary degree","7.86","8","5782","5","7","9","10","7.81","7.91","8","8"
"2016","no degree/no degree yet","7.8","8","805","5","7","9","10","7.67","7.93","8","9"
"2016","Other degree","8.11","8","3213","5","7","10","10","8.05","8.17","9","9"
"2016","secondary school degree","7.75","8","6577","5","7","9","10","7.71","7.79","8","8"
"2017","college entrance qualification","7.83","8","7849","5","7","9","10","7.79","7.87","8","8"
"2017","lower secondary degree","7.83","8","5989","5","7","9","10","7.78","7.88","8","8"
"2017","no degree/no degree yet","7.93","8","914","5","7","10","10","7.8","8.06","8","9"
"2017","Other degree","8.07","8","3062","5","7","10","10","8","8.14","9","9"
"2017","secondary school degree","7.77","8","7516","5","7","9","10","7.73","7.81","8","8"
"2018","college entrance qualification","7.84","8","7589","5","7","9","10","7.8","7.88","8","8"
"2018","lower secondary degree","7.78","8","5646","5","7","9","10","7.73","7.83","8","8"
"2018","no degree/no degree yet","7.89","8","863","5","7","10","10","7.75","8.03","8","8"
"2018","Other degree","8.03","8","2910","5","7","10","10","7.96","8.1","8","9"
"2018","secondary school degree","7.79","8","7187","5","7","9","10","7.75","7.83","8","8"
"2019","college entrance qualification","7.89","8","8447","5","7","9","10","7.85","7.93","8","8"
"2019","lower secondary degree","7.8","8","5236","5","7","9","10","7.75","7.85","8","8"
"2019","no degree/no degree yet","8.03","8","772","5","7","10","10","7.89","8.17","8","9"
"2019","Other degree","8.12","8","2544","6","7","10","10","8.05","8.19","9","9"
"2019","secondary school degree","7.82","8","7353","5","7","9","10","7.78","7.86","8","8"
