"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","(Married) couple without C.","general elemantary","8.1","8","742","6","7","9","10","10","7.98","8.22","0","10","8","8"
"2006","(Married) couple without C.","higher education","8.12","8","1864","6","7","9","10","10","8.05","8.19","0","10","8","9"
"2006","(Married) couple without C.","higher vocational","8.15","8","631","6","8","9","10","10","8.02","8.28","1","10","8","8"
"2006","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","inadequately","7.98","8","71","6","7","10","10","10","7.52","8.44","3","10","7","8"
"2006","(Married) couple without C.","middle vocational","8.11","8","4138","5","7","10","10","10","8.06","8.16","0","10","8","8"
"2006","(Married) couple without C.","vocational + Abi","8","8","358","6","7","9","10","10","7.82","8.18","1","10","8","8"
"2006","1-pers.-HH","general elemantary","6.41","7","464","3","5","8","10","10","6.18","6.64","0","10","6","7"
"2006","1-pers.-HH","higher education","6.33","7","603","3","5","8","10","10","6.13","6.53","0","10","7","7"
"2006","1-pers.-HH","higher vocational","6.23","7","211","3","5","8","9","10","5.92","6.54","0","10","6","7"
"2006","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2006","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2006","1-pers.-HH","middle vocational","6.55","7","1597","3","5","8","10","10","6.43","6.67","0","10","7","7"
"2006","1-pers.-HH","vocational + Abi","6.78","7","182","2","6","9","10","10","6.41","7.15","0","10","7","8"
"2006","Couple + C. GT 16 ","general elemantary","7.75","8","429","5","7","9","10","10","7.58","7.92","0","10","8","8"
"2006","Couple + C. GT 16 ","higher education","7.6","8","655","5","7","9","9","10","7.47","7.73","1","10","8","8"
"2006","Couple + C. GT 16 ","higher vocational","7.5","8","210","5","7","9","10","10","7.26","7.74","2","10","8","8"
"2006","Couple + C. GT 16 ","in school","7.98","8","178","5","7","9","10","10","7.73","8.23","3","10","8","9"
"2006","Couple + C. GT 16 ","inadequately","6.93","6.25","44","5","6","8","9","10","6.44","7.42","4","10","7","8"
"2006","Couple + C. GT 16 ","middle vocational","7.78","8","1824","5","7","9","10","10","7.7","7.86","0","10","8","8"
"2006","Couple + C. GT 16 ","vocational + Abi","7.51","8","166","5","7","9","10","10","7.23","7.79","2","10","8","8"
"2006","Couple + C. LE 16","general elemantary","7.78","8","271","5","7","9","10","10","7.55","8.01","1","10","8","8"
"2006","Couple + C. LE 16","higher education","7.93","8","930","6","7","9","10","10","7.82","8.04","0","10","8","8"
"2006","Couple + C. LE 16","higher vocational","7.92","8","398","6","7","9","10","10","7.75","8.09","0","10","8","8"
"2006","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","middle vocational","7.98","8","1916","5","7","9","10","10","7.9","8.06","0","10","8","8"
"2006","Couple + C. LE 16","vocational + Abi","8.15","8","364","6","7","9","10","10","7.99","8.31","2","10","8","8"
"2006","Couple + C. LE and GT 16","general elemantary","7.84","8","219","5","7","9","10","10","7.59","8.09","1","10","8","8"
"2006","Couple + C. LE and GT 16","higher education","7.81","8","256","6","7","9","10","10","7.61","8.01","3","10","8","8"
"2006","Couple + C. LE and GT 16","higher vocational","7.92","8","100","5","7","9","10","10","7.6","8.24","3","10","8","9"
"2006","Couple + C. LE and GT 16","in school","7.58","8","133","5","6","9","10","10","7.26","7.9","0","10","8","8"
"2006","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","middle vocational","7.54","8","610","5","6","9","10","10","7.41","7.67","2","10","8","8"
"2006","Couple + C. LE and GT 16","vocational + Abi","7.57","8","67","5","7","9","10","10","7.09","8.05","1","10","8","8"
"2006","Single parent","general elemantary","7.02","7","209","4","5","9","10","10","6.72","7.32","0","10","7","8"
"2006","Single parent","higher education","6.47","7","149","3","5","8","9","10","6.11","6.83","0","10","6","7"
"2006","Single parent","higher vocational","6.01","6","55","2","5","8","9","10","5.4","6.62","2","10","6","8"
"2006","Single parent","in school","7.15","7","59","5","6","9","10","10","6.64","7.66","1","10","7","8"
"2006","Single parent","inadequately","","","","","","","","","","","","","",""
"2006","Single parent","middle vocational","6.82","7","580","4","5","8","10","10","6.64","7","0","10","7","8"
"2006","Single parent","vocational + Abi","6.99","7.82","46","3","6","9","9","10","6.2","7.78","1","10","6","8"
"2007","(Married) couple without C.","general elemantary","7.99","8","673","6","7","10","10","10","7.85","8.13","0","10","8","8"
"2007","(Married) couple without C.","higher education","8.09","8","1791","6","7","9","10","10","8.02","8.16","1","10","8","8"
"2007","(Married) couple without C.","higher vocational","8.06","8","571","6","8","9","10","10","7.93","8.19","1","10","8","8"
"2007","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","inadequately","7.84","8","58","5","7","9","10","10","7.31","8.37","0","10","8","9"
"2007","(Married) couple without C.","middle vocational","8.15","8","3844","6","7","9","10","10","8.1","8.2","0","10","8","8"
"2007","(Married) couple without C.","vocational + Abi","7.84","8","352","6","7","9","10","10","7.65","8.03","1","10","8","8"
"2007","1-pers.-HH","general elemantary","6.4","7","408","3","5","8","10","10","6.14","6.66","0","10","7","7"
"2007","1-pers.-HH","higher education","6.47","7","588","3","5","8","9","10","6.28","6.66","0","10","7","7"
"2007","1-pers.-HH","higher vocational","6.73","7","193","4","5","8","10","10","6.4","7.06","0","10","7","7"
"2007","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2007","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2007","1-pers.-HH","middle vocational","6.48","7","1552","3","5","8","9","10","6.36","6.6","0","10","7","7"
"2007","1-pers.-HH","vocational + Abi","6.42","7","172","3","5","8","9","10","6.05","6.79","0","10","7","8"
"2007","Couple + C. GT 16 ","general elemantary","7.87","8","395","5","7","9","10","10","7.69","8.05","0","10","8","8"
"2007","Couple + C. GT 16 ","higher education","7.64","8","664","5","7","9","10","10","7.51","7.77","0","10","8","8"
"2007","Couple + C. GT 16 ","higher vocational","7.38","8","206","5","6","9","10","10","7.12","7.64","0","10","8","8"
"2007","Couple + C. GT 16 ","in school","7.92","8","157","6","7","9","10","10","7.69","8.15","3","10","8","8"
"2007","Couple + C. GT 16 ","inadequately","7.6","8","46","5","6","10","10","10","7.01","8.19","4","10","7","9"
"2007","Couple + C. GT 16 ","middle vocational","7.76","8","1754","5","7","9","10","10","7.68","7.84","0","10","8","8"
"2007","Couple + C. GT 16 ","vocational + Abi","7.22","7","141","5","6","8","10","10","6.91","7.53","0","10","7","8"
"2007","Couple + C. LE 16","general elemantary","7.81","8","242","5","7","9","10","10","7.59","8.03","0","10","8","8"
"2007","Couple + C. LE 16","higher education","7.85","8","872","5","7","9","10","10","7.74","7.96","0","10","8","8"
"2007","Couple + C. LE 16","higher vocational","8.04","8","358","6","7","9","10","10","7.85","8.23","1","10","8","8"
"2007","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","middle vocational","7.96","8","1718","5","7","9","10","10","7.88","8.04","0","10","8","8"
"2007","Couple + C. LE 16","vocational + Abi","7.75","8","354","5","7","9","10","10","7.57","7.93","1","10","8","8"
"2007","Couple + C. LE and GT 16","general elemantary","7.86","8","182","5","7","9","10","10","7.61","8.11","1","10","8","8"
"2007","Couple + C. LE and GT 16","higher education","7.59","8","222","6","7","9","10","10","7.35","7.83","0","10","8","8"
"2007","Couple + C. LE and GT 16","higher vocational","7.44","8","106","5","7","8","9","10","7.07","7.81","0","10","7","8"
"2007","Couple + C. LE and GT 16","in school","7.96","8","116","6","7","9","10","10","7.64","8.28","0","10","8","8"
"2007","Couple + C. LE and GT 16","inadequately","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","middle vocational","7.74","8","549","5","7","9","10","10","7.6","7.88","1","10","8","8"
"2007","Couple + C. LE and GT 16","vocational + Abi","7.87","8","69","6","7","9","10","10","7.42","8.32","0","10","8","9"
"2007","Single parent","general elemantary","6.89","7","191","4","5","9","10","10","6.57","7.21","0","10","7","8"
"2007","Single parent","higher education","6.63","7","153","3","5","8","9","10","6.3","6.96","2","10","7","8"
"2007","Single parent","higher vocational","6.44","7","44","4","5","8","8","10","5.76","7.12","0","10","7","8"
"2007","Single parent","in school","7.06","7","50","5","6","8","10","10","6.52","7.6","3","10","7","8"
"2007","Single parent","inadequately","","","","","","","","","","","","","",""
"2007","Single parent","middle vocational","6.72","7","546","4","5","8","9","10","6.54","6.9","0","10","7","7"
"2007","Single parent","vocational + Abi","7.01","7.78","47","4","7","8","9","10","6.34","7.68","0","10","5","8"
"2008","(Married) couple without C.","general elemantary","8.32","9","621","7","8","10","10","10","8.19","8.45","0","10","8","9"
"2008","(Married) couple without C.","higher education","8.2","8","1784","6","8","9","10","10","8.13","8.27","0","10","8","9"
"2008","(Married) couple without C.","higher vocational","8.34","9","545","7","8","10","10","10","8.21","8.47","0","10","8","9"
"2008","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","inadequately","7.5","7.62","59","5","6","9","10","10","6.97","8.03","3","10","7","8"
"2008","(Married) couple without C.","middle vocational","8.28","9","3726","6","8","10","10","10","8.23","8.33","0","10","8","9"
"2008","(Married) couple without C.","vocational + Abi","7.96","8","312","6","7","9","10","10","7.75","8.17","0","10","8","9"
