"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2006","Employed","Rural Area","7.6","8","4399","5","7","9","10","10","7.54","7.66","0","10","8","8"
"2006","Employed","Urban Area","7.48","8","8879","5","6","9","10","10","7.44","7.52","0","10","8","8"
"2006","Not Employed","Rural Area","7.58","8","2881","5","7","9","10","10","7.5","7.66","0","10","8","8"
"2006","Not Employed","Urban Area","7.6","8","5541","5","7","9","10","10","7.55","7.65","0","10","8","8"
"2007","Employed","Rural Area","7.51","8","4161","5","7","9","10","10","7.45","7.57","0","10","8","8"
"2007","Employed","Urban Area","7.48","8","8273","5","7","9","10","10","7.44","7.52","0","10","8","8"
"2007","Not Employed","Rural Area","7.58","8","2691","5","7","9","10","10","7.5","7.66","0","10","8","8"
"2007","Not Employed","Urban Area","7.61","8","5140","5","7","9","10","10","7.55","7.67","0","10","8","8"
"2008","Employed","Rural Area","7.63","8","3973","5","7","9","10","10","7.57","7.69","0","10","8","8"
"2008","Employed","Urban Area","7.57","8","7897","5","7","9","10","10","7.53","7.61","0","10","8","8"
"2008","Not Employed","Rural Area","7.75","8","2554","5","7","9","10","10","7.67","7.83","0","10","8","8"
"2008","Not Employed","Urban Area","7.72","8","4850","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2009","Employed","Rural Area","7.5","8","3842","5","6","9","10","10","7.44","7.56","0","10","8","8"
"2009","Employed","Urban Area","7.58","8","7343","5","7","9","10","10","7.54","7.62","0","10","8","8"
"2009","Not Employed","Rural Area","7.73","8","2375","5","7","9","10","10","7.65","7.81","0","10","8","8"
"2009","Not Employed","Urban Area","7.79","8","4434","5","7","9","10","10","7.73","7.85","0","10","8","8"
"2010","Employed","Rural Area","7.67","8","5336","5","7","9","10","10","7.62","7.72","0","10","8","8"
"2010","Employed","Urban Area","7.63","8","10204","5","7","9","10","10","7.59","7.67","0","10","8","8"
"2010","Not Employed","Rural Area","7.83","8","2847","5","7","9","10","10","7.76","7.9","0","10","8","9"
"2010","Not Employed","Urban Area","7.75","8","5522","5","7","9","10","10","7.7","7.8","0","10","8","8"
"2011","Employed","Rural Area","7.79","8","5951","5","7","9","10","10","7.74","7.84","0","10","8","8"
"2011","Employed","Urban Area","7.73","8","10802","5","7","9","10","10","7.69","7.77","0","10","8","8"
"2011","Not Employed","Rural Area","7.8","8","3095","5","7","9","10","10","7.73","7.87","0","10","8","8"
"2011","Not Employed","Urban Area","7.79","8","5802","5","7","9","10","10","7.74","7.84","0","10","8","8"
"2012","Employed","Rural Area","7.82","8","6096","5","7","9","10","10","7.77","7.87","0","10","8","8"
"2012","Employed","Urban Area","7.84","8","10961","5","7","9","10","10","7.81","7.87","0","10","8","8"
"2012","Not Employed","Rural Area","7.89","8","3290","5","7","10","10","10","7.82","7.96","0","10","8","8"
"2012","Not Employed","Urban Area","7.86","8","5841","5","7","9","10","10","7.81","7.91","0","10","8","8"
"2013","Employed","Rural Area","7.82","8","5949","5","7","9","10","10","7.77","7.87","0","10","8","8"
"2013","Employed","Urban Area","7.83","8","10714","5","7","9","10","10","7.8","7.86","0","10","8","8"
"2013","Not Employed","Rural Area","7.85","8","3121","5","7","9","10","10","7.78","7.92","0","10","8","8"
"2013","Not Employed","Urban Area","7.8","8","5549","5","7","9","10","10","7.75","7.85","0","10","8","8"
"2014","Employed","Rural Area","7.79","8","5978","5","7","9","10","10","7.74","7.84","0","10","8","8"
"2014","Employed","Urban Area","7.84","8","11690","5","7","9","10","10","7.81","7.87","0","10","8","8"
"2014","Not Employed","Rural Area","7.89","8","3230","5","7","9","10","10","7.83","7.95","0","10","8","8"
"2014","Not Employed","Urban Area","7.86","8","5996","5","7","9","10","10","7.81","7.91","0","10","8","8"
"2015","Employed","Rural Area","7.81","8","5684","5","7","9","10","10","7.76","7.86","0","10","8","8"
"2015","Employed","Urban Area","7.83","8","10831","5","7","9","10","10","7.8","7.86","0","10","8","8"
"2015","Not Employed","Rural Area","7.65","8","2946","5","7","9","10","10","7.58","7.72","0","10","8","8"
"2015","Not Employed","Urban Area","7.83","8","5417","5","7","9","10","10","7.78","7.88","0","10","8","8"
"2016","Employed","Rural Area","7.85","8","5503","5","7","9","10","10","7.8","7.9","0","10","8","8"
"2016","Employed","Urban Area","7.85","8","10527","5","7","9","10","10","7.82","7.88","0","10","8","8"
"2016","Not Employed","Rural Area","7.83","8","2779","5","7","9","10","10","7.76","7.9","0","10","8","8"
"2016","Not Employed","Urban Area","7.82","8","5207","5","7","9","10","10","7.77","7.87","0","10","8","8"
"2017","Employed","Rural Area","7.84","8","6296","5","7","9","10","10","7.79","7.89","0","10","8","8"
"2017","Employed","Urban Area","7.89","8","11631","5","7","9","10","10","7.86","7.92","0","10","8","8"
"2017","Not Employed","Rural Area","7.79","8","3017","5","7","9","10","10","7.72","7.86","0","10","8","8"
"2017","Not Employed","Urban Area","7.77","8","5341","5","7","9","10","10","7.72","7.82","0","10","8","8"
"2018","Employed","Rural Area","7.81","8","6091","5","7","9","10","10","7.76","7.86","0","10","8","8"
"2018","Employed","Urban Area","7.87","8","11263","5","7","9","10","10","7.84","7.9","0","10","8","8"
"2018","Not Employed","Rural Area","7.78","8","2850","5","7","9","10","10","7.71","7.85","0","10","8","8"
"2018","Not Employed","Urban Area","7.83","8","5224","5","7","9","10","10","7.78","7.88","0","10","8","8"
"2019","Employed","Rural Area","7.9","8","5963","5","7","9","10","10","7.86","7.94","0","10","8","8"
"2019","Employed","Urban Area","7.98","8","10562","5","7","9","10","10","7.95","8.01","0","10","8","8"
"2019","Not Employed","Rural Area","7.71","8","2806","5","7","9","10","10","7.64","7.78","0","10","8","8"
"2019","Not Employed","Urban Area","7.82","8","4692","5","7","9","10","10","7.76","7.88","0","10","8","8"
