"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","general elemantary","7.4","8","2450","5","6","9","10","7.32","7.48","8","8"
"2006","higher education","7.52","8","4528","5","7","9","10","7.46","7.58","8","8"
"2006","higher vocational","7.53","8","1635","5","7","9","10","7.44","7.62","8","8"
"2006","in school","7.69","8","390","5","7","9","10","7.5","7.88","8","8"
"2006","inadequately","7.27","8","237","5","6","9","10","6.98","7.56","7","8"
"2006","middle vocational","7.59","8","10937","5","7","9","10","7.55","7.63","8","8"
"2006","vocational + Abi","7.66","8","1203","5","7","9","10","7.55","7.77","8","8"
"2007","general elemantary","7.41","8","2184","4","6","9","10","7.32","7.5","8","8"
"2007","higher education","7.56","8","4347","5","7","9","10","7.5","7.62","8","8"
"2007","higher vocational","7.59","8","1508","5","7","9","10","7.49","7.69","8","8"
"2007","in school","7.8","8","335","5","7","9","10","7.62","7.98","8","8"
"2007","inadequately","6.96","7","216","4","5","9","10","6.65","7.27","7","8"
"2007","middle vocational","7.58","8","10195","5","7","9","10","7.54","7.62","8","8"
"2007","vocational + Abi","7.42","8","1155","4","6","9","10","7.3","7.54","8","8"
"2008","general elemantary","7.68","8","2023","5","7","9","10","7.59","7.77","8","8"
"2008","higher education","7.58","8","4180","5","7","9","10","7.52","7.64","8","8"
"2008","higher vocational","7.77","8","1413","5","7","9","10","7.67","7.87","8","8"
"2008","in school","7.87","8","349","6","7","9","10","7.69","8.05","8","8"
"2008","inadequately","7.12","8","186","4","5","9","10","6.77","7.47","7","8"
"2008","middle vocational","7.65","8","9694","5","7","9","10","7.61","7.69","8","8"
"2008","vocational + Abi","7.58","8","1096","5","7","9","10","7.46","7.7","8","8"
"2009","general elemantary","7.62","8","1800","5","7","9","10","7.52","7.72","8","8"
"2009","higher education","7.69","8","4024","5","7","9","10","7.63","7.75","8","8"
"2009","higher vocational","7.65","8","1334","5","7","9","10","7.55","7.75","8","8"
