"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","16-34 y.","college entrance qualification","7.53","8","1605","5","7","9","10","7.44","7.62","8","8"
"2006","16-34 y.","lower secondary degree","7.34","8","887","5","6","9","10","7.2","7.48","8","8"
"2006","16-34 y.","no degree/no degree yet","7.53","8","424","5","7","9","10","7.35","7.71","8","8"
"2006","16-34 y.","Other degree","7.82","8","181","5","7","10","10","7.51","8.13","8","9"
"2006","16-34 y.","secondary school degree","7.65","8","1572","5","7","9","10","7.56","7.74","8","8"
"2006","35-65 y.","college entrance qualification","7.34","8","3289","4","6","9","10","7.27","7.41","8","8"
"2006","35-65 y.","lower secondary degree","7.62","8","3844","5","7","9","10","7.56","7.68","8","8"
"2006","35-65 y.","no degree/no degree yet","7.21","8","141","4","6","8","10","6.88","7.54","7","8"
"2006","35-65 y.","Other degree","7.53","8","799","5","7","9","10","7.39","7.67","8","8"
"2006","35-65 y.","secondary school degree","7.53","8","4158","5","7","9","10","7.47","7.59","8","8"
"2006","66 and older","college entrance qualification","7.95","8","656","5","7","10","10","7.81","8.09","8","9"
"2006","66 and older","lower secondary degree","7.62","8","2759","5","7","9","10","7.54","7.7","8","8"
"2006","66 and older","no degree/no degree yet","7.91","9","82","4","7","10","10","7.41","8.41","8","9"
"2006","66 and older","Other degree","7.49","8","213","5","6","9","10","7.19","7.79","8","8"
"2006","66 and older","secondary school degree","7.57","8","646","4","6","9","10","7.42","7.72","8","8"
"2007","16-34 y.","college entrance qualification","7.41","8","1545","5","6","9","10","7.32","7.5","8","8"
"2007","16-34 y.","lower secondary degree","7.54","8","763","5","6","9","10","7.4","7.68","8","8"
"2007","16-34 y.","no degree/no degree yet","7.52","8","371","5","7","9","10","7.34","7.7","8","8"
"2007","16-34 y.","Other degree","7.89","8","148","5","7","10","10","7.56","8.22","8","9"
"2007","16-34 y.","secondary school degree","7.56","8","1390","5","7","9","10","7.46","7.66","8","8"
"2007","35-65 y.","college entrance qualification","7.36","8","3134","4","7","9","10","7.29","7.43","8","8"
"2007","35-65 y.","lower secondary degree","7.53","8","3409","5","7","9","10","7.46","7.6","8","8"
"2007","35-65 y.","no degree/no degree yet","6.65","7","112","2","5","8","10","6.2","7.1","7","8"
"2007","35-65 y.","Other degree","7.47","8","719","5","6","9","10","7.32","7.62","8","8"
"2007","35-65 y.","secondary school degree","7.46","8","3930","5","7","9","10","7.4","7.52","8","8"
"2007","66 and older","college entrance qualification","7.88","8","683","5","7","10","10","7.74","8.02","8","9"
"2007","66 and older","lower secondary degree","7.7","8","2654","5","7","9","10","7.62","7.78","8","8"
"2007","66 and older","no degree/no degree yet","7.72","8","67","5","6","10","10","7.17","8.27","8","9"
"2007","66 and older","Other degree","7.62","8","203","5","6","9","10","7.34","7.9","8","8"
"2007","66 and older","secondary school degree","7.98","8","663","5","7","10","10","7.83","8.13","8","8"
"2008","16-34 y.","college entrance qualification","7.51","8","1430","5","7","9","10","7.41","7.61","8","8"
"2008","16-34 y.","lower secondary degree","7.78","8","667","5","7","10","10","7.63","7.93","8","8"
"2008","16-34 y.","no degree/no degree yet","7.68","8","387","5","7","9","10","7.5","7.86","8","8"
"2008","16-34 y.","Other degree","7.88","8","118","5","7","9","10","7.52","8.24","8","9"
"2008","16-34 y.","secondary school degree","7.6","8","1290","4","7","9","10","7.49","7.71","8","8"
"2008","35-65 y.","college entrance qualification","7.44","8","2968","5","7","9","10","7.37","7.51","8","8"
"2008","35-65 y.","lower secondary degree","7.65","8","3154","5","7","9","10","7.58","7.72","8","8"
"2008","35-65 y.","no degree/no degree yet","6.93","7","101","4","5","9","10","6.44","7.42","7","8"
"2008","35-65 y.","Other degree","7.79","8","622","5","7","9","10","7.63","7.95","8","8"
"2008","35-65 y.","secondary school degree","7.54","8","3759","5","7","9","10","7.48","7.6","8","8"
"2008","66 and older","college entrance qualification","8.03","8","718","5","7","10","10","7.89","8.17","8","9"
"2008","66 and older","lower secondary degree","7.83","8","2615","5","7","9","10","7.75","7.91","8","8"
"2008","66 and older","no degree/no degree yet","8.11","8","56","5","7","10","10","7.6","8.62","8","9"
"2008","66 and older","Other degree","7.56","8","206","4","7","9","10","7.27","7.85","8","8"
"2008","66 and older","secondary school degree","7.79","8","685","5","7","10","10","7.64","7.94","8","8"
"2009","16-34 y.","college entrance qualification","7.58","8","1367","5","7","9","10","7.48","7.68","8","8"
"2009","16-34 y.","lower secondary degree","7.68","8","577","5","6","9","10","7.52","7.84","8","8"
"2009","16-34 y.","no degree/no degree yet","7.55","8","333","5","7","9","10","7.36","7.74","8","8"
"2009","16-34 y.","Other degree","8.1","9","96","5","7","10","10","7.66","8.54","8","9"
"2009","16-34 y.","secondary school degree","7.7","8","1143","5","7","9","10","7.59","7.81","8","8"
"2009","35-65 y.","college entrance qualification","7.48","8","2790","5","7","9","10","7.41","7.55","8","8"
"2009","35-65 y.","lower secondary degree","7.53","8","2851","5","7","9","10","7.45","7.61","8","8"
"2009","35-65 y.","no degree/no degree yet","6.58","7","92","4","5","9","10","6.07","7.09","7","8"
"2009","35-65 y.","Other degree","7.76","8","532","5","7","9","10","7.59","7.93","8","8"
"2009","35-65 y.","secondary school degree","7.48","8","3553","5","7","9","10","7.41","7.55","8","8"
"2009","66 and older","college entrance qualification","8.02","8","722","5","7","10","10","7.88","8.16","8","9"
"2009","66 and older","lower secondary degree","7.87","8","2496","5","7","10","10","7.79","7.95","8","8"
"2009","66 and older","no degree/no degree yet","7.29","8","56","4","6","9","10","6.66","7.92","7","9"
"2009","66 and older","Other degree","7.7","8","176","5","7","9","10","7.41","7.99","8","9"
"2009","66 and older","secondary school degree","7.84","8","707","5","7","9","10","7.69","7.99","8","9"
"2010","16-34 y.","college entrance qualification","7.62","8","1975","5","7","9","10","7.54","7.7","8","8"
"2010","16-34 y.","lower secondary degree","7.87","8","1138","5","7","10","10","7.76","7.98","9","9"
"2010","16-34 y.","no degree/no degree yet","7.97","8","550","6","7","9","10","7.82","8.12","8","8"
"2010","16-34 y.","Other degree","8.38","9","430","6","8","10","10","8.21","8.55","9","9"
"2010","16-34 y.","secondary school degree","7.71","8","2024","5","7","9","10","7.63","7.79","8","9"
"2010","35-65 y.","college entrance qualification","7.56","8","4067","5","7","9","10","7.5","7.62","8","8"
"2010","35-65 y.","lower secondary degree","7.57","8","3377","5","7","9","10","7.5","7.64","8","8"
"2010","35-65 y.","no degree/no degree yet","7.62","8","173","4","7","10","10","7.32","7.92","8","9"
"2010","35-65 y.","Other degree","7.93","8","983","5","7","10","10","7.8","8.06","9","9"
"2010","35-65 y.","secondary school degree","7.56","8","4670","5","7","9","10","7.5","7.62","8","8"
"2010","66 and older","college entrance qualification","7.98","8","736","5","7","10","10","7.85","8.11","8","9"
"2010","66 and older","lower secondary degree","7.82","8","2315","5","7","9","10","7.74","7.9","8","8"
"2010","66 and older","no degree/no degree yet","7.49","8","52","5","7","9","10","6.85","8.13","7","8"
"2010","66 and older","Other degree","7.77","8","170","5","7","10","10","7.44","8.1","8","9"
"2010","66 and older","secondary school degree","7.88","8","731","5","7","9","10","7.74","8.02","8","8"
"2011","16-34 y.","college entrance qualification","7.81","8","1923","5","7","9","10","7.73","7.89","8","8"
"2011","16-34 y.","lower secondary degree","7.94","8","1032","5","7","10","10","7.82","8.06","9","9"
"2011","16-34 y.","no degree/no degree yet","8.1","8","548","5","7","10","10","7.95","8.25","8","9"
"2011","16-34 y.","Other degree","8.28","9","340","6","8","10","10","8.08","8.48","9","10"
"2011","16-34 y.","secondary school degree","7.92","8","1850","5","7","9","10","7.83","8.01","8","9"
"2011","35-65 y.","college entrance qualification","7.61","8","4572","5","7","9","10","7.56","7.66","8","8"
"2011","35-65 y.","lower secondary degree","7.69","8","3681","5","7","9","10","7.63","7.75","8","8"
"2011","35-65 y.","no degree/no degree yet","7.29","8","192","4","5","9","10","6.98","7.6","8","9"
"2011","35-65 y.","Other degree","7.87","8","1087","5","7","10","10","7.75","7.99","8","9"
"2011","35-65 y.","secondary school degree","7.62","8","5247","5","7","9","10","7.57","7.67","8","8"
