"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","4.81","4","5332","2","3","6","10","20","4.71","4.91","0","50","4","4"
"2003","lower secondary degree","4.17","3","7616","0","2","5","10","20","4.08","4.26","0","60","3","3"
"2003","no degree/no degree yet","4.5","4","870","1","2","5","10","20","4.19","4.81","0","60","4","4"
"2003","Other degree","4.65","3","1207","0","2","6","10","25","4.33","4.97","0","99","3","3"
"2003","secondary school degree","4.51","4","6275","1","2","5","10","20","4.41","4.61","0","50","4","4"
"2004","college entrance qualification","","","","","","","","","","","","","",""
"2004","lower secondary degree","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Other degree","","","","","","","","","","","","","",""
"2004","secondary school degree","","","","","","","","","","","","","",""
"2005","college entrance qualification","","","","","","","","","","","","","",""
"2005","lower secondary degree","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Other degree","","","","","","","","","","","","","",""
"2005","secondary school degree","","","","","","","","","","","","","",""
"2006","college entrance qualification","","","","","","","","","","","","","",""
"2006","lower secondary degree","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","Other degree","","","","","","","","","","","","","",""
"2006","secondary school degree","","","","","","","","","","","","","",""
"2007","college entrance qualification","","","","","","","","","","","","","",""
"2007","lower secondary degree","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","Other degree","","","","","","","","","","","","","",""
"2007","secondary school degree","","","","","","","","","","","","","",""
"2008","college entrance qualification","4.55","4","5034","2","3","5","9","18","4.46","4.64","0","50","4","4"
"2008","lower secondary degree","3.78","3","6235","0","2","5","8","20","3.69","3.87","0","50","3","3"
"2008","no degree/no degree yet","4.63","4","533","1","2","6","9","15","4.24","5.02","0","60","4","5"
"2008","Other degree","3.68","3","915","0","2","5","7","20","3.38","3.98","0","90","3","3"
"2008","secondary school degree","4.14","3","5600","1","2","5","8","20","4.05","4.23","0","80","3","4"
"2009","college entrance qualification","","","","","","","","","","","","","",""
"2009","lower secondary degree","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","Other degree","","","","","","","","","","","","","",""
"2009","secondary school degree","","","","","","","","","","","","","",""
"2010","college entrance qualification","","","","","","","","","","","","","",""
"2010","lower secondary degree","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","","","","","","","","","","","","","",""
"2010","Other degree","","","","","","","","","","","","","",""
"2010","secondary school degree","","","","","","","","","","","","","",""
"2011","college entrance qualification","5.08","4","5611","2","3","6","10","20","4.97","5.19","0","99","4","4"
"2011","lower secondary degree","4.06","3","6503","0","2","5","10","20","3.88","4.24","0","500","3","3"
"2011","no degree/no degree yet","5.31","4","547","1","2","6","10","20","4.81","5.81","0","50","4","4"
"2011","Other degree","3.88","3","1105","0","2","5","8","20","3.62","4.14","0","60","3","3"
