"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2010","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2010","no migration background","East Germany","","","","","","","","","","","","","",""
"2010","no migration background","West Germany","","","","","","","","","","","","","",""
"2011","direct migration background","East Germany","3.36","3","93","1","2","4","6","10","2.42","4.3","0","40","2","3"
"2011","direct migration background","West Germany","4.37","3","1863","0","2","5","10","25","4.13","4.61","0","99","3","3"
"2011","indirect migration background","East Germany","6.62","3","44","2","2","5","13","60","3.2","10.04","0","60","3","5"
"2011","indirect migration background","West Germany","5.25","4","737","2","3","6","10","30","4.88","5.62","0","50","4","4"
"2011","no migration background","East Germany","4.47","4","4675","1","2","5","10","20","4.22","4.72","0","500","3","4"
"2011","no migration background","West Germany","4.56","4","12961","1","2","5","10","20","4.48","4.64","0","200","4","4"
"2012","direct migration background","East Germany","","","","","","","","","","","","","",""
"2012","direct migration background","West Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2012","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2012","no migration background","East Germany","","","","","","","","","","","","","",""
"2012","no migration background","West Germany","","","","","","","","","","","","","",""
"2013","direct migration background","East Germany","4.01","3","135","0","2","5","10","20","3.31","4.71","0","25","2","4"
"2013","direct migration background","West Germany","3.96","3","2498","1","2","5","8","20","3.8","4.12","0","80","3","3"
"2013","indirect migration background","East Germany","4.11","4","76","2","3","5","6","20","3.29","4.93","0","20","3","4"
"2013","indirect migration background","West Germany","4.59","4","1104","2","3","5","10","20","4.38","4.8","0","50","3","4"
"2013","no migration background","East Germany","4.09","3","5401","1","2","5","8","16","3.99","4.19","0","40","3","3"
"2013","no migration background","West Germany","4.31","4","16026","1","2","5","9","20","4.26","4.36","0","99","3","4"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","4.41","3","427","1","2","5","10","20","3.92","4.9","0","50","3","4"
"2015","direct migration background","West Germany","4.41","3","5472","1","2","5","10","30","4.27","4.55","0","99","3","3"
"2015","indirect migration background","East Germany","3.44","3","101","1","2","5","6","10","2.85","4.03","0","20","3","4"
"2015","indirect migration background","West Germany","4.2","4","1579","2","2","5","7","15","4","4.4","0","99","3","4"
"2015","no migration background","East Germany","3.87","3","4842","1","2","5","7","20","3.77","3.97","0","55","3","3"
"2015","no migration background","West Germany","4.07","3","14276","1","2","5","8","15","4.02","4.12","0","50","3","3"
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","5.36","3","369","1","2","5","10","99","4.71","6.01","0","99","3","3"
"2017","direct migration background","West Germany","3.96","3","4275","1","2","5","8","20","3.84","4.08","0","99","3","3"
"2017","indirect migration background","East Germany","3.96","3","106","1","2","5","6","16","3.14","4.78","0","30","3","4"
"2017","indirect migration background","West Germany","4.1","4","1602","2","2","5","7","20","3.95","4.25","0","33","3","3"
"2017","no migration background","East Germany","3.88","3","5117","1","2","5","7","15","3.78","3.98","0","99","3","3"
"2017","no migration background","West Germany","4.09","3","15073","1","2","5","8","15","4.04","4.14","0","94","3","3"
"2018","direct migration background","East Germany","4.41","3","892","1","2","5","10","20","3.92","4.9","0","99","2","3"
"2018","direct migration background","West Germany","4.32","3","7137","1","2","5","10","20","4.18","4.46","0","99","3","3"
"2018","indirect migration background","East Germany","3.87","3","121","2","2","5","6","12","2.18","5.56","0","99","3","4"
"2018","indirect migration background","West Germany","4.37","4","1586","2","2","5","8","20","4.22","4.52","0","32","3","4"
"2018","no migration background","East Germany","4.17","3","5027","1","2","5","8","20","4.07","4.27","0","80","3","3"
"2018","no migration background","West Germany","4.28","4","14508","1","2","5","8","18","4.22","4.34","0","99","3","4"
