"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","(Married) couple without C.","East Germany","4.22","3","1767","0","2","5","10","20","4.04","4.4","0","50","3","4"
"2003","(Married) couple without C.","West Germany","4.64","4","5291","0","2","6","10","20","4.52","4.76","0","50","4","4"
"2003","1-pers.-HH","East Germany","4.18","3","690","0","2","5","10","20","3.85","4.51","0","60","3","3"
"2003","1-pers.-HH","West Germany","4.27","4","2207","1","2","5","9","20","4.12","4.42","0","40","3","4"
"2003","Couple + C. GT 16 ","East Germany","4.71","4","1080","1","2","6","10","20","4.45","4.97","0","60","4","4"
"2003","Couple + C. GT 16 ","West Germany","4.76","4","2773","1","2","6","10","20","4.61","4.91","0","40","4","4"
"2003","Couple + C. LE 16","East Germany","4.56","4","787","1","2","6","10","20","4.31","4.81","0","30","3","4"
"2003","Couple + C. LE 16","West Germany","4.2","3","3468","1","2","5","10","15","4.08","4.32","0","40","3","4"
"2003","Couple + C. LE and GT 16","East Germany","5.13","4","403","1","2","6","10","20","4.65","5.61","0","50","4","4"
"2003","Couple + C. LE and GT 16","West Germany","4.87","4","1394","1","2","6","10","20","4.66","5.08","0","36","4","4"
"2003","Single parent","East Germany","4.49","4","277","1","2","5","10","20","4.02","4.96","0","30","3","4"
"2003","Single parent","West Germany","4.07","3","806","1","2","5","8","25","3.78","4.36","0","50","3","4"
"2004","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2004","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2004","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2004","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2004","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2004","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2004","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2004","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2004","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2004","Single parent","East Germany","","","","","","","","","","","","","",""
"2004","Single parent","West Germany","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2005","Single parent","East Germany","","","","","","","","","","","","","",""
"2005","Single parent","West Germany","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2006","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
