"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","(0) in school","5.39","4","603","2","3","6","10","20","5.01","5.77","0","60","4","5"
"2003","16-34 y.","(1a) inadequately completed","3.13","2.1","48","1","1","4","6","15","2.41","3.85","0","15","2","3"
"2003","16-34 y.","(1b) general elementary school","4.61","3","482","1","2","6","10","20","4.2","5.02","0","50","3","4"
"2003","16-34 y.","(1c) basic vocational qualification","4.98","4","748","1","2","6","10","20","4.69","5.27","0","40","4","4"
"2003","16-34 y.","(2a) intermediate vocational","4.69","4","1356","2","2","6","10","20","4.5","4.88","0","30","4","4"
"2003","16-34 y.","(2b) intermediate general qualification","4.7","4","493","2","2","5","10","20","4.31","5.09","0","50","4","4"
"2003","16-34 y.","(2c_gen) general maturity certificate","4.8","4","718","2","3","5","8","15","4.54","5.06","0","35","4","5"
"2003","16-34 y.","(2c_voc) vocational maturity certificate","4.82","4","530","2","3","5","10","20","4.54","5.1","0","25","4","4"
"2003","16-34 y.","(3a) lower tertiary education","4.82","4","228","2","3","7","10","15","4.3","5.34","0","30","4","5"
"2003","16-34 y.","(3b) higher tertiary education","4.57","4","327","2","3","6","8","12","4.24","4.9","0","25","4","4"
"2003","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"2003","35-65 y.","(1a) inadequately completed","3.46","2","157","0","2","5","8","20","2.73","4.19","0","35","2","3"
"2003","35-65 y.","(1b) general elementary school","3.84","3","876","0","2","5","8","20","3.58","4.1","0","30","3","3"
"2003","35-65 y.","(1c) basic vocational qualification","4.29","3","3738","1","2","5","10","20","4.15","4.43","0","50","3","3"
"2003","35-65 y.","(2a) intermediate vocational","4.33","3","3272","1","2","5","9","20","4.2","4.46","0","40","3","4"
"2003","35-65 y.","(2b) intermediate general qualification","4.31","3","93","1","2","5","9","25","3.27","5.35","0","30","3","4"
"2003","35-65 y.","(2c_gen) general maturity certificate","4.95","4","125","2","2","6","10","20","4.3","5.6","0","20","3","5"
"2003","35-65 y.","(2c_voc) vocational maturity certificate","4.51","4","876","1","2","5","8","20","4.25","4.77","0","50","3","4"
"2003","35-65 y.","(3a) lower tertiary education","4.52","4","1202","1","2","6","10","16","4.31","4.73","0","30","4","4"
