"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2003","college entrance qualification","higher education","4.91","4","3247","2","3","6","10","20","4.77","5.05","0","50","4","4"
"2003","college entrance qualification","higher vocational","4.74","4","364","2","3","5","10","20","4.36","5.12","0","30","4","4"
"2003","college entrance qualification","in school","","","","","","","","","","","","","",""
"2003","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2003","college entrance qualification","middle vocational","4.97","4","776","2","3","6","10","20","4.71","5.23","0","35","4","5"
"2003","college entrance qualification","vocational + Abi","4.49","4","945","2","2","5","10","20","4.28","4.7","0","30","3","4"
"2003","lower secondary degree","general elemantary","3.85","3","1660","0","2","5","9","20","3.66","4.04","0","50","3","3"
"2003","lower secondary degree","higher education","4.41","4","187","2","2","5","9","15","3.94","4.88","0","22","3","4"
"2003","lower secondary degree","higher vocational","4.22","4","477","1","2","6","8","15","3.92","4.52","0","30","3","4"
"2003","lower secondary degree","in school","","","","","","","","","","","","","",""
"2003","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2003","lower secondary degree","middle vocational","4.26","3","5263","0","2","5","10","20","4.14","4.38","0","60","3","3"
"2003","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","in school","5.39","4","603","2","3","6","10","20","5.01","5.77","0","60","4","5"
"2003","no degree/no degree yet","inadequately","3.12","2","221","0","1","4","6","20","2.58","3.66","0","35","2","3"
"2003","no degree/no degree yet","middle vocational","3.81","3","41","0","2","5","10","20","2.67","4.95","0","20","2","4"
"2003","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2003","Other degree","general elemantary","4.14","3","370","0","2","5","10","20","3.43","4.85","0","99","3","3"
"2003","Other degree","higher education","4.24","3","189","1","2","6","10","15","3.67","4.81","0","30","3","4"
"2003","Other degree","higher vocational","5.56","3","58","1","1","5","15","30","4.08","7.04","0","30","3","5"
"2003","Other degree","in school","","","","","","","","","","","","","",""
"2003","Other degree","inadequately","3.46","1.13","36","0","1","5","10","15","2.13","4.79","0","15","1","4"
"2003","Other degree","middle vocational","5.14","4","422","0","2","6","10","25","4.66","5.62","0","35","3","4"
"2003","Other degree","vocational + Abi","4.78","3","132","0","2","6","10","50","3.83","5.73","0","50","2","3"
"2003","secondary school degree","general elemantary","4.7","4","619","1","2","5","10","25","4.34","5.06","0","50","4","4"
"2003","secondary school degree","higher education","4.51","4","628","1","2","6","10","20","4.21","4.81","0","30","4","4"
"2003","secondary school degree","higher vocational","4.47","4","735","1","2","6","10","16","4.2","4.74","0","30","4","4"
