"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-W?rttemberg","general elemantary","4.45","3","445","0","2","5","10","25","3.84","5.06","0","99","3","4"
"2003","Baden-W?rttemberg","higher education","5.85","5","461","2","3","7","10","24","5.35","6.35","0","50","4","5"
"2003","Baden-W?rttemberg","higher vocational","5.35","4","201","1","2","6","10","30","4.75","5.95","0","30","4","5"
"2003","Baden-W?rttemberg","in school","6.61","5","76","2","3","9","13","20","5.53","7.69","0","30","5","7"
"2003","Baden-W?rttemberg","inadequately","3.43","2","42","0","0","5","6","24","1.31","5.55","0","35","1","2"
"2003","Baden-W?rttemberg","middle vocational","4.92","4","1228","1","2","6","10","24","4.62","5.22","0","50","4","4"
"2003","Baden-W?rttemberg","vocational + Abi","5.59","4","143","2","2","6","10","50","4.68","6.5","0","50","3","5"
"2003","Bavaria","general elemantary","3.55","3","378","0","2","5","8","20","3.1","4","0","50","3","3"
"2003","Bavaria","higher education","4.28","4","568","1","2","5","8","12","3.99","4.57","0","30","4","4"
"2003","Bavaria","higher vocational","4.4","4","241","1","2","5","10","20","3.96","4.84","0","22","4","4"
"2003","Bavaria","in school","5.25","5","67","2","3","7","8","13","4.28","6.22","1","30","4","5"
"2003","Bavaria","inadequately","","","","","","","","","","","","","",""
"2003","Bavaria","middle vocational","4.42","4","1603","1","2","5","10","20","4.22","4.62","0","50","3","4"
"2003","Bavaria","vocational + Abi","3.89","3","141","2","2","5","7","10","3.44","4.34","0","20","3","4"
"2003","Berlin","general elemantary","3.62","3","73","1","2","5","6","15","2.9","4.34","0","15","2","4"
"2003","Berlin","higher education","4.63","4","245","2","3","6","10","12","4.21","5.05","0","24","3","4"
"2003","Berlin","higher vocational","4.57","4","60","2","2","5","10","15","3.78","5.36","0","15","3","5"
"2003","Berlin","in school","3.69","3","31","0","3","5","7","10","2.8","4.58","0","11","3","5"
"2003","Berlin","inadequately","","","","","","","","","","","","","",""
"2003","Berlin","middle vocational","3.99","3","339","1","2","5","8","12","3.62","4.36","0","35","3","4"
"2003","Berlin","vocational + Abi","4.05","3","36","2","2","5","9","10","3.14","4.96","1","10","2","4"
"2003","Brandenburg","general elemantary","3.73","3","70","1","1","5","7","15","2.19","5.27","0","50","2","4"
"2003","Brandenburg","higher education","4.64","4","257","1","2","6","10","20","4.22","5.06","0","20","3","4"
"2003","Brandenburg","higher vocational","3.95","3","76","1","2","5","8","12","3.24","4.66","0","15","3","4"
