"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1987","inadequately","5.68","6","752","2","4","8","9","5.51","5.85","6","6"
"1987","middle vocational","6.56","7","4958","3","5","8","9","6.5","6.62","7","7"
"1987","vocational + Abi","6.64","7","276","3","5","8","9","6.36","6.92","7","7"
"1988","general elemantary","6.37","7","2698","3","5","8","9","6.28","6.46","7","7"
"1988","higher education","7.19","8","699","4","6","9","10","7.03","7.35","8","8"
"1988","higher vocational","6.83","7","540","4","5","8","10","6.65","7.01","7","7"
"1988","in school","6.67","7","146","4","5","8","10","6.29","7.05","6","8"
"1988","inadequately","5.59","5","692","2","4","7","9","5.4","5.78","6","6"
"1988","middle vocational","6.57","7","4717","4","5","8","9","6.51","6.63","7","7"
"1988","vocational + Abi","6.64","7","270","4","5","8","9","6.39","6.89","6","7"
"1989","general elemantary","6.29","6","2559","3","5","8","9","6.2","6.38","6","7"
"1989","higher education","7.29","8","698","5","6","9","10","7.14","7.44","8","8"
"1989","higher vocational","6.79","7","515","4","5","8","10","6.61","6.97","7","7"
"1989","in school","6.67","7","153","3","5","8","10","6.3","7.04","6","8"
"1989","inadequately","5.51","6","649","2","3","8","9","5.32","5.7","6","6"
"1989","middle vocational","6.66","7","4599","4","5","8","9","6.6","6.72","7","7"
"1989","vocational + Abi","6.85","7","286","4","6","8","10","6.6","7.1","7","7"
"1990","general elemantary","6.21","7","2943","3","5","8","9","6.12","6.3","6","7"
"1990","higher education","6.82","7","1695","4","5","8","9","6.71","6.93","7","7"
"1990","higher vocational","6.74","7","771","4","5","8","9","6.59","6.89","7","7"
"1990","in school","6.91","7.86","166","4","5","8","9","6.58","7.24","6","8"
"1990","inadequately","5.74","5","647","2","4","8","9","5.57","5.91","6","6"
"1990","middle vocational","6.45","7","7056","3","5","8","9","6.4","6.5","6","7"
"1990","vocational + Abi","6.52","7","371","3","5","8","9","6.31","6.73","6","7"
"1991","general elemantary","6.42","7","2840","3","5","8","9","6.33","6.51","7","7"
"1991","higher education","6.5","7","1682","3","5","8","9","6.39","6.61","6","7"
"1991","higher vocational","6.84","7","757","4","5","8","9","6.68","7","7","7"
"1991","in school","7.44","8","142","5","6","9","10","7.07","7.81","7","8"
"1991","inadequately","6.06","6","649","3","5","8","9","5.89","6.23","6","7"
"1991","middle vocational","6.4","7","6900","3","5","8","9","6.34","6.46","6","7"
"1991","vocational + Abi","6.64","7","378","3","5","8","9","6.42","6.86","6","7"
"1992","general elemantary","6.17","6","2762","3","5","8","9","6.08","6.26","6","6"
"1992","higher education","6.59","7","1656","4","5","8","9","6.49","6.69","6","7"
"1992","higher vocational","6.63","7","768","4","5","8","9","6.48","6.78","7","7"
"1992","in school","7.38","8","158","5","6","9","10","7.01","7.75","7","8"
"1992","inadequately","5.62","6","619","2","4","7","8","5.44","5.8","6","6"
"1992","middle vocational","6.32","7","6714","3","5","8","9","6.27","6.37","6","6"
"1992","vocational + Abi","6.48","7","386","4","5","8","9","6.27","6.69","6","7"
"1993","general elemantary","6.14","6","2606","3","5","8","9","6.05","6.23","6","6"
"1993","higher education","6.6","7","1622","3","5","8","9","6.49","6.71","7","7"
"1993","higher vocational","6.55","7","739","3","5","8","9","6.39","6.71","7","7"
"1993","in school","6.84","7","135","4","5","8","9","6.44","7.24","6","7"
"1993","inadequately","5.77","5","593","3","4","8","9","5.58","5.96","5","6"
"1993","middle vocational","6.3","7","6565","3","5","8","9","6.24","6.36","6","7"
"1993","vocational + Abi","6.51","7","378","3","5","8","9","6.28","6.74","6","7"
"1994","general elemantary","6.1","6","2422","3","5","8","9","6","6.2","6","6"
"1994","higher education","6.55","7","1652","3","5","8","9","6.44","6.66","7","7"
"1994","higher vocational","6.31","7","748","3","5","8","9","6.15","6.47","6","7"
"1994","in school","6.78","7","176","4","5","9","10","6.47","7.09","6","7"
"1994","inadequately","5.4","5","542","2","4","8","8","5.2","5.6","5","6"
"1994","middle vocational","6.21","7","6493","3","5","8","9","6.15","6.27","6","6"
"1994","vocational + Abi","6.02","6","386","3","4","8","9","5.78","6.26","6","7"
"1995","general elemantary","6.24","6","2446","3","5","8","9","6.15","6.33","6","6"
"1995","higher education","6.5","7","1755","3","5","8","9","6.4","6.6","7","7"
"1995","higher vocational","6.53","7","750","4","5","8","9","6.37","6.69","7","7"
"1995","in school","6.42","7","207","3","5","8","9","6.11","6.73","6","7"
"1995","inadequately","5.56","5.48","522","2","4","7","9","5.36","5.76","5","6"
"1995","middle vocational","6.24","7","6649","3","5","8","9","6.19","6.29","6","6"
"1995","vocational + Abi","6.15","6","471","3","5","8","9","5.93","6.37","6","7"
"1996","general elemantary","6.15","6","2340","3","5","8","9","6.05","6.25","6","6"
"1996","higher education","6.71","7","1763","4","5","8","9","6.61","6.81","7","7"
"1996","higher vocational","6.51","7","756","3","5","8","9","6.36","6.66","7","7"
"1996","in school","6.82","7","224","4","5","8","10","6.52","7.12","6","7"
"1996","inadequately","5.6","5","489","3","4","7","8","5.4","5.8","5","6"
"1996","middle vocational","6.31","7","6556","3","5","8","9","6.26","6.36","6","7"
"1996","vocational + Abi","6.05","6","474","3","5","8","9","5.85","6.25","6","7"
"1997","general elemantary","5.95","6","2260","3","4","8","9","5.85","6.05","6","6"
"1997","higher education","6.58","7","1767","4","5","8","9","6.48","6.68","7","7"
"1997","higher vocational","6.15","7","760","3","5","8","9","6","6.3","6","7"
"1997","in school","6.56","7","249","3","5","8","9","6.27","6.85","6","7"
"1997","inadequately","5.22","5","459","2","4","7","8","5.01","5.43","5","6"
"1997","middle vocational","6.08","6","6413","3","5","8","9","6.03","6.13","6","6"
"1997","vocational + Abi","6.03","7","446","3","5","8","8","5.82","6.24","6","7"
"1998","general elemantary","6.05","6","2451","3","5","8","9","5.96","6.14","6","6"
"1998","higher education","6.63","7","1966","3","5","8","9","6.53","6.73","7","7"
"1998","higher vocational","6.31","7","818","3","5","8","9","6.16","6.46","6","7"
"1998","in school","6.46","7","249","3","5","8","9","6.18","6.74","6","7"
"1998","inadequately","5.37","5","443","2","3","7","9","5.15","5.59","5","6"
"1998","middle vocational","6.2","7","6952","3","5","8","9","6.15","6.25","6","6"
"1998","vocational + Abi","6.24","7","502","3","5","8","9","6.04","6.44","7","7"
"1999","general elemantary","6.14","6","2368","3","5","8","9","6.04","6.24","6","6"
"1999","higher education","6.69","7","1956","3","5","8","9","6.6","6.78","7","7"
"1999","higher vocational","6.44","7","813","4","5","8","9","6.3","6.58","7","7"
"1999","in school","6.72","7","238","4","5","8","10","6.43","7.01","6","7"
"1999","inadequately","5.52","5","424","2","4","7","9","5.31","5.73","5","6"
"1999","middle vocational","6.26","7","6874","3","5","8","9","6.21","6.31","6","6"
"1999","vocational + Abi","6.17","7","508","2","5","8","9","5.97","6.37","6","7"
"2000","general elemantary","6.2","6","3446","3","5","8","9","6.12","6.28","6","6"
"2000","higher education","6.93","7","3815","4","6","8","10","6.86","7","7","7"
"2000","higher vocational","6.56","7","1869","3","5","8","9","6.46","6.66","7","7"
"2000","in school","6.47","7","394","3","5","8","9","6.23","6.71","6","7"
"2000","inadequately","5.39","5","391","2","4","7","8","5.16","5.62","5","6"
"2000","middle vocational","6.43","7","12698","3","5","8","9","6.39","6.47","7","7"
"2000","vocational + Abi","6.52","7","1114","3","5","8","9","6.39","6.65","7","7"
"2001","general elemantary","6.18","6","3035","3","5","8","9","6.1","6.26","6","7"
"2001","higher education","7.01","7","3546","4","6","8","10","6.94","7.08","7","8"
"2001","higher vocational","6.73","7","1665","4","5","8","9","6.63","6.83","7","7"
"2001","in school","6.6","7","490","3","5","8","10","6.4","6.8","7","7"
"2001","inadequately","5.38","5.17","304","1","4","7","8","5.11","5.65","5","6"
"2001","middle vocational","6.5","7","11499","3","5","8","9","6.46","6.54","7","7"
"2001","vocational + Abi","6.57","7","1064","3","5","8","9","6.44","6.7","7","7"
"2002","general elemantary","5.95","6","2843","3","5","8","9","5.87","6.03","6","6"
"2002","higher education","6.8","7","4551","3","5","8","9","6.74","6.86","8","8"
"2002","higher vocational","6.4","7","1738","3","5","8","9","6.3","6.5","7","7"
"2002","in school","6.37","7","499","3","5","8","9","6.17","6.57","7","7"
"2002","inadequately","5.38","5","273","3","4","7","8","5.11","5.65","5","6"
"2002","middle vocational","6.24","7","11492","3","5","8","9","6.2","6.28","7","7"
"2002","vocational + Abi","6.38","7","1164","3","5","8","9","6.25","6.51","7","7"
"2003","general elemantary","5.89","6","2693","3","4","8","9","5.8","5.98","6","6"
"2003","higher education","6.68","7","4354","3","5","8","9","6.62","6.74","7","8"
"2003","higher vocational","6.23","7","1683","3","5","8","9","6.12","6.34","7","7"
"2003","in school","6.39","7","500","3","5","8","10","6.19","6.59","7","8"
"2003","inadequately","5.12","5","261","1","4","7","8","4.85","5.39","5","5"
"2003","middle vocational","6.15","7","11065","3","5","8","9","6.11","6.19","7","7"
"2003","vocational + Abi","6.12","6","1150","3","5","8","9","5.99","6.25","7","7"
"2004","general elemantary","5.71","6","2517","2","4","8","9","5.62","5.8","6","6"
"2004","higher education","6.57","7","4279","3","5","8","9","6.51","6.63","7","7"
"2004","higher vocational","6.14","6","1617","3","5","8","9","6.03","6.25","6","7"
"2004","in school","6.32","7","518","2","5","8","9","6.12","6.52","7","8"
"2004","inadequately","5.03","5","243","2","4","7","8","4.73","5.33","5","5"
"2004","middle vocational","5.94","6","10674","3","5","8","9","5.9","5.98","6","6"
"2004","vocational + Abi","6.17","6","1148","3","5","8","9","6.04","6.3","7","7"
"2005","general elemantary","5.58","6","2351","2","4","8","9","5.48","5.68","6","6"
"2005","higher education","6.63","7","4150","3","5","8","9","6.56","6.7","7","8"
"2005","higher vocational","6.19","7","1552","3","5","8","9","6.08","6.3","7","7"
"2005","in school","6.65","7","544","4","5","8","9","6.45","6.85","7","8"
"2005","inadequately","4.85","5","239","2","3","6","8","4.54","5.16","5","5"
"2005","middle vocational","5.98","6","10169","3","5","8","9","5.93","6.03","6","7"
"2005","vocational + Abi","6.07","6","1128","3","5","8","9","5.94","6.2","6","7"
"2006","general elemantary","5.61","6","2426","2","4","7","9","5.52","5.7","6","6"
"2006","higher education","6.64","7","4566","3","5","8","9","6.58","6.7","7","7"
"2006","higher vocational","6.1","6","1642","3","5","8","9","5.99","6.21","7","7"
"2006","in school","6.68","7","339","3","5","8","10","6.45","6.91","7","8"
"2006","inadequately","4.69","5","236","2","3","6","8","4.38","5","5","5"
"2006","middle vocational","5.93","6","10981","3","5","8","9","5.89","5.97","6","6"
"2006","vocational + Abi","6.08","7","1203","3","5","8","9","5.95","6.21","7","7"
"2007","general elemantary","5.55","6","2169","2","4","8","8","5.45","5.65","6","6"
"2007","higher education","6.71","7","4368","3","5","8","9","6.65","6.77","7","7"
"2007","higher vocational","6.11","6","1517","3","5","8","9","6","6.22","6","7"
"2007","in school","6.16","6.87","303","2","5","8","10","5.87","6.45","7","7"
"2007","inadequately","4.95","5","210","2","4","6","8","4.65","5.25","5","5"
"2007","middle vocational","5.96","6","10259","3","5","8","9","5.92","6","6","7"
"2007","vocational + Abi","6.18","7","1167","3","5","8","9","6.06","6.3","7","7"
"2008","general elemantary","5.85","6","1989","2","4","8","9","5.75","5.95","6","6"
"2008","higher education","6.76","7","4175","4","5","8","9","6.7","6.82","7","8"
"2008","higher vocational","6.08","6","1410","3","5","8","9","5.96","6.2","7","7"
"2008","in school","6.66","7","302","3","5","8","10","6.4","6.92","7","8"
"2008","inadequately","4.9","5","183","2","3","6","8","4.56","5.24","5","6"
"2008","middle vocational","5.92","6","9655","3","5","8","9","5.87","5.97","6","7"
"2008","vocational + Abi","6.27","7","1092","3","5","8","9","6.14","6.4","7","7"
"2009","general elemantary","5.73","6","1765","2","4","8","9","5.62","5.84","6","6"
"2009","higher education","6.8","7","4022","4","5","8","9","6.74","6.86","7","8"
"2009","higher vocational","6.21","7","1326","3","5","8","9","6.09","6.33","7","7"
"2009","in school","6.47","7","269","4","5","8","9","6.2","6.74","7","8"
"2009","inadequately","4.91","5","166","2","4","6","8","4.55","5.27","5","5"
"2009","middle vocational","6.03","6","8981","3","5","8","9","5.98","6.08","6","7"
"2009","vocational + Abi","6.34","7","996","3","5","8","9","6.2","6.48","7","7"
"2010","general elemantary","5.82","6","2416","2","4","8","9","5.72","5.92","6","6"
"2010","higher education","6.87","7","5355","4","6","8","9","6.81","6.93","8","8"
"2010","higher vocational","6.42","7","1603","3","5","8","9","6.31","6.53","7","7"
"2010","in school","6.74","7","364","4","5","8","9","6.5","6.98","7","7"
"2010","inadequately","4.88","5","341","2","3","6","8","4.6","5.16","5","5"
"2010","middle vocational","6.12","7","11678","3","5","8","9","6.08","6.16","6","7"
"2010","vocational + Abi","6.4","7","1700","3","5","8","9","6.29","6.51","7","7"
"2011","general elemantary","5.83","6","2540","2","4","8","9","5.73","5.93","6","6"
"2011","higher education","7.12","8","5744","4","6","9","10","7.07","7.17","8","8"
"2011","higher vocational","6.56","7","1691","3","5","8","9","6.46","6.66","7","7"
"2011","in school","7.44","8","383","5","6","9","10","7.22","7.66","7","8"
"2011","inadequately","5.1","5","350","2","4","7","8","4.84","5.36","5","5"
"2011","middle vocational","6.26","7","12503","3","5","8","9","6.22","6.3","7","7"
"2011","vocational + Abi","6.65","7","1839","4","5","8","9","6.55","6.75","7","7"
"2012","general elemantary","6.07","6","2714","3","5","8","9","5.98","6.16","6","6"
"2012","higher education","7.16","8","5910","4","6","9","10","7.11","7.21","8","8"
"2012","higher vocational","6.65","7","1734","4","5","8","9","6.55","6.75","7","7"
"2012","in school","7.31","8","394","5","6","9","10","7.1","7.52","8","8"
"2012","inadequately","5.41","6","363","2","3","7","9","5.15","5.67","5","6"
"2012","middle vocational","6.37","7","12841","3","5","8","9","6.33","6.41","7","7"
"2012","vocational + Abi","6.62","7","1866","3","5","8","9","6.52","6.72","7","7"
"2013","general elemantary","6.16","6","3662","3","5","8","9","6.08","6.24","6","6"
"2013","higher education","7.26","8","6849","4","6","9","10","7.21","7.31","8","8"
"2013","higher vocational","6.75","7","1724","4","5","8","9","6.65","6.85","7","7"
"2013","in school","7.22","8","556","5","6","9","10","7.04","7.4","7","8"
"2013","inadequately","5.29","5","625","2","4","7","9","5.09","5.49","5","5"
"2013","middle vocational","6.48","7","14112","3","5","8","9","6.44","6.52","7","7"
"2013","vocational + Abi","6.76","7","2366","4","5","8","9","6.67","6.85","7","7"
"2014","general elemantary","6.21","7","3045","3","5","8","9","6.13","6.29","6","7"
"2014","higher education","7.28","8","6210","4","6","9","10","7.23","7.33","8","8"
"2014","higher vocational","6.74","7","1595","4","5","8","9","6.64","6.84","7","7"
"2014","in school","7.27","8","365","4","6","9","10","7.03","7.51","7","8"
"2014","inadequately","5","5","490","2","3","7","8","4.78","5.22","5","5"
"2014","middle vocational","6.48","7","12478","3","5","8","9","6.44","6.52","7","7"
"2014","vocational + Abi","6.77","7","2048","4","5","8","9","6.68","6.86","7","7"
"2015","general elemantary","6.35","7","2628","3","5","8","9","6.26","6.44","7","7"
"2015","higher education","7.33","8","5864","5","6","9","10","7.28","7.38","8","8"
"2015","higher vocational","6.95","7","1525","4","6","8","9","6.85","7.05","7","8"
"2015","in school","7.05","8","291","4","5","9","10","6.77","7.33","7","8"
"2015","inadequately","5.11","5","401","1","3","8","8","4.86","5.36","5","6"
"2015","middle vocational","6.61","7","11561","3","5","8","9","6.57","6.65","7","7"
"2015","vocational + Abi","7","7","1951","4","6","8","9","6.91","7.09","7","7"
"2016","general elemantary","6.43","7","2514","3","5","8","9","6.34","6.52","7","7"
"2016","higher education","7.31","8","5873","4","6","9","10","7.26","7.36","8","8"
"2016","higher vocational","6.97","7","1399","4","6","8","9","6.87","7.07","7","8"
"2016","in school","7.47","8","281","5","6","9","10","7.2","7.74","7","8"
"2016","inadequately","5.44","5","397","2","4","7","8","5.2","5.68","5","6"
"2016","middle vocational","6.72","7","10920","4","5","8","9","6.68","6.76","7","7"
"2016","vocational + Abi","6.93","7","2011","4","6","8","9","6.84","7.02","7","7"
"2017","general elemantary","6.33","7","2672","3","5","8","9","6.24","6.42","7","7"
"2017","higher education","7.46","8","6518","5","7","9","10","7.41","7.51","8","8"
"2017","higher vocational","7.02","7","1539","4","6","8","9","6.92","7.12","7","8"
"2017","in school","7.96","8","331","5","7","10","10","7.75","8.17","8","8"
"2017","inadequately","5.38","5","436","2","4","7","8","5.14","5.62","5","6"
"2017","middle vocational","6.71","7","11963","4","5","8","9","6.67","6.75","7","7"
"2017","vocational + Abi","6.86","7","2203","4","6","8","9","6.77","6.95","7","7"
"2018","general elemantary","6.48","7","2630","3","5","8","9","6.39","6.57","7","7"
"2018","higher education","7.42","8","6295","5","6","9","10","7.37","7.47","8","8"
"2018","higher vocational","6.92","7","1442","4","6","8","9","6.82","7.02","7","7"
"2018","in school","7.51","8","299","5","7","9","10","7.26","7.76","8","8"
"2018","inadequately","5.51","5","471","2","4","7","9","5.28","5.74","5","6"
"2018","middle vocational","6.7","7","11369","4","5","8","9","6.66","6.74","7","7"
"2018","vocational + Abi","6.85","7","2111","4","6","8","9","6.76","6.94","7","7"
"2019","general elemantary","6.54","7","2371","3","5","8","9","6.45","6.63","7","7"
"2019","higher education","7.64","8","6993","5","7","9","10","7.6","7.68","8","8"
"2019","higher vocational","7.23","8","1665","4","6","9","9","7.14","7.32","8","8"
"2019","in school","7.57","8","286","5","7","9","10","7.33","7.81","8","8"
"2019","inadequately","5.46","5","386","3","4","7","8","5.2","5.72","5","6"
"2019","middle vocational","6.91","7","11028","4","6","8","9","6.87","6.95","7","7"
"2019","vocational + Abi","7.08","8","2160","4","6","8","9","7","7.16","7","8"
