"plh0034","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Schleswig-Holstein","lower secondary degree","73","0.387441070898824","0.316272441162115","0.458609700635533"
"Big worries","2009","Schleswig-Holstein","secondary school degree","47","0.324648601996852","0.24895466510378","0.400342538889924"
"Big worries","2009","Schleswig-Holstein","college entrance qualification","53","0.411778376918341","0.326849477300874","0.496707276535809"
"Big worries","2009","Schleswig-Holstein","Other degree","4","","",""
"Big worries","2009","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Big worries","2009","Hamburg","lower secondary degree","25","","",""
"Big worries","2009","Hamburg","secondary school degree","32","0.44201464577988","0.328090340029514","0.555938951530247"
"Big worries","2009","Hamburg","college entrance qualification","47","0.369819629500907","0.281201397652942","0.458437861348872"
"Big worries","2009","Hamburg","Other degree","4","","",""
"Big worries","2009","Hamburg","no degree/no degree yet","3","","",""
"Big worries","2009","Lower Saxony","lower secondary degree","319","0.546072152778658","0.505199851462245","0.586944454095072"
"Big worries","2009","Lower Saxony","secondary school degree","237","0.447948270899056","0.404831973340151","0.49106456845796"
"Big worries","2009","Lower Saxony","college entrance qualification","204","0.545696593785976","0.497792496500387","0.593600691071565"
"Big worries","2009","Lower Saxony","Other degree","28","","",""
"Big worries","2009","Lower Saxony","no degree/no degree yet","16","","",""
"Big worries","2009","Bremen","lower secondary degree","20","","",""
"Big worries","2009","Bremen","secondary school degree","19","","",""
"Big worries","2009","Bremen","college entrance qualification","11","","",""
"Big worries","2009","Bremen","Other degree","2","","",""
"Big worries","2009","Bremen","no degree/no degree yet","","","",""
"Big worries","2009","North Rhine-Westphalia","lower secondary degree","687","0.546438969311169","0.518939524590229","0.573938414032109"
"Big worries","2009","North Rhine-Westphalia","secondary school degree","392","0.503104038010896","0.468413720038149","0.537794355983643"
"Big worries","2009","North Rhine-Westphalia","college entrance qualification","587","0.522576022827777","0.49321828754147","0.551933758114084"
"Big worries","2009","North Rhine-Westphalia","Other degree","103","0.424155012230429","0.359289962300747","0.489020062160111"
"Big worries","2009","North Rhine-Westphalia","no degree/no degree yet","27","","",""
"Big worries","2009","Hesse","lower secondary degree","172","0.551752147452569","0.499350955420308","0.604153339484829"
"Big worries","2009","Hesse","secondary school degree","169","0.589101936465373","0.535363821562265","0.642840051368482"
"Big worries","2009","Hesse","college entrance qualification","188","0.46626218873389","0.418150328471525","0.514374048996256"
"Big worries","2009","Hesse","Other degree","32","0.447124749034318","0.332280362489495","0.561969135579141"
"Big worries","2009","Hesse","no degree/no degree yet","11","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","lower secondary degree","235","0.505550717904869","0.460205353973908","0.55089608183583"
"Big worries","2009","Rhineland-Palatinate,Saarland","secondary school degree","93","0.426789864044092","0.360675954375387","0.492903773712798"
"Big worries","2009","Rhineland-Palatinate,Saarland","college entrance qualification","89","0.377017811267972","0.312831150500504","0.44120447203544"
"Big worries","2009","Rhineland-Palatinate,Saarland","Other degree","27","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Big worries","2009","Baden-Württemberg","lower secondary degree","369","0.538500539666134","0.501086502452082","0.575914576880186"
"Big worries","2009","Baden-Württemberg","secondary school degree","258","0.515074993820684","0.472566731352234","0.557583256289134"
"Big worries","2009","Baden-Württemberg","college entrance qualification","285","0.540696604181503","0.499568831713316","0.58182437664969"
"Big worries","2009","Baden-Württemberg","Other degree","78","0.489044583671596","0.410349432823734","0.567739734519457"
"Big worries","2009","Baden-Württemberg","no degree/no degree yet","29","","",""
"Big worries","2009","Bavaria","lower secondary degree","569","0.509808773688886","0.479499441657159","0.540118105720613"
"Big worries","2009","Bavaria","secondary school degree","353","0.518836930462338","0.480631333469148","0.557042527455528"
"Big worries","2009","Bavaria","college entrance qualification","316","0.512091073279659","0.473485665692947","0.550696480866371"
"Big worries","2009","Bavaria","Other degree","58","0.459568839887643","0.370402088132314","0.548735591642971"
"Big worries","2009","Bavaria","no degree/no degree yet","23","","",""
"Big worries","2009","Berlin","lower secondary degree","65","0.586414032136559","0.495612339558018","0.6772157247151"
"Big worries","2009","Berlin","secondary school degree","116","0.465820531467318","0.401212983460293","0.530428079474344"
"Big worries","2009","Berlin","college entrance qualification","136","0.481214352525556","0.421394690323516","0.541034014727596"
"Big worries","2009","Berlin","Other degree","9","","",""
"Big worries","2009","Berlin","no degree/no degree yet","3","","",""
"Big worries","2009","Brandenburg","lower secondary degree","109","0.514593511190192","0.447157510724691","0.582029511655694"
"Big worries","2009","Brandenburg","secondary school degree","157","0.454904607913125","0.401974222553283","0.507834993272967"
"Big worries","2009","Brandenburg","college entrance qualification","93","0.46420294907506","0.394383862559876","0.534022035590245"
"Big worries","2009","Brandenburg","Other degree","2","","",""
"Big worries","2009","Brandenburg","no degree/no degree yet","","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","lower secondary degree","66","0.511702215716483","0.422267013442916","0.601137417990049"
"Big worries","2009","Mecklenburg-Western Pomerania","secondary school degree","125","0.546342206231589","0.480853235015502","0.611831177447675"
"Big worries","2009","Mecklenburg-Western Pomerania","college entrance qualification","50","0.453618190749654","0.35747404929101","0.549762332208298"
"Big worries","2009","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Big worries","2009","Saxony","lower secondary degree","156","0.43472217240593","0.381479132259122","0.487965212552739"
"Big worries","2009","Saxony","secondary school degree","278","0.442978887364803","0.404584305102677","0.481373469626928"
"Big worries","2009","Saxony","college entrance qualification","155","0.411949568076647","0.359006590641036","0.464892545512257"
"Big worries","2009","Saxony","Other degree","2","","",""
"Big worries","2009","Saxony","no degree/no degree yet","3","","",""
"Big worries","2009","Saxony-Anhalt","lower secondary degree","119","0.567327083746753","0.500946996603333","0.633707170890173"
"Big worries","2009","Saxony-Anhalt","secondary school degree","162","0.512357165738319","0.457158301126142","0.567556030350497"
"Big worries","2009","Saxony-Anhalt","college entrance qualification","109","0.566009194260412","0.496266417667049","0.635751970853776"
"Big worries","2009","Saxony-Anhalt","Other degree","6","","",""
"Big worries","2009","Saxony-Anhalt","no degree/no degree yet","3","","",""
"Big worries","2009","Thuringia","lower secondary degree","120","0.390286708387092","0.3323146993918","0.448258717382384"
"Big worries","2009","Thuringia","secondary school degree","171","0.43085148235054","0.379555520466083","0.482147444234997"
"Big worries","2009","Thuringia","college entrance qualification","63","0.438083550935451","0.358418231315266","0.517748870555636"
"Big worries","2009","Thuringia","Other degree","1","","",""
"Big worries","2009","Thuringia","no degree/no degree yet","3","","",""
"Some worries","2009","Schleswig-Holstein","lower secondary degree","64","0.395573452351265","0.324140734743271","0.467006169959258"
"Some worries","2009","Schleswig-Holstein","secondary school degree","76","0.578955910158311","0.499142483434333","0.658769336882288"
"Some worries","2009","Schleswig-Holstein","college entrance qualification","52","0.443381812432165","0.357654172177791","0.529109452686538"
"Some worries","2009","Schleswig-Holstein","Other degree","7","","",""
"Some worries","2009","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Some worries","2009","Hamburg","lower secondary degree","26","","",""
"Some worries","2009","Hamburg","secondary school degree","40","0.531481352356617","0.417010710713084","0.64595199400015"
"Some worries","2009","Hamburg","college entrance qualification","47","0.442541336030336","0.35136567482792","0.533716997232752"
"Some worries","2009","Hamburg","Other degree","3","","",""
"Some worries","2009","Hamburg","no degree/no degree yet","3","","",""
"Some worries","2009","Lower Saxony","lower secondary degree","212","0.383309183809068","0.343395757015263","0.423222610602873"
"Some worries","2009","Lower Saxony","secondary school degree","234","0.481507085739572","0.438184896507152","0.524829274971993"
"Some worries","2009","Lower Saxony","college entrance qualification","183","0.395206236538366","0.348169239292537","0.442243233784196"
"Some worries","2009","Lower Saxony","Other degree","24","","",""
"Some worries","2009","Lower Saxony","no degree/no degree yet","21","","",""
"Some worries","2009","Bremen","lower secondary degree","9","","",""
"Some worries","2009","Bremen","secondary school degree","14","","",""
"Some worries","2009","Bremen","college entrance qualification","19","","",""
"Some worries","2009","Bremen","Other degree","1","","",""
"Some worries","2009","Bremen","no degree/no degree yet","","","",""
"Some worries","2009","North Rhine-Westphalia","lower secondary degree","487","0.373714724391949","0.346991341682646","0.400438107101252"
"Some worries","2009","North Rhine-Westphalia","secondary school degree","345","0.421287376714017","0.387028955382029","0.455545798046005"
"Some worries","2009","North Rhine-Westphalia","college entrance qualification","447","0.399496082317813","0.370708189152714","0.428283975482912"
"Some worries","2009","North Rhine-Westphalia","Other degree","96","0.456395017367658","0.391020601544528","0.521769433190788"
"Some worries","2009","North Rhine-Westphalia","no degree/no degree yet","67","0.614779616389876","0.526974171670286","0.702585061109466"
"Some worries","2009","Hesse","lower secondary degree","137","0.342648717195785","0.292641423247983","0.392656011143586"
"Some worries","2009","Hesse","secondary school degree","126","0.313863097840049","0.26317620464883","0.364549991031267"
"Some worries","2009","Hesse","college entrance qualification","195","0.453584779550696","0.405571243041262","0.501598316060129"
"Some worries","2009","Hesse","Other degree","32","0.475729077909083","0.36037324029228","0.591084915525886"
"Some worries","2009","Hesse","no degree/no degree yet","15","","",""
"Some worries","2009","Rhineland-Palatinate,Saarland","lower secondary degree","178","0.346022283430904","0.302878009977866","0.389166556883943"
"Some worries","2009","Rhineland-Palatinate,Saarland","secondary school degree","106","0.476311622953672","0.40955245453824","0.543070791369105"
"Some worries","2009","Rhineland-Palatinate,Saarland","college entrance qualification","109","0.515373530896024","0.44918379415034","0.581563267641709"
"Some worries","2009","Rhineland-Palatinate,Saarland","Other degree","24","","",""
"Some worries","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","12","","",""
"Some worries","2009","Baden-Württemberg","lower secondary degree","265","0.394678917333705","0.357995417119007","0.431362417548403"
"Some worries","2009","Baden-Württemberg","secondary school degree","235","0.428129613639504","0.386043650663034","0.470215576615974"
"Some worries","2009","Baden-Württemberg","college entrance qualification","237","0.363702941676967","0.324000985687586","0.403404897666348"
"Some worries","2009","Baden-Württemberg","Other degree","62","0.394021840559268","0.317096243546313","0.470947437572222"
"Some worries","2009","Baden-Württemberg","no degree/no degree yet","36","0.551923184120796","0.439376419517574","0.664469948724018"
"Some worries","2009","Bavaria","lower secondary degree","424","0.426926245507295","0.396936579268029","0.456915911746561"
"Some worries","2009","Bavaria","secondary school degree","267","0.417169789438379","0.379465317839436","0.454874261037323"
"Some worries","2009","Bavaria","college entrance qualification","287","0.42564066442679","0.387453399357444","0.463827929496137"
"Some worries","2009","Bavaria","Other degree","53","0.464931980422028","0.37569257349995","0.554171387344106"
"Some worries","2009","Bavaria","no degree/no degree yet","25","","",""
"Some worries","2009","Berlin","lower secondary degree","32","0.263403947728868","0.182189236853574","0.344618658604162"
"Some worries","2009","Berlin","secondary school degree","102","0.486804782211096","0.422068304157604","0.551541260264587"
"Some worries","2009","Berlin","college entrance qualification","112","0.446295970284938","0.386780342518685","0.50581159805119"
"Some worries","2009","Berlin","Other degree","16","","",""
"Some worries","2009","Berlin","no degree/no degree yet","14","","",""
"Some worries","2009","Brandenburg","lower secondary degree","73","0.368680177803102","0.303583852950418","0.433776502655785"
"Some worries","2009","Brandenburg","secondary school degree","155","0.438811084512874","0.386063573753268","0.49155859527248"
"Some worries","2009","Brandenburg","college entrance qualification","85","0.451175212069069","0.381511031982802","0.520839392155336"
"Some worries","2009","Brandenburg","Other degree","8","","",""
"Some worries","2009","Brandenburg","no degree/no degree yet","5","","",""
"Some worries","2009","Mecklenburg-Western Pomerania","lower secondary degree","37","0.327255693129005","0.243304651535365","0.411206734722646"
"Some worries","2009","Mecklenburg-Western Pomerania","secondary school degree","69","0.337187679061702","0.275000230519668","0.399375127603736"
"Some worries","2009","Mecklenburg-Western Pomerania","college entrance qualification","41","0.377033621162716","0.283438799180511","0.470628443144921"
"Some worries","2009","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Some worries","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","8","","",""
"Some worries","2009","Saxony","lower secondary degree","121","0.364744461237872","0.313043983371158","0.416444939104586"
"Some worries","2009","Saxony","secondary school degree","281","0.414403098973378","0.376326908850537","0.45247928909622"
"Some worries","2009","Saxony","college entrance qualification","138","0.452606694320012","0.399065349332667","0.506148039307357"
"Some worries","2009","Saxony","Other degree","4","","",""
"Some worries","2009","Saxony","no degree/no degree yet","12","","",""
"Some worries","2009","Saxony-Anhalt","lower secondary degree","68","0.271940597267047","0.212324761691013","0.331556432843081"
"Some worries","2009","Saxony-Anhalt","secondary school degree","128","0.402381738203539","0.34822856932242","0.456534907084658"
"Some worries","2009","Saxony-Anhalt","college entrance qualification","72","0.382411450415644","0.314026224245903","0.450796676585384"
"Some worries","2009","Saxony-Anhalt","Other degree","4","","",""
"Some worries","2009","Saxony-Anhalt","no degree/no degree yet","3","","",""
"Some worries","2009","Thuringia","lower secondary degree","110","0.399833356399199","0.34161779666823","0.458048916130168"
"Some worries","2009","Thuringia","secondary school degree","152","0.465132320832616","0.413464753441241","0.51679988822399"
"Some worries","2009","Thuringia","college entrance qualification","75","0.489586889467639","0.409321049083011","0.569852729852267"
"Some worries","2009","Thuringia","Other degree","3","","",""
"Some worries","2009","Thuringia","no degree/no degree yet","5","","",""
"No worries","2009","Schleswig-Holstein","lower secondary degree","43","0.216985476749911","0.156769452144593","0.277201501355229"
"No worries","2009","Schleswig-Holstein","secondary school degree","24","","",""
"No worries","2009","Schleswig-Holstein","college entrance qualification","24","","",""
"No worries","2009","Schleswig-Holstein","Other degree","5","","",""
"No worries","2009","Schleswig-Holstein","no degree/no degree yet","5","","",""
"No worries","2009","Hamburg","lower secondary degree","7","","",""
"No worries","2009","Hamburg","secondary school degree","1","","",""
"No worries","2009","Hamburg","college entrance qualification","20","","",""
"No worries","2009","Hamburg","Other degree","","","",""
"No worries","2009","Hamburg","no degree/no degree yet","3","","",""
"No worries","2009","Lower Saxony","lower secondary degree","39","0.070618663412274","0.0495873021533762","0.0916500246711718"
"No worries","2009","Lower Saxony","secondary school degree","40","0.0705446433613718","0.0483430609681842","0.0927462257545595"
"No worries","2009","Lower Saxony","college entrance qualification","28","","",""
"No worries","2009","Lower Saxony","Other degree","6","","",""
"No worries","2009","Lower Saxony","no degree/no degree yet","4","","",""
"No worries","2009","Bremen","lower secondary degree","4","","",""
"No worries","2009","Bremen","secondary school degree","6","","",""
"No worries","2009","Bremen","college entrance qualification","5","","",""
"No worries","2009","Bremen","Other degree","2","","",""
"No worries","2009","Bremen","no degree/no degree yet","3","","",""
"No worries","2009","North Rhine-Westphalia","lower secondary degree","85","0.0798463062968821","0.0648738577920705","0.0948187548016937"
"No worries","2009","North Rhine-Westphalia","secondary school degree","61","0.0756085852750871","0.0572660166322978","0.0939511539178764"
"No worries","2009","North Rhine-Westphalia","college entrance qualification","78","0.0779278948544105","0.0621726697902919","0.093683119918529"
"No worries","2009","North Rhine-Westphalia","Other degree","24","","",""
"No worries","2009","North Rhine-Westphalia","no degree/no degree yet","24","","",""
"No worries","2009","Hesse","lower secondary degree","37","0.105599135351647","0.0732169370548793","0.137981333648414"
"No worries","2009","Hesse","secondary school degree","27","","",""
"No worries","2009","Hesse","college entrance qualification","30","0.080153031715414","0.0539657251277409","0.106340338303087"
"No worries","2009","Hesse","Other degree","8","","",""
"No worries","2009","Hesse","no degree/no degree yet","8","","",""
