"plh0034","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No worries","2015","indirect migration background","Female","","","","","3"
"Some worries","2015","no migration background","Male","","","","","2"
"Some worries","2015","no migration background","Female","","","","","2"
"Some worries","2015","direct migration background","Male","","","","","2"
"Some worries","2015","direct migration background","Female","","","","","2"
"Some worries","2015","indirect migration background","Male","","","","","2"
"Some worries","2015","indirect migration background","Female","","","","","2"
"Big worries","2016","no migration background","Male","","","","","1"
"Big worries","2016","no migration background","Female","","","","","1"
"Big worries","2016","direct migration background","Male","","","","","1"
"Big worries","2016","direct migration background","Female","","","","","1"
"Big worries","2016","indirect migration background","Male","","","","","1"
"Big worries","2016","indirect migration background","Female","","","","","1"
"No worries","2016","no migration background","Male","","","","","3"
"No worries","2016","no migration background","Female","","","","","3"
"No worries","2016","direct migration background","Male","","","","","3"
"No worries","2016","direct migration background","Female","","","","","3"
"No worries","2016","indirect migration background","Male","","","","","3"
"No worries","2016","indirect migration background","Female","","","","","3"
"Some worries","2016","no migration background","Female","","","","","2"
"Some worries","2016","no migration background","Male","","","","","2"
"Some worries","2016","direct migration background","Male","","","","","2"
"Some worries","2016","direct migration background","Female","","","","","2"
"Some worries","2016","indirect migration background","Male","","","","","2"
"Some worries","2016","indirect migration background","Female","","","","","2"
"Big worries","2017","no migration background","Male","","","","","1"
"Big worries","2017","no migration background","Female","","","","","1"
"Big worries","2017","direct migration background","Male","","","","","1"
"Big worries","2017","direct migration background","Female","","","","","1"
"Big worries","2017","indirect migration background","Female","","","","","1"
"Big worries","2017","indirect migration background","Male","","","","","1"
"No worries","2017","no migration background","Male","","","","","3"
"No worries","2017","no migration background","Female","","","","","3"
"No worries","2017","direct migration background","Male","","","","","3"
"No worries","2017","direct migration background","Female","","","","","3"
"No worries","2017","indirect migration background","Male","","","","","3"
"No worries","2017","indirect migration background","Female","","","","","3"
"Some worries","2017","no migration background","Male","","","","","2"
"Some worries","2017","no migration background","Female","","","","","2"
"Some worries","2017","direct migration background","Male","","","","","2"
"Some worries","2017","direct migration background","Female","","","","","2"
"Some worries","2017","indirect migration background","Male","","","","","2"
"Some worries","2017","indirect migration background","Female","","","","","2"
"Big worries","2018","no migration background","Male","","","","","1"
"Big worries","2018","no migration background","Female","","","","","1"
"Big worries","2018","direct migration background","Male","","","","","1"
"Big worries","2018","direct migration background","Female","","","","","1"
"Big worries","2018","indirect migration background","Male","","","","","1"
"Big worries","2018","indirect migration background","Female","","","","","1"
"No worries","2018","no migration background","Male","","","","","3"
"No worries","2018","no migration background","Female","","","","","3"
"No worries","2018","direct migration background","Male","","","","","3"
"No worries","2018","direct migration background","Female","","","","","3"
"No worries","2018","indirect migration background","Male","","","","","3"
"No worries","2018","indirect migration background","Female","","","","","3"
"Some worries","2018","no migration background","Male","","","","","2"
"Some worries","2018","no migration background","Female","","","","","2"
"Some worries","2018","indirect migration background","Male","","","","","2"
"Some worries","2018","indirect migration background","Female","","","","","2"
"Some worries","2018","direct migration background","Male","","","","","2"
"Some worries","2018","direct migration background","Female","","","","","2"
"Big worries","2019","no migration background","Female","1967","0.198677414848998","0.190972919753682","0.206381909944315","1"
"Big worries","2019","direct migration background","Male","302","0.197637114856594","0.178679534388026","0.216594695325162","1"
"Big worries","2019","indirect migration background","Female","137","0.129403519940155","0.107264966628859","0.151542073251451","1"
"Big worries","2019","no migration background","Male","2244","0.218519710754845","0.21030195244444","0.226737469065249","1"
"Big worries","2019","direct migration background","Female","334","0.174737358536421","0.158193690275054","0.191281026797787","1"
"Big worries","2019","indirect migration background","Male","140","0.148497770854465","0.123685732077461","0.17330980963147","1"
"No worries","2019","no migration background","Male","2270","0.237723659586013","0.229258376901458","0.246188942270568","3"
"No worries","2019","no migration background","Female","2634","0.250649586175251","0.242281190375703","0.2590179819748","3"
"No worries","2019","direct migration background","Male","504","0.302156774218019","0.280296362310416","0.324017186125623","3"
"No worries","2019","direct migration background","Female","603","0.279510967765818","0.259960554105097","0.299061381426539","3"
"No worries","2019","indirect migration background","Male","253","0.37578978970949","0.341995174058464","0.409584405360516","3"
"No worries","2019","indirect migration background","Female","300","0.332851909075713","0.301770235927545","0.363933582223882","3"
"Some worries","2019","no migration background","Male","5200","0.543756629659143","0.533851740786143","0.553661518532142","2"
"Some worries","2019","no migration background","Female","5702","0.55067299897575","0.541068064846528","0.560277933104972","2"
"Some worries","2019","indirect migration background","Male","396","0.475712439436045","0.440865341156873","0.510559537715216","2"
"Some worries","2019","indirect migration background","Female","446","0.537744570984132","0.50485965272258","0.570629489245683","2"
"Some worries","2019","direct migration background","Female","1087","0.545751673697761","0.524060300671422","0.567443046724101","2"
"Some worries","2019","direct migration background","Male","889","0.500206110925387","0.476403028132779","0.524009193717994","2"
