"plh0034","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","higher education","East Germany","514","0.484382619496394","0.455140441763907","0.513624797228881"
"No worries","2010","in school","West Germany","72","0.278576719761932","0.221860149996138","0.335293289527725"
"No worries","2010","in school","East Germany","11","","",""
"No worries","2010","inadequately","West Germany","31","0.171309433677873","0.104723518614399","0.237895348741348"
"No worries","2010","inadequately","East Germany","3","","",""
"No worries","2010","general elemantary","West Germany","229","0.15638093402417","0.137231357956049","0.17553051009229"
"No worries","2010","general elemantary","East Germany","66","0.300706153719178","0.239972830624838","0.361439476813517"
"No worries","2010","middle vocational","West Germany","641","0.113244418015108","0.105291451719676","0.12119738431054"
"No worries","2010","middle vocational","East Germany","390","0.184563078515964","0.168300454897235","0.200825702134692"
"No worries","2010","vocational + Abi","West Germany","93","0.104051613418273","0.082854104065386","0.125249122771159"
"No worries","2010","vocational + Abi","East Germany","14","","",""
"No worries","2010","higher vocational","West Germany","74","0.101852210551901","0.0821686536635599","0.121535767440242"
"No worries","2010","higher vocational","East Germany","40","0.124581709623013","0.0899838668974577","0.159179552348569"
"No worries","2010","higher education","West Germany","254","0.129297861212572","0.116653557106278","0.141942165318867"
"No worries","2010","higher education","East Germany","124","0.116223111796636","0.0974701774922839","0.134976046100987"
"Big worries","2011","in school","West Germany","49","0.1712244107848","0.126701550216032","0.215747271353567"
"Big worries","2011","in school","East Germany","1","","",""
"Big worries","2011","inadequately","West Germany","37","0.166384952157246","0.112863065400923","0.219906838913568"
"Big worries","2011","inadequately","East Germany","6","","",""
"Big worries","2011","general elemantary","West Germany","471","0.260642171298281","0.240490807801748","0.280793534794814"
"Big worries","2011","general elemantary","East Germany","64","0.253702463314924","0.203095850867692","0.304309075762155"
"Big worries","2011","middle vocational","West Germany","2500","0.317228565718272","0.306877782496737","0.327579348939806"
"Big worries","2011","middle vocational","East Germany","745","0.310248046925197","0.292453098054674","0.328042995795719"
"Big worries","2011","vocational + Abi","West Germany","279","0.272817584260474","0.245496804915931","0.300138363605017"
"Big worries","2011","vocational + Abi","East Germany","44","0.267784903871532","0.202365867659718","0.333203940083347"
"Big worries","2011","higher vocational","West Germany","386","0.373313293059384","0.343902801318206","0.402723784800562"
"Big worries","2011","higher vocational","East Germany","162","0.438399334874869","0.389773525256752","0.487025144492985"
"Big worries","2011","higher education","West Germany","1048","0.317670364781882","0.301754372974882","0.333586356588882"
"Big worries","2011","higher education","East Germany","466","0.378913275716169","0.352399374084634","0.405427177347705"
"Some worries","2011","in school","West Germany","136","0.491681752143732","0.43259479304836","0.550768711239103"
"Some worries","2011","in school","East Germany","17","","",""
"Some worries","2011","inadequately","West Germany","93","0.525132505314493","0.453367571112161","0.596897439516826"
"Some worries","2011","inadequately","East Germany","8","","",""
"Some worries","2011","general elemantary","West Germany","920","0.509120927617995","0.486172523457665","0.532069331778325"
"Some worries","2011","general elemantary","East Germany","120","0.403901424885529","0.346834344321534","0.460968505449525"
"Some worries","2011","middle vocational","West Germany","4068","0.529569490941933","0.518468580059941","0.540670401823925"
"Some worries","2011","middle vocational","East Germany","1300","0.48191271178022","0.462691471563281","0.501133951997159"
"Some worries","2011","vocational + Abi","West Germany","572","0.57467077562677","0.544345316272761","0.604996234980779"
"Some worries","2011","vocational + Abi","East Germany","107","0.594494738464154","0.521956999951683","0.667032476976625"
"Some worries","2011","higher vocational","West Germany","528","0.517926667856357","0.487543643095903","0.548309692616811"
"Some worries","2011","higher vocational","East Germany","187","0.444135437060599","0.39544313554519","0.492827738576008"
"Some worries","2011","higher education","West Germany","1796","0.531672099652912","0.514613428783963","0.54873077052186"
"Some worries","2011","higher education","East Germany","667","0.494024979097518","0.466699574603875","0.521350383591161"
"No worries","2011","in school","West Germany","90","0.337093837071468","0.281223257219714","0.392964416923223"
"No worries","2011","in school","East Germany","16","","",""
"No worries","2011","inadequately","West Germany","56","0.308482542528261","0.242106938083783","0.374858146972739"
"No worries","2011","inadequately","East Germany","13","","",""
"No worries","2011","general elemantary","West Germany","432","0.230236901083724","0.210911844854068","0.24956195731338"
"No worries","2011","general elemantary","East Germany","100","0.342396111799547","0.287209272784447","0.397582950814646"
"No worries","2011","middle vocational","West Germany","1198","0.153201943339796","0.145191225011745","0.161212661667846"
"No worries","2011","middle vocational","East Germany","551","0.207839241294584","0.192230561059098","0.223447921530069"
"No worries","2011","vocational + Abi","West Germany","170","0.152511640112756","0.130459355614595","0.174563924610918"
"No worries","2011","vocational + Abi","East Germany","25","","",""
"No worries","2011","higher vocational","West Germany","125","0.108760039084259","0.0898290929309022","0.127690985237616"
"No worries","2011","higher vocational","East Germany","51","0.117465228064533","0.0859123723656953","0.14901808376337"
"No worries","2011","higher education","West Germany","443","0.150657535565207","0.138428700501866","0.162886370628547"
"No worries","2011","higher education","East Germany","153","0.127061745186313","0.108859423816267","0.145264066556358"
"Big worries","2012","in school","West Germany","47","0.156932118559167","0.110817743072591","0.203046494045743"
"Big worries","2012","in school","East Germany","6","","",""
"Big worries","2012","inadequately","West Germany","66","0.376546008336253","0.30783241878475","0.445259597887757"
"Big worries","2012","inadequately","East Germany","8","","",""
"Big worries","2012","general elemantary","West Germany","567","0.314310704074623","0.292864269145044","0.335757139004203"
"Big worries","2012","general elemantary","East Germany","74","0.286118744088831","0.232992166743426","0.339245321434237"
"Big worries","2012","middle vocational","West Germany","3033","0.383577789563506","0.372689920674033","0.394465658452978"
"Big worries","2012","middle vocational","East Germany","967","0.377185693703581","0.358526731353408","0.395844656053753"
"Big worries","2012","vocational + Abi","West Germany","373","0.383404717927278","0.353507549223338","0.413301886631218"
"Big worries","2012","vocational + Abi","East Germany","59","0.297803250657322","0.232780488418859","0.362826012895785"
"Big worries","2012","higher vocational","West Germany","452","0.435792260421993","0.405568597444354","0.466015923399632"
"Big worries","2012","higher vocational","East Germany","196","0.455718461702385","0.407451879165005","0.503985044239766"
"Big worries","2012","higher education","West Germany","1304","0.381785123810538","0.365401970506002","0.398168277115074"
"Big worries","2012","higher education","East Germany","581","0.451232979777328","0.423811098460891","0.478654861093765"
"Some worries","2012","in school","West Germany","115","0.558626690190734","0.495674185344447","0.621579195037021"
"Some worries","2012","in school","East Germany","15","","",""
"Some worries","2012","inadequately","West Germany","81","0.381808910035599","0.312909451716474","0.450708368354725"
"Some worries","2012","inadequately","East Germany","13","","",""
"Some worries","2012","general elemantary","West Germany","851","0.487956906749114","0.464865210851299","0.511048602646929"
"Some worries","2012","general elemantary","East Germany","118","0.411046590243583","0.353208800483078","0.468884380004088"
"Some worries","2012","middle vocational","West Germany","3692","0.48800421812216","0.476811849721986","0.499196586522335"
"Some worries","2012","middle vocational","East Germany","1115","0.421709706526232","0.402698470990635","0.44072094206183"
"Some worries","2012","vocational + Abi","West Germany","494","0.461526550199185","0.430872933030159","0.492180167368211"
"Some worries","2012","vocational + Abi","East Germany","97","0.455206677394623","0.384397183464758","0.526016171324487"
"Some worries","2012","higher vocational","West Germany","489","0.483866743148694","0.453406621730884","0.514326864566505"
"Some worries","2012","higher vocational","East Germany","175","0.459449117973475","0.411151752860365","0.507746483086586"
"Some worries","2012","higher education","West Germany","1754","0.523541748608093","0.50669925643247","0.540384240783716"
"Some worries","2012","higher education","East Germany","567","0.450418740919712","0.423001293975244","0.47783618786418"
"No worries","2012","in school","West Germany","77","0.284441191250099","0.22724487600755","0.341637506492648"
"No worries","2012","in school","East Germany","12","","",""
"No worries","2012","inadequately","West Germany","44","0.241645081628147","0.180935583690418","0.302354579565876"
"No worries","2012","inadequately","East Germany","13","","",""
"No worries","2012","general elemantary","West Germany","382","0.197732389176262","0.179332704726322","0.216132073626203"
"No worries","2012","general elemantary","East Germany","86","0.302834665667586","0.248821904534484","0.356847426800687"
"No worries","2012","middle vocational","West Germany","937","0.128417992314334","0.120926918381606","0.135909066247062"
"No worries","2012","middle vocational","East Germany","510","0.201104599770187","0.185673866836547","0.216535332703827"
"No worries","2012","vocational + Abi","West Germany","149","0.155068731873537","0.132811351604805","0.177326112142269"
"No worries","2012","vocational + Abi","East Germany","34","0.246990071948055","0.185668766763568","0.308311377132542"
"No worries","2012","higher vocational","West Germany","93","0.0803409964293125","0.0637730057324443","0.0969089871261808"
"No worries","2012","higher vocational","East Germany","38","0.0848324203241393","0.0578290682254198","0.111835772422859"
"No worries","2012","higher education","West Germany","320","0.094673127581369","0.0848004640435463","0.104545791119192"
"No worries","2012","higher education","East Germany","117","0.0983482793029599","0.0819383912197299","0.11475816738619"
"Big worries","2013","in school","West Germany","23","","",""
"Big worries","2013","in school","East Germany","6","","",""
"Big worries","2013","inadequately","West Germany","45","0.266182301300936","0.197701035610163","0.334663566991708"
"Big worries","2013","inadequately","East Germany","4","","",""
"Big worries","2013","general elemantary","West Germany","398","0.267020171012729","0.245206056225765","0.288834285799693"
"Big worries","2013","general elemantary","East Germany","45","0.183066430002167","0.134740717592522","0.231392142411812"
"Big worries","2013","middle vocational","West Germany","2289","0.325452191589956","0.314504960559811","0.336399422620102"
"Big worries","2013","middle vocational","East Germany","721","0.319018437369024","0.300213683297862","0.337823191440187"
"Big worries","2013","vocational + Abi","West Germany","279","0.330104173760883","0.299848749544656","0.36035959797711"
"Big worries","2013","vocational + Abi","East Germany","39","0.221918293962475","0.159636775762022","0.284199812162928"
"Big worries","2013","higher vocational","West Germany","338","0.348603976039795","0.3183335637208","0.378874388358789"
"Big worries","2013","higher vocational","East Germany","133","0.310967394280196","0.264117375291336","0.357817413269056"
"Big worries","2013","higher education","West Germany","1005","0.30700604876673","0.291148188065623","0.322863909467836"
"Big worries","2013","higher education","East Germany","486","0.417139593955626","0.389299060546964","0.444980127364289"
"Some worries","2013","in school","West Germany","115","0.541433167509341","0.476469936094463","0.606396398924219"
"Some worries","2013","in school","East Germany","18","","",""
"Some worries","2013","inadequately","West Germany","71","0.433644204393537","0.35685510970605","0.510433299081023"
"Some worries","2013","inadequately","East Germany","12","","",""
"Some worries","2013","general elemantary","West Germany","812","0.490369830884421","0.465720281530712","0.515019380238129"
"Some worries","2013","general elemantary","East Germany","119","0.460791557722544","0.398502589671463","0.523080525773625"
"Some worries","2013","middle vocational","West Germany","3661","0.513763498740487","0.502085734119789","0.525441263361184"
"Some worries","2013","middle vocational","East Germany","1109","0.474961459769423","0.454814159143052","0.495108760395793"
"Some worries","2013","vocational + Abi","West Germany","508","0.529517973398655","0.497404596647331","0.56163135014998"
"Some worries","2013","vocational + Abi","East Germany","93","0.533924636415431","0.45915623597821","0.608693036852652"
"Some worries","2013","higher vocational","West Germany","502","0.525832488212392","0.494113507588698","0.557551468836087"
"Some worries","2013","higher vocational","East Germany","197","0.573386461419083","0.523328461742834","0.623444461095333"
"Some worries","2013","higher education","West Germany","1804","0.552991696462536","0.535898491080664","0.570084901844407"
"Some worries","2013","higher education","East Germany","572","0.459056490097697","0.430920410058051","0.487192570137344"
"No worries","2013","in school","West Germany","88","0.347202128310756","0.285133174441707","0.409271082179806"
"No worries","2013","in school","East Germany","9","","",""
"No worries","2013","inadequately","West Germany","44","0.300173494305528","0.229155326506325","0.371191662104731"
"No worries","2013","inadequately","East Germany","15","","",""
"No worries","2013","general elemantary","West Germany","370","0.24260999810285","0.221473468672441","0.263746527533259"
"No worries","2013","general elemantary","East Germany","82","0.356142012275289","0.296302618438294","0.415981406112284"
"No worries","2013","middle vocational","West Germany","1087","0.160784309669557","0.152201826791659","0.169366792547454"
"No worries","2013","middle vocational","East Germany","530","0.206020102861553","0.189702677205547","0.222337528517559"
"No worries","2013","vocational + Abi","West Germany","141","0.140377852840462","0.118027869764424","0.1627278359165"
"No worries","2013","vocational + Abi","East Germany","39","0.244157069622094","0.179769732326408","0.30854440691778"
"No worries","2013","higher vocational","West Germany","112","0.125563535747813","0.104514824283565","0.14661224721206"
"No worries","2013","higher vocational","East Germany","45","0.115646144300721","0.0832785014894316","0.14801378711201"
"No worries","2013","higher education","West Germany","441","0.140002254770735","0.128072745420447","0.151931764121022"
"No worries","2013","higher education","East Germany","147","0.123803915946676","0.105207792848082","0.142400039045271"
"Big worries","2014","in school","West Germany","42","0.112905075182524","0.081251391487806","0.144558758877242"
"Big worries","2014","in school","East Germany","6","","",""
"Big worries","2014","inadequately","West Germany","70","0.169081955447153","0.133320137198152","0.204843773696153"
"Big worries","2014","inadequately","East Germany","9","","",""
"Big worries","2014","general elemantary","West Germany","505","0.213125009333155","0.19755672762543","0.228693291040879"
"Big worries","2014","general elemantary","East Germany","59","0.172153536462723","0.134046051303867","0.210261021621578"
"Big worries","2014","middle vocational","West Germany","2142","0.227124031744821","0.218742535757782","0.23550552773186"
"Big worries","2014","middle vocational","East Germany","612","0.225266831244453","0.209897088607194","0.240636573881712"
"Big worries","2014","vocational + Abi","West Germany","346","0.218105988868845","0.198730257076832","0.237481720660858"
"Big worries","2014","vocational + Abi","East Germany","53","0.166451189699886","0.124017460033675","0.208884919366097"
"Big worries","2014","higher vocational","West Germany","325","0.270768614245052","0.245447223447983","0.296090005042122"
"Big worries","2014","higher vocational","East Germany","105","0.249703666638514","0.207600579001903","0.291806754275126"
"Big worries","2014","higher education","West Germany","989","0.201598508909393","0.19020726985402","0.212989747964766"
"Big worries","2014","higher education","East Germany","394","0.285400979227864","0.262027010795864","0.308774947659863"
"Some worries","2014","in school","West Germany","171","0.440107965834623","0.390458539169023","0.489757392500222"
"Some worries","2014","in school","East Germany","21","","",""
"Some worries","2014","inadequately","West Germany","186","0.421034690495013","0.373928598389839","0.468140782600187"
"Some worries","2014","inadequately","East Germany","21","","",""
"Some worries","2014","general elemantary","West Germany","1282","0.47693933846288","0.45795138299182","0.49592729393394"
"Some worries","2014","general elemantary","East Germany","157","0.403270397871463","0.353752251520877","0.452788544222049"
"Some worries","2014","middle vocational","West Germany","5252","0.548343011853923","0.538387453579727","0.558298570128118"
"Some worries","2014","middle vocational","East Germany","1459","0.517625335344469","0.499241255280819","0.53600941540812"
"Some worries","2014","vocational + Abi","West Germany","980","0.55598747927947","0.532675428008088","0.579299530550852"
"Some worries","2014","vocational + Abi","East Germany","153","0.584911444093821","0.528778518892632","0.64104436929501"
"Some worries","2014","higher vocational","West Germany","637","0.551375127993059","0.523033748964855","0.579716507021264"
"Some worries","2014","higher vocational","East Germany","229","0.557040767950131","0.508722601733798","0.605358934166463"
"Some worries","2014","higher education","West Germany","2722","0.577847432025715","0.563823882582041","0.591870981469388"
"Some worries","2014","higher education","East Germany","765","0.521080862191982","0.495225110229249","0.546936614154715"
"No worries","2014","in school","West Germany","171","0.446986958982853","0.397259348430971","0.496714569534736"
"No worries","2014","in school","East Germany","26","","",""
"No worries","2014","inadequately","West Germany","166","0.409883354057834","0.362959795666383","0.456806912449286"
"No worries","2014","inadequately","East Germany","25","","",""
"No worries","2014","general elemantary","West Germany","871","0.309935652203965","0.292354344860793","0.327516959547137"
"No worries","2014","general elemantary","East Germany","161","0.424576065665814","0.374681972789858","0.474470158541771"
"No worries","2014","middle vocational","West Germany","2205","0.224532956401256","0.216185448951492","0.232880463851021"
"No worries","2014","middle vocational","East Germany","767","0.257107833411077","0.241028707380821","0.273186959441333"
"No worries","2014","vocational + Abi","West Germany","419","0.225906531851685","0.206285968584831","0.245527095118539"
"No worries","2014","vocational + Abi","East Germany","90","0.248637366206293","0.199398252120296","0.297876480292291"
"No worries","2014","higher vocational","West Germany","221","0.177856257761888","0.156065909491174","0.199646606032603"
"No worries","2014","higher vocational","East Germany","72","0.193255565411355","0.154847797547718","0.231663333274991"
"No worries","2014","higher education","West Germany","1054","0.220554059064893","0.208781600626877","0.232326517502908"
"No worries","2014","higher education","East Germany","275","0.193518158580154","0.173071060817925","0.213965256342383"
"Big worries","2015","in school","West Germany","","","",""
"Big worries","2015","in school","East Germany","","","",""
"Big worries","2015","inadequately","West Germany","","","",""
"Big worries","2015","inadequately","East Germany","","","",""
"Big worries","2015","general elemantary","West Germany","","","",""
"Big worries","2015","general elemantary","East Germany","","","",""
"Big worries","2015","middle vocational","West Germany","","","",""
"Big worries","2015","middle vocational","East Germany","","","",""
"Big worries","2015","vocational + Abi","West Germany","","","",""
"Big worries","2015","vocational + Abi","East Germany","","","",""
"Big worries","2015","higher vocational","West Germany","","","",""
"Big worries","2015","higher vocational","East Germany","","","",""
"Big worries","2015","higher education","West Germany","","","",""
"Big worries","2015","higher education","East Germany","","","",""
"Some worries","2015","in school","West Germany","","","",""
"Some worries","2015","in school","East Germany","","","",""
"Some worries","2015","inadequately","West Germany","","","",""
"Some worries","2015","inadequately","East Germany","","","",""
"Some worries","2015","general elemantary","West Germany","","","",""
"Some worries","2015","general elemantary","East Germany","","","",""
"Some worries","2015","middle vocational","West Germany","","","",""
"Some worries","2015","middle vocational","East Germany","","","",""
"Some worries","2015","vocational + Abi","West Germany","","","",""
"Some worries","2015","vocational + Abi","East Germany","","","",""
"Some worries","2015","higher vocational","West Germany","","","",""
"Some worries","2015","higher vocational","East Germany","","","",""
"Some worries","2015","higher education","West Germany","","","",""
"Some worries","2015","higher education","East Germany","","","",""
"No worries","2015","in school","West Germany","","","",""
"No worries","2015","in school","East Germany","","","",""
"No worries","2015","inadequately","West Germany","","","",""
"No worries","2015","inadequately","East Germany","","","",""
"No worries","2015","general elemantary","West Germany","","","",""
"No worries","2015","general elemantary","East Germany","","","",""
"No worries","2015","middle vocational","West Germany","","","",""
"No worries","2015","middle vocational","East Germany","","","",""
"No worries","2015","vocational + Abi","West Germany","","","",""
"No worries","2015","vocational + Abi","East Germany","","","",""
"No worries","2015","higher vocational","West Germany","","","",""
"No worries","2015","higher vocational","East Germany","","","",""
"No worries","2015","higher education","West Germany","","","",""
"No worries","2015","higher education","East Germany","","","",""
"Big worries","2016","in school","West Germany","","","",""
"Big worries","2016","in school","East Germany","","","",""
"Big worries","2016","inadequately","West Germany","","","",""
"Big worries","2016","inadequately","East Germany","","","",""
"Big worries","2016","general elemantary","West Germany","","","",""
"Big worries","2016","general elemantary","East Germany","","","",""
"Big worries","2016","middle vocational","West Germany","","","",""
"Big worries","2016","middle vocational","East Germany","","","",""
"Big worries","2016","vocational + Abi","West Germany","","","",""
"Big worries","2016","vocational + Abi","East Germany","","","",""
"Big worries","2016","higher vocational","West Germany","","","",""
"Big worries","2016","higher vocational","East Germany","","","",""
"Big worries","2016","higher education","West Germany","","","",""
"Big worries","2016","higher education","East Germany","","","",""
"Some worries","2016","in school","West Germany","","","",""
"Some worries","2016","in school","East Germany","","","",""
"Some worries","2016","inadequately","West Germany","","","",""
"Some worries","2016","inadequately","East Germany","","","",""
"Some worries","2016","general elemantary","West Germany","","","",""
"Some worries","2016","general elemantary","East Germany","","","",""
"Some worries","2016","middle vocational","West Germany","","","",""
"Some worries","2016","middle vocational","East Germany","","","",""
"Some worries","2016","vocational + Abi","West Germany","","","",""
"Some worries","2016","vocational + Abi","East Germany","","","",""
"Some worries","2016","higher vocational","West Germany","","","",""
"Some worries","2016","higher vocational","East Germany","","","",""
"Some worries","2016","higher education","West Germany","","","",""
"Some worries","2016","higher education","East Germany","","","",""
"No worries","2016","in school","West Germany","","","",""
"No worries","2016","in school","East Germany","","","",""
"No worries","2016","inadequately","West Germany","","","",""
"No worries","2016","inadequately","East Germany","","","",""
"No worries","2016","general elemantary","West Germany","","","",""
"No worries","2016","general elemantary","East Germany","","","",""
"No worries","2016","middle vocational","West Germany","","","",""
"No worries","2016","middle vocational","East Germany","","","",""
"No worries","2016","vocational + Abi","West Germany","","","",""
"No worries","2016","vocational + Abi","East Germany","","","",""
"No worries","2016","higher vocational","West Germany","","","",""
"No worries","2016","higher vocational","East Germany","","","",""
"No worries","2016","higher education","West Germany","","","",""
"No worries","2016","higher education","East Germany","","","",""
"Big worries","2017","in school","West Germany","","","",""
"Big worries","2017","in school","East Germany","","","",""
"Big worries","2017","inadequately","West Germany","","","",""
"Big worries","2017","inadequately","East Germany","","","",""
"Big worries","2017","general elemantary","West Germany","","","",""
"Big worries","2017","general elemantary","East Germany","","","",""
"Big worries","2017","middle vocational","West Germany","","","",""
"Big worries","2017","middle vocational","East Germany","","","",""
"Big worries","2017","vocational + Abi","West Germany","","","",""
"Big worries","2017","vocational + Abi","East Germany","","","",""
"Big worries","2017","higher vocational","West Germany","","","",""
"Big worries","2017","higher vocational","East Germany","","","",""
"Big worries","2017","higher education","West Germany","","","",""
"Big worries","2017","higher education","East Germany","","","",""
"Some worries","2017","in school","West Germany","","","",""
"Some worries","2017","in school","East Germany","","","",""
"Some worries","2017","inadequately","West Germany","","","",""
"Some worries","2017","inadequately","East Germany","","","",""
"Some worries","2017","general elemantary","West Germany","","","",""
"Some worries","2017","general elemantary","East Germany","","","",""
"Some worries","2017","middle vocational","West Germany","","","",""
"Some worries","2017","middle vocational","East Germany","","","",""
"Some worries","2017","vocational + Abi","West Germany","","","",""
"Some worries","2017","vocational + Abi","East Germany","","","",""
"Some worries","2017","higher vocational","West Germany","","","",""
"Some worries","2017","higher vocational","East Germany","","","",""
"Some worries","2017","higher education","West Germany","","","",""
"Some worries","2017","higher education","East Germany","","","",""
"No worries","2017","in school","West Germany","","","",""
"No worries","2017","in school","East Germany","","","",""
"No worries","2017","inadequately","West Germany","","","",""
"No worries","2017","inadequately","East Germany","","","",""
"No worries","2017","general elemantary","West Germany","","","",""
"No worries","2017","general elemantary","East Germany","","","",""
"No worries","2017","middle vocational","West Germany","","","",""
"No worries","2017","middle vocational","East Germany","","","",""
"No worries","2017","vocational + Abi","West Germany","","","",""
"No worries","2017","vocational + Abi","East Germany","","","",""
"No worries","2017","higher vocational","West Germany","","","",""
"No worries","2017","higher vocational","East Germany","","","",""
"No worries","2017","higher education","West Germany","","","",""
"No worries","2017","higher education","East Germany","","","",""
"Big worries","2018","in school","West Germany","","","",""
