"plh0034","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"No worries","2010","16-34 y.","no migration background","611","0.214415342763062","0.19945993357801","0.229370751948114"
"No worries","2010","16-34 y.","direct migration background","37","0.132405585777224","0.0894360494173025","0.175375122137145"
"No worries","2010","16-34 y.","indirect migration background","105","0.2547057980649","0.214224785001301","0.2951868111285"
"No worries","2010","35-65 y.","no migration background","766","0.102652369982116","0.0959740558511897","0.109330684113042"
"No worries","2010","35-65 y.","direct migration background","140","0.15403668021809","0.130544015044867","0.177529345391312"
"No worries","2010","35-65 y.","indirect migration background","","","",""
"No worries","2010","66 and older","no migration background","386","0.117616295591404","0.107206416505167","0.12802617467764"
"No worries","2010","66 and older","direct migration background","57","0.150382526382238","0.110332963172248","0.190432089592228"
"No worries","2010","66 and older","indirect migration background","","","",""
"Big worries","2011","16-34 y.","no migration background","650","0.204449470343421","0.190843231761348","0.218055708925495"
"Big worries","2011","16-34 y.","direct migration background","74","0.200160288959017","0.158712915088415","0.241607662829619"
"Big worries","2011","16-34 y.","indirect migration background","105","0.216191740987838","0.180570103831586","0.25181337814409"
"Big worries","2011","35-65 y.","no migration background","3288","0.346400800561782","0.336957976137071","0.355843624986493"
"Big worries","2011","35-65 y.","direct migration background","286","0.23399211728239","0.210038301736394","0.257945932828386"
"Big worries","2011","35-65 y.","indirect migration background","72","0.235094880947923","0.184606805560194","0.285582956335652"
"Big worries","2011","66 and older","no migration background","1729","0.368218053626485","0.354320623920912","0.382115483332058"
"Big worries","2011","66 and older","direct migration background","115","0.263953410678466","0.220704225017776","0.307202596339156"
"Big worries","2011","66 and older","indirect migration background","","","",""
"Some worries","2011","16-34 y.","no migration background","1806","0.534118228259925","0.517288862024727","0.550947594495124"
"Some worries","2011","16-34 y.","direct migration background","205","0.601376286729563","0.550658383296648","0.652094190162477"
"Some worries","2011","16-34 y.","indirect migration background","273","0.532376494084112","0.489200036153141","0.575552952015084"
"Some worries","2011","35-65 y.","no migration background","5173","0.523923799357127","0.514012536038011","0.533835062676242"
"Some worries","2011","35-65 y.","direct migration background","661","0.562386646268275","0.534318078620495","0.590455213916055"
"Some worries","2011","35-65 y.","indirect migration background","151","0.571070219584748","0.512144987441315","0.62999545172818"
"Some worries","2011","66 and older","no migration background","2189","0.476901519142469","0.462510073436192","0.491292964848745"
"Some worries","2011","66 and older","direct migration background","197","0.498210526989501","0.449150377625244","0.547270676353758"
"Some worries","2011","66 and older","indirect migration background","","","",""
"No worries","2011","16-34 y.","no migration background","919","0.261432301396653","0.246607599115933","0.276257003677373"
"No worries","2011","16-34 y.","direct migration background","79","0.19846342431142","0.157148354555539","0.239778494067302"
"No worries","2011","16-34 y.","indirect migration background","135","0.25143176492805","0.213889957509409","0.288973572346692"
"No worries","2011","35-65 y.","no migration background","1293","0.129675400081091","0.123008466273917","0.136342333888266"
"No worries","2011","35-65 y.","direct migration background","253","0.203621236449335","0.180837295918705","0.226405176979965"
"No worries","2011","35-65 y.","indirect migration background","48","0.193834899467329","0.146770618409004","0.240899180525654"
"No worries","2011","66 and older","no migration background","709","0.154880427231046","0.144455916272108","0.165304938189984"
"No worries","2011","66 and older","direct migration background","87","0.237836062332033","0.196060270139598","0.279611854524468"
"No worries","2011","66 and older","indirect migration background","","","",""
"Big worries","2012","16-34 y.","no migration background","847","0.264016886359902","0.248908294403923","0.27912547831588"
"Big worries","2012","16-34 y.","direct migration background","86","0.218685391165918","0.175193708366254","0.262177073965581"
"Big worries","2012","16-34 y.","indirect migration background","109","0.226595431895722","0.189566917643369","0.263623946148075"
"Big worries","2012","35-65 y.","no migration background","4038","0.420299443998951","0.410456651804766","0.430142236193135"
"Big worries","2012","35-65 y.","direct migration background","362","0.302672364857484","0.276325345351183","0.329019384363786"
"Big worries","2012","35-65 y.","indirect migration background","110","0.376122231466048","0.3211233045502","0.431121158381897"
"Big worries","2012","66 and older","no migration background","2122","0.438785082980826","0.424693728340974","0.452876437620678"
"Big worries","2012","66 and older","direct migration background","130","0.339321840426477","0.292805296829939","0.385838384023015"
"Big worries","2012","66 and older","indirect migration background","","","",""
"Some worries","2012","16-34 y.","no migration background","1715","0.531739363028286","0.514636554016189","0.548842172040384"
"Some worries","2012","16-34 y.","direct migration background","195","0.598826828192","0.547256497153091","0.650397159230909"
"Some worries","2012","16-34 y.","indirect migration background","252","0.52245440467878","0.478273056481126","0.566635752876434"
"Some worries","2012","35-65 y.","no migration background","4561","0.473255121298908","0.463299121662692","0.483211120935123"
"Some worries","2012","35-65 y.","direct migration background","612","0.538757495369001","0.510169217599303","0.567345773138698"
"Some worries","2012","35-65 y.","indirect migration background","143","0.444114689763278","0.387701568809429","0.500527810717128"
"Some worries","2012","66 and older","no migration background","2056","0.433252154606743","0.419181071791686","0.4473232374218"
"Some worries","2012","66 and older","direct migration background","177","0.434578326111953","0.385878567075147","0.483278085148758"
"Some worries","2012","66 and older","indirect migration background","","","",""
"No worries","2012","16-34 y.","no migration background","708","0.204243750611812","0.190425959208467","0.218061542015157"
"No worries","2012","16-34 y.","direct migration background","66","0.182487780642082","0.141848372468499","0.223127188815666"
"No worries","2012","16-34 y.","indirect migration background","130","0.250950163425498","0.212600951541132","0.289299375309865"
"No worries","2012","35-65 y.","no migration background","1062","0.106445434702142","0.100295633048556","0.112595236355727"
"No worries","2012","35-65 y.","direct migration background","194","0.158570139773515","0.137621957981936","0.179518321565094"
"No worries","2012","35-65 y.","indirect migration background","45","0.179763078770673","0.136165751583135","0.223360405958212"
"No worries","2012","66 and older","no migration background","586","0.127962762412431","0.118477015496074","0.137448509328788"
"No worries","2012","66 and older","direct migration background","91","0.226099833461571","0.185003871922324","0.267195795000818"
"No worries","2012","66 and older","indirect migration background","","","",""
"Big worries","2013","16-34 y.","no migration background","587","0.206152230383574","0.191620366974965","0.220684093792184"
"Big worries","2013","16-34 y.","direct migration background","54","0.200274384445174","0.153564720463085","0.246984048427262"
"Big worries","2013","16-34 y.","indirect migration background","76","0.174410494899097","0.138206186596256","0.210614803201938"
"Big worries","2013","35-65 y.","no migration background","2984","0.339949705936904","0.330110696780964","0.349788715092844"
"Big worries","2013","35-65 y.","direct migration background","264","0.27272753071181","0.245369346712741","0.30008571471088"
"Big worries","2013","35-65 y.","indirect migration background","80","0.256473981884164","0.205775447652635","0.307172516115693"
"Big worries","2013","66 and older","no migration background","1707","0.37036516325906","0.356352203012149","0.38437812350597"
"Big worries","2013","66 and older","direct migration background","112","0.278698730467844","0.232889813390481","0.324507647545207"
"Big worries","2013","66 and older","indirect migration background","","","",""
"Some worries","2013","16-34 y.","no migration background","1569","0.548220271733692","0.530343068024961","0.566097475442423"
"Some worries","2013","16-34 y.","direct migration background","154","0.522860000533525","0.464563946476039","0.581156054591012"
"Some worries","2013","16-34 y.","indirect migration background","231","0.530550067857164","0.482934420509518","0.57816571520481"
"Some worries","2013","35-65 y.","no migration background","4706","0.516727760370921","0.506348119277242","0.5271074014646"
"Some worries","2013","35-65 y.","direct migration background","571","0.562175085701017","0.531698926394468","0.592651245007566"
"Some worries","2013","35-65 y.","indirect migration background","171","0.609663484285593","0.55302777504609","0.666299193525097"
"Some worries","2013","66 and older","no migration background","2148","0.467827000839451","0.453347969424628","0.482306032254274"
"Some worries","2013","66 and older","direct migration background","176","0.493608972575014","0.442528053184197","0.544689891965832"
"Some worries","2013","66 and older","indirect migration background","","","",""
"No worries","2013","16-34 y.","no migration background","821","0.245627497882734","0.230164628386843","0.261090367378625"
"No worries","2013","16-34 y.","direct migration background","74","0.276865615021301","0.224641925063238","0.329089304979365"
"No worries","2013","16-34 y.","indirect migration background","115","0.295039437243739","0.25152690960811","0.338551964879368"
"No worries","2013","35-65 y.","no migration background","1214","0.143322533692175","0.136044376591515","0.150600690792836"
"No worries","2013","35-65 y.","direct migration background","183","0.165097383587173","0.142290696267222","0.187904070907123"
"No worries","2013","35-65 y.","indirect migration background","34","0.133862533830243","0.0943305513485724","0.173394516311913"
"No worries","2013","66 and older","no migration background","707","0.161807835901489","0.151121175135083","0.172494496667894"
"No worries","2013","66 and older","direct migration background","80","0.227692296957142","0.184847949360274","0.270536644554009"
"No worries","2013","66 and older","indirect migration background","","","",""
"Big worries","2014","16-34 y.","no migration background","598","0.14722963240054","0.13626395603165","0.15819530876943"
"Big worries","2014","16-34 y.","direct migration background","201","0.125814180036897","0.108342015110097","0.143286344963698"
"Big worries","2014","16-34 y.","indirect migration background","164","0.140181859388408","0.119571571790273","0.160792146986544"
"Big worries","2014","35-65 y.","no migration background","2699","0.239331223786007","0.231551227582372","0.247111219989641"
"Big worries","2014","35-65 y.","direct migration background","589","0.184683716903751","0.171177698685279","0.198189735122223"
"Big worries","2014","35-65 y.","indirect migration background","148","0.21913197198483","0.187809762930551","0.250454181039108"
"Big worries","2014","66 and older","no migration background","1283","0.285090789117285","0.271913532223752","0.298268046010819"
"Big worries","2014","66 and older","direct migration background","76","0.169231357655065","0.133625310837833","0.204837404472298"
"Big worries","2014","66 and older","indirect migration background","","","",""
"Some worries","2014","16-34 y.","no migration background","2063","0.538639258425127","0.523211917392073","0.554066599458182"
"Some worries","2014","16-34 y.","direct migration background","702","0.503499328795937","0.477157894790094","0.529840762801779"
"Some worries","2014","16-34 y.","indirect migration background","513","0.486554233876592","0.456882169772903","0.516226297980281"
"Some worries","2014","35-65 y.","no migration background","6401","0.553341817857358","0.5442768492863","0.562406786428416"
"Some worries","2014","35-65 y.","direct migration background","1687","0.542880997828758","0.52554228204127","0.560219713616245"
"Some worries","2014","35-65 y.","indirect migration background","361","0.543103951067713","0.505384890118397","0.580823012017028"
"Some worries","2014","66 and older","no migration background","2390","0.52146815635318","0.506887492710392","0.536048819995967"
"Some worries","2014","66 and older","direct migration background","199","0.490807961906802","0.44333570347393","0.538280220339675"
"Some worries","2014","66 and older","indirect migration background","","","",""
"No worries","2014","16-34 y.","no migration background","1350","0.314131109174333","0.299766368624277","0.328495849724388"
"No worries","2014","16-34 y.","direct migration background","481","0.370686491167166","0.345240641744926","0.396132340589405"
"No worries","2014","16-34 y.","indirect migration background","413","0.373263906735","0.344550468871903","0.401977344598097"
"No worries","2014","35-65 y.","no migration background","2454","0.207326958356636","0.199935045442111","0.214718871271161"
"No worries","2014","35-65 y.","direct migration background","895","0.272435285267491","0.256939361820482","0.287931208714501"
"No worries","2014","35-65 y.","indirect migration background","161","0.237764076947458","0.205529014531649","0.269999139363266"
"No worries","2014","66 and older","no migration background","836","0.193441054529535","0.181911823151973","0.204970285907097"
"No worries","2014","66 and older","direct migration background","151","0.339960680438133","0.294978289016499","0.384943071859767"
"No worries","2014","66 and older","indirect migration background","","","",""
"Big worries","2015","16-34 y.","no migration background","","","",""
"Big worries","2015","16-34 y.","direct migration background","","","",""
"Big worries","2015","16-34 y.","indirect migration background","","","",""
"Big worries","2015","35-65 y.","no migration background","","","",""
"Big worries","2015","35-65 y.","direct migration background","","","",""
"Big worries","2015","35-65 y.","indirect migration background","","","",""
"Big worries","2015","66 and older","no migration background","","","",""
"Big worries","2015","66 and older","direct migration background","","","",""
"Big worries","2015","66 and older","indirect migration background","","","",""
"Some worries","2015","16-34 y.","no migration background","","","",""
"Some worries","2015","16-34 y.","direct migration background","","","",""
"Some worries","2015","16-34 y.","indirect migration background","","","",""
"Some worries","2015","35-65 y.","no migration background","","","",""
"Some worries","2015","35-65 y.","direct migration background","","","",""
"Some worries","2015","35-65 y.","indirect migration background","","","",""
"Some worries","2015","66 and older","no migration background","","","",""
"Some worries","2015","66 and older","direct migration background","","","",""
"Some worries","2015","66 and older","indirect migration background","","","",""
"No worries","2015","16-34 y.","no migration background","","","",""
"No worries","2015","16-34 y.","direct migration background","","","",""
"No worries","2015","16-34 y.","indirect migration background","","","",""
"No worries","2015","35-65 y.","no migration background","","","",""
"No worries","2015","35-65 y.","direct migration background","","","",""
"No worries","2015","35-65 y.","indirect migration background","","","",""
"No worries","2015","66 and older","no migration background","","","",""
"No worries","2015","66 and older","direct migration background","","","",""
"No worries","2015","66 and older","indirect migration background","","","",""
"Big worries","2016","16-34 y.","no migration background","","","",""
"Big worries","2016","16-34 y.","direct migration background","","","",""
"Big worries","2016","16-34 y.","indirect migration background","","","",""
"Big worries","2016","35-65 y.","no migration background","","","",""
"Big worries","2016","35-65 y.","direct migration background","","","",""
"Big worries","2016","35-65 y.","indirect migration background","","","",""
"Big worries","2016","66 and older","no migration background","","","",""
"Big worries","2016","66 and older","direct migration background","","","",""
"Big worries","2016","66 and older","indirect migration background","","","",""
"Some worries","2016","16-34 y.","no migration background","","","",""
"Some worries","2016","16-34 y.","direct migration background","","","",""
"Some worries","2016","16-34 y.","indirect migration background","","","",""
"Some worries","2016","35-65 y.","no migration background","","","",""
"Some worries","2016","35-65 y.","direct migration background","","","",""
"Some worries","2016","35-65 y.","indirect migration background","","","",""
"Some worries","2016","66 and older","no migration background","","","",""
"Some worries","2016","66 and older","direct migration background","","","",""
"Some worries","2016","66 and older","indirect migration background","","","",""
"No worries","2016","16-34 y.","no migration background","","","",""
"No worries","2016","16-34 y.","direct migration background","","","",""
"No worries","2016","16-34 y.","indirect migration background","","","",""
"No worries","2016","35-65 y.","no migration background","","","",""
"No worries","2016","35-65 y.","direct migration background","","","",""
"No worries","2016","35-65 y.","indirect migration background","","","",""
"No worries","2016","66 and older","no migration background","","","",""
"No worries","2016","66 and older","direct migration background","","","",""
"No worries","2016","66 and older","indirect migration background","","","",""
"Big worries","2017","16-34 y.","no migration background","","","",""
"Big worries","2017","16-34 y.","direct migration background","","","",""
"Big worries","2017","16-34 y.","indirect migration background","","","",""
"Big worries","2017","35-65 y.","no migration background","","","",""
"Big worries","2017","35-65 y.","direct migration background","","","",""
"Big worries","2017","35-65 y.","indirect migration background","","","",""
"Big worries","2017","66 and older","no migration background","","","",""
"Big worries","2017","66 and older","direct migration background","","","",""
"Big worries","2017","66 and older","indirect migration background","","","",""
"Some worries","2017","16-34 y.","no migration background","","","",""
"Some worries","2017","16-34 y.","direct migration background","","","",""
"Some worries","2017","16-34 y.","indirect migration background","","","",""
"Some worries","2017","35-65 y.","no migration background","","","",""
"Some worries","2017","35-65 y.","direct migration background","","","",""
"Some worries","2017","35-65 y.","indirect migration background","","","",""
"Some worries","2017","66 and older","no migration background","","","",""
"Some worries","2017","66 and older","direct migration background","","","",""
"Some worries","2017","66 and older","indirect migration background","","","",""
"No worries","2017","16-34 y.","no migration background","","","",""
"No worries","2017","16-34 y.","direct migration background","","","",""
"No worries","2017","16-34 y.","indirect migration background","","","",""
"No worries","2017","35-65 y.","no migration background","","","",""
"No worries","2017","35-65 y.","direct migration background","","","",""
"No worries","2017","35-65 y.","indirect migration background","","","",""
"No worries","2017","66 and older","no migration background","","","",""
"No worries","2017","66 and older","direct migration background","","","",""
"No worries","2017","66 and older","indirect migration background","","","",""
"Big worries","2018","16-34 y.","no migration background","","","",""
"Big worries","2018","16-34 y.","direct migration background","","","",""
"Big worries","2018","16-34 y.","indirect migration background","","","",""
"Big worries","2018","35-65 y.","no migration background","","","",""
"Big worries","2018","35-65 y.","direct migration background","","","",""
"Big worries","2018","35-65 y.","indirect migration background","","","",""
"Big worries","2018","66 and older","no migration background","","","",""
"Big worries","2018","66 and older","direct migration background","","","",""
"Big worries","2018","66 and older","indirect migration background","","","",""
"Some worries","2018","16-34 y.","no migration background","","","",""
"Some worries","2018","16-34 y.","direct migration background","","","",""
"Some worries","2018","16-34 y.","indirect migration background","","","",""
"Some worries","2018","35-65 y.","no migration background","","","",""
"Some worries","2018","35-65 y.","direct migration background","","","",""
"Some worries","2018","35-65 y.","indirect migration background","","","",""
"Some worries","2018","66 and older","no migration background","","","",""
"Some worries","2018","66 and older","direct migration background","","","",""
"Some worries","2018","66 and older","indirect migration background","","","",""
"No worries","2018","16-34 y.","no migration background","","","",""
"No worries","2018","16-34 y.","direct migration background","","","",""
"No worries","2018","16-34 y.","indirect migration background","","","",""
"No worries","2018","35-65 y.","no migration background","","","",""
"No worries","2018","35-65 y.","direct migration background","","","",""
"No worries","2018","35-65 y.","indirect migration background","","","",""
"No worries","2018","66 and older","no migration background","","","",""
"No worries","2018","66 and older","direct migration background","","","",""
"No worries","2018","66 and older","indirect migration background","","","",""
"Big worries","2019","16-34 y.","no migration background","386","0.109814102204386","0.0997069279730352","0.119921276435737"
"Big worries","2019","16-34 y.","direct migration background","105","0.193133466056034","0.165500997889472","0.220765934222596"
"Big worries","2019","16-34 y.","indirect migration background","110","0.101919885741364","0.0817231370193399","0.122116634463388"
"Big worries","2019","35-65 y.","no migration background","2496","0.215205041896133","0.207741172675891","0.222668911116375"
"Big worries","2019","35-65 y.","direct migration background","457","0.192912479825006","0.177512646239437","0.208312313410574"
"Big worries","2019","35-65 y.","indirect migration background","153","0.184777477419227","0.15748768806954","0.212067266768914"
"Big worries","2019","66 and older","no migration background","1330","0.268204810593012","0.255543208580748","0.280866412605277"
"Big worries","2019","66 and older","direct migration background","74","0.149622718738888","0.115221196462018","0.184024241015759"
"Big worries","2019","66 and older","indirect migration background","","","",""
"Some worries","2019","16-34 y.","no migration background","1762","0.48844774905701","0.472288752219912","0.504606745894108"
"Some worries","2019","16-34 y.","direct migration background","393","0.438528402001313","0.403794560427361","0.473262243575264"
"Some worries","2019","16-34 y.","indirect migration background","403","0.475254918042092","0.441917500350046","0.508592335734138"
"Some worries","2019","35-65 y.","no migration background","6535","0.568034345694643","0.559037886702909","0.577030804686377"
"Some worries","2019","35-65 y.","direct migration background","1373","0.537180816138281","0.517720877193893","0.556640755082669"
"Some worries","2019","35-65 y.","indirect migration background","429","0.563486942238009","0.528614839965819","0.598359044510199"
"Some worries","2019","66 and older","no migration background","2609","0.551919461934802","0.537706764964925","0.566132158904679"
"Some worries","2019","66 and older","direct migration background","210","0.580488832449868","0.532895976910876","0.62808168798886"
"Some worries","2019","66 and older","indirect migration background","","","",""
"No worries","2019","16-34 y.","no migration background","1528","0.401738148738604","0.3858900367327","0.417586260744508"
"No worries","2019","16-34 y.","direct migration background","286","0.368338131942654","0.33457398898121","0.402102274904097"
"No worries","2019","16-34 y.","indirect migration background","349","0.422825196216544","0.389846873039867","0.455803519393221"
"No worries","2019","35-65 y.","no migration background","2615","0.216760612409224","0.209277243721681","0.224243981096766"
"No worries","2019","35-65 y.","direct migration background","692","0.269906704036713","0.252581770942723","0.287231637130703"
"No worries","2019","35-65 y.","indirect migration background","195","0.251735580342764","0.221218890019548","0.282252270665981"
"No worries","2019","66 and older","no migration background","764","0.179875727472186","0.168898650333895","0.190852804610477"
"No worries","2019","66 and older","direct migration background","129","0.269888448811244","0.227077010032968","0.31269988758952"
"No worries","2019","66 and older","indirect migration background","","","",""
