"plh0034","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","Schleswig-Holstein","Not Employed","81","0.363044157991609","0.298005311138345","0.428083004844874","1"
"Big worries","2009","Schleswig-Holstein","Employed","107","0.376061127336982","0.320691108714785","0.431431145959179","1"
"Big worries","2009","Hamburg","Not Employed","42","0.465524851993597","0.370116007753192","0.560933696234001","1"
"Big worries","2009","Hamburg","Employed","71","0.409452223945133","0.334193768078977","0.484710679811289","1"
"Big worries","2009","Lower Saxony","Not Employed","326","0.509284708090404","0.470371362048218","0.54819805413259","1"
"Big worries","2009","Lower Saxony","Employed","491","0.49758153756735","0.46659214846991","0.528570926664789","1"
"Big worries","2009","Bremen","Not Employed","19","","","","1"
"Big worries","2009","Bremen","Employed","33","0.662511362349265","0.548433239390487","0.776589485308043","1"
"Big worries","2009","North Rhine-Westphalia","Not Employed","709","0.519877546505896","0.493451063948279","0.546304029063513","1"
"Big worries","2009","North Rhine-Westphalia","Employed","1124","0.493383626012515","0.472665661908403","0.514101590116628","1"
"Big worries","2009","Hesse","Not Employed","206","0.546542017402044","0.49847139043057","0.594612644373518","1"
"Big worries","2009","Hesse","Employed","371","0.494961391566567","0.460293881270182","0.529628901862952","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","Not Employed","181","0.459004860613021","0.409924717333025","0.508085003893018","1"
"Big worries","2009","Rhineland-Palatinate,Saarland","Employed","277","0.445996640464816","0.407119862699879","0.484873418229752","1"
"Big worries","2009","Baden-Württemberg","Not Employed","364","0.526569176162001","0.489946087627584","0.563192264696417","1"
"Big worries","2009","Baden-Württemberg","Employed","686","0.517174451903827","0.490713743923107","0.543635159884547","1"
"Big worries","2009","Bavaria","Not Employed","481","0.534213401589552","0.501641990089481","0.566784813089623","1"
"Big worries","2009","Bavaria","Employed","862","0.487213382969916","0.463439112797211","0.510987653142621","1"
"Big worries","2009","Berlin","Not Employed","129","0.494622144735729","0.432144389179263","0.557099900292195","1"
"Big worries","2009","Berlin","Employed","208","0.460766883827988","0.414032526000689","0.507501241655287","1"
"Big worries","2009","Brandenburg","Not Employed","184","0.520093176774312","0.467902154957805","0.572284198590819","1"
"Big worries","2009","Brandenburg","Employed","179","0.391767020202295","0.346207649632553","0.437326390772037","1"
"Big worries","2009","Mecklenburg-Western Pomerania","Not Employed","119","0.57609809050094","0.506737674432577","0.645458506569303","1"
"Big worries","2009","Mecklenburg-Western Pomerania","Employed","131","0.452902664799165","0.394701769048929","0.511103560549402","1"
"Big worries","2009","Saxony","Not Employed","246","0.446092529637276","0.403612353835109","0.488572705439444","1"
"Big worries","2009","Saxony","Employed","356","0.41192512709933","0.378661044760449","0.445189209438211","1"
