"plh0034","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","Full Time","no migration background","3081","0.510076171588185","0.497579387002213","0.522572956174158","1"
"Big worries","2009","Full Time","direct migration background","243","0.431050059280129","0.388729041670126","0.473371076890132","1"
"Big worries","2009","Full Time","indirect migration background","128","0.448754162509728","0.393208565456686","0.50429975956277","1"
"Big worries","2009","Part Time","no migration background","1624","0.45532245513498","0.438935979539788","0.471708930730172","1"
"Big worries","2009","Part Time","direct migration background","192","0.43095205246525","0.385197876143749","0.47670622878675","1"
"Big worries","2009","Part Time","indirect migration background","72","0.358239603430002","0.293234387954251","0.423244818905752","1"
"Big worries","2009","Not Working","no migration background","3046","0.515925710025152","0.503194387661032","0.528657032389272","1"
"Big worries","2009","Not Working","direct migration background","303","0.482474426334822","0.444467118510818","0.520481734158826","1"
"Big worries","2009","Not Working","indirect migration background","63","0.305973838977197","0.240791859515767","0.371155818438627","1"
"No worries","2009","Not Working","no migration background","660","0.120503512279488","0.112209955382621","0.128797069176356","3"
"No worries","2009","Part Time","direct migration background","40","0.0612660520430146","0.0391084354226243","0.0834236686634049","3"
"No worries","2009","Part Time","indirect migration background","31","0.130609858091599","0.0849252101519525","0.176294506031246","3"
"No worries","2009","Not Working","direct migration background","91","0.136920608131729","0.110773489671477","0.163067726591981","3"
"No worries","2009","Not Working","indirect migration background","32","0.190114086432846","0.134611074940205","0.245617097925487","3"
"No worries","2009","Part Time","no migration background","331","0.098445787994463","0.0886429736280202","0.108248602360906","3"
"No worries","2009","Full Time","indirect migration background","28","","","","3"
"No worries","2009","Full Time","direct migration background","47","0.085769094401","0.0618387703018695","0.109699418500131","3"
"No worries","2009","Full Time","no migration background","471","0.0769018140839191","0.070241285052937","0.0835623431149011","3"
"Some worries","2009","Part Time","direct migration background","218","0.507781895491736","0.461590696847063","0.553973094136409","2"
"Some worries","2009","Part Time","indirect migration background","106","0.511150538478399","0.443380625206514","0.578920451750284","2"
"Some worries","2009","Part Time","no migration background","1593","0.446231756870557","0.429874873916647","0.462588639824467","2"
"Some worries","2009","Full Time","indirect migration background","152","0.476045377989854","0.420269842686165","0.531820913293543","2"
"Some worries","2009","Not Working","no migration background","2213","0.363570777695359","0.351316337918189","0.37582521747253","2"
"Some worries","2009","Full Time","direct migration background","236","0.483180846318871","0.440475782590232","0.52588591004751","2"
"Some worries","2009","Not Working","direct migration background","270","0.380604965533449","0.343674469917211","0.417535461149687","2"
"Some worries","2009","Full Time","no migration background","2595","0.413022014327896","0.400713263179367","0.425330765476424","2"
"Some worries","2009","Not Working","indirect migration background","97","0.503912074589957","0.433190131013175","0.574634018166739","2"
"Big worries","2010","Full Time","indirect migration background","95","0.339813616037093","0.285016107564347","0.394611124509839","1"
"Big worries","2010","Part Time","no migration background","1197","0.367939042205459","0.351542572928757","0.38433551148216","1"
"Big worries","2010","Full Time","no migration background","2138","0.359738954002429","0.347264632384455","0.372213275620402","1"
"Big worries","2010","Full Time","direct migration background","170","0.324444268804885","0.282118992017034","0.366769545592736","1"
"Big worries","2010","Not Working","no migration background","2359","0.445373503285005","0.432234944838984","0.458512061731025","1"
"Big worries","2010","Not Working","direct migration background","199","0.316923441873093","0.279970304428964","0.353876579317223","1"
"Big worries","2010","Part Time","direct migration background","125","0.323600217936122","0.276121409905769","0.371079025966476","1"
"Big worries","2010","Part Time","indirect migration background","53","0.263241253024859","0.201110150327673","0.325372355722044","1"
"Big worries","2010","Not Working","indirect migration background","41","0.193266801518595","0.134596670077248","0.251936932959942","1"
"No worries","2010","Part Time","direct migration background","49","0.108285278316874","0.0767503860249474","0.1398201706088","3"
"No worries","2010","Part Time","no migration background","427","0.141580223277857","0.129727065260786","0.153433381294929","3"
"No worries","2010","Not Working","indirect migration background","53","0.347729236038098","0.276965944371911","0.418492527704286","3"
"No worries","2010","Part Time","indirect migration background","35","0.26673147731971","0.204338157691702","0.329124796947717","3"
"No worries","2010","Not Working","no migration background","706","0.126365973450354","0.117582524802946","0.135149422097762","3"
"No worries","2010","Not Working","direct migration background","123","0.183191423687096","0.152469234573987","0.213913612800204","3"
"No worries","2010","Full Time","indirect migration background","45","0.138617887955121","0.0986404732144336","0.178595302695809","3"
"No worries","2010","Full Time","direct migration background","62","0.145616807991392","0.113728515603048","0.177505100379736","3"
"No worries","2010","Full Time","no migration background","630","0.125982873303064","0.117357847771278","0.134607898834849","3"
"Some worries","2010","Part Time","direct migration background","199","0.568114503747004","0.517846004076141","0.618383003417867","2"
"Some worries","2010","Part Time","no migration background","1699","0.490480734516684","0.473483659075253","0.507477809958115","2"
"Some worries","2010","Full Time","indirect migration background","147","0.521568496007786","0.463775833486491","0.579361158529081","2"
"Some worries","2010","Part Time","indirect migration background","105","0.470027269655432","0.39961347880862","0.540441060502243","2"
"Some worries","2010","Full Time","direct migration background","238","0.529938923203724","0.484816832200778","0.575061014206669","2"
"Some worries","2010","Not Working","no migration background","2432","0.428260523264641","0.415179601924418","0.441341444604864","2"
"Some worries","2010","Full Time","no migration background","2918","0.514278172694508","0.501287324150823","0.527269021238192","2"
"Some worries","2010","Not Working","direct migration background","287","0.499885134439811","0.46017426117257","0.539596007707052","2"
"Some worries","2010","Not Working","indirect migration background","80","0.459003962443307","0.38496186269928","0.533046062187334","2"
"Big worries","2011","Part Time","no migration background","1137","0.282042819343867","0.268260321495424","0.29582531719231","1"
"Big worries","2011","Full Time","no migration background","2140","0.313295681057443","0.302267206290001","0.324324155824885","1"
"Big worries","2011","Full Time","direct migration background","159","0.240256460388212","0.207078520191823","0.273434400584601","1"
"Big worries","2011","Full Time","indirect migration background","83","0.251999040014094","0.205085234528865","0.298912845499323","1"
"Big worries","2011","Not Working","direct migration background","200","0.225591927416913","0.196825602795503","0.254358252038323","1"
"Big worries","2011","Part Time","direct migration background","116","0.235141405403923","0.198299309374275","0.271983501433571","1"
"Big worries","2011","Part Time","indirect migration background","52","0.196789745292983","0.146490864196383","0.247088626389583","1"
"Big worries","2011","Not Working","no migration background","2390","0.357046311373109","0.34571322201775","0.368379400728468","1"
"Big worries","2011","Not Working","indirect migration background","44","0.193972517878774","0.141841406870815","0.246103628886734","1"
"No worries","2011","Part Time","direct migration background","105","0.196389507654442","0.161877427232563","0.230901588076321","3"
"No worries","2011","Part Time","indirect migration background","61","0.260614204082957","0.205077888675217","0.316150519490697","3"
"No worries","2011","Full Time","indirect migration background","72","0.217406575854159","0.172835350159815","0.261977801548503","3"
"No worries","2011","Part Time","no migration background","708","0.163476594995186","0.152150297151789","0.174802892838583","3"
"No worries","2011","Not Working","indirect migration background","52","0.242736424292875","0.186211112947077","0.299261735638673","3"
"No worries","2011","Not Working","no migration background","1200","0.172973731301409","0.164027380563106","0.181920082039712","3"
"No worries","2011","Not Working","direct migration background","173","0.219099504203854","0.190631553140544","0.247567455267164","3"
"No worries","2011","Full Time","direct migration background","141","0.209456803488737","0.177856706664229","0.241056900313246","3"
"No worries","2011","Full Time","no migration background","1013","0.154323511229719","0.145733938984556","0.162913083474883","3"
"Some worries","2011","Part Time","no migration background","2250","0.554480585660948","0.539257677502515","0.56970349381938","2"
"Some worries","2011","Part Time","direct migration background","288","0.568469086941635","0.525441342311009","0.61149683157226","2"
"Some worries","2011","Full Time","indirect migration background","174","0.530594384131747","0.47666746530353","0.584521302959964","2"
"Some worries","2011","Full Time","direct migration background","337","0.550286736123051","0.511655309571571","0.588918162674531","2"
"Some worries","2011","Part Time","indirect migration background","127","0.54259605062406","0.479568455083678","0.605623646164442","2"
"Some worries","2011","Full Time","no migration background","3642","0.532380807712838","0.520517365487668","0.544244249938007","2"
"Some worries","2011","Not Working","no migration background","3276","0.469979957325482","0.458174521992793","0.481785392658171","2"
"Some worries","2011","Not Working","indirect migration background","125","0.563291057828351","0.497900592931719","0.628681522724984","2"
"Some worries","2011","Not Working","direct migration background","438","0.555308568379233","0.521107928469169","0.589509208289297","2"
"Big worries","2012","Not Working","indirect migration background","49","0.252557353170564","0.190778443936246","0.314336262404883","1"
"Big worries","2012","Full Time","no migration background","2644","0.391890900196104","0.380110821555089","0.403670978837119","1"
"Big worries","2012","Full Time","direct migration background","189","0.29541806157799","0.260209157378284","0.330626965777696","1"
"Big worries","2012","Full Time","indirect migration background","101","0.278280210816519","0.230783831245005","0.325776590388033","1"
"Big worries","2012","Part Time","no migration background","1426","0.350139023049329","0.335503936975423","0.364774109123235","1"
"Big worries","2012","Part Time","direct migration background","154","0.293182796142651","0.253281602671747","0.333083989613555","1"
"Big worries","2012","Part Time","indirect migration background","72","0.271217874514681","0.217486465787433","0.324949283241929","1"
"Big worries","2012","Not Working","no migration background","2937","0.418468495249083","0.406926248341796","0.43001074215637","1"
"Big worries","2012","Not Working","direct migration background","235","0.289936078595481","0.257846254633273","0.322025902557689","1"
"No worries","2012","Full Time","indirect migration background","53","0.180567305827335","0.139800072321545","0.221334539333124","3"
"No worries","2012","Part Time","no migration background","570","0.135504097525232","0.125003295340816","0.146004899709649","3"
"No worries","2012","Part Time","direct migration background","73","0.133887891560417","0.104039509492988","0.163736273627846","3"
"No worries","2012","Part Time","indirect migration background","68","0.263927508758619","0.210658717801835","0.317196299715404","3"
"No worries","2012","Not Working","no migration background","1000","0.142127955638696","0.133957931020376","0.150297980257016","3"
"No worries","2012","Not Working","direct migration background","172","0.211027526945589","0.182169411844583","0.239885642046595","3"
"No worries","2012","Not Working","indirect migration background","54","0.276899767279386","0.213274175229439","0.340525359329333","3"
"No worries","2012","Full Time","direct migration background","106","0.174059161132906","0.144798027535494","0.203320294730318","3"
"No worries","2012","Full Time","no migration background","786","0.12128188836453","0.113404221464691","0.12915955526437","3"
"Some worries","2012","Full Time","indirect migration background","188","0.541152483356147","0.488340915771997","0.593964050940297","2"
"Some worries","2012","Part Time","no migration background","2085","0.514356879425439","0.499022871246088","0.52969088760479","2"
"Some worries","2012","Full Time","direct migration background","350","0.530522777289104","0.492007989054387","0.569037565523822","2"
"Some worries","2012","Part Time","direct migration background","273","0.572929312296932","0.529571886235582","0.616286738358282","2"
"Some worries","2012","Full Time","no migration background","3167","0.486827211439366","0.474765912505756","0.498888510372976","2"
