"plh0034","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","2011","indirect migration background","West Germany","399","0.53447772664162","0.498683439674462","0.570272013608777"
"Some worries","2011","indirect migration background","East Germany","","","",""
"No worries","2011","no migration background","West Germany","2028","0.156551347584004","0.150313994458296","0.162788700709712"
"No worries","2011","no migration background","East Germany","893","0.189150249879795","0.177975372251794","0.200325127507795"
"No worries","2011","direct migration background","West Germany","396","0.205893865293782","0.187552278258433","0.22423545232913"
"No worries","2011","direct migration background","East Germany","","","",""
"No worries","2011","indirect migration background","West Germany","174","0.239398701768619","0.208777790999704","0.270019612537535"
"No worries","2011","indirect migration background","East Germany","","","",""
"Big worries","2012","no migration background","West Germany","5154","0.394855300590558","0.386448924118225","0.403261677062892"
"Big worries","2012","no migration background","East Germany","1853","0.389499504808355","0.375567340270352","0.403431669346359"
"Big worries","2012","direct migration background","West Germany","541","0.290584682456119","0.269696703759471","0.311472661152768"
"Big worries","2012","direct migration background","East Germany","37","0.358987087296128","0.264012403585694","0.453961771006561"
"Big worries","2012","indirect migration background","West Germany","206","0.265560370004454","0.233890412967069","0.297230327041838"
"Big worries","2012","indirect migration background","East Germany","","","",""
"Some worries","2012","no migration background","West Germany","6259","0.483213106036184","0.474619304287136","0.491806907785232"
"Some worries","2012","no migration background","East Germany","2073","0.438406222280004","0.424229637221244","0.452582807338765"
"Some worries","2012","direct migration background","West Germany","952","0.538155369908534","0.515219692868589","0.561091046948478"
"Some worries","2012","direct migration background","East Germany","32","0.275023932327746","0.186617852742452","0.36343001191304"
"Some worries","2012","indirect migration background","West Germany","381","0.509913797414242","0.474065180077547","0.545762414750936"
"Some worries","2012","indirect migration background","East Germany","","","",""
"No worries","2012","no migration background","West Germany","1576","0.121931593373258","0.116304520586796","0.12755866615972"
"No worries","2012","no migration background","East Germany","780","0.17209427291164","0.161309878022551","0.18287866780073"
"No worries","2012","direct migration background","West Germany","322","0.171259947635347","0.15392802092088","0.188591874349814"
"No worries","2012","direct migration background","East Germany","","","",""
"No worries","2012","indirect migration background","West Germany","160","0.224525832581305","0.194602868211264","0.254448796951345"
"No worries","2012","indirect migration background","East Germany","","","",""
"Big worries","2013","no migration background","West Germany","3867","0.322166108593803","0.313841090252959","0.330491126934648"
"Big worries","2013","no migration background","East Germany","1411","0.326917365605032","0.312959903603534","0.34087482760653"
"Big worries","2013","direct migration background","West Germany","407","0.261732776304413","0.240126228704587","0.283339323904238"
"Big worries","2013","direct migration background","East Germany","","","",""
"Big worries","2013","indirect migration background","West Germany","145","0.195762130025873","0.165649979368652","0.225874280683094"
"Big worries","2013","indirect migration background","East Germany","","","",""
"Some worries","2013","no migration background","West Germany","6340","0.515946426293952","0.507043502555955","0.524849350031949"
"Some worries","2013","no migration background","East Germany","2083","0.480325902266716","0.465460152951399","0.495191651582032"
"Some worries","2013","direct migration background","West Germany","863","0.536648518949288","0.512138154201932","0.561158883696644"
"Some worries","2013","direct migration background","East Germany","38","0.56425080977045","0.454209644783987","0.674291974756913"
"Some worries","2013","indirect migration background","West Germany","386","0.570270806261864","0.532702365279551","0.607839247244177"
"Some worries","2013","indirect migration background","East Germany","","","",""
"No worries","2013","no migration background","West Germany","1897","0.161887465112245","0.155325386740224","0.168449543484265"
"No worries","2013","no migration background","East Germany","845","0.192756732128252","0.181019646869006","0.204493817387498"
"No worries","2013","direct migration background","West Germany","320","0.201618704746299","0.181898105126703","0.221339304365895"
"No worries","2013","direct migration background","East Germany","","","",""
"No worries","2013","indirect migration background","West Germany","136","0.233967063712263","0.201838873830576","0.26609525359395"
"No worries","2013","indirect migration background","East Germany","","","",""
"Big worries","2014","no migration background","West Germany","3394","0.231988707156224","0.225224318510823","0.238753095801625"
"Big worries","2014","no migration background","East Germany","1186","0.237438754338443","0.225778823060424","0.249098685616463"
"Big worries","2014","direct migration background","West Germany","811","0.167943739737536","0.157186665622238","0.178700813852833"
"Big worries","2014","direct migration background","East Germany","55","0.152325340271453","0.114241940052622","0.190408740490283"
"Big worries","2014","indirect migration background","West Germany","301","0.168395204525883","0.150420393861894","0.186370015189872"
"Big worries","2014","indirect migration background","East Germany","","","",""
"Some worries","2014","no migration background","West Germany","8206","0.548824937654684","0.540850486753096","0.556799388556273"
"Some worries","2014","no migration background","East Germany","2648","0.514088780807564","0.500393203317983","0.527784358297146"
"Some worries","2014","direct migration background","West Germany","2433","0.527308067343434","0.512941361233462","0.541674773453406"
"Some worries","2014","direct migration background","East Germany","155","0.477099916857091","0.42416416767658","0.530035666037602"
"Some worries","2014","indirect migration background","West Germany","822","0.497756422784563","0.473740094897065","0.521772750672061"
"Some worries","2014","indirect migration background","East Germany","54","0.618264577990067","0.523047137287264","0.71348201869287"
"No worries","2014","no migration background","West Germany","3358","0.219186355189092","0.212556687178653","0.225816023199532"
"No worries","2014","no migration background","East Germany","1282","0.248472464853992","0.236631300588394","0.260313629119591"
"No worries","2014","direct migration background","West Germany","1395","0.30474819291903","0.291502412921868","0.317993972916192"
"No worries","2014","direct migration background","East Germany","132","0.370574742871456","0.319389469283543","0.421760016459369"
"No worries","2014","indirect migration background","West Germany","542","0.333848372689554","0.311196602312413","0.356500143066695"
"No worries","2014","indirect migration background","East Germany","34","0.311870593355989","0.221073830923898","0.402667355788081"
"Big worries","2015","no migration background","West Germany","","","",""
"Big worries","2015","no migration background","East Germany","","","",""
"Big worries","2015","direct migration background","West Germany","","","",""
"Big worries","2015","direct migration background","East Germany","","","",""
"Big worries","2015","indirect migration background","West Germany","","","",""
"Big worries","2015","indirect migration background","East Germany","","","",""
"Some worries","2015","no migration background","West Germany","","","",""
"Some worries","2015","no migration background","East Germany","","","",""
"Some worries","2015","direct migration background","West Germany","","","",""
"Some worries","2015","direct migration background","East Germany","","","",""
"Some worries","2015","indirect migration background","West Germany","","","",""
"Some worries","2015","indirect migration background","East Germany","","","",""
"No worries","2015","no migration background","West Germany","","","",""
"No worries","2015","no migration background","East Germany","","","",""
"No worries","2015","direct migration background","West Germany","","","",""
"No worries","2015","direct migration background","East Germany","","","",""
"No worries","2015","indirect migration background","West Germany","","","",""
"No worries","2015","indirect migration background","East Germany","","","",""
"Big worries","2016","no migration background","West Germany","","","",""
"Big worries","2016","no migration background","East Germany","","","",""
"Big worries","2016","direct migration background","West Germany","","","",""
"Big worries","2016","direct migration background","East Germany","","","",""
"Big worries","2016","indirect migration background","West Germany","","","",""
"Big worries","2016","indirect migration background","East Germany","","","",""
"Some worries","2016","no migration background","West Germany","","","",""
"Some worries","2016","no migration background","East Germany","","","",""
"Some worries","2016","direct migration background","West Germany","","","",""
"Some worries","2016","direct migration background","East Germany","","","",""
"Some worries","2016","indirect migration background","West Germany","","","",""
"Some worries","2016","indirect migration background","East Germany","","","",""
"No worries","2016","no migration background","West Germany","","","",""
"No worries","2016","no migration background","East Germany","","","",""
"No worries","2016","direct migration background","West Germany","","","",""
"No worries","2016","direct migration background","East Germany","","","",""
"No worries","2016","indirect migration background","West Germany","","","",""
"No worries","2016","indirect migration background","East Germany","","","",""
"Big worries","2017","no migration background","West Germany","","","",""
"Big worries","2017","no migration background","East Germany","","","",""
"Big worries","2017","direct migration background","West Germany","","","",""
"Big worries","2017","direct migration background","East Germany","","","",""
"Big worries","2017","indirect migration background","West Germany","","","",""
"Big worries","2017","indirect migration background","East Germany","","","",""
"Some worries","2017","no migration background","West Germany","","","",""
"Some worries","2017","no migration background","East Germany","","","",""
"Some worries","2017","direct migration background","West Germany","","","",""
"Some worries","2017","direct migration background","East Germany","","","",""
"Some worries","2017","indirect migration background","West Germany","","","",""
"Some worries","2017","indirect migration background","East Germany","","","",""
"No worries","2017","no migration background","West Germany","","","",""
"No worries","2017","no migration background","East Germany","","","",""
"No worries","2017","direct migration background","West Germany","","","",""
"No worries","2017","direct migration background","East Germany","","","",""
"No worries","2017","indirect migration background","West Germany","","","",""
"No worries","2017","indirect migration background","East Germany","","","",""
"Big worries","2018","no migration background","West Germany","","","",""
"Big worries","2018","no migration background","East Germany","","","",""
"Big worries","2018","direct migration background","West Germany","","","",""
"Big worries","2018","direct migration background","East Germany","","","",""
"Big worries","2018","indirect migration background","West Germany","","","",""
"Big worries","2018","indirect migration background","East Germany","","","",""
"Some worries","2018","no migration background","West Germany","","","",""
"Some worries","2018","no migration background","East Germany","","","",""
"Some worries","2018","direct migration background","West Germany","","","",""
"Some worries","2018","direct migration background","East Germany","","","",""
"Some worries","2018","indirect migration background","West Germany","","","",""
"Some worries","2018","indirect migration background","East Germany","","","",""
"No worries","2018","no migration background","West Germany","","","",""
"No worries","2018","no migration background","East Germany","","","",""
"No worries","2018","direct migration background","West Germany","","","",""
"No worries","2018","direct migration background","East Germany","","","",""
"No worries","2018","indirect migration background","West Germany","","","",""
"No worries","2018","indirect migration background","East Germany","","","",""
"Big worries","2019","no migration background","West Germany","2946","0.199902937163716","0.193471727198129","0.206334147129302"
"Big worries","2019","no migration background","East Germany","1247","0.240757411984774","0.229024642373053","0.252490181596496"
"Big worries","2019","direct migration background","West Germany","589","0.189739404668619","0.176631011736967","0.202847797600272"
"Big worries","2019","direct migration background","East Germany","47","0.109471568153031","0.0728999952008038","0.146043141105257"
"Big worries","2019","indirect migration background","West Germany","251","0.133849362106374","0.116816063154888","0.150882661057859"
"Big worries","2019","indirect migration background","East Germany","","","",""
"Some worries","2019","no migration background","West Germany","8277","0.558032587533941","0.550046452155396","0.566018722912487"
"Some worries","2019","no migration background","East Germany","2603","0.507146773490274","0.493427027694512","0.520866519286036"
"Some worries","2019","direct migration background","West Germany","1840","0.521425195387201","0.504724704124119","0.538125686650283"
"Some worries","2019","direct migration background","East Germany","135","0.570837852562201","0.512863465988605","0.628812239135796"
"Some worries","2019","indirect migration background","West Germany","775","0.50966343528871","0.484655215374425","0.534671655202995"
"Some worries","2019","indirect migration background","East Germany","64","0.434371519555972","0.349812988290043","0.5189300508219"
"No worries","2019","no migration background","West Germany","3632","0.242064475302343","0.235176470779234","0.248952479825452"
"No worries","2019","no migration background","East Germany","1251","0.252095814524952","0.240179931568368","0.264011697481536"
"No worries","2019","direct migration background","West Germany","1008","0.28883539994418","0.273683447449847","0.303987352438512"
"No worries","2019","direct migration background","East Germany","98","0.319690579284769","0.265066109169642","0.374315049399895"
"No worries","2019","indirect migration background","West Germany","509","0.356487202604917","0.332526780365366","0.380447624844467"
"No worries","2019","indirect migration background","East Germany","42","0.320752959106069","0.241125961838803","0.400379956373336"
