"plh0034","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","higher vocational","Female","266","0.516287636570399","0.473169230644161","0.559406042496637"
"Some worries","2010","higher education","Male","988","0.459478998109973","0.437984506268233","0.480973489951712"
"Some worries","2010","higher education","Female","916","0.522658436702016","0.499336277957393","0.545980595446638"
"No worries","2010","in school","Male","50","0.280166747312605","0.209695811553608","0.350637683071601"
"No worries","2010","in school","Female","33","0.295143472513325","0.2110473787157","0.37923956631095"
"No worries","2010","inadequately","Male","10","","",""
"No worries","2010","inadequately","Female","24","","",""
"No worries","2010","general elemantary","Male","97","0.194003066406194","0.159132772445696","0.228873360366693"
"No worries","2010","general elemantary","Female","198","0.161028034849152","0.139375998303441","0.182680071394863"
"No worries","2010","middle vocational","Male","509","0.13877503550397","0.127936145918307","0.149613925089633"
"No worries","2010","middle vocational","Female","522","0.116402795059815","0.106901808827394","0.125903781292237"
"No worries","2010","vocational + Abi","Male","42","0.105170625497694","0.0737420358283787","0.136599215167009"
"No worries","2010","vocational + Abi","Female","65","0.109024697707703","0.0835941646977459","0.13445523071766"
"No worries","2010","higher vocational","Male","65","0.114348925486349","0.0914356931944409","0.137262157778257"
"No worries","2010","higher vocational","Female","49","0.0961135787633863","0.0706820454424853","0.121545112084287"
"No worries","2010","higher education","Male","164","0.118917615476957","0.104956522532785","0.13287870842113"
"No worries","2010","higher education","Female","214","0.135986892600215","0.119981960743114","0.151991824457316"
"Big worries","2011","in school","Male","31","0.212036960358834","0.148701518022051","0.275372402695616"
"Big worries","2011","in school","Female","19","","",""
"Big worries","2011","inadequately","Male","19","","",""
"Big worries","2011","inadequately","Female","24","","",""
"Big worries","2011","general elemantary","Male","145","0.237997435543461","0.205309413032925","0.270685458053997"
"Big worries","2011","general elemantary","Female","390","0.270959167395174","0.248121883772423","0.293796451017925"
"Big worries","2011","middle vocational","Male","1582","0.32379426288599","0.310608988882443","0.336979536889536"
"Big worries","2011","middle vocational","Female","1663","0.308270198811269","0.296092779221012","0.320447618401527"
"Big worries","2011","vocational + Abi","Male","140","0.324810966669907","0.281494507137932","0.368127426201882"
"Big worries","2011","vocational + Abi","Female","183","0.23195364236861","0.20170599457919","0.26220129015803"
"Big worries","2011","higher vocational","Male","368","0.42199314291371","0.389582708199542","0.454403577627878"
"Big worries","2011","higher vocational","Female","180","0.331284852578816","0.291841320534526","0.370728384623105"
"Big worries","2011","higher education","Male","893","0.361282276014468","0.342303417152616","0.38026113487632"
"Big worries","2011","higher education","Female","621","0.293315023579619","0.273898064406156","0.312731982753082"
"Some worries","2011","in school","Male","74","0.453220492434787","0.376085936500694","0.530355048368879"
"Some worries","2011","in school","Female","79","0.529863353877359","0.449723425256933","0.610003282497784"
"Some worries","2011","inadequately","Male","39","0.539880404877293","0.433296262524253","0.646464547230333"
"Some worries","2011","inadequately","Female","62","0.49290271711522","0.406628806580668","0.579176627649771"
"Some worries","2011","general elemantary","Male","327","0.492952004527417","0.454576760805535","0.531327248249299"
"Some worries","2011","general elemantary","Female","713","0.500017668190665","0.474326337550049","0.525708998831282"
"Some worries","2011","middle vocational","Male","2444","0.508333416863222","0.494246211847558","0.522420621878886"
"Some worries","2011","middle vocational","Female","2924","0.531417242602349","0.518257959545812","0.544576525658887"
"Some worries","2011","vocational + Abi","Male","238","0.535450628671021","0.489318810108997","0.581582447233044"
"Some worries","2011","vocational + Abi","Female","441","0.608646386177882","0.573670841202742","0.643621931153022"
"Some worries","2011","higher vocational","Male","423","0.476582542117935","0.443806324798354","0.509358759437515"
"Some worries","2011","higher vocational","Female","292","0.5423780861128","0.500627853305359","0.584128318920242"
"Some worries","2011","higher education","Male","1308","0.525135075247033","0.505405722226977","0.544864428267089"
"Some worries","2011","higher education","Female","1155","0.521679203179783","0.50037513575311","0.542983270606457"
"No worries","2011","in school","Male","55","0.33474254720638","0.261622168461799","0.40786292595096"
"No worries","2011","in school","Female","51","0.356873792568263","0.279950053035378","0.433797532101148"
"No worries","2011","inadequately","Male","26","","",""
"No worries","2011","inadequately","Female","43","0.356885063223341","0.274212439646931","0.439557686799751"
"No worries","2011","general elemantary","Male","180","0.269050559929122","0.235010923553757","0.303090196304486"
"No worries","2011","general elemantary","Female","352","0.22902316441416","0.207431955247675","0.250614373580646"
"No worries","2011","middle vocational","Male","812","0.167872320250788","0.157340590901412","0.178404049600164"
"No worries","2011","middle vocational","Female","937","0.160312558586381","0.150637271557907","0.169987845614855"
"No worries","2011","vocational + Abi","Male","71","0.139738404659072","0.10766846974967","0.171808339568475"
"No worries","2011","vocational + Abi","Female","124","0.159399971453508","0.133167687065368","0.185632255841648"
"No worries","2011","higher vocational","Male","101","0.101424314968356","0.0816129665129864","0.121235663423725"
"No worries","2011","higher vocational","Female","75","0.126337061308384","0.0984956164453156","0.154178506171452"
"No worries","2011","higher education","Male","260","0.113582648738499","0.101046405659323","0.126118891817676"
"No worries","2011","higher education","Female","336","0.185005773240598","0.168445364917964","0.201566181563232"
"Big worries","2012","in school","Male","29","","",""
"Big worries","2012","in school","Female","24","","",""
"Big worries","2012","inadequately","Male","26","","",""
"Big worries","2012","inadequately","Female","48","0.365109788140085","0.282975938427762","0.447243637852408"
"Big worries","2012","general elemantary","Male","203","0.302764743768099","0.2680266666617","0.337502820874498"
"Big worries","2012","general elemantary","Female","438","0.315810870332555","0.291513624214816","0.340108116450295"
"Big worries","2012","middle vocational","Male","1948","0.405161002484529","0.391222048847514","0.419099956121544"
"Big worries","2012","middle vocational","Female","2052","0.36047258259671","0.347770726778433","0.373174438414986"
"Big worries","2012","vocational + Abi","Male","179","0.413384604893117","0.367936717766705","0.458832492019529"
"Big worries","2012","vocational + Abi","Female","253","0.343095355613162","0.309231749732698","0.376958961493626"
"Big worries","2012","higher vocational","Male","435","0.484126549518339","0.451440610854878","0.5168124881818"
"Big worries","2012","higher vocational","Female","213","0.364360031092772","0.323956362147218","0.404763700038325"
"Big worries","2012","higher education","Male","1095","0.426471256690536","0.406943596177276","0.445998917203796"
"Big worries","2012","higher education","Female","790","0.359459950112928","0.339312602696215","0.379607297529641"
"Some worries","2012","in school","Male","59","0.500278857385554","0.414328764243072","0.586228950528035"
"Some worries","2012","in school","Female","71","0.610337323385942","0.530126442117963","0.690548204653922"
"Some worries","2012","inadequately","Male","44","0.424920412778789","0.324453191605306","0.525387633952272"
"Some worries","2012","inadequately","Female","50","0.347038431493011","0.265831383840977","0.428245479145045"
"Some worries","2012","general elemantary","Male","307","0.457559046414126","0.419891852922167","0.495226239906086"
"Some worries","2012","general elemantary","Female","662","0.491462555819025","0.465331189618532","0.517593922019518"
"Some worries","2012","middle vocational","Male","2142","0.452883655480032","0.43875015276312","0.467017158196945"
"Some worries","2012","middle vocational","Female","2665","0.496401624558652","0.483174658688765","0.509628590428538"
"Some worries","2012","vocational + Abi","Male","208","0.424747120886169","0.37912720896689","0.470367032805447"
"Some worries","2012","vocational + Abi","Female","383","0.48819033526132","0.452535088600624","0.523845581922016"
"Some worries","2012","higher vocational","Male","391","0.439179579389959","0.406719999002262","0.471639159777655"
"Some worries","2012","higher vocational","Female","273","0.545993213861499","0.504193372405108","0.587793055317891"
"Some worries","2012","higher education","Male","1168","0.492487899728412","0.472747828192732","0.512227971264092"
"Some worries","2012","higher education","Female","1153","0.528117414356004","0.507156911604491","0.549077917107517"
"No worries","2012","in school","Male","42","0.298909777598656","0.220217261648094","0.377602293549217"
"No worries","2012","in school","Female","47","0.263202810298764","0.190772030613786","0.335633589983741"
"No worries","2012","inadequately","Male","23","","",""
"No worries","2012","inadequately","Female","34","0.287851780366904","0.21061382266154","0.365089738072269"
"No worries","2012","general elemantary","Male","162","0.239676209817775","0.207400544128591","0.271951875506959"
"No worries","2012","general elemantary","Female","306","0.19272657384842","0.172109047443826","0.213344100253013"
"No worries","2012","middle vocational","Male","675","0.141955342035439","0.132045939861054","0.151864744209824"
"No worries","2012","middle vocational","Female","772","0.143125792844639","0.133861357313717","0.15239022837556"
"No worries","2012","vocational + Abi","Male","64","0.161868274220715","0.127874700155453","0.195861848285976"
"No worries","2012","vocational + Abi","Female","119","0.168714309125518","0.142001120755804","0.195427497495233"
"No worries","2012","higher vocational","Male","72","0.076693871091702","0.0592893085670354","0.0940984336163687"
"No worries","2012","higher vocational","Female","59","0.0896467550457291","0.0656627283354802","0.113630781755978"
"No worries","2012","higher education","Male","201","0.0810408435810527","0.0702655820350395","0.0918161051270659"
"No worries","2012","higher education","Female","236","0.112422635531068","0.0991594004860465","0.125685870576089"
"Big worries","2013","in school","Male","15","","",""
"Big worries","2013","in school","Female","14","","",""
"Big worries","2013","inadequately","Male","16","","",""
"Big worries","2013","inadequately","Female","33","0.299861274602038","0.213043541193636","0.38667900801044"
"Big worries","2013","general elemantary","Male","130","0.24410310763456","0.208993004692847","0.279213210576274"
"Big worries","2013","general elemantary","Female","313","0.263762824331992","0.239343418086325","0.288182230577659"
"Big worries","2013","middle vocational","Male","1427","0.333344483313574","0.319274094791221","0.347414871835927"
"Big worries","2013","middle vocational","Female","1583","0.315601537510757","0.302827544325111","0.328375530696404"
"Big worries","2013","vocational + Abi","Male","132","0.34344147232805","0.297973648201414","0.388909296454686"
"Big worries","2013","vocational + Abi","Female","186","0.295942805110402","0.261634323482304","0.3302512867385"
"Big worries","2013","higher vocational","Male","315","0.356960929546542","0.324208674691136","0.389713184401948"
"Big worries","2013","higher vocational","Female","156","0.307408744999092","0.267164942152556","0.347652547845628"
"Big worries","2013","higher education","Male","843","0.349842074775144","0.330563841689171","0.369120307861116"
"Big worries","2013","higher education","Female","648","0.305910939999429","0.286221637690802","0.325600242308056"
"Some worries","2013","in school","Male","58","0.495706099640525","0.406985970612101","0.584426228668949"
"Some worries","2013","in school","Female","75","0.61262230339879","0.531048349032871","0.694196257764709"
"Some worries","2013","inadequately","Male","47","0.552067910784835","0.445724450396887","0.658411371172783"
"Some worries","2013","inadequately","Female","36","0.315540026817664","0.227484329790635","0.403595723844693"
"Some worries","2013","general elemantary","Male","288","0.455754509872716","0.415046762039492","0.49646225770594"
"Some worries","2013","general elemantary","Female","643","0.502523596969685","0.474816953973943","0.530230239965427"
"Some worries","2013","middle vocational","Male","2127","0.490280344275328","0.475359388378979","0.505201300171678"
"Some worries","2013","middle vocational","Female","2643","0.520022493887081","0.506290799800649","0.533754187973514"
"Some worries","2013","vocational + Abi","Male","220","0.506730109776818","0.458859193730935","0.5546010258227"
"Some worries","2013","vocational + Abi","Female","381","0.548878648100262","0.511478054552154","0.58627924164837"
"Some worries","2013","higher vocational","Male","424","0.534795085904708","0.500697154474805","0.568893017334611"
"Some worries","2013","higher vocational","Female","275","0.542779583526553","0.499330866078673","0.586228300974432"
"Some worries","2013","higher education","Male","1242","0.529165054795096","0.508988282215834","0.549341827374359"
"Some worries","2013","higher education","Female","1134","0.538297886998945","0.516996028677174","0.559599745320717"
"No worries","2013","in school","Male","49","0.379390348336628","0.29328689350417","0.465493803169087"
"No worries","2013","in school","Female","48","0.28645306008226","0.210747842070048","0.362158278094472"
"No worries","2013","inadequately","Male","21","","",""
"No worries","2013","inadequately","Female","38","0.384598698580298","0.292418144872112","0.476779252288484"
"No worries","2013","general elemantary","Male","157","0.300142382492724","0.2626810968057","0.337603668179748"
"No worries","2013","general elemantary","Female","295","0.233713578698323","0.210262815899641","0.257164341497005"
"No worries","2013","middle vocational","Male","758","0.176375172411098","0.164999105038999","0.187751239783197"
"No worries","2013","middle vocational","Female","859","0.164375968602161","0.154189415922604","0.174562521281719"
"No worries","2013","vocational + Abi","Male","67","0.149828417895132","0.115654759927611","0.184002075862653"
"No worries","2013","vocational + Abi","Female","113","0.155178546789336","0.127964574278594","0.182392519300078"
"No worries","2013","higher vocational","Male","83","0.10824398454875","0.0870048365412276","0.129483132556273"
"No worries","2013","higher vocational","Female","74","0.149811671474355","0.118684991822739","0.180938351125971"
"No worries","2013","higher education","Male","266","0.12099287042976","0.107810367841118","0.134175373018402"
"No worries","2013","higher education","Female","322","0.155791173001626","0.140295102224812","0.171287243778439"
"Big worries","2014","in school","Male","30","0.174088543995877","0.122803552806188","0.225373535185567"
"Big worries","2014","in school","Female","18","","",""
"Big worries","2014","inadequately","Male","35","0.122418323547913","0.0777674555788253","0.167069191517001"
"Big worries","2014","inadequately","Female","44","0.179738631934031","0.13393888758217","0.225538376285892"
"Big worries","2014","general elemantary","Male","208","0.195615376307803","0.172807838587046","0.218422914028561"
"Big worries","2014","general elemantary","Female","356","0.216552311317428","0.197898584345059","0.235206038289798"
"Big worries","2014","middle vocational","Male","1299","0.229944033801732","0.218963024510132","0.240925043093331"
"Big worries","2014","middle vocational","Female","1455","0.223825255624955","0.213915665218197","0.233734846031713"
"Big worries","2014","vocational + Abi","Male","175","0.235132596552103","0.204842538948885","0.265422654155321"
"Big worries","2014","vocational + Abi","Female","224","0.192752757041963","0.171210373984111","0.214295140099816"
"Big worries","2014","higher vocational","Male","278","0.282307994187796","0.254169427309845","0.310446561065747"
"Big worries","2014","higher vocational","Female","152","0.234936309250218","0.201181500981328","0.268691117519108"
"Big worries","2014","higher education","Male","748","0.237163121742697","0.222178106688293","0.2521481367971"
"Big worries","2014","higher education","Female","635","0.195901479323257","0.181939058478166","0.209863900168347"
"Some worries","2014","in school","Male","88","0.411498377277863","0.344940978634922","0.478055775920805"
"Some worries","2014","in school","Female","104","0.434954720153667","0.370463764550595","0.49944567575674"
"Some worries","2014","inadequately","Male","94","0.487834359276104","0.419741067259427","0.55592765129278"
"Some worries","2014","inadequately","Female","113","0.343897681512321","0.287238979758606","0.400556383266035"
"Some worries","2014","general elemantary","Male","528","0.443784512639081","0.415218301843027","0.472350723435135"
"Some worries","2014","general elemantary","Female","911","0.484168314958094","0.461535874193723","0.506800755722466"
"Some worries","2014","middle vocational","Male","2936","0.520522885540082","0.507485998666195","0.533559772413968"
"Some worries","2014","middle vocational","Female","3775","0.562514124576194","0.550719879716169","0.574308369436218"
"Some worries","2014","vocational + Abi","Male","404","0.537257038902614","0.501643791999081","0.572870285806147"
"Some worries","2014","vocational + Abi","Female","729","0.577705189823507","0.550730828779384","0.604679550867629"
"Some worries","2014","higher vocational","Male","537","0.547818033291912","0.516704730642177","0.578931335941646"
"Some worries","2014","higher vocational","Female","329","0.561856519631572","0.522353284104834","0.601359755158311"
"Some worries","2014","higher education","Male","1733","0.566537244573816","0.549078705830367","0.583995783317266"
"Some worries","2014","higher education","Female","1754","0.567335540711706","0.549906124490596","0.584764956932815"
"No worries","2014","in school","Male","92","0.41441307872626","0.34778598734882","0.4810401701037"
"No worries","2014","in school","Female","105","0.498651708774023","0.433608255937117","0.563695161610928"
"No worries","2014","inadequately","Male","78","0.389747317175983","0.323310421083212","0.456184213268755"
"No worries","2014","inadequately","Female","113","0.476363686553648","0.416790557607315","0.535936815499981"
"No worries","2014","general elemantary","Male","426","0.360600111053116","0.332991520672448","0.388208701433783"
"No worries","2014","general elemantary","Female","606","0.299279373724478","0.278540267011511","0.320018480437444"
"No worries","2014","middle vocational","Male","1406","0.249533080658187","0.238240326286119","0.260825835030254"
"No worries","2014","middle vocational","Female","1566","0.213660619798852","0.203915466825462","0.223405772772241"
"No worries","2014","vocational + Abi","Male","174","0.227610364545283","0.197662570427783","0.257558158662783"
"No worries","2014","vocational + Abi","Female","335","0.22954205313453","0.2065755031918","0.25250860307726"
"No worries","2014","higher vocational","Male","168","0.169873972520292","0.146398909384776","0.193349035655808"
"No worries","2014","higher vocational","Female","125","0.20320717111821","0.171170011697797","0.235244330538623"
"No worries","2014","higher education","Male","614","0.196299633683487","0.182306190395064","0.210293076971911"
"No worries","2014","higher education","Female","715","0.236762979965038","0.221808412818649","0.251717547111426"
"Big worries","2015","in school","Male","","","",""
"Big worries","2015","in school","Female","","","",""
"Big worries","2015","inadequately","Male","","","",""
"Big worries","2015","inadequately","Female","","","",""
"Big worries","2015","general elemantary","Male","","","",""
"Big worries","2015","general elemantary","Female","","","",""
"Big worries","2015","middle vocational","Male","","","",""
"Big worries","2015","middle vocational","Female","","","",""
"Big worries","2015","vocational + Abi","Male","","","",""
"Big worries","2015","vocational + Abi","Female","","","",""
"Big worries","2015","higher vocational","Male","","","",""
"Big worries","2015","higher vocational","Female","","","",""
"Big worries","2015","higher education","Male","","","",""
"Big worries","2015","higher education","Female","","","",""
"Some worries","2015","in school","Male","","","",""
"Some worries","2015","in school","Female","","","",""
"Some worries","2015","inadequately","Male","","","",""
"Some worries","2015","inadequately","Female","","","",""
"Some worries","2015","general elemantary","Male","","","",""
"Some worries","2015","general elemantary","Female","","","",""
"Some worries","2015","middle vocational","Male","","","",""
"Some worries","2015","middle vocational","Female","","","",""
"Some worries","2015","vocational + Abi","Male","","","",""
"Some worries","2015","vocational + Abi","Female","","","",""
"Some worries","2015","higher vocational","Male","","","",""
"Some worries","2015","higher vocational","Female","","","",""
"Some worries","2015","higher education","Male","","","",""
"Some worries","2015","higher education","Female","","","",""
"No worries","2015","in school","Male","","","",""
"No worries","2015","in school","Female","","","",""
"No worries","2015","inadequately","Male","","","",""
"No worries","2015","inadequately","Female","","","",""
"No worries","2015","general elemantary","Male","","","",""
"No worries","2015","general elemantary","Female","","","",""
"No worries","2015","middle vocational","Male","","","",""
"No worries","2015","middle vocational","Female","","","",""
"No worries","2015","vocational + Abi","Male","","","",""
"No worries","2015","vocational + Abi","Female","","","",""
"No worries","2015","higher vocational","Male","","","",""
"No worries","2015","higher vocational","Female","","","",""
"No worries","2015","higher education","Male","","","",""
"No worries","2015","higher education","Female","","","",""
"Big worries","2016","in school","Male","","","",""
"Big worries","2016","in school","Female","","","",""
"Big worries","2016","inadequately","Male","","","",""
"Big worries","2016","inadequately","Female","","","",""
"Big worries","2016","general elemantary","Male","","","",""
"Big worries","2016","general elemantary","Female","","","",""
"Big worries","2016","middle vocational","Male","","","",""
"Big worries","2016","middle vocational","Female","","","",""
"Big worries","2016","vocational + Abi","Male","","","",""
"Big worries","2016","vocational + Abi","Female","","","",""
"Big worries","2016","higher vocational","Male","","","",""
"Big worries","2016","higher vocational","Female","","","",""
"Big worries","2016","higher education","Male","","","",""
"Big worries","2016","higher education","Female","","","",""
"Some worries","2016","in school","Male","","","",""
"Some worries","2016","in school","Female","","","",""
"Some worries","2016","inadequately","Male","","","",""
"Some worries","2016","inadequately","Female","","","",""
"Some worries","2016","general elemantary","Male","","","",""
"Some worries","2016","general elemantary","Female","","","",""
"Some worries","2016","middle vocational","Male","","","",""
"Some worries","2016","middle vocational","Female","","","",""
"Some worries","2016","vocational + Abi","Male","","","",""
"Some worries","2016","vocational + Abi","Female","","","",""
"Some worries","2016","higher vocational","Male","","","",""
"Some worries","2016","higher vocational","Female","","","",""
"Some worries","2016","higher education","Male","","","",""
"Some worries","2016","higher education","Female","","","",""
"No worries","2016","in school","Male","","","",""
"No worries","2016","in school","Female","","","",""
"No worries","2016","inadequately","Male","","","",""
"No worries","2016","inadequately","Female","","","",""
"No worries","2016","general elemantary","Male","","","",""
"No worries","2016","general elemantary","Female","","","",""
"No worries","2016","middle vocational","Male","","","",""
"No worries","2016","middle vocational","Female","","","",""
"No worries","2016","vocational + Abi","Male","","","",""
"No worries","2016","vocational + Abi","Female","","","",""
"No worries","2016","higher vocational","Male","","","",""
"No worries","2016","higher vocational","Female","","","",""
"No worries","2016","higher education","Male","","","",""
"No worries","2016","higher education","Female","","","",""
"Big worries","2017","in school","Male","","","",""
"Big worries","2017","in school","Female","","","",""
"Big worries","2017","inadequately","Male","","","",""
"Big worries","2017","inadequately","Female","","","",""
"Big worries","2017","general elemantary","Male","","","",""
"Big worries","2017","general elemantary","Female","","","",""
"Big worries","2017","middle vocational","Male","","","",""
"Big worries","2017","middle vocational","Female","","","",""
"Big worries","2017","vocational + Abi","Male","","","",""
"Big worries","2017","vocational + Abi","Female","","","",""
"Big worries","2017","higher vocational","Male","","","",""
"Big worries","2017","higher vocational","Female","","","",""
"Big worries","2017","higher education","Male","","","",""
"Big worries","2017","higher education","Female","","","",""
"Some worries","2017","in school","Male","","","",""
"Some worries","2017","in school","Female","","","",""
"Some worries","2017","inadequately","Male","","","",""
"Some worries","2017","inadequately","Female","","","",""
"Some worries","2017","general elemantary","Male","","","",""
"Some worries","2017","general elemantary","Female","","","",""
"Some worries","2017","middle vocational","Male","","","",""
"Some worries","2017","middle vocational","Female","","","",""
"Some worries","2017","vocational + Abi","Male","","","",""
"Some worries","2017","vocational + Abi","Female","","","",""
"Some worries","2017","higher vocational","Male","","","",""
"Some worries","2017","higher vocational","Female","","","",""
"Some worries","2017","higher education","Male","","","",""
"Some worries","2017","higher education","Female","","","",""
"No worries","2017","in school","Male","","","",""
"No worries","2017","in school","Female","","","",""
"No worries","2017","inadequately","Male","","","",""
"No worries","2017","inadequately","Female","","","",""
"No worries","2017","general elemantary","Male","","","",""
"No worries","2017","general elemantary","Female","","","",""
"No worries","2017","middle vocational","Male","","","",""
"No worries","2017","middle vocational","Female","","","",""
"No worries","2017","vocational + Abi","Male","","","",""
"No worries","2017","vocational + Abi","Female","","","",""
"No worries","2017","higher vocational","Male","","","",""
"No worries","2017","higher vocational","Female","","","",""
"No worries","2017","higher education","Male","","","",""
"No worries","2017","higher education","Female","","","",""
"Big worries","2018","in school","Male","","","",""
"Big worries","2018","in school","Female","","","",""
"Big worries","2018","inadequately","Male","","","",""
"Big worries","2018","inadequately","Female","","","",""
"Big worries","2018","general elemantary","Male","","","",""
"Big worries","2018","general elemantary","Female","","","",""
"Big worries","2018","middle vocational","Male","","","",""
"Big worries","2018","middle vocational","Female","","","",""
"Big worries","2018","vocational + Abi","Male","","","",""
"Big worries","2018","vocational + Abi","Female","","","",""
"Big worries","2018","higher vocational","Male","","","",""
"Big worries","2018","higher vocational","Female","","","",""
"Big worries","2018","higher education","Male","","","",""
"Big worries","2018","higher education","Female","","","",""
"Some worries","2018","in school","Male","","","",""
"Some worries","2018","in school","Female","","","",""
"Some worries","2018","inadequately","Male","","","",""
"Some worries","2018","inadequately","Female","","","",""
"Some worries","2018","general elemantary","Male","","","",""
"Some worries","2018","general elemantary","Female","","","",""
"Some worries","2018","middle vocational","Male","","","",""
