"plh0034","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(0) in school","73","0.219246838428622","0.17266138550068","0.265832291356564"
"Big worries","2009","(1a) inadequately completed","64","0.365179673725397","0.293014319795333","0.437345027655461"
"Big worries","2009","(1b) general elementary school","624","0.478594779163761","0.452152369476749","0.505037188850772"
"Big worries","2009","(1c) basic vocational qualification","2558","0.525698329313762","0.511581023150278","0.539815635477247"
"Big worries","2009","(2b) intermediate general qualification","157","0.414461626523682","0.367899403387852","0.461023849659511"
"Big worries","2009","(2a) intermediate vocational","2126","0.487481340468279","0.472659883146583","0.502302797789976"
"Big worries","2009","(2c_gen) general maturity certificate","233","0.345585608089802","0.310127683485194","0.38104353269441"
"Big worries","2009","(2c_voc) vocational maturity certificate","649","0.501442115199402","0.474530204878436","0.528354025520368"
"Big worries","2009","(3a) lower tertiary education","829","0.544829129377296","0.520235354010154","0.569422904744439"
"Big worries","2009","(3b) higher tertiary education","1299","0.514326859245375","0.494536362540452","0.534117355950299"
"Some worries","2009","(0) in school","157","0.558409877318888","0.502496851175698","0.614322903462079"
"Some worries","2009","(1a) inadequately completed","72","0.476497228053739","0.401638969826662","0.551355486280815"
"Some worries","2009","(1b) general elementary school","553","0.38870008535909","0.36289746282197","0.414502707896209"
"Some worries","2009","(1c) basic vocational qualification","1838","0.380065417063942","0.366342124665154","0.393788709462729"
"Some worries","2009","(2b) intermediate general qualification","199","0.407621662612827","0.361176330200755","0.454066995024899"
"Some worries","2009","(2a) intermediate vocational","1895","0.436136273910512","0.421431604960719","0.450840942860306"
"Some worries","2009","(2c_gen) general maturity certificate","340","0.496732143141753","0.459452667431802","0.534011618851704"
"Some worries","2009","(2c_voc) vocational maturity certificate","580","0.429471736192542","0.402828792619127","0.456114679765956"
"Some worries","2009","(3a) lower tertiary education","632","0.377504607406116","0.353563898236814","0.401445316575419"
"Some worries","2009","(3b) higher tertiary education","986","0.405827512461057","0.386383223742555","0.425271801179559"
"No worries","2009","(0) in school","73","0.22234328425249","0.175523139895642","0.269163428609337"
"No worries","2009","(1a) inadequately completed","35","0.158323098220864","0.103609549971306","0.213036646470422"
"No worries","2009","(1b) general elementary school","194","0.13270513547715","0.114747191354635","0.150663079599664"
"No worries","2009","(1c) basic vocational qualification","410","0.0942362536222964","0.0859763937260077","0.102496113518585"
"No worries","2009","(2b) intermediate general qualification","74","0.177916710863491","0.141769054591285","0.214064367135698"
"No worries","2009","(2a) intermediate vocational","348","0.0763823856212084","0.0685064930932124","0.0842582781492044"
"No worries","2009","(2c_gen) general maturity certificate","118","0.157682248768445","0.13050919510747","0.18485530242942"
"No worries","2009","(2c_voc) vocational maturity certificate","97","0.0690861486080563","0.055436339859359","0.0827359573567535"
"No worries","2009","(3a) lower tertiary education","114","0.0776662632165873","0.0644481927042413","0.0908843337289333"
"No worries","2009","(3b) higher tertiary education","165","0.0798456282935684","0.0691126323043936","0.0905786242827432"
"Big worries","2010","(0) in school","52","0.183296100447629","0.13714573585271","0.229446465042549"
"Big worries","2010","(1a) inadequately completed","47","0.343342612627357","0.264968649964038","0.421716575290675"
"Big worries","2010","(1b) general elementary school","410","0.361884988583584","0.334985896550967","0.388784080616201"
"Big worries","2010","(1c) basic vocational qualification","1859","0.426970856054518","0.412253129244367","0.44168858286467"
"Big worries","2010","(2b) intermediate general qualification","115","0.311510889345243","0.26629607810089","0.356725700589597"
"Big worries","2010","(2a) intermediate vocational","1617","0.398086909582972","0.383040937679434","0.413132881486509"
