"plh0034","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","1-pers.-HH","no migration background","1259","0.496357051887715","0.477175386343099","0.515538717432331"
"Big worries","2009","1-pers.-HH","direct migration background","80","0.466107802597237","0.392617263821814","0.539598341372661"
"Big worries","2009","1-pers.-HH","indirect migration background","30","0.402732914260256","0.293187151936449","0.512278676584063"
"Big worries","2009","(Married) couple without C. ","no migration background","3320","0.558499070816997","0.545933399416705","0.57106474221729"
"Big worries","2009","(Married) couple without C. ","direct migration background","253","0.499164910557745","0.456107033860974","0.542222787254515"
"Big worries","2009","(Married) couple without C. ","indirect migration background","49","0.405555864365314","0.315424378294304","0.495687350436324"
"Big worries","2009","Single parent ","no migration background","345","0.395895895473884","0.362545233378455","0.429246557569313"
"Big worries","2009","Single parent ","direct migration background","43","0.524731936739416","0.420981208837801","0.628482664641031"
"Big worries","2009","Single parent ","indirect migration background","25","","",""
"Big worries","2009","Couple + C. LE 16 ","no migration background","1063","0.458377484678471","0.438189165806808","0.478565803550133"
"Big worries","2009","Couple + C. LE 16 ","direct migration background","146","0.400165627936704","0.347779775209395","0.452551480664013"
"Big worries","2009","Couple + C. LE 16 ","indirect migration background","68","0.413446495843465","0.338758065909143","0.488134925777787"
"Big worries","2009","Couple + C. GT 16 ","no migration background","1289","0.484127864343031","0.465172002474082","0.50308372621198"
"Big worries","2009","Couple + C. GT 16 ","direct migration background","135","0.42378557077644","0.368776742839801","0.478794398713078"
"Big worries","2009","Couple + C. GT 16 ","indirect migration background","53","0.364290264758889","0.29018589849571","0.438394631022068"
"Big worries","2009","Couple + C. LE and GT 16","no migration background","354","0.380505970938922","0.348821670499633","0.412190271378212"
"Big worries","2009","Couple + C. LE and GT 16","direct migration background","68","0.373186954771785","0.299833242798308","0.446540666745262"
"Big worries","2009","Couple + C. LE and GT 16","indirect migration background","32","0.263467868197066","0.177557202975749","0.349378533418382"
"Some worries","2009","1-pers.-HH","no migration background","1034","0.38506471539663","0.366396216158448","0.403733214634813"
"Some worries","2009","1-pers.-HH","direct migration background","76","0.426522450706865","0.353662207577396","0.499382693836334"
"Some worries","2009","1-pers.-HH","indirect migration background","41","0.532504555589731","0.421061481384081","0.643947629795382"
"Some worries","2009","(Married) couple without C. ","no migration background","2233","0.37023945691712","0.358020398709891","0.38245851512435"
"Some worries","2009","(Married) couple without C. ","direct migration background","210","0.401933407649711","0.359711773766191","0.444155041533231"
"Some worries","2009","(Married) couple without C. ","indirect migration background","53","0.504389992699826","0.41260980752985","0.596170177869803"
"Some worries","2009","Single parent ","no migration background","374","0.461565950625423","0.427568902722368","0.495562998528479"
"Some worries","2009","Single parent ","direct migration background","34","0.356436485998062","0.256932639018444","0.455940332977679"
"Some worries","2009","Single parent ","indirect migration background","35","0.414401446803115","0.300614492795834","0.528188400810396"
"Some worries","2009","Couple + C. LE 16 ","no migration background","1082","0.44467776985256","0.424543522424137","0.464812017280982"
"Some worries","2009","Couple + C. LE 16 ","direct migration background","163","0.515786214980218","0.462350467068856","0.56922196289158"
"Some worries","2009","Couple + C. LE 16 ","indirect migration background","79","0.468010947499351","0.392333023651996","0.543688871346706"
"Some worries","2009","Couple + C. GT 16 ","no migration background","1124","0.420152243681046","0.401430219820648","0.438874267541444"
"Some worries","2009","Couple + C. GT 16 ","direct migration background","144","0.494101605021253","0.438446241058204","0.549756968984303"
"Some worries","2009","Couple + C. GT 16 ","indirect migration background","88","0.500983268271335","0.423988760242572","0.577977776300099"
"Some worries","2009","Couple + C. LE and GT 16","no migration background","441","0.462906739299653","0.430366823446439","0.495446655152868"
"Some worries","2009","Couple + C. LE and GT 16","direct migration background","78","0.502097330346481","0.426264714191123","0.577929946501838"
"Some worries","2009","Couple + C. LE and GT 16","indirect migration background","53","0.558648931038537","0.46181022414867","0.655487637928405"
"No worries","2009","1-pers.-HH","no migration background","317","0.118578232715654","0.10617536219922","0.130981103232088"
"No worries","2009","1-pers.-HH","direct migration background","21","","",""
"No worries","2009","1-pers.-HH","indirect migration background","6","","",""
"No worries","2009","(Married) couple without C. ","no migration background","446","0.0712614722658823","0.064751445315688","0.0777714992160765"
"No worries","2009","(Married) couple without C. ","direct migration background","55","0.0989016817925445","0.073193513215296","0.124609850369793"
"No worries","2009","(Married) couple without C. ","indirect migration background","12","","",""
"No worries","2009","Single parent ","no migration background","107","0.142538153900693","0.11869679340831","0.166379514393076"
"No worries","2009","Single parent ","direct migration background","12","","",""
"No worries","2009","Single parent ","indirect migration background","12","","",""
"No worries","2009","Couple + C. LE 16 ","no migration background","195","0.0969447454689697","0.0849563941448204","0.108933096793119"
"No worries","2009","Couple + C. LE 16 ","direct migration background","27","","",""
"No worries","2009","Couple + C. LE 16 ","indirect migration background","20","","",""
"No worries","2009","Couple + C. GT 16 ","no migration background","257","0.0957198919759238","0.0845603839465335","0.106879400005314"
"No worries","2009","Couple + C. GT 16 ","direct migration background","31","0.0821128242023068","0.0515518362278522","0.112673812176761"
"No worries","2009","Couple + C. GT 16 ","indirect migration background","21","","",""
"No worries","2009","Couple + C. LE and GT 16","no migration background","107","0.156587289761424","0.13287119665336","0.180303382869488"
"No worries","2009","Couple + C. LE and GT 16","direct migration background","21","","",""
"No worries","2009","Couple + C. LE and GT 16","indirect migration background","16","","",""
"Big worries","2010","1-pers.-HH","no migration background","972","0.392769995424049","0.373545471625839","0.411994519222259"
"Big worries","2010","1-pers.-HH","direct migration background","54","0.377483951831135","0.30165714158404","0.45331076207823"
"Big worries","2010","1-pers.-HH","indirect migration background","25","","",""
"Big worries","2010","(Married) couple without C. ","no migration background","2602","0.452148652134394","0.439251788594616","0.465045515674172"
"Big worries","2010","(Married) couple without C. ","direct migration background","173","0.319730441389633","0.277745704840561","0.361715177938705"
"Big worries","2010","(Married) couple without C. ","indirect migration background","28","","",""
"Big worries","2010","Single parent ","no migration background","210","0.244826800039313","0.213804594371079","0.275849005707548"
"Big worries","2010","Single parent ","direct migration background","29","","",""
"Big worries","2010","Single parent ","indirect migration background","14","","",""
"Big worries","2010","Couple + C. LE 16 ","no migration background","700","0.352209126818508","0.33170142713424","0.372716826502776"
"Big worries","2010","Couple + C. LE 16 ","direct migration background","100","0.293673111869359","0.24125467642679","0.346091547311927"
"Big worries","2010","Couple + C. LE 16 ","indirect migration background","58","0.263960173629291","0.197505642451341","0.33041470480724"
"Big worries","2010","Couple + C. GT 16 ","no migration background","844","0.332265469596487","0.313475590709279","0.351055348483695"
"Big worries","2010","Couple + C. GT 16 ","direct migration background","89","0.294460080387085","0.239163045276258","0.349757115497913"
"Big worries","2010","Couple + C. GT 16 ","indirect migration background","39","0.253804399314661","0.183692271389996","0.323916527239325"
"Big worries","2010","Couple + C. LE and GT 16","no migration background","280","0.326172309346921","0.294201322731102","0.35814329596274"
"Big worries","2010","Couple + C. LE and GT 16","direct migration background","35","0.208640216411784","0.140349033248325","0.276931399575243"
"Big worries","2010","Couple + C. LE and GT 16","indirect migration background","25","","",""
"Some worries","2010","1-pers.-HH","no migration background","1138","0.451440361345637","0.431850924764756","0.471029797926517"
"Some worries","2010","1-pers.-HH","direct migration background","81","0.488027297205824","0.409838645345958","0.566215949065691"
"Some worries","2010","1-pers.-HH","indirect migration background","38","0.418409176001717","0.308935383711241","0.527882968292193"
"Some worries","2010","(Married) couple without C. ","no migration background","2599","0.452069662337689","0.43917299575287","0.464966328922507"
"Some worries","2010","(Married) couple without C. ","direct migration background","218","0.509606321726045","0.464602566376182","0.554610077075907"
"Some worries","2010","(Married) couple without C. ","indirect migration background","58","0.543312351203398","0.444691334536718","0.641933367870078"
"Some worries","2010","Single parent ","no migration background","396","0.567810846538224","0.532070506187003","0.603551186889446"
"Some worries","2010","Single parent ","direct migration background","46","0.471125652565063","0.36500906997086","0.577242235159266"
"Some worries","2010","Single parent ","indirect migration background","36","0.55208567939207","0.431195192243175","0.672976166540965"
"Some worries","2010","Couple + C. LE 16 ","no migration background","1133","0.537380116739957","0.515973295733529","0.558786937746385"
"Some worries","2010","Couple + C. LE 16 ","direct migration background","141","0.557533335626207","0.500369048756191","0.614697622496224"
"Some worries","2010","Couple + C. LE 16 ","indirect migration background","84","0.608459234111179","0.534870899418007","0.68204756880435"
"Some worries","2010","Couple + C. GT 16 ","no migration background","1246","0.522543568287169","0.502618143655152","0.542468992919186"
"Some worries","2010","Couple + C. GT 16 ","direct migration background","134","0.55216778962861","0.491839496880202","0.612496082377018"
