"plh0034","year","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","lower secondary degree","3104","0.522124083373807","0.509381539594549","0.534866627153065"
"Big worries","2009","secondary school degree","2609","0.484681985726285","0.471352379724507","0.498011591728062"
"Big worries","2009","college entrance qualification","2386","0.494110268319695","0.480092890048284","0.508127646591105"
"Big worries","2009","Other degree","357","0.448623760781101","0.413964044082668","0.483283477479535"
"Big worries","2009","no degree/no degree yet","137","0.286188750143316","0.245627916295238","0.326749583991393"
"Some worries","2009","lower secondary degree","2243","0.377124720731","0.364760841688585","0.389488599773415"
"Some worries","2009","secondary school degree","2330","0.430367262991308","0.417161354139865","0.44357317184275"
"Some worries","2009","college entrance qualification","2099","0.418460063174211","0.404629377794205","0.432290748554216"
"Some worries","2009","Other degree","338","0.436795457649634","0.402230822232371","0.471360093066896"
"Some worries","2009","no degree/no degree yet","232","0.522312159625268","0.477486564626606","0.567137754623929"
"No worries","2009","lower secondary degree","556","0.100751195895193","0.093072689703832","0.108429702086554"
"No worries","2009","secondary school degree","461","0.0849507512824078","0.0775144486203893","0.0923870539444262"
"No worries","2009","college entrance qualification","402","0.0874296685060949","0.0795103190024322","0.0953490180097575"
"No worries","2009","Other degree","96","0.114580781569265","0.0923839896118508","0.136777573526679"
"No worries","2009","no degree/no degree yet","108","0.191499090231417","0.156187887074928","0.226810293387906"
"Big worries","2010","lower secondary degree","2248","0.426813127141686","0.413524575214552","0.44010167906882"
"Big worries","2010","secondary school degree","1967","0.390639420844476","0.377169717400533","0.404109124288419"
"Big worries","2010","college entrance qualification","1717","0.357775936371122","0.344008793396627","0.371543079345618"
"Big worries","2010","Other degree","230","0.312066025608466","0.277912541967171","0.346219509249762"
"Big worries","2010","no degree/no degree yet","100","0.256377386131294","0.214215926777204","0.298538845485385"
"Some worries","2010","lower secondary degree","2456","0.453101107296539","0.43972709433684","0.466475120256239"
"Some worries","2010","secondary school degree","2474","0.485118984431136","0.471321166893454","0.498916801968819"
"Some worries","2010","college entrance qualification","2414","0.511130316947596","0.496773527027669","0.525487106867523"
"Some worries","2010","Other degree","342","0.513628852384146","0.476786530557774","0.550471174210519"
"Some worries","2010","no degree/no degree yet","195","0.504907847802529","0.456629926255432","0.553185769349626"
"No worries","2010","lower secondary degree","618","0.120085765561775","0.111352501473411","0.128819029650138"
"No worries","2010","secondary school degree","599","0.124241594724388","0.115134948015084","0.133348241433692"
"No worries","2010","college entrance qualification","526","0.131093746681282","0.121400429554566","0.140787063807998"
"No worries","2010","Other degree","135","0.174305122007387","0.146340866989813","0.202269377024961"
"No worries","2010","no degree/no degree yet","117","0.238714766066177","0.197551215483393","0.27987831664896"
"Big worries","2011","lower secondary degree","2194","0.327831452320863","0.31647883702387","0.339184067617856"
"Big worries","2011","secondary school degree","1927","0.325255113632031","0.313517231829094","0.336992995434968"
"Big worries","2011","college entrance qualification","1707","0.304321876901257","0.292301911245868","0.316341842556647"
"Big worries","2011","Other degree","261","0.245223624370335","0.219857316763058","0.270589931977612"
"Big worries","2011","no degree/no degree yet","106","0.191276225779041","0.158255969322695","0.224296482235387"
"Some worries","2011","lower secondary degree","3237","0.503836455428611","0.491744717143446","0.515928193713775"
"Some worries","2011","secondary school degree","3237","0.522541586137032","0.510026435840027","0.535056736434037"
"Some worries","2011","college entrance qualification","3089","0.541080037698929","0.528062414482616","0.554097660915242"
"Some worries","2011","Other degree","577","0.527628269314064","0.498192666806355","0.557063871821773"
"Some worries","2011","no degree/no degree yet","262","0.488591459225316","0.446624571429091","0.530558347021541"
"No worries","2011","lower secondary degree","1137","0.168332092250527","0.15928331387855","0.177380870622503"
"No worries","2011","secondary school degree","955","0.152203300230937","0.143202818391964","0.16120378206991"
"No worries","2011","college entrance qualification","833","0.154598085399814","0.14515386451868","0.164042306280947"
"No worries","2011","Other degree","267","0.227148106315601","0.202443971427003","0.251852241204198"
"No worries","2011","no degree/no degree yet","177","0.320132314995643","0.28096472977689","0.359299900214396"
"Big worries","2012","lower secondary degree","2615","0.401680665617466","0.389723185143323","0.413638146091609"
"Big worries","2012","secondary school degree","2394","0.389599378952817","0.377314260015284","0.401884497890351"
"Big worries","2012","college entrance qualification","2156","0.374563600263771","0.361960883734108","0.387166316793434"
"Big worries","2012","Other degree","347","0.297678842828778","0.271343700399977","0.324013985257579"
"Big worries","2012","no degree/no degree yet","139","0.267994570614291","0.230428340761014","0.305560800467568"
"Some worries","2012","lower secondary degree","2913","0.456249187109759","0.444100377969679","0.468397996249839"
"Some worries","2012","secondary school degree","2879","0.480454413324133","0.467868038017729","0.493040788630537"
"Some worries","2012","college entrance qualification","2831","0.499878011995851","0.486858946934688","0.512897077057014"
"Some worries","2012","Other degree","585","0.517575941433076","0.488795640499896","0.546356242366257"
"Some worries","2012","no degree/no degree yet","244","0.479073114574456","0.436702306357657","0.521443922791255"
"No worries","2012","lower secondary degree","929","0.142070147272775","0.133554650217519","0.15058564432803"
"No worries","2012","secondary school degree","780","0.129946207723049","0.121475540682272","0.138416874763827"
"No worries","2012","college entrance qualification","679","0.125558387740378","0.116930627272746","0.13418614820801"
"No worries","2012","Other degree","226","0.184745215738146","0.162392664986447","0.207097766489845"
"No worries","2012","no degree/no degree yet","151","0.252932314811253","0.216063464304921","0.289801165317585"
"Big worries","2013","lower secondary degree","1975","0.34352541311912","0.331313441190002","0.355737385048238"
"Big worries","2013","secondary school degree","1791","0.319727525642153","0.307539922887913","0.331915128396393"
"Big worries","2013","college entrance qualification","1646","0.304222961523892","0.2919348179137","0.316511105134085"
"Big worries","2013","Other degree","251","0.267666061146694","0.240293445781408","0.295038676511979"
"Big worries","2013","no degree/no degree yet","88","0.172807379684363","0.139193826370011","0.206420932998716"
"Some worries","2013","lower secondary degree","2831","0.479873966722019","0.46702656531394","0.492721368130097"
"Some worries","2013","secondary school degree","2908","0.517044626926208","0.503985794667923","0.530103459184493"
"Some worries","2013","college entrance qualification","2941","0.542611565601534","0.52930572397967","0.555917407223397"
"Some worries","2013","Other degree","547","0.529858439181916","0.499001040587458","0.560715837776373"
"Some worries","2013","no degree/no degree yet","233","0.499060782612809","0.454607975147085","0.543513590078532"
"No worries","2013","lower secondary degree","1003","0.176600620158861","0.166794464501024","0.186406775816699"
"No worries","2013","secondary school degree","926","0.163227847431639","0.153569839368529","0.172885855494749"
"No worries","2013","college entrance qualification","798","0.153165472874574","0.143546361491444","0.162784584257704"
"No worries","2013","Other degree","207","0.202475499671391","0.177631396924561","0.227319602418221"
"No worries","2013","no degree/no degree yet","165","0.328131837702828","0.286387634804601","0.369876040601055"
"Big worries","2014","lower secondary degree","1703","0.254705971335936","0.244375366131047","0.265036576540825"
"Big worries","2014","secondary school degree","1663","0.227232341635375","0.217738527119884","0.236726156150865"
"Big worries","2014","college entrance qualification","1520","0.202166629859799","0.1930217263412","0.211311533378398"
"Big worries","2014","Other degree","567","0.180247670952488","0.166960462055612","0.193534879849364"
"Big worries","2014","no degree/no degree yet","135","0.151060108518574","0.128524173028846","0.173596044008302"
"Some worries","2014","lower secondary degree","3530","0.515707779508265","0.503858335628232","0.527557223388299"
"Some worries","2014","secondary school degree","4080","0.549846927594645","0.538575414698299","0.561118440490991"
"Some worries","2014","college entrance qualification","4169","0.570659716014911","0.559388838732374","0.581930593297448"
"Some worries","2014","Other degree","1665","0.5078731870294","0.49059199250761","0.52515438155119"
"Some worries","2014","no degree/no degree yet","439","0.441928589581735","0.410676204980422","0.473180974183049"
"No worries","2014","lower secondary degree","1600","0.229586249155799","0.219614362581261","0.239558135730337"
"No worries","2014","secondary school degree","1741","0.222920730769981","0.213491221491462","0.232350240048499"
"No worries","2014","college entrance qualification","1720","0.22717365412529","0.217632778488269","0.236714529762311"
"No worries","2014","Other degree","983","0.311879142018112","0.295865757621911","0.327892526414313"
"No worries","2014","no degree/no degree yet","396","0.40701130189969","0.376094919783191","0.437927684016189"
"Big worries","2015","lower secondary degree","","","",""
"Big worries","2015","secondary school degree","","","",""
"Big worries","2015","college entrance qualification","","","",""
"Big worries","2015","Other degree","","","",""
"Big worries","2015","no degree/no degree yet","","","",""
"Some worries","2015","lower secondary degree","","","",""
"Some worries","2015","secondary school degree","","","",""
"Some worries","2015","college entrance qualification","","","",""
"Some worries","2015","Other degree","","","",""
"Some worries","2015","no degree/no degree yet","","","",""
"No worries","2015","lower secondary degree","","","",""
"No worries","2015","secondary school degree","","","",""
"No worries","2015","college entrance qualification","","","",""
"No worries","2015","Other degree","","","",""
"No worries","2015","no degree/no degree yet","","","",""
"Big worries","2016","lower secondary degree","","","",""
"Big worries","2016","secondary school degree","","","",""
"Big worries","2016","college entrance qualification","","","",""
"Big worries","2016","Other degree","","","",""
"Big worries","2016","no degree/no degree yet","","","",""
"Some worries","2016","lower secondary degree","","","",""
"Some worries","2016","secondary school degree","","","",""
"Some worries","2016","college entrance qualification","","","",""
"Some worries","2016","Other degree","","","",""
"Some worries","2016","no degree/no degree yet","","","",""
"No worries","2016","lower secondary degree","","","",""
"No worries","2016","secondary school degree","","","",""
"No worries","2016","college entrance qualification","","","",""
"No worries","2016","Other degree","","","",""
"No worries","2016","no degree/no degree yet","","","",""
"Big worries","2017","lower secondary degree","","","",""
"Big worries","2017","secondary school degree","","","",""
"Big worries","2017","college entrance qualification","","","",""
"Big worries","2017","Other degree","","","",""
"Big worries","2017","no degree/no degree yet","","","",""
"Some worries","2017","lower secondary degree","","","",""
"Some worries","2017","secondary school degree","","","",""
"Some worries","2017","college entrance qualification","","","",""
"Some worries","2017","Other degree","","","",""
"Some worries","2017","no degree/no degree yet","","","",""
"No worries","2017","lower secondary degree","","","",""
"No worries","2017","secondary school degree","","","",""
"No worries","2017","college entrance qualification","","","",""
"No worries","2017","Other degree","","","",""
"No worries","2017","no degree/no degree yet","","","",""
"Big worries","2018","lower secondary degree","","","",""
"Big worries","2018","secondary school degree","","","",""
"Big worries","2018","college entrance qualification","","","",""
"Big worries","2018","Other degree","","","",""
"Big worries","2018","no degree/no degree yet","","","",""
"Some worries","2018","lower secondary degree","","","",""
"Some worries","2018","secondary school degree","","","",""
"Some worries","2018","college entrance qualification","","","",""
"Some worries","2018","Other degree","","","",""
"Some worries","2018","no degree/no degree yet","","","",""
"No worries","2018","lower secondary degree","","","",""
"No worries","2018","secondary school degree","","","",""
"No worries","2018","college entrance qualification","","","",""
"No worries","2018","Other degree","","","",""
"No worries","2018","no degree/no degree yet","","","",""
"Big worries","2019","lower secondary degree","1308","0.252446087955663","0.240663647896275","0.26422852801505"
"Big worries","2019","secondary school degree","1636","0.216213716402116","0.206807636803431","0.2256197960008"
"Big worries","2019","college entrance qualification","1511","0.166153873029747","0.158227419047247","0.174080327012246"
"Big worries","2019","Other degree","404","0.171475296080735","0.156643688689996","0.186306903471474"
"Big worries","2019","no degree/no degree yet","112","0.190272785227961","0.162087160817194","0.218458409638728"
"Some worries","2019","lower secondary degree","2808","0.545451632121867","0.531946531278667","0.558956732965068"
"Some worries","2019","secondary school degree","4064","0.555454888671603","0.544100846176945","0.566808931166262"
"Some worries","2019","college entrance qualification","4625","0.549329906707139","0.538734277752512","0.559925535661766"
"Some worries","2019","Other degree","1351","0.545131347502703","0.52553711345288","0.564725581552525"
"Some worries","2019","no degree/no degree yet","314","0.433575890867911","0.39799036546636","0.469161416269461"
"No worries","2019","lower secondary degree","1106","0.20210227992247","0.191210750331212","0.212993809513729"
"No worries","2019","secondary school degree","1658","0.228331394926281","0.218740338854593","0.237922450997969"
"No worries","2019","college entrance qualification","2335","0.284516220263114","0.274908194437884","0.294124246088344"
"No worries","2019","Other degree","726","0.283393356416562","0.265660856911648","0.301125855921477"
"No worries","2019","no degree/no degree yet","319","0.376151323904128","0.341366414155988","0.410936233652268"
