"plh0034","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","Full Time","in school","1","","",""
"Big worries","2009","Full Time","inadequately","14","","",""
"Big worries","2009","Full Time","general elemantary","156","0.480058837066227","0.430154066736152","0.529963607396303"
"Big worries","2009","Full Time","middle vocational","1626","0.487837240635381","0.470895562358402","0.504778918912361"
"Big worries","2009","Full Time","vocational + Abi","224","0.479646220242445","0.434766051135578","0.524526389349311"
"Big worries","2009","Full Time","higher vocational","322","0.530821530097037","0.491022460106673","0.570620600087401"
"Big worries","2009","Full Time","higher education","1087","0.531229501580234","0.509601187705007","0.552857815455461"
"Big worries","2009","Part Time","in school","11","","",""
"Big worries","2009","Part Time","inadequately","13","","",""
"Big worries","2009","Part Time","general elemantary","146","0.441063656137364","0.389631066793732","0.492496245480997"
"Big worries","2009","Part Time","middle vocational","993","0.444955603253462","0.424127683250489","0.465783523256435"
"Big worries","2009","Part Time","vocational + Abi","143","0.508223109790929","0.449873924077158","0.5665722955047"
"Big worries","2009","Part Time","higher vocational","155","0.560048812743847","0.504157801912251","0.615939823575443"
"Big worries","2009","Part Time","higher education","403","0.438562412356715","0.405870306113639","0.471254518599792"
"Big worries","2009","Not Working","in school","61","0.240900389234066","0.187133725442691","0.294667053025441"
"Big worries","2009","Not Working","inadequately","37","0.382549529583291","0.28481878952985","0.480280269636733"
"Big worries","2009","Not Working","general elemantary","466","0.468882774496474","0.438317700940341","0.499447848052608"
"Big worries","2009","Not Working","middle vocational","1806","0.51226357128542","0.495736855979443","0.528790286591397"
"Big worries","2009","Not Working","vocational + Abi","111","0.517006268497715","0.45417676818245","0.579835768812981"
"Big worries","2009","Not Working","higher vocational","249","0.579411665259221","0.532256499920339","0.626566830598104"
"Big worries","2009","Not Working","higher education","638","0.593104108556897","0.564007112847415","0.622201104266379"
"Some worries","2009","Full Time","in school","","","",""
"Some worries","2009","Full Time","inadequately","21","","",""
"Some worries","2009","Full Time","general elemantary","179","0.416422777532634","0.367180953609382","0.465664601455886"
"Some worries","2009","Full Time","middle vocational","1454","0.434174333850925","0.417375143478681","0.450973524223169"
"Some worries","2009","Full Time","vocational + Abi","222","0.450175928864518","0.405482093597568","0.494869764131468"
"Some worries","2009","Full Time","higher vocational","239","0.387273465177225","0.348425181478345","0.426121748876104"
"Some worries","2009","Full Time","higher education","821","0.40038134137319","0.379145184774659","0.421617497971722"
"Some worries","2009","Part Time","in school","33","0.648860446279522","0.527063159992689","0.770657732566356"
"Some worries","2009","Part Time","inadequately","12","","",""
"Some worries","2009","Part Time","general elemantary","169","0.447341139051631","0.395835525367112","0.49884675273615"
"Some worries","2009","Part Time","middle vocational","1000","0.469988346465718","0.449070837990219","0.490905854941216"
"Some worries","2009","Part Time","vocational + Abi","113","0.422015766023078","0.364372859524754","0.479658672521401"
"Some worries","2009","Part Time","higher vocational","131","0.39827998545625","0.343158838376139","0.453401132536361"
"Some worries","2009","Part Time","higher education","407","0.458430835167342","0.425603144607126","0.491258525727559"
"Some worries","2009","Not Working","in school","124","0.538796551001215","0.476120210550819","0.601472891451611"
"Some worries","2009","Not Working","inadequately","33","0.373823893996603","0.276533925519195","0.471113862474011"
"Some worries","2009","Not Working","general elemantary","391","0.367640878941421","0.338108943923165","0.397172813959676"
"Some worries","2009","Not Working","middle vocational","1325","0.371864750663151","0.355885136021005","0.387844365305298"
"Some worries","2009","Not Working","vocational + Abi","115","0.423809832710105","0.361678110790509","0.4859415546297"
"Some worries","2009","Not Working","higher vocational","139","0.320646219872555","0.276063341569167","0.365229098175943"
"Some worries","2009","Not Working","higher education","390","0.327781631828598","0.299978832471509","0.355584431185687"
"No worries","2009","Full Time","in school","","","",""
"No worries","2009","Full Time","inadequately","4","","",""
"No worries","2009","Full Time","general elemantary","50","0.103518385401138","0.0730887208582954","0.133948049943981"
"No worries","2009","Full Time","middle vocational","264","0.0779884255136936","0.068899799785649","0.0870770512417381"
"No worries","2009","Full Time","vocational + Abi","30","0.0701778508930372","0.0472298641431016","0.0931258376429727"
"No worries","2009","Full Time","higher vocational","43","0.081905004725738","0.0600360184743069","0.103773990977169"
"No worries","2009","Full Time","higher education","137","0.0683891570465754","0.0574492828581887","0.0793290312349621"
"No worries","2009","Part Time","in school","15","","",""
"No worries","2009","Part Time","inadequately","7","","",""
"No worries","2009","Part Time","general elemantary","43","0.111595204811005","0.078978897417031","0.144211512204978"
"No worries","2009","Part Time","middle vocational","194","0.0850560502808203","0.0733644610076906","0.0967476395539501"
"No worries","2009","Part Time","vocational + Abi","26","","",""
"No worries","2009","Part Time","higher vocational","17","","",""
"No worries","2009","Part Time","higher education","75","0.103006752475942","0.0829803061877048","0.12303319876418"
"No worries","2009","Not Working","in school","58","0.220303059764719","0.168193412461933","0.272412707067505"
"No worries","2009","Not Working","inadequately","25","","",""
"No worries","2009","Not Working","general elemantary","167","0.163476346562105","0.140826530100559","0.18612616302365"
"No worries","2009","Not Working","middle vocational","383","0.115871678051429","0.105289050489851","0.126454305613006"
"No worries","2009","Not Working","vocational + Abi","17","","",""
"No worries","2009","Not Working","higher vocational","33","0.0999421148682235","0.0712926488875807","0.128591580848866"
"No worries","2009","Not Working","higher education","67","0.0791142596145048","0.0631271007875247","0.0951014184414849"
"Big worries","2010","Full Time","in school","1","","",""
"Big worries","2010","Full Time","inadequately","10","","",""
"Big worries","2010","Full Time","general elemantary","105","0.374039992068814","0.322907002756759","0.425172981380869"
"Big worries","2010","Full Time","middle vocational","1126","0.358249101809433","0.341122606065544","0.375375597553321"
"Big worries","2010","Full Time","vocational + Abi","153","0.296233075295322","0.254186542451394","0.338279608139251"
"Big worries","2010","Full Time","higher vocational","254","0.399700538179437","0.360074524611088","0.439326551747785"
"Big worries","2010","Full Time","higher education","736","0.351489907915394","0.330233689492881","0.372746126337907"
"Big worries","2010","Part Time","in school","7","","",""
"Big worries","2010","Part Time","inadequately","7","","",""
"Big worries","2010","Part Time","general elemantary","107","0.348612400491604","0.297430414542761","0.399794386440448"
"Big worries","2010","Part Time","middle vocational","730","0.360695214890109","0.339805897910754","0.381584531869463"
"Big worries","2010","Part Time","vocational + Abi","96","0.365893238761154","0.308224682604673","0.423561794917636"
"Big worries","2010","Part Time","higher vocational","112","0.44922096229537","0.389779339231452","0.508662585359288"
"Big worries","2010","Part Time","higher education","292","0.340179836978272","0.307593379359443","0.3727662945971"
"Big worries","2010","Not Working","in school","44","0.206310779227393","0.15183965217149","0.260781906283297"
"Big worries","2010","Not Working","inadequately","30","0.368473148952326","0.267108318600861","0.469837979303791"
"Big worries","2010","Not Working","general elemantary","303","0.340050328915728","0.30950540037734","0.370595257454116"
"Big worries","2010","Not Working","middle vocational","1394","0.447213369761492","0.430103613498013","0.464323126024972"
"Big worries","2010","Not Working","vocational + Abi","92","0.485134807840106","0.419391797288083","0.550877818392129"
"Big worries","2010","Not Working","higher vocational","190","0.457145430137049","0.408387546660111","0.505903313613987"
"Big worries","2010","Not Working","higher education","517","0.485699028126386","0.455849839592089","0.515548216660684"
"Some worries","2010","Full Time","in school","","","",""
"Some worries","2010","Full Time","inadequately","11","","",""
"Some worries","2010","Full Time","general elemantary","187","0.469834696642952","0.417093854086562","0.522575539199342"
"Some worries","2010","Full Time","middle vocational","1512","0.514587645965217","0.496736018975533","0.532439272954902"
"Some worries","2010","Full Time","vocational + Abi","249","0.589451523858947","0.544150787692374","0.634752260025519"
"Some worries","2010","Full Time","higher vocational","276","0.493236074505018","0.452791590170326","0.533680558839709"
"Some worries","2010","Full Time","higher education","1026","0.519645826309947","0.497402193838788","0.541889458781107"
"Some worries","2010","Part Time","in school","35","0.699094199873404","0.578968147173719","0.819220252573089"
"Some worries","2010","Part Time","inadequately","13","","",""
"Some worries","2010","Part Time","general elemantary","174","0.475053165530371","0.421417367956195","0.528688963104548"
"Some worries","2010","Part Time","middle vocational","1046","0.503365173246283","0.481615124234483","0.525115222258084"
"Some worries","2010","Part Time","vocational + Abi","140","0.51231186444349","0.452468087440013","0.572155641446967"
"Some worries","2010","Part Time","higher vocational","132","0.455373187663893","0.395861099649993","0.514885275677794"
"Some worries","2010","Part Time","higher education","415","0.520960698673908","0.486600305103149","0.555321092244666"
"Some worries","2010","Not Working","in school","99","0.490626232264711","0.423332621669621","0.557919842859801"
"Some worries","2010","Not Working","inadequately","30","0.405895966243746","0.302708468065979","0.509083464421514"
"Some worries","2010","Not Working","general elemantary","430","0.483713704260012","0.451491770543881","0.515935637976144"
"Some worries","2010","Not Working","middle vocational","1446","0.430028481791828","0.412991884575315","0.44706507900834"
"Some worries","2010","Not Working","vocational + Abi","106","0.436554806024341","0.371314373732084","0.501795238316597"
"Some worries","2010","Not Working","higher vocational","179","0.429339439706396","0.380892625187533","0.477786254225258"
"Some worries","2010","Not Working","higher education","463","0.401795805555098","0.372516035234225","0.431075575875972"
"No worries","2010","Full Time","in school","","","",""
"No worries","2010","Full Time","inadequately","1","","",""
"No worries","2010","Full Time","general elemantary","52","0.156125311288234","0.117768322218316","0.194482300358152"
"No worries","2010","Full Time","middle vocational","373","0.12716325222535","0.115263441936745","0.139063062513955"
"No worries","2010","Full Time","vocational + Abi","51","0.114315400845731","0.0850138296678328","0.14361697202363"
"No worries","2010","Full Time","higher vocational","57","0.107063387315546","0.0820507292882151","0.132076045342876"
"No worries","2010","Full Time","higher education","176","0.128864265774659","0.113947304201305","0.143781227348012"
"No worries","2010","Part Time","in school","14","","",""
"No worries","2010","Part Time","inadequately","6","","",""
"No worries","2010","Part Time","general elemantary","52","0.176334433978024","0.135401771584319","0.21726709637173"
"No worries","2010","Part Time","middle vocational","254","0.135939611863608","0.121030727963279","0.150848495763936"
"No worries","2010","Part Time","vocational + Abi","32","0.121794896795356","0.0826393567654727","0.160950436825239"
"No worries","2010","Part Time","higher vocational","25","","",""
"No worries","2010","Part Time","higher education","105","0.138859464347821","0.115074920011378","0.162644008684263"
"No worries","2010","Not Working","in school","69","0.303062988507896","0.241198222349936","0.364927754665857"
"No worries","2010","Not Working","inadequately","27","","",""
"No worries","2010","Not Working","general elemantary","191","0.17623596682426","0.151668476644038","0.200803457004482"
"No worries","2010","Not Working","middle vocational","404","0.12275814844668","0.111465585908229","0.134050710985131"
"No worries","2010","Not Working","vocational + Abi","24","","",""
"No worries","2010","Not Working","higher vocational","32","0.113515130156555","0.0824667859612787","0.144563474351831"
"No worries","2010","Not Working","higher education","97","0.112505166318515","0.0936335373585744","0.131376795278457"
"Big worries","2011","Full Time","in school","2","","",""
"Big worries","2011","Full Time","inadequately","9","","",""
"Big worries","2011","Full Time","general elemantary","109","0.216178793904489","0.178764576641209","0.253593011167769"
"Big worries","2011","Full Time","middle vocational","1084","0.298000517632061","0.283139998937171","0.312861036326951"
"Big worries","2011","Full Time","vocational + Abi","161","0.286898780188372","0.249302001514478","0.324495558862266"
"Big worries","2011","Full Time","higher vocational","260","0.39446953643327","0.357517516134576","0.431421556731963"
"Big worries","2011","Full Time","higher education","738","0.320946036713261","0.301833913479486","0.340058159947036"
"Big worries","2011","Part Time","in school","11","","",""
"Big worries","2011","Part Time","inadequately","10","","",""
"Big worries","2011","Part Time","general elemantary","102","0.260968001457383","0.219698548345545","0.30223745456922"
"Big worries","2011","Part Time","middle vocational","720","0.279888588469483","0.26256864256296","0.297208534376006"
"Big worries","2011","Part Time","vocational + Abi","85","0.201276671095759","0.160641022583501","0.241912319608017"
"Big worries","2011","Part Time","higher vocational","95","0.334951657324527","0.281808855226561","0.388094459422493"
"Big worries","2011","Part Time","higher education","268","0.26973537577443","0.241630969052553","0.297839782496307"
"Big worries","2011","Not Working","in school","37","0.147839970277896","0.103395108277163","0.192284832278629"
"Big worries","2011","Not Working","inadequately","24","","",""
"Big worries","2011","Not Working","general elemantary","324","0.277310800035952","0.252055436160687","0.302566163911218"
"Big worries","2011","Not Working","middle vocational","1441","0.354028481542877","0.339464878602612","0.368592084483142"
"Big worries","2011","Not Working","vocational + Abi","77","0.315823104886493","0.260066205911423","0.371580003861562"
"Big worries","2011","Not Working","higher vocational","193","0.411255399114806","0.366483205234721","0.456027592994892"
"Big worries","2011","Not Working","higher education","508","0.394364405160205","0.368030048117544","0.420698762202866"
"Some worries","2011","Full Time","in school","2","","",""
"Some worries","2011","Full Time","inadequately","21","","",""
"Some worries","2011","Full Time","general elemantary","234","0.513116452621935","0.467686515651921","0.558546389591949"
"Some worries","2011","Full Time","middle vocational","1940","0.532242672498303","0.516031209531061","0.548454135465544"
"Some worries","2011","Full Time","vocational + Abi","302","0.569360923861672","0.528202262485657","0.610519585237688"
"Some worries","2011","Full Time","higher vocational","325","0.496843374031895","0.459040501334352","0.534646246729438"
"Some worries","2011","Full Time","higher education","1284","0.543157089869806","0.522763815819141","0.56355036392047"
"Some worries","2011","Part Time","in school","31","0.526521515097403","0.399118334275925","0.65392469591888"
"Some worries","2011","Part Time","inadequately","22","","",""
"Some worries","2011","Part Time","general elemantary","233","0.533470300174462","0.48658915260952","0.580351447739403"
"Some worries","2011","Part Time","middle vocational","1410","0.553985281849811","0.534808408623504","0.573162155076118"
"Some worries","2011","Part Time","vocational + Abi","229","0.629435961755825","0.580489680531062","0.678382242980588"
"Some worries","2011","Part Time","higher vocational","172","0.570192622957552","0.514451654946776","0.625933590968328"
"Some worries","2011","Part Time","higher education","528","0.548149797316908","0.516635167788532","0.579664426845284"
"Some worries","2011","Not Working","in school","120","0.48730147219559","0.424712914203696","0.549890030187484"
"Some worries","2011","Not Working","inadequately","58","0.435490753870007","0.348571080889335","0.522410426850678"
"Some worries","2011","Not Working","general elemantary","573","0.479437047332389","0.45125342052375","0.507620674141028"
"Some worries","2011","Not Working","middle vocational","2018","0.488714450347576","0.473491375129995","0.503937525565158"
"Some worries","2011","Not Working","vocational + Abi","148","0.536807111235134","0.476995908984475","0.596618313485793"
"Some worries","2011","Not Working","higher vocational","218","0.464982578360338","0.419599766212559","0.510365390508118"
"Some worries","2011","Not Working","higher education","651","0.468772868115797","0.441882947093536","0.495662789138058"
"No worries","2011","Full Time","in school","1","","",""
"No worries","2011","Full Time","inadequately","13","","",""
"No worries","2011","Full Time","general elemantary","122","0.270704753473576","0.2303196456291","0.311089861318053"
"No worries","2011","Full Time","middle vocational","615","0.169756809869636","0.157559239652281","0.181954380086991"
"No worries","2011","Full Time","vocational + Abi","93","0.143740295949956","0.114579275611758","0.172901316288154"
"No worries","2011","Full Time","higher vocational","87","0.108687089534835","0.0851546185052613","0.132219560564409"
"No worries","2011","Full Time","higher education","270","0.135896873416933","0.121867822057253","0.149925924776613"
"No worries","2011","Part Time","in school","17","","",""
"No worries","2011","Part Time","inadequately","13","","",""
"No worries","2011","Part Time","general elemantary","100","0.205561698368156","0.167586098017041","0.24353729871927"
"No worries","2011","Part Time","middle vocational","451","0.166126129680706","0.151767161106618","0.180485098254794"
"No worries","2011","Part Time","vocational + Abi","60","0.169287367148416","0.131281558913208","0.207293175383624"
"No worries","2011","Part Time","higher vocational","36","0.0948557197179209","0.0618630511521317","0.12784838828371"
"No worries","2011","Part Time","higher education","162","0.182114826908662","0.157675786088128","0.206553867729195"
"No worries","2011","Not Working","in school","88","0.364858557526514","0.304580042788973","0.425137072264055"
"No worries","2011","Not Working","inadequately","43","0.386400989836406","0.301040966562936","0.471761013109877"
"No worries","2011","Not Working","general elemantary","310","0.243252152631659","0.21904752536631","0.267456779897008"
"No worries","2011","Not Working","middle vocational","683","0.157257068109547","0.146170536735686","0.168343599483408"
"No worries","2011","Not Working","vocational + Abi","42","0.147369783878373","0.104851371147831","0.189888196608916"
"No worries","2011","Not Working","higher vocational","53","0.123762022524855","0.0937984332153204","0.15372561183439"
"No worries","2011","Not Working","higher education","164","0.136862726723998","0.118342312375561","0.155383141072435"
"Big worries","2012","Full Time","in school","","","",""
"Big worries","2012","Full Time","inadequately","14","","",""
"Big worries","2012","Full Time","general elemantary","116","0.271264229486501","0.229954781287306","0.312573677685696"
"Big worries","2012","Full Time","middle vocational","1387","0.383894075627866","0.367855302618524","0.399932848637208"
"Big worries","2012","Full Time","vocational + Abi","198","0.345176769172791","0.305870415993681","0.3844831223519"
"Big worries","2012","Full Time","higher vocational","308","0.442297968763529","0.405426512767901","0.479169424759157"
"Big worries","2012","Full Time","higher education","889","0.380824539014409","0.360629572269672","0.401019505759146"
"Big worries","2012","Part Time","in school","15","","",""
"Big worries","2012","Part Time","inadequately","13","","",""
"Big worries","2012","Part Time","general elemantary","133","0.326638023940626","0.283545686022066","0.369730361859187"
"Big worries","2012","Part Time","middle vocational","894","0.343984242675315","0.325355725611976","0.362612759738653"
"Big worries","2012","Part Time","vocational + Abi","127","0.336695894203756","0.289243202080799","0.384148586326714"
"Big worries","2012","Part Time","higher vocational","93","0.338072676602243","0.281117219154531","0.395028134049954"
"Big worries","2012","Part Time","higher education","358","0.343550902869627","0.314674945497006","0.372426860242248"
"Big worries","2012","Not Working","in school","38","0.146623001688789","0.0984354969828573","0.194810506394721"
"Big worries","2012","Not Working","inadequately","47","0.391045594310939","0.305839843920529","0.476251344701348"
"Big worries","2012","Not Working","general elemantary","392","0.322575553739147","0.295881065215507","0.349270042262788"
"Big worries","2012","Not Working","middle vocational","1719","0.402483094125106","0.387694221905344","0.417271966344868"
"Big worries","2012","Not Working","vocational + Abi","107","0.478518487632527","0.418146004937499","0.538890970327556"
"Big worries","2012","Not Working","higher vocational","247","0.484528170575095","0.439866235396078","0.529190105754111"
"Big worries","2012","Not Working","higher education","638","0.462227099551382","0.435950802701197","0.488503396401567"
"Some worries","2012","Full Time","in school","","","",""
"Some worries","2012","Full Time","inadequately","23","","",""
"Some worries","2012","Full Time","general elemantary","237","0.544920616356162","0.498652876429776","0.591188356282547"
"Some worries","2012","Full Time","middle vocational","1667","0.47570287702934","0.459232847801842","0.492172906256838"
"Some worries","2012","Full Time","vocational + Abi","275","0.475532214868824","0.43424369506939","0.516820734668257"
"Some worries","2012","Full Time","higher vocational","334","0.488902738657172","0.451792417405389","0.526013059908955"
"Some worries","2012","Full Time","higher education","1125","0.518783337028899","0.498003738644986","0.539562935412813"
"Some worries","2012","Part Time","in school","35","0.542682794539359","0.421574689302336","0.663790899776382"
"Some worries","2012","Part Time","inadequately","27","","",""
"Some worries","2012","Part Time","general elemantary","224","0.494847397862862","0.44890757298179","0.540787222743934"
"Some worries","2012","Part Time","middle vocational","1249","0.510915525801763","0.491312714362911","0.530518337240615"
"Some worries","2012","Part Time","vocational + Abi","199","0.486173122215697","0.435986324553999","0.536359919877395"
"Some worries","2012","Part Time","higher vocational","138","0.54915641891294","0.489248238143299","0.60906459968258"
"Some worries","2012","Part Time","higher education","565","0.564438652932124","0.534289622042139","0.594587683822108"
"Some worries","2012","Not Working","in school","95","0.557233879721828","0.489568134984201","0.624899624459455"
"Some worries","2012","Not Working","inadequately","44","0.290191997149711","0.210946247165319","0.369437747134104"
"Some worries","2012","Not Working","general elemantary","508","0.446941798091316","0.418550428033809","0.475333168148823"
"Some worries","2012","Not Working","middle vocational","1891","0.454428967067415","0.43941329442741","0.46944463970742"
"Some worries","2012","Not Working","vocational + Abi","117","0.39866452829658","0.339490324114516","0.457838732478644"
"Some worries","2012","Not Working","higher vocational","192","0.427875368184258","0.383659361346462","0.472091375022053"
"Some worries","2012","Not Working","higher education","631","0.448521785057392","0.422310220021264","0.47473335009352"
"No worries","2012","Full Time","in school","","","",""
"No worries","2012","Full Time","inadequately","9","","",""
"No worries","2012","Full Time","general elemantary","92","0.183815154157338","0.14782754415407","0.219802764160606"
"No worries","2012","Full Time","middle vocational","478","0.140403047342794","0.12894598057178","0.151860114113808"
"No worries","2012","Full Time","vocational + Abi","89","0.179291015958386","0.147576813736835","0.211005218179937"
"No worries","2012","Full Time","higher vocational","55","0.0687992925792989","0.0500084896904416","0.0875900954681562"
"No worries","2012","Full Time","higher education","207","0.100392123956691","0.0878938437396359","0.112890404173747"
"No worries","2012","Part Time","in school","15","","",""
"No worries","2012","Part Time","inadequately","13","","",""
"No worries","2012","Part Time","general elemantary","98","0.178514578196511","0.143327827244663","0.21370132914836"
"No worries","2012","Part Time","middle vocational","355","0.145100231522922","0.131288646334916","0.158911816710928"
