"plh0034","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","16-34 y.","1-pers.-HH","207","0.405914781148968","0.364874667677316","0.446954894620619","1"
"Big worries","2009","16-34 y.","(Married) couple without C. ","268","0.410450849262214","0.374863908991484","0.446037789532945","1"
"Big worries","2009","16-34 y.","Single parent ","115","0.313214052550147","0.267648370592543","0.358779734507751","1"
"Big worries","2009","16-34 y.","Couple + C. LE 16 ","288","0.391638450231621","0.356820904423154","0.426455996040087","1"
"Big worries","2009","16-34 y.","Couple + C. GT 16 ","358","0.351591462902059","0.323009357192558","0.380173568611561","1"
"Big worries","2009","16-34 y.","Couple + C. LE and GT 16","97","0.249691874611767","0.205348414492062","0.294035334731473","1"
"Big worries","2009","35-65 y.","1-pers.-HH","580","0.50897068664624","0.480325262635299","0.537616110657182","1"
"Big worries","2009","35-65 y.","(Married) couple without C. ","1785","0.554842989861681","0.537655914438931","0.572030065284432","1"
"Big worries","2009","35-65 y.","Single parent ","272","0.51644012655293","0.47377452232399","0.559105730781869","1"
"Big worries","2009","35-65 y.","Couple + C. LE 16 ","987","0.467146796446991","0.445721150004602","0.488572442889379","1"
"Big worries","2009","35-65 y.","Couple + C. GT 16 ","1017","0.536488029332385","0.514024226459434","0.558951832205336","1"
"Big worries","2009","35-65 y.","Couple + C. LE and GT 16","356","0.428391766192418","0.394144122037511","0.462639410347325","1"
"Big worries","2009","66 and older","1-pers.-HH","582","0.514467645701457","0.485506002409868","0.543429288993045","1"
"Big worries","2009","66 and older","(Married) couple without C. ","1569","0.586238010602761","0.56760906697086","0.604866954234662","1"
"Big worries","2009","66 and older","Single parent ","26","","","","1"
"Big worries","2009","66 and older","Couple + C. LE 16 ","2","","","","1"
"Big worries","2009","66 and older","Couple + C. GT 16 ","102","0.560899826165659","0.487788288991905","0.634011363339414","1"
"Big worries","2009","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No worries","2009","16-34 y.","Couple + C. GT 16 ","173","0.144647584913567","0.12359144126509","0.165703728562044","3"
"No worries","2009","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","2009","16-34 y.","Couple + C. LE 16 ","105","0.156365919106302","0.130458585104766","0.182273253107838","3"
"No worries","2009","16-34 y.","(Married) couple without C. ","91","0.092157524964863","0.0712322722630348","0.113082777666691","3"
"No worries","2009","16-34 y.","Couple + C. LE and GT 16","77","0.243756910667536","0.199770682126669","0.287743139208403","3"
"No worries","2009","66 and older","Single parent ","15","","","","3"
"No worries","2009","66 and older","Couple + C. GT 16 ","12","","","","3"
"No worries","2009","16-34 y.","Single parent ","82","0.203443177908156","0.163894087342997","0.242992268473314","3"
"No worries","2009","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","2009","16-34 y.","1-pers.-HH","77","0.13678136561309","0.108064263171317","0.165498468054864","3"
