"plh0034","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(0) in school","Male","46","0.254380846291242","0.187522593861383","0.321239098721102"
"Big worries","2009","(0) in school","Female","27","","",""
"Big worries","2009","(1a) inadequately completed","Male","23","","",""
"Big worries","2009","(1a) inadequately completed","Female","41","0.428514338009074","0.327938892470765","0.529089783547383"
"Big worries","2009","(1b) general elementary school","Male","166","0.443379072826656","0.394634193025507","0.492123952627804"
"Big worries","2009","(1b) general elementary school","Female","458","0.49423128836424","0.462800443428885","0.525662133299595"
"Big worries","2009","(1c) basic vocational qualification","Male","1400","0.519573454716665","0.500383914185134","0.538762995248195"
"Big worries","2009","(1c) basic vocational qualification","Female","1158","0.533082269884227","0.51224423620429","0.553920303564164"
"Big worries","2009","(2b) intermediate general qualification","Male","55","0.402143351682766","0.328651529767622","0.47563517359791"
"Big worries","2009","(2b) intermediate general qualification","Female","102","0.422614782177451","0.362455398092003","0.482774166262898"
"Big worries","2009","(2a) intermediate vocational","Male","928","0.503074225867494","0.480284377757249","0.52586407397774"
"Big worries","2009","(2a) intermediate vocational","Female","1198","0.475215976668048","0.455718265187604","0.494713688148491"
"Big worries","2009","(2c_gen) general maturity certificate","Male","118","0.36040500371124","0.308045591252018","0.412764416170462"
"Big worries","2009","(2c_gen) general maturity certificate","Female","115","0.329625232369601","0.281597372383665","0.377653092355537"
"Big worries","2009","(2c_voc) vocational maturity certificate","Male","293","0.531302777827255","0.490408051169052","0.572197504485459"
"Big worries","2009","(2c_voc) vocational maturity certificate","Female","356","0.476787652252582","0.441137293031693","0.512438011473471"
"Big worries","2009","(3a) lower tertiary education","Male","473","0.585520627628921","0.552402849763657","0.618638405494185"
"Big worries","2009","(3a) lower tertiary education","Female","356","0.488862071570972","0.45247548520286","0.525248657939085"
"Big worries","2009","(3b) higher tertiary education","Male","749","0.531235395553654","0.50443650060698","0.558034290500327"
"Big worries","2009","(3b) higher tertiary education","Female","550","0.493790758071126","0.464484275078751","0.523097241063501"
"Some worries","2009","(0) in school","Male","84","0.553127453263484","0.476803873190157","0.629451033336811"
"Some worries","2009","(0) in school","Female","73","0.564302305704207","0.482166482084821","0.646438129323594"
"Some worries","2009","(1a) inadequately completed","Male","41","0.570081575759741","0.460215826704904","0.679947324814579"
"Some worries","2009","(1a) inadequately completed","Female","31","0.3908718279343","0.29170232312324","0.490041332745359"
"Some worries","2009","(1b) general elementary school","Male","165","0.407331963772754","0.359121463133449","0.45554246441206"
"Some worries","2009","(1b) general elementary school","Female","388","0.380427142160148","0.349906272941457","0.410948011378839"
"Some worries","2009","(1c) basic vocational qualification","Male","976","0.385192606538793","0.366501452650599","0.403883760426987"
"Some worries","2009","(1c) basic vocational qualification","Female","862","0.373884251755878","0.353675693352977","0.394092810158779"
"Some worries","2009","(2b) intermediate general qualification","Male","83","0.408872358861387","0.33518643288943","0.482558284833345"
"Some worries","2009","(2b) intermediate general qualification","Female","116","0.406793858287807","0.3469680986082","0.466619617967414"
"Some worries","2009","(2a) intermediate vocational","Male","767","0.414665925454521","0.392210012638135","0.437121838270908"
"Some worries","2009","(2a) intermediate vocational","Female","1128","0.453024850205938","0.433589488333493","0.472460212078382"
"Some worries","2009","(2c_gen) general maturity certificate","Male","149","0.473586884871594","0.419135364091108","0.52803840565208"
"Some worries","2009","(2c_gen) general maturity certificate","Female","191","0.521659409244185","0.470622270125059","0.572696548363312"
"Some worries","2009","(2c_voc) vocational maturity certificate","Male","237","0.396269988209705","0.35618635768408","0.43635361873533"
"Some worries","2009","(2c_voc) vocational maturity certificate","Female","343","0.456884767028936","0.421328861040222","0.49244067301765"
"Some worries","2009","(3a) lower tertiary education","Male","309","0.336096399306434","0.304340598428021","0.367852200184847"
"Some worries","2009","(3a) lower tertiary education","Female","323","0.434457427428631","0.398375863587922","0.470538991269339"
"Some worries","2009","(3b) higher tertiary education","Male","504","0.394629982189926","0.368381664640366","0.420878299739486"
"Some worries","2009","(3b) higher tertiary education","Female","482","0.419427365834353","0.390501667592756","0.448353064075951"
"No worries","2009","(0) in school","Male","33","0.192491700445274","0.131966840845511","0.253016560045036"
"No worries","2009","(0) in school","Female","40","0.255642072446601","0.183383205552432","0.32790093934077"
"No worries","2009","(1a) inadequately completed","Male","14","","",""
"No worries","2009","(1a) inadequately completed","Female","21","","",""
"No worries","2009","(1b) general elementary school","Male","68","0.14928896340059","0.114321306843641","0.184256619957539"
"No worries","2009","(1b) general elementary school","Female","126","0.125341569475612","0.104526313018477","0.146156825932747"
"No worries","2009","(1c) basic vocational qualification","Male","228","0.0952339387445418","0.0839595858337968","0.106508291655287"
"No worries","2009","(1c) basic vocational qualification","Female","182","0.0930334783598954","0.0809008556822118","0.105166101037579"
"No worries","2009","(2b) intermediate general qualification","Male","33","0.188984289455847","0.130305989819073","0.247662589092621"
"No worries","2009","(2b) intermediate general qualification","Female","41","0.170591359534743","0.12478128463685","0.216401434432635"
"No worries","2009","(2a) intermediate vocational","Male","154","0.0822598486779842","0.0697361256331952","0.0947835717227733"
"No worries","2009","(2a) intermediate vocational","Female","194","0.0717591731260146","0.0616825070605399","0.0818358391914892"
"No worries","2009","(2c_gen) general maturity certificate","Male","56","0.166008111417166","0.125429946988149","0.206586275846182"
"No worries","2009","(2c_gen) general maturity certificate","Female","62","0.148715358386214","0.112362422392924","0.185068294379503"
"No worries","2009","(2c_voc) vocational maturity certificate","Male","42","0.0724272339630399","0.051186230930538","0.0936682369955418"
"No worries","2009","(2c_voc) vocational maturity certificate","Female","55","0.066327580718482","0.0485649714950175","0.0840901899419465"
"No worries","2009","(3a) lower tertiary education","Male","68","0.0783829730646452","0.0603143632660543","0.0964515828632362"
"No worries","2009","(3a) lower tertiary education","Female","46","0.0766805010003972","0.0573119307910396","0.0960490712097547"
"No worries","2009","(3b) higher tertiary education","Male","79","0.0741346222564204","0.0600650647080116","0.0882041798048293"
"No worries","2009","(3b) higher tertiary education","Female","86","0.0867818760945208","0.0702801654483105","0.103283586740731"
"Big worries","2010","(0) in school","Male","36","0.225211830409208","0.159661802280813","0.290761858537602"
"Big worries","2010","(0) in school","Female","16","","",""
"Big worries","2010","(1a) inadequately completed","Male","22","","",""
"Big worries","2010","(1a) inadequately completed","Female","25","","",""
"Big worries","2010","(1b) general elementary school","Male","108","0.358092507447379","0.307792364753961","0.408392650140797"
"Big worries","2010","(1b) general elementary school","Female","302","0.363538628704852","0.331703280692369","0.395373976717335"
"Big worries","2010","(1c) basic vocational qualification","Male","1022","0.434365191688271","0.414286151195339","0.454444232181202"
"Big worries","2010","(1c) basic vocational qualification","Female","837","0.418362386394621","0.39673256631936","0.439992206469883"
"Big worries","2010","(2b) intermediate general qualification","Male","43","0.271989672515619","0.202823378568581","0.341155966462657"
"Big worries","2010","(2b) intermediate general qualification","Female","72","0.341089948305798","0.28160587435752","0.400574022254075"
"Big worries","2010","(2a) intermediate vocational","Male","694","0.395759070636275","0.37268903826497","0.418829103007581"
"Big worries","2010","(2a) intermediate vocational","Female","923","0.400060428969133","0.380210602493345","0.419910255444921"
"Big worries","2010","(2c_gen) general maturity certificate","Male","82","0.305218529458304","0.253706523201067","0.356730535715542"
"Big worries","2010","(2c_gen) general maturity certificate","Female","69","0.22910416520362","0.184629224981633","0.273579105425608"
"Big worries","2010","(2c_voc) vocational maturity certificate","Male","231","0.398820706982264","0.357972837636392","0.439668576328136"
"Big worries","2010","(2c_voc) vocational maturity certificate","Female","251","0.346384767597915","0.311434655795421","0.38133487940041"
"Big worries","2010","(3a) lower tertiary education","Male","365","0.442137278202879","0.407850805569587","0.476423750836172"
"Big worries","2010","(3a) lower tertiary education","Female","264","0.363814521097613","0.328047103987659","0.399581938207568"
"Big worries","2010","(3b) higher tertiary education","Male","548","0.40627810563609","0.379148813162786","0.433407398109394"
"Big worries","2010","(3b) higher tertiary education","Female","368","0.326812635085259","0.298668799908402","0.354956470262117"
"Some worries","2010","(0) in school","Male","70","0.494621422278187","0.41616460844973","0.573078236106644"
"Some worries","2010","(0) in school","Female","64","0.575254361930886","0.484516176646494","0.665992547215277"
"Some worries","2010","(1a) inadequately completed","Male","26","","",""
"Some worries","2010","(1a) inadequately completed","Female","35","0.49072401946456","0.380486406629523","0.600961632299598"
"Some worries","2010","(1b) general elementary school","Male","177","0.501487184668383","0.449030183339747","0.55394418599702"
"Some worries","2010","(1b) general elementary school","Female","421","0.479044637895418","0.445982072966574","0.512107202824261"
"Some worries","2010","(1c) basic vocational qualification","Male","1063","0.441556174813029","0.421440708165034","0.461671641461024"
"Some worries","2010","(1c) basic vocational qualification","Female","945","0.479820696489542","0.457914530612464","0.50172686236662"
"Some worries","2010","(2b) intermediate general qualification","Male","81","0.408456496625069","0.332052552656173","0.484860440593966"
"Some worries","2010","(2b) intermediate general qualification","Female","123","0.482266532128778","0.419569084700546","0.54496397955701"
"Some worries","2010","(2a) intermediate vocational","Male","816","0.479531171141748","0.455962587782441","0.503099754501056"
"Some worries","2010","(2a) intermediate vocational","Female","1167","0.493202534930347","0.472945772753221","0.513459297107473"
"Some worries","2010","(2c_gen) general maturity certificate","Male","163","0.472423676504105","0.41657827992617","0.528269073082039"
"Some worries","2010","(2c_gen) general maturity certificate","Female","206","0.589309506110834","0.537246399419375","0.641372612802293"
"Some worries","2010","(2c_voc) vocational maturity certificate","Male","267","0.494854187006263","0.453145592470849","0.536562781541677"
"Some worries","2010","(2c_voc) vocational maturity certificate","Female","379","0.543091759720444","0.506502030447862","0.579681488993025"
"Some worries","2010","(3a) lower tertiary education","Male","363","0.422844646069552","0.388739701147628","0.456949590991476"
"Some worries","2010","(3a) lower tertiary education","Female","347","0.513899250939706","0.476740780717989","0.551057721161424"
"Some worries","2010","(3b) higher tertiary education","Male","625","0.486820708919066","0.459211477981146","0.514429939856986"
"Some worries","2010","(3b) higher tertiary education","Female","569","0.52832972965475","0.498376913717445","0.558282545592054"
"No worries","2010","(0) in school","Male","50","0.280166747312605","0.209695811553608","0.350637683071601"
