"plh0034","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","1-pers.-HH","Male","573","0.492644772682711","0.464498571327598","0.520790974037823","1"
"Big worries","2009","1-pers.-HH","Female","796","0.48936144225924","0.465256019880784","0.513466864637696","1"
"Big worries","2009","(Married) couple without C. ","Male","1862","0.560271086451842","0.543315617946986","0.577226554956697","1"
"Big worries","2009","(Married) couple without C. ","Female","1760","0.537529879048119","0.520618344152332","0.554441413943907","1"
"Big worries","2009","Single parent ","Male","115","0.391016570723148","0.334560914268484","0.447472227177813","1"
"Big worries","2009","Single parent ","Female","298","0.426155563451594","0.389521909386436","0.462789217516752","1"
"Big worries","2009","Couple + C. LE 16 ","Male","656","0.463085601886411","0.436758282228742","0.489412921544079","1"
"Big worries","2009","Couple + C. LE 16 ","Female","621","0.426946287013717","0.401617548261279","0.452275025766155","1"
"Big worries","2009","Couple + C. GT 16 ","Male","819","0.477276739259946","0.453491231024064","0.501062247495828","1"
"Big worries","2009","Couple + C. GT 16 ","Female","658","0.449329216771344","0.423708448005439","0.474949985537248","1"
"Big worries","2009","Couple + C. LE and GT 16","Male","241","0.364201856299067","0.325307182519601","0.403096530078532","1"
"Big worries","2009","Couple + C. LE and GT 16","Female","213","0.365164001287947","0.326047378671603","0.404280623904291","1"
"No worries","2009","Couple + C. LE and GT 16","Male","69","0.164406262353979","0.13444802934612","0.194364495361839","3"
"No worries","2009","1-pers.-HH","Male","146","0.109544011964932","0.091960835618803","0.127127188311062","3"
"No worries","2009","(Married) couple without C. ","Male","267","0.0818095749778602","0.072447187185602","0.0911719627701185","3"
"No worries","2009","(Married) couple without C. ","Female","246","0.0672802274243329","0.0587833530243049","0.0757771018243608","3"
"No worries","2009","Single parent ","Male","44","0.173864564827453","0.13001772409443","0.217711405560476","3"
"No worries","2009","Couple + C. LE 16 ","Male","113","0.0974606353377043","0.0818013774009976","0.113119893274411","3"
"No worries","2009","Couple + C. LE 16 ","Female","129","0.0952333240577067","0.0802021796022234","0.11026446851319","3"
"No worries","2009","Couple + C. GT 16 ","Male","162","0.0903646612740747","0.0767117784610565","0.104017544087093","3"
"No worries","2009","Couple + C. LE and GT 16","Female","75","0.140493803027209","0.112261930195077","0.168725675859342","3"
"No worries","2009","1-pers.-HH","Female","198","0.121065866517692","0.105335744470162","0.136795988565222","3"
"No worries","2009","Single parent ","Female","87","0.125798465996373","0.101232009042608","0.150364922950138","3"
"No worries","2009","Couple + C. GT 16 ","Female","147","0.104850808454293","0.0890711567257635","0.120630460182823","3"
"Some worries","2009","Couple + C. LE and GT 16","Male","278","0.471391881346954","0.431044310603923","0.511739452089986","2"
"Some worries","2009","(Married) couple without C. ","Male","1163","0.357919338570298","0.34154342435104","0.374295252789556","2"
"Some worries","2009","(Married) couple without C. ","Female","1333","0.395189893527548","0.378607305320428","0.411772481734668","2"
"Some worries","2009","Couple + C. LE 16 ","Male","609","0.439453762775885","0.413248664258478","0.465658861293292","2"
"Some worries","2009","Couple + C. LE 16 ","Female","715","0.477820388928576","0.452242095062336","0.503398682794816","2"
"Some worries","2009","Couple + C. LE and GT 16","Female","294","0.494342195684844","0.453723235923535","0.534961155446153","2"
"Some worries","2009","1-pers.-HH","Male","493","0.397811215352357","0.370256138670079","0.425366292034634","2"
