"plh0034","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2009","Schleswig-Holstein","1-pers.-HH","29","","","","1"
"Big worries","2009","Schleswig-Holstein","(Married) couple without C. ","88","0.448189792855641","0.3807679228993","0.515611662811981","1"
"Big worries","2009","Schleswig-Holstein","Single parent ","11","","","","1"
"Big worries","2009","Schleswig-Holstein","Couple + C. LE 16 ","26","","","","1"
"Big worries","2009","Schleswig-Holstein","Couple + C. GT 16 ","22","","","","1"
"Big worries","2009","Schleswig-Holstein","Couple + C. LE and GT 16","12","","","","1"
"Big worries","2009","Hamburg","1-pers.-HH","32","0.443790780084297","0.33281940746403","0.554762152704563","1"
"Big worries","2009","Hamburg","(Married) couple without C. ","46","0.420833955241167","0.326403871565571","0.515264038916763","1"
"Big worries","2009","Hamburg","Single parent ","8","","","","1"
"Big worries","2009","Hamburg","Couple + C. LE 16 ","9","","","","1"
"Big worries","2009","Hamburg","Couple + C. GT 16 ","6","","","","1"
"Big worries","2009","Hamburg","Couple + C. LE and GT 16","10","","","","1"
"Big worries","2009","Lower Saxony","1-pers.-HH","136","0.563770538849341","0.501545974779653","0.625995102919029","1"
"Big worries","2009","Lower Saxony","(Married) couple without C. ","336","0.529843389727402","0.490524811969348","0.569161967485456","1"
"Big worries","2009","Lower Saxony","Single parent ","35","0.489384121270412","0.364954338976556","0.613813903564268","1"
"Big worries","2009","Lower Saxony","Couple + C. LE 16 ","128","0.494592170319328","0.437246416419985","0.551937924218672","1"
"Big worries","2009","Lower Saxony","Couple + C. GT 16 ","115","0.37849352737587","0.319876704776358","0.437110349975381","1"
"Big worries","2009","Lower Saxony","Couple + C. LE and GT 16","48","0.424630968668551","0.334291351793892","0.514970585543211","1"
"Big worries","2009","Bremen","1-pers.-HH","10","","","","1"
"Big worries","2009","Bremen","(Married) couple without C. ","26","","","","1"
"Big worries","2009","Bremen","Single parent ","4","","","","1"
"Big worries","2009","Bremen","Couple + C. LE 16 ","7","","","","1"
"Big worries","2009","Bremen","Couple + C. GT 16 ","5","","","","1"
"Big worries","2009","Bremen","Couple + C. LE and GT 16","","","","","1"
"Big worries","2009","North Rhine-Westphalia","1-pers.-HH","282","0.522411963253587","0.48016512375434","0.564658802752835","1"
"Big worries","2009","North Rhine-Westphalia","(Married) couple without C. ","744","0.603870648525447","0.577475982863595","0.630265314187299","1"
"Big worries","2009","North Rhine-Westphalia","Single parent ","74","0.415253326567003","0.339836785994372","0.490669867139634","1"
"Big worries","2009","North Rhine-Westphalia","Couple + C. LE 16 ","273","0.424317138569187","0.384638030783423","0.463996246354952","1"
