"plh0034","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","2009","(0) in school","West Germany","64","0.226173167778993","0.174210570541152","0.278135765016835"
"Big worries","2009","(0) in school","East Germany","9","","",""
"Big worries","2009","(1a) inadequately completed","West Germany","60","0.376074325062961","0.299319506974881","0.452829143151041"
"Big worries","2009","(1a) inadequately completed","East Germany","4","","",""
"Big worries","2009","(1b) general elementary school","West Germany","551","0.478970751278651","0.450658914237288","0.507282588320014"
"Big worries","2009","(1b) general elementary school","East Germany","73","0.475107046036545","0.401119235842126","0.549094856230965"
"Big worries","2009","(1c) basic vocational qualification","West Germany","2090","0.535434585306598","0.519686591546338","0.551182579066859"
"Big worries","2009","(1c) basic vocational qualification","East Germany","468","0.46413370976507","0.432470756812146","0.495796662717994"
"Big worries","2009","(2b) intermediate general qualification","West Germany","125","0.41750461956432","0.364458217279483","0.470551021849157"
"Big worries","2009","(2b) intermediate general qualification","East Germany","32","0.400465212164992","0.30345339380943","0.497477030520554"
"Big worries","2009","(2a) intermediate vocational","West Germany","1401","0.499630597513529","0.481120597121545","0.518140597905512"
"Big worries","2009","(2a) intermediate vocational","East Germany","725","0.458470733865694","0.433792220890407","0.483149246840981"
"Big worries","2009","(2c_gen) general maturity certificate","West Germany","191","0.351648785408346","0.311413305688499","0.391884265128194"
"Big worries","2009","(2c_gen) general maturity certificate","East Germany","42","0.310988061094994","0.236910326340704","0.385065795849285"
"Big worries","2009","(2c_voc) vocational maturity certificate","West Germany","554","0.503247626843694","0.474030825147873","0.532464428539516"
"Big worries","2009","(2c_voc) vocational maturity certificate","East Germany","95","0.488015350662892","0.418912609738619","0.557118091587165"
"Big worries","2009","(3a) lower tertiary education","West Germany","487","0.548512833553806","0.517131194030948","0.579894473076663"
"Big worries","2009","(3a) lower tertiary education","East Germany","342","0.536020184184512","0.49641248995403","0.575627878414994"
"Big worries","2009","(3b) higher tertiary education","West Germany","977","0.513571822014843","0.49082068099823","0.536322963031457"
"Big worries","2009","(3b) higher tertiary education","East Germany","322","0.517843168443762","0.477727110581292","0.557959226306232"
