"m11104","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"At least once a month","2001","Single parent ","Female","45","0.0728552710895893","0.0544501803786896","0.0912603618004891"
"At least once a month","2001","Couple + C. LE 16 ","Male","200","0.0863283053881478","0.074973338995075","0.0976832717812206"
"At least once a month","2001","Couple + C. LE 16 ","Female","149","0.0672685011591565","0.0572324945433345","0.0773045077749785"
"At least once a month","2001","Couple + C. GT 16 ","Male","146","0.0780390275616179","0.0659811956406354","0.0900968594826004"
"At least once a month","2001","Couple + C. GT 16 ","Female","102","0.0623188286017932","0.0508647456322179","0.0737729115713684"
"At least once a month","2001","Couple + C. LE and GT 16","Male","71","0.0855163282300788","0.0672157686263742","0.103816887833783"
"At least once a month","2001","Couple + C. LE and GT 16","Female","56","0.0648501877866927","0.0482362307825503","0.0814641447908351"
"At lease once a week","2001","1-pers.-HH","Male","392","0.305128350318884","0.279520043168975","0.330736657468792"
"At lease once a week","2001","1-pers.-HH","Female","431","0.228035446258845","0.208332831069615","0.247738061448076"
"At lease once a week","2001","(Married) couple without C. ","Male","794","0.234047773221668","0.219849280004485","0.248246266438851"
"At lease once a week","2001","(Married) couple without C. ","Female","842","0.250890534439644","0.236394931175303","0.265386137703985"
"At lease once a week","2001","Single parent ","Male","124","0.361349034501229","0.31123539157542","0.411462677427038"
"At lease once a week","2001","Single parent ","Female","191","0.268077884888431","0.236709176627341","0.29944659314952"
"At lease once a week","2001","Couple + C. LE 16 ","Male","638","0.276881103445279","0.25878997430581","0.294972232584748"
"At lease once a week","2001","Couple + C. LE 16 ","Female","649","0.280957251825006","0.262948889495176","0.298965614154837"
"At lease once a week","2001","Couple + C. GT 16 ","Male","595","0.321236693564539","0.300245903533866","0.342227483595211"
"At lease once a week","2001","Couple + C. GT 16 ","Female","536","0.328006230188111","0.305760495364494","0.350251965011728"
"At lease once a week","2001","Couple + C. LE and GT 16","Male","289","0.344359640427835","0.313264621018771","0.3754546598369"
"At lease once a week","2001","Couple + C. LE and GT 16","Female","241","0.306485452255751","0.275381928897583","0.337588975613918"
"Almost never or never","2002","1-pers.-HH","Male","","","",""
"Almost never or never","2002","1-pers.-HH","Female","","","",""
"Almost never or never","2002","(Married) couple without C. ","Male","","","",""
"Almost never or never","2002","(Married) couple without C. ","Female","","","",""
"Almost never or never","2002","Single parent ","Male","","","",""
"Almost never or never","2002","Single parent ","Female","","","",""
"Almost never or never","2002","Couple + C. LE 16 ","Male","","","",""
"Almost never or never","2002","Couple + C. LE 16 ","Female","","","",""
"Almost never or never","2002","Couple + C. GT 16 ","Male","","","",""
"Almost never or never","2002","Couple + C. GT 16 ","Female","","","",""
"Almost never or never","2002","Couple + C. LE and GT 16","Male","","","",""
"Almost never or never","2002","Couple + C. LE and GT 16","Female","","","",""
"Several times a year","2002","1-pers.-HH","Male","","","",""
"Several times a year","2002","1-pers.-HH","Female","","","",""
"Several times a year","2002","(Married) couple without C. ","Male","","","",""
"Several times a year","2002","(Married) couple without C. ","Female","","","",""
"Several times a year","2002","Single parent ","Male","","","",""
"Several times a year","2002","Single parent ","Female","","","",""
"Several times a year","2002","Couple + C. LE 16 ","Male","","","",""
"Several times a year","2002","Couple + C. LE 16 ","Female","","","",""
"Several times a year","2002","Couple + C. GT 16 ","Male","","","",""
"Several times a year","2002","Couple + C. GT 16 ","Female","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","Male","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","Female","","","",""
"At least once a month","2002","1-pers.-HH","Male","","","",""
"At least once a month","2002","1-pers.-HH","Female","","","",""
"At least once a month","2002","(Married) couple without C. ","Male","","","",""
"At least once a month","2002","(Married) couple without C. ","Female","","","",""
"At least once a month","2002","Single parent ","Male","","","",""
"At least once a month","2002","Single parent ","Female","","","",""
"At least once a month","2002","Couple + C. LE 16 ","Male","","","",""
"At least once a month","2002","Couple + C. LE 16 ","Female","","","",""
"At least once a month","2002","Couple + C. GT 16 ","Male","","","",""
"At least once a month","2002","Couple + C. GT 16 ","Female","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","Male","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","Female","","","",""
"At lease once a week","2002","1-pers.-HH","Male","","","",""
"At lease once a week","2002","1-pers.-HH","Female","","","",""
"At lease once a week","2002","(Married) couple without C. ","Male","","","",""
"At lease once a week","2002","(Married) couple without C. ","Female","","","",""
"At lease once a week","2002","Single parent ","Male","","","",""
"At lease once a week","2002","Single parent ","Female","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","Male","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","Female","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","Male","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","Female","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","Male","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","Female","","","",""
"Almost never or never","2003","1-pers.-HH","Male","468","0.376053816065691","0.349413167282969","0.402694464848412"
"Almost never or never","2003","1-pers.-HH","Female","887","0.541573696541201","0.517929632694225","0.565217760388177"
"Almost never or never","2003","(Married) couple without C. ","Male","1586","0.452270660592576","0.436070608866933","0.468470712318218"
"Almost never or never","2003","(Married) couple without C. ","Female","1582","0.457786887985768","0.441643913186475","0.473929862785062"
"Almost never or never","2003","Single parent ","Male","103","0.295655050332787","0.247915328271339","0.343394772394236"
"Almost never or never","2003","Single parent ","Female","329","0.425855390802088","0.39086150828925","0.460849273314927"
"Almost never or never","2003","Couple + C. LE 16 ","Male","593","0.295501038847227","0.276205778756427","0.314796298938026"
"Almost never or never","2003","Couple + C. LE 16 ","Female","684","0.320335321017696","0.30086401414907","0.339806627886323"
"Almost never or never","2003","Couple + C. GT 16 ","Male","598","0.325312037586171","0.30514463407703","0.345479441095311"
"Almost never or never","2003","Couple + C. GT 16 ","Female","579","0.342409843557227","0.320925896664845","0.363893790449609"
"Almost never or never","2003","Couple + C. LE and GT 16","Male","275","0.311249695889469","0.281619669278399","0.34087972250054"
"Almost never or never","2003","Couple + C. LE and GT 16","Female","279","0.343307138254669","0.312338166893114","0.374276109616223"
"Several times a year","2003","1-pers.-HH","Male","223","0.174367578087489","0.153499979799726","0.195235176375252"
"Several times a year","2003","1-pers.-HH","Female","201","0.115460773135008","0.100296054497","0.130625491773016"
"Several times a year","2003","(Married) couple without C. ","Male","640","0.178827013999196","0.166354095614432","0.191299932383961"
"Several times a year","2003","(Married) couple without C. ","Female","611","0.16329558925005","0.15131880730656","0.17527237119354"
"Several times a year","2003","Single parent ","Male","77","0.231225578463132","0.187118130271536","0.275333026654728"
"Several times a year","2003","Single parent ","Female","151","0.222187848013864","0.192767492097335","0.251608203930393"
"Several times a year","2003","Couple + C. LE 16 ","Male","562","0.270607706568899","0.251819660432075","0.289395752705723"
"Several times a year","2003","Couple + C. LE 16 ","Female","490","0.224856118029393","0.207434485337238","0.242277750721548"
"Several times a year","2003","Couple + C. GT 16 ","Male","469","0.211384812554943","0.193808899365092","0.228960725744793"
"Several times a year","2003","Couple + C. GT 16 ","Female","378","0.187297008993587","0.169632781559026","0.204961236428147"
"Several times a year","2003","Couple + C. LE and GT 16","Male","181","0.196662530690976","0.171226080930093","0.222098980451859"
"Several times a year","2003","Couple + C. LE and GT 16","Female","181","0.192127341837968","0.166431061718309","0.217823621957628"
"At least once a month","2003","1-pers.-HH","Male","95","0.0802689141311985","0.0653254819405013","0.0952123463218957"
"At least once a month","2003","1-pers.-HH","Female","90","0.0502148932343153","0.0398518448208769","0.0605779416477538"
"At least once a month","2003","(Married) couple without C. ","Male","247","0.0680739785747265","0.0598758358068828","0.0762721213425702"
"At least once a month","2003","(Married) couple without C. ","Female","217","0.0614175818436247","0.0536381218779264","0.0691970418093229"
"At least once a month","2003","Single parent ","Male","30","0.0947889380097225","0.0641447380282892","0.125433137991156"
"At least once a month","2003","Single parent ","Female","55","0.0652305837441402","0.0477551369193086","0.0827060305689718"
"At least once a month","2003","Couple + C. LE 16 ","Male","236","0.117387901341741","0.103775725211119","0.131000077472364"
"At least once a month","2003","Couple + C. LE 16 ","Female","175","0.0702081352910137","0.0595463010282294","0.0808699695537981"
"At least once a month","2003","Couple + C. GT 16 ","Male","203","0.102233312399407","0.0891918468224343","0.115274777976379"
"At least once a month","2003","Couple + C. GT 16 ","Female","168","0.0863639572218515","0.0736460346508381","0.0990818797928649"
"At least once a month","2003","Couple + C. LE and GT 16","Male","92","0.103646721726526","0.084140908449697","0.123152535003355"
"At least once a month","2003","Couple + C. LE and GT 16","Female","73","0.0757487085602491","0.0584908515877217","0.0930065655327765"
"At lease once a week","2003","1-pers.-HH","Male","484","0.369309691715622","0.342766712826819","0.395852670604425"
"At lease once a week","2003","1-pers.-HH","Female","528","0.292750637089476","0.271158591700053","0.314342682478899"
"At lease once a week","2003","(Married) couple without C. ","Male","1153","0.300828346833502","0.285900901968319","0.315755791698684"
"At lease once a week","2003","(Married) couple without C. ","Female","1249","0.317499940920557","0.302416860128518","0.332583021712596"
"At lease once a week","2003","Single parent ","Male","141","0.378330433194358","0.327595163260503","0.429065703128213"
"At lease once a week","2003","Single parent ","Female","232","0.286726177439907","0.254721590662953","0.318730764216862"
"At lease once a week","2003","Couple + C. LE 16 ","Male","757","0.316503353242133","0.296834080411851","0.336172626072415"
"At lease once a week","2003","Couple + C. LE 16 ","Female","857","0.384600425661897","0.364298893614928","0.404901957708866"
"At lease once a week","2003","Couple + C. GT 16 ","Male","803","0.36106983745948","0.340393636690724","0.381746038228235"
"At lease once a week","2003","Couple + C. GT 16 ","Female","749","0.383929190227335","0.361909856176036","0.405948524278635"
"At lease once a week","2003","Couple + C. LE and GT 16","Male","390","0.388441051693029","0.357250116592904","0.419631986793154"
"At lease once a week","2003","Couple + C. LE and GT 16","Female","370","0.388816811347114","0.357021547518535","0.420612075175692"
"Almost never or never","2004","1-pers.-HH","Male","","","",""
"Almost never or never","2004","1-pers.-HH","Female","","","",""
"Almost never or never","2004","(Married) couple without C. ","Male","","","",""
"Almost never or never","2004","(Married) couple without C. ","Female","","","",""
"Almost never or never","2004","Single parent ","Male","","","",""
"Almost never or never","2004","Single parent ","Female","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","Male","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","Female","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","Male","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","Female","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","Male","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","Female","","","",""
"Several times a year","2004","1-pers.-HH","Male","","","",""
"Several times a year","2004","1-pers.-HH","Female","","","",""
"Several times a year","2004","(Married) couple without C. ","Male","","","",""
"Several times a year","2004","(Married) couple without C. ","Female","","","",""
"Several times a year","2004","Single parent ","Male","","","",""
"Several times a year","2004","Single parent ","Female","","","",""
"Several times a year","2004","Couple + C. LE 16 ","Male","","","",""
"Several times a year","2004","Couple + C. LE 16 ","Female","","","",""
"Several times a year","2004","Couple + C. GT 16 ","Male","","","",""
"Several times a year","2004","Couple + C. GT 16 ","Female","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","Male","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","Female","","","",""
"At least once a month","2004","1-pers.-HH","Male","","","",""
"At least once a month","2004","1-pers.-HH","Female","","","",""
"At least once a month","2004","(Married) couple without C. ","Male","","","",""
"At least once a month","2004","(Married) couple without C. ","Female","","","",""
"At least once a month","2004","Single parent ","Male","","","",""
"At least once a month","2004","Single parent ","Female","","","",""
"At least once a month","2004","Couple + C. LE 16 ","Male","","","",""
"At least once a month","2004","Couple + C. LE 16 ","Female","","","",""
"At least once a month","2004","Couple + C. GT 16 ","Male","","","",""
"At least once a month","2004","Couple + C. GT 16 ","Female","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","Male","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","Female","","","",""
"At lease once a week","2004","1-pers.-HH","Male","","","",""
"At lease once a week","2004","1-pers.-HH","Female","","","",""
"At lease once a week","2004","(Married) couple without C. ","Male","","","",""
"At lease once a week","2004","(Married) couple without C. ","Female","","","",""
"At lease once a week","2004","Single parent ","Male","","","",""
"At lease once a week","2004","Single parent ","Female","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","Male","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","Female","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","Male","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","Female","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","Male","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","Female","","","",""
"Almost never or never","2005","1-pers.-HH","Male","501","0.404129864577981","0.376904288325768","0.431355440830195"
"Almost never or never","2005","1-pers.-HH","Female","890","0.544015114361419","0.520374072824581","0.567656155898257"
"Almost never or never","2005","(Married) couple without C. ","Male","1661","0.504532829631413","0.487921261715033","0.521144397547794"
"Almost never or never","2005","(Married) couple without C. ","Female","1601","0.486172743028591","0.469703522331893","0.502641963725288"
"Almost never or never","2005","Single parent ","Male","115","0.338352089513883","0.288059205975188","0.388644973052578"
"Almost never or never","2005","Single parent ","Female","345","0.446744692331738","0.411445635571136","0.48204374909234"
"Almost never or never","2005","Couple + C. LE 16 ","Male","584","0.343712672861656","0.321820258497502","0.36560508722581"
"Almost never or never","2005","Couple + C. LE 16 ","Female","645","0.347640614045949","0.326176595327323","0.369104632764575"
"Almost never or never","2005","Couple + C. GT 16 ","Male","643","0.328406530180916","0.307317348634276","0.349495711727557"
"Almost never or never","2005","Couple + C. GT 16 ","Female","601","0.358682652149614","0.336108303690383","0.381257000608846"
"Almost never or never","2005","Couple + C. LE and GT 16","Male","241","0.295942681270643","0.26545289878614","0.326432463755146"
"Almost never or never","2005","Couple + C. LE and GT 16","Female","269","0.347020099619075","0.314771372028628","0.379268827209523"
"Several times a year","2005","1-pers.-HH","Male","220","0.170423491895439","0.149562557814714","0.191284425976164"
"Several times a year","2005","1-pers.-HH","Female","218","0.109898639824657","0.0950529018728042","0.12474437777651"
"Several times a year","2005","(Married) couple without C. ","Male","560","0.165237254944523","0.152897856612044","0.177576653277002"
"Several times a year","2005","(Married) couple without C. ","Female","511","0.141187947408308","0.129713889052274","0.152662005764342"
"Several times a year","2005","Single parent ","Male","82","0.242681864121892","0.197113181625675","0.288250546618109"
"Several times a year","2005","Single parent ","Female","158","0.218492539605508","0.189152852648457","0.24783222656256"
"Several times a year","2005","Couple + C. LE 16 ","Male","460","0.250333336939788","0.230364980444559","0.270301693435017"
"Several times a year","2005","Couple + C. LE 16 ","Female","451","0.245120185188075","0.225732285191093","0.264508085185056"
"Several times a year","2005","Couple + C. GT 16 ","Male","398","0.210406650887483","0.192103238127654","0.228710063647312"
"Several times a year","2005","Couple + C. GT 16 ","Female","355","0.224073605060247","0.204447724204716","0.243699485915777"
"Several times a year","2005","Couple + C. LE and GT 16","Male","193","0.244763577125353","0.216045102126683","0.273482052124023"
"Several times a year","2005","Couple + C. LE and GT 16","Female","175","0.220362862780444","0.192282622224783","0.248443103336105"
"At least once a month","2005","1-pers.-HH","Male","125","0.0981402606959387","0.0816345624249905","0.114645958966887"
"At least once a month","2005","1-pers.-HH","Female","110","0.0650972239286256","0.0533874001807651","0.0768070476764862"
"At least once a month","2005","(Married) couple without C. ","Male","230","0.0706042462419453","0.062093371056881","0.0791151214270096"
"At least once a month","2005","(Married) couple without C. ","Female","218","0.0611195809843977","0.0532261738903486","0.0690129880784469"
"At least once a month","2005","Single parent ","Male","33","0.109679402344818","0.076463628061959","0.142895176627676"
"At least once a month","2005","Single parent ","Female","46","0.0707770870141647","0.0525684724646435","0.0889857015636859"
"At least once a month","2005","Couple + C. LE 16 ","Male","166","0.0854529859992753","0.0725670634266932","0.0983389085718574"
"At least once a month","2005","Couple + C. LE 16 ","Female","160","0.0885122204336931","0.0757101748384076","0.101314266028979"
"At least once a month","2005","Couple + C. GT 16 ","Male","188","0.108552097678938","0.0945830212077152","0.122521174150161"
"At least once a month","2005","Couple + C. GT 16 ","Female","162","0.0934005854389597","0.0797041971135664","0.107096973764353"
"At least once a month","2005","Couple + C. LE and GT 16","Male","75","0.0869628463972364","0.0681411998460533","0.105784492948419"
"At least once a month","2005","Couple + C. LE and GT 16","Female","70","0.0843813373023018","0.0655506625558947","0.103212012048709"
"At lease once a week","2005","1-pers.-HH","Male","402","0.327306382830641","0.301273234726558","0.353339530934724"
"At lease once a week","2005","1-pers.-HH","Female","487","0.280989021885298","0.259653742401161","0.302324301369435"
"At lease once a week","2005","(Married) couple without C. ","Male","1029","0.259625669182118","0.245059077049363","0.274192261314875"
"At lease once a week","2005","(Married) couple without C. ","Female","1208","0.311519728578703","0.296259617158083","0.326779839999324"
"At lease once a week","2005","Single parent ","Male","110","0.309286644019407","0.26015761934008","0.358415668698735"
"At lease once a week","2005","Single parent ","Female","213","0.263985681048589","0.232688593663541","0.295282768433638"
"At lease once a week","2005","Couple + C. LE 16 ","Male","598","0.320501004199281","0.298990133741993","0.342011874656569"
"At lease once a week","2005","Couple + C. LE 16 ","Female","635","0.318726980332283","0.297724415418186","0.339729545246381"
"At lease once a week","2005","Couple + C. GT 16 ","Male","676","0.352634721252662","0.331179260859545","0.37409018164578"
"At lease once a week","2005","Couple + C. GT 16 ","Female","616","0.323843157351179","0.301818222590077","0.345868092112282"
"At lease once a week","2005","Couple + C. LE and GT 16","Male","352","0.372330895206768","0.340040271870333","0.404621518543203"
"At lease once a week","2005","Couple + C. LE and GT 16","Female","323","0.348235700298179","0.315960622919022","0.380510777677336"
"Almost never or never","2006","1-pers.-HH","Male","","","",""
"Almost never or never","2006","1-pers.-HH","Female","","","",""
"Almost never or never","2006","(Married) couple without C. ","Male","","","",""
"Almost never or never","2006","(Married) couple without C. ","Female","","","",""
"Almost never or never","2006","Single parent ","Male","","","",""
"Almost never or never","2006","Single parent ","Female","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","Male","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","Female","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","Male","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","Female","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","Male","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","Female","","","",""
"Several times a year","2006","1-pers.-HH","Male","","","",""
"Several times a year","2006","1-pers.-HH","Female","","","",""
"Several times a year","2006","(Married) couple without C. ","Male","","","",""
"Several times a year","2006","(Married) couple without C. ","Female","","","",""
"Several times a year","2006","Single parent ","Male","","","",""
"Several times a year","2006","Single parent ","Female","","","",""
"Several times a year","2006","Couple + C. LE 16 ","Male","","","",""
"Several times a year","2006","Couple + C. LE 16 ","Female","","","",""
"Several times a year","2006","Couple + C. GT 16 ","Male","","","",""
"Several times a year","2006","Couple + C. GT 16 ","Female","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","Male","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","Female","","","",""
"At least once a month","2006","1-pers.-HH","Male","","","",""
"At least once a month","2006","1-pers.-HH","Female","","","",""
"At least once a month","2006","(Married) couple without C. ","Male","","","",""
"At least once a month","2006","(Married) couple without C. ","Female","","","",""
"At least once a month","2006","Single parent ","Male","","","",""
"At least once a month","2006","Single parent ","Female","","","",""
"At least once a month","2006","Couple + C. LE 16 ","Male","","","",""
"At least once a month","2006","Couple + C. LE 16 ","Female","","","",""
"At least once a month","2006","Couple + C. GT 16 ","Male","","","",""
"At least once a month","2006","Couple + C. GT 16 ","Female","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","Male","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","Female","","","",""
"At lease once a week","2006","1-pers.-HH","Male","","","",""
"At lease once a week","2006","1-pers.-HH","Female","","","",""
"At lease once a week","2006","(Married) couple without C. ","Male","","","",""
"At lease once a week","2006","(Married) couple without C. ","Female","","","",""
"At lease once a week","2006","Single parent ","Male","","","",""
"At lease once a week","2006","Single parent ","Female","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","Male","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","Female","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","Male","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","Female","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","Male","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","Female","","","",""
"Almost never or never","2007","1-pers.-HH","Male","557","0.423130635063875","0.396568586066686","0.449692684061065"
"Almost never or never","2007","1-pers.-HH","Female","894","0.51150371701778","0.488588972261799","0.534418461773761"
"Almost never or never","2007","(Married) couple without C. ","Male","1725","0.475415712438711","0.459214554213138","0.491616870664283"
"Almost never or never","2007","(Married) couple without C. ","Female","1621","0.457187058628839","0.441094050035262","0.473280067222415"
"Almost never or never","2007","Single parent ","Male","106","0.344459102471949","0.291815615180069","0.397102589763829"
"Almost never or never","2007","Single parent ","Female","361","0.482417854889545","0.447237633393586","0.517598076385503"
"Almost never or never","2007","Couple + C. LE 16 ","Male","530","0.298410705239309","0.276942336220712","0.319879074257906"
"Almost never or never","2007","Couple + C. LE 16 ","Female","604","0.322610414140628","0.301238974098806","0.343981854182449"
"Almost never or never","2007","Couple + C. GT 16 ","Male","611","0.326386774074999","0.305066302079125","0.347707246070872"
"Almost never or never","2007","Couple + C. GT 16 ","Female","550","0.351681448928985","0.328780218855719","0.37458267900225"
"Almost never or never","2007","Couple + C. LE and GT 16","Male","202","0.304175764927205","0.269417936207158","0.338933593647252"
"Almost never or never","2007","Couple + C. LE and GT 16","Female","203","0.350123980541248","0.313896580990174","0.386351380092323"
"Several times a year","2007","1-pers.-HH","Male","219","0.153662591430367","0.134274214880814","0.173050967979919"
"Several times a year","2007","1-pers.-HH","Female","205","0.112920655168091","0.0984119744543259","0.127429335881856"
"Several times a year","2007","(Married) couple without C. ","Male","554","0.161388849894524","0.149453951162356","0.173323748626691"
"Several times a year","2007","(Married) couple without C. ","Female","522","0.141916928606387","0.130643735377714","0.153190121835061"
"Several times a year","2007","Single parent ","Male","60","0.208895938306631","0.16386015432948","0.253931722283782"
"Several times a year","2007","Single parent ","Female","148","0.211891100021401","0.183120646127934","0.240661553914869"
"Several times a year","2007","Couple + C. LE 16 ","Male","454","0.274629792156099","0.25368847198818","0.295571112324017"
"Several times a year","2007","Couple + C. LE 16 ","Female","415","0.222489228688415","0.203474810559604","0.241503646817226"
"Several times a year","2007","Couple + C. GT 16 ","Male","399","0.223349478525923","0.204411634876776","0.24228732217507"
"Several times a year","2007","Couple + C. GT 16 ","Female","328","0.230637920532405","0.210434700174326","0.250841140890484"
"Several times a year","2007","Couple + C. LE and GT 16","Male","138","0.21305543863302","0.18211981036572","0.24399106690032"
"Several times a year","2007","Couple + C. LE and GT 16","Female","115","0.168014733193931","0.139619693666384","0.196409772721478"
"At least once a month","2007","1-pers.-HH","Male","112","0.084366754966175","0.0694239527061492","0.0993095572262009"
"At least once a month","2007","1-pers.-HH","Female","106","0.0534754237125427","0.0431619952642546","0.0637888521608309"
"At least once a month","2007","(Married) couple without C. ","Male","227","0.062564943446286","0.0547082866500439","0.0704216002425281"
"At least once a month","2007","(Married) couple without C. ","Female","201","0.0499027532883085","0.0428686058686689","0.0569369007079481"
"At least once a month","2007","Single parent ","Male","34","0.109402774118354","0.0748223147223994","0.143983233514308"
"At least once a month","2007","Single parent ","Female","52","0.0596411443013392","0.042968018273962","0.0763142703287163"
"At least once a month","2007","Couple + C. LE 16 ","Male","154","0.088024438880303","0.0747308082292103","0.101318069531396"
"At least once a month","2007","Couple + C. LE 16 ","Female","159","0.0901831132403056","0.0770878285016538","0.103278397978957"
"At least once a month","2007","Couple + C. GT 16 ","Male","185","0.0934908760191653","0.0802536818117581","0.106728070226573"
"At least once a month","2007","Couple + C. GT 16 ","Female","128","0.067924839043626","0.0558569965927455","0.0799926814945065"
"At least once a month","2007","Couple + C. LE and GT 16","Male","63","0.097208984052171","0.0748275775418625","0.119590390562479"
"At least once a month","2007","Couple + C. LE and GT 16","Female","58","0.0757762349004601","0.0556776234901314","0.0958748463107888"
"At lease once a week","2007","1-pers.-HH","Male","441","0.338840018539583","0.313393039717339","0.364286997361827"
"At lease once a week","2007","1-pers.-HH","Female","623","0.322100204101586","0.300679277806021","0.343521130397151"
"At lease once a week","2007","(Married) couple without C. ","Male","1144","0.30063049422048","0.285754996003323","0.315505992437637"
"At lease once a week","2007","(Married) couple without C. ","Female","1337","0.350993259476466","0.335574864243302","0.366411654709629"
"At lease once a week","2007","Single parent ","Male","113","0.337242185103066","0.284867153474361","0.389617216731771"
"At lease once a week","2007","Single parent ","Female","214","0.246049900787715","0.215726344145157","0.276373457430273"
"At lease once a week","2007","Couple + C. LE 16 ","Male","607","0.338935063724289","0.316725977688069","0.361144149760509"
"At lease once a week","2007","Couple + C. LE 16 ","Female","660","0.364717243930652","0.342711451116135","0.386723036745169"
"At lease once a week","2007","Couple + C. GT 16 ","Male","663","0.356772871379913","0.334990591977787","0.378555150782038"
"At lease once a week","2007","Couple + C. GT 16 ","Female","664","0.349755791494985","0.326883453555094","0.372628129434876"
"At lease once a week","2007","Couple + C. LE and GT 16","Male","270","0.385559812387604","0.348787050839534","0.422332573935673"
"At lease once a week","2007","Couple + C. LE and GT 16","Female","290","0.406085051364361","0.368787389616591","0.44338271311213"
"Almost never or never","2008","1-pers.-HH","Male","463","0.345135013988703","0.319141384588221","0.371128643389186"
"Almost never or never","2008","1-pers.-HH","Female","795","0.461405671631016","0.43806284780625","0.484748495455783"
"Almost never or never","2008","(Married) couple without C. ","Male","1340","0.379071384094481","0.36301220012945","0.395130568059512"
"Almost never or never","2008","(Married) couple without C. ","Female","1252","0.369291263658826","0.353406613092561","0.385175914225091"
"Almost never or never","2008","Single parent ","Male","94","0.285274955156899","0.235170987633849","0.335378922679948"
"Almost never or never","2008","Single parent ","Female","293","0.377532747941375","0.34335889763515","0.411706598247601"
"Almost never or never","2008","Couple + C. LE 16 ","Male","380","0.241902776726728","0.220631837613149","0.263173715840306"
"Almost never or never","2008","Couple + C. LE 16 ","Female","458","0.275207836772791","0.253605603207272","0.296810070338311"
"Almost never or never","2008","Couple + C. GT 16 ","Male","469","0.245044562863255","0.225029614351686","0.265059511374825"
"Almost never or never","2008","Couple + C. GT 16 ","Female","409","0.258964499470952","0.237377888014409","0.280551110927494"
"Almost never or never","2008","Couple + C. LE and GT 16","Male","147","0.29170901772583","0.25569652665159","0.32772150880007"
"Almost never or never","2008","Couple + C. LE and GT 16","Female","117","0.207540265675143","0.174899485491193","0.240181045859093"
"Several times a year","2008","1-pers.-HH","Male","219","0.171675808626687","0.151057584766112","0.192294032487261"
"Several times a year","2008","1-pers.-HH","Female","184","0.107155520685404","0.09267193061782","0.121639110752988"
"Several times a year","2008","(Married) couple without C. ","Male","632","0.191427907090972","0.178405114171634","0.20445070001031"
"Several times a year","2008","(Married) couple without C. ","Female","589","0.174846887720109","0.162345018556485","0.187348756883733"
"Several times a year","2008","Single parent ","Male","58","0.207529703611313","0.162530749132789","0.252528658089837"
"Several times a year","2008","Single parent ","Female","150","0.201267055851043","0.173002283646245","0.22953182805584"
"Several times a year","2008","Couple + C. LE 16 ","Male","382","0.237765753200191","0.216620024111335","0.258911482289048"
"Several times a year","2008","Couple + C. LE 16 ","Female","356","0.210923940396358","0.191191359758304","0.230656521034411"
"Several times a year","2008","Couple + C. GT 16 ","Male","407","0.245489720782099","0.225462507649885","0.265516933914313"
"Several times a year","2008","Couple + C. GT 16 ","Female","314","0.245815028639034","0.224597831870414","0.267032225407654"
"Several times a year","2008","Couple + C. LE and GT 16","Male","135","0.196202785920299","0.164739924811553","0.227665647029046"
