"m11104","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","2015","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2015","Bavaria","West Germany","1526","0.345473946788582","0.331412221500546","0.359535672076618","1"
"Almost never or never","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2015","Baden-Württemberg","West Germany","1117","0.336987609573056","0.320681546541475","0.353293672604636","1"
"Almost never or never","2015","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2015","Saxony-Anhalt","East Germany","466","0.533924807659239","0.501279564096858","0.56657005122162","1"
"Almost never or never","2015","Thuringia","East Germany","489","0.512400320960673","0.481089594274675","0.54371104764667","1"
"Almost never or never","2015","Thuringia","West Germany","","","","","1"
"At lease once a week","2015","Schleswig-Holstein","West Germany","389","0.479745062989036","0.447069484517007","0.512420641461066","4"
"At lease once a week","2015","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2015","Hamburg","West Germany","218","0.45993967727982","0.414640200226598","0.505239154333042","4"
"At lease once a week","2015","Hamburg","East Germany","","","","","4"
"At lease once a week","2015","Lower Saxony","West Germany","1152","0.466764075147324","0.447624325660519","0.48590382463413","4"
"At lease once a week","2015","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2015","Bremen","West Germany","87","0.511145045833955","0.439113237930843","0.583176853737068","4"
"At lease once a week","2015","Bremen","East Germany","","","","","4"
"At lease once a week","2015","North Rhine-Westphalia","West Germany","2424","0.43574146413125","0.422748699875254","0.448734228387245","4"
"At lease once a week","2015","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2015","Hesse","West Germany","899","0.477856165201082","0.45534846099893","0.500363869403234","4"
"At lease once a week","2015","Hesse","East Germany","","","","","4"
"At lease once a week","2015","Rhineland-Palatinate,Saarland","West Germany","603","0.369844254281138","0.346255584144632","0.393432924417645","4"
"At lease once a week","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2015","Baden-Württemberg","West Germany","1441","0.468295507831047","0.451081718299831","0.485509297362263","4"
"At lease once a week","2015","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2015","Bavaria","West Germany","1936","0.440959229531836","0.426277120366354","0.455641338697317","4"
"At lease once a week","2015","Bavaria","East Germany","","","","","4"
"At lease once a week","2015","Berlin","West Germany","290","0.530626648068328","0.489181448387093","0.572071847749563","4"
"At lease once a week","2015","Berlin","East Germany","189","0.457850166271035","0.411191492701389","0.504508839840682","4"
"At lease once a week","2015","Brandenburg","West Germany","","","","","4"
"At lease once a week","2015","Brandenburg","East Germany","313","0.326478908439007","0.297559422478204","0.355398394399809","4"
"At lease once a week","2015","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2015","Mecklenburg-Western Pomerania","East Germany","197","0.331631138787101","0.292602990868145","0.370659286706058","4"
"At lease once a week","2015","Saxony","West Germany","","","","","4"
"At lease once a week","2015","Saxony","East Germany","570","0.373311462137982","0.349185425604638","0.397437498671327","4"
"At lease once a week","2015","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","2015","Saxony-Anhalt","East Germany","285","0.292576502758032","0.262804275037791","0.322348730478273","4"
"At lease once a week","2015","Thuringia","West Germany","","","","","4"
"At lease once a week","2015","Thuringia","East Germany","295","0.303460027363517","0.274660821405644","0.332259233321391","4"
"At least once a month","2015","Hamburg","East Germany","","","","","3"
"At least once a month","2015","Lower Saxony","West Germany","121","0.0494284446692735","0.0411125550312251","0.0577443343073219","3"
"At least once a month","2015","Schleswig-Holstein","West Germany","44","0.0355085649371374","0.0234046553552377","0.0476124745190371","3"
"At least once a month","2015","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2015","Lower Saxony","East Germany","","","","","3"
"At least once a month","2015","Hamburg","West Germany","20","","","","3"
"At least once a month","2015","Bremen","West Germany","4","","","","3"
"At least once a month","2015","Bremen","East Germany","","","","","3"
"At least once a month","2015","North Rhine-Westphalia","West Germany","260","0.05420725271668","0.0482742474491447","0.0601402579842152","3"
"At least once a month","2015","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2015","Hesse","West Germany","85","0.0495514909593123","0.0397728120685866","0.059330169850038","3"
"At least once a month","2015","Hesse","East Germany","","","","","3"
"At least once a month","2015","Rhineland-Palatinate,Saarland","West Germany","65","0.0503776216224413","0.0396904109808098","0.0610648322640729","3"
"At least once a month","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2015","Baden-Württemberg","West Germany","221","0.0625159530839133","0.0541645643502749","0.0708673418175517","3"
"At least once a month","2015","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2015","Bavaria","West Germany","290","0.0691310060676253","0.0616295043959992","0.0766325077392514","3"
"At least once a month","2015","Bavaria","East Germany","","","","","3"
"At least once a month","2015","Berlin","West Germany","23","","","","3"
"At least once a month","2015","Berlin","East Germany","28","","","","3"
"At least once a month","2015","Brandenburg","West Germany","","","","","3"
"At least once a month","2015","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2015","Brandenburg","East Germany","54","0.0326281301378047","0.0216714186929514","0.0435848415826581","3"
"At least once a month","2015","Mecklenburg-Western Pomerania","East Germany","26","","","","3"
"At least once a month","2015","Saxony","West Germany","","","","","3"
"At least once a month","2015","Saxony","East Germany","117","0.0738168620543836","0.0607746677008425","0.0868590564079247","3"
"At least once a month","2015","Saxony-Anhalt","East Germany","39","0.0542897673307339","0.039461517184377","0.0691180174770907","3"
"At least once a month","2015","Thuringia","East Germany","52","0.043656228494903","0.0308569093267773","0.0564555476630287","3"
"At least once a month","2015","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2015","Thuringia","West Germany","","","","","3"
"Several times a year","2015","Hamburg","East Germany","","","","","2"
"Several times a year","2015","Lower Saxony","West Germany","343","0.114250980088909","0.102046672500994","0.126455287676825","2"
"Several times a year","2015","Lower Saxony","East Germany","","","","","2"
"Several times a year","2015","Bremen","West Germany","24","","","","2"
"Several times a year","2015","Bremen","East Germany","","","","","2"
"Several times a year","2015","North Rhine-Westphalia","West Germany","718","0.129226950281253","0.120437188950038","0.138016711612467","2"
"Several times a year","2015","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2015","Hesse","West Germany","267","0.134724377174886","0.119339718989851","0.150109035359922","2"
"Several times a year","2015","Rhineland-Palatinate,Saarland","West Germany","251","0.146172895886135","0.128911001186981","0.16343479058529","2"
"Several times a year","2015","Hesse","East Germany","","","","","2"
"Several times a year","2015","Hamburg","West Germany","54","0.0912169406932259","0.0650477990928656","0.117386082293586","2"
"Several times a year","2015","Schleswig-Holstein","West Germany","132","0.173295671981625","0.148539762471675","0.198051581491574","2"
"Several times a year","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2015","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2015","Baden-Württemberg","West Germany","449","0.132200929511984","0.120516482251677","0.143885376772291","2"
"Several times a year","2015","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2015","Bavaria","West Germany","641","0.144435817611957","0.134040656161007","0.154830979062906","2"
"Several times a year","2015","Bavaria","East Germany","","","","","2"
"Several times a year","2015","Berlin","West Germany","71","0.113554022777061","0.0872060083681368","0.139902037185985","2"
"Several times a year","2015","Brandenburg","West Germany","","","","","2"
"Several times a year","2015","Berlin","East Germany","61","0.103602639516857","0.0750631151888668","0.132142163844847","2"
"Several times a year","2015","Brandenburg","East Germany","157","0.16593152212794","0.142988389971736","0.188874654284144","2"
"Several times a year","2015","Mecklenburg-Western Pomerania","East Germany","68","0.156285429646155","0.126183162394538","0.186387696897772","2"
"Several times a year","2015","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2015","Saxony","West Germany","","","","","2"
"Several times a year","2015","Saxony","East Germany","209","0.140972832437587","0.123614995453061","0.158330669422114","2"
"Several times a year","2015","Thuringia","West Germany","","","","","2"
"Several times a year","2015","Thuringia","East Germany","143","0.140483423180907","0.118716531592937","0.162250314768877","2"
"Several times a year","2015","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2015","Saxony-Anhalt","East Germany","107","0.119208922251996","0.0980037061046538","0.140414138399337","2"
"Almost never or never","2016","Schleswig-Holstein","West Germany","","","","","1"
"Almost never or never","2016","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2016","Hamburg","West Germany","","","","","1"
"Almost never or never","2016","Hamburg","East Germany","","","","","1"
"Almost never or never","2016","Lower Saxony","West Germany","","","","","1"
"Almost never or never","2016","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2016","Bremen","West Germany","","","","","1"
"Almost never or never","2016","Bremen","East Germany","","","","","1"
"Almost never or never","2016","North Rhine-Westphalia","West Germany","","","","","1"
"Almost never or never","2016","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2016","Hesse","West Germany","","","","","1"
"Almost never or never","2016","Hesse","East Germany","","","","","1"
"Almost never or never","2016","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Almost never or never","2016","Bavaria","East Germany","","","","","1"
"Almost never or never","2016","Berlin","West Germany","","","","","1"
"Almost never or never","2016","Berlin","East Germany","","","","","1"
"Almost never or never","2016","Brandenburg","West Germany","","","","","1"
"Almost never or never","2016","Brandenburg","East Germany","","","","","1"
"Almost never or never","2016","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2016","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Almost never or never","2016","Saxony","West Germany","","","","","1"
"Almost never or never","2016","Saxony","East Germany","","","","","1"
"Almost never or never","2016","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2016","Baden-Württemberg","West Germany","","","","","1"
"Almost never or never","2016","Bavaria","West Germany","","","","","1"
"Almost never or never","2016","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2016","Thuringia","East Germany","","","","","1"
"Almost never or never","2016","Thuringia","West Germany","","","","","1"
"Almost never or never","2016","Saxony-Anhalt","East Germany","","","","","1"
"At lease once a week","2016","Schleswig-Holstein","West Germany","","","","","4"
"At lease once a week","2016","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2016","Hamburg","West Germany","","","","","4"
"At lease once a week","2016","Hamburg","East Germany","","","","","4"
"At lease once a week","2016","Lower Saxony","West Germany","","","","","4"
"At lease once a week","2016","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2016","Bremen","West Germany","","","","","4"
"At lease once a week","2016","Bremen","East Germany","","","","","4"
"At lease once a week","2016","North Rhine-Westphalia","West Germany","","","","","4"
"At lease once a week","2016","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2016","Hesse","West Germany","","","","","4"
"At lease once a week","2016","Hesse","East Germany","","","","","4"
"At lease once a week","2016","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"At lease once a week","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2016","Baden-Württemberg","West Germany","","","","","4"
"At lease once a week","2016","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2016","Bavaria","West Germany","","","","","4"
"At lease once a week","2016","Bavaria","East Germany","","","","","4"
"At lease once a week","2016","Berlin","West Germany","","","","","4"
"At lease once a week","2016","Berlin","East Germany","","","","","4"
"At lease once a week","2016","Brandenburg","West Germany","","","","","4"
"At lease once a week","2016","Brandenburg","East Germany","","","","","4"
"At lease once a week","2016","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2016","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"At lease once a week","2016","Saxony","West Germany","","","","","4"
"At lease once a week","2016","Saxony","East Germany","","","","","4"
"At lease once a week","2016","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","2016","Saxony-Anhalt","East Germany","","","","","4"
"At lease once a week","2016","Thuringia","West Germany","","","","","4"
"At lease once a week","2016","Thuringia","East Germany","","","","","4"
"At least once a month","2016","Hamburg","East Germany","","","","","3"
"At least once a month","2016","Lower Saxony","West Germany","","","","","3"
"At least once a month","2016","Lower Saxony","East Germany","","","","","3"
"At least once a month","2016","Schleswig-Holstein","West Germany","","","","","3"
"At least once a month","2016","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2016","Hamburg","West Germany","","","","","3"
"At least once a month","2016","Bremen","West Germany","","","","","3"
"At least once a month","2016","Bremen","East Germany","","","","","3"
"At least once a month","2016","North Rhine-Westphalia","West Germany","","","","","3"
"At least once a month","2016","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2016","Hesse","West Germany","","","","","3"
"At least once a month","2016","Hesse","East Germany","","","","","3"
"At least once a month","2016","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"At least once a month","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2016","Baden-Württemberg","West Germany","","","","","3"
"At least once a month","2016","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2016","Bavaria","West Germany","","","","","3"
"At least once a month","2016","Bavaria","East Germany","","","","","3"
"At least once a month","2016","Berlin","West Germany","","","","","3"
"At least once a month","2016","Berlin","East Germany","","","","","3"
"At least once a month","2016","Brandenburg","East Germany","","","","","3"
"At least once a month","2016","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"At least once a month","2016","Brandenburg","West Germany","","","","","3"
"At least once a month","2016","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2016","Saxony","West Germany","","","","","3"
"At least once a month","2016","Saxony","East Germany","","","","","3"
"At least once a month","2016","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2016","Saxony-Anhalt","East Germany","","","","","3"
"At least once a month","2016","Thuringia","West Germany","","","","","3"
"At least once a month","2016","Thuringia","East Germany","","","","","3"
"Several times a year","2016","Hamburg","East Germany","","","","","2"
"Several times a year","2016","Lower Saxony","West Germany","","","","","2"
"Several times a year","2016","Lower Saxony","East Germany","","","","","2"
"Several times a year","2016","Bremen","West Germany","","","","","2"
"Several times a year","2016","Bremen","East Germany","","","","","2"
"Several times a year","2016","North Rhine-Westphalia","West Germany","","","","","2"
"Several times a year","2016","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2016","Hesse","West Germany","","","","","2"
"Several times a year","2016","Hesse","East Germany","","","","","2"
"Several times a year","2016","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Several times a year","2016","Hamburg","West Germany","","","","","2"
"Several times a year","2016","Schleswig-Holstein","West Germany","","","","","2"
"Several times a year","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2016","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2016","Baden-Württemberg","West Germany","","","","","2"
"Several times a year","2016","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2016","Bavaria","West Germany","","","","","2"
"Several times a year","2016","Bavaria","East Germany","","","","","2"
"Several times a year","2016","Berlin","West Germany","","","","","2"
"Several times a year","2016","Berlin","East Germany","","","","","2"
"Several times a year","2016","Brandenburg","East Germany","","","","","2"
"Several times a year","2016","Brandenburg","West Germany","","","","","2"
"Several times a year","2016","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2016","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Several times a year","2016","Thuringia","East Germany","","","","","2"
"Several times a year","2016","Saxony","West Germany","","","","","2"
"Several times a year","2016","Saxony-Anhalt","East Germany","","","","","2"
"Several times a year","2016","Thuringia","West Germany","","","","","2"
"Several times a year","2016","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2016","Saxony","East Germany","","","","","2"
"Almost never or never","2017","Schleswig-Holstein","West Germany","461","0.309299990160204","0.283542833146978","0.335057147173431","1"
"Almost never or never","2017","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2017","Hamburg","West Germany","239","0.392665112793167","0.35437969811114","0.430950527475193","1"
"Almost never or never","2017","Hamburg","East Germany","","","","","1"
"Almost never or never","2017","Lower Saxony","West Germany","1174","0.317853231338647","0.301983001291854","0.333723461385441","1"
"Almost never or never","2017","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2017","Bremen","West Germany","91","0.338542533879038","0.283794979415635","0.39329008834244","1"
"Almost never or never","2017","Bremen","East Germany","","","","","1"
"Almost never or never","2017","North Rhine-Westphalia","West Germany","2790","0.379693897696407","0.368177621582475","0.391210173810339","1"
"Almost never or never","2017","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2017","Hesse","West Germany","890","0.342090897686737","0.323162095317102","0.361019700056371","1"
"Almost never or never","2017","Hesse","East Germany","","","","","1"
"Almost never or never","2017","Rhineland-Palatinate,Saarland","West Germany","709","0.406261767300438","0.383833084831044","0.428690449769832","1"
"Almost never or never","2017","Bavaria","East Germany","","","","","1"
"Almost never or never","2017","Berlin","West Germany","206","0.316544767108412","0.280759987371795","0.35232954684503","1"
"Almost never or never","2017","Berlin","East Germany","191","0.325195822008402","0.284816020523205","0.3655756234936","1"
"Almost never or never","2017","Brandenburg","West Germany","","","","","1"
"Almost never or never","2017","Brandenburg","East Germany","568","0.475954054781423","0.448021149697343","0.503886959865503","1"
"Almost never or never","2017","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2017","Mecklenburg-Western Pomerania","East Germany","281","0.381716509595411","0.343751189551363","0.41968182963946","1"
"Almost never or never","2017","Saxony","West Germany","","","","","1"
"Almost never or never","2017","Saxony","East Germany","727","0.392794059634972","0.370461218617823","0.41512690065212","1"
"Almost never or never","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2017","Bavaria","West Germany","1854","0.361425337137458","0.34801091562809","0.374839758646826","1"
"Almost never or never","2017","Baden-Württemberg","West Germany","1267","0.312905789523052","0.297965391315167","0.327846187730938","1"
"Almost never or never","2017","Baden-Württemberg","East Germany","","","","","1"
"Almost never or never","2017","Saxony-Anhalt","West Germany","","","","","1"
"Almost never or never","2017","Thuringia","West Germany","","","","","1"
"Almost never or never","2017","Saxony-Anhalt","East Germany","539","0.521990101538763","0.491587671932772","0.552392531144755","1"
"Almost never or never","2017","Thuringia","East Germany","479","0.418574663329509","0.389618294343186","0.447531032315831","1"
"At lease once a week","2017","Schleswig-Holstein","West Germany","548","0.518462149112091","0.49061780552285","0.546306492701332","4"
"At lease once a week","2017","Schleswig-Holstein","East Germany","","","","","4"
"At lease once a week","2017","Hamburg","West Germany","271","0.466531631313038","0.427420266921304","0.505642995704772","4"
"At lease once a week","2017","Hamburg","East Germany","","","","","4"
"At lease once a week","2017","Lower Saxony","West Germany","1497","0.497272653456572","0.480231674628548","0.514313632284597","4"
"At lease once a week","2017","Lower Saxony","East Germany","","","","","4"
"At lease once a week","2017","Bremen","West Germany","136","0.539437008846654","0.481770716357763","0.597103301335544","4"
"At lease once a week","2017","Bremen","East Germany","","","","","4"
"At lease once a week","2017","North Rhine-Westphalia","West Germany","2921","0.452260822181464","0.440450177062232","0.464071467300695","4"
"At lease once a week","2017","North Rhine-Westphalia","East Germany","","","","","4"
"At lease once a week","2017","Hesse","West Germany","1098","0.487942676833774","0.467998637452902","0.507886716214645","4"
"At lease once a week","2017","Hesse","East Germany","","","","","4"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","West Germany","774","0.400183809111048","0.377809886725045","0.422557731497051","4"
"At lease once a week","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"At lease once a week","2017","Baden-Württemberg","West Germany","1707","0.50941032078315","0.493302369682026","0.525518271884274","4"
"At lease once a week","2017","Baden-Württemberg","East Germany","","","","","4"
"At lease once a week","2017","Bavaria","West Germany","2111","0.440861295276425","0.426997964866705","0.454724625686146","4"
"At lease once a week","2017","Bavaria","East Germany","","","","","4"
"At lease once a week","2017","Berlin","West Germany","319","0.521019704662574","0.482586053808452","0.559453355516696","4"
"At lease once a week","2017","Berlin","East Germany","227","0.506476415371341","0.463380472314971","0.549572358427711","4"
"At lease once a week","2017","Brandenburg","West Germany","","","","","4"
"At lease once a week","2017","Brandenburg","East Germany","406","0.326334729272941","0.300110505960835","0.352558952585047","4"
"At lease once a week","2017","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"At lease once a week","2017","Mecklenburg-Western Pomerania","East Germany","240","0.403344612751538","0.365007210491659","0.441682015011417","4"
"At lease once a week","2017","Saxony","West Germany","","","","","4"
"At lease once a week","2017","Saxony","East Germany","722","0.384296948865272","0.362052961796263","0.40654093593428","4"
"At lease once a week","2017","Saxony-Anhalt","West Germany","","","","","4"
"At lease once a week","2017","Saxony-Anhalt","East Germany","344","0.331100587320848","0.302457548230125","0.359743626411572","4"
"At lease once a week","2017","Thuringia","West Germany","","","","","4"
"At lease once a week","2017","Thuringia","East Germany","423","0.40905112566298","0.380192582167855","0.437909669158105","4"
"At least once a month","2017","Hamburg","East Germany","","","","","3"
"At least once a month","2017","Lower Saxony","West Germany","149","0.0478485207693103","0.0405737673910396","0.055123274147581","3"
"At least once a month","2017","Lower Saxony","East Germany","","","","","3"
"At least once a month","2017","Schleswig-Holstein","East Germany","","","","","3"
"At least once a month","2017","Schleswig-Holstein","West Germany","64","0.0389328040173015","0.0281533203237311","0.0497122877108719","3"
"At least once a month","2017","Hamburg","West Germany","35","0.0442605501945509","0.0281360507071869","0.060385049681915","3"
"At least once a month","2017","Bremen","West Germany","13","","","","3"
"At least once a month","2017","Bremen","East Germany","","","","","3"
"At least once a month","2017","North Rhine-Westphalia","West Germany","288","0.0448090867671215","0.0398997777341992","0.0497183958000438","3"
"At least once a month","2017","North Rhine-Westphalia","East Germany","","","","","3"
"At least once a month","2017","Hesse","West Germany","120","0.0478114109334506","0.0392981352667871","0.0563246866001141","3"
"At least once a month","2017","Hesse","East Germany","","","","","3"
"At least once a month","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"At least once a month","2017","Rhineland-Palatinate,Saarland","West Germany","89","0.0436040166717009","0.0342782316825168","0.0529298016608849","3"
"At least once a month","2017","Baden-Württemberg","West Germany","223","0.0508114676371488","0.0437351985403641","0.0578877367339335","3"
"At least once a month","2017","Baden-Württemberg","East Germany","","","","","3"
"At least once a month","2017","Bavaria","West Germany","300","0.0691189733416041","0.0620362131364147","0.0762017335467935","3"
"At least once a month","2017","Bavaria","East Germany","","","","","3"
"At least once a month","2017","Berlin","West Germany","39","0.0418838849841305","0.0264719100433338","0.0572958599249272","3"
"At least once a month","2017","Berlin","East Germany","31","0.0429114303328629","0.0254425375367256","0.0603803231290003","3"
"At least once a month","2017","Brandenburg","West Germany","","","","","3"
"At least once a month","2017","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"At least once a month","2017","Mecklenburg-Western Pomerania","East Germany","28","","","","3"
"At least once a month","2017","Brandenburg","East Germany","68","0.0480711101940973","0.036106646467308","0.0600355739208866","3"
"At least once a month","2017","Saxony","East Germany","111","0.0727242288445584","0.0608491218484566","0.0845993358406601","3"
"At least once a month","2017","Thuringia","West Germany","","","","","3"
"At least once a month","2017","Saxony","West Germany","","","","","3"
"At least once a month","2017","Saxony-Anhalt","West Germany","","","","","3"
"At least once a month","2017","Saxony-Anhalt","East Germany","35","0.0407215460820963","0.0286921676623158","0.0527509245018769","3"
"At least once a month","2017","Thuringia","East Germany","54","0.0337846575674692","0.023179737909547","0.0443895772253915","3"
"Several times a year","2017","Hamburg","East Germany","","","","","2"
"Several times a year","2017","Lower Saxony","West Germany","487","0.13702559443547","0.12530550843026","0.14874568044068","2"
"Several times a year","2017","Lower Saxony","East Germany","","","","","2"
"Several times a year","2017","Bremen","West Germany","47","0.0815512952422888","0.0498884435119765","0.113214146972601","2"
"Several times a year","2017","North Rhine-Westphalia","West Germany","823","0.123236193355008","0.115436048324672","0.131036338385343","2"
"Several times a year","2017","Bremen","East Germany","","","","","2"
"Several times a year","2017","North Rhine-Westphalia","East Germany","","","","","2"
"Several times a year","2017","Hesse","West Germany","305","0.122155014546039","0.109089275011971","0.135220754080107","2"
"Several times a year","2017","Rhineland-Palatinate,Saarland","West Germany","270","0.149950406916813","0.133646216669523","0.166254597164104","2"
"Several times a year","2017","Hesse","East Germany","","","","","2"
"Several times a year","2017","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Several times a year","2017","Baden-Württemberg","West Germany","503","0.126872422056649","0.116148103711715","0.137596740401583","2"
"Several times a year","2017","Hamburg","West Germany","80","0.0965427056992444","0.0733889402378305","0.119696471160658","2"
"Several times a year","2017","Schleswig-Holstein","West Germany","164","0.133305056710403","0.114363324845432","0.152246788575375","2"
"Several times a year","2017","Schleswig-Holstein","East Germany","","","","","2"
"Several times a year","2017","Baden-Württemberg","East Germany","","","","","2"
"Several times a year","2017","Bavaria","West Germany","662","0.128594394244513","0.119247270266669","0.137941518222357","2"
"Several times a year","2017","Bavaria","East Germany","","","","","2"
"Several times a year","2017","Berlin","East Germany","68","0.125416332287394","0.0968680127622205","0.153964651812567","2"
"Several times a year","2017","Berlin","West Germany","85","0.120551643244883","0.0955010808252102","0.145602205664557","2"
"Several times a year","2017","Brandenburg","West Germany","","","","","2"
"Several times a year","2017","Brandenburg","East Germany","186","0.149640105751539","0.129688663500372","0.169591548002705","2"
"Several times a year","2017","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Several times a year","2017","Mecklenburg-Western Pomerania","East Germany","80","0.147428141038533","0.119721845665815","0.175134436411252","2"
"Several times a year","2017","Saxony-Anhalt","East Germany","119","0.106187765058292","0.0874369953243901","0.124938534792193","2"
"Several times a year","2017","Thuringia","West Germany","","","","","2"
"Several times a year","2017","Thuringia","East Germany","159","0.138589553440042","0.118308945373514","0.158870161506571","2"
"Several times a year","2017","Saxony-Anhalt","West Germany","","","","","2"
"Several times a year","2017","Saxony","West Germany","","","","","2"
"Several times a year","2017","Saxony","East Germany","277","0.150184762655198","0.133847898190073","0.166521627120323","2"
"Almost never or never","2018","Schleswig-Holstein","West Germany","89","0.412296107010945","0.339364972830898","0.485227241190992","1"
"Almost never or never","2018","Schleswig-Holstein","East Germany","","","","","1"
"Almost never or never","2018","Hamburg","West Germany","19","","","","1"
"Almost never or never","2018","Hamburg","East Germany","","","","","1"
"Almost never or never","2018","Lower Saxony","West Germany","169","0.350005958689075","0.304923637382455","0.395088279995695","1"
"Almost never or never","2018","Lower Saxony","East Germany","","","","","1"
"Almost never or never","2018","Bremen","West Germany","39","0.646962145536449","0.528001772056713","0.765922519016186","1"
"Almost never or never","2018","Bremen","East Germany","","","","","1"
"Almost never or never","2018","Brandenburg","West Germany","","","","","1"
"Almost never or never","2018","North Rhine-Westphalia","West Germany","397","0.410942817225547","0.378098224340908","0.443787410110185","1"
"Almost never or never","2018","North Rhine-Westphalia","East Germany","","","","","1"
"Almost never or never","2018","Hesse","West Germany","240","0.443922039081227","0.398811675493782","0.489032402668671","1"
"Almost never or never","2018","Hesse","East Germany","","","","","1"
"Almost never or never","2018","Rhineland-Palatinate,Saarland","West Germany","113","0.450075515329284","0.385919656506478","0.51423137415209","1"
"Almost never or never","2018","Brandenburg","East Germany","61","0.36294684446224","0.276552769602379","0.449340919322101","1"
"Almost never or never","2018","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Almost never or never","2018","Saxony","East Germany","72","0.413976922015825","0.330581710023622","0.497372134008029","1"
"Almost never or never","2018","Mecklenburg-Western Pomerania","East Germany","22","","","","1"
"Almost never or never","2018","Saxony","West Germany","","","","","1"
"Almost never or never","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Almost never or never","2018","Baden-Württemberg","West Germany","204","0.321639230596553","0.278385461914033","0.364892999279073","1"
"Almost never or never","2018","Baden-Württemberg","East Germany","","","","","1"
