"m11104","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"At lease once a week","2013","Brandenburg","Single parent ","44","0.380606705847683","0.290281685286421","0.470931726408946"
"At lease once a week","2013","Brandenburg","Couple + C. LE 16 ","71","0.440856148679118","0.375249632204921","0.506462665153315"
"At lease once a week","2013","Brandenburg","Couple + C. GT 16 ","25","","",""
"At lease once a week","2013","Brandenburg","Couple + C. LE and GT 16","24","","",""
"At lease once a week","2013","Mecklenburg-Western Pomerania","1-pers.-HH","42","0.457716397114962","0.359077882203632","0.556354912026292"
"At lease once a week","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","86","0.336156656562248","0.272112633071143","0.400200680053354"
"At lease once a week","2013","Mecklenburg-Western Pomerania","Single parent ","18","","",""
"At lease once a week","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","52","0.470272315658883","0.388179536099061","0.552365095218705"
"At lease once a week","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","20","","",""
"At lease once a week","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","14","","",""
"At lease once a week","2013","Saxony","1-pers.-HH","116","0.470574795178053","0.409432076434269","0.531717513921838"
"At lease once a week","2013","Saxony","(Married) couple without C. ","236","0.376508761463489","0.336872300935909","0.416145221991069"
"At lease once a week","2013","Saxony","Single parent ","50","0.393361740260386","0.313297049760844","0.473426430759929"
"At lease once a week","2013","Saxony","Couple + C. LE 16 ","184","0.418486199777271","0.371586052192573","0.46538634736197"
"At lease once a week","2013","Saxony","Couple + C. GT 16 ","93","0.577189638369275","0.506573942954088","0.647805333784463"
"At lease once a week","2013","Saxony","Couple + C. LE and GT 16","33","0.437401432025023","0.339187191052004","0.535615672998043"
"At lease once a week","2013","Saxony-Anhalt","1-pers.-HH","54","0.369984013948021","0.293482568637893","0.44648545925815"
"At lease once a week","2013","Saxony-Anhalt","(Married) couple without C. ","121","0.349582312162337","0.298596499116705","0.400568125207969"
"At lease once a week","2013","Saxony-Anhalt","Single parent ","31","0.366403256144358","0.271967987175068","0.460838525113649"
"At lease once a week","2013","Saxony-Anhalt","Couple + C. LE 16 ","62","0.382990998377268","0.316283747856552","0.449698248897983"
"At lease once a week","2013","Saxony-Anhalt","Couple + C. GT 16 ","48","0.521016283294384","0.421602123376172","0.620430443212596"
"At lease once a week","2013","Saxony-Anhalt","Couple + C. LE and GT 16","22","","",""
"At lease once a week","2013","Thuringia","1-pers.-HH","57","0.328865651642483","0.252660267910508","0.405071035374457"
"At lease once a week","2013","Thuringia","(Married) couple without C. ","114","0.327612519773098","0.27727811794912","0.377946921597075"
"At lease once a week","2013","Thuringia","Single parent ","28","","",""
"At lease once a week","2013","Thuringia","Couple + C. LE 16 ","64","0.259422049137111","0.200832832325501","0.318011265948721"
"At lease once a week","2013","Thuringia","Couple + C. GT 16 ","53","0.412228722849979","0.32825673591388","0.496200709786079"
"At lease once a week","2013","Thuringia","Couple + C. LE and GT 16","29","","",""
"Almost never or never","2014","Schleswig-Holstein","1-pers.-HH","","","",""
"Almost never or never","2014","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Almost never or never","2014","Schleswig-Holstein","Single parent ","","","",""
"Almost never or never","2014","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Hamburg","1-pers.-HH","","","",""
"Almost never or never","2014","Hamburg","(Married) couple without C. ","","","",""
"Almost never or never","2014","Hamburg","Single parent ","","","",""
"Almost never or never","2014","Hamburg","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Hamburg","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Hamburg","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Lower Saxony","1-pers.-HH","","","",""
"Almost never or never","2014","Lower Saxony","(Married) couple without C. ","","","",""
"Almost never or never","2014","Lower Saxony","Single parent ","","","",""
"Almost never or never","2014","Lower Saxony","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Lower Saxony","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Bremen","1-pers.-HH","","","",""
"Almost never or never","2014","Bremen","(Married) couple without C. ","","","",""
"Almost never or never","2014","Bremen","Single parent ","","","",""
"Almost never or never","2014","Bremen","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Bremen","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Bremen","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","North Rhine-Westphalia","1-pers.-HH","","","",""
"Almost never or never","2014","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Almost never or never","2014","North Rhine-Westphalia","Single parent ","","","",""
"Almost never or never","2014","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Hesse","1-pers.-HH","","","",""
"Almost never or never","2014","Hesse","(Married) couple without C. ","","","",""
"Almost never or never","2014","Hesse","Single parent ","","","",""
"Almost never or never","2014","Hesse","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Hesse","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Hesse","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Baden-Württemberg","1-pers.-HH","","","",""
"Almost never or never","2014","Baden-Württemberg","(Married) couple without C. ","","","",""
"Almost never or never","2014","Baden-Württemberg","Single parent ","","","",""
"Almost never or never","2014","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Bavaria","1-pers.-HH","","","",""
"Almost never or never","2014","Bavaria","(Married) couple without C. ","","","",""
"Almost never or never","2014","Bavaria","Single parent ","","","",""
"Almost never or never","2014","Bavaria","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Bavaria","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Bavaria","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Berlin","1-pers.-HH","","","",""
"Almost never or never","2014","Berlin","(Married) couple without C. ","","","",""
"Almost never or never","2014","Berlin","Single parent ","","","",""
"Almost never or never","2014","Berlin","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Berlin","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Berlin","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Brandenburg","1-pers.-HH","","","",""
"Almost never or never","2014","Brandenburg","(Married) couple without C. ","","","",""
"Almost never or never","2014","Brandenburg","Single parent ","","","",""
"Almost never or never","2014","Brandenburg","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Brandenburg","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Brandenburg","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Saxony","1-pers.-HH","","","",""
"Almost never or never","2014","Saxony","(Married) couple without C. ","","","",""
"Almost never or never","2014","Saxony","Single parent ","","","",""
"Almost never or never","2014","Saxony","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Saxony","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Saxony","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Saxony-Anhalt","1-pers.-HH","","","",""
"Almost never or never","2014","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Almost never or never","2014","Saxony-Anhalt","Single parent ","","","",""
"Almost never or never","2014","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Almost never or never","2014","Thuringia","1-pers.-HH","","","",""
"Almost never or never","2014","Thuringia","(Married) couple without C. ","","","",""
"Almost never or never","2014","Thuringia","Single parent ","","","",""
"Almost never or never","2014","Thuringia","Couple + C. LE 16 ","","","",""
"Almost never or never","2014","Thuringia","Couple + C. GT 16 ","","","",""
"Almost never or never","2014","Thuringia","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Schleswig-Holstein","1-pers.-HH","","","",""
"Several times a year","2014","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Several times a year","2014","Schleswig-Holstein","Single parent ","","","",""
"Several times a year","2014","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Hamburg","1-pers.-HH","","","",""
"Several times a year","2014","Hamburg","(Married) couple without C. ","","","",""
"Several times a year","2014","Hamburg","Single parent ","","","",""
"Several times a year","2014","Hamburg","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Hamburg","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Hamburg","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Lower Saxony","1-pers.-HH","","","",""
"Several times a year","2014","Lower Saxony","(Married) couple without C. ","","","",""
"Several times a year","2014","Lower Saxony","Single parent ","","","",""
"Several times a year","2014","Lower Saxony","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Lower Saxony","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Bremen","1-pers.-HH","","","",""
"Several times a year","2014","Bremen","(Married) couple without C. ","","","",""
"Several times a year","2014","Bremen","Single parent ","","","",""
"Several times a year","2014","Bremen","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Bremen","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Bremen","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","North Rhine-Westphalia","1-pers.-HH","","","",""
"Several times a year","2014","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Several times a year","2014","North Rhine-Westphalia","Single parent ","","","",""
"Several times a year","2014","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Several times a year","2014","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Several times a year","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Hesse","1-pers.-HH","","","",""
"Several times a year","2014","Hesse","(Married) couple without C. ","","","",""
"Several times a year","2014","Hesse","Single parent ","","","",""
"Several times a year","2014","Hesse","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Hesse","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Hesse","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Baden-Württemberg","1-pers.-HH","","","",""
"Several times a year","2014","Baden-Württemberg","(Married) couple without C. ","","","",""
"Several times a year","2014","Baden-Württemberg","Single parent ","","","",""
"Several times a year","2014","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Bavaria","1-pers.-HH","","","",""
"Several times a year","2014","Bavaria","(Married) couple without C. ","","","",""
"Several times a year","2014","Bavaria","Single parent ","","","",""
"Several times a year","2014","Bavaria","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Bavaria","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Bavaria","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Berlin","1-pers.-HH","","","",""
"Several times a year","2014","Berlin","(Married) couple without C. ","","","",""
"Several times a year","2014","Berlin","Single parent ","","","",""
"Several times a year","2014","Berlin","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Berlin","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Berlin","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Brandenburg","1-pers.-HH","","","",""
"Several times a year","2014","Brandenburg","(Married) couple without C. ","","","",""
"Several times a year","2014","Brandenburg","Single parent ","","","",""
"Several times a year","2014","Brandenburg","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Brandenburg","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Brandenburg","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Saxony","1-pers.-HH","","","",""
"Several times a year","2014","Saxony","(Married) couple without C. ","","","",""
"Several times a year","2014","Saxony","Single parent ","","","",""
"Several times a year","2014","Saxony","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Saxony","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Saxony","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Saxony-Anhalt","1-pers.-HH","","","",""
"Several times a year","2014","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Several times a year","2014","Saxony-Anhalt","Single parent ","","","",""
"Several times a year","2014","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Several times a year","2014","Thuringia","1-pers.-HH","","","",""
"Several times a year","2014","Thuringia","(Married) couple without C. ","","","",""
"Several times a year","2014","Thuringia","Single parent ","","","",""
"Several times a year","2014","Thuringia","Couple + C. LE 16 ","","","",""
"Several times a year","2014","Thuringia","Couple + C. GT 16 ","","","",""
"Several times a year","2014","Thuringia","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Schleswig-Holstein","1-pers.-HH","","","",""
"At least once a month","2014","Schleswig-Holstein","(Married) couple without C. ","","","",""
"At least once a month","2014","Schleswig-Holstein","Single parent ","","","",""
"At least once a month","2014","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Hamburg","1-pers.-HH","","","",""
"At least once a month","2014","Hamburg","(Married) couple without C. ","","","",""
"At least once a month","2014","Hamburg","Single parent ","","","",""
"At least once a month","2014","Hamburg","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Hamburg","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Hamburg","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Lower Saxony","1-pers.-HH","","","",""
"At least once a month","2014","Lower Saxony","(Married) couple without C. ","","","",""
"At least once a month","2014","Lower Saxony","Single parent ","","","",""
"At least once a month","2014","Lower Saxony","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Lower Saxony","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Lower Saxony","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Bremen","1-pers.-HH","","","",""
"At least once a month","2014","Bremen","(Married) couple without C. ","","","",""
"At least once a month","2014","Bremen","Single parent ","","","",""
"At least once a month","2014","Bremen","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Bremen","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Bremen","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","North Rhine-Westphalia","1-pers.-HH","","","",""
"At least once a month","2014","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"At least once a month","2014","North Rhine-Westphalia","Single parent ","","","",""
"At least once a month","2014","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"At least once a month","2014","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"At least once a month","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Hesse","1-pers.-HH","","","",""
"At least once a month","2014","Hesse","(Married) couple without C. ","","","",""
"At least once a month","2014","Hesse","Single parent ","","","",""
"At least once a month","2014","Hesse","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Hesse","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Hesse","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Baden-Württemberg","1-pers.-HH","","","",""
"At least once a month","2014","Baden-Württemberg","(Married) couple without C. ","","","",""
"At least once a month","2014","Baden-Württemberg","Single parent ","","","",""
"At least once a month","2014","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Bavaria","1-pers.-HH","","","",""
"At least once a month","2014","Bavaria","(Married) couple without C. ","","","",""
"At least once a month","2014","Bavaria","Single parent ","","","",""
"At least once a month","2014","Bavaria","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Bavaria","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Bavaria","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Berlin","1-pers.-HH","","","",""
"At least once a month","2014","Berlin","(Married) couple without C. ","","","",""
"At least once a month","2014","Berlin","Single parent ","","","",""
"At least once a month","2014","Berlin","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Berlin","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Berlin","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Brandenburg","1-pers.-HH","","","",""
"At least once a month","2014","Brandenburg","(Married) couple without C. ","","","",""
"At least once a month","2014","Brandenburg","Single parent ","","","",""
"At least once a month","2014","Brandenburg","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Brandenburg","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Brandenburg","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Saxony","1-pers.-HH","","","",""
"At least once a month","2014","Saxony","(Married) couple without C. ","","","",""
"At least once a month","2014","Saxony","Single parent ","","","",""
"At least once a month","2014","Saxony","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Saxony","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Saxony","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Saxony-Anhalt","1-pers.-HH","","","",""
"At least once a month","2014","Saxony-Anhalt","(Married) couple without C. ","","","",""
"At least once a month","2014","Saxony-Anhalt","Single parent ","","","",""
"At least once a month","2014","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At least once a month","2014","Thuringia","1-pers.-HH","","","",""
"At least once a month","2014","Thuringia","(Married) couple without C. ","","","",""
"At least once a month","2014","Thuringia","Single parent ","","","",""
"At least once a month","2014","Thuringia","Couple + C. LE 16 ","","","",""
"At least once a month","2014","Thuringia","Couple + C. GT 16 ","","","",""
"At least once a month","2014","Thuringia","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Schleswig-Holstein","1-pers.-HH","","","",""
"At lease once a week","2014","Schleswig-Holstein","(Married) couple without C. ","","","",""
"At lease once a week","2014","Schleswig-Holstein","Single parent ","","","",""
"At lease once a week","2014","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Hamburg","1-pers.-HH","","","",""
"At lease once a week","2014","Hamburg","(Married) couple without C. ","","","",""
"At lease once a week","2014","Hamburg","Single parent ","","","",""
"At lease once a week","2014","Hamburg","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Hamburg","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Hamburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Lower Saxony","1-pers.-HH","","","",""
"At lease once a week","2014","Lower Saxony","(Married) couple without C. ","","","",""
"At lease once a week","2014","Lower Saxony","Single parent ","","","",""
"At lease once a week","2014","Lower Saxony","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Lower Saxony","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Lower Saxony","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Bremen","1-pers.-HH","","","",""
"At lease once a week","2014","Bremen","(Married) couple without C. ","","","",""
"At lease once a week","2014","Bremen","Single parent ","","","",""
"At lease once a week","2014","Bremen","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Bremen","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Bremen","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","North Rhine-Westphalia","1-pers.-HH","","","",""
"At lease once a week","2014","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"At lease once a week","2014","North Rhine-Westphalia","Single parent ","","","",""
"At lease once a week","2014","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Hesse","1-pers.-HH","","","",""
"At lease once a week","2014","Hesse","(Married) couple without C. ","","","",""
"At lease once a week","2014","Hesse","Single parent ","","","",""
"At lease once a week","2014","Hesse","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Hesse","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Hesse","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Baden-Württemberg","1-pers.-HH","","","",""
"At lease once a week","2014","Baden-Württemberg","(Married) couple without C. ","","","",""
"At lease once a week","2014","Baden-Württemberg","Single parent ","","","",""
"At lease once a week","2014","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Bavaria","1-pers.-HH","","","",""
"At lease once a week","2014","Bavaria","(Married) couple without C. ","","","",""
"At lease once a week","2014","Bavaria","Single parent ","","","",""
"At lease once a week","2014","Bavaria","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Bavaria","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Bavaria","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Berlin","1-pers.-HH","","","",""
"At lease once a week","2014","Berlin","(Married) couple without C. ","","","",""
"At lease once a week","2014","Berlin","Single parent ","","","",""
"At lease once a week","2014","Berlin","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Berlin","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Berlin","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Brandenburg","1-pers.-HH","","","",""
"At lease once a week","2014","Brandenburg","(Married) couple without C. ","","","",""
"At lease once a week","2014","Brandenburg","Single parent ","","","",""
"At lease once a week","2014","Brandenburg","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Brandenburg","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Brandenburg","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","Single parent ","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Saxony","1-pers.-HH","","","",""
"At lease once a week","2014","Saxony","(Married) couple without C. ","","","",""
"At lease once a week","2014","Saxony","Single parent ","","","",""
"At lease once a week","2014","Saxony","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Saxony","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Saxony","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Saxony-Anhalt","1-pers.-HH","","","",""
"At lease once a week","2014","Saxony-Anhalt","(Married) couple without C. ","","","",""
"At lease once a week","2014","Saxony-Anhalt","Single parent ","","","",""
"At lease once a week","2014","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"At lease once a week","2014","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"At lease once a week","2014","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"At lease once a week","2014","Thuringia","1-pers.-HH","","","",""
