"m11104","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1998","35-65 y.","East Germany","394","0.174555434352097","0.158606587459887","0.190504281244306"
"At lease once a week","1998","66 and older","West Germany","181","0.142544213569786","0.124125439962101","0.16096298717747"
"At lease once a week","1998","66 and older","East Germany","52","0.106940061537742","0.0791777813196747","0.13470234175581"
"Almost never or never","1999","16-34 y.","West Germany","944","0.259141189772279","0.244473435234781","0.273808944309776"
"Almost never or never","1999","16-34 y.","East Germany","401","0.336413071527706","0.30932823754947","0.363497905505942"
"Almost never or never","1999","35-65 y.","West Germany","2540","0.45243670140093","0.438819092833436","0.466054309968424"
"Almost never or never","1999","35-65 y.","East Germany","1265","0.605016571788408","0.584177965368409","0.625855178208408"
"Almost never or never","1999","66 and older","West Germany","1068","0.804358650674139","0.782885195085075","0.825832106263203"
"Almost never or never","1999","66 and older","East Germany","416","0.865534501565781","0.834887200139897","0.896181802991666"
"Several times a year","1999","16-34 y.","West Germany","897","0.245978259373078","0.231561489026055","0.260395029720101"
"Several times a year","1999","16-34 y.","East Germany","353","0.310889220735419","0.284356108796506","0.337422332674331"
"Several times a year","1999","35-65 y.","West Germany","1002","0.201976795528169","0.190992726188686","0.212960864867652"
"Several times a year","1999","35-65 y.","East Germany","437","0.205604013776773","0.188376210083166","0.222831817470379"
"Several times a year","1999","66 and older","West Germany","73","0.0645256306175068","0.051226329462222","0.0778249317727916"
"Several times a year","1999","66 and older","East Germany","19","","",""
"At least once a month","1999","16-34 y.","West Germany","368","0.100970989778773","0.090885131901081","0.111056847656465"
"At least once a month","1999","16-34 y.","East Germany","104","0.0912278190261018","0.0747221932757082","0.107733444776495"
"At least once a month","1999","35-65 y.","West Germany","319","0.0661291700570404","0.0593301752676308","0.0729281648464501"
"At least once a month","1999","35-65 y.","East Germany","100","0.0436202067733217","0.0349134852271799","0.0523269283194634"
"At least once a month","1999","66 and older","West Germany","30","0.0214517909116377","0.0136090180741512","0.0292945637491243"
"At least once a month","1999","66 and older","East Germany","6","","",""
"At lease once a week","1999","16-34 y.","West Germany","1219","0.39390956107587","0.377552899727501","0.410266222424239"
"At lease once a week","1999","16-34 y.","East Germany","311","0.261469888710774","0.236279447167278","0.286660330254269"
"At lease once a week","1999","35-65 y.","West Germany","1271","0.27945733301386","0.267180329686417","0.291734336341304"
"At lease once a week","1999","35-65 y.","East Germany","312","0.145759207661497","0.130717271121215","0.160801144201779"
"At lease once a week","1999","66 and older","West Germany","140","0.109663927796717","0.0927495655190729","0.126578290074361"
"At lease once a week","1999","66 and older","East Germany","35","0.0718623862567996","0.0486616579425638","0.0950631145710354"
"Almost never or never","2000","16-34 y.","West Germany","","","",""
"Almost never or never","2000","16-34 y.","East Germany","","","",""
"Almost never or never","2000","35-65 y.","West Germany","","","",""
"Almost never or never","2000","35-65 y.","East Germany","","","",""
"Almost never or never","2000","66 and older","West Germany","","","",""
"Almost never or never","2000","66 and older","East Germany","","","",""
"Several times a year","2000","16-34 y.","West Germany","","","",""
"Several times a year","2000","16-34 y.","East Germany","","","",""
"Several times a year","2000","35-65 y.","West Germany","","","",""
"Several times a year","2000","35-65 y.","East Germany","","","",""
"Several times a year","2000","66 and older","West Germany","","","",""
"Several times a year","2000","66 and older","East Germany","","","",""
"At least once a month","2000","16-34 y.","West Germany","","","",""
"At least once a month","2000","16-34 y.","East Germany","","","",""
"At least once a month","2000","35-65 y.","West Germany","","","",""
"At least once a month","2000","35-65 y.","East Germany","","","",""
"At least once a month","2000","66 and older","West Germany","","","",""
"At least once a month","2000","66 and older","East Germany","","","",""
"At lease once a week","2000","16-34 y.","West Germany","","","",""
"At lease once a week","2000","16-34 y.","East Germany","","","",""
"At lease once a week","2000","35-65 y.","West Germany","","","",""
"At lease once a week","2000","35-65 y.","East Germany","","","",""
"At lease once a week","2000","66 and older","West Germany","","","",""
"At lease once a week","2000","66 and older","East Germany","","","",""
"Almost never or never","2001","16-34 y.","West Germany","1444","0.297121786963659","0.284103877275386","0.310139696651932"
"Almost never or never","2001","16-34 y.","East Germany","520","0.331937792631597","0.308357156800924","0.355518428462269"
"Almost never or never","2001","35-65 y.","West Germany","4455","0.472206224735453","0.461978287103364","0.482434162367542"
"Almost never or never","2001","35-65 y.","East Germany","1780","0.586766177828289","0.569284984490624","0.604247371165953"
"Almost never or never","2001","66 and older","West Germany","1992","0.785948974946512","0.77003555264857","0.801862397244454"
"Almost never or never","2001","66 and older","East Germany","715","0.868216453812817","0.845355481689802","0.891077425935831"
"Several times a year","2001","16-34 y.","West Germany","1024","0.212866509473677","0.201206152961266","0.224526865986087"
"Several times a year","2001","16-34 y.","East Germany","405","0.258721072815791","0.23679173906773","0.280650406563852"
"Several times a year","2001","35-65 y.","West Germany","1527","0.169852513528473","0.162159372338819","0.177545654718127"
"Several times a year","2001","35-65 y.","East Germany","555","0.172652825145895","0.159235333041397","0.186070317250393"
"Several times a year","2001","66 and older","West Germany","142","0.0555923649164063","0.0467025017675394","0.0644822280652732"
"Several times a year","2001","66 and older","East Germany","39","0.0411532237355031","0.0277278424085377","0.0545786050624685"
"At least once a month","2001","16-34 y.","West Germany","449","0.0954008603885018","0.0870325420049936","0.10376917877201"
"At least once a month","2001","16-34 y.","East Germany","130","0.083929267038337","0.0700444574698885","0.0978140766067856"
"At least once a month","2001","35-65 y.","West Germany","579","0.0657099152235071","0.0606336254101963","0.0707862050368178"
"At least once a month","2001","35-65 y.","East Germany","132","0.0461545667447447","0.0387057558069351","0.0536033776825542"
"At least once a month","2001","66 and older","West Germany","63","0.0230827494539491","0.0172566161921022","0.028908882715796"
"At least once a month","2001","66 and older","East Germany","19","","",""
"At lease once a week","2001","16-34 y.","West Germany","1817","0.394610843174163","0.380687748041262","0.408533938307063"
"At lease once a week","2001","16-34 y.","East Germany","477","0.325411867514275","0.30195042287181","0.348873312156741"
"At lease once a week","2001","35-65 y.","West Germany","2591","0.292231346512567","0.282913851971893","0.30154884105324"
"At lease once a week","2001","35-65 y.","East Germany","581","0.194426430281072","0.180376606881403","0.20847625368074"
"At lease once a week","2001","66 and older","West Germany","355","0.135375910683133","0.12210220703628","0.148649614329985"
"At lease once a week","2001","66 and older","East Germany","68","0.0712001740502194","0.0538200975610011","0.0885802505394376"
"Almost never or never","2002","16-34 y.","West Germany","","","",""
"Almost never or never","2002","16-34 y.","East Germany","","","",""
"Almost never or never","2002","35-65 y.","West Germany","","","",""
"Almost never or never","2002","35-65 y.","East Germany","","","",""
"Almost never or never","2002","66 and older","West Germany","","","",""
"Almost never or never","2002","66 and older","East Germany","","","",""
"Several times a year","2002","16-34 y.","West Germany","","","",""
"Several times a year","2002","16-34 y.","East Germany","","","",""
"Several times a year","2002","35-65 y.","West Germany","","","",""
"Several times a year","2002","35-65 y.","East Germany","","","",""
"Several times a year","2002","66 and older","West Germany","","","",""
"Several times a year","2002","66 and older","East Germany","","","",""
"At least once a month","2002","16-34 y.","West Germany","","","",""
"At least once a month","2002","16-34 y.","East Germany","","","",""
"At least once a month","2002","35-65 y.","West Germany","","","",""
"At least once a month","2002","35-65 y.","East Germany","","","",""
"At least once a month","2002","66 and older","West Germany","","","",""
"At least once a month","2002","66 and older","East Germany","","","",""
"At lease once a week","2002","16-34 y.","West Germany","","","",""
"At lease once a week","2002","16-34 y.","East Germany","","","",""
"At lease once a week","2002","35-65 y.","West Germany","","","",""
"At lease once a week","2002","35-65 y.","East Germany","","","",""
"At lease once a week","2002","66 and older","West Germany","","","",""
"At lease once a week","2002","66 and older","East Germany","","","",""
"Almost never or never","2003","16-34 y.","West Germany","1008","0.236594804483403","0.224025909931335","0.24916369903547"
"Almost never or never","2003","16-34 y.","East Germany","310","0.202960532464318","0.182343786717192","0.223577278211443"
"Almost never or never","2003","35-65 y.","West Germany","3242","0.35433241452722","0.344789701427058","0.363875127627383"
"Almost never or never","2003","35-65 y.","East Germany","1177","0.410077153645078","0.392388276671343","0.427766030618812"
"Almost never or never","2003","66 and older","West Germany","1864","0.687763093857101","0.670487196189969","0.705038991524233"
"Almost never or never","2003","66 and older","East Germany","673","0.745482155312327","0.71730452318272","0.773659787441934"
"Several times a year","2003","16-34 y.","West Germany","909","0.20758282733872","0.195588122207434","0.219577532470006"
"Several times a year","2003","16-34 y.","East Germany","430","0.297005662629952","0.27358319308826","0.320428132171644"
"Several times a year","2003","35-65 y.","West Germany","1915","0.207437235353562","0.199347727080255","0.215526743626868"
"Several times a year","2003","35-65 y.","East Germany","718","0.232844345195014","0.217644314698644","0.248044375691383"
"Several times a year","2003","66 and older","West Germany","236","0.0859588325682136","0.0755090512011432","0.0964086139352841"
"Several times a year","2003","66 and older","East Germany","72","0.0741956075371422","0.057241479189922","0.0911497358843624"
"At least once a month","2003","16-34 y.","West Germany","478","0.108551310650312","0.0993514206125338","0.117751200688091"
"At least once a month","2003","16-34 y.","East Germany","144","0.0951517530436665","0.0801109620495925","0.110192544037741"
"At least once a month","2003","35-65 y.","West Germany","765","0.0807135821484494","0.0752790687215466","0.0861480955753522"
"At least once a month","2003","35-65 y.","East Germany","227","0.0764333820961489","0.0668780558779043","0.0859887083143934"
"At least once a month","2003","66 and older","West Germany","91","0.0325356478468772","0.0259214636257893","0.0391498320679652"
"At least once a month","2003","66 and older","East Germany","29","","",""
"At lease once a week","2003","16-34 y.","West Germany","1997","0.447271057527565","0.432566281078148","0.461975833976982"
"At lease once a week","2003","16-34 y.","East Germany","578","0.404882051862064","0.37972033960933","0.430043764114798"
"At lease once a week","2003","35-65 y.","West Germany","3729","0.357516767970769","0.347954937492857","0.367078598448681"
"At lease once a week","2003","35-65 y.","East Germany","848","0.28064511906376","0.264485905882648","0.296804332244871"
"At lease once a week","2003","66 and older","West Germany","573","0.193742425727808","0.179008165292976","0.20847668616264"
"At lease once a week","2003","66 and older","East Germany","144","0.149116199816162","0.126073981254864","0.17215841837746"
"Almost never or never","2004","16-34 y.","West Germany","","","",""
"Almost never or never","2004","16-34 y.","East Germany","","","",""
"Almost never or never","2004","35-65 y.","West Germany","","","",""
"Almost never or never","2004","35-65 y.","East Germany","","","",""
"Almost never or never","2004","66 and older","West Germany","","","",""
"Almost never or never","2004","66 and older","East Germany","","","",""
"Several times a year","2004","16-34 y.","West Germany","","","",""
"Several times a year","2004","16-34 y.","East Germany","","","",""
"Several times a year","2004","35-65 y.","West Germany","","","",""
"Several times a year","2004","35-65 y.","East Germany","","","",""
"Several times a year","2004","66 and older","West Germany","","","",""
"Several times a year","2004","66 and older","East Germany","","","",""
"At least once a month","2004","16-34 y.","West Germany","","","",""
"At least once a month","2004","16-34 y.","East Germany","","","",""
"At least once a month","2004","35-65 y.","West Germany","","","",""
"At least once a month","2004","35-65 y.","East Germany","","","",""
"At least once a month","2004","66 and older","West Germany","","","",""
"At least once a month","2004","66 and older","East Germany","","","",""
"At lease once a week","2004","16-34 y.","West Germany","","","",""
"At lease once a week","2004","16-34 y.","East Germany","","","",""
"At lease once a week","2004","35-65 y.","West Germany","","","",""
"At lease once a week","2004","35-65 y.","East Germany","","","",""
"At lease once a week","2004","66 and older","West Germany","","","",""
"At lease once a week","2004","66 and older","East Germany","","","",""
"Almost never or never","2005","16-34 y.","West Germany","909","0.226638542978353","0.213604048227357","0.239673037729349"
"Almost never or never","2005","16-34 y.","East Germany","352","0.281621625939233","0.25761048645346","0.305632765425006"
"Almost never or never","2005","35-65 y.","West Germany","3258","0.390019082866979","0.379863431691202","0.400174734042755"
"Almost never or never","2005","35-65 y.","East Germany","1253","0.485533766583757","0.466747882243594","0.504319650923921"
"Almost never or never","2005","66 and older","West Germany","1915","0.708227650607952","0.691426116486407","0.725029184729496"
"Almost never or never","2005","66 and older","East Germany","701","0.732641887823192","0.704746820775815","0.760536954870569"
"Several times a year","2005","16-34 y.","West Germany","860","0.226050520519047","0.213027998009023","0.239073043029071"
"Several times a year","2005","16-34 y.","East Germany","410","0.30292546928344","0.278394729414054","0.327456209152826"
"Several times a year","2005","35-65 y.","West Germany","1712","0.198636110346773","0.190328986058121","0.206943234635424"
"Several times a year","2005","35-65 y.","East Germany","626","0.232727552853952","0.216844199775855","0.248610905932048"
"Several times a year","2005","66 and older","West Germany","201","0.0670810274559158","0.057834849486015","0.0763272054258166"
"Several times a year","2005","66 and older","East Germany","66","0.0719762508850568","0.0556867037818166","0.088265797988297"
"At least once a month","2005","16-34 y.","West Germany","470","0.123122011025272","0.112892061534039","0.133351960516505"
"At least once a month","2005","16-34 y.","East Germany","137","0.0991590270621563","0.0832041545303473","0.115113899593965"
"At least once a month","2005","35-65 y.","West Germany","686","0.0823502994560494","0.0766265873968699","0.0880740115152289"
"At least once a month","2005","35-65 y.","East Germany","189","0.0678263484884858","0.0583750578754988","0.0772776391014728"
"At least once a month","2005","66 and older","West Germany","104","0.0331745668566706","0.0265551901610034","0.0397939435523378"
"At least once a month","2005","66 and older","East Germany","41","0.0391017617168885","0.026884560831512","0.0513189626022651"
"At lease once a week","2005","16-34 y.","West Germany","1724","0.424188925477328","0.408801862740114","0.439575988214542"
"At lease once a week","2005","16-34 y.","East Germany","449","0.31629387771517","0.291469219825639","0.341118535604701"
"At lease once a week","2005","35-65 y.","West Germany","3205","0.328994507330199","0.319211686851512","0.338777327808886"
"At lease once a week","2005","35-65 y.","East Germany","651","0.213912332073806","0.198498987407468","0.229325676740143"
"At lease once a week","2005","66 and older","West Germany","592","0.191516755079462","0.176972906905668","0.206060603253256"
"At lease once a week","2005","66 and older","East Germany","159","0.156280099574863","0.133393259234066","0.17916693991566"
"Almost never or never","2006","16-34 y.","West Germany","","","",""
"Almost never or never","2006","16-34 y.","East Germany","","","",""
"Almost never or never","2006","35-65 y.","West Germany","","","",""
"Almost never or never","2006","35-65 y.","East Germany","","","",""
"Almost never or never","2006","66 and older","West Germany","","","",""
"Almost never or never","2006","66 and older","East Germany","","","",""
"Several times a year","2006","16-34 y.","West Germany","","","",""
"Several times a year","2006","16-34 y.","East Germany","","","",""
"Several times a year","2006","35-65 y.","West Germany","","","",""
"Several times a year","2006","35-65 y.","East Germany","","","",""
"Several times a year","2006","66 and older","West Germany","","","",""
"Several times a year","2006","66 and older","East Germany","","","",""
"At least once a month","2006","16-34 y.","West Germany","","","",""
"At least once a month","2006","16-34 y.","East Germany","","","",""
"At least once a month","2006","35-65 y.","West Germany","","","",""
"At least once a month","2006","35-65 y.","East Germany","","","",""
"At least once a month","2006","66 and older","West Germany","","","",""
"At least once a month","2006","66 and older","East Germany","","","",""
"At lease once a week","2006","16-34 y.","West Germany","","","",""
"At lease once a week","2006","16-34 y.","East Germany","","","",""
"At lease once a week","2006","35-65 y.","West Germany","","","",""
"At lease once a week","2006","35-65 y.","East Germany","","","",""
"At lease once a week","2006","66 and older","West Germany","","","",""
"At lease once a week","2006","66 and older","East Germany","","","",""
"Almost never or never","2007","16-34 y.","West Germany","806","0.233279575682941","0.219248458488354","0.247310692877528"
"Almost never or never","2007","16-34 y.","East Germany","353","0.306047767020884","0.28025117992809","0.331844354113677"
"Almost never or never","2007","35-65 y.","West Germany","3056","0.363603661999472","0.353542362832891","0.373664961166053"
"Almost never or never","2007","35-65 y.","East Germany","1182","0.46199878502627","0.443020573970517","0.480976996082023"
"Almost never or never","2007","66 and older","West Germany","2049","0.661327490269126","0.64499137325778","0.677663607280472"
"Almost never or never","2007","66 and older","East Germany","761","0.690936182993873","0.663980882959361","0.717891483028386"
"Several times a year","2007","16-34 y.","West Germany","702","0.21077699578413","0.197245467476395","0.224308524091866"
"Several times a year","2007","16-34 y.","East Germany","340","0.279535856569902","0.254415384101181","0.304656329038622"
"Several times a year","2007","35-65 y.","West Germany","1648","0.198464133799052","0.190121972186609","0.206806295411496"
"Several times a year","2007","35-65 y.","East Germany","597","0.227322931345443","0.211369141652976","0.24327672103791"
"Several times a year","2007","66 and older","West Germany","253","0.0779226467745781","0.068669997505828","0.0871752960433282"
"Several times a year","2007","66 and older","East Germany","100","0.0760598918585778","0.0605966381337018","0.0915231455834539"
"At least once a month","2007","16-34 y.","West Germany","409","0.120171949789428","0.109384076586147","0.130959822992709"
"At least once a month","2007","16-34 y.","East Germany","134","0.0974601978065907","0.080858607891384","0.114061787721797"
"At least once a month","2007","35-65 y.","West Germany","644","0.0686070117055845","0.0633197983466263","0.0738942250645428"
"At least once a month","2007","35-65 y.","East Germany","180","0.0732281820471981","0.0633114457928056","0.0831449183015905"
"At least once a month","2007","66 and older","West Germany","109","0.0294614381719298","0.0236245154444389","0.0352983608994207"
"At least once a month","2007","66 and older","East Germany","29","","",""
"At lease once a week","2007","16-34 y.","West Germany","1573","0.4357714787435","0.419320478967262","0.452222478519739"
"At lease once a week","2007","16-34 y.","East Germany","399","0.316956178602624","0.2909110353424","0.343001321862848"
"At lease once a week","2007","35-65 y.","West Germany","3433","0.369325192495891","0.359230727403802","0.37941965758798"
"At lease once a week","2007","35-65 y.","East Germany","692","0.237450101581089","0.221252021535072","0.253648181627105"
"At lease once a week","2007","66 and older","West Germany","813","0.231288424784366","0.216733524515704","0.245843325053028"
"At lease once a week","2007","66 and older","East Germany","239","0.207314835063303","0.183668345564125","0.230961324562482"
"Almost never or never","2008","16-34 y.","West Germany","593","0.188525391766419","0.175005288902666","0.202045494630171"
"Almost never or never","2008","16-34 y.","East Germany","282","0.240422491621535","0.215561196136706","0.265283787106365"
"Almost never or never","2008","35-65 y.","West Germany","2270","0.290637894894206","0.280773449375635","0.300502340412777"
"Almost never or never","2008","35-65 y.","East Germany","826","0.346738691281675","0.328104859144496","0.365372523418854"
"Almost never or never","2008","66 and older","West Germany","1737","0.559517817543059","0.542314504014457","0.576721131071661"
"Almost never or never","2008","66 and older","East Germany","662","0.588453372646417","0.559773161772897","0.617133583519938"
"Several times a year","2008","16-34 y.","West Germany","643","0.208449087191916","0.19440811988114","0.222490054502692"
"Several times a year","2008","16-34 y.","East Germany","267","0.222519480306547","0.198321510143631","0.246717450469464"
"Several times a year","2008","35-65 y.","West Germany","1626","0.21130256422603","0.202433655918692","0.220171472533369"
"Several times a year","2008","35-65 y.","East Germany","654","0.264504581337448","0.24723570247855","0.281773460196346"
"Several times a year","2008","66 and older","West Germany","325","0.103564865843733","0.093006258750049","0.114123472937418"
"Several times a year","2008","66 and older","East Germany","136","0.128263828683011","0.108776091155042","0.14775156621098"
"At least once a month","2008","16-34 y.","West Germany","371","0.115958599559231","0.104891205201182","0.127025993917279"
"At least once a month","2008","16-34 y.","East Germany","125","0.118859225968132","0.10003187327725","0.137686578659015"
"At least once a month","2008","35-65 y.","West Germany","678","0.0832674465796379","0.0772650937968862","0.0892697993623896"
"At least once a month","2008","35-65 y.","East Germany","172","0.0724980485206948","0.0623454285067356","0.0826506685346541"
"At least once a month","2008","66 and older","West Germany","109","0.034881805430448","0.0285236564451715","0.0412399544157245"
"At least once a month","2008","66 and older","East Germany","36","0.0266951585449461","0.017301008713679","0.0360893083762132"
"At lease once a week","2008","16-34 y.","West Germany","1608","0.487066921482435","0.469789366886445","0.504344476078425"
"At lease once a week","2008","16-34 y.","East Germany","461","0.418198802103785","0.389502306908561","0.446895297299009"
"At lease once a week","2008","35-65 y.","West Germany","3565","0.414792094300126","0.404088419787004","0.425495768813248"
"At lease once a week","2008","35-65 y.","East Germany","854","0.316258678860183","0.298052252986082","0.334465104734283"
"At lease once a week","2008","66 and older","West Germany","1028","0.30203551118276","0.286124908229769","0.31794611413575"
"At lease once a week","2008","66 and older","East Germany","297","0.256587640125626","0.231134020870772","0.282041259380479"
"Almost never or never","2009","16-34 y.","West Germany","570","0.178809103636822","0.164981275945256","0.192636931328388"
"Almost never or never","2009","16-34 y.","East Germany","278","0.291732746804124","0.264039805321326","0.319425688286922"
"Almost never or never","2009","35-65 y.","West Germany","2461","0.342803180717758","0.332045330123239","0.353561031312276"
"Almost never or never","2009","35-65 y.","East Germany","1010","0.445231199418232","0.425264401529863","0.465197997306602"
"Almost never or never","2009","66 and older","West Germany","1863","0.627671727101415","0.61055730878961","0.64478614541322"
"Almost never or never","2009","66 and older","East Germany","742","0.684159602776839","0.656923460143745","0.711395745409933"
"Several times a year","2009","16-34 y.","West Germany","636","0.221746619754676","0.206755775401181","0.236737464108171"
"Several times a year","2009","16-34 y.","East Germany","261","0.214498690121378","0.189491569142422","0.239505811100333"
"Several times a year","2009","35-65 y.","West Germany","1444","0.197713279814122","0.18868639121828","0.206740168409963"
"Several times a year","2009","35-65 y.","East Germany","545","0.22895672993768","0.212076603521798","0.245836856353563"
"Several times a year","2009","66 and older","West Germany","239","0.0771457171497962","0.067699556486246","0.0865918778133463"
"Several times a year","2009","66 and older","East Germany","94","0.0774766966452526","0.0618125309570886","0.0931408623334167"
"At least once a month","2009","16-34 y.","West Germany","354","0.126176441310248","0.114194199081889","0.138158683538606"
"At least once a month","2009","16-34 y.","East Germany","131","0.120352193848883","0.100529652442623","0.140174735255144"
"At least once a month","2009","35-65 y.","West Germany","541","0.0753047786087061","0.0693238869518113","0.0812856702656009"
"At least once a month","2009","35-65 y.","East Germany","175","0.0758606905512373","0.0652232601815269","0.0864981209209477"
"At least once a month","2009","66 and older","West Germany","98","0.0344011505943821","0.0279488037374415","0.0408534974513227"
"At least once a month","2009","66 and older","East Germany","37","0.029990871961179","0.0199974205631187","0.0399843233592392"
"At lease once a week","2009","16-34 y.","West Germany","1390","0.473267835298255","0.455250710059158","0.491284960537352"
"At lease once a week","2009","16-34 y.","East Germany","365","0.373416369225616","0.343947456365198","0.402885282086033"
"At lease once a week","2009","35-65 y.","West Germany","3032","0.384178760859414","0.373154502871903","0.395203018846925"
"At lease once a week","2009","35-65 y.","East Germany","650","0.24995138009285","0.232556073398061","0.267346686787639"
"At lease once a week","2009","66 and older","West Germany","865","0.260781405154407","0.245237590695895","0.276325219612919"
"At lease once a week","2009","66 and older","East Germany","246","0.20837282861673","0.184576281933605","0.232169375299854"
"Almost never or never","2010","16-34 y.","West Germany","","","",""
"Almost never or never","2010","16-34 y.","East Germany","","","",""
"Almost never or never","2010","35-65 y.","West Germany","","","",""
"Almost never or never","2010","35-65 y.","East Germany","","","",""
"Almost never or never","2010","66 and older","West Germany","","","",""
"Almost never or never","2010","66 and older","East Germany","","","",""
"Several times a year","2010","16-34 y.","West Germany","","","",""
"Several times a year","2010","16-34 y.","East Germany","","","",""
"Several times a year","2010","35-65 y.","West Germany","","","",""
"Several times a year","2010","35-65 y.","East Germany","","","",""
"Several times a year","2010","66 and older","West Germany","","","",""
"Several times a year","2010","66 and older","East Germany","","","",""
"At least once a month","2010","16-34 y.","West Germany","","","",""
"At least once a month","2010","16-34 y.","East Germany","","","",""
"At least once a month","2010","35-65 y.","West Germany","","","",""
"At least once a month","2010","35-65 y.","East Germany","","","",""
"At least once a month","2010","66 and older","West Germany","","","",""
"At least once a month","2010","66 and older","East Germany","","","",""
"At lease once a week","2010","16-34 y.","West Germany","","","",""
"At lease once a week","2010","16-34 y.","East Germany","","","",""
"At lease once a week","2010","35-65 y.","West Germany","","","",""
"At lease once a week","2010","35-65 y.","East Germany","","","",""
"At lease once a week","2010","66 and older","West Germany","","","",""
"At lease once a week","2010","66 and older","East Germany","","","",""
"Almost never or never","2011","16-34 y.","West Germany","1628","0.238024886730062","0.226492864551597","0.249556908908526"
"Almost never or never","2011","16-34 y.","East Germany","620","0.303032883155359","0.280321961828418","0.3257438044823"
"Almost never or never","2011","35-65 y.","West Germany","4670","0.363564687164154","0.355277663163183","0.371851711165124"
"Almost never or never","2011","35-65 y.","East Germany","1587","0.457528605243602","0.440931022652838","0.474126187834367"
"Almost never or never","2011","66 and older","West Germany","2259","0.622283592682542","0.607018855268891","0.637548330096193"
"Almost never or never","2011","66 and older","East Germany","821","0.640886084214301","0.614635359301341","0.667136809127262"
"Several times a year","2011","16-34 y.","West Germany","967","0.193838565361045","0.183134346149471","0.20454278457262"
"Several times a year","2011","16-34 y.","East Germany","338","0.231789191186809","0.210936095960543","0.252642286413076"
"Several times a year","2011","35-65 y.","West Germany","2259","0.182233361953052","0.175582786062978","0.188883937843126"
"Several times a year","2011","35-65 y.","East Germany","648","0.189743919713985","0.176680936321415","0.202806903106555"
"Several times a year","2011","66 and older","West Germany","282","0.0694454156670388","0.0614414548304758","0.0774493765036019"
"Several times a year","2011","66 and older","East Germany","102","0.0759045334144161","0.0614125762996958","0.0903964905291363"
"At least once a month","2011","16-34 y.","West Germany","440","0.0932977452333027","0.0854219971948617","0.101173493271744"
"At least once a month","2011","16-34 y.","East Germany","127","0.0904492051391248","0.0762749715396775","0.104623438738572"
"At least once a month","2011","35-65 y.","West Germany","862","0.0681566056065719","0.0638149431361226","0.0724982680770212"
"At least once a month","2011","35-65 y.","East Germany","245","0.0703994281245666","0.0618766722617892","0.078922183987344"
"At least once a month","2011","66 and older","West Germany","108","0.0268668247657674","0.0217757843099154","0.0319578652216194"
"At least once a month","2011","66 and older","East Germany","33","0.024429398043254","0.0159820478611066","0.0328767482254013"
"At lease once a week","2011","16-34 y.","West Germany","2204","0.474838802675591","0.461316728706202","0.488360876644979"
"At lease once a week","2011","16-34 y.","East Germany","488","0.374728720518707","0.35080787864641","0.398649562391003"
"At lease once a week","2011","35-65 y.","West Germany","5152","0.386045345276222","0.377658127421976","0.394432563130468"
"At lease once a week","2011","35-65 y.","East Germany","981","0.282328046917846","0.267331637439978","0.297324456395714"
"At lease once a week","2011","66 and older","West Germany","1226","0.281404166884652","0.267245582065785","0.295562751703519"
"At lease once a week","2011","66 and older","East Germany","327","0.258779984328028","0.234815191820571","0.282744776835486"
"Almost never or never","2012","16-34 y.","West Germany","","","",""
"Almost never or never","2012","16-34 y.","East Germany","","","",""
"Almost never or never","2012","35-65 y.","West Germany","","","",""
"Almost never or never","2012","35-65 y.","East Germany","","","",""
"Almost never or never","2012","66 and older","West Germany","","","",""
"Almost never or never","2012","66 and older","East Germany","","","",""
"Several times a year","2012","16-34 y.","West Germany","","","",""
"Several times a year","2012","16-34 y.","East Germany","","","",""
"Several times a year","2012","35-65 y.","West Germany","","","",""
"Several times a year","2012","35-65 y.","East Germany","","","",""
"Several times a year","2012","66 and older","West Germany","","","",""
"Several times a year","2012","66 and older","East Germany","","","",""
"At least once a month","2012","16-34 y.","West Germany","","","",""
"At least once a month","2012","16-34 y.","East Germany","","","",""
"At least once a month","2012","35-65 y.","West Germany","","","",""
"At least once a month","2012","35-65 y.","East Germany","","","",""
"At least once a month","2012","66 and older","West Germany","","","",""
"At least once a month","2012","66 and older","East Germany","","","",""
"At lease once a week","2012","16-34 y.","West Germany","","","",""
"At lease once a week","2012","16-34 y.","East Germany","","","",""
"At lease once a week","2012","35-65 y.","West Germany","","","",""
"At lease once a week","2012","35-65 y.","East Germany","","","",""
"At lease once a week","2012","66 and older","West Germany","","","",""
"At lease once a week","2012","66 and older","East Germany","","","",""
"Almost never or never","2013","16-34 y.","West Germany","1053","0.164869239121653","0.153942431798758","0.175796046444548"
"Almost never or never","2013","16-34 y.","East Germany","405","0.245279582894203","0.220996815146674","0.269562350641732"
"Almost never or never","2013","35-65 y.","West Germany","3518","0.294162670505295","0.285879479013306","0.302445861997284"
"Almost never or never","2013","35-65 y.","East Germany","1222","0.362627630025908","0.346172381535203","0.379082878516613"
"Almost never or never","2013","66 and older","West Germany","1651","0.468142981866659","0.452118955230628","0.48416700850269"
"Almost never or never","2013","66 and older","East Germany","624","0.513124061253649","0.48523647944332","0.541011643063977"
"Several times a year","2013","16-34 y.","West Germany","619","0.127998229049923","0.118160227382472","0.137836230717375"
"Several times a year","2013","16-34 y.","East Germany","205","0.179029629472189","0.157392450606914","0.200666808337465"
"Several times a year","2013","35-65 y.","West Germany","1762","0.158744645779247","0.152101633213252","0.165387658345241"
