"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1984","16-34 y.","Schleswig-Holstein","57","0.398482586836745","0.316500950304399","0.480464223369091","1"
"Almost never or never","1984","16-34 y.","Hamburg","54","0.407036171152866","0.3168528409399","0.497219501365832","1"
"Almost never or never","1984","16-34 y.","Lower Saxony","198","0.424231500655908","0.378156816870289","0.470306184441527","1"
"Almost never or never","1984","16-34 y.","Bremen","19","","","","1"
"Almost never or never","1984","16-34 y.","North Rhine-Westphalia","607","0.436101368555931","0.408934639507968","0.463268097603895","1"
"Almost never or never","1984","16-34 y.","Hesse","240","0.440188176888064","0.397105446117228","0.483270907658899","1"
"Almost never or never","1984","16-34 y.","Rhineland-Palatinate,Saarland","143","0.443463082445345","0.388688348778152","0.498237816112538","1"
"Almost never or never","1984","16-34 y.","Baden-Württemberg","443","0.469216072024849","0.435646982081683","0.502785161968016","1"
"Almost never or never","1984","16-34 y.","Bavaria","340","0.429301426924759","0.393947703322144","0.464655150527374","1"
"Almost never or never","1984","16-34 y.","Berlin","56","0.378661396732428","0.297733503914327","0.45958928955053","1"
"Almost never or never","1984","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1984","16-34 y.","Saxony","","","","","1"
"Almost never or never","1984","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1984","16-34 y.","Thuringia","","","","","1"
"Almost never or never","1984","35-65 y.","Schleswig-Holstein","121","0.573112841925616","0.505403627418771","0.640822056432462","1"
"Almost never or never","1984","35-65 y.","Hamburg","103","0.662784979889012","0.586619704354359","0.738950255423665","1"
"Almost never or never","1984","35-65 y.","Lower Saxony","418","0.65996764553358","0.622709285522922","0.697226005544237","1"
"Almost never or never","1984","35-65 y.","Bremen","49","0.705052900832197","0.595036092972197","0.815069708692197","1"
"Almost never or never","1984","35-65 y.","North Rhine-Westphalia","1207","0.700941409688819","0.678923186252558","0.72295963312508","1"
"Almost never or never","1984","35-65 y.","Hesse","470","0.709399290522296","0.67394477735924","0.744853803685352","1"
"Almost never or never","1984","35-65 y.","Rhineland-Palatinate,Saarland","309","0.716429972152399","0.673425967349795","0.759433976955003","1"
"Almost never or never","1984","35-65 y.","Baden-Württemberg","897","0.718024797253797","0.692340577990588","0.743709016517006","1"
"Almost never or never","1984","35-65 y.","Bavaria","723","0.652359652798691","0.623905176995886","0.680814128601496","1"
"Almost never or never","1984","35-65 y.","Berlin","153","0.678294587092297","0.617121212091939","0.739467962092656","1"
"Almost never or never","1984","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1984","35-65 y.","Saxony","","","","","1"
"Almost never or never","1984","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1984","35-65 y.","Thuringia","","","","","1"
"Almost never or never","1984","66 and older","Schleswig-Holstein","42","0.965616252786832","0.911776799784231","1.01945570578943","1"
"Almost never or never","1984","66 and older","Hamburg","35","0.818102705804671","0.702802283716229","0.933403127893112","1"
"Almost never or never","1984","66 and older","Lower Saxony","133","0.905800896061767","0.858580548163378","0.953021243960156","1"
"Almost never or never","1984","66 and older","Bremen","30","0.898111974681551","0.794902887452904","1.0013210619102","1"
"Almost never or never","1984","66 and older","North Rhine-Westphalia","253","0.910448584460833","0.877003444677049","0.943893724244616","1"
"Almost never or never","1984","66 and older","Hesse","87","0.851698408711331","0.783063461796877","0.920333355625785","1"
"Almost never or never","1984","66 and older","Rhineland-Palatinate,Saarland","109","0.974120062096952","0.944714672450832","1.00352545174307","1"
"Almost never or never","1984","66 and older","Baden-Württemberg","185","0.89970046965132","0.858578909463778","0.940822029838862","1"
"Almost never or never","1984","66 and older","Bavaria","189","0.841731840606989","0.794146024147869","0.889317657066109","1"
"Almost never or never","1984","66 and older","Berlin","34","0.823468779522998","0.708161220951153","0.938776338094842","1"
"Almost never or never","1984","66 and older","Brandenburg","","","","","1"
"Almost never or never","1984","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1984","66 and older","Saxony","","","","","1"
"Almost never or never","1984","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","1984","66 and older","Thuringia","","","","","1"
"At lease once a week","1984","16-34 y.","Thuringia","","","","","4"
"At lease once a week","1984","16-34 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1984","16-34 y.","Bavaria","","","","","4"
"At lease once a week","1984","16-34 y.","Berlin","","","","","4"
"At lease once a week","1984","16-34 y.","Brandenburg","","","","","4"
"At lease once a week","1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1984","16-34 y.","Saxony","","","","","4"
"At lease once a week","1984","35-65 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","1984","35-65 y.","Hamburg","","","","","4"
"At lease once a week","1984","35-65 y.","Bremen","","","","","4"
"At lease once a week","1984","16-34 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","1984","16-34 y.","Hesse","","","","","4"
"At lease once a week","1984","16-34 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1984","16-34 y.","Baden-Württemberg","","","","","4"
"At lease once a week","1984","35-65 y.","Lower Saxony","","","","","4"
"At lease once a week","1984","16-34 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","1984","16-34 y.","Hamburg","","","","","4"
"At lease once a week","1984","16-34 y.","Lower Saxony","","","","","4"
"At lease once a week","1984","16-34 y.","Bremen","","","","","4"
"At lease once a week","1984","35-65 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","1984","35-65 y.","Hesse","","","","","4"
"At lease once a week","1984","35-65 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1984","35-65 y.","Baden-Württemberg","","","","","4"
"At lease once a week","1984","35-65 y.","Bavaria","","","","","4"
"At lease once a week","1984","35-65 y.","Berlin","","","","","4"
"At lease once a week","1984","35-65 y.","Brandenburg","","","","","4"
"At lease once a week","1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1984","35-65 y.","Saxony","","","","","4"
"At lease once a week","1984","35-65 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1984","35-65 y.","Thuringia","","","","","4"
"At lease once a week","1984","66 and older","Schleswig-Holstein","","","","","4"
"At lease once a week","1984","66 and older","Hamburg","","","","","4"
"At lease once a week","1984","66 and older","Lower Saxony","","","","","4"
"At lease once a week","1984","66 and older","Bremen","","","","","4"
"At lease once a week","1984","66 and older","North Rhine-Westphalia","","","","","4"
"At lease once a week","1984","66 and older","Hesse","","","","","4"
"At lease once a week","1984","66 and older","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","1984","66 and older","Baden-Württemberg","","","","","4"
"At lease once a week","1984","66 and older","Bavaria","","","","","4"
"At lease once a week","1984","66 and older","Berlin","","","","","4"
"At lease once a week","1984","66 and older","Brandenburg","","","","","4"
"At lease once a week","1984","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1984","66 and older","Saxony","","","","","4"
"At lease once a week","1984","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","1984","66 and older","Thuringia","","","","","4"
"At least once a month","1984","16-34 y.","Thuringia","","","","","3"
"At least once a month","1984","35-65 y.","Berlin","26","","","","3"
"At least once a month","1984","16-34 y.","Lower Saxony","116","0.277099959652061","0.235375154995835","0.318824764308287","3"
"At least once a month","1984","35-65 y.","North Rhine-Westphalia","202","0.141477798357573","0.124717444385687","0.158238152329458","3"
"At least once a month","1984","16-34 y.","Hamburg","25","","","","3"
"At least once a month","1984","16-34 y.","Bavaria","189","0.275274222111909","0.24337205177991","0.307176392443907","3"
"At least once a month","1984","35-65 y.","Baden-Württemberg","121","0.123318498653319","0.104550143015929","0.142086854290709","3"
"At least once a month","1984","35-65 y.","Bavaria","169","0.174354109797206","0.151683930158098","0.197024289436314","3"
"At least once a month","1984","16-34 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1984","35-65 y.","Schleswig-Holstein","46","0.24173038222003","0.183123501471341","0.30033726296872","3"
"At least once a month","1984","16-34 y.","Bremen","7","","","","3"
"At least once a month","1984","35-65 y.","Lower Saxony","115","0.192300347878869","0.161303518425324","0.223297177332413","3"
"At least once a month","1984","35-65 y.","Bremen","9","","","","3"
"At least once a month","1984","35-65 y.","Hesse","78","0.153141060399708","0.125020162766468","0.181261958032949","3"
"At least once a month","1984","35-65 y.","Rhineland-Palatinate,Saarland","63","0.163424315433596","0.12814640758173","0.198702223285462","3"
"At least once a month","1984","66 and older","Lower Saxony","9","","","","3"
"At least once a month","1984","66 and older","Bremen","2","","","","3"
"At least once a month","1984","16-34 y.","Schleswig-Holstein","50","0.360505843001431","0.280104694629129","0.440906991373734","3"
"At least once a month","1984","66 and older","Hesse","11","","","","3"
"At least once a month","1984","35-65 y.","Hamburg","26","","","","3"
"At least once a month","1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1984","35-65 y.","Saxony","","","","","3"
"At least once a month","1984","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1984","35-65 y.","Thuringia","","","","","3"
"At least once a month","1984","66 and older","Schleswig-Holstein","","","","","3"
"At least once a month","1984","66 and older","Hamburg","5","","","","3"
"At least once a month","1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1984","16-34 y.","Saxony","","","","","3"
"At least once a month","1984","66 and older","Rhineland-Palatinate,Saarland","3","","","","3"
"At least once a month","1984","66 and older","Baden-Württemberg","7","","","","3"
"At least once a month","1984","16-34 y.","Berlin","39","0.354984358822397","0.275148448850841","0.434820268793954","3"
"At least once a month","1984","35-65 y.","Brandenburg","","","","","3"
"At least once a month","1984","16-34 y.","North Rhine-Westphalia","335","0.291074560554015","0.266189109778675","0.315960011329355","3"
"At least once a month","1984","16-34 y.","Hesse","143","0.33135176908873","0.29050041093735","0.37220312724011","3"
"At least once a month","1984","16-34 y.","Rhineland-Palatinate,Saarland","95","0.297739498009447","0.247323090415796","0.348155905603099","3"
"At least once a month","1984","16-34 y.","Baden-Württemberg","191","0.259006716934548","0.229538293951305","0.288475139917791","3"
"At least once a month","1984","16-34 y.","Brandenburg","","","","","3"
"At least once a month","1984","66 and older","North Rhine-Westphalia","16","","","","3"
"At least once a month","1984","66 and older","Bavaria","16","","","","3"
"At least once a month","1984","66 and older","Berlin","4","","","","3"
"At least once a month","1984","66 and older","Brandenburg","","","","","3"
"At least once a month","1984","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1984","66 and older","Saxony","","","","","3"
"At least once a month","1984","66 and older","Saxony-Anhalt","","","","","3"
"At least once a month","1984","66 and older","Thuringia","","","","","3"
"Several times a year","1984","16-34 y.","North Rhine-Westphalia","338","0.272824070890054","0.248423263551767","0.29722487822834","2"
"Several times a year","1984","16-34 y.","Bavaria","224","0.295424350963333","0.262837862541025","0.32801083938564","2"
"Several times a year","1984","16-34 y.","Bremen","6","","","","2"
"Several times a year","1984","16-34 y.","Lower Saxony","128","0.298668539692031","0.256001417061392","0.341335662322669","2"
"Several times a year","1984","16-34 y.","Hamburg","35","0.345031038096912","0.257767039818412","0.432295036375411","2"
"Several times a year","1984","16-34 y.","Baden-Württemberg","215","0.271777211040603","0.2418522979687","0.301702124112505","2"
"Several times a year","1984","16-34 y.","Schleswig-Holstein","30","0.241011570161823","0.169393216853491","0.312629923470155","2"
"Several times a year","1984","35-65 y.","Hesse","82","0.137459649077996","0.110571856925156","0.164347441230836","2"
"Several times a year","1984","16-34 y.","Rhineland-Palatinate,Saarland","78","0.258797419545207","0.210507889165292","0.307086949925123","2"
"Several times a year","1984","16-34 y.","Saxony","","","","","2"
"Several times a year","1984","16-34 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1984","16-34 y.","Hesse","127","0.228460054023206","0.192022656667479","0.264897451378933","2"
"Several times a year","1984","35-65 y.","Bremen","8","","","","2"
"Several times a year","1984","35-65 y.","Hamburg","19","","","","2"
"Several times a year","1984","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1984","66 and older","Saxony","","","","","2"
"Several times a year","1984","16-34 y.","Berlin","43","0.266354244445174","0.192600926388828","0.34010756250152","2"
"Several times a year","1984","16-34 y.","Brandenburg","","","","","2"
"Several times a year","1984","16-34 y.","Thuringia","","","","","2"
"Several times a year","1984","35-65 y.","Lower Saxony","88","0.147732006587552","0.119824073130416","0.175639940044687","2"
"Several times a year","1984","66 and older","Thuringia","","","","","2"
"Several times a year","1984","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1984","35-65 y.","Schleswig-Holstein","38","0.185156775854353","0.131985388192584","0.238328163516122","2"
"Several times a year","1984","35-65 y.","North Rhine-Westphalia","252","0.157580791953609","0.140058978813882","0.175102605093336","2"
"Several times a year","1984","35-65 y.","Rhineland-Palatinate,Saarland","50","0.120145712414005","0.0891250275796512","0.151166397248359","2"
"Several times a year","1984","35-65 y.","Baden-Württemberg","161","0.158656704092883","0.137801856433535","0.179511551752232","2"
"Several times a year","1984","35-65 y.","Brandenburg","","","","","2"
"Several times a year","1984","66 and older","Hesse","5","","","","2"
"Several times a year","1984","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","1984","66 and older","Baden-Württemberg","13","","","","2"
"Several times a year","1984","66 and older","Bavaria","21","","","","2"
"Several times a year","1984","66 and older","Berlin","4","","","","2"
"Several times a year","1984","66 and older","Brandenburg","","","","","2"
"Several times a year","1984","66 and older","Saxony-Anhalt","","","","","2"
"Several times a year","1984","35-65 y.","Bavaria","184","0.173286237404103","0.150670977923181","0.195901496885024","2"
"Several times a year","1984","35-65 y.","Berlin","45","0.190584823222178","0.139150395708589","0.242019250735766","2"
"Several times a year","1984","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1984","35-65 y.","Thuringia","","","","","2"
"Several times a year","1984","66 and older","Schleswig-Holstein","2","","","","2"
"Several times a year","1984","66 and older","Hamburg","3","","","","2"
"Several times a year","1984","66 and older","Lower Saxony","5","","","","2"
"Several times a year","1984","66 and older","Bremen","1","","","","2"
"Several times a year","1984","66 and older","North Rhine-Westphalia","11","","","","2"
"Several times a year","1984","35-65 y.","Saxony","","","","","2"
"Several times a year","1984","35-65 y.","Saxony-Anhalt","","","","","2"
"Almost never or never","1985","16-34 y.","Schleswig-Holstein","51","0.376528310604902","0.291590654689973","0.461465966519831","1"
"Almost never or never","1985","16-34 y.","Hamburg","27","","","","1"
"Almost never or never","1985","16-34 y.","Lower Saxony","147","0.343436220065958","0.296784456801419","0.390087983330497","1"
"Almost never or never","1985","16-34 y.","Bremen","8","","","","1"
"Almost never or never","1985","16-34 y.","North Rhine-Westphalia","487","0.372575929694819","0.344764714470977","0.40038714491866","1"
"Almost never or never","1985","16-34 y.","Hesse","189","0.332223177461505","0.288263000627127","0.376183354295884","1"
"Almost never or never","1985","16-34 y.","Rhineland-Palatinate,Saarland","98","0.307643849026399","0.254249408749833","0.361038289302964","1"
"Almost never or never","1985","16-34 y.","Baden-Württemberg","349","0.377148579433076","0.343351201112382","0.410945957753769","1"
"Almost never or never","1985","16-34 y.","Bavaria","261","0.342718551556665","0.307758186706368","0.377678916406962","1"
"Almost never or never","1985","16-34 y.","Berlin","46","0.281338310687658","0.202825684734917","0.359850936640399","1"
"Almost never or never","1985","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1985","16-34 y.","Saxony","","","","","1"
"Almost never or never","1985","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1985","16-34 y.","Thuringia","","","","","1"
"Almost never or never","1985","35-65 y.","Schleswig-Holstein","107","0.548851815425324","0.477339839430173","0.620363791420476","1"
"Almost never or never","1985","35-65 y.","Hamburg","89","0.542359160306568","0.461546846823954","0.623171473789182","1"
"Almost never or never","1985","35-65 y.","Lower Saxony","380","0.663020078696172","0.624250115433257","0.701790041959088","1"
"Almost never or never","1985","35-65 y.","Bremen","39","0.710804897842511","0.59205732267582","0.829552473009202","1"
"Almost never or never","1985","35-65 y.","North Rhine-Westphalia","1033","0.637781304836953","0.613713303241815","0.66184930643209","1"
"Almost never or never","1985","35-65 y.","Hesse","431","0.698284824104932","0.661089783481978","0.735479864727885","1"
"Almost never or never","1985","35-65 y.","Rhineland-Palatinate,Saarland","281","0.70673066017602","0.661136523035229","0.752324797316812","1"
"Almost never or never","1985","35-65 y.","Baden-Württemberg","765","0.651311810297051","0.622717542719264","0.679906077874838","1"
"Almost never or never","1985","35-65 y.","Bavaria","618","0.60361664223308","0.57300744808463","0.634225836381529","1"
"Almost never or never","1985","35-65 y.","Berlin","137","0.648104526929534","0.582247552642667","0.713961501216402","1"
"Almost never or never","1985","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1985","35-65 y.","Saxony","","","","","1"
"Almost never or never","1985","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","1985","35-65 y.","Thuringia","","","","","1"
"Almost never or never","1985","66 and older","Schleswig-Holstein","34","0.933590233227869","0.853359390061584","1.01382107639415","1"
"Almost never or never","1985","66 and older","Hamburg","33","0.800650879355383","0.679827160050911","0.921474598659854","1"
"Almost never or never","1985","66 and older","Lower Saxony","107","0.874893933433459","0.816426716362605","0.933361150504313","1"
"Almost never or never","1985","66 and older","Bremen","27","","","","1"
"Almost never or never","1985","66 and older","North Rhine-Westphalia","226","0.914838744849848","0.880169712596132","0.949507777103564","1"
"Almost never or never","1985","66 and older","Hesse","79","0.873459386127971","0.805524867271648","0.941393904984293","1"
"Almost never or never","1985","66 and older","Rhineland-Palatinate,Saarland","88","0.960636398567726","0.920900676503663","1.00037212063179","1"
"Almost never or never","1985","66 and older","Baden-Württemberg","164","0.90217344016417","0.858893942338128","0.945452937990212","1"
"Almost never or never","1985","66 and older","Bavaria","173","0.847879017041448","0.798596314817227","0.897161719265668","1"
"Almost never or never","1985","66 and older","Berlin","30","0.83268069595859","0.71241008919418","0.952951302722999","1"
"Almost never or never","1985","66 and older","Brandenburg","","","","","1"
"Almost never or never","1985","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","1985","66 and older","Saxony","","","","","1"
"Almost never or never","1985","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","1985","66 and older","Thuringia","","","","","1"
"At lease once a week","1985","16-34 y.","Thuringia","","","","","4"
"At lease once a week","1985","35-65 y.","Lower Saxony","120","0.213224687768611","0.179629726676006","0.246819648861217","4"
"At lease once a week","1985","35-65 y.","Bremen","4","","","","4"
"At lease once a week","1985","16-34 y.","Saxony","","","","","4"
"At lease once a week","1985","35-65 y.","Hamburg","40","0.329428282456241","0.253189716206547","0.405666848705935","4"
"At lease once a week","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1985","16-34 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1985","16-34 y.","Hesse","141","0.412792380131742","0.366841855575669","0.458742904687815","4"
"At lease once a week","1985","16-34 y.","Bavaria","237","0.365816171601082","0.330337243196084","0.40129510000608","4"
"At lease once a week","1985","35-65 y.","Schleswig-Holstein","45","0.248394475748943","0.18629934196074","0.310489609537146","4"
"At lease once a week","1985","16-34 y.","Berlin","45","0.438883957456503","0.352234865790267","0.525533049122739","4"
"At lease once a week","1985","16-34 y.","Brandenburg","","","","","4"
"At lease once a week","1985","16-34 y.","Schleswig-Holstein","45","0.400180160277486","0.31429240059363","0.486067919961343","4"
"At lease once a week","1985","16-34 y.","Hamburg","37","0.447069190323357","0.343189769244459","0.550948611402254","4"
"At lease once a week","1985","16-34 y.","Lower Saxony","141","0.381837514106643","0.334106883212334","0.429568145000952","4"
"At lease once a week","1985","16-34 y.","Bremen","5","","","","4"
"At lease once a week","1985","16-34 y.","North Rhine-Westphalia","381","0.364014905111176","0.336338158776688","0.391691651445663","4"
"At lease once a week","1985","16-34 y.","Rhineland-Palatinate,Saarland","103","0.374474041104043","0.31848014720888","0.430467934999207","4"
"At lease once a week","1985","16-34 y.","Baden-Württemberg","239","0.35073248022462","0.317456230313309","0.384008730135931","4"
"At lease once a week","1985","35-65 y.","North Rhine-Westphalia","273","0.203762333689","0.183592513783867","0.223932153594133","4"
"At lease once a week","1985","35-65 y.","Hesse","94","0.194587254431037","0.162507088781574","0.2266674200805","4"
"At lease once a week","1985","35-65 y.","Rhineland-Palatinate,Saarland","51","0.152863058314324","0.116823721840649","0.188902394787998","4"
"At lease once a week","1985","35-65 y.","Baden-Württemberg","151","0.178309591722494","0.155342429241977","0.201276754203011","4"
"At lease once a week","1985","35-65 y.","Bavaria","207","0.232220128469086","0.205797143424399","0.258643113513773","4"
"At lease once a week","1985","35-65 y.","Berlin","28","","","","4"
"At lease once a week","1985","35-65 y.","Brandenburg","","","","","4"
"At lease once a week","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1985","35-65 y.","Saxony","","","","","4"
"At lease once a week","1985","35-65 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","1985","35-65 y.","Thuringia","","","","","4"
"At lease once a week","1985","66 and older","Schleswig-Holstein","1","","","","4"
"At lease once a week","1985","66 and older","Hamburg","5","","","","4"
"At lease once a week","1985","66 and older","Lower Saxony","9","","","","4"
"At lease once a week","1985","66 and older","Bremen","5","","","","4"
"At lease once a week","1985","66 and older","North Rhine-Westphalia","17","","","","4"
"At lease once a week","1985","66 and older","Hesse","7","","","","4"
"At lease once a week","1985","66 and older","Rhineland-Palatinate,Saarland","2","","","","4"
"At lease once a week","1985","66 and older","Baden-Württemberg","14","","","","4"
"At lease once a week","1985","66 and older","Bavaria","18","","","","4"
"At lease once a week","1985","66 and older","Berlin","5","","","","4"
"At lease once a week","1985","66 and older","Brandenburg","","","","","4"
"At lease once a week","1985","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","1985","66 and older","Saxony","","","","","4"
"At lease once a week","1985","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","1985","66 and older","Thuringia","","","","","4"
"At least once a month","1985","16-34 y.","Hamburg","6","","","","3"
"At least once a month","1985","35-65 y.","Lower Saxony","19","","","","3"
"At least once a month","1985","35-65 y.","Bavaria","46","0.0498994991716604","0.0362741872208141","0.0635248111225067","3"
"At least once a month","1985","35-65 y.","Berlin","11","","","","3"
"At least once a month","1985","35-65 y.","Hesse","14","","","","3"
"At least once a month","1985","66 and older","Hamburg","4","","","","3"
"At least once a month","1985","35-65 y.","Baden-Württemberg","34","0.0381756191044828","0.0266780291374508","0.0496732090715147","3"
"At least once a month","1985","16-34 y.","Schleswig-Holstein","5","","","","3"
"At least once a month","1985","66 and older","Baden-Württemberg","","","","","3"
"At least once a month","1985","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","1985","35-65 y.","Bremen","5","","","","3"
"At least once a month","1985","16-34 y.","North Rhine-Westphalia","69","0.0624021885196703","0.0484885670392141","0.0763158100001264","3"
"At least once a month","1985","16-34 y.","Hesse","28","","","","3"
"At least once a month","1985","16-34 y.","Rhineland-Palatinate,Saarland","24","","","","3"
"At least once a month","1985","16-34 y.","Baden-Württemberg","73","0.0985221150355826","0.0777405166705814","0.119303713400584","3"
"At least once a month","1985","16-34 y.","Bavaria","58","0.0777402094422889","0.0580168471366426","0.0974635717479351","3"
"At least once a month","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1985","16-34 y.","Saxony","","","","","3"
"At least once a month","1985","16-34 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1985","16-34 y.","Thuringia","","","","","3"
"At least once a month","1985","16-34 y.","Lower Saxony","24","","","","3"
"At least once a month","1985","35-65 y.","Hamburg","10","","","","3"
"At least once a month","1985","35-65 y.","North Rhine-Westphalia","59","0.0443324740659129","0.0340254543434207","0.0546394937884051","3"
"At least once a month","1985","35-65 y.","Rhineland-Palatinate,Saarland","13","","","","3"
"At least once a month","1985","35-65 y.","Brandenburg","","","","","3"
"At least once a month","1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1985","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","1985","35-65 y.","Thuringia","","","","","3"
"At least once a month","1985","66 and older","Schleswig-Holstein","1","","","","3"
"At least once a month","1985","66 and older","Bremen","1","","","","3"
"At least once a month","1985","66 and older","North Rhine-Westphalia","1","","","","3"
"At least once a month","1985","66 and older","Hesse","2","","","","3"
"At least once a month","1985","16-34 y.","Bremen","3","","","","3"
"At least once a month","1985","66 and older","Bavaria","6","","","","3"
"At least once a month","1985","66 and older","Berlin","","","","","3"
"At least once a month","1985","66 and older","Brandenburg","","","","","3"
"At least once a month","1985","66 and older","Lower Saxony","3","","","","3"
"At least once a month","1985","35-65 y.","Schleswig-Holstein","11","","","","3"
"At least once a month","1985","16-34 y.","Berlin","12","","","","3"
"At least once a month","1985","16-34 y.","Brandenburg","","","","","3"
"At least once a month","1985","35-65 y.","Saxony","","","","","3"
"At least once a month","1985","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","1985","66 and older","Saxony","","","","","3"
"At least once a month","1985","66 and older","Saxony-Anhalt","","","","","3"
"At least once a month","1985","66 and older","Thuringia","","","","","3"
"Several times a year","1985","16-34 y.","Schleswig-Holstein","24","","","","2"
"Several times a year","1985","16-34 y.","Bremen","10","","","","2"
"Several times a year","1985","16-34 y.","Hamburg","18","","","","2"
"Several times a year","1985","16-34 y.","Baden-Württemberg","129","0.173596825306722","0.147184817124289","0.200008833489155","2"
"Several times a year","1985","16-34 y.","Bavaria","152","0.213725067399964","0.18352927655197","0.243920858247957","2"
"Several times a year","1985","16-34 y.","Lower Saxony","86","0.217245750568053","0.17673270270667","0.257758798429436","2"
"Several times a year","1985","16-34 y.","North Rhine-Westphalia","224","0.201006976674335","0.177954953874963","0.224058999473708","2"
"Several times a year","1985","16-34 y.","Hesse","83","0.194731440003468","0.157772695847331","0.231690184159604","2"
"Several times a year","1985","16-34 y.","Rhineland-Palatinate,Saarland","62","0.227652121497456","0.179140088774089","0.276164154220824","2"
"Several times a year","1985","16-34 y.","Berlin","23","","","","2"
"Several times a year","1985","16-34 y.","Saxony","","","","","2"
"Several times a year","1985","35-65 y.","Lower Saxony","52","0.093602784007603","0.0697118184944355","0.11749374952077","2"
"Several times a year","1985","35-65 y.","Bremen","8","","","","2"
"Several times a year","1985","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1985","66 and older","Thuringia","","","","","2"
"Several times a year","1985","16-34 y.","Saxony-Anhalt","","","","","2"
"Several times a year","1985","35-65 y.","Hamburg","7","","","","2"
"Several times a year","1985","16-34 y.","Brandenburg","","","","","2"
"Several times a year","1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","1985","16-34 y.","Thuringia","","","","","2"
"Several times a year","1985","35-65 y.","Schleswig-Holstein","23","","","","2"
"Several times a year","1985","35-65 y.","North Rhine-Westphalia","167","0.114123887408135","0.0982020390877257","0.130045735728544","2"
"Several times a year","1985","35-65 y.","Hesse","46","0.0835667497527241","0.0611414977304786","0.10599200177497","2"
"Several times a year","1985","35-65 y.","Rhineland-Palatinate,Saarland","38","0.103278344696846","0.0728006462827653","0.133756043110928","2"
"Several times a year","1985","35-65 y.","Baden-Württemberg","117","0.132202978875972","0.111879615638656","0.152526342113287","2"
"Several times a year","1985","66 and older","Hesse","4","","","","2"
"Several times a year","1985","66 and older","Rhineland-Palatinate,Saarland","2","","","","2"
"Several times a year","1985","66 and older","Bavaria","7","","","","2"
