"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","2011","66 and older","North Rhine-Westphalia","305","0.260614104808468","0.233622060624947","0.28760614899199","4"
"At lease once a week","2011","66 and older","Hesse","98","0.290660204202584","0.238036062641757","0.34328434576341","4"
"At lease once a week","2011","66 and older","Rhineland-Palatinate,Saarland","85","0.255037291207874","0.205465001786326","0.304609580629421","4"
"At lease once a week","2011","66 and older","Baden-Württemberg","183","0.33030000626031","0.291891157713691","0.368708854806929","4"
"At lease once a week","2011","66 and older","Bavaria","244","0.248289761462464","0.218106555779344","0.278472967145583","4"
"At lease once a week","2011","66 and older","Berlin","82","0.318406956020863","0.256280716933947","0.38053319510778","4"
"At lease once a week","2011","66 and older","Brandenburg","60","0.236044641435131","0.183821583756527","0.288267699113734","4"
"At lease once a week","2011","66 and older","Mecklenburg-Western Pomerania","32","0.241675194933244","0.167512282584168","0.31583810728232","4"
"At lease once a week","2011","66 and older","Saxony","111","0.32133051561846","0.272684014809401","0.369977016427519","4"
"At lease once a week","2011","66 and older","Saxony-Anhalt","42","0.18342879545769","0.13228799301936","0.23456959789602","4"
"At lease once a week","2011","66 and older","Thuringia","43","0.157347606776557","0.109556184025306","0.205139029527809","4"
"At least once a month","2011","16-34 y.","North Rhine-Westphalia","80","0.0662567755682932","0.0530520602321999","0.0794614909043865","3"
"At least once a month","2011","16-34 y.","Hesse","39","0.0735192578812878","0.049297848100839","0.0977406676617366","3"
"At least once a month","2011","16-34 y.","Schleswig-Holstein","11","","","","3"
"At least once a month","2011","16-34 y.","Hamburg","18","","","","3"
"At least once a month","2011","16-34 y.","Lower Saxony","46","0.0817999573195339","0.0598710163403462","0.103728898298722","3"
"At least once a month","2011","16-34 y.","Bremen","10","","","","3"
"At least once a month","2011","16-34 y.","Rhineland-Palatinate,Saarland","26","","","","3"
"At least once a month","2011","16-34 y.","Bavaria","106","0.131699649892624","0.110719425992008","0.15267987379324","3"
"At least once a month","2011","16-34 y.","Berlin","28","","","","3"
"At least once a month","2011","16-34 y.","Baden-Württemberg","93","0.0942992292399477","0.0750993044328405","0.113499154047055","3"
"At least once a month","2011","16-34 y.","Brandenburg","18","","","","3"
"At least once a month","2011","16-34 y.","Mecklenburg-Western Pomerania","13","","","","3"
"At least once a month","2011","16-34 y.","Saxony-Anhalt","15","","","","3"
"At least once a month","2011","35-65 y.","Lower Saxony","101","0.0826221939855731","0.0688180687700365","0.0964263192011098","3"
"At least once a month","2011","16-34 y.","Saxony","38","0.0979676035750209","0.0717798767689547","0.124155330381087","3"
"At least once a month","2011","16-34 y.","Thuringia","26","","","","3"
"At least once a month","2011","35-65 y.","Schleswig-Holstein","30","0.0527462381830988","0.0339971269866308","0.0714953493795668","3"
"At least once a month","2011","35-65 y.","Hamburg","10","","","","3"
"At least once a month","2011","35-65 y.","Bremen","9","","","","3"
"At least once a month","2011","35-65 y.","Rhineland-Palatinate,Saarland","52","0.0543082516252472","0.0397976303863043","0.0688188728641901","3"
"At least once a month","2011","35-65 y.","Baden-Württemberg","166","0.0705168109019668","0.0594906292532618","0.0815429925506719","3"
"At least once a month","2011","35-65 y.","North Rhine-Westphalia","190","0.062927773878112","0.0547059419550231","0.071149605801201","3"
"At least once a month","2011","35-65 y.","Hesse","86","0.061868748079907","0.0484160249810571","0.0753214711787568","3"
"At least once a month","2011","35-65 y.","Bavaria","195","0.0740034493781245","0.0640177889446571","0.0839891098115919","3"
"At least once a month","2011","35-65 y.","Mecklenburg-Western Pomerania","29","","","","3"
"At least once a month","2011","35-65 y.","Brandenburg","35","0.0603096628725141","0.0419235048567578","0.0786958208882704","3"
"At least once a month","2011","35-65 y.","Berlin","43","0.0730240431508681","0.0512803195534072","0.0947677667483289","3"
"At least once a month","2011","35-65 y.","Saxony","71","0.0543206653176622","0.0402022815301288","0.0684390491051957","3"
"At least once a month","2011","35-65 y.","Saxony-Anhalt","42","0.0845650864124457","0.0623760263290833","0.106754146495808","3"
"At least once a month","2011","66 and older","Schleswig-Holstein","2","","","","3"
"At least once a month","2011","66 and older","Hamburg","","","","","3"
"At least once a month","2011","66 and older","North Rhine-Westphalia","28","","","","3"
"At least once a month","2011","66 and older","Hesse","7","","","","3"
"At least once a month","2011","35-65 y.","Thuringia","48","0.0775625634111529","0.0564225591651864","0.0987025676571194","3"
"At least once a month","2011","66 and older","Bavaria","25","","","","3"
"At least once a month","2011","66 and older","Berlin","4","","","","3"
"At least once a month","2011","66 and older","Brandenburg","6","","","","3"
"At least once a month","2011","66 and older","Lower Saxony","21","","","","3"
"At least once a month","2011","66 and older","Bremen","2","","","","3"
"At least once a month","2011","66 and older","Rhineland-Palatinate,Saarland","3","","","","3"
"At least once a month","2011","66 and older","Baden-Württemberg","16","","","","3"
"At least once a month","2011","66 and older","Saxony","12","","","","3"
"At least once a month","2011","66 and older","Saxony-Anhalt","9","","","","3"
"At least once a month","2011","66 and older","Mecklenburg-Western Pomerania","1","","","","3"
"At least once a month","2011","66 and older","Thuringia","5","","","","3"
"Several times a year","2011","35-65 y.","Baden-Württemberg","344","0.169539752540884","0.153379310415019","0.18570019466675","2"
"Several times a year","2011","35-65 y.","Brandenburg","135","0.211314109975336","0.179784293607008","0.242843926343664","2"
"Several times a year","2011","35-65 y.","Mecklenburg-Western Pomerania","49","0.148349115123612","0.112325642916098","0.184372587331126","2"
"Several times a year","2011","35-65 y.","Saxony","204","0.229846982399975","0.203638709179203","0.256055255620747","2"
"Several times a year","2011","35-65 y.","Saxony-Anhalt","100","0.154234896164299","0.125431358881348","0.18303843344725","2"
"Several times a year","2011","16-34 y.","Lower Saxony","101","0.157331151979549","0.128196603178388","0.186465700780709","2"
"Several times a year","2011","35-65 y.","Hamburg","33","0.136425961485728","0.0906518929082582","0.182200030063197","2"
"Several times a year","2011","35-65 y.","Lower Saxony","255","0.166389189876762","0.147715478739506","0.185062901014017","2"
"Several times a year","2011","35-65 y.","North Rhine-Westphalia","581","0.190428875921272","0.17713490318851","0.203722848654034","2"
"Several times a year","2011","35-65 y.","Hesse","225","0.195628306624347","0.173477631147935","0.217778982100759","2"
"Several times a year","2011","35-65 y.","Rhineland-Palatinate,Saarland","156","0.172079029814085","0.14791125245574","0.19624680717243","2"
"Several times a year","2011","35-65 y.","Bavaria","484","0.185820357817928","0.170983125626538","0.200657590009319","2"
"Several times a year","2011","35-65 y.","Berlin","103","0.179590193467872","0.147510997330607","0.211669389605138","2"
"Several times a year","2011","35-65 y.","Thuringia","111","0.153705896628809","0.125201197919956","0.182210595337663","2"
"Several times a year","2011","66 and older","Schleswig-Holstein","9","","","","2"
"Several times a year","2011","66 and older","Hamburg","4","","","","2"
"Several times a year","2011","66 and older","Lower Saxony","48","0.0897136793923842","0.0650086784942926","0.114418680290476","2"
"Several times a year","2011","66 and older","Bremen","2","","","","2"
"Several times a year","2011","66 and older","North Rhine-Westphalia","67","0.0565060664554502","0.0423083554766585","0.0707037774342419","2"
"Several times a year","2011","16-34 y.","Schleswig-Holstein","57","0.196504719301977","0.149020411812465","0.243989026791489","2"
"Several times a year","2011","16-34 y.","Hamburg","15","","","","2"
"Several times a year","2011","16-34 y.","Bremen","9","","","","2"
"Several times a year","2011","16-34 y.","North Rhine-Westphalia","232","0.195666378685218","0.174605505257028","0.216727252113408","2"
"Several times a year","2011","16-34 y.","Hesse","88","0.185012141691155","0.148974501383095","0.221049781999214","2"
"Several times a year","2011","16-34 y.","Rhineland-Palatinate,Saarland","78","0.24981045147653","0.20587809671674","0.293742806236319","2"
"Several times a year","2011","16-34 y.","Brandenburg","63","0.283899785888994","0.227783142624521","0.340016429153468","2"
"Several times a year","2011","16-34 y.","Mecklenburg-Western Pomerania","37","0.18040007906537","0.120819130196363","0.239981027934378","2"
"Several times a year","2011","16-34 y.","Saxony-Anhalt","57","0.25684950230404","0.205118539631202","0.308580464976877","2"
"Several times a year","2011","16-34 y.","Thuringia","51","0.1572870577737","0.113860787086037","0.200713328461363","2"
"Several times a year","2011","35-65 y.","Schleswig-Holstein","106","0.213347196954843","0.178984535962739","0.247709857946948","2"
"Several times a year","2011","35-65 y.","Bremen","21","","","","2"
"Several times a year","2011","66 and older","Hesse","17","","","","2"
"Several times a year","2011","66 and older","Rhineland-Palatinate,Saarland","15","","","","2"
"Several times a year","2011","66 and older","Baden-Württemberg","36","0.0656045356776229","0.0453850947454173","0.0858239766098285","2"
"Several times a year","2011","66 and older","Bavaria","73","0.101913187899852","0.0807765903775275","0.123049785422175","2"
"Several times a year","2011","66 and older","Berlin","23","","","","2"
"Several times a year","2011","16-34 y.","Baden-Württemberg","158","0.177348777213668","0.152254478654275","0.202443075773062","2"
"Several times a year","2011","16-34 y.","Bavaria","207","0.232989350191477","0.206762172871719","0.259216527511235","2"
"Several times a year","2011","16-34 y.","Berlin","45","0.188575172021219","0.140086031189015","0.237064312853423","2"
"Several times a year","2011","16-34 y.","Saxony","107","0.24748618432146","0.209469152148028","0.285503216494893","2"
"Several times a year","2011","66 and older","Brandenburg","22","","","","2"
"Several times a year","2011","66 and older","Mecklenburg-Western Pomerania","11","","","","2"
"Several times a year","2011","66 and older","Saxony","30","0.0737445396155317","0.0465189819054446","0.100970097325619","2"
"Several times a year","2011","66 and older","Saxony-Anhalt","11","","","","2"
"Several times a year","2011","66 and older","Thuringia","16","","","","2"
"Almost never or never","2012","16-34 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","2012","16-34 y.","Hamburg","","","","","1"
"Almost never or never","2012","16-34 y.","Lower Saxony","","","","","1"
"Almost never or never","2012","16-34 y.","Bremen","","","","","1"
"Almost never or never","2012","16-34 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","2012","16-34 y.","Hesse","","","","","1"
"Almost never or never","2012","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","2012","16-34 y.","Baden-Württemberg","","","","","1"
"Almost never or never","2012","16-34 y.","Bavaria","","","","","1"
"Almost never or never","2012","16-34 y.","Berlin","","","","","1"
"Almost never or never","2012","16-34 y.","Brandenburg","","","","","1"
"Almost never or never","2012","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","2012","16-34 y.","Saxony","","","","","1"
"Almost never or never","2012","66 and older","Bremen","","","","","1"
"Almost never or never","2012","66 and older","North Rhine-Westphalia","","","","","1"
"Almost never or never","2012","66 and older","Hesse","","","","","1"
"Almost never or never","2012","35-65 y.","Brandenburg","","","","","1"
"Almost never or never","2012","66 and older","Schleswig-Holstein","","","","","1"
"Almost never or never","2012","66 and older","Hamburg","","","","","1"
"Almost never or never","2012","66 and older","Lower Saxony","","","","","1"
"Almost never or never","2012","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","2012","66 and older","Baden-Württemberg","","","","","1"
"Almost never or never","2012","66 and older","Bavaria","","","","","1"
"Almost never or never","2012","16-34 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","2012","16-34 y.","Thuringia","","","","","1"
"Almost never or never","2012","35-65 y.","Schleswig-Holstein","","","","","1"
"Almost never or never","2012","35-65 y.","Hamburg","","","","","1"
"Almost never or never","2012","35-65 y.","Lower Saxony","","","","","1"
"Almost never or never","2012","35-65 y.","Bremen","","","","","1"
"Almost never or never","2012","35-65 y.","North Rhine-Westphalia","","","","","1"
"Almost never or never","2012","35-65 y.","Hesse","","","","","1"
"Almost never or never","2012","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Almost never or never","2012","35-65 y.","Baden-Württemberg","","","","","1"
"Almost never or never","2012","35-65 y.","Bavaria","","","","","1"
"Almost never or never","2012","35-65 y.","Berlin","","","","","1"
"Almost never or never","2012","35-65 y.","Saxony","","","","","1"
"Almost never or never","2012","35-65 y.","Saxony-Anhalt","","","","","1"
"Almost never or never","2012","35-65 y.","Thuringia","","","","","1"
"Almost never or never","2012","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","2012","66 and older","Berlin","","","","","1"
"Almost never or never","2012","66 and older","Brandenburg","","","","","1"
"Almost never or never","2012","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Almost never or never","2012","66 and older","Saxony","","","","","1"
"Almost never or never","2012","66 and older","Saxony-Anhalt","","","","","1"
"Almost never or never","2012","66 and older","Thuringia","","","","","1"
"At lease once a week","2012","16-34 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","2012","16-34 y.","Hamburg","","","","","4"
"At lease once a week","2012","16-34 y.","Lower Saxony","","","","","4"
"At lease once a week","2012","16-34 y.","Bremen","","","","","4"
"At lease once a week","2012","16-34 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","2012","16-34 y.","Hesse","","","","","4"
"At lease once a week","2012","16-34 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","2012","16-34 y.","Baden-Württemberg","","","","","4"
"At lease once a week","2012","16-34 y.","Bavaria","","","","","4"
"At lease once a week","2012","16-34 y.","Berlin","","","","","4"
"At lease once a week","2012","16-34 y.","Brandenburg","","","","","4"
"At lease once a week","2012","16-34 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","2012","16-34 y.","Saxony","","","","","4"
"At lease once a week","2012","16-34 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","2012","16-34 y.","Thuringia","","","","","4"
"At lease once a week","2012","35-65 y.","Schleswig-Holstein","","","","","4"
"At lease once a week","2012","35-65 y.","Hamburg","","","","","4"
"At lease once a week","2012","35-65 y.","Lower Saxony","","","","","4"
"At lease once a week","2012","35-65 y.","Bremen","","","","","4"
"At lease once a week","2012","35-65 y.","North Rhine-Westphalia","","","","","4"
"At lease once a week","2012","35-65 y.","Hesse","","","","","4"
"At lease once a week","2012","35-65 y.","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","2012","35-65 y.","Baden-Württemberg","","","","","4"
"At lease once a week","2012","35-65 y.","Bavaria","","","","","4"
"At lease once a week","2012","35-65 y.","Berlin","","","","","4"
"At lease once a week","2012","35-65 y.","Brandenburg","","","","","4"
"At lease once a week","2012","35-65 y.","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","2012","35-65 y.","Saxony","","","","","4"
"At lease once a week","2012","35-65 y.","Saxony-Anhalt","","","","","4"
"At lease once a week","2012","35-65 y.","Thuringia","","","","","4"
"At lease once a week","2012","66 and older","Schleswig-Holstein","","","","","4"
"At lease once a week","2012","66 and older","Hamburg","","","","","4"
"At lease once a week","2012","66 and older","Lower Saxony","","","","","4"
"At lease once a week","2012","66 and older","Bremen","","","","","4"
"At lease once a week","2012","66 and older","North Rhine-Westphalia","","","","","4"
"At lease once a week","2012","66 and older","Hesse","","","","","4"
"At lease once a week","2012","66 and older","Rhineland-Palatinate,Saarland","","","","","4"
"At lease once a week","2012","66 and older","Baden-Württemberg","","","","","4"
"At lease once a week","2012","66 and older","Bavaria","","","","","4"
"At lease once a week","2012","66 and older","Berlin","","","","","4"
"At lease once a week","2012","66 and older","Brandenburg","","","","","4"
"At lease once a week","2012","66 and older","Mecklenburg-Western Pomerania","","","","","4"
"At lease once a week","2012","66 and older","Saxony","","","","","4"
"At lease once a week","2012","66 and older","Saxony-Anhalt","","","","","4"
"At lease once a week","2012","66 and older","Thuringia","","","","","4"
"At least once a month","2012","16-34 y.","North Rhine-Westphalia","","","","","3"
"At least once a month","2012","16-34 y.","Hesse","","","","","3"
"At least once a month","2012","16-34 y.","Baden-Württemberg","","","","","3"
"At least once a month","2012","16-34 y.","Bavaria","","","","","3"
"At least once a month","2012","16-34 y.","Hamburg","","","","","3"
"At least once a month","2012","16-34 y.","Lower Saxony","","","","","3"
"At least once a month","2012","16-34 y.","Bremen","","","","","3"
"At least once a month","2012","16-34 y.","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","2012","16-34 y.","Berlin","","","","","3"
"At least once a month","2012","16-34 y.","Brandenburg","","","","","3"
"At least once a month","2012","16-34 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","2012","16-34 y.","Saxony","","","","","3"
"At least once a month","2012","16-34 y.","Schleswig-Holstein","","","","","3"
"At least once a month","2012","16-34 y.","Saxony-Anhalt","","","","","3"
"At least once a month","2012","16-34 y.","Thuringia","","","","","3"
"At least once a month","2012","35-65 y.","Schleswig-Holstein","","","","","3"
"At least once a month","2012","35-65 y.","Hamburg","","","","","3"
"At least once a month","2012","35-65 y.","Hesse","","","","","3"
"At least once a month","2012","35-65 y.","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","2012","35-65 y.","Lower Saxony","","","","","3"
"At least once a month","2012","35-65 y.","Bremen","","","","","3"
"At least once a month","2012","35-65 y.","North Rhine-Westphalia","","","","","3"
"At least once a month","2012","35-65 y.","Baden-Württemberg","","","","","3"
"At least once a month","2012","35-65 y.","Berlin","","","","","3"
"At least once a month","2012","35-65 y.","Brandenburg","","","","","3"
"At least once a month","2012","35-65 y.","Bavaria","","","","","3"
"At least once a month","2012","35-65 y.","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","2012","35-65 y.","Saxony","","","","","3"
"At least once a month","2012","35-65 y.","Thuringia","","","","","3"
"At least once a month","2012","35-65 y.","Saxony-Anhalt","","","","","3"
"At least once a month","2012","66 and older","Schleswig-Holstein","","","","","3"
"At least once a month","2012","66 and older","Hamburg","","","","","3"
"At least once a month","2012","66 and older","Lower Saxony","","","","","3"
"At least once a month","2012","66 and older","Bremen","","","","","3"
"At least once a month","2012","66 and older","North Rhine-Westphalia","","","","","3"
"At least once a month","2012","66 and older","Baden-Württemberg","","","","","3"
"At least once a month","2012","66 and older","Hesse","","","","","3"
"At least once a month","2012","66 and older","Rhineland-Palatinate,Saarland","","","","","3"
"At least once a month","2012","66 and older","Bavaria","","","","","3"
"At least once a month","2012","66 and older","Berlin","","","","","3"
"At least once a month","2012","66 and older","Mecklenburg-Western Pomerania","","","","","3"
"At least once a month","2012","66 and older","Saxony","","","","","3"
"At least once a month","2012","66 and older","Thuringia","","","","","3"
"At least once a month","2012","66 and older","Brandenburg","","","","","3"
"At least once a month","2012","66 and older","Saxony-Anhalt","","","","","3"
"Several times a year","2012","35-65 y.","Brandenburg","","","","","2"
"Several times a year","2012","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","2012","16-34 y.","Lower Saxony","","","","","2"
"Several times a year","2012","35-65 y.","Hamburg","","","","","2"
"Several times a year","2012","35-65 y.","North Rhine-Westphalia","","","","","2"
"Several times a year","2012","35-65 y.","Hesse","","","","","2"
"Several times a year","2012","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","2012","35-65 y.","Baden-Württemberg","","","","","2"
"Several times a year","2012","35-65 y.","Bavaria","","","","","2"
"Several times a year","2012","35-65 y.","Berlin","","","","","2"
"Several times a year","2012","35-65 y.","Saxony","","","","","2"
"Several times a year","2012","35-65 y.","Saxony-Anhalt","","","","","2"
"Several times a year","2012","35-65 y.","Thuringia","","","","","2"
"Several times a year","2012","66 and older","Schleswig-Holstein","","","","","2"
"Several times a year","2012","66 and older","Hamburg","","","","","2"
"Several times a year","2012","66 and older","Lower Saxony","","","","","2"
"Several times a year","2012","66 and older","Bremen","","","","","2"
"Several times a year","2012","16-34 y.","Schleswig-Holstein","","","","","2"
"Several times a year","2012","16-34 y.","Hamburg","","","","","2"
"Several times a year","2012","16-34 y.","North Rhine-Westphalia","","","","","2"
"Several times a year","2012","16-34 y.","Hesse","","","","","2"
"Several times a year","2012","16-34 y.","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","2012","16-34 y.","Saxony-Anhalt","","","","","2"
"Several times a year","2012","16-34 y.","Thuringia","","","","","2"
"Several times a year","2012","35-65 y.","Schleswig-Holstein","","","","","2"
"Several times a year","2012","35-65 y.","Lower Saxony","","","","","2"
"Several times a year","2012","35-65 y.","Bremen","","","","","2"
"Several times a year","2012","66 and older","North Rhine-Westphalia","","","","","2"
"Several times a year","2012","66 and older","Hesse","","","","","2"
"Several times a year","2012","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Several times a year","2012","66 and older","Baden-Württemberg","","","","","2"
"Several times a year","2012","66 and older","Bavaria","","","","","2"
"Several times a year","2012","16-34 y.","Bremen","","","","","2"
"Several times a year","2012","16-34 y.","Baden-Württemberg","","","","","2"
"Several times a year","2012","16-34 y.","Bavaria","","","","","2"
"Several times a year","2012","16-34 y.","Berlin","","","","","2"
"Several times a year","2012","16-34 y.","Brandenburg","","","","","2"
"Several times a year","2012","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","2012","16-34 y.","Saxony","","","","","2"
"Several times a year","2012","66 and older","Berlin","","","","","2"
"Several times a year","2012","66 and older","Brandenburg","","","","","2"
"Several times a year","2012","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Several times a year","2012","66 and older","Saxony","","","","","2"
"Several times a year","2012","66 and older","Saxony-Anhalt","","","","","2"
"Several times a year","2012","66 and older","Thuringia","","","","","2"
"Almost never or never","2013","16-34 y.","Schleswig-Holstein","70","0.225712566860901","0.170843871403327","0.280581262318475","1"
"Almost never or never","2013","16-34 y.","Hamburg","27","","","","1"
"Almost never or never","2013","16-34 y.","Lower Saxony","112","0.154744921373466","0.124098956689404","0.185390886057528","1"
"Almost never or never","2013","16-34 y.","Bremen","11","","","","1"
"Almost never or never","2013","16-34 y.","North Rhine-Westphalia","318","0.171931461547969","0.15048439084807","0.193378532247868","1"
"Almost never or never","2013","16-34 y.","Hesse","77","0.175378973028194","0.135423669639953","0.215334276416435","1"
"Almost never or never","2013","16-34 y.","Rhineland-Palatinate,Saarland","75","0.189914207315459","0.145455510109803","0.234372904521115","1"
"Almost never or never","2013","16-34 y.","Baden-Württemberg","137","0.127944216767595","0.102556728736607","0.153331704798584","1"
"Almost never or never","2013","16-34 y.","Bavaria","187","0.154137709763931","0.130415378262328","0.177860041265534","1"
"Almost never or never","2013","16-34 y.","Berlin","62","0.205889490198937","0.153746052226398","0.258032928171475","1"
"Almost never or never","2013","16-34 y.","Brandenburg","63","0.32058673202325","0.253152725498115","0.388020738548385","1"
"Almost never or never","2013","16-34 y.","Mecklenburg-Western Pomerania","50","0.24102964189647","0.164504330923789","0.31755495286915","1"
"Almost never or never","2013","16-34 y.","Saxony","117","0.201368629568768","0.161517339931054","0.241219919206482","1"
"Almost never or never","2013","66 and older","Rhineland-Palatinate,Saarland","146","0.543273586512495","0.485340551568277","0.601206621456713","1"
"Almost never or never","2013","66 and older","Baden-Württemberg","224","0.401724021716108","0.360602757935284","0.442845285496932","1"
"Almost never or never","2013","66 and older","Bavaria","329","0.473376923578335","0.437879667856057","0.508874179300613","1"
"Almost never or never","2013","66 and older","Bremen","16","","","","1"
"Almost never or never","2013","66 and older","North Rhine-Westphalia","440","0.490391314938803","0.458433729426603","0.522348900451003","1"
"Almost never or never","2013","66 and older","Hesse","139","0.508627214401365","0.451675397702343","0.565579031100388","1"
"Almost never or never","2013","35-65 y.","Brandenburg","219","0.357822581061053","0.31914284763231","0.396502314489796","1"
"Almost never or never","2013","66 and older","Schleswig-Holstein","86","0.515870538948058","0.441185263573013","0.590555814323102","1"
"Almost never or never","2013","66 and older","Hamburg","43","0.516005745865316","0.417063349447695","0.614948142282938","1"
"Almost never or never","2013","66 and older","Lower Saxony","195","0.438115349960965","0.394139779677996","0.482090920243933","1"
"Almost never or never","2013","66 and older","Brandenburg","116","0.469690595531917","0.407576116458598","0.531805074605236","1"
"Almost never or never","2013","66 and older","Mecklenburg-Western Pomerania","63","0.481062538261971","0.391667019518711","0.570458057005231","1"
"Almost never or never","2013","66 and older","Saxony","153","0.452098018197747","0.399882076492246","0.504313959903249","1"
"Almost never or never","2013","35-65 y.","Bremen","25","","","","1"
"Almost never or never","2013","16-34 y.","Saxony-Anhalt","83","0.308081360384297","0.24393355844934","0.372229162319253","1"
"Almost never or never","2013","16-34 y.","Thuringia","69","0.296353939752731","0.234592000139212","0.358115879366251","1"
"Almost never or never","2013","35-65 y.","Schleswig-Holstein","167","0.296089426958506","0.256350667506742","0.33582818641027","1"
"Almost never or never","2013","35-65 y.","Hamburg","65","0.310467849030592","0.246662368587809","0.374273329473376","1"
"Almost never or never","2013","35-65 y.","Lower Saxony","452","0.27937938315464","0.256107340411484","0.302651425897796","1"
"Almost never or never","2013","35-65 y.","North Rhine-Westphalia","985","0.309200451404196","0.292581912148219","0.325818990660173","1"
"Almost never or never","2013","35-65 y.","Hesse","298","0.24875768363411","0.223338047174921","0.274177320093299","1"
"Almost never or never","2013","35-65 y.","Rhineland-Palatinate,Saarland","305","0.348396477452859","0.316059929530981","0.380733025374738","1"
"Almost never or never","2013","35-65 y.","Baden-Württemberg","510","0.290052417526634","0.269071453478681","0.311033381574587","1"
"Almost never or never","2013","35-65 y.","Bavaria","629","0.292511161468641","0.274180770066603","0.310841552870678","1"
"Almost never or never","2013","35-65 y.","Berlin","160","0.290274787867143","0.252168239335197","0.328381336399088","1"
"Almost never or never","2013","35-65 y.","Saxony","338","0.311742276028801","0.282577435881107","0.340907116176494","1"
"Almost never or never","2013","35-65 y.","Saxony-Anhalt","217","0.388825490755105","0.348558064292435","0.429092917217775","1"
"Almost never or never","2013","35-65 y.","Thuringia","226","0.424941606418188","0.384395361632169","0.465487851204207","1"
"Almost never or never","2013","66 and older","Berlin","82","0.405118696533893","0.338722263788138","0.471515129279647","1"
"Almost never or never","2013","35-65 y.","Mecklenburg-Western Pomerania","144","0.402967006594949","0.351580631890492","0.454353381299406","1"
"Almost never or never","2013","66 and older","Saxony-Anhalt","114","0.567816495771315","0.499161651081167","0.636471340461463","1"
"Almost never or never","2013","66 and older","Thuringia","129","0.668544270574676","0.605474818906643","0.73161372224271","1"
"At lease once a week","2013","16-34 y.","Schleswig-Holstein","115","0.572628067860698","0.507699627120965","0.637556508600431","4"
"At lease once a week","2013","16-34 y.","Hamburg","54","0.590425445643819","0.495457182490202","0.685393708797435","4"
"At lease once a week","2013","16-34 y.","Lower Saxony","308","0.679721679991067","0.640184969555316","0.719258390426818","4"
"At lease once a week","2013","16-34 y.","Bremen","30","0.627660559147272","0.494983772760289","0.760337345534256","4"
"At lease once a week","2013","16-34 y.","North Rhine-Westphalia","628","0.617244603378259","0.589616792411833","0.644872414344684","4"
"At lease once a week","2013","16-34 y.","Hesse","200","0.675993604615801","0.62682288616644","0.725164323065162","4"
"At lease once a week","2013","16-34 y.","Rhineland-Palatinate,Saarland","152","0.554559575916257","0.498224171693659","0.610894980138856","4"
"At lease once a week","2013","16-34 y.","Baden-Württemberg","392","0.69753666201078","0.662626074461441","0.732447249560119","4"
"At lease once a week","2013","16-34 y.","Bavaria","505","0.591654732150656","0.559362280169594","0.623947184131718","4"
"At lease once a week","2013","16-34 y.","Berlin","119","0.561482854357289","0.497494102378781","0.625471606335797","4"
"At lease once a week","2013","16-34 y.","Brandenburg","71","0.382177576671018","0.311966826393326","0.45238832694871","4"
"At lease once a week","2013","16-34 y.","Mecklenburg-Western Pomerania","51","0.582867001828135","0.494644478344893","0.671089525311378","4"
"At lease once a week","2013","16-34 y.","Saxony","171","0.517701200338072","0.468045287865817","0.567357112810327","4"
"At lease once a week","2013","16-34 y.","Saxony-Anhalt","80","0.483633891129651","0.414202034066439","0.553065748192863","4"
"At lease once a week","2013","16-34 y.","Thuringia","84","0.450334814313398","0.383044071830052","0.517625556796745","4"
"At lease once a week","2013","35-65 y.","Schleswig-Holstein","249","0.534590193533267","0.491171938008309","0.578008449058225","4"
"At lease once a week","2013","35-65 y.","Hamburg","99","0.439530959776791","0.371085766248524","0.507976153305058","4"
"At lease once a week","2013","35-65 y.","Lower Saxony","688","0.514826613964383","0.488904944586102","0.540748283342664","4"
