"m11104","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1984","16-34 y.","1-pers.-HH","115","0.313031610872494","0.264656361911437","0.361406859833551"
"Almost never or never","1984","16-34 y.","(Married) couple without C. ","312","0.450573035006105","0.412145481046374","0.489000588965835"
"Almost never or never","1984","16-34 y.","Single parent ","122","0.412659592745726","0.355702468297148","0.469616717194304"
"Almost never or never","1984","16-34 y.","Couple + C. LE 16 ","924","0.573238672087784","0.548175123280089","0.59830222089548"
"Almost never or never","1984","16-34 y.","Couple + C. GT 16 ","268","0.347257139796189","0.313994448760156","0.380519830832221"
"Almost never or never","1984","16-34 y.","Couple + C. LE and GT 16","283","0.394901604743729","0.358689270451874","0.431113939035584"
"Almost never or never","1984","35-65 y.","1-pers.-HH","364","0.69758918674766","0.657804894306031","0.737373479189289"
"Almost never or never","1984","35-65 y.","(Married) couple without C. ","1074","0.732770744277399","0.710056651726976","0.755484836827822"
"Almost never or never","1984","35-65 y.","Single parent ","203","0.753008886862559","0.700688788487527","0.805328985237591"
"Almost never or never","1984","35-65 y.","Couple + C. LE 16 ","970","0.574040927221083","0.549376001713668","0.598705852728499"
"Almost never or never","1984","35-65 y.","Couple + C. GT 16 ","823","0.701690929239025","0.674872499224666","0.728509359253383"
"Almost never or never","1984","35-65 y.","Couple + C. LE and GT 16","752","0.696456409513381","0.667829875601898","0.725082943424864"
"Almost never or never","1984","66 and older","1-pers.-HH","399","0.892134970680158","0.86347356747068","0.920796373889635"
"Almost never or never","1984","66 and older","(Married) couple without C. ","470","0.856843774031878","0.827600349126349","0.886087198937407"
"Almost never or never","1984","66 and older","Single parent ","28","","",""
"Almost never or never","1984","66 and older","Couple + C. LE 16 ","2","","",""
"Almost never or never","1984","66 and older","Couple + C. GT 16 ","42","0.916316192850896","0.836293608885435","0.996338776816356"
"Almost never or never","1984","66 and older","Couple + C. LE and GT 16","","","",""
"Several times a year","1984","16-34 y.","1-pers.-HH","96","0.273462601579346","0.226964128029163","0.319961075129529"
"Several times a year","1984","16-34 y.","(Married) couple without C. ","169","0.278096799619906","0.24349149819954","0.312702101040272"
"Several times a year","1984","16-34 y.","Single parent ","75","0.256208350490708","0.205703925371706","0.306712775609709"
"Several times a year","1984","16-34 y.","Couple + C. LE 16 ","351","0.248798934923288","0.226891847054524","0.270706022792051"
"Several times a year","1984","16-34 y.","Couple + C. GT 16 ","243","0.313251126883891","0.280846574738219","0.345655679029562"
"Several times a year","1984","16-34 y.","Couple + C. LE and GT 16","197","0.257047673510462","0.224674417384198","0.289420929636726"
"Several times a year","1984","35-65 y.","1-pers.-HH","75","0.144340155552662","0.113899270813969","0.174781040291355"
"Several times a year","1984","35-65 y.","(Married) couple without C. ","184","0.123970462191082","0.10705484632955","0.140886078052615"
"Several times a year","1984","35-65 y.","Single parent ","31","0.131208905549524","0.0902482240209007","0.172169587078147"
"Several times a year","1984","35-65 y.","Couple + C. LE 16 ","296","0.203500461096717","0.183418787393063","0.223582134800371"
"Several times a year","1984","35-65 y.","Couple + C. GT 16 ","165","0.15972544918713","0.138250860541107","0.181200037833154"
"Several times a year","1984","35-65 y.","Couple + C. LE and GT 16","129","0.159646399543042","0.136841830964811","0.182450968121274"
"Several times a year","1984","66 and older","1-pers.-HH","23","","",""
"Several times a year","1984","66 and older","(Married) couple without C. ","38","0.0663030731333676","0.0455280227619269","0.0870781235048083"
"Several times a year","1984","66 and older","Single parent ","","","",""
"Several times a year","1984","66 and older","Couple + C. LE 16 ","","","",""
"Several times a year","1984","66 and older","Couple + C. GT 16 ","4","","",""
"Several times a year","1984","66 and older","Couple + C. LE and GT 16","","","",""
"At least once a month","1984","16-34 y.","1-pers.-HH","142","0.41350578754816","0.362132968266103","0.464878606830216"
"At least once a month","1984","16-34 y.","(Married) couple without C. ","163","0.271330165373989","0.236988639132334","0.305671691615644"
"At least once a month","1984","16-34 y.","Single parent ","90","0.331132056763566","0.276684556331923","0.385579557195209"
"At least once a month","1984","16-34 y.","Couple + C. LE 16 ","221","0.177962392988928","0.158580675636731","0.197344110341125"
"At least once a month","1984","16-34 y.","Couple + C. GT 16 ","276","0.339491733319921","0.306408004270063","0.372575462369779"
"At least once a month","1984","16-34 y.","Couple + C. LE and GT 16","220","0.348050721745809","0.312762705493249","0.383338737998369"
"At least once a month","1984","35-65 y.","1-pers.-HH","73","0.158070657699677","0.126471423084132","0.189669892315223"
"At least once a month","1984","35-65 y.","(Married) couple without C. ","200","0.143258793531519","0.125276097574354","0.161241489488684"
"At least once a month","1984","35-65 y.","Single parent ","27","","",""
"At least once a month","1984","35-65 y.","Couple + C. LE 16 ","278","0.2224586116822","0.201713737167132","0.243203486197268"
"At least once a month","1984","35-65 y.","Couple + C. GT 16 ","130","0.138583621573845","0.11833060561462","0.158836637533069"
"At least once a month","1984","35-65 y.","Couple + C. LE and GT 16","110","0.143897190943576","0.122044728484162","0.16574965340299"
"At least once a month","1984","66 and older","1-pers.-HH","28","","",""
