"m11104","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","2005","Not Employed","Female","1236","0.239511312736154","0.227309943872806","0.251712681599502","4"
"At lease once a week","2005","Employed","Female","2311","0.360644112973836","0.348583042312146","0.372705183635527","4"
"At lease once a week","2005","Not Employed","Male","856","0.234344444693189","0.219594188793237","0.249094700593141","4"
"At lease once a week","2005","Employed","Male","2377","0.344672781959696","0.333303779374744","0.356041784544648","4"
"At least once a month","2005","Not Employed","Male","174","0.0553373813357327","0.047375729690568","0.0632990329808974","3"
"At least once a month","2005","Employed","Female","537","0.0979774097767603","0.0905103988304251","0.105444420723095","3"
"At least once a month","2005","Not Employed","Female","250","0.044450898836767","0.0385588554004295","0.0503429422731045","3"
"At least once a month","2005","Employed","Male","666","0.102964403942244","0.0956943411688742","0.110234466715614","3"
"Several times a year","2005","Not Employed","Male","406","0.13652466332002","0.124568659906536","0.148480666733504","2"
"Several times a year","2005","Employed","Male","1550","0.22713846891602","0.217115740560271","0.23716119727177","2"
"Several times a year","2005","Not Employed","Female","602","0.120383085933891","0.111079964627086","0.129686207240696","2"
"Several times a year","2005","Employed","Female","1317","0.217396685518017","0.20703638376849","0.227756987267543","2"
"Almost never or never","2006","Not Employed","Male","","","","","1"
"Almost never or never","2006","Not Employed","Female","","","","","1"
"Almost never or never","2006","Employed","Female","","","","","1"
"Almost never or never","2006","Employed","Male","","","","","1"
"At lease once a week","2006","Employed","Male","","","","","4"
"At lease once a week","2006","Employed","Female","","","","","4"
"At lease once a week","2006","Not Employed","Male","","","","","4"
"At lease once a week","2006","Not Employed","Female","","","","","4"
"At least once a month","2006","Not Employed","Male","","","","","3"
"At least once a month","2006","Employed","Female","","","","","3"
"At least once a month","2006","Not Employed","Female","","","","","3"
"At least once a month","2006","Employed","Male","","","","","3"
"Several times a year","2006","Not Employed","Male","","","","","2"
"Several times a year","2006","Not Employed","Female","","","","","2"
"Several times a year","2006","Employed","Male","","","","","2"
"Several times a year","2006","Employed","Female","","","","","2"
"Almost never or never","2007","Not Employed","Male","1808","0.575181575810604","0.558168659264538","0.59219449235667","1"
"Almost never or never","2007","Not Employed","Female","2564","0.572329715297642","0.558187069949512","0.586472360645771","1"
"Almost never or never","2007","Employed","Male","2015","0.307362546043649","0.296163798625901","0.318561293461398","1"
"Almost never or never","2007","Employed","Female","1820","0.313028907458471","0.301330279506757","0.324727535410185","1"
"At lease once a week","2007","Not Employed","Male","885","0.25767297871568","0.242620546144698","0.272725411286662","4"
"At lease once a week","2007","Employed","Male","2409","0.365559816722514","0.353871134349284","0.377248499095744","4"
"At lease once a week","2007","Employed","Female","2474","0.395023652302849","0.382691064295066","0.407356240310633","4"
"At lease once a week","2007","Not Employed","Female","1381","0.272859573180657","0.260126544757045","0.28559260160427","4"
"At least once a month","2007","Not Employed","Male","164","0.0490357972720404","0.0416036668600144","0.0564679276840664","3"
"At least once a month","2007","Not Employed","Female","215","0.0395863669119678","0.0340125211561106","0.045160212667825","3"
"At least once a month","2007","Employed","Male","622","0.095628314939544","0.0884906243021112","0.102766005576977","3"
"At least once a month","2007","Employed","Female","504","0.0820691361331199","0.0751449554390648","0.0889933168271749","3"
"Several times a year","2007","Not Employed","Female","541","0.115224344609733","0.106097058362466","0.124351630857001","2"
"Several times a year","2007","Employed","Male","1475","0.231449322294293","0.221212734805019","0.241685909783566","2"
"Several times a year","2007","Not Employed","Male","386","0.118109648201676","0.107001936472055","0.129217359931297","2"
"Several times a year","2007","Employed","Female","1238","0.209878304105559","0.199605139608673","0.220151468602446","2"
"Almost never or never","2008","Not Employed","Male","1415","0.475160549043878","0.457458081955158","0.492863016132598","1"
"Almost never or never","2008","Not Employed","Female","2121","0.510226281730648","0.495445506398288","0.525007057063009","1"
"Almost never or never","2008","Employed","Female","1306","0.230210475430515","0.219305896891091","0.24111505396994","1"
"Almost never or never","2008","Employed","Male","1528","0.242747578549775","0.232031308899702","0.253463848199847","1"
"At lease once a week","2008","Not Employed","Male","1033","0.322608606781045","0.306037245579526","0.339179967982564","4"
"At lease once a week","2008","Employed","Male","2593","0.421948317056868","0.409604234745316","0.434292399368421","4"
"At lease once a week","2008","Employed","Female","2645","0.449170413855466","0.436285706883231","0.4620551208277","4"
"At lease once a week","2008","Not Employed","Female","1542","0.324378590165994","0.310536685383143","0.338220494948844","4"
"At least once a month","2008","Not Employed","Male","155","0.047657482489086","0.0401054733456517","0.0552094916325203","3"
"At least once a month","2008","Employed","Male","612","0.105365989516166","0.0976920429354418","0.113039936096891","3"
"At least once a month","2008","Not Employed","Female","201","0.0437868877171328","0.0377367194853829","0.0498370559488826","3"
"At least once a month","2008","Employed","Female","523","0.0928823870732872","0.0853634088095033","0.100401365337071","3"
"Several times a year","2008","Not Employed","Female","530","0.121608240386225","0.111944534730281","0.13127194604217","2"
"Several times a year","2008","Employed","Male","1416","0.229938114877191","0.219420575617214","0.240455654137167","2"
"Several times a year","2008","Not Employed","Male","454","0.154573361685991","0.141758743771908","0.167387979600075","2"
"Several times a year","2008","Employed","Female","1251","0.227736723640732","0.216873478717139","0.238599968564325","2"
"Almost never or never","2009","Not Employed","Male","1568","0.552382275912625","0.534164859680524","0.570599692144727","1"
"Almost never or never","2009","Not Employed","Female","2136","0.567132541033744","0.551718117260142","0.582546964807346","1"
"Almost never or never","2009","Employed","Female","1571","0.289161156035441","0.277127824167378","0.301194487903504","1"
"Almost never or never","2009","Employed","Male","1649","0.275504177254408","0.26394942282834","0.287058931680477","1"
"At lease once a week","2009","Not Employed","Male","803","0.269885217512428","0.253622302372378","0.286148132652479","4"
"At lease once a week","2009","Not Employed","Female","1238","0.290427573828742","0.276304643057154","0.30455050460033","4"
"At lease once a week","2009","Employed","Male","2203","0.38693164111498","0.374335130507844","0.399528151722117","4"
"At lease once a week","2009","Employed","Female","2304","0.42142023212428","0.408314247484673","0.434526216763887","4"
"At least once a month","2009","Not Employed","Male","138","0.0481153516612468","0.0402747882816456","0.055955915040848","3"
"At least once a month","2009","Employed","Male","562","0.10334719605588","0.0954741972166584","0.111220194895103","3"
"At least once a month","2009","Not Employed","Female","180","0.0480280305106167","0.0413758042715404","0.0546802567496929","3"
"At least once a month","2009","Employed","Female","456","0.08651979377412","0.0790580960678144","0.0939814914804255","3"
"Several times a year","2009","Employed","Male","1329","0.234216985574731","0.223263792552534","0.245170178596927","2"
"Several times a year","2009","Not Employed","Female","415","0.0944118546268975","0.0853151064913061","0.103508602762489","2"
"Several times a year","2009","Not Employed","Male","353","0.1296171549137","0.117311643151197","0.141922666676202","2"
"Several times a year","2009","Employed","Female","1122","0.202898818066159","0.192224827188345","0.213572808943973","2"
"Almost never or never","2010","Not Employed","Male","","","","","1"
"Almost never or never","2010","Not Employed","Female","","","","","1"
"Almost never or never","2010","Employed","Female","","","","","1"
"Almost never or never","2010","Employed","Male","","","","","1"
"At lease once a week","2010","Not Employed","Male","","","","","4"
"At lease once a week","2010","Not Employed","Female","","","","","4"
"At lease once a week","2010","Employed","Male","","","","","4"
"At lease once a week","2010","Employed","Female","","","","","4"
"At least once a month","2010","Not Employed","Male","","","","","3"
"At least once a month","2010","Employed","Male","","","","","3"
"At least once a month","2010","Not Employed","Female","","","","","3"
"At least once a month","2010","Employed","Female","","","","","3"
"Several times a year","2010","Not Employed","Female","","","","","2"
"Several times a year","2010","Employed","Male","","","","","2"
"Several times a year","2010","Not Employed","Male","","","","","2"
"Several times a year","2010","Employed","Female","","","","","2"
"Almost never or never","2011","Not Employed","Female","3501","0.581519955083675","0.569401857041864","0.593638053125487","1"
"Almost never or never","2011","Not Employed","Male","2058","0.559031338930356","0.543112606517703","0.574950071343009","1"
"Almost never or never","2011","Employed","Female","2965","0.296033416335837","0.286683791985655","0.30538304068602","1"
"Almost never or never","2011","Employed","Male","3061","0.322473478832147","0.312876654233913","0.332070303430382","1"
"At lease once a week","2011","Not Employed","Male","1141","0.284770021727485","0.270300421549587","0.299239621905383","4"
"At lease once a week","2011","Not Employed","Female","1923","0.294443157005319","0.283246676949762","0.305639637060876","4"
"At lease once a week","2011","Employed","Male","3496","0.393822806748538","0.383791266184007","0.403854347313069","4"
"At lease once a week","2011","Employed","Female","3818","0.43415284638962","0.424001616443082","0.444304076336159","4"
"At least once a month","2011","Not Employed","Male","136","0.0399037496866941","0.03362821430305","0.0461792850703383","3"
"At least once a month","2011","Employed","Male","757","0.0844012703516857","0.0786937891692486","0.0901087515341227","3"
"At least once a month","2011","Not Employed","Female","242","0.0342225416841438","0.0297566371332045","0.038688446235083","3"
"At least once a month","2011","Employed","Female","680","0.0765766819130591","0.071130445843258","0.0820229179828602","3"
"Several times a year","2011","Not Employed","Female","700","0.0898143462268616","0.0827908618078405","0.0968378306458827","2"
"Several times a year","2011","Employed","Male","1799","0.199302444067629","0.191100666829672","0.207504221305586","2"
"Several times a year","2011","Not Employed","Male","402","0.116294889655464","0.1060166073768","0.126573171934129","2"
"Several times a year","2011","Employed","Female","1695","0.193237055361483","0.185150455610459","0.201323655112507","2"
"Almost never or never","2012","Not Employed","Female","","","","","1"
"Almost never or never","2012","Not Employed","Male","","","","","1"
"Almost never or never","2012","Employed","Female","","","","","1"
"Almost never or never","2012","Employed","Male","","","","","1"
"At lease once a week","2012","Not Employed","Female","","","","","4"
"At lease once a week","2012","Employed","Male","","","","","4"
"At lease once a week","2012","Employed","Female","","","","","4"
"At lease once a week","2012","Not Employed","Male","","","","","4"
"At least once a month","2012","Not Employed","Male","","","","","3"
"At least once a month","2012","Not Employed","Female","","","","","3"
"At least once a month","2012","Employed","Male","","","","","3"
"At least once a month","2012","Employed","Female","","","","","3"
"Several times a year","2012","Not Employed","Male","","","","","2"
"Several times a year","2012","Employed","Female","","","","","2"
"Several times a year","2012","Not Employed","Female","","","","","2"
"Several times a year","2012","Employed","Male","","","","","2"
"Almost never or never","2013","Not Employed","Female","2357","0.448651109755316","0.435221864130205","0.462080355380427","1"
"Almost never or never","2013","Not Employed","Male","1467","0.433479587774105","0.4170339030604","0.44992527248781","1"
"Almost never or never","2013","Employed","Female","2350","0.242958119048168","0.23394522946092","0.251971008635416","1"
"Almost never or never","2013","Employed","Male","2299","0.262393363842467","0.252779435266919","0.272007292418015","1"
"At lease once a week","2013","Not Employed","Female","2196","0.415613590933433","0.402306628962245","0.428920552904621","4"
"At lease once a week","2013","Employed","Male","3861","0.505521146145216","0.494595287297138","0.516447004993293","4"
"At lease once a week","2013","Employed","Female","4587","0.553479169885171","0.54303172974368","0.563926610026662","4"
"At lease once a week","2013","Not Employed","Male","1462","0.394370362952846","0.378151681359939","0.410589044545753","4"
"At least once a month","2013","Not Employed","Male","135","0.0399544978298068","0.0334548683496934","0.0464541273099201","3"
"At least once a month","2013","Not Employed","Female","163","0.0315678024672144","0.0268467288027211","0.0362888761317076","3"
"At least once a month","2013","Employed","Male","483","0.0642448972645043","0.0588867767000551","0.0696030178289535","3"
"At least once a month","2013","Employed","Female","474","0.0574824854755682","0.0525908861872184","0.062374084763918","3"
"Several times a year","2013","Not Employed","Male","424","0.132195551443242","0.120955217621724","0.14343588526476","2"
"Several times a year","2013","Employed","Female","1287","0.146080225591093","0.138657854901959","0.153502596280226","2"
"Several times a year","2013","Not Employed","Female","553","0.104167496844036","0.0959192145956315","0.112415779092441","2"
"Several times a year","2013","Employed","Male","1401","0.167840592747813","0.159673568859208","0.176007616636418","2"
"Almost never or never","2014","Not Employed","Male","","","","","1"
"Almost never or never","2014","Not Employed","Female","","","","","1"
"Almost never or never","2014","Employed","Male","","","","","1"
"Almost never or never","2014","Employed","Female","","","","","1"
"At lease once a week","2014","Not Employed","Female","","","","","4"
"At lease once a week","2014","Employed","Male","","","","","4"
"At lease once a week","2014","Employed","Female","","","","","4"
"At lease once a week","2014","Not Employed","Male","","","","","4"
"At least once a month","2014","Not Employed","Male","","","","","3"
"At least once a month","2014","Not Employed","Female","","","","","3"
"At least once a month","2014","Employed","Male","","","","","3"
"At least once a month","2014","Employed","Female","","","","","3"
"Several times a year","2014","Not Employed","Male","","","","","2"
"Several times a year","2014","Not Employed","Female","","","","","2"
"Several times a year","2014","Employed","Male","","","","","2"
"Several times a year","2014","Employed","Female","","","","","2"
"Almost never or never","2015","Not Employed","Male","2028","0.493071402650507","0.478128252285525","0.508014553015489","1"
"Almost never or never","2015","Not Employed","Female","3007","0.516604782878727","0.503895477523324","0.529314088234131","1"
"Almost never or never","2015","Employed","Male","2670","0.304778670985443","0.294727532924066","0.314829809046821","1"
"Almost never or never","2015","Employed","Female","2722","0.291760176393431","0.282132127280213","0.30138822550665","1"
"At lease once a week","2015","Not Employed","Female","2116","0.366267156286681","0.354014125509923","0.378520187063439","4"
"At lease once a week","2015","Employed","Male","3502","0.462855905909851","0.451968367090361","0.473743444729342","4"
"At lease once a week","2015","Employed","Female","4088","0.495128224464633","0.484538503735267","0.505717945193999","4"
"At lease once a week","2015","Not Employed","Male","1582","0.347410829555617","0.333179172476546","0.361642486634687","4"
"At least once a month","2015","Not Employed","Male","183","0.0412082346027028","0.0352671188272058","0.0471493503781999","3"
"At least once a month","2015","Not Employed","Female","196","0.0333066714122733","0.0287431362057217","0.0378702066188248","3"
"At least once a month","2015","Employed","Male","567","0.0703201601649704","0.0647371548474051","0.0759031654825357","3"
"At least once a month","2015","Employed","Female","503","0.0639620528820437","0.0587795083350584","0.0691445974290291","3"
"Several times a year","2015","Not Employed","Male","507","0.118309533191173","0.108656099758703","0.127962966623644","2"
"Several times a year","2015","Not Employed","Female","620","0.0838213894223186","0.0767735024558408","0.0908692763887964","2"
"Several times a year","2015","Employed","Male","1318","0.162045262939735","0.153999080800838","0.170091445078632","2"
"Several times a year","2015","Employed","Female","1250","0.149149546259892","0.141604312406194","0.156694780113589","2"
"Almost never or never","2016","Not Employed","Male","","","","","1"
"Almost never or never","2016","Not Employed","Female","","","","","1"
"Almost never or never","2016","Employed","Male","","","","","1"
"Almost never or never","2016","Employed","Female","","","","","1"
"At lease once a week","2016","Not Employed","Female","","","","","4"
"At lease once a week","2016","Employed","Male","","","","","4"
"At lease once a week","2016","Employed","Female","","","","","4"
"At lease once a week","2016","Not Employed","Male","","","","","4"
"At least once a month","2016","Not Employed","Male","","","","","3"
"At least once a month","2016","Not Employed","Female","","","","","3"
"At least once a month","2016","Employed","Male","","","","","3"
"At least once a month","2016","Employed","Female","","","","","3"
"Several times a year","2016","Not Employed","Male","","","","","2"
"Several times a year","2016","Not Employed","Female","","","","","2"
"Several times a year","2016","Employed","Male","","","","","2"
"Several times a year","2016","Employed","Female","","","","","2"
"Almost never or never","2017","Not Employed","Male","2851","0.47926955231051","0.467312814054807","0.491226290566213","1"
"Almost never or never","2017","Not Employed","Female","3868","0.495448933568687","0.483884945341706","0.507012921795667","1"
"Almost never or never","2017","Employed","Female","2936","0.295735520666846","0.286485585257906","0.304985456075786","1"
"Almost never or never","2017","Employed","Male","2811","0.291118611869951","0.281698698912324","0.300538524827578","1"
"At lease once a week","2017","Not Employed","Male","2687","0.373304583916272","0.361728111616748","0.384881056215796","4"
"At lease once a week","2017","Not Employed","Female","2345","0.392099270979969","0.380807294180442","0.403391247779496","4"
"At lease once a week","2017","Employed","Male","4130","0.479872822374018","0.469513222834453","0.490232421913582","4"
"At lease once a week","2017","Employed","Female","4582","0.51492294080936","0.504793264893576","0.525052616725144","4"
"At least once a month","2017","Not Employed","Male","309","0.0306706017739719","0.0265438042884219","0.0347973992595219","3"
"At least once a month","2017","Not Employed","Female","232","0.0320173894220166","0.0279456276137217","0.0360891512303116","3"
"At least once a month","2017","Employed","Male","592","0.0692481296267787","0.0639837633351581","0.0745124959183993","3"
"At least once a month","2017","Employed","Female","514","0.0542121005963638","0.0496226145168789","0.0588015866758487","3"
"Several times a year","2017","Not Employed","Male","859","0.116755261999247","0.109069355847669","0.124441168150825","2"
"Several times a year","2017","Not Employed","Female","736","0.0804344060293275","0.0741441559196715","0.0867246561389836","2"
"Several times a year","2017","Employed","Male","1401","0.159760436129253","0.152163100737123","0.167357771521382","2"
"Several times a year","2017","Employed","Female","1319","0.13512943792743","0.128200453181571","0.14205842267329","2"
"Almost never or never","2018","Not Employed","Male","739","0.323599494856358","0.302694433993014","0.344504555719702","1"
"Almost never or never","2018","Not Employed","Female","886","0.610683797167427","0.585358617537613","0.636008976797241","1"
"Almost never or never","2018","Employed","Male","178","0.260870511897367","0.220873241386553","0.300867782408182","1"
"Almost never or never","2018","Employed","Female","16","","","","1"
"At lease once a week","2018","Not Employed","Male","725","0.41743397625886","0.395399028223417","0.439468924294303","4"
"At lease once a week","2018","Not Employed","Female","268","0.188623366591313","0.168304377808543","0.208942355374082","4"
"At lease once a week","2018","Employed","Male","194","0.552236036287249","0.506941633655068","0.597530438919429","4"
"At lease once a week","2018","Employed","Female","15","","","","4"
"At least once a month","2018","Not Employed","Male","127","0.0803921129125433","0.0682427467150272","0.0925414791100595","3"
"At least once a month","2018","Not Employed","Female","52","0.0311251324348279","0.0221056307166257","0.0401446341530301","3"
"At least once a month","2018","Employed","Male","35","0.0811350320475716","0.0562643526790796","0.106005711416064","3"
"At least once a month","2018","Employed","Female","2","","","","3"
"Several times a year","2018","Not Employed","Female","218","0.169567703806432","0.150077482006919","0.189057925605946","2"
"Several times a year","2018","Employed","Female","11","","","","2"
"Several times a year","2018","Not Employed","Male","333","0.178574415972238","0.161460898247377","0.1956879336971","2"
"Several times a year","2018","Employed","Male","56","0.105758419767812","0.0777465239868423","0.133770315548782","2"
"Almost never or never","2019","Not Employed","Male","1750","0.379848137383789","0.366266931095352","0.393429343672227","1"
"Almost never or never","2019","Not Employed","Female","2421","0.392633074603152","0.38013954800005","0.405126601206254","1"
"Almost never or never","2019","Employed","Male","2294","0.227179924075369","0.218796389802505","0.235563458348233","1"
"Almost never or never","2019","Employed","Female","2135","0.221212081144957","0.212633134524306","0.229791027765607","1"
"At lease once a week","2019","Not Employed","Male","2349","0.469147043945795","0.455182526554705","0.483111561336884","4"
"At lease once a week","2019","Not Employed","Female","2591","0.464270010375488","0.451510784344131","0.477029236406846","4"
"At lease once a week","2019","Employed","Male","5354","0.565976069971668","0.556059560214815","0.575892579728522","4"
"At lease once a week","2019","Employed","Female","5279","0.595041415629423","0.584895322511328","0.605187508747518","4"
"At least once a month","2019","Not Employed","Male","222","0.0389714106270642","0.0335560730331123","0.0443867482210161","3"
"At least once a month","2019","Not Employed","Female","189","0.0304275196873387","0.026033222222404","0.0348218171522735","3"
"At least once a month","2019","Employed","Male","549","0.0564298908050665","0.0518130525098493","0.0610467291002836","3"
"At least once a month","2019","Employed","Female","405","0.0515212168826598","0.046952157440129","0.0560902763251905","3"
"Several times a year","2019","Not Employed","Male","585","0.112033408043352","0.103207560808189","0.120859255278515","2"
"Several times a year","2019","Not Employed","Female","668","0.112669395334021","0.104580080311244","0.120758710356798","2"
"Several times a year","2019","Employed","Female","1173","0.13222528634296","0.125223953967595","0.139226618718325","2"
"Several times a year","2019","Employed","Male","1399","0.150414115147896","0.143261729679467","0.157566500616326","2"
