"m11104","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1984","16-34 y.","no migration background","1309","0.419737968409038","0.402331500635972","0.437144436182103"
"Almost never or never","1984","16-34 y.","direct migration background","810","0.574143756833641","0.548074064720745","0.600213448946536"
"Almost never or never","1984","16-34 y.","indirect migration background","38","0.430475563931519","0.333910988069114","0.527040139793923"
"Almost never or never","1984","35-65 y.","no migration background","2805","0.670404861148741","0.656279214947649","0.684530507349832"
"Almost never or never","1984","35-65 y.","direct migration background","1627","0.795800184204643","0.777940146604842","0.813660221804443"
"Almost never or never","1984","35-65 y.","indirect migration background","18","","",""
"Almost never or never","1984","66 and older","no migration background","1059","0.889495144488565","0.87171944867613","0.907270840300999"
"Almost never or never","1984","66 and older","direct migration background","33","0.951830359751899","0.880892097295746","1.02276862220805"
"Almost never or never","1984","66 and older","indirect migration background","5","","",""
"Several times a year","1984","16-34 y.","no migration background","868","0.278756653375013","0.262941879882829","0.294571426867197"
"Several times a year","1984","16-34 y.","direct migration background","333","0.245108118045009","0.22242956746319","0.267786668626829"
"Several times a year","1984","16-34 y.","indirect migration background","23","","",""
"Several times a year","1984","35-65 y.","no migration background","711","0.161303425024165","0.150250592805808","0.172356257242522"
"Several times a year","1984","35-65 y.","direct migration background","215","0.114878719869135","0.10075094183303","0.12900649790524"
"Several times a year","1984","35-65 y.","indirect migration background","1","","",""
"Several times a year","1984","66 and older","no migration background","64","0.0513903799657032","0.03887198023617","0.0639087796952363"
"Several times a year","1984","66 and older","direct migration background","1","","",""
"Several times a year","1984","66 and older","indirect migration background","","","",""
"At least once a month","1984","16-34 y.","no migration background","911","0.301505378215949","0.285319416450536","0.317691339981363"
"At least once a month","1984","16-34 y.","direct migration background","239","0.18074812512135","0.16046010382746","0.201036146415239"
"At least once a month","1984","16-34 y.","indirect migration background","40","0.373155875572348","0.278834022163718","0.467477728980977"
"At least once a month","1984","35-65 y.","no migration background","738","0.168291713827094","0.157049127552955","0.179534300101234"
"At least once a month","1984","35-65 y.","direct migration background","115","0.0893210959262226","0.0766850167693399","0.101957175083105"
"At least once a month","1984","35-65 y.","indirect migration background","2","","",""
"At least once a month","1984","66 and older","no migration background","72","0.0591144755457321","0.0457429963695263","0.0724859547219379"
"At least once a month","1984","66 and older","direct migration background","1","","",""
"At least once a month","1984","66 and older","indirect migration background","","","",""
"At lease once a week","1984","16-34 y.","no migration background","","","",""
"At lease once a week","1984","16-34 y.","direct migration background","","","",""
"At lease once a week","1984","16-34 y.","indirect migration background","","","",""
"At lease once a week","1984","35-65 y.","no migration background","","","",""
"At lease once a week","1984","35-65 y.","direct migration background","","","",""
"At lease once a week","1984","35-65 y.","indirect migration background","","","",""
"At lease once a week","1984","66 and older","no migration background","","","",""
"At lease once a week","1984","66 and older","direct migration background","","","",""
"At lease once a week","1984","66 and older","indirect migration background","","","",""
"Almost never or never","1985","16-34 y.","no migration background","981","0.331419024078039","0.31426011118065","0.348577936975429"
"Almost never or never","1985","16-34 y.","direct migration background","645","0.52432474266976","0.495334548615706","0.553314936723814"
"Almost never or never","1985","16-34 y.","indirect migration background","37","0.285947145342739","0.204760859627403","0.367133431058076"
"Almost never or never","1985","35-65 y.","no migration background","2428","0.625644533346","0.610556051666227","0.640733015025773"
"Almost never or never","1985","35-65 y.","direct migration background","1440","0.766715974232874","0.74685006430884","0.786581884156907"
"Almost never or never","1985","35-65 y.","indirect migration background","12","","",""
"Almost never or never","1985","66 and older","no migration background","925","0.885919204986442","0.866681038682237","0.905157371290646"
"Almost never or never","1985","66 and older","direct migration background","31","0.847308024808866","0.729811341650938","0.964804707966794"
"Almost never or never","1985","66 and older","indirect migration background","5","","",""
"Several times a year","1985","16-34 y.","no migration background","603","0.210022999525585","0.195175111036925","0.224870888014245"
"Several times a year","1985","16-34 y.","direct migration background","182","0.150258343374758","0.12951597140844","0.171000715341076"
"Several times a year","1985","16-34 y.","indirect migration background","26","","",""
"Several times a year","1985","35-65 y.","no migration background","475","0.11414738335606","0.104233282345091","0.124061484367028"
"Several times a year","1985","35-65 y.","direct migration background","117","0.0794383405848778","0.0667358106026621","0.0921408705670935"
"Several times a year","1985","35-65 y.","indirect migration background","2","","",""
"Several times a year","1985","66 and older","no migration background","26","","",""
"Several times a year","1985","66 and older","direct migration background","2","","",""
"Several times a year","1985","66 and older","indirect migration background","","","",""
"At least once a month","1985","16-34 y.","no migration background","216","0.0736550040243848","0.0641333684856178","0.0831766395631518"
"At least once a month","1985","16-34 y.","direct migration background","76","0.0635287424539443","0.0493698911488492","0.0776875937590395"
"At least once a month","1985","16-34 y.","indirect migration background","10","","",""
"At least once a month","1985","35-65 y.","no migration background","187","0.0454355586366463","0.0389426366423531","0.0519284806309396"
"At least once a month","1985","35-65 y.","direct migration background","35","0.0253975500259904","0.0180073130103921","0.0327877870415886"
"At least once a month","1985","35-65 y.","indirect migration background","","","",""
"At least once a month","1985","66 and older","no migration background","18","","",""
"At least once a month","1985","66 and older","direct migration background","","","",""
"At least once a month","1985","66 and older","indirect migration background","","","",""
"At lease once a week","1985","16-34 y.","no migration background","1091","0.384902972371991","0.367166326631414","0.402639618112567"
"At lease once a week","1985","16-34 y.","direct migration background","237","0.261888171501538","0.236366172366321","0.287410170636755"
"At lease once a week","1985","16-34 y.","indirect migration background","46","0.464077428159672","0.374474777436288","0.553680078883057"
"At lease once a week","1985","35-65 y.","no migration background","862","0.214772524661294","0.201969082973338","0.22757596634925"
"At lease once a week","1985","35-65 y.","direct migration background","149","0.128448135156258","0.112731512528959","0.144164757783557"
"At lease once a week","1985","35-65 y.","indirect migration background","2","","",""
"At lease once a week","1985","66 and older","no migration background","80","0.074015656282759","0.0581731471564015","0.0898581654091165"
"At lease once a week","1985","66 and older","direct migration background","3","","",""
"At lease once a week","1985","66 and older","indirect migration background","","","",""
"Almost never or never","1986","16-34 y.","no migration background","947","0.324938536650354","0.307740687517516","0.342136385783192"
"Almost never or never","1986","16-34 y.","direct migration background","589","0.499495711654769","0.469934717997422","0.529056705312116"
"Almost never or never","1986","16-34 y.","indirect migration background","42","0.31520961442441","0.235344895075669","0.395074333773151"
"Almost never or never","1986","35-65 y.","no migration background","2254","0.619238809047534","0.603634949133753","0.634842668961315"
"Almost never or never","1986","35-65 y.","direct migration background","1379","0.75724197128337","0.736746006126704","0.777737936440036"
"Almost never or never","1986","35-65 y.","indirect migration background","13","","",""
"Almost never or never","1986","66 and older","no migration background","869","0.896858370033951","0.877757746690367","0.915958993377536"
"Almost never or never","1986","66 and older","direct migration background","41","0.873218941327952","0.780056939525469","0.966380943130436"
"Almost never or never","1986","66 and older","indirect migration background","4","","",""
"Several times a year","1986","16-34 y.","no migration background","558","0.199710967151922","0.185030960359954","0.21439097394389"
"Several times a year","1986","16-34 y.","direct migration background","145","0.152029896588443","0.130802144098156","0.17325764907873"
"Several times a year","1986","16-34 y.","indirect migration background","21","","",""
"Several times a year","1986","35-65 y.","no migration background","410","0.106636415609016","0.0967179723493025","0.11655485886873"
"Several times a year","1986","35-65 y.","direct migration background","124","0.0804454167624046","0.0674436118906845","0.0934472216341247"
"Several times a year","1986","35-65 y.","indirect migration background","3","","",""
"Several times a year","1986","66 and older","no migration background","14","","",""
"Several times a year","1986","66 and older","direct migration background","4","","",""
"Several times a year","1986","66 and older","indirect migration background","","","",""
"At least once a month","1986","16-34 y.","no migration background","219","0.0796542968606096","0.0697121089985108","0.0895964847227083"
"At least once a month","1986","16-34 y.","direct migration background","75","0.0809100944785835","0.0647876979984987","0.0970324909586682"
"At least once a month","1986","16-34 y.","indirect migration background","11","","",""
"At least once a month","1986","35-65 y.","no migration background","194","0.0486551955257868","0.0417415006699922","0.0555688903815815"
"At least once a month","1986","35-65 y.","direct migration background","49","0.0390622932097935","0.0298005929907047","0.0483239934288823"
"At least once a month","1986","35-65 y.","indirect migration background","1","","",""
"At least once a month","1986","66 and older","no migration background","18","","",""
"At least once a month","1986","66 and older","direct migration background","","","",""
"At least once a month","1986","66 and older","indirect migration background","","","",""
"At lease once a week","1986","16-34 y.","no migration background","1125","0.395696199337114","0.377740163286027","0.413652235388201"
"At lease once a week","1986","16-34 y.","direct migration background","290","0.267564297278205","0.241391624288584","0.293736970267826"
"At lease once a week","1986","16-34 y.","indirect migration background","56","0.446333117185401","0.360879540592852","0.531786693777949"
"At lease once a week","1986","35-65 y.","no migration background","862","0.225469579817663","0.212040698406631","0.238898461228695"
"At lease once a week","1986","35-65 y.","direct migration background","129","0.123250318744432","0.1075359815395","0.138964655949363"
"At lease once a week","1986","35-65 y.","indirect migration background","4","","",""
"At lease once a week","1986","66 and older","no migration background","73","0.0716505921360668","0.0554536050145501","0.0878475792575835"
"At lease once a week","1986","66 and older","direct migration background","4","","",""
