"m11104","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1984","in school","Male","21","","",""
"Almost never or never","1984","in school","Female","27","","",""
"Almost never or never","1984","inadequately","Male","316","0.706943836572312","0.663516844279827","0.750370828864797"
"Almost never or never","1984","inadequately","Female","546","0.890428391034292","0.865138450863142","0.915718331205443"
"Almost never or never","1984","general elemantary","Male","698","0.628936871321486","0.600893960276907","0.656979782366065"
"Almost never or never","1984","general elemantary","Female","1804","0.802315673084082","0.785939867082807","0.818691479085358"
"Almost never or never","1984","middle vocational","Male","1847","0.604462780764463","0.587349293169948","0.621576268358978"
"Almost never or never","1984","middle vocational","Female","1562","0.63450655361462","0.615606731371341","0.6534063758579"
"Almost never or never","1984","vocational + Abi","Male","98","0.509372242350319","0.438843988519943","0.579900496180695"
"Almost never or never","1984","vocational + Abi","Female","60","0.463289920139693","0.372935071714838","0.553644768564548"
"Almost never or never","1984","higher vocational","Male","201","0.557915419134516","0.507716885094481","0.608113953174551"
"Almost never or never","1984","higher vocational","Female","152","0.581349830122477","0.522285524200269","0.640414136044686"
"Almost never or never","1984","higher education","Male","216","0.423602133850391","0.38153427500855","0.465669992692232"
"Almost never or never","1984","higher education","Female","113","0.461725557014364","0.400416438816931","0.523034675211796"
"Several times a year","1984","in school","Male","20","","",""
"Several times a year","1984","in school","Female","28","","",""
"Several times a year","1984","inadequately","Male","68","0.172600069451532","0.136544688491924","0.208655450411139"
"Several times a year","1984","inadequately","Female","28","","",""
"Several times a year","1984","general elemantary","Male","208","0.169804134490089","0.148008973629769","0.191599295350409"
"Several times a year","1984","general elemantary","Female","276","0.107266210087188","0.0945418373557681","0.119990582818608"
"Several times a year","1984","middle vocational","Male","625","0.188465492883668","0.174777824278346","0.202153161488991"
"Several times a year","1984","middle vocational","Female","499","0.185208623436644","0.169962701899507","0.200454544973781"
"Several times a year","1984","vocational + Abi","Male","52","0.263325845873508","0.201188328577749","0.325463363169266"
"Several times a year","1984","vocational + Abi","Female","25","","",""
"Several times a year","1984","higher vocational","Male","97","0.24125788871731","0.198012279020568","0.284503498414051"
"Several times a year","1984","higher vocational","Female","56","0.199924509053644","0.152041746746873","0.247807271360416"
"Several times a year","1984","higher education","Male","143","0.263808516328854","0.226289628464852","0.301327404192855"
"Several times a year","1984","higher education","Female","76","0.268682064700781","0.214168612781459","0.323195516620104"
"At least once a month","1984","in school","Male","54","0.533060612023322","0.43273661190067","0.633384612145974"
"At least once a month","1984","in school","Female","37","0.448082653910955","0.346464742345519","0.549700565476391"
"At least once a month","1984","inadequately","Male","38","0.120456093976157","0.0894008449868083","0.151511342965505"
"At least once a month","1984","inadequately","Female","12","","",""
"At least once a month","1984","general elemantary","Male","234","0.201258994188425","0.177984711510763","0.224533276866087"
"At least once a month","1984","general elemantary","Female","192","0.0904181168287294","0.0786259787168348","0.102210254940624"
"At least once a month","1984","middle vocational","Male","664","0.207071726351869","0.192889728408413","0.221253724295324"
"At least once a month","1984","middle vocational","Female","433","0.180284822948736","0.165197543364484","0.195372102532988"
"At least once a month","1984","vocational + Abi","Male","43","0.227301911776173","0.168176265667543","0.286427557884804"
"At least once a month","1984","vocational + Abi","Female","32","0.321628924918693","0.236990734282938","0.406267115554449"
"At least once a month","1984","higher vocational","Male","78","0.200826692148174","0.160333187011995","0.241320197284354"
"At least once a month","1984","higher vocational","Female","60","0.218725660823878","0.169233964124364","0.268217357523393"
"At least once a month","1984","higher education","Male","171","0.312589349820755","0.273124961755057","0.352053737886454"
"At least once a month","1984","higher education","Female","65","0.269592378284855","0.215020652790765","0.324164103778945"
"At lease once a week","1984","in school","Male","","","",""
"At lease once a week","1984","in school","Female","","","",""
"At lease once a week","1984","inadequately","Male","","","",""
"At lease once a week","1984","inadequately","Female","","","",""
"At lease once a week","1984","general elemantary","Male","","","",""
"At lease once a week","1984","general elemantary","Female","","","",""
"At lease once a week","1984","middle vocational","Male","","","",""
"At lease once a week","1984","middle vocational","Female","","","",""
"At lease once a week","1984","vocational + Abi","Male","","","",""
"At lease once a week","1984","vocational + Abi","Female","","","",""
"At lease once a week","1984","higher vocational","Male","","","",""
"At lease once a week","1984","higher vocational","Female","","","",""
"At lease once a week","1984","higher education","Male","","","",""
"At lease once a week","1984","higher education","Female","","","",""
"Almost never or never","1985","in school","Male","19","","",""
"Almost never or never","1985","in school","Female","21","","",""
"Almost never or never","1985","inadequately","Male","272","0.684206704183085","0.635716294441619","0.732697113924552"
"Almost never or never","1985","inadequately","Female","449","0.889113182636039","0.861197487907791","0.917028877364288"
"Almost never or never","1985","general elemantary","Male","598","0.593555596264733","0.563545203471572","0.623565989057893"
"Almost never or never","1985","general elemantary","Female","1496","0.75320306406618","0.734359286180569","0.772046841951792"
"Almost never or never","1985","middle vocational","Male","1550","0.566297431089441","0.547973728923753","0.584621133255129"
"Almost never or never","1985","middle vocational","Female","1353","0.586914331904667","0.56689125076654","0.606937413042793"
"Almost never or never","1985","vocational + Abi","Male","75","0.413941033243189","0.339901524663635","0.487980541822743"
"Almost never or never","1985","vocational + Abi","Female","50","0.423456942200611","0.328034620122034","0.518879264279189"
"Almost never or never","1985","higher vocational","Male","165","0.47959109159974","0.427768169469743","0.531414013729737"
"Almost never or never","1985","higher vocational","Female","124","0.506588219005043","0.445344661688398","0.567831776321688"
"Almost never or never","1985","higher education","Male","165","0.33927462461008","0.298021294209017","0.380527955011142"
"Almost never or never","1985","higher education","Female","90","0.392672742569746","0.331398219125383","0.453947266014109"
"Several times a year","1985","in school","Male","13","","",""
"Several times a year","1985","in school","Female","10","","",""
"Several times a year","1985","inadequately","Male","32","0.0984806173138799","0.0673975654045979","0.129563669223162"
"Several times a year","1985","inadequately","Female","22","","",""
"Several times a year","1985","general elemantary","Male","127","0.120375889080556","0.100493950855671","0.140257827305441"
"Several times a year","1985","general elemantary","Female","169","0.0695275810515282","0.0584109710988285","0.0806441910042278"
"Several times a year","1985","middle vocational","Male","393","0.13338423757634","0.120813508158933","0.145954966993747"
"Several times a year","1985","middle vocational","Female","362","0.148878089778466","0.134402550059368","0.163353629497563"
"Several times a year","1985","vocational + Abi","Male","30","0.173548199113589","0.11661803297393","0.230478365253247"
"Several times a year","1985","vocational + Abi","Female","18","","",""
"Several times a year","1985","higher vocational","Male","59","0.151113648029497","0.113960928966864","0.188266367092131"
"Several times a year","1985","higher vocational","Female","47","0.162239184514291","0.11707792897426","0.207400440054321"
"Several times a year","1985","higher education","Male","94","0.186498185232817","0.152559938652987","0.220436431812646"
"Several times a year","1985","higher education","Female","46","0.155843892274573","0.110333617819841","0.201354166729304"
"At least once a month","1985","in school","Male","12","","",""
"At least once a month","1985","in school","Female","3","","",""
"At least once a month","1985","inadequately","Male","10","","",""
"At least once a month","1985","inadequately","Female","5","","",""
"At least once a month","1985","general elemantary","Male","56","0.0454824566691545","0.0327516970397496","0.0582132162985594"
"At least once a month","1985","general elemantary","Female","67","0.0324227577580108","0.0246815298430138","0.0401639856730078"
"At least once a month","1985","middle vocational","Male","174","0.0570814182419073","0.0485035493156101","0.0656592871682045"
"At least once a month","1985","middle vocational","Female","99","0.0392522236593231","0.0313552568535836","0.0471491904650626"
"At least once a month","1985","vocational + Abi","Male","11","","",""
"At least once a month","1985","vocational + Abi","Female","3","","",""
"At least once a month","1985","higher vocational","Male","33","0.0901592667597535","0.0604493211621612","0.119869212357346"
"At least once a month","1985","higher vocational","Female","9","","",""
"At least once a month","1985","higher education","Male","37","0.0656362923109569","0.0440587074391962","0.0872138771827175"
"At least once a month","1985","higher education","Female","19","","",""
"At lease once a week","1985","in school","Male","68","0.604764900860713","0.514220808142969","0.695308993578456"
"At lease once a week","1985","in school","Female","41","0.606792103804476","0.49624470324498","0.717339504363972"
"At lease once a week","1985","inadequately","Male","39","0.179301824514393","0.139284796924127","0.219318852104658"
"At lease once a week","1985","inadequately","Female","10","","",""
"At lease once a week","1985","general elemantary","Male","248","0.240586057985557","0.214469561579976","0.266702554391139"
"At lease once a week","1985","general elemantary","Female","279","0.144846597124281","0.129464405466633","0.160228788781928"
"At lease once a week","1985","middle vocational","Male","693","0.243236913092312","0.227373755356204","0.259100070828419"
"At lease once a week","1985","middle vocational","Female","509","0.224955354657544","0.207975459130916","0.241935250184173"
"At lease once a week","1985","vocational + Abi","Male","54","0.348282961026574","0.276665440335946","0.419900481717201"
"At lease once a week","1985","vocational + Abi","Female","32","0.323595798373451","0.233244569459973","0.413947027286929"
"At lease once a week","1985","higher vocational","Male","100","0.279135993611009","0.23260433062245","0.325667656599569"
"At lease once a week","1985","higher vocational","Female","76","0.296995911916997","0.241022437009613","0.352969386824381"
"At lease once a week","1985","higher education","Male","210","0.408590897846147","0.365759605495885","0.451422190196408"
"At lease once a week","1985","higher education","Female","89","0.373373249341354","0.312681557649474","0.434064941033234"
"Almost never or never","1986","in school","Male","12","","",""
"Almost never or never","1986","in school","Female","14","","",""
"Almost never or never","1986","inadequately","Male","243","0.658954066852901","0.607493650001668","0.710414483704133"
