"m11104","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"At least once a month","1993","Couple + C. GT 16 ","West Germany","","","",""
"At least once a month","1993","Couple + C. GT 16 ","East Germany","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","West Germany","","","",""
"At least once a month","1993","Couple + C. LE and GT 16","East Germany","","","",""
"At lease once a week","1993","1-pers.-HH","West Germany","","","",""
"At lease once a week","1993","1-pers.-HH","East Germany","","","",""
"At lease once a week","1993","(Married) couple without C. ","West Germany","","","",""
"At lease once a week","1993","(Married) couple without C. ","East Germany","","","",""
"At lease once a week","1993","Single parent ","West Germany","","","",""
"At lease once a week","1993","Single parent ","East Germany","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","West Germany","","","",""
"At lease once a week","1993","Couple + C. LE 16 ","East Germany","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","West Germany","","","",""
"At lease once a week","1993","Couple + C. GT 16 ","East Germany","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","West Germany","","","",""
"At lease once a week","1993","Couple + C. LE and GT 16","East Germany","","","",""
"Almost never or never","1994","1-pers.-HH","West Germany","582","0.591248138097095","0.561695502154222","0.620800774039967"
"Almost never or never","1994","1-pers.-HH","East Germany","244","0.773037947110523","0.727000464994785","0.819075429226261"
"Almost never or never","1994","(Married) couple without C. ","West Germany","1338","0.564469882785201","0.544633067294369","0.584306698276034"
"Almost never or never","1994","(Married) couple without C. ","East Germany","734","0.798496301323366","0.772921624626972","0.824070978019761"
"Almost never or never","1994","Single parent ","West Germany","201","0.464843813329121","0.416624504280119","0.513063122378123"
"Almost never or never","1994","Single parent ","East Germany","96","0.62275562247805","0.547416640872687","0.698094604083412"
"Almost never or never","1994","Couple + C. LE 16 ","West Germany","924","0.408354706001562","0.386866530024847","0.429842881978276"
"Almost never or never","1994","Couple + C. LE 16 ","East Germany","606","0.615263659297152","0.584910650221461","0.645616668372842"
"Almost never or never","1994","Couple + C. GT 16 ","West Germany","813","0.443147376160003","0.419554276982731","0.466740475337274"
"Almost never or never","1994","Couple + C. GT 16 ","East Germany","419","0.60391888517678","0.568069934895394","0.639767835458166"
"Almost never or never","1994","Couple + C. LE and GT 16","West Germany","342","0.368643106364447","0.335419551186883","0.401866661542011"
"Almost never or never","1994","Couple + C. LE and GT 16","East Germany","190","0.52662804471086","0.474762810198209","0.57849327922351"
"Several times a year","1994","1-pers.-HH","West Germany","161","0.139391476572439","0.118570437960014","0.160212515184864"
"Several times a year","1994","1-pers.-HH","East Germany","32","0.0845384005914379","0.0539623343606718","0.115114466822204"
"Several times a year","1994","(Married) couple without C. ","West Germany","372","0.14408603911794","0.13003629299278","0.1581357852431"
"Several times a year","1994","(Married) couple without C. ","East Germany","112","0.104242553313226","0.0847598184376406","0.123725288188812"
"Several times a year","1994","Single parent ","West Germany","67","0.16540840319059","0.129487853961358","0.201328952419823"
"Several times a year","1994","Single parent ","East Germany","27","","",""
"Several times a year","1994","Couple + C. LE 16 ","West Germany","464","0.251486617047661","0.232519239604343","0.270453994490979"
"Several times a year","1994","Couple + C. LE 16 ","East Germany","217","0.207166290194211","0.181882620222725","0.232449960165696"
"Several times a year","1994","Couple + C. GT 16 ","West Germany","296","0.193444785488677","0.174684634372458","0.212204936604897"
"Several times a year","1994","Couple + C. GT 16 ","East Germany","152","0.201326311842281","0.171934251709329","0.230718371975233"
"Several times a year","1994","Couple + C. LE and GT 16","West Germany","154","0.19356766631351","0.166359081423607","0.220776251203413"
"Several times a year","1994","Couple + C. LE and GT 16","East Germany","73","0.214706231649526","0.17205206195388","0.257360401345172"
"At least once a month","1994","1-pers.-HH","West Germany","77","0.0555701853100389","0.0417984957062311","0.0693418749138468"
"At least once a month","1994","1-pers.-HH","East Germany","8","","",""
"At least once a month","1994","(Married) couple without C. ","West Germany","138","0.0521788290672651","0.0432816396382519","0.0610760184962782"
"At least once a month","1994","(Married) couple without C. ","East Germany","21","","",""
"At least once a month","1994","Single parent ","West Germany","35","0.0960672466850118","0.0675778722272997","0.124556621142724"
"At least once a month","1994","Single parent ","East Germany","7","","",""
"At least once a month","1994","Couple + C. LE 16 ","West Germany","142","0.071737619697285","0.0604563256678581","0.0830189137267119"
"At least once a month","1994","Couple + C. LE 16 ","East Germany","39","0.0444636798867184","0.0316044246725794","0.0573229351008574"
"At least once a month","1994","Couple + C. GT 16 ","West Germany","149","0.0811113048160354","0.0681450988732572","0.0940775107588137"
"At least once a month","1994","Couple + C. GT 16 ","East Germany","39","0.0512349230290631","0.0350743238316092","0.067395522226517"
"At least once a month","1994","Couple + C. LE and GT 16","West Germany","60","0.0865224902724937","0.067161881166052","0.105883099378935"
"At least once a month","1994","Couple + C. LE and GT 16","East Germany","23","","",""
"At lease once a week","1994","1-pers.-HH","West Germany","243","0.213790200020427","0.189144305694674","0.23843609434618"
"At lease once a week","1994","1-pers.-HH","East Germany","34","0.111876322880784","0.0772313403206199","0.146521305440948"
"At lease once a week","1994","(Married) couple without C. ","West Germany","552","0.239265249029594","0.222196609329126","0.256333888730061"
"At lease once a week","1994","(Married) couple without C. ","East Germany","78","0.076672972626928","0.0597088613900722","0.0936370838637838"
"At lease once a week","1994","Single parent ","West Germany","108","0.273680536795277","0.230576992988525","0.316784080602029"
"At lease once a week","1994","Single parent ","East Germany","29","","",""
"At lease once a week","1994","Couple + C. LE 16 ","West Germany","480","0.268421057253492","0.249048410838371","0.287793703668614"
"At lease once a week","1994","Couple + C. LE 16 ","East Germany","125","0.133106370621919","0.111914375696403","0.154298365547436"
"At lease once a week","1994","Couple + C. GT 16 ","West Germany","445","0.282296533535285","0.260918583308357","0.303674483762213"
"At lease once a week","1994","Couple + C. GT 16 ","East Germany","105","0.143519879951876","0.117821263373325","0.169218496530427"
"At lease once a week","1994","Couple + C. LE and GT 16","West Germany","254","0.35126673704955","0.318392386789258","0.384141087309842"
"At lease once a week","1994","Couple + C. LE and GT 16","East Germany","70","0.19086072806712","0.150038846320847","0.231682609813393"
"Almost never or never","1995","1-pers.-HH","West Germany","550","0.530857062172249","0.50151217441069","0.560201949933808"
"Almost never or never","1995","1-pers.-HH","East Germany","211","0.661214531477467","0.610071823052795","0.712357239902139"
"Almost never or never","1995","(Married) couple without C. ","West Germany","1171","0.455677084280516","0.43626685882606","0.475087309734971"
"Almost never or never","1995","(Married) couple without C. ","East Germany","573","0.614256143578694","0.583654889699604","0.644857397457783"
"Almost never or never","1995","Single parent ","West Germany","178","0.372001516687842","0.327093927794933","0.416909105580752"
"Almost never or never","1995","Single parent ","East Germany","69","0.446904900561538","0.370580789896202","0.523229011226875"
"Almost never or never","1995","Couple + C. LE 16 ","West Germany","877","0.31739928413895","0.298153620291249","0.33664494798665"
"Almost never or never","1995","Couple + C. LE 16 ","East Germany","315","0.351525652620342","0.320246031400337","0.382805273840347"
"Almost never or never","1995","Couple + C. GT 16 ","West Germany","768","0.387241257672615","0.364567197635004","0.409915317710226"
"Almost never or never","1995","Couple + C. GT 16 ","East Germany","291","0.440454003392199","0.40409099910471","0.476817007679687"
"Almost never or never","1995","Couple + C. LE and GT 16","West Germany","317","0.298801692627332","0.268227255427801","0.329376129826862"
"Almost never or never","1995","Couple + C. LE and GT 16","East Germany","132","0.343507788767448","0.295886681097256","0.39112889643764"
"Several times a year","1995","1-pers.-HH","West Germany","178","0.157037914734676","0.135643651152354","0.178432178316997"
"Several times a year","1995","1-pers.-HH","East Germany","46","0.125033331324917","0.0892929815984442","0.16077368105139"
"Several times a year","1995","(Married) couple without C. ","West Germany","454","0.186927300244002","0.171733208908752","0.202121391579251"
"Several times a year","1995","(Married) couple without C. ","East Germany","231","0.220930862655059","0.194849447459175","0.247012277850944"
"Several times a year","1995","Single parent ","West Germany","78","0.159628377993883","0.125598622773695","0.193658133214071"
"Several times a year","1995","Single parent ","East Germany","39","0.229442126074404","0.164892534412377","0.293991717736432"
"Several times a year","1995","Couple + C. LE 16 ","West Germany","589","0.265993399351343","0.247723676158004","0.284263122544682"
"Several times a year","1995","Couple + C. LE 16 ","East Germany","341","0.378571294675561","0.346794794066045","0.410347795285078"
"Several times a year","1995","Couple + C. GT 16 ","West Germany","332","0.206846187215151","0.187992504621728","0.225699869808573"
"Several times a year","1995","Couple + C. GT 16 ","East Germany","196","0.248588715434998","0.216931614464181","0.280245816405815"
"Several times a year","1995","Couple + C. LE and GT 16","West Germany","169","0.223160167062558","0.195348911409083","0.250971422716034"
"Several times a year","1995","Couple + C. LE and GT 16","East Germany","111","0.302956132759003","0.256873600156812","0.349038665361193"
"At least once a month","1995","1-pers.-HH","West Germany","71","0.0619740493157361","0.0477964262770061","0.076151672354466"
"At least once a month","1995","1-pers.-HH","East Germany","13","","",""
"At least once a month","1995","(Married) couple without C. ","West Germany","202","0.0721870748207716","0.06210073473687","0.0822734149046732"
"At least once a month","1995","(Married) couple without C. ","East Germany","43","0.0381925692440619","0.0261436398370337","0.0502414986510901"
"At least once a month","1995","Single parent ","West Germany","41","0.0993006897606787","0.0715141714038463","0.127087208117511"
"At least once a month","1995","Single parent ","East Germany","11","","",""
"At least once a month","1995","Couple + C. LE 16 ","West Germany","176","0.0997191643700821","0.0873304890051904","0.112107839734974"
"At least once a month","1995","Couple + C. LE 16 ","East Germany","72","0.0886706828246308","0.0700470555792355","0.107294310070026"
"At least once a month","1995","Couple + C. GT 16 ","West Germany","123","0.0685727556569893","0.0568090542394611","0.0803364570745175"
"At least once a month","1995","Couple + C. GT 16 ","East Germany","63","0.0813507727968635","0.0613269368571615","0.101374608736566"
"At least once a month","1995","Couple + C. LE and GT 16","West Germany","77","0.0864694651286736","0.0676962163341756","0.105242713923172"
"At least once a month","1995","Couple + C. LE and GT 16","East Germany","17","","",""
"At lease once a week","1995","1-pers.-HH","West Germany","312","0.250130973777339","0.224664576719837","0.275597370834841"
"At lease once a week","1995","1-pers.-HH","East Germany","59","0.175606420639557","0.134492618850227","0.216720222428887"
"At lease once a week","1995","(Married) couple without C. ","West Germany","702","0.285208540654711","0.267611298234525","0.302805783074898"
"At lease once a week","1995","(Married) couple without C. ","East Germany","125","0.126620424522185","0.105714549157756","0.147526299886615"
"At lease once a week","1995","Single parent ","West Germany","148","0.369069415557596","0.32423485635574","0.413903974759453"
"At lease once a week","1995","Single parent ","East Germany","44","0.260692580780025","0.193297040871049","0.328088120689002"
"At lease once a week","1995","Couple + C. LE 16 ","West Germany","605","0.316888152139625","0.297650792474225","0.336125511805025"
"At lease once a week","1995","Couple + C. LE 16 ","East Germany","167","0.181232369879466","0.155995540567368","0.206469199191564"
"At lease once a week","1995","Couple + C. GT 16 ","West Germany","550","0.337339799455245","0.315332185555018","0.359347413355472"
"At lease once a week","1995","Couple + C. GT 16 ","East Germany","166","0.229606508375939","0.198800177219795","0.260412839532084"
"At lease once a week","1995","Couple + C. LE and GT 16","West Germany","298","0.391568675181437","0.358965772407614","0.424171577955259"
"At lease once a week","1995","Couple + C. LE and GT 16","East Germany","122","0.312361620148673","0.265885988909152","0.358837251388195"
"Almost never or never","1996","1-pers.-HH","West Germany","568","0.534583021757259","0.505383618458258","0.56378242505626"
"Almost never or never","1996","1-pers.-HH","East Germany","226","0.702438890650568","0.654196268824445","0.75068151247669"
"Almost never or never","1996","(Married) couple without C. ","West Germany","1272","0.514709869160896","0.495146083256136","0.534273655065656"
"Almost never or never","1996","(Married) couple without C. ","East Germany","723","0.72251312793473","0.695260850292754","0.749765405576705"
"Almost never or never","1996","Single parent ","West Germany","216","0.417190471922373","0.373124224861626","0.46125671898312"
"Almost never or never","1996","Single parent ","East Germany","80","0.494622654865667","0.418793757250402","0.570451552480932"
"Almost never or never","1996","Couple + C. LE 16 ","West Germany","938","0.368658634137832","0.348374215950511","0.388943052325153"
"Almost never or never","1996","Couple + C. LE 16 ","East Germany","431","0.527278139630501","0.493085796244361","0.561470483016641"
"Almost never or never","1996","Couple + C. GT 16 ","West Germany","780","0.43381102239194","0.41017555131154","0.45744649347234"
"Almost never or never","1996","Couple + C. GT 16 ","East Germany","311","0.462512752088228","0.424899391044501","0.500126113131955"
"Almost never or never","1996","Couple + C. LE and GT 16","West Germany","364","0.3680766162988","0.335442756929608","0.400710475667992"
"Almost never or never","1996","Couple + C. LE and GT 16","East Germany","164","0.403562184589443","0.355839716985551","0.451284652193335"
"Several times a year","1996","1-pers.-HH","West Germany","175","0.147414006303065","0.126660869149993","0.168167143456138"
"Several times a year","1996","1-pers.-HH","East Germany","50","0.132510745262306","0.0967343859386385","0.168287104585974"
"Several times a year","1996","(Married) couple without C. ","West Germany","447","0.167801600222536","0.153173685788151","0.182429514656921"
"Several times a year","1996","(Married) couple without C. ","East Germany","154","0.135773323516458","0.11492458554204","0.156622061490875"
"Several times a year","1996","Single parent ","West Germany","82","0.168636928456903","0.135175285619773","0.202098571294033"
"Several times a year","1996","Single parent ","East Germany","37","0.225228422418395","0.161872343218889","0.288584501617902"
"Several times a year","1996","Couple + C. LE 16 ","West Germany","576","0.2865187527376","0.267508581220595","0.305528924254605"
"Several times a year","1996","Couple + C. LE 16 ","East Germany","209","0.26817140801707","0.237831304181496","0.298511511852644"
"Several times a year","1996","Couple + C. GT 16 ","West Germany","345","0.208034755527296","0.188677032299708","0.227392478754883"
"Several times a year","1996","Couple + C. GT 16 ","East Germany","179","0.263658736806718","0.230419055040987","0.29689841857245"
"Several times a year","1996","Couple + C. LE and GT 16","West Germany","161","0.211264061370548","0.1836426581525","0.238885464588595"
"Several times a year","1996","Couple + C. LE and GT 16","East Germany","119","0.301339560219929","0.256707572825087","0.345971547614772"
"At least once a month","1996","1-pers.-HH","West Germany","90","0.0760618807993053","0.0605433623301449","0.0915803992684658"
"At least once a month","1996","1-pers.-HH","East Germany","15","","",""
"At least once a month","1996","(Married) couple without C. ","West Germany","165","0.0639739709981441","0.0543950511019516","0.0735528908943367"
"At least once a month","1996","(Married) couple without C. ","East Germany","40","0.0305252886949458","0.0200550436659727","0.0409955337239189"
"At least once a month","1996","Single parent ","West Germany","45","0.0909892378958409","0.0652879385992693","0.116690537192412"
"At least once a month","1996","Single parent ","East Germany","8","","",""
"At least once a month","1996","Couple + C. LE 16 ","West Germany","177","0.0890844057695423","0.0771071274901883","0.101061684048896"
"At least once a month","1996","Couple + C. LE 16 ","East Germany","51","0.0579421824571486","0.0419413586228051","0.0739430062914922"
"At least once a month","1996","Couple + C. GT 16 ","West Germany","141","0.0817062095594769","0.0686429480237157","0.0947694710952382"
"At least once a month","1996","Couple + C. GT 16 ","East Germany","47","0.0717827388039529","0.0523098207175273","0.0912556568903785"
"At least once a month","1996","Couple + C. LE and GT 16","West Germany","66","0.0708994448468275","0.0535326414552179","0.0882662482384372"
"At least once a month","1996","Couple + C. LE and GT 16","East Germany","36","0.0879031793167345","0.0603603952857243","0.115445963347745"
"At lease once a week","1996","1-pers.-HH","West Germany","288","0.241941091140371","0.216871250101895","0.267010932178846"
"At lease once a week","1996","1-pers.-HH","East Germany","54","0.138194962488289","0.101779220459607","0.174610704516972"
"At lease once a week","1996","(Married) couple without C. ","West Germany","623","0.253514559618424","0.236485798702617","0.270543320534231"
"At lease once a week","1996","(Married) couple without C. ","East Germany","120","0.111188259853867","0.0920548193281622","0.130321700379572"
"At lease once a week","1996","Single parent ","West Germany","138","0.323183361724883","0.281387280630779","0.364979442818987"
"At lease once a week","1996","Single parent ","East Germany","42","0.226606268642166","0.163113226037843","0.290099311246489"
"At lease once a week","1996","Couple + C. LE 16 ","West Germany","482","0.255738207355026","0.237394846973423","0.274081567736629"
"At lease once a week","1996","Couple + C. LE 16 ","East Germany","128","0.14660826989528","0.122383503960893","0.170833035829668"
"At lease once a week","1996","Couple + C. GT 16 ","West Germany","423","0.276448012521288","0.255118797489266","0.297777227553309"
"At lease once a week","1996","Couple + C. GT 16 ","East Germany","138","0.202045772301101","0.171755018691054","0.232336525911148"
"At lease once a week","1996","Couple + C. LE and GT 16","West Germany","248","0.349759877483825","0.317490618947752","0.382029136019897"
"At lease once a week","1996","Couple + C. LE and GT 16","East Germany","87","0.207195075873893","0.167771323469176","0.246618828278609"
"Almost never or never","1997","1-pers.-HH","West Germany","559","0.563984971398999","0.534341548211548","0.59362839458645"
"Almost never or never","1997","1-pers.-HH","East Germany","231","0.686257296625374","0.637714495034482","0.734800098216267"
"Almost never or never","1997","(Married) couple without C. ","West Germany","1357","0.541553628240163","0.522099452914201","0.561007803566126"
"Almost never or never","1997","(Married) couple without C. ","East Germany","727","0.722574012166776","0.6954798898941","0.749668134439452"
"Almost never or never","1997","Single parent ","West Germany","194","0.388765938561452","0.344024128762757","0.433507748360146"
"Almost never or never","1997","Single parent ","East Germany","81","0.481150578202164","0.407542982481464","0.554758173922863"
"Almost never or never","1997","Couple + C. LE 16 ","West Germany","951","0.40772671983378","0.386823232252835","0.428630207414725"
"Almost never or never","1997","Couple + C. LE 16 ","East Germany","396","0.55595662732843","0.519306212664622","0.592607041992237"
"Almost never or never","1997","Couple + C. GT 16 ","West Germany","772","0.443658508378826","0.419488101361815","0.467828915395837"
"Almost never or never","1997","Couple + C. GT 16 ","East Germany","358","0.480818099145203","0.444771019526734","0.516865178763672"
"Almost never or never","1997","Couple + C. LE and GT 16","West Germany","347","0.357008948168427","0.324275618176521","0.389742278160332"
"Almost never or never","1997","Couple + C. LE and GT 16","East Germany","163","0.414328524499811","0.365122624541364","0.463534424458257"
"Several times a year","1997","1-pers.-HH","West Germany","145","0.125808075806876","0.105983609069106","0.145632542544645"
"Several times a year","1997","1-pers.-HH","East Germany","49","0.125618612677265","0.0909471645437519","0.160290060810779"
"Several times a year","1997","(Married) couple without C. ","West Germany","413","0.160282690748379","0.145958909310062","0.174606472186697"
"Several times a year","1997","(Married) couple without C. ","East Germany","161","0.136933322091716","0.116129789200982","0.157736854982451"
"Several times a year","1997","Single parent ","West Germany","86","0.184244200270251","0.148661191500049","0.219827209040453"
"Several times a year","1997","Single parent ","East Germany","44","0.272400899641596","0.206814800175896","0.337986999107297"
"Several times a year","1997","Couple + C. LE 16 ","West Germany","519","0.253805270073819","0.235293433802272","0.272317106345366"
"Several times a year","1997","Couple + C. LE 16 ","East Germany","170","0.254703996024487","0.222565317452522","0.286842674596451"
"Several times a year","1997","Couple + C. GT 16 ","West Germany","280","0.181458005014047","0.162708173053816","0.200207836974278"
"Several times a year","1997","Couple + C. GT 16 ","East Germany","196","0.270584453294336","0.238532179935501","0.302636726653171"
"Several times a year","1997","Couple + C. LE and GT 16","West Germany","156","0.212688660264841","0.184731465334419","0.240645855195263"
"Several times a year","1997","Couple + C. LE and GT 16","East Germany","109","0.300040051921396","0.25426340928364","0.345816694559153"
"At least once a month","1997","1-pers.-HH","West Germany","63","0.0454489852389456","0.0329979481667106","0.0579000223111806"
"At least once a month","1997","1-pers.-HH","East Germany","12","","",""
"At least once a month","1997","(Married) couple without C. ","West Germany","142","0.0459154071250221","0.0377435553289855","0.0540872589210587"
"At least once a month","1997","(Married) couple without C. ","East Germany","43","0.0333612878170322","0.0224941833414607","0.0442283922926037"
"At least once a month","1997","Single parent ","West Germany","38","0.0826487620813365","0.0573760603471152","0.107921463815558"
"At least once a month","1997","Single parent ","East Germany","5","","",""
"At least once a month","1997","Couple + C. LE 16 ","West Germany","138","0.0682533779553494","0.0575262346502522","0.0789805212604466"
"At least once a month","1997","Couple + C. LE 16 ","East Germany","36","0.0456328575724578","0.0302391825938851","0.0610265325510304"
"At least once a month","1997","Couple + C. GT 16 ","West Germany","124","0.082456981244993","0.0690751433596665","0.0958388191303194"
"At least once a month","1997","Couple + C. GT 16 ","East Germany","39","0.0570656734820224","0.0403298106887851","0.0738015362752597"
"At least once a month","1997","Couple + C. LE and GT 16","West Germany","60","0.0729625622938981","0.0551942225953542","0.090730901992442"
"At least once a month","1997","Couple + C. LE and GT 16","East Germany","18","","",""
"At lease once a week","1997","1-pers.-HH","West Germany","308","0.264757967555179","0.238383509674023","0.291132425436336"
"At lease once a week","1997","1-pers.-HH","East Germany","59","0.15194234782283","0.114389174834149","0.189495520811511"
"At lease once a week","1997","(Married) couple without C. ","West Germany","608","0.252248273886435","0.235291601309534","0.269204946463337"
"At lease once a week","1997","(Married) couple without C. ","East Germany","118","0.107131377924475","0.0884154022182548","0.125847353630696"
"At lease once a week","1997","Single parent ","West Germany","138","0.344341099086961","0.300729794228847","0.387952403945075"
"At lease once a week","1997","Single parent ","East Germany","47","0.217886586333428","0.157071465722143","0.278701706944714"
"At lease once a week","1997","Couple + C. LE 16 ","West Germany","515","0.270214632137051","0.251324930386267","0.289104333887836"
"At lease once a week","1997","Couple + C. LE 16 ","East Germany","104","0.143706519074626","0.117830629193968","0.169582408955283"
"At lease once a week","1997","Couple + C. GT 16 ","West Germany","447","0.292426505362134","0.270296425750564","0.314556584973704"
"At lease once a week","1997","Couple + C. GT 16 ","East Germany","145","0.191531774078439","0.163141354964348","0.219922193192529"
"At lease once a week","1997","Couple + C. LE and GT 16","West Germany","260","0.357339829272834","0.324599761148861","0.390079897396807"
"At lease once a week","1997","Couple + C. LE and GT 16","East Germany","95","0.246436714059761","0.20339096232739","0.289482465792132"
"Almost never or never","1998","1-pers.-HH","West Germany","642","0.518345661361722","0.491562621997785","0.54512870072566"
"Almost never or never","1998","1-pers.-HH","East Germany","224","0.585855099886343","0.538117816218404","0.633592383554282"
"Almost never or never","1998","(Married) couple without C. ","West Germany","1350","0.441309388212999","0.42349953010767","0.459119246318328"
"Almost never or never","1998","(Married) couple without C. ","East Germany","646","0.579963004175322","0.551523283356484","0.60840272499416"
"Almost never or never","1998","Single parent ","West Germany","190","0.330325438931589","0.290055093144742","0.370595784718436"
"Almost never or never","1998","Single parent ","East Germany","72","0.405190817777648","0.334062723023866","0.47631891253143"
"Almost never or never","1998","Couple + C. LE 16 ","West Germany","795","0.291690152573488","0.273293060107787","0.310087245039188"
"Almost never or never","1998","Couple + C. LE 16 ","East Germany","279","0.370455067326056","0.335683831765331","0.40522630288678"
"Almost never or never","1998","Couple + C. GT 16 ","West Germany","686","0.348091561669335","0.325924336525412","0.370258786813259"
"Almost never or never","1998","Couple + C. GT 16 ","East Germany","259","0.340993500083561","0.307747417947031","0.37423958222009"
"Almost never or never","1998","Couple + C. LE and GT 16","West Germany","301","0.293690004038423","0.263285584467622","0.324094423609224"
"Almost never or never","1998","Couple + C. LE and GT 16","East Germany","119","0.286467647202658","0.241365308291901","0.331569986113416"
"Several times a year","1998","1-pers.-HH","West Germany","179","0.124502122098074","0.106805176606742","0.142199067589406"
"Several times a year","1998","1-pers.-HH","East Germany","72","0.162448207019938","0.126700372860195","0.198196041179681"
"Several times a year","1998","(Married) couple without C. ","West Germany","556","0.191960563409937","0.177834359339886","0.206086767479988"
"Several times a year","1998","(Married) couple without C. ","East Germany","274","0.238765814295694","0.214200256700832","0.263331371890557"
"Several times a year","1998","Single parent ","West Germany","98","0.191215986911122","0.157544613871286","0.224887359950959"
"Several times a year","1998","Single parent ","East Germany","42","0.216396240874591","0.156734536256518","0.276057945492664"
"Several times a year","1998","Couple + C. LE 16 ","West Germany","650","0.28210566061514","0.263891346066765","0.300319975163515"
"Several times a year","1998","Couple + C. LE 16 ","East Germany","240","0.339619465326285","0.305521190579862","0.373717740072708"
"Several times a year","1998","Couple + C. GT 16 ","West Germany","379","0.20855619839041","0.189650493465593","0.227461903315228"
"Several times a year","1998","Couple + C. GT 16 ","East Germany","237","0.306944670477451","0.274597479218429","0.339291861736474"
"Several times a year","1998","Couple + C. LE and GT 16","West Germany","209","0.229579530585033","0.201504195624193","0.257654865545873"
"Several times a year","1998","Couple + C. LE and GT 16","East Germany","124","0.327039817082837","0.280239430678122","0.373840203487552"
"At least once a month","1998","1-pers.-HH","West Germany","85","0.057379899644511","0.0449137990308427","0.0698460002581794"
"At least once a month","1998","1-pers.-HH","East Germany","25","","",""
"At least once a month","1998","(Married) couple without C. ","West Germany","233","0.075202128364366","0.0657432058858835","0.0846610508428484"
"At least once a month","1998","(Married) couple without C. ","East Germany","53","0.0436707300388766","0.0318952027919996","0.0554462572857536"
"At least once a month","1998","Single parent ","West Germany","49","0.084268260650068","0.0604835103702481","0.108053010929888"
"At least once a month","1998","Single parent ","East Germany","13","","",""
"At least once a month","1998","Couple + C. LE 16 ","West Germany","226","0.0993549920355068","0.0872476632279662","0.111462320843047"
"At least once a month","1998","Couple + C. LE 16 ","East Germany","63","0.076806849371881","0.0576340622966557","0.0959796364471062"
"At least once a month","1998","Couple + C. GT 16 ","West Germany","145","0.0827522735580926","0.0699317850856995","0.0955727620304857"
"At least once a month","1998","Couple + C. GT 16 ","East Germany","51","0.0622592676413684","0.0453133157816095","0.0792052195011273"
"At least once a month","1998","Couple + C. LE and GT 16","West Germany","74","0.102287926588809","0.0820588909811869","0.122516962196431"
"At least once a month","1998","Couple + C. LE and GT 16","East Germany","34","0.0894463363016403","0.0609762692428351","0.117916403360446"
"At lease once a week","1998","1-pers.-HH","West Germany","431","0.299772316895693","0.275214045876213","0.324330587915173"
"At lease once a week","1998","1-pers.-HH","East Germany","88","0.200227876946449","0.161445730732278","0.23901002316062"
"At lease once a week","1998","(Married) couple without C. ","West Germany","847","0.291527920012698","0.275227280756668","0.307828559268729"
"At lease once a week","1998","(Married) couple without C. ","East Germany","184","0.137600451490107","0.117751132953554","0.15744977002666"
"At lease once a week","1998","Single parent ","West Germany","187","0.394190313507221","0.352349171640793","0.436031455373649"
"At lease once a week","1998","Single parent ","East Germany","56","0.278381428325615","0.213443784554847","0.343319072096384"
"At lease once a week","1998","Couple + C. LE 16 ","West Germany","674","0.326849194775865","0.307864371359046","0.345834018192684"
"At lease once a week","1998","Couple + C. LE 16 ","East Germany","159","0.213118617975778","0.183633401710692","0.242603834240865"
"At lease once a week","1998","Couple + C. GT 16 ","West Germany","564","0.360599966382162","0.338255476124094","0.382944456640229"
"At lease once a week","1998","Couple + C. GT 16 ","East Germany","234","0.28980256179762","0.257985268242383","0.321619855352856"
"At lease once a week","1998","Couple + C. LE and GT 16","West Germany","278","0.374442538787735","0.34213375180864","0.406751325766829"
"At lease once a week","1998","Couple + C. LE and GT 16","East Germany","109","0.297046199412864","0.251460373210076","0.342632025615653"
"Almost never or never","1999","1-pers.-HH","West Germany","635","0.565457275451876","0.538043464660309","0.592871086243443"
"Almost never or never","1999","1-pers.-HH","East Germany","275","0.661131211906174","0.615810085567226","0.706452338245122"
"Almost never or never","1999","(Married) couple without C. ","West Germany","1469","0.515841363960057","0.497752219313608","0.533930508606506"
"Almost never or never","1999","(Married) couple without C. ","East Germany","781","0.704430707988677","0.678161004637863","0.730700411339491"
"Almost never or never","1999","Single parent ","West Germany","213","0.403038829005508","0.360215610114858","0.445862047896158"
"Almost never or never","1999","Single parent ","East Germany","88","0.390794692960862","0.324325702003774","0.457263683917951"
"Almost never or never","1999","Couple + C. LE 16 ","West Germany","945","0.380883109007546","0.361033096328446","0.400733121686645"
"Almost never or never","1999","Couple + C. LE 16 ","East Germany","344","0.47449604284287","0.437971048133612","0.511021037552128"
"Almost never or never","1999","Couple + C. GT 16 ","West Germany","771","0.41984778951525","0.396604849664002","0.443090729366498"
"Almost never or never","1999","Couple + C. GT 16 ","East Germany","336","0.442153815225924","0.406798280485159","0.477509349966688"
"Almost never or never","1999","Couple + C. LE and GT 16","West Germany","307","0.328841975737827","0.295998974559966","0.361684976915688"
"Almost never or never","1999","Couple + C. LE and GT 16","East Germany","168","0.433665678323689","0.383100810654749","0.484230545992628"
"Several times a year","1999","1-pers.-HH","West Germany","194","0.131229709220898","0.112556376519386","0.14990304192241"
"Several times a year","1999","1-pers.-HH","East Germany","58","0.141613402374987","0.108229682908097","0.174997121841876"
"Several times a year","1999","(Married) couple without C. ","West Germany","487","0.157268003361994","0.144090563700034","0.170445443023954"
