"m11104","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Several times a year","2002","(Married) couple without C. ","West Germany","","","",""
"Several times a year","2002","(Married) couple without C. ","East Germany","","","",""
"Several times a year","2002","Single parent ","West Germany","","","",""
"Several times a year","2002","Single parent ","East Germany","","","",""
"Several times a year","2002","Couple + C. LE 16 ","West Germany","","","",""
"Several times a year","2002","Couple + C. LE 16 ","East Germany","","","",""
"Several times a year","2002","Couple + C. GT 16 ","West Germany","","","",""
"Several times a year","2002","Couple + C. GT 16 ","East Germany","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","West Germany","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","East Germany","","","",""
"At least once a month","2002","1-pers.-HH","West Germany","","","",""
"At least once a month","2002","1-pers.-HH","East Germany","","","",""
"At least once a month","2002","(Married) couple without C. ","West Germany","","","",""
"At least once a month","2002","(Married) couple without C. ","East Germany","","","",""
"At least once a month","2002","Single parent ","West Germany","","","",""
"At least once a month","2002","Single parent ","East Germany","","","",""
"At least once a month","2002","Couple + C. LE 16 ","West Germany","","","",""
"At least once a month","2002","Couple + C. LE 16 ","East Germany","","","",""
"At least once a month","2002","Couple + C. GT 16 ","West Germany","","","",""
"At least once a month","2002","Couple + C. GT 16 ","East Germany","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","West Germany","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","East Germany","","","",""
"At lease once a week","2002","1-pers.-HH","West Germany","","","",""
"At lease once a week","2002","1-pers.-HH","East Germany","","","",""
"At lease once a week","2002","(Married) couple without C. ","West Germany","","","",""
"At lease once a week","2002","(Married) couple without C. ","East Germany","","","",""
"At lease once a week","2002","Single parent ","West Germany","","","",""
"At lease once a week","2002","Single parent ","East Germany","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","West Germany","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","East Germany","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","West Germany","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","East Germany","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","West Germany","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","East Germany","","","",""
"Almost never or never","2003","1-pers.-HH","West Germany","985","0.456576019053161","0.436030738759512","0.47712129934681"
"Almost never or never","2003","1-pers.-HH","East Germany","370","0.524690775743304","0.488162791665917","0.56121875982069"
"Almost never or never","2003","(Married) couple without C. ","West Germany","2258","0.441058509978046","0.427853477710648","0.454263542245444"
"Almost never or never","2003","(Married) couple without C. ","East Germany","910","0.511580937180915","0.488827516015009","0.534334358346822"
"Almost never or never","2003","Single parent ","West Germany","324","0.398893018208128","0.365620127652414","0.432165908763841"
"Almost never or never","2003","Single parent ","East Germany","108","0.328463947645926","0.27403328829707","0.382894606994782"
"Almost never or never","2003","Couple + C. LE 16 ","West Germany","1039","0.307568965105017","0.292377505983311","0.322760424226723"
"Almost never or never","2003","Couple + C. LE 16 ","East Germany","238","0.306834791593828","0.275055478228953","0.338614104958702"
"Almost never or never","2003","Couple + C. GT 16 ","West Germany","855","0.33885847191202","0.321407548805486","0.356309395018554"
"Almost never or never","2003","Couple + C. GT 16 ","East Germany","322","0.311908041402146","0.284788533063149","0.339027549741143"
"Almost never or never","2003","Couple + C. LE and GT 16","West Germany","417","0.317934012775062","0.29373891768885","0.342129107861274"
"Almost never or never","2003","Couple + C. LE and GT 16","East Germany","137","0.36570672218622","0.319535488794091","0.411877955578349"
"Several times a year","2003","1-pers.-HH","West Germany","317","0.14356833499112","0.129105220897471","0.15803144908477"
"Several times a year","2003","1-pers.-HH","East Germany","107","0.13033236404118","0.105706659783164","0.154958068299196"
"Several times a year","2003","(Married) couple without C. ","West Germany","890","0.167060300781834","0.157139388722538","0.176981212841131"
"Several times a year","2003","(Married) couple without C. ","East Germany","361","0.188347372797706","0.170549909383043","0.206144836212369"
"Several times a year","2003","Single parent ","West Germany","160","0.217700959933134","0.189659346467769","0.2457425733985"
"Several times a year","2003","Single parent ","East Germany","68","0.256121863006621","0.205534819554428","0.306708906458814"
"Several times a year","2003","Couple + C. LE 16 ","West Germany","811","0.239425846334207","0.22537843601052","0.253473256657893"
"Several times a year","2003","Couple + C. LE 16 ","East Germany","241","0.300461577702649","0.268869798276334","0.332053357128963"
"Several times a year","2003","Couple + C. GT 16 ","West Germany","540","0.179670036002998","0.1655155492181","0.193824522787896"
"Several times a year","2003","Couple + C. GT 16 ","East Germany","307","0.278346094465205","0.25210980982926","0.304582379101151"
"Several times a year","2003","Couple + C. LE and GT 16","West Germany","255","0.185057903098861","0.164880613115721","0.205235193082"
"Several times a year","2003","Couple + C. LE and GT 16","East Germany","107","0.239040624071774","0.198154443407151","0.279926804736398"
"At least once a month","2003","1-pers.-HH","West Germany","149","0.0673688983173702","0.057030082654243","0.0777077139804975"
"At least once a month","2003","1-pers.-HH","East Germany","36","0.0461613347467156","0.030812955934558","0.0615097135588731"
"At least once a month","2003","(Married) couple without C. ","West Germany","357","0.0666794383274635","0.0600447645624005","0.0733141120925264"
"At least once a month","2003","(Married) couple without C. ","East Germany","107","0.05729359405772","0.0467148407774497","0.0678723473379904"
"At least once a month","2003","Single parent ","West Germany","64","0.0731381273579669","0.0554465785559563","0.0908296761599774"
"At least once a month","2003","Single parent ","East Germany","21","","",""
"At least once a month","2003","Couple + C. LE 16 ","West Germany","338","0.0947904658432991","0.0851478057099491","0.104433125976649"
"At least once a month","2003","Couple + C. LE 16 ","East Germany","73","0.0939910539930997","0.0738823846410556","0.114099723345144"
"At least once a month","2003","Couple + C. GT 16 ","West Germany","253","0.0897332939825537","0.0791961443672781","0.100270443597829"
"At least once a month","2003","Couple + C. GT 16 ","East Germany","118","0.114395897000274","0.0957634318022195","0.133028362198329"
"At least once a month","2003","Couple + C. LE and GT 16","West Germany","131","0.0929441800900468","0.077858192420851","0.108030167759243"
"At least once a month","2003","Couple + C. LE and GT 16","East Germany","34","0.0792104301509039","0.0533204730030509","0.105100387298757"
"At lease once a week","2003","1-pers.-HH","West Germany","807","0.332486747638349","0.313055385833569","0.351918109443128"
"At lease once a week","2003","1-pers.-HH","East Germany","205","0.298815525468801","0.265334126675087","0.332296924262514"
"At lease once a week","2003","(Married) couple without C. ","West Germany","1926","0.325201750912656","0.312743083259935","0.337660418565377"
"At lease once a week","2003","(Married) couple without C. ","East Germany","476","0.242778095963659","0.223261253312544","0.262294938614774"
"At lease once a week","2003","Single parent ","West Germany","284","0.310267894500771","0.278834226049868","0.341701562951674"
"At lease once a week","2003","Single parent ","East Germany","89","0.335708389558586","0.280978376016246","0.390438403100925"
"At lease once a week","2003","Couple + C. LE 16 ","West Germany","1357","0.358214722717477","0.342431104696035","0.373998340738919"
"At lease once a week","2003","Couple + C. LE 16 ","East Germany","257","0.298712576710424","0.267173526575808","0.330251626845041"
"At lease once a week","2003","Couple + C. GT 16 ","West Germany","1178","0.391738198102428","0.373740985583995","0.40973541062086"
"At lease once a week","2003","Couple + C. GT 16 ","East Germany","374","0.295349967132375","0.268644481099979","0.32205545316477"
"At lease once a week","2003","Couple + C. LE and GT 16","West Germany","620","0.404063904036031","0.378567994203789","0.429559813868273"
"At lease once a week","2003","Couple + C. LE and GT 16","East Germany","140","0.316042223591102","0.27147176010132","0.360612687080883"
"Almost never or never","2004","1-pers.-HH","West Germany","","","",""
"Almost never or never","2004","1-pers.-HH","East Germany","","","",""
"Almost never or never","2004","(Married) couple without C. ","West Germany","","","",""
"Almost never or never","2004","(Married) couple without C. ","East Germany","","","",""
"Almost never or never","2004","Single parent ","West Germany","","","",""
"Almost never or never","2004","Single parent ","East Germany","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","West Germany","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","East Germany","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","West Germany","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","East Germany","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","West Germany","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","East Germany","","","",""
"Several times a year","2004","1-pers.-HH","West Germany","","","",""
"Several times a year","2004","1-pers.-HH","East Germany","","","",""
"Several times a year","2004","(Married) couple without C. ","West Germany","","","",""
"Several times a year","2004","(Married) couple without C. ","East Germany","","","",""
"Several times a year","2004","Single parent ","West Germany","","","",""
"Several times a year","2004","Single parent ","East Germany","","","",""
"Several times a year","2004","Couple + C. LE 16 ","West Germany","","","",""
"Several times a year","2004","Couple + C. LE 16 ","East Germany","","","",""
"Several times a year","2004","Couple + C. GT 16 ","West Germany","","","",""
"Several times a year","2004","Couple + C. GT 16 ","East Germany","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","West Germany","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","East Germany","","","",""
"At least once a month","2004","1-pers.-HH","West Germany","","","",""
"At least once a month","2004","1-pers.-HH","East Germany","","","",""
"At least once a month","2004","(Married) couple without C. ","West Germany","","","",""
"At least once a month","2004","(Married) couple without C. ","East Germany","","","",""
"At least once a month","2004","Single parent ","West Germany","","","",""
"At least once a month","2004","Single parent ","East Germany","","","",""
"At least once a month","2004","Couple + C. LE 16 ","West Germany","","","",""
"At least once a month","2004","Couple + C. LE 16 ","East Germany","","","",""
"At least once a month","2004","Couple + C. GT 16 ","West Germany","","","",""
"At least once a month","2004","Couple + C. GT 16 ","East Germany","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","West Germany","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","East Germany","","","",""
"At lease once a week","2004","1-pers.-HH","West Germany","","","",""
"At lease once a week","2004","1-pers.-HH","East Germany","","","",""
"At lease once a week","2004","(Married) couple without C. ","West Germany","","","",""
"At lease once a week","2004","(Married) couple without C. ","East Germany","","","",""
"At lease once a week","2004","Single parent ","West Germany","","","",""
"At lease once a week","2004","Single parent ","East Germany","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","West Germany","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","East Germany","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","West Germany","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","East Germany","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","West Germany","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","East Germany","","","",""
"Almost never or never","2005","1-pers.-HH","West Germany","1026","0.472716518535447","0.451976555246156","0.493456481824738"
"Almost never or never","2005","1-pers.-HH","East Germany","365","0.524490925037031","0.488189031433237","0.560792818640825"
"Almost never or never","2005","(Married) couple without C. ","West Germany","2300","0.476572266338466","0.463072366453923","0.490072166223009"
"Almost never or never","2005","(Married) couple without C. ","East Germany","962","0.57552446407634","0.552433078967475","0.598615849185204"
"Almost never or never","2005","Single parent ","West Germany","326","0.403297348809367","0.36926136467058","0.437333332948155"
"Almost never or never","2005","Single parent ","East Germany","134","0.442716251549588","0.386880518695292","0.498551984403885"
"Almost never or never","2005","Couple + C. LE 16 ","West Germany","968","0.334328058374402","0.317466492022751","0.351189624726054"
"Almost never or never","2005","Couple + C. LE 16 ","East Germany","261","0.410410580723626","0.373760143605134","0.447061017842117"
"Almost never or never","2005","Couple + C. GT 16 ","West Germany","864","0.331650740537831","0.313529452901408","0.349772028174255"
"Almost never or never","2005","Couple + C. GT 16 ","East Germany","380","0.382812110078943","0.353355431169598","0.412268788988287"
"Almost never or never","2005","Couple + C. LE and GT 16","West Germany","381","0.30942957822314","0.284558333047699","0.334300823398582"
"Almost never or never","2005","Couple + C. LE and GT 16","East Germany","129","0.37551536413379","0.3262393160238","0.424791412243779"
"Several times a year","2005","1-pers.-HH","West Germany","309","0.130529464927031","0.116534647909909","0.144524281944153"
"Several times a year","2005","1-pers.-HH","East Germany","129","0.160854264711922","0.134147832617218","0.187560696806627"
"Several times a year","2005","(Married) couple without C. ","West Germany","782","0.149743372684925","0.140098719434602","0.159388025935248"
"Several times a year","2005","(Married) couple without C. ","East Germany","289","0.169043826739327","0.151534055419505","0.18655359805915"
"Several times a year","2005","Single parent ","West Germany","165","0.216928189596028","0.188332179854235","0.245524199337821"
"Several times a year","2005","Single parent ","East Germany","75","0.262360518273789","0.212908659955255","0.311812376592323"
"Several times a year","2005","Couple + C. LE 16 ","West Germany","703","0.23989804526068","0.224635370269455","0.255160720251906"
"Several times a year","2005","Couple + C. LE 16 ","East Germany","208","0.293037443998331","0.259125334280734","0.326949553715927"
"Several times a year","2005","Couple + C. GT 16 ","West Germany","477","0.200937511130593","0.185514551785279","0.216360470475907"
"Several times a year","2005","Couple + C. GT 16 ","East Germany","276","0.276384240902439","0.249282767949942","0.303485713854935"
"Several times a year","2005","Couple + C. LE and GT 16","West Germany","273","0.227123696400957","0.204581364000885","0.249666028801029"
"Several times a year","2005","Couple + C. LE and GT 16","East Germany","95","0.265360384328312","0.220432460270435","0.310288308386189"
"At least once a month","2005","1-pers.-HH","West Germany","185","0.0804643973413755","0.0691645736605144","0.0917642210222366"
"At least once a month","2005","1-pers.-HH","East Germany","50","0.0758436473923808","0.056598855575747","0.0950884392090146"
"At least once a month","2005","(Married) couple without C. ","West Germany","355","0.0706955697605523","0.063767489609587","0.0776236499115176"
"At least once a month","2005","(Married) couple without C. ","East Germany","93","0.0459303335381936","0.0361504968913484","0.0557101701850388"
"At least once a month","2005","Single parent ","West Germany","66","0.0963241915725793","0.0758540587860293","0.116794324359129"
"At least once a month","2005","Single parent ","East Germany","13","","",""
"At least once a month","2005","Couple + C. LE 16 ","West Germany","264","0.0880420473109512","0.0779142768234937","0.0981698177984088"
"At least once a month","2005","Couple + C. LE 16 ","East Germany","62","0.0806563354438194","0.0603676816810728","0.100944989206566"
"At least once a month","2005","Couple + C. GT 16 ","West Germany","241","0.0984996305930742","0.0870300618677706","0.109969199318378"
"At least once a month","2005","Couple + C. GT 16 ","East Germany","109","0.113255302008742","0.0940504563964682","0.132460147621015"
"At least once a month","2005","Couple + C. LE and GT 16","West Germany","114","0.0873404700411466","0.0721498749199127","0.10253106516238"
"At least once a month","2005","Couple + C. LE and GT 16","East Germany","31","0.0773964238950015","0.0502051753064879","0.104587672483515"
"At lease once a week","2005","1-pers.-HH","West Germany","706","0.316289619196146","0.296971534441216","0.335607703951077"
"At lease once a week","2005","1-pers.-HH","East Germany","183","0.238811162858666","0.207818820373823","0.269803505343508"
"At lease once a week","2005","(Married) couple without C. ","West Germany","1821","0.302988791216057","0.290567379344375","0.315410203087738"
"At lease once a week","2005","(Married) couple without C. ","East Germany","416","0.209501375646139","0.190489027607019","0.228513723685259"
"At lease once a week","2005","Single parent ","West Germany","241","0.283450270022025","0.252181683388567","0.314718856655484"
"At lease once a week","2005","Single parent ","East Germany","82","0.260683847748806","0.211334268094141","0.310033427403471"
"At lease once a week","2005","Couple + C. LE 16 ","West Germany","1072","0.337731849053966","0.32082805002055","0.354635648087383"
"At lease once a week","2005","Couple + C. LE 16 ","East Germany","161","0.215895639834224","0.185240456768249","0.2465508229002"
"At lease once a week","2005","Couple + C. GT 16 ","West Germany","1011","0.368912117738502","0.350340351283513","0.387483884193491"
"At lease once a week","2005","Couple + C. GT 16 ","East Germany","281","0.227548347009877","0.202141267617104","0.25295542640265"
"At lease once a week","2005","Couple + C. LE and GT 16","West Germany","559","0.376106255334756","0.350043326178858","0.402169184490654"
"At lease once a week","2005","Couple + C. LE and GT 16","East Germany","116","0.281727827642896","0.235953652180955","0.327502003104837"
"Almost never or never","2006","1-pers.-HH","West Germany","","","",""
"Almost never or never","2006","1-pers.-HH","East Germany","","","",""
"Almost never or never","2006","(Married) couple without C. ","West Germany","","","",""
"Almost never or never","2006","(Married) couple without C. ","East Germany","","","",""
"Almost never or never","2006","Single parent ","West Germany","","","",""
"Almost never or never","2006","Single parent ","East Germany","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","West Germany","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","East Germany","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","West Germany","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","East Germany","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","West Germany","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","East Germany","","","",""
"Several times a year","2006","1-pers.-HH","West Germany","","","",""
"Several times a year","2006","1-pers.-HH","East Germany","","","",""
"Several times a year","2006","(Married) couple without C. ","West Germany","","","",""
"Several times a year","2006","(Married) couple without C. ","East Germany","","","",""
"Several times a year","2006","Single parent ","West Germany","","","",""
"Several times a year","2006","Single parent ","East Germany","","","",""
"Several times a year","2006","Couple + C. LE 16 ","West Germany","","","",""
"Several times a year","2006","Couple + C. LE 16 ","East Germany","","","",""
"Several times a year","2006","Couple + C. GT 16 ","West Germany","","","",""
"Several times a year","2006","Couple + C. GT 16 ","East Germany","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","West Germany","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","East Germany","","","",""
"At least once a month","2006","1-pers.-HH","West Germany","","","",""
"At least once a month","2006","1-pers.-HH","East Germany","","","",""
"At least once a month","2006","(Married) couple without C. ","West Germany","","","",""
"At least once a month","2006","(Married) couple without C. ","East Germany","","","",""
"At least once a month","2006","Single parent ","West Germany","","","",""
"At least once a month","2006","Single parent ","East Germany","","","",""
"At least once a month","2006","Couple + C. LE 16 ","West Germany","","","",""
"At least once a month","2006","Couple + C. LE 16 ","East Germany","","","",""
"At least once a month","2006","Couple + C. GT 16 ","West Germany","","","",""
"At least once a month","2006","Couple + C. GT 16 ","East Germany","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","West Germany","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","East Germany","","","",""
"At lease once a week","2006","1-pers.-HH","West Germany","","","",""
"At lease once a week","2006","1-pers.-HH","East Germany","","","",""
"At lease once a week","2006","(Married) couple without C. ","West Germany","","","",""
"At lease once a week","2006","(Married) couple without C. ","East Germany","","","",""
"At lease once a week","2006","Single parent ","West Germany","","","",""
"At lease once a week","2006","Single parent ","East Germany","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","West Germany","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","East Germany","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","West Germany","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","East Germany","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","West Germany","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","East Germany","","","",""
"Almost never or never","2007","1-pers.-HH","West Germany","1044","0.459938736584881","0.439907227245081","0.479970245924681"
"Almost never or never","2007","1-pers.-HH","East Germany","407","0.521348720042328","0.486269241389755","0.5564281986949"
"Almost never or never","2007","(Married) couple without C. ","West Germany","2338","0.444287912231823","0.431088754969813","0.457487069493833"
"Almost never or never","2007","(Married) couple without C. ","East Germany","1008","0.55536995984942","0.532949075733437","0.577790843965403"
"Almost never or never","2007","Single parent ","West Germany","328","0.425322306005211","0.390803462864467","0.459841149145955"
"Almost never or never","2007","Single parent ","East Germany","139","0.508268586464636","0.451697036887435","0.564840136041836"
"Almost never or never","2007","Couple + C. LE 16 ","West Germany","916","0.305988815096471","0.289325622803544","0.322652007389398"
"Almost never or never","2007","Couple + C. LE 16 ","East Germany","218","0.337911890921783","0.301408949198446","0.37441483264512"
"Almost never or never","2007","Couple + C. GT 16 ","West Germany","789","0.329312631231385","0.310908789743771","0.347716472718998"
"Almost never or never","2007","Couple + C. GT 16 ","East Germany","372","0.369172798459149","0.339600823688179","0.398744773230119"
"Almost never or never","2007","Couple + C. LE and GT 16","West Germany","314","0.31261632172829","0.28490550722524","0.34032713623134"
"Almost never or never","2007","Couple + C. LE and GT 16","East Germany","91","0.393377767500416","0.334451328796348","0.452304206204484"
"Several times a year","2007","1-pers.-HH","West Germany","307","0.12708878057022","0.113701856197391","0.14047570494305"
"Several times a year","2007","1-pers.-HH","East Germany","117","0.146996082458564","0.122129977904628","0.1718621870125"
"Several times a year","2007","(Married) couple without C. ","West Germany","759","0.147579990813037","0.138158283905134","0.157001697720939"
"Several times a year","2007","(Married) couple without C. ","East Germany","317","0.168737882946081","0.151839800162328","0.185635965729834"
"Several times a year","2007","Single parent ","West Germany","143","0.208219846565569","0.179870154290873","0.236569538840266"
"Several times a year","2007","Single parent ","East Germany","65","0.221649525120648","0.174648377345288","0.268650672896008"
"Several times a year","2007","Couple + C. LE 16 ","West Germany","669","0.241847527652773","0.226363950620708","0.257331104684839"
"Several times a year","2007","Couple + C. LE 16 ","East Germany","200","0.292579424674546","0.257469575157892","0.327689274191199"
"Several times a year","2007","Couple + C. GT 16 ","West Germany","467","0.213525387530129","0.197477741390071","0.229573033670188"
"Several times a year","2007","Couple + C. GT 16 ","East Germany","260","0.275670396405199","0.248287873652826","0.303052919157572"
"Several times a year","2007","Couple + C. LE and GT 16","West Germany","198","0.18725938684601","0.163938683819723","0.210580089872298"
"Several times a year","2007","Couple + C. LE and GT 16","East Germany","55","0.219254105595845","0.169345567440747","0.269162643750943"
"At least once a month","2007","1-pers.-HH","West Germany","160","0.0635481074464387","0.0537433644961468","0.0733528503967306"
"At least once a month","2007","1-pers.-HH","East Germany","58","0.082005232534951","0.0627379596996292","0.101272505370273"
"At least once a month","2007","(Married) couple without C. ","West Germany","340","0.0592705784541787","0.0529980739897192","0.0655430829186382"
"At least once a month","2007","(Married) couple without C. ","East Germany","88","0.0445179152206578","0.0352123914208041","0.0538234390205116"
"At least once a month","2007","Single parent ","West Germany","67","0.0793880571730112","0.060512452566655","0.0982636617793674"
"At least once a month","2007","Single parent ","East Germany","19","","",""
"At least once a month","2007","Couple + C. LE 16 ","West Germany","256","0.086836265278948","0.0766539370736505","0.0970185934842456"
"At least once a month","2007","Couple + C. LE 16 ","East Germany","57","0.103223739090767","0.0797436317161573","0.126703846465376"
"At least once a month","2007","Couple + C. GT 16 ","West Germany","223","0.0843347865444012","0.0734526052048746","0.0952169678839278"
"At least once a month","2007","Couple + C. GT 16 ","East Germany","90","0.0734860873964029","0.0574964428571322","0.0894757319356736"
"At least once a month","2007","Couple + C. LE and GT 16","West Germany","92","0.0868608411797765","0.0700254055723339","0.103696276787219"
"At least once a month","2007","Couple + C. LE and GT 16","East Germany","29","","",""
"At lease once a week","2007","1-pers.-HH","West Germany","867","0.34942437539846","0.330261191896337","0.368587558900583"
"At lease once a week","2007","1-pers.-HH","East Germany","197","0.249649964964157","0.219256719996057","0.280043209932257"
"At lease once a week","2007","(Married) couple without C. ","West Germany","2007","0.348861518500962","0.336200977985979","0.361522059015945"
"At lease once a week","2007","(Married) couple without C. ","East Germany","474","0.231374241983841","0.212346944309662","0.250401539658019"
"At lease once a week","2007","Single parent ","West Germany","250","0.287069790256209","0.255483237056954","0.318656343455463"
"At lease once a week","2007","Single parent ","East Germany","77","0.21655996298976","0.169949928001694","0.263169997977826"
"At lease once a week","2007","Couple + C. LE 16 ","West Germany","1097","0.365327391971808","0.347915811635571","0.382738972308044"
"At lease once a week","2007","Couple + C. LE 16 ","East Germany","170","0.266284945312905","0.232173096691788","0.300396793934022"
"At lease once a week","2007","Couple + C. GT 16 ","West Germany","1026","0.372827194694085","0.353891047236642","0.391763342151527"
"At lease once a week","2007","Couple + C. GT 16 ","East Germany","301","0.281670717739249","0.254106675316321","0.309234760162177"
"At lease once a week","2007","Couple + C. LE and GT 16","West Germany","471","0.413263450245923","0.383827441123597","0.44269945936825"
"At lease once a week","2007","Couple + C. LE and GT 16","East Germany","89","0.297507307972017","0.242361074897894","0.352653541046139"
"Almost never or never","2008","1-pers.-HH","West Germany","904","0.401114940068579","0.38096145833156","0.421268421805598"
"Almost never or never","2008","1-pers.-HH","East Germany","354","0.443951022147055","0.408743016359982","0.479159027934127"
"Almost never or never","2008","(Married) couple without C. ","West Germany","1829","0.364343813770684","0.351257354614853","0.377430272926515"
"Almost never or never","2008","(Married) couple without C. ","East Germany","763","0.413837673076543","0.391436740330749","0.436238605822337"
"Almost never or never","2008","Single parent ","West Germany","283","0.34335595182161","0.310514101726247","0.376197801916972"
"Almost never or never","2008","Single parent ","East Germany","104","0.377699920201361","0.321115494588421","0.434284345814301"
"Almost never or never","2008","Couple + C. LE 16 ","West Germany","662","0.247488209230466","0.230864957676712","0.26411146078422"
"Almost never or never","2008","Couple + C. LE 16 ","East Germany","176","0.325745874769188","0.288555167129362","0.362936582409013"
"Almost never or never","2008","Couple + C. GT 16 ","West Germany","602","0.244417009316922","0.227323526919879","0.261510491713965"
"Almost never or never","2008","Couple + C. GT 16 ","East Germany","276","0.2813645682935","0.252433590016794","0.310295546570205"
"Almost never or never","2008","Couple + C. LE and GT 16","West Germany","211","0.25834344570526","0.23075450680272","0.285932384607799"
"Almost never or never","2008","Couple + C. LE and GT 16","East Germany","53","0.22514691010496","0.172082628057001","0.278211192152919"
"Several times a year","2008","1-pers.-HH","West Germany","286","0.12842130941855","0.114664561597741","0.142178057239359"
"Several times a year","2008","1-pers.-HH","East Germany","117","0.166499296148173","0.140100959688276","0.19289763260807"
"Several times a year","2008","(Married) couple without C. ","West Germany","846","0.17399516276433","0.163686194617748","0.184304130910912"
"Several times a year","2008","(Married) couple without C. ","East Germany","375","0.220295758894179","0.201445810935504","0.239145706852855"
"Several times a year","2008","Single parent ","West Germany","149","0.201035813960071","0.173315975768683","0.228755652151458"
"Several times a year","2008","Single parent ","East Germany","59","0.2115562798729","0.163888837870115","0.259223721875685"
"Several times a year","2008","Couple + C. LE 16 ","West Germany","555","0.214555542037136","0.198742709409142","0.23036837466513"
"Several times a year","2008","Couple + C. LE 16 ","East Germany","183","0.287932942116107","0.252000287890393","0.323865596341822"
"Several times a year","2008","Couple + C. GT 16 ","West Germany","484","0.242592842185082","0.225542722038","0.259642962332163"
"Several times a year","2008","Couple + C. GT 16 ","East Germany","237","0.258876425295992","0.23069482386203","0.287058026729953"
"Several times a year","2008","Couple + C. LE and GT 16","West Germany","209","0.220717029866484","0.194577343741685","0.246856715991283"
"Several times a year","2008","Couple + C. LE and GT 16","East Germany","68","0.241884659534579","0.187480586138603","0.296288732930555"
"At least once a month","2008","1-pers.-HH","West Germany","169","0.0706161952132225","0.0600821874343299","0.0811502029921152"
"At least once a month","2008","1-pers.-HH","East Germany","51","0.0745428517537515","0.055930616543232","0.093155086964271"
"At least once a month","2008","(Married) couple without C. ","West Germany","331","0.0670463487176365","0.0602453465194819","0.0738473509157911"
"At least once a month","2008","(Married) couple without C. ","East Germany","110","0.0555156734142779","0.0451009600204888","0.0659303868080671"
"At least once a month","2008","Single parent ","West Germany","81","0.0973411735050048","0.0768389754871899","0.11784337152282"
"At least once a month","2008","Single parent ","East Germany","22","","",""
"At least once a month","2008","Couple + C. LE 16 ","West Germany","264","0.10610321815225","0.0942403410582102","0.117966095246291"
"At least once a month","2008","Couple + C. LE 16 ","East Germany","45","0.0754905852198338","0.0545260499973046","0.0964551204423631"
"At least once a month","2008","Couple + C. GT 16 ","West Germany","207","0.0911203431362399","0.0796735294389768","0.102567156833503"
"At least once a month","2008","Couple + C. GT 16 ","East Germany","76","0.0784066977020639","0.0611117067461578","0.09570168865797"
"At least once a month","2008","Couple + C. LE and GT 16","West Germany","81","0.0622842260051829","0.0470521358770773","0.0775163161332884"
"At least once a month","2008","Couple + C. LE and GT 16","East Germany","24","","",""
"At lease once a week","2008","1-pers.-HH","West Germany","913","0.399847555299649","0.379704657937992","0.419990452661305"
"At lease once a week","2008","1-pers.-HH","East Germany","243","0.315006829951021","0.282089812389485","0.347923847512557"
"At lease once a week","2008","(Married) couple without C. ","West Germany","2189","0.39461467474735","0.381323668091074","0.407905681403626"
"At lease once a week","2008","(Married) couple without C. ","East Germany","609","0.310350894615","0.28930910235819","0.33139268687181"
