"m11104","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1993","Couple + C. LE 16 ","no migration background","","","","","3"
"At least once a month","1993","Couple + C. LE 16 ","direct migration background","","","","","3"
"At least once a month","1993","Couple + C. GT 16 ","no migration background","","","","","3"
"At least once a month","1993","Couple + C. GT 16 ","direct migration background","","","","","3"
"At least once a month","1993","Couple + C. LE and GT 16","direct migration background","","","","","3"
"At least once a month","1993","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Several times a year","1993","1-pers.-HH","direct migration background","","","","","2"
"Several times a year","1993","Single parent ","no migration background","","","","","2"
"Several times a year","1993","Couple + C. LE 16 ","no migration background","","","","","2"
"Several times a year","1993","1-pers.-HH","no migration background","","","","","2"
"Several times a year","1993","1-pers.-HH","indirect migration background","","","","","2"
"Several times a year","1993","(Married) couple without C. ","direct migration background","","","","","2"
"Several times a year","1993","(Married) couple without C. ","indirect migration background","","","","","2"
"Several times a year","1993","(Married) couple without C. ","no migration background","","","","","2"
"Several times a year","1993","Single parent ","direct migration background","","","","","2"
"Several times a year","1993","Single parent ","indirect migration background","","","","","2"
"Several times a year","1993","Couple + C. LE 16 ","direct migration background","","","","","2"
"Several times a year","1993","Couple + C. GT 16 ","direct migration background","","","","","2"
"Several times a year","1993","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Several times a year","1993","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Several times a year","1993","Couple + C. GT 16 ","no migration background","","","","","2"
"Several times a year","1993","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Several times a year","1993","Couple + C. LE and GT 16","no migration background","","","","","2"
"Several times a year","1993","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Almost never or never","1994","1-pers.-HH","no migration background","711","0.618958866685597","0.59130819151733","0.646609541853864","1"
"Almost never or never","1994","1-pers.-HH","direct migration background","105","0.677807187045496","0.606066538599007","0.749547835491986","1"
"Almost never or never","1994","1-pers.-HH","indirect migration background","10","","","","1"
"Almost never or never","1994","(Married) couple without C. ","no migration background","1655","0.602563735710332","0.584316676135097","0.620810795285567","1"
"Almost never or never","1994","(Married) couple without C. ","direct migration background","389","0.692790854485541","0.65329053660231","0.732291172368772","1"
"Almost never or never","1994","(Married) couple without C. ","indirect migration background","28","","","","1"
"Almost never or never","1994","Single parent ","no migration background","237","0.490191926162567","0.444508821985939","0.535875030339195","1"
"Almost never or never","1994","Single parent ","direct migration background","52","0.529445801712907","0.422706580768349","0.636185022657466","1"
"Almost never or never","1994","Single parent ","indirect migration background","8","","","","1"
"Almost never or never","1994","Couple + C. LE 16 ","no migration background","1151","0.435239093347121","0.415370653528262","0.45510753316598","1"
"Almost never or never","1994","Couple + C. LE 16 ","direct migration background","358","0.592570230638255","0.55183797310296","0.633302488173551","1"
"Almost never or never","1994","Couple + C. LE 16 ","indirect migration background","21","","","","1"
"Almost never or never","1994","Couple + C. GT 16 ","no migration background","871","0.463046257321295","0.439770567505169","0.486321947137421","1"
"Almost never or never","1994","Couple + C. GT 16 ","direct migration background","326","0.637636266528529","0.594679219352711","0.680593313704346","1"
"Almost never or never","1994","Couple + C. GT 16 ","indirect migration background","35","0.158860240868424","0.104545819635782","0.213174662101065","1"
"Almost never or never","1994","Couple + C. LE and GT 16","no migration background","320","0.388536640794627","0.353346941430656","0.423726340158598","1"
"Almost never or never","1994","Couple + C. LE and GT 16","direct migration background","190","0.551119750030253","0.495023625865539","0.607215874194966","1"
"Almost never or never","1994","Couple + C. LE and GT 16","indirect migration background","22","","","","1"
"At lease once a week","1994","1-pers.-HH","direct migration background","32","0.178428541272246","0.119651310206059","0.237205772338434","4"
"At lease once a week","1994","1-pers.-HH","no migration background","237","0.198475567330582","0.175766420175057","0.221184714486106","4"
"At lease once a week","1994","1-pers.-HH","indirect migration background","8","","","","4"
"At lease once a week","1994","(Married) couple without C. ","no migration background","561","0.210424627347552","0.195226057317734","0.225623197377369","4"
"At lease once a week","1994","(Married) couple without C. ","direct migration background","55","0.169514969115585","0.137389285393809","0.201640652837362","4"
"At lease once a week","1994","(Married) couple without C. ","indirect migration background","14","","","","4"
"At lease once a week","1994","Couple + C. LE 16 ","no migration background","518","0.248209740441666","0.230898616696744","0.265520864186587","4"
"At lease once a week","1994","Couple + C. LE 16 ","indirect migration background","9","","","","4"
"At lease once a week","1994","Couple + C. GT 16 ","no migration background","425","0.268981057226058","0.24828216523069","0.289679949221426","4"
"At lease once a week","1994","Couple + C. GT 16 ","direct migration background","56","0.127682822841179","0.0978579223845303","0.157507723297827","4"
"At lease once a week","1994","Single parent ","no migration background","112","0.254182804535926","0.214394223178298","0.293971385893553","4"
"At lease once a week","1994","Single parent ","direct migration background","15","","","","4"
"At lease once a week","1994","Single parent ","indirect migration background","10","","","","4"
"At lease once a week","1994","Couple + C. LE 16 ","direct migration background","78","0.171030342537202","0.139816438771759","0.202244246302645","4"
"At lease once a week","1994","Couple + C. GT 16 ","indirect migration background","69","0.412151106651982","0.339014542409893","0.485287670894071","4"
"At lease once a week","1994","Couple + C. LE and GT 16","no migration background","214","0.33568424108929","0.30159109328455","0.36977738889403","4"
"At lease once a week","1994","Couple + C. LE and GT 16","direct migration background","51","0.210969349101276","0.16495415713563","0.256984541066922","4"
"At lease once a week","1994","Couple + C. LE and GT 16","indirect migration background","59","0.424660354247626","0.338693855284566","0.510626853210687","4"
"At least once a month","1994","1-pers.-HH","no migration background","72","0.0516039701760538","0.0390081823252027","0.0641997580269048","3"
"At least once a month","1994","1-pers.-HH","direct migration background","9","","","","3"
"At least once a month","1994","1-pers.-HH","indirect migration background","4","","","","3"
"At least once a month","1994","(Married) couple without C. ","no migration background","141","0.0496454425065264","0.0415462788910526","0.0577446061220003","3"
"At least once a month","1994","(Married) couple without C. ","direct migration background","13","","","","3"
"At least once a month","1994","(Married) couple without C. ","indirect migration background","5","","","","3"
"At least once a month","1994","Single parent ","no migration background","34","0.0888455460194534","0.062844967766394","0.114846124272513","3"
"At least once a month","1994","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"At least once a month","1994","Couple + C. GT 16 ","indirect migration background","33","0.178248998581796","0.121382415051487","0.235115582112104","3"
"At least once a month","1994","Couple + C. LE and GT 16","no migration background","53","0.0796860501043563","0.0601348464445626","0.0992372537641501","3"
"At least once a month","1994","Couple + C. LE and GT 16","direct migration background","18","","","","3"
"At least once a month","1994","Couple + C. LE and GT 16","indirect migration background","12","","","","3"
"At least once a month","1994","Single parent ","direct migration background","5","","","","3"
"At least once a month","1994","Single parent ","indirect migration background","3","","","","3"
"At least once a month","1994","Couple + C. LE 16 ","no migration background","155","0.0688479527681472","0.0587012878162533","0.078994617720041","3"
"At least once a month","1994","Couple + C. LE 16 ","direct migration background","23","","","","3"
"At least once a month","1994","Couple + C. GT 16 ","no migration background","125","0.0722515998018622","0.0601662068525866","0.0843369927511378","3"
"At least once a month","1994","Couple + C. GT 16 ","direct migration background","30","0.0648470107727516","0.042839958919802","0.0868540626257013","3"
"Several times a year","1994","1-pers.-HH","no migration background","165","0.130961595807768","0.111753673978843","0.150169517636693","2"
"Several times a year","1994","1-pers.-HH","direct migration background","17","","","","2"
"Several times a year","1994","1-pers.-HH","indirect migration background","11","","","","2"
"Several times a year","1994","(Married) couple without C. ","no migration background","406","0.13736619443559","0.124530752725603","0.150201636145577","2"
"Several times a year","1994","(Married) couple without C. ","direct migration background","67","0.119751806321379","0.091953005918005","0.147550606724752","2"
"Several times a year","1994","(Married) couple without C. ","indirect migration background","11","","","","2"
"Several times a year","1994","Single parent ","no migration background","77","0.166779723282054","0.132713756805673","0.200845689758435","2"
"Several times a year","1994","Couple + C. LE 16 ","no migration background","568","0.247703213443066","0.230403937465771","0.265002489420361","2"
"Several times a year","1994","Single parent ","direct migration background","12","","","","2"
"Several times a year","1994","Single parent ","indirect migration background","5","","","","2"
"Several times a year","1994","Couple + C. LE 16 ","direct migration background","100","0.19505688920075","0.16220915424061","0.227904624160889","2"
"Several times a year","1994","Couple + C. GT 16 ","direct migration background","69","0.169833899857541","0.13627789554926","0.203389904165822","2"
"Several times a year","1994","Couple + C. GT 16 ","indirect migration background","37","0.250739653897799","0.186337357664572","0.315141950131025","2"
"Several times a year","1994","Couple + C. LE 16 ","indirect migration background","13","","","","2"
"Several times a year","1994","Couple + C. GT 16 ","no migration background","342","0.195721085650785","0.177200953365443","0.214241217936126","2"
"Several times a year","1994","Couple + C. LE and GT 16","indirect migration background","34","0.33374402947342","0.251732758952787","0.415755299994052","2"
"Several times a year","1994","Couple + C. LE and GT 16","no migration background","150","0.196093068011727","0.167428305065441","0.224757830958012","2"
"Several times a year","1994","Couple + C. LE and GT 16","direct migration background","43","0.148855405338236","0.108710670185194","0.189000140491277","2"
"Almost never or never","1995","1-pers.-HH","no migration background","638","0.548555824780973","0.520551175829719","0.576560473732228","1"
"Almost never or never","1995","1-pers.-HH","direct migration background","111","0.602049280491113","0.532813890213542","0.671284670768685","1"
"Almost never or never","1995","1-pers.-HH","indirect migration background","12","","","","1"
"Almost never or never","1995","(Married) couple without C. ","no migration background","1322","0.476777200900045","0.458385331537183","0.495169070262906","1"
"Almost never or never","1995","(Married) couple without C. ","direct migration background","397","0.55919645991612","0.519569187680504","0.598823732151736","1"
"Almost never or never","1995","(Married) couple without C. ","indirect migration background","25","","","","1"
"Almost never or never","1995","Single parent ","no migration background","182","0.369212756042766","0.325813619806281","0.412611892279251","1"
"Almost never or never","1995","Single parent ","direct migration background","60","0.537162581507381","0.440398291900664","0.633926871114098","1"
"Almost never or never","1995","Single parent ","indirect migration background","5","","","","1"
"Almost never or never","1995","Couple + C. LE 16 ","no migration background","725","0.283676893709432","0.265447465604157","0.301906321814706","1"
"Almost never or never","1995","Couple + C. LE and GT 16","no migration background","219","0.264706017743003","0.233381599181195","0.296030436304811","1"
"Almost never or never","1995","Couple + C. LE 16 ","direct migration background","446","0.537572778854244","0.501601138694508","0.57354441901398","1"
"Almost never or never","1995","Couple + C. LE 16 ","indirect migration background","21","","","","1"
"Almost never or never","1995","Couple + C. GT 16 ","no migration background","668","0.379478361104028","0.356762505125219","0.402194217082836","1"
"Almost never or never","1995","Couple + C. GT 16 ","direct migration background","358","0.559000819520122","0.518024433491827","0.599977205548417","1"
"Almost never or never","1995","Couple + C. GT 16 ","indirect migration background","33","0.130981880457737","0.0805617582410822","0.181402002674392","1"
"Almost never or never","1995","Couple + C. LE and GT 16","direct migration background","207","0.49230628594863","0.440004909762301","0.544607662134959","1"
"Almost never or never","1995","Couple + C. LE and GT 16","indirect migration background","23","","","","1"
"At lease once a week","1995","1-pers.-HH","direct migration background","50","0.262812533866435","0.200552481060159","0.32507258667271","4"
"At lease once a week","1995","1-pers.-HH","no migration background","306","0.234599305567892","0.210752759889059","0.258445851246725","4"
"At lease once a week","1995","1-pers.-HH","indirect migration background","15","","","","4"
"At lease once a week","1995","(Married) couple without C. ","no migration background","714","0.255204699543033","0.239150539010221","0.271258860075845","4"
"At lease once a week","1995","(Married) couple without C. ","direct migration background","91","0.235218103493976","0.201365380583474","0.269070826404479","4"
"At lease once a week","1995","(Married) couple without C. ","indirect migration background","22","","","","4"
"At lease once a week","1995","Couple + C. LE 16 ","no migration background","656","0.310957712987077","0.292238818891232","0.329676607082922","4"
"At lease once a week","1995","Couple + C. LE 16 ","indirect migration background","12","","","","4"
"At lease once a week","1995","Couple + C. GT 16 ","no migration background","546","0.333294546006316","0.31122780283503","0.355361289177602","4"
"At lease once a week","1995","Couple + C. GT 16 ","direct migration background","93","0.199561335091145","0.166576769492486","0.232545900689803","4"
"At lease once a week","1995","Single parent ","no migration background","162","0.365046263962886","0.321750412827178","0.408342115098594","4"
"At lease once a week","1995","Single parent ","direct migration background","13","","","","4"
"At lease once a week","1995","Single parent ","indirect migration background","17","","","","4"
"At lease once a week","1995","Couple + C. LE 16 ","direct migration background","104","0.175602366280674","0.14815166395816","0.203053068603189","4"
"At lease once a week","1995","Couple + C. GT 16 ","indirect migration background","77","0.468587335280094","0.394012021212831","0.543162649347357","4"
"At lease once a week","1995","Couple + C. LE and GT 16","no migration background","276","0.383054837705286","0.348538527560257","0.417571147850315","4"
"At lease once a week","1995","Couple + C. LE and GT 16","direct migration background","76","0.302236186802541","0.25419408659198","0.350278287013102","4"
"At lease once a week","1995","Couple + C. LE and GT 16","indirect migration background","68","0.530798792265264","0.445011899351074","0.616585685179455","4"
"At least once a month","1995","1-pers.-HH","no migration background","72","0.0607255355261773","0.0472855244973026","0.074165546555052","3"
"At least once a month","1995","1-pers.-HH","direct migration background","9","","","","3"
"At least once a month","1995","1-pers.-HH","indirect migration background","3","","","","3"
"At least once a month","1995","(Married) couple without C. ","no migration background","212","0.0700601793964761","0.0606610452343139","0.0794593135586383","3"
"At least once a month","1995","(Married) couple without C. ","direct migration background","29","","","","3"
"At least once a month","1995","(Married) couple without C. ","indirect migration background","4","","","","3"
"At least once a month","1995","Single parent ","no migration background","42","0.0967062841201321","0.0701270092334327","0.123285559006832","3"
"At least once a month","1995","Couple + C. LE 16 ","indirect migration background","5","","","","3"
"At least once a month","1995","Couple + C. GT 16 ","indirect migration background","22","","","","3"
"At least once a month","1995","Couple + C. LE and GT 16","no migration background","58","0.0812001945200692","0.0618065430071177","0.100593846033021","3"
"At least once a month","1995","Couple + C. LE and GT 16","direct migration background","19","","","","3"
"At least once a month","1995","Couple + C. LE and GT 16","indirect migration background","17","","","","3"
"At least once a month","1995","Single parent ","direct migration background","6","","","","3"
"At least once a month","1995","Single parent ","indirect migration background","4","","","","3"
"At least once a month","1995","Couple + C. LE 16 ","no migration background","204","0.100488213759896","0.0883300615810672","0.112646365938725","3"
"At least once a month","1995","Couple + C. LE 16 ","direct migration background","39","0.0786737156294937","0.0592495903006992","0.0980978409582881","3"
"At least once a month","1995","Couple + C. GT 16 ","no migration background","135","0.0700169618134667","0.0580716833663553","0.0819622402605781","3"
"At least once a month","1995","Couple + C. GT 16 ","direct migration background","29","","","","3"
"Several times a year","1995","1-pers.-HH","no migration background","197","0.156119334124957","0.135693182369096","0.176545485880819","2"
"Several times a year","1995","1-pers.-HH","direct migration background","22","","","","2"
"Several times a year","1995","1-pers.-HH","indirect migration background","5","","","","2"
"Several times a year","1995","(Married) couple without C. ","no migration background","585","0.197957920160446","0.183285227452543","0.212630612868349","2"
"Several times a year","1995","(Married) couple without C. ","direct migration background","86","0.167961403786391","0.138123664209874","0.197799143362908","2"
"Several times a year","1995","(Married) couple without C. ","indirect migration background","14","","","","2"
"Several times a year","1995","Single parent ","no migration background","89","0.169034695874216","0.135330756891854","0.202738634856577","2"
"Several times a year","1995","Couple + C. LE 16 ","no migration background","764","0.304877179543595","0.286260603234167","0.323493755853024","2"
"Several times a year","1995","Single parent ","direct migration background","23","","","","2"
"Several times a year","1995","Single parent ","indirect migration background","5","","","","2"
"Several times a year","1995","Couple + C. LE 16 ","direct migration background","149","0.208151139235588","0.178860391783229","0.237441886687947","2"
"Several times a year","1995","Couple + C. GT 16 ","direct migration background","84","0.180600259912167","0.148852313728502","0.212348206095833","2"
"Several times a year","1995","Couple + C. GT 16 ","indirect migration background","40","0.274510176592846","0.207817406757704","0.341202946427989","2"
"Several times a year","1995","Couple + C. LE 16 ","indirect migration background","17","","","","2"
"Several times a year","1995","Couple + C. GT 16 ","no migration background","404","0.21721013107619","0.197907355119289","0.236512907033091","2"
"Several times a year","1995","Couple + C. LE and GT 16","indirect migration background","22","","","","2"
"Several times a year","1995","Couple + C. LE and GT 16","no migration background","209","0.271038950031642","0.239478831889331","0.302599068173952","2"
"Several times a year","1995","Couple + C. LE and GT 16","direct migration background","49","0.153359560821784","0.115663196588165","0.191055925055403","2"
"Almost never or never","1996","(Married) couple without C. ","no migration background","1562","0.54420350028695","0.525995138774338","0.562411861799562","1"
"Almost never or never","1996","1-pers.-HH","no migration background","665","0.557524696648567","0.529924353999863","0.585125039297271","1"
"Almost never or never","1996","1-pers.-HH","direct migration background","115","0.642134801574148","0.572298434239422","0.711971168908873","1"
"Almost never or never","1996","1-pers.-HH","indirect migration background","14","","","","1"
"Almost never or never","1996","(Married) couple without C. ","direct migration background","416","0.651978439748675","0.613800086583741","0.690156792913609","1"
"Almost never or never","1996","(Married) couple without C. ","indirect migration background","17","","","","1"
"Almost never or never","1996","Single parent ","no migration background","211","0.414908504089661","0.371104075704857","0.458712932474464","1"
"Almost never or never","1996","Single parent ","direct migration background","75","0.565213915923946","0.478655946612193","0.651771885235699","1"
"Almost never or never","1996","Single parent ","indirect migration background","10","","","","1"
"Almost never or never","1996","Couple + C. LE 16 ","no migration background","934","0.371694057817353","0.351726027628712","0.391662088005993","1"
"Almost never or never","1996","Couple + C. LE 16 ","direct migration background","403","0.532799020582591","0.495132827881588","0.570465213283595","1"
"Almost never or never","1996","Couple + C. LE 16 ","indirect migration background","32","0.470170122293945","0.351541531594917","0.588798712992974","1"
"Almost never or never","1996","Couple + C. GT 16 ","no migration background","714","0.426119645261205","0.402458891806229","0.44978039871618","1"
"Almost never or never","1996","Couple + C. GT 16 ","direct migration background","337","0.578155251631697","0.535210035205709","0.621100468057685","1"
"Almost never or never","1996","Couple + C. GT 16 ","indirect migration background","40","0.16189134730087","0.107778539301721","0.21600415530002","1"
"Almost never or never","1996","Couple + C. LE and GT 16","no migration background","288","0.339279063654839","0.306408549669903","0.372149577639776","1"
"Almost never or never","1996","Couple + C. LE and GT 16","direct migration background","212","0.581026695814798","0.526712959530848","0.635340432098747","1"
"Almost never or never","1996","Couple + C. LE and GT 16","indirect migration background","28","","","","1"
"At lease once a week","1996","1-pers.-HH","no migration background","306","0.22937519770757","0.206011981928853","0.252738413486287","4"
"At lease once a week","1996","1-pers.-HH","direct migration background","30","0.186074687447468","0.129379691295123","0.242769683599814","4"
"At lease once a week","1996","1-pers.-HH","indirect migration background","6","","","","4"
"At lease once a week","1996","(Married) couple without C. ","no migration background","640","0.233602740296878","0.218133440819983","0.249072039773772","4"
"At lease once a week","1996","(Married) couple without C. ","direct migration background","78","0.160434044331789","0.131018751602364","0.189849337061215","4"
"At lease once a week","1996","(Married) couple without C. ","indirect migration background","25","","","","4"
"At lease once a week","1996","Couple + C. LE 16 ","no migration background","526","0.258564673428601","0.24047302816134","0.276656318695861","4"
"At lease once a week","1996","Couple + C. LE 16 ","indirect migration background","8","","","","4"
"At lease once a week","1996","Couple + C. GT 16 ","no migration background","438","0.271317850848187","0.250043301849821","0.292592399846552","4"
"At lease once a week","1996","Couple + C. GT 16 ","direct migration background","64","0.19031613770312","0.156180204158358","0.224452071247883","4"
"At lease once a week","1996","Single parent ","no migration background","143","0.319436202976523","0.277983157269617","0.360889248683429","4"
"At lease once a week","1996","Single parent ","direct migration background","21","","","","4"
"At lease once a week","1996","Single parent ","indirect migration background","16","","","","4"
"At lease once a week","1996","Couple + C. LE 16 ","direct migration background","76","0.123652196047824","0.0988004268848218","0.148503965210825","4"
"At lease once a week","1996","Couple + C. GT 16 ","indirect migration background","59","0.399338393082517","0.327389592297515","0.471287193867518","4"
"At lease once a week","1996","Couple + C. LE and GT 16","no migration background","236","0.332897802442488","0.300181020449548","0.365614584435429","4"
"At lease once a week","1996","Couple + C. LE and GT 16","direct migration background","44","0.20811763545173","0.163428367870728","0.252806903032733","4"
"At lease once a week","1996","Couple + C. LE and GT 16","indirect migration background","55","0.46879823120649","0.383343683156644","0.554252779256336","4"
"At least once a month","1996","1-pers.-HH","no migration background","83","0.0667188974522902","0.052852342810698","0.0805854520938825","3"
"At least once a month","1996","(Married) couple without C. ","no migration background","177","0.058538240664141","0.04995550209259","0.0671209792356919","3"
"At least once a month","1996","(Married) couple without C. ","direct migration background","21","","","","3"
"At least once a month","1996","Couple + C. GT 16 ","indirect migration background","24","","","","3"
"At least once a month","1996","Couple + C. LE and GT 16","indirect migration background","24","","","","3"
"At least once a month","1996","1-pers.-HH","direct migration background","14","","","","3"
"At least once a month","1996","1-pers.-HH","indirect migration background","8","","","","3"
"At least once a month","1996","(Married) couple without C. ","indirect migration background","7","","","","3"
"At least once a month","1996","Single parent ","no migration background","33","0.0746129506974322","0.0512515556956858","0.0979743456991786","3"
"At least once a month","1996","Single parent ","direct migration background","15","","","","3"
"At least once a month","1996","Single parent ","indirect migration background","5","","","","3"
"At least once a month","1996","Couple + C. LE 16 ","no migration background","177","0.0812753436482543","0.0699844341808064","0.0925662531157023","3"
"At least once a month","1996","Couple + C. LE 16 ","indirect migration background","4","","","","3"
"At least once a month","1996","Couple + C. GT 16 ","no migration background","137","0.080911990356678","0.0678641959413787","0.0939597847719773","3"
"At least once a month","1996","Couple + C. GT 16 ","direct migration background","27","","","","3"
"At least once a month","1996","Couple + C. LE and GT 16","no migration background","64","0.071396686503887","0.0535205742480158","0.0892727987597582","3"
"At least once a month","1996","Couple + C. LE and GT 16","direct migration background","14","","","","3"
"At least once a month","1996","Couple + C. LE 16 ","direct migration background","47","0.0953626707216849","0.0731886424057795","0.11753669903759","3"
"Several times a year","1996","1-pers.-HH","direct migration background","22","","","","2"
"Several times a year","1996","1-pers.-HH","no migration background","190","0.146381208191573","0.126737994186485","0.166024422196661","2"
"Several times a year","1996","(Married) couple without C. ","no migration background","495","0.163655518752031","0.1501297289368","0.177181308567262","2"
"Several times a year","1996","(Married) couple without C. ","direct migration background","83","0.143049820559284","0.114987799595271","0.171111841523298","2"
"Several times a year","1996","(Married) couple without C. ","indirect migration background","23","","","","2"
"Several times a year","1996","Single parent ","no migration background","99","0.191042342236384","0.156091498153919","0.225993186318849","2"
"Several times a year","1996","Couple + C. LE 16 ","no migration background","613","0.288465925105792","0.269746093259182","0.307185756952403","2"
"Several times a year","1996","Couple + C. LE 16 ","direct migration background","148","0.2481861126479","0.215575267594466","0.280796957701334","2"
"Several times a year","1996","1-pers.-HH","indirect migration background","13","","","","2"
"Several times a year","1996","Single parent ","direct migration background","15","","","","2"
"Several times a year","1996","Single parent ","indirect migration background","5","","","","2"
"Several times a year","1996","Couple + C. LE 16 ","indirect migration background","24","","","","2"
"Several times a year","1996","Couple + C. GT 16 ","no migration background","389","0.22165051353393","0.201777038878305","0.241523988189556","2"
"Several times a year","1996","Couple + C. GT 16 ","direct migration background","80","0.171750349770482","0.138952476719062","0.204548222821902","2"
"Several times a year","1996","Couple + C. GT 16 ","indirect migration background","55","0.299317874506914","0.232041135027919","0.366594613985908","2"
"Several times a year","1996","Couple + C. LE and GT 16","indirect migration background","24","","","","2"
"Several times a year","1996","Couple + C. LE and GT 16","no migration background","209","0.256426447398785","0.226111117038327","0.286741777759243","2"
"Several times a year","1996","Couple + C. LE and GT 16","direct migration background","47","0.15711234603663","0.117052574970455","0.197172117102804","2"
"Almost never or never","1997","(Married) couple without C. ","no migration background","1611","0.562374320382194","0.5442811931851","0.580467447579289","1"
"Almost never or never","1997","1-pers.-HH","no migration background","663","0.579217742904212","0.551366531239354","0.607068954569069","1"
"Almost never or never","1997","1-pers.-HH","direct migration background","115","0.70859511326373","0.640287183684564","0.776903042842897","1"
"Almost never or never","1997","1-pers.-HH","indirect migration background","12","","","","1"
"Almost never or never","1997","(Married) couple without C. ","direct migration background","455","0.693030574098092","0.656458360785465","0.72960278741072","1"
"Almost never or never","1997","(Married) couple without C. ","indirect migration background","18","","","","1"
"Almost never or never","1997","Single parent ","no migration background","205","0.405259445174784","0.361566877124953","0.448952013224616","1"
"Almost never or never","1997","Single parent ","direct migration background","65","0.469293804115154","0.377683324982597","0.560904283247712","1"
"Almost never or never","1997","Single parent ","indirect migration background","5","","","","1"
"Almost never or never","1997","Couple + C. LE 16 ","no migration background","921","0.401353998434901","0.380542411083139","0.422165585786663","1"
"Almost never or never","1997","Couple + C. GT 16 ","no migration background","769","0.436959196858307","0.413373876568927","0.460544517147688","1"
"Almost never or never","1997","Couple + C. GT 16 ","direct migration background","331","0.638968073943249","0.595637995484665","0.682298152401834","1"
"Almost never or never","1997","Couple + C. LE and GT 16","no migration background","289","0.331575427179219","0.298829656786809","0.364321197571629","1"
"Almost never or never","1997","Couple + C. LE and GT 16","direct migration background","199","0.597360217647078","0.540817632691475","0.653902802602681","1"
"Almost never or never","1997","Couple + C. LE and GT 16","indirect migration background","22","","","","1"
"Almost never or never","1997","Couple + C. LE 16 ","direct migration background","390","0.582205621001272","0.543477755525384","0.620933486477161","1"
"Almost never or never","1997","Couple + C. LE 16 ","indirect migration background","36","0.589485911575115","0.478154373881538","0.700817449268691","1"
"Almost never or never","1997","Couple + C. GT 16 ","indirect migration background","30","0.131205830507837","0.0831986382433401","0.179213022772335","1"
"At lease once a week","1997","1-pers.-HH","direct migration background","31","0.180768231633777","0.122920267710999","0.238616195556555","4"
"At lease once a week","1997","1-pers.-HH","no migration background","319","0.250994621377613","0.226533907272743","0.275455335482482","4"
"At lease once a week","1997","1-pers.-HH","indirect migration background","17","","","","4"
"At lease once a week","1997","(Married) couple without C. ","no migration background","617","0.228745206041461","0.213426417002751","0.24406399508017","4"
"At lease once a week","1997","(Married) couple without C. ","direct migration background","78","0.168829654445429","0.139126889958133","0.198532418932726","4"
"At lease once a week","1997","(Married) couple without C. ","indirect migration background","31","0.523571643040951","0.406571624434454","0.640571661647448","4"
"At lease once a week","1997","Couple + C. LE 16 ","no migration background","527","0.269716068172365","0.250872825172905","0.288559311171826","4"
"At lease once a week","1997","Couple + C. LE 16 ","indirect migration background","11","","","","4"
"At lease once a week","1997","Couple + C. GT 16 ","no migration background","447","0.279780129124212","0.258435314645998","0.301124943602426","4"
"At lease once a week","1997","Couple + C. GT 16 ","direct migration background","63","0.169461147760535","0.135616333100834","0.203305962420237","4"
"At lease once a week","1997","Single parent ","no migration background","151","0.338232414724827","0.296127035796284","0.380337793653371","4"
"At lease once a week","1997","Single parent ","direct migration background","16","","","","4"
"At lease once a week","1997","Single parent ","indirect migration background","18","","","","4"
"At lease once a week","1997","Couple + C. LE 16 ","direct migration background","81","0.155952980494392","0.127463519834051","0.184442441154734","4"
"At lease once a week","1997","Couple + C. GT 16 ","indirect migration background","82","0.466896472601232","0.395957096430131","0.537835848772333","4"
"At lease once a week","1997","Couple + C. LE and GT 16","no migration background","259","0.362024706620316","0.32859682349332","0.395452589747312","4"
"At lease once a week","1997","Couple + C. LE and GT 16","direct migration background","38","0.186110162468756","0.141239030397105","0.230981294540406","4"
"At lease once a week","1997","Couple + C. LE and GT 16","indirect migration background","58","0.46866999026239","0.381189978999445","0.556150001525334","4"
"At least once a month","1997","1-pers.-HH","no migration background","56","0.041044671890013","0.0298523024148948","0.0522370413651313","3"
"At least once a month","1997","(Married) couple without C. ","no migration background","169","0.0449631871838019","0.0374055141910103","0.0525208601765934","3"
"At least once a month","1997","(Married) couple without C. ","direct migration background","12","","","","3"
"At least once a month","1997","Couple + C. GT 16 ","indirect migration background","30","0.156576232525592","0.104904011686959","0.208248453364226","3"
"At least once a month","1997","Couple + C. LE and GT 16","indirect migration background","14","","","","3"
"At least once a month","1997","1-pers.-HH","direct migration background","11","","","","3"
"At least once a month","1997","1-pers.-HH","indirect migration background","8","","","","3"
"At least once a month","1997","(Married) couple without C. ","indirect migration background","4","","","","3"
"At least once a month","1997","Single parent ","no migration background","33","0.0681126726363479","0.0456907481563091","0.0905345971163868","3"
"At least once a month","1997","Single parent ","direct migration background","6","","","","3"
"At least once a month","1997","Single parent ","indirect migration background","4","","","","3"
"At least once a month","1997","Couple + C. LE 16 ","no migration background","136","0.0676505166992136","0.0569874704621873","0.0783135629362399","3"
"At least once a month","1997","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"At least once a month","1997","Couple + C. GT 16 ","no migration background","114","0.0772316919369229","0.0645377791137996","0.0899256047600462","3"
"At least once a month","1997","Couple + C. GT 16 ","direct migration background","19","","","","3"
