"m11104","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1984","Schleswig-Holstein","220","0.583069319087259","0.53388275784727","0.632255880327248"
"Almost never or never","1984","Hamburg","192","0.619897799704808","0.565421398388757","0.67437420102086"
"Almost never or never","1984","Lower Saxony","749","0.627431756474463","0.600189594484314","0.654673918464613"
"Almost never or never","1984","Bremen","98","0.737505444008776","0.662160310144492","0.81285057787306"
"Almost never or never","1984","North Rhine-Westphalia","2067","0.639822358787852","0.623244027663896","0.656400689911808"
"Almost never or never","1984","Hesse","797","0.640094110375346","0.613411462859066","0.666776757891627"
"Almost never or never","1984","Rhineland-Palatinate,Saarland","561","0.671403495232862","0.639827147441853","0.70297984302387"
"Almost never or never","1984","Baden-Württemberg","1525","0.666870756285219","0.647321468250289","0.686420044320148"
"Almost never or never","1984","Bavaria","1252","0.610606773621024","0.589524512745764","0.631689034496283"
"Almost never or never","1984","Berlin","243","0.625293063220452","0.57809272828711","0.672493398153794"
"Almost never or never","1984","Brandenburg","","","",""
"Almost never or never","1984","Mecklenburg-Western Pomerania","","","",""
"Almost never or never","1984","Saxony","","","",""
"Almost never or never","1984","Saxony-Anhalt","","","",""
"Almost never or never","1984","Thuringia","","","",""
"Several times a year","1984","Schleswig-Holstein","70","0.177776664981082","0.139636135736937","0.215917194225227"
"Several times a year","1984","Hamburg","57","0.181502109845391","0.138245966837547","0.224758252853236"
"Several times a year","1984","Lower Saxony","221","0.175618453701671","0.15417944941495","0.197057457988391"
"Several times a year","1984","Bremen","15","","",""
"Several times a year","1984","North Rhine-Westphalia","601","0.180097726211153","0.166827207798763","0.193368244623543"
"Several times a year","1984","Hesse","214","0.153453432254921","0.133416729445757","0.173490135064084"
"Several times a year","1984","Rhineland-Palatinate,Saarland","128","0.145004045335778","0.121333366262386","0.168674724409169"
"Several times a year","1984","Baden-Württemberg","389","0.180030871115379","0.16409499401029","0.195966748220468"
"Several times a year","1984","Bavaria","429","0.199582423022968","0.182301711040351","0.216863135005586"
"Several times a year","1984","Berlin","92","0.192093966451891","0.153679509662424","0.230508423241359"
"Several times a year","1984","Brandenburg","","","",""
"Several times a year","1984","Mecklenburg-Western Pomerania","","","",""
"Several times a year","1984","Saxony","","","",""
"Several times a year","1984","Saxony-Anhalt","","","",""
"Several times a year","1984","Thuringia","","","",""
"At least once a month","1984","Schleswig-Holstein","96","0.239154015931659","0.19659989200248","0.281708139860838"
"At least once a month","1984","Hamburg","56","0.198600090449801","0.153827467590797","0.243372713308805"
"At least once a month","1984","Lower Saxony","240","0.196949789823866","0.174541716508532","0.2193578631392"
"At least once a month","1984","Bremen","18","","",""
"At least once a month","1984","North Rhine-Westphalia","553","0.180079915000996","0.166809908681551","0.193349921320441"
"At least once a month","1984","Hesse","232","0.206452457369733","0.183951083767438","0.228953830972028"
"At least once a month","1984","Rhineland-Palatinate,Saarland","161","0.183592459431361","0.157565732730395","0.209619186132326"
"At least once a month","1984","Baden-Württemberg","319","0.153098372599402","0.138163363198013","0.168033382000792"
"At least once a month","1984","Bavaria","374","0.189810803356008","0.172855878650217","0.206765728061798"
"At least once a month","1984","Berlin","69","0.182612970327656","0.144939373150581","0.220286567504732"
"At least once a month","1984","Brandenburg","","","",""
"At least once a month","1984","Mecklenburg-Western Pomerania","","","",""
"At least once a month","1984","Saxony","","","",""
"At least once a month","1984","Saxony-Anhalt","","","",""
"At least once a month","1984","Thuringia","","","",""
"At lease once a week","1984","Schleswig-Holstein","","","",""
"At lease once a week","1984","Hamburg","","","",""
"At lease once a week","1984","Lower Saxony","","","",""
"At lease once a week","1984","Bremen","","","",""
"At lease once a week","1984","North Rhine-Westphalia","","","",""
"At lease once a week","1984","Hesse","","","",""
"At lease once a week","1984","Rhineland-Palatinate,Saarland","","","",""
"At lease once a week","1984","Baden-Württemberg","","","",""
"At lease once a week","1984","Bavaria","","","",""
