"m11104","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1985","higher education","Rural Area","9","","","","3"
"At least once a month","1985","in school","Urban Area","13","","","","3"
"At least once a month","1985","in school","Rural Area","2","","","","3"
"At least once a month","1985","inadequately","Urban Area","13","","","","3"
"At least once a month","1985","inadequately","Rural Area","2","","","","3"
"At least once a month","1985","vocational + Abi","Rural Area","6","","","","3"
"At least once a month","1985","higher vocational","Urban Area","31","0.0589853494652629","0.0380393915187711","0.0799313074117547","3"
"At least once a month","1985","higher vocational","Rural Area","11","","","","3"
"At least once a month","1985","higher education","Urban Area","47","0.0720028133385148","0.0518975719800369","0.0921080546969927","3"
"Several times a year","1985","higher education","Urban Area","119","0.174280138818063","0.144774736390371","0.203785541245754","2"
"Several times a year","1985","higher vocational","Urban Area","78","0.143434490218654","0.112271649125005","0.174597331312302","2"
"Several times a year","1985","inadequately","Urban Area","49","0.0719806778799324","0.0532702991177782","0.0906910566420866","2"
"Several times a year","1985","higher vocational","Rural Area","28","","","","2"
"Several times a year","1985","higher education","Rural Area","21","","","","2"
"Several times a year","1985","in school","Rural Area","3","","","","2"
"Several times a year","1985","inadequately","Rural Area","5","","","","2"
"Several times a year","1985","in school","Urban Area","20","","","","2"
"Several times a year","1985","general elemantary","Urban Area","232","0.0889118129676696","0.0773427934648829","0.100480832470456","2"
"Several times a year","1985","vocational + Abi","Urban Area","40","0.200500900655798","0.148757933856733","0.252243867454863","2"
"Several times a year","1985","vocational + Abi","Rural Area","8","","","","2"
"Several times a year","1985","general elemantary","Rural Area","64","0.0668887081109269","0.0485766061985363","0.0852008100233175","2"
"Several times a year","1985","middle vocational","Urban Area","597","0.142482862373701","0.131694967647388","0.153270757100013","2"
"Several times a year","1985","middle vocational","Rural Area","158","0.134636814125311","0.114465561456136","0.154808066794486","2"
"Almost never or never","1986","in school","Urban Area","25","","","","1"
"Almost never or never","1986","in school","Rural Area","1","","","","1"
"Almost never or never","1986","inadequately","Urban Area","575","0.779326256548346","0.748110905061603","0.810541608035089","1"
"Almost never or never","1986","inadequately","Rural Area","84","0.773834107569174","0.693042366401507","0.854625848736841","1"
"Almost never or never","1986","general elemantary","Urban Area","1509","0.707090402252196","0.688133666549681","0.726047137954712","1"
"Almost never or never","1986","general elemantary","Rural Area","455","0.717356727630424","0.683337263136689","0.75137619212416","1"
"Almost never or never","1986","middle vocational","Urban Area","2178","0.572489670006022","0.556981077327873","0.587998262684172","1"
"Almost never or never","1986","middle vocational","Rural Area","572","0.558536966966082","0.528629939917249","0.588443994014916","1"
"Almost never or never","1986","vocational + Abi","Urban Area","102","0.378114275375961","0.315445529471176","0.440783021280747","1"
"Almost never or never","1986","vocational + Abi","Rural Area","21","","","","1"
"Almost never or never","1986","higher vocational","Urban Area","218","0.498322689580199","0.452330114577846","0.544315264582553","1"
"Almost never or never","1986","higher vocational","Rural Area","58","0.524832623138252","0.433955867149992","0.615709379126512","1"
"Almost never or never","1986","higher education","Urban Area","224","0.369593417111757","0.331781089864428","0.407405744359086","1"
"Almost never or never","1986","higher education","Rural Area","45","0.424307602438679","0.335878926605713","0.512736278271645","1"
"At lease once a week","1986","inadequately","Urban Area","47","0.123454605651505","0.0986932682222949","0.148215943080715","4"
"At lease once a week","1986","higher vocational","Rural Area","34","0.271352166354488","0.190434270330677","0.352270062378299","4"
"At lease once a week","1986","higher education","Urban Area","252","0.389050976361686","0.350859480689323","0.42724247203405","4"
"At lease once a week","1986","general elemantary","Urban Area","419","0.174595673224324","0.158782850876924","0.190408495571724","4"
"At lease once a week","1986","general elemantary","Rural Area","122","0.165677797531374","0.137588581667713","0.193767013395035","4"
"At lease once a week","1986","higher education","Rural Area","48","0.382855980396095","0.295886185051175","0.469825775741015","4"
"At lease once a week","1986","inadequately","Rural Area","10","","","","4"
"At lease once a week","1986","in school","Rural Area","21","","","","4"
"At lease once a week","1986","higher vocational","Urban Area","133","0.283907580311794","0.242431930690957","0.325383229932631","4"
"At lease once a week","1986","in school","Urban Area","100","0.620540456877827","0.546046322311994","0.695034591443661","4"
"At lease once a week","1986","middle vocational","Urban Area","981","0.248489389062929","0.234942588458841","0.262036189667016","4"
"At lease once a week","1986","middle vocational","Rural Area","263","0.242984513907457","0.217153479927197","0.268815547887718","4"
"At lease once a week","1986","vocational + Abi","Urban Area","73","0.327482323191519","0.266832441733252","0.388132204649786","4"
"At lease once a week","1986","vocational + Abi","Rural Area","15","","","","4"
"At least once a month","1986","middle vocational","Urban Area","233","0.0540326563910366","0.0469453454422786","0.0611199673397946","3"
"At least once a month","1986","middle vocational","Rural Area","66","0.0593885416588818","0.0451535710797693","0.0736235122379943","3"
"At least once a month","1986","vocational + Abi","Urban Area","16","","","","3"
"At least once a month","1986","general elemantary","Urban Area","93","0.0398745234095942","0.0317242714992694","0.048024775319919","3"
"At least once a month","1986","general elemantary","Rural Area","28","","","","3"
"At least once a month","1986","in school","Urban Area","6","","","","3"
"At least once a month","1986","in school","Rural Area","","","","","3"
"At least once a month","1986","inadequately","Urban Area","12","","","","3"
"At least once a month","1986","inadequately","Rural Area","3","","","","3"
"At least once a month","1986","vocational + Abi","Rural Area","2","","","","3"
"At least once a month","1986","higher vocational","Urban Area","29","","","","3"
"At least once a month","1986","higher vocational","Rural Area","6","","","","3"
"At least once a month","1986","higher education","Urban Area","55","0.0889850530781358","0.066681081266005","0.111289024890267","3"
"At least once a month","1986","higher education","Rural Area","12","","","","3"
"Several times a year","1986","higher vocational","Rural Area","18","","","","2"
"Several times a year","1986","inadequately","Urban Area","44","0.0818870195690052","0.0612480105851288","0.102526028552882","2"
"Several times a year","1986","in school","Rural Area","1","","","","2"
"Several times a year","1986","higher education","Urban Area","95","0.15237055344842","0.124218215662296","0.180522891234545","2"
"Several times a year","1986","inadequately","Rural Area","6","","","","2"
"Several times a year","1986","general elemantary","Urban Area","193","0.0784394011138857","0.0672401658896801","0.0896386363380914","2"
"Several times a year","1986","general elemantary","Rural Area","68","0.0851221467347159","0.0640386131489033","0.106205680320529","2"
"Several times a year","1986","higher vocational","Urban Area","74","0.165407884671619","0.131230769087164","0.199585000256074","2"
"Several times a year","1986","higher education","Rural Area","15","","","","2"
"Several times a year","1986","in school","Urban Area","32","0.174329132354714","0.116086264150425","0.232572000559003","2"
"Several times a year","1986","vocational + Abi","Urban Area","39","0.1951677402112","0.143947586474284","0.246387893948116","2"
"Several times a year","1986","vocational + Abi","Rural Area","8","","","","2"
"Several times a year","1986","middle vocational","Urban Area","517","0.124988284540013","0.114621195146032","0.135355373933993","2"
"Several times a year","1986","middle vocational","Rural Area","158","0.139089977467578","0.118248576394731","0.159931378540426","2"
"Almost never or never","1987","in school","Urban Area","","","","","1"
"Almost never or never","1987","in school","Rural Area","","","","","1"
"Almost never or never","1987","inadequately","Urban Area","","","","","1"
"Almost never or never","1987","inadequately","Rural Area","","","","","1"
"Almost never or never","1987","general elemantary","Urban Area","","","","","1"
"Almost never or never","1987","general elemantary","Rural Area","","","","","1"
"Almost never or never","1987","middle vocational","Urban Area","","","","","1"
"Almost never or never","1987","middle vocational","Rural Area","","","","","1"
"Almost never or never","1987","vocational + Abi","Urban Area","","","","","1"
"Almost never or never","1987","vocational + Abi","Rural Area","","","","","1"
"Almost never or never","1987","higher vocational","Urban Area","","","","","1"
"Almost never or never","1987","higher vocational","Rural Area","","","","","1"
"Almost never or never","1987","higher education","Urban Area","","","","","1"
"Almost never or never","1987","higher education","Rural Area","","","","","1"
"At lease once a week","1987","higher education","Rural Area","","","","","4"
"At lease once a week","1987","inadequately","Urban Area","","","","","4"
"At lease once a week","1987","in school","Rural Area","","","","","4"
"At lease once a week","1987","higher vocational","Rural Area","","","","","4"
"At lease once a week","1987","higher education","Urban Area","","","","","4"
"At lease once a week","1987","inadequately","Rural Area","","","","","4"
"At lease once a week","1987","general elemantary","Urban Area","","","","","4"
"At lease once a week","1987","in school","Urban Area","","","","","4"
"At lease once a week","1987","higher vocational","Urban Area","","","","","4"
"At lease once a week","1987","middle vocational","Urban Area","","","","","4"
"At lease once a week","1987","general elemantary","Rural Area","","","","","4"
"At lease once a week","1987","middle vocational","Rural Area","","","","","4"
"At lease once a week","1987","vocational + Abi","Urban Area","","","","","4"
"At lease once a week","1987","vocational + Abi","Rural Area","","","","","4"
"At least once a month","1987","in school","Urban Area","","","","","3"
"At least once a month","1987","in school","Rural Area","","","","","3"
"At least once a month","1987","inadequately","Urban Area","","","","","3"
"At least once a month","1987","inadequately","Rural Area","","","","","3"
"At least once a month","1987","general elemantary","Urban Area","","","","","3"
"At least once a month","1987","vocational + Abi","Urban Area","","","","","3"
"At least once a month","1987","vocational + Abi","Rural Area","","","","","3"
"At least once a month","1987","higher vocational","Urban Area","","","","","3"
"At least once a month","1987","higher vocational","Rural Area","","","","","3"
"At least once a month","1987","higher education","Urban Area","","","","","3"
"At least once a month","1987","higher education","Rural Area","","","","","3"
"At least once a month","1987","general elemantary","Rural Area","","","","","3"
"At least once a month","1987","middle vocational","Urban Area","","","","","3"
"At least once a month","1987","middle vocational","Rural Area","","","","","3"
"Several times a year","1987","inadequately","Rural Area","","","","","2"
"Several times a year","1987","inadequately","Urban Area","","","","","2"
"Several times a year","1987","higher vocational","Rural Area","","","","","2"
"Several times a year","1987","higher education","Urban Area","","","","","2"
"Several times a year","1987","in school","Rural Area","","","","","2"
"Several times a year","1987","general elemantary","Urban Area","","","","","2"
"Several times a year","1987","higher vocational","Urban Area","","","","","2"
"Several times a year","1987","general elemantary","Rural Area","","","","","2"
"Several times a year","1987","higher education","Rural Area","","","","","2"
"Several times a year","1987","in school","Urban Area","","","","","2"
"Several times a year","1987","middle vocational","Rural Area","","","","","2"
"Several times a year","1987","vocational + Abi","Urban Area","","","","","2"
"Several times a year","1987","vocational + Abi","Rural Area","","","","","2"
"Several times a year","1987","middle vocational","Urban Area","","","","","2"
"Almost never or never","1988","in school","Urban Area","19","","","","1"
"Almost never or never","1988","in school","Rural Area","3","","","","1"
"Almost never or never","1988","inadequately","Urban Area","534","0.827382715387615","0.797243982881858","0.857521447893371","1"
"Almost never or never","1988","inadequately","Rural Area","74","0.693599166980018","0.60089792757336","0.786300406386677","1"
"Almost never or never","1988","general elemantary","Urban Area","1406","0.706125874590495","0.686702705984752","0.725549043196237","1"
"Almost never or never","1988","general elemantary","Rural Area","389","0.695504067084833","0.658496080872949","0.732512053296717","1"
"Almost never or never","1988","middle vocational","Urban Area","2025","0.556025499462156","0.539985779055571","0.57206521986874","1"
"Almost never or never","1988","middle vocational","Rural Area","514","0.524100783281415","0.493331120676816","0.554870445886013","1"
"Almost never or never","1988","vocational + Abi","Urban Area","109","0.408607506036786","0.34562336129111","0.471591650782462","1"
"Almost never or never","1988","vocational + Abi","Rural Area","15","","","","1"
"Almost never or never","1988","higher vocational","Urban Area","187","0.457301318792519","0.410049909774025","0.504552727811013","1"
"Almost never or never","1988","higher vocational","Rural Area","50","0.521332212978881","0.427979674998816","0.614684750958946","1"
"Almost never or never","1988","higher education","Urban Area","204","0.366138221639434","0.327199719238834","0.405076724040033","1"
"Almost never or never","1988","higher education","Rural Area","37","0.331947166992513","0.244342651932439","0.419551682052587","1"
"At lease once a week","1988","inadequately","Urban Area","33","0.091934894700219","0.0688924631120601","0.114977326288378","4"
"At lease once a week","1988","general elemantary","Urban Area","423","0.182614814113041","0.166141547534255","0.199088080691828","4"
"At lease once a week","1988","higher education","Urban Area","237","0.388349737773495","0.348956423641922","0.427743051905067","4"
"At lease once a week","1988","higher education","Rural Area","46","0.422411309606918","0.330522270355324","0.514300348858512","4"
"At lease once a week","1988","inadequately","Rural Area","12","","","","4"
"At lease once a week","1988","higher vocational","Rural Area","34","0.250565139827175","0.169584907521527","0.331545372132822","4"
"At lease once a week","1988","in school","Rural Area","21","","","","4"
"At lease once a week","1988","general elemantary","Rural Area","100","0.155857777144639","0.126688415874747","0.185027138414531","4"
"At lease once a week","1988","in school","Urban Area","95","0.697018210374444","0.619209894120325","0.774826526628562","4"
"At lease once a week","1988","higher vocational","Urban Area","126","0.29289627971177","0.249731190550233","0.336061368873307","4"
"At lease once a week","1988","middle vocational","Urban Area","919","0.249627215744058","0.235655333106515","0.263599098381601","4"
"At lease once a week","1988","middle vocational","Rural Area","251","0.237338796724798","0.211126321678702","0.263551271770894","4"
"At lease once a week","1988","vocational + Abi","Urban Area","71","0.320455665063764","0.260665047768704","0.380246282358825","4"
"At lease once a week","1988","vocational + Abi","Rural Area","10","","","","4"
"At least once a month","1988","higher vocational","Rural Area","4","","","","3"
"At least once a month","1988","higher education","Urban Area","41","0.0729880887130531","0.0519634723070004","0.0940127051191057","3"
"At least once a month","1988","vocational + Abi","Urban Area","14","","","","3"
"At least once a month","1988","vocational + Abi","Rural Area","3","","","","3"
"At least once a month","1988","higher vocational","Urban Area","33","0.0782926023194914","0.0528130933399675","0.103772111299015","3"
"At least once a month","1988","in school","Urban Area","7","","","","3"
"At least once a month","1988","in school","Rural Area","2","","","","3"
"At least once a month","1988","inadequately","Urban Area","11","","","","3"
"At least once a month","1988","inadequately","Rural Area","2","","","","3"
"At least once a month","1988","general elemantary","Urban Area","90","0.0330372308277125","0.0254163523266222","0.0406581093288029","3"
"At least once a month","1988","general elemantary","Rural Area","31","0.0417210612506227","0.0256413400797129","0.0578007824215325","3"
"At least once a month","1988","middle vocational","Urban Area","206","0.0550538402465356","0.0476906204108672","0.062417060082204","3"
"At least once a month","1988","middle vocational","Rural Area","69","0.067820790306853","0.0523294510773707","0.0833121295363352","3"
"At least once a month","1988","higher education","Rural Area","4","","","","3"
"Several times a year","1988","inadequately","Rural Area","7","","","","2"
"Several times a year","1988","inadequately","Urban Area","26","","","","2"
"Several times a year","1988","higher education","Rural Area","24","","","","2"
"Several times a year","1988","general elemantary","Urban Area","194","0.0782220804687513","0.0667728532544215","0.0896713076830811","2"
"Several times a year","1988","higher vocational","Rural Area","22","","","","2"
"Several times a year","1988","higher education","Urban Area","106","0.172523951874019","0.141984457483297","0.20306344626474","2"
"Several times a year","1988","in school","Rural Area","1","","","","2"
"Several times a year","1988","higher vocational","Urban Area","81","0.17150979917622","0.135755990590539","0.2072636077619","2"
"Several times a year","1988","general elemantary","Rural Area","74","0.106917094519905","0.0820672125118335","0.131766976527977","2"
"Several times a year","1988","in school","Urban Area","13","","","","2"
"Several times a year","1988","middle vocational","Rural Area","178","0.170739629686935","0.147556585766283","0.193922673607586","2"
"Several times a year","1988","vocational + Abi","Urban Area","40","0.198274311431786","0.147190147825389","0.249358475038183","2"
"Several times a year","1988","vocational + Abi","Rural Area","8","","","","2"
"Several times a year","1988","middle vocational","Urban Area","536","0.139293444547251","0.128115464759764","0.150471424334739","2"
"Almost never or never","1989","in school","Urban Area","","","","","1"
"Almost never or never","1989","in school","Rural Area","","","","","1"
"Almost never or never","1989","inadequately","Urban Area","","","","","1"
"Almost never or never","1989","inadequately","Rural Area","","","","","1"
"Almost never or never","1989","general elemantary","Urban Area","","","","","1"
"Almost never or never","1989","general elemantary","Rural Area","","","","","1"
"Almost never or never","1989","middle vocational","Urban Area","","","","","1"
"Almost never or never","1989","middle vocational","Rural Area","","","","","1"
"Almost never or never","1989","vocational + Abi","Urban Area","","","","","1"
"Almost never or never","1989","vocational + Abi","Rural Area","","","","","1"
"Almost never or never","1989","higher vocational","Urban Area","","","","","1"
"Almost never or never","1989","higher vocational","Rural Area","","","","","1"
"Almost never or never","1989","higher education","Urban Area","","","","","1"
"Almost never or never","1989","higher education","Rural Area","","","","","1"
"At lease once a week","1989","inadequately","Rural Area","","","","","4"
"At lease once a week","1989","inadequately","Urban Area","","","","","4"
"At lease once a week","1989","higher vocational","Rural Area","","","","","4"
"At lease once a week","1989","in school","Urban Area","","","","","4"
"At lease once a week","1989","general elemantary","Urban Area","","","","","4"
"At lease once a week","1989","in school","Rural Area","","","","","4"
"At lease once a week","1989","higher education","Urban Area","","","","","4"
"At lease once a week","1989","general elemantary","Rural Area","","","","","4"
"At lease once a week","1989","higher education","Rural Area","","","","","4"
"At lease once a week","1989","higher vocational","Urban Area","","","","","4"
"At lease once a week","1989","middle vocational","Urban Area","","","","","4"
"At lease once a week","1989","middle vocational","Rural Area","","","","","4"
"At lease once a week","1989","vocational + Abi","Urban Area","","","","","4"
"At lease once a week","1989","vocational + Abi","Rural Area","","","","","4"
"At least once a month","1989","in school","Urban Area","","","","","3"
"At least once a month","1989","in school","Rural Area","","","","","3"
"At least once a month","1989","inadequately","Urban Area","","","","","3"
"At least once a month","1989","inadequately","Rural Area","","","","","3"
"At least once a month","1989","general elemantary","Urban Area","","","","","3"
"At least once a month","1989","general elemantary","Rural Area","","","","","3"
"At least once a month","1989","middle vocational","Urban Area","","","","","3"
"At least once a month","1989","middle vocational","Rural Area","","","","","3"
"At least once a month","1989","vocational + Abi","Urban Area","","","","","3"
"At least once a month","1989","vocational + Abi","Rural Area","","","","","3"
"At least once a month","1989","higher vocational","Urban Area","","","","","3"
"At least once a month","1989","higher vocational","Rural Area","","","","","3"
"At least once a month","1989","higher education","Urban Area","","","","","3"
"At least once a month","1989","higher education","Rural Area","","","","","3"
"Several times a year","1989","inadequately","Urban Area","","","","","2"
"Several times a year","1989","general elemantary","Urban Area","","","","","2"
"Several times a year","1989","higher vocational","Rural Area","","","","","2"
"Several times a year","1989","higher education","Rural Area","","","","","2"
"Several times a year","1989","inadequately","Rural Area","","","","","2"
"Several times a year","1989","higher education","Urban Area","","","","","2"
"Several times a year","1989","in school","Rural Area","","","","","2"
"Several times a year","1989","higher vocational","Urban Area","","","","","2"
"Several times a year","1989","general elemantary","Rural Area","","","","","2"
"Several times a year","1989","in school","Urban Area","","","","","2"
"Several times a year","1989","middle vocational","Urban Area","","","","","2"
"Several times a year","1989","middle vocational","Rural Area","","","","","2"
"Several times a year","1989","vocational + Abi","Urban Area","","","","","2"
"Several times a year","1989","vocational + Abi","Rural Area","","","","","2"
"Almost never or never","1990","general elemantary","Urban Area","1261","0.624655448727806","0.603896265022629","0.645414632432984","1"
"Almost never or never","1990","general elemantary","Rural Area","540","0.627007682481324","0.594835938581971","0.659179426380676","1"
"Almost never or never","1990","middle vocational","Urban Area","2025","0.441380849773963","0.426646867681808","0.456114831866117","1"
"Almost never or never","1990","middle vocational","Rural Area","1561","0.535501640630227","0.51627557978677","0.554727701473684","1"
"Almost never or never","1990","vocational + Abi","Urban Area","97","0.265465323467844","0.21472985816589","0.316200788769797","1"
"Almost never or never","1990","in school","Urban Area","19","","","","1"
"Almost never or never","1990","in school","Rural Area","7","","","","1"
"Almost never or never","1990","inadequately","Urban Area","449","0.772004875748762","0.737100939973928","0.806908811523597","1"
"Almost never or never","1990","inadequately","Rural Area","59","0.558884451566931","0.453330177101345","0.664438726032517","1"
"Almost never or never","1990","vocational + Abi","Rural Area","31","0.403113130187953","0.296943415645916","0.509282844729989","1"
"Almost never or never","1990","higher vocational","Urban Area","178","0.328751548835967","0.286944185977033","0.3705589116949","1"
"Almost never or never","1990","higher vocational","Rural Area","158","0.565876036518708","0.506973883419659","0.624778189617757","1"
"Almost never or never","1990","higher education","Urban Area","339","0.29868055560178","0.270185291986061","0.327175819217499","1"
"Almost never or never","1990","higher education","Rural Area","359","0.481860007912913","0.44376821978471","0.519951796041116","1"
"At lease once a week","1990","inadequately","Urban Area","38","0.108603460407856","0.082717820645432","0.13448910017028","4"
"At lease once a week","1990","general elemantary","Urban Area","396","0.187124488068137","0.170403871771493","0.20384510436478","4"
"At lease once a week","1990","inadequately","Rural Area","8","","","","4"
"At lease once a week","1990","general elemantary","Rural Area","158","0.178909477080462","0.153411811464251","0.204407142696672","4"
"At lease once a week","1990","in school","Rural Area","32","0.676305051586797","0.550340184480042","0.802269918693551","4"
"At lease once a week","1990","higher vocational","Rural Area","48","0.195761612766155","0.14860747527643","0.242915750255879","4"
"At lease once a week","1990","higher education","Urban Area","359","0.398943759592528","0.368456059959378","0.429431459225678","4"
"At lease once a week","1990","higher education","Rural Area","124","0.227428202328758","0.195473193214146","0.25938321144337","4"
"At lease once a week","1990","in school","Urban Area","93","0.715452011028524","0.64097769053783","0.789926331519218","4"
"At lease once a week","1990","higher vocational","Urban Area","148","0.318033092180126","0.276585908263548","0.359480276096704","4"
"At lease once a week","1990","middle vocational","Urban Area","1157","0.276730348375995","0.263455364547929","0.29000533220406","4"
"At lease once a week","1990","middle vocational","Rural Area","428","0.198499755270991","0.183123533479029","0.213875977062953","4"
"At lease once a week","1990","vocational + Abi","Urban Area","103","0.426100159071166","0.369283525629798","0.482916792512534","4"
"At lease once a week","1990","vocational + Abi","Rural Area","30","0.346327870342998","0.243345028949642","0.449310711736354","4"
"At least once a month","1990","in school","Urban Area","17","","","","3"
"At least once a month","1990","in school","Rural Area","2","","","","3"
"At least once a month","1990","inadequately","Urban Area","18","","","","3"
"At least once a month","1990","inadequately","Rural Area","4","","","","3"
"At least once a month","1990","general elemantary","Urban Area","127","0.0528489788831989","0.0432571181578885","0.0624408396085093","3"
"At least once a month","1990","general elemantary","Rural Area","47","0.0536771384921783","0.0386836540866357","0.0686706228977209","3"
"At least once a month","1990","middle vocational","Urban Area","357","0.0855430507821004","0.0772439797032498","0.093842121860951","3"
"At least once a month","1990","middle vocational","Rural Area","144","0.070656791333015","0.0607784770848274","0.0805351055812027","3"
"At least once a month","1990","vocational + Abi","Urban Area","27","","","","3"
"At least once a month","1990","vocational + Abi","Rural Area","3","","","","3"
"At least once a month","1990","higher vocational","Urban Area","50","0.113011651706557","0.0848344545784603","0.141188848834655","3"
"At least once a month","1990","higher vocational","Rural Area","20","","","","3"
"At least once a month","1990","higher education","Urban Area","75","0.0880257693543453","0.07038540861991","0.105666130088781","3"
"At least once a month","1990","higher education","Rural Area","45","0.0775919124360571","0.0571972209312072","0.097986603940907","3"
"Several times a year","1990","higher vocational","Rural Area","46","0.165380096652989","0.121228173179996","0.209532020125982","2"
"Several times a year","1990","inadequately","Urban Area","50","0.0920249313611137","0.0679762475455376","0.11607361517669","2"
"Several times a year","1990","general elemantary","Urban Area","306","0.135371084320858","0.120703696358333","0.150038472283384","2"
"Several times a year","1990","higher education","Urban Area","218","0.214349915451346","0.188800115572182","0.239899715330511","2"
"Several times a year","1990","higher education","Rural Area","133","0.213119877322272","0.181901262643011","0.244338492001533","2"
"Several times a year","1990","inadequately","Rural Area","14","","","","2"
"Several times a year","1990","in school","Rural Area","12","","","","2"
"Several times a year","1990","higher vocational","Urban Area","109","0.24020370727735","0.202183396733762","0.278224017820938","2"
"Several times a year","1990","general elemantary","Rural Area","123","0.140405701946037","0.117294242886475","0.163517161005598","2"
"Several times a year","1990","in school","Urban Area","12","","","","2"
"Several times a year","1990","middle vocational","Urban Area","824","0.196345751067942","0.184558816819672","0.208132685316213","2"
"Several times a year","1990","middle vocational","Rural Area","452","0.195341812765767","0.180058371884684","0.21062525364685","2"
"Several times a year","1990","vocational + Abi","Urban Area","64","0.215929952709332","0.168654524303986","0.263205381114679","2"
"Several times a year","1990","vocational + Abi","Rural Area","18","","","","2"
"Almost never or never","1991","general elemantary","Urban Area","","","","","1"
"Almost never or never","1991","general elemantary","Rural Area","","","","","1"
"Almost never or never","1991","middle vocational","Urban Area","","","","","1"
"Almost never or never","1991","middle vocational","Rural Area","","","","","1"
"Almost never or never","1991","vocational + Abi","Urban Area","","","","","1"
"Almost never or never","1991","in school","Urban Area","","","","","1"
"Almost never or never","1991","in school","Rural Area","","","","","1"
"Almost never or never","1991","inadequately","Urban Area","","","","","1"
"Almost never or never","1991","inadequately","Rural Area","","","","","1"
"Almost never or never","1991","vocational + Abi","Rural Area","","","","","1"
"Almost never or never","1991","higher vocational","Urban Area","","","","","1"
"Almost never or never","1991","higher vocational","Rural Area","","","","","1"
"Almost never or never","1991","higher education","Urban Area","","","","","1"
"Almost never or never","1991","higher education","Rural Area","","","","","1"
"At lease once a week","1991","inadequately","Urban Area","","","","","4"
"At lease once a week","1991","inadequately","Rural Area","","","","","4"
"At lease once a week","1991","higher vocational","Rural Area","","","","","4"
"At lease once a week","1991","higher education","Urban Area","","","","","4"
"At lease once a week","1991","in school","Rural Area","","","","","4"
"At lease once a week","1991","higher education","Rural Area","","","","","4"
"At lease once a week","1991","general elemantary","Urban Area","","","","","4"
"At lease once a week","1991","higher vocational","Urban Area","","","","","4"
"At lease once a week","1991","general elemantary","Rural Area","","","","","4"
"At lease once a week","1991","in school","Urban Area","","","","","4"
"At lease once a week","1991","middle vocational","Rural Area","","","","","4"
