"m11104","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1998","16-34 y.","Rural Area","585","0.388001392393063","0.36412438143253","0.411878403353597"
"At lease once a week","1998","35-65 y.","Urban Area","1280","0.306141681691084","0.293158618196192","0.319124745185977"
"At lease once a week","1998","35-65 y.","Rural Area","578","0.251048894098629","0.234520781794332","0.267577006402925"
"At lease once a week","1998","66 and older","Urban Area","172","0.144093821322008","0.124695194602719","0.163492448041298"
"At lease once a week","1998","66 and older","Rural Area","61","0.116969721989378","0.0912755053525374","0.142663938626218"
"Almost never or never","1999","16-34 y.","Urban Area","878","0.268486486888589","0.252794566242157","0.284178407535021"
"Almost never or never","1999","16-34 y.","Rural Area","467","0.28669680350068","0.26405945670523","0.309334150296131"
"Almost never or never","1999","35-65 y.","Urban Area","2416","0.468788273234222","0.454509487200333","0.483067059268111"
"Almost never or never","1999","35-65 y.","Rural Area","1389","0.508720342569939","0.489331959690053","0.528108725449824"
"Almost never or never","1999","66 and older","Urban Area","978","0.811412487030974","0.789242787288461","0.833582186773488"
"Almost never or never","1999","66 and older","Rural Area","506","0.825549562842645","0.794953752686519","0.856145372998771"
"Several times a year","1999","16-34 y.","Urban Area","790","0.243440446975583","0.228244714515964","0.258636179435201"
"Several times a year","1999","16-34 y.","Rural Area","460","0.293829381372222","0.271027039851186","0.316631722893257"
"Several times a year","1999","35-65 y.","Urban Area","896","0.197352404794453","0.18596426590619","0.208740543682717"
"Several times a year","1999","35-65 y.","Rural Area","543","0.214873231644907","0.198943858172919","0.230802605116895"
"Several times a year","1999","66 and older","Urban Area","68","0.0625586456997442","0.0488340922021988","0.0762831991972895"
"Several times a year","1999","66 and older","Rural Area","24","","",""
"At least once a month","1999","16-34 y.","Urban Area","327","0.101542383627103","0.0908474970078073","0.112237270246399"
"At least once a month","1999","16-34 y.","Rural Area","145","0.0933355726463175","0.078773476300153","0.107897668992482"
"At least once a month","1999","35-65 y.","Urban Area","282","0.0642221408264922","0.057207622385886","0.0712366592670985"
"At least once a month","1999","35-65 y.","Rural Area","137","0.0566612678229849","0.0476949398278896","0.0656275958180802"
"At least once a month","1999","66 and older","Urban Area","23","","",""
"At least once a month","1999","66 and older","Rural Area","13","","",""
"At lease once a week","1999","16-34 y.","Urban Area","1069","0.386530682508725","0.369288504653877","0.403772860363573"
"At lease once a week","1999","16-34 y.","Rural Area","461","0.32613824248078","0.30267093401171","0.34960555094985"
"At lease once a week","1999","35-65 y.","Urban Area","1098","0.269637181144832","0.256939386285723","0.282334976003941"
"At lease once a week","1999","35-65 y.","Rural Area","485","0.21974515796217","0.203686267421299","0.23580404850304"
"At lease once a week","1999","66 and older","Urban Area","127","0.10675493024197","0.0892539737294172","0.124255886754522"
"At lease once a week","1999","66 and older","Rural Area","48","0.0932127284364924","0.0697734267703759","0.116652030102609"
"Almost never or never","2000","16-34 y.","Urban Area","","","",""
"Almost never or never","2000","16-34 y.","Rural Area","","","",""
"Almost never or never","2000","35-65 y.","Urban Area","","","",""
"Almost never or never","2000","35-65 y.","Rural Area","","","",""
"Almost never or never","2000","66 and older","Urban Area","","","",""
"Almost never or never","2000","66 and older","Rural Area","","","",""
"Several times a year","2000","16-34 y.","Urban Area","","","",""
"Several times a year","2000","16-34 y.","Rural Area","","","",""
"Several times a year","2000","35-65 y.","Urban Area","","","",""
"Several times a year","2000","35-65 y.","Rural Area","","","",""
"Several times a year","2000","66 and older","Urban Area","","","",""
"Several times a year","2000","66 and older","Rural Area","","","",""
"At least once a month","2000","16-34 y.","Urban Area","","","",""
"At least once a month","2000","16-34 y.","Rural Area","","","",""
"At least once a month","2000","35-65 y.","Urban Area","","","",""
"At least once a month","2000","35-65 y.","Rural Area","","","",""
"At least once a month","2000","66 and older","Urban Area","","","",""
"At least once a month","2000","66 and older","Rural Area","","","",""
"At lease once a week","2000","16-34 y.","Urban Area","","","",""
"At lease once a week","2000","16-34 y.","Rural Area","","","",""
"At lease once a week","2000","35-65 y.","Urban Area","","","",""
"At lease once a week","2000","35-65 y.","Rural Area","","","",""
"At lease once a week","2000","66 and older","Urban Area","","","",""
"At lease once a week","2000","66 and older","Rural Area","","","",""
"Almost never or never","2001","16-34 y.","Urban Area","1270","0.293977588307644","0.280116721263286","0.307838455352001"
"Almost never or never","2001","16-34 y.","Rural Area","694","0.325201449387021","0.305241769759421","0.345161129014621"
"Almost never or never","2001","35-65 y.","Urban Area","3914","0.47007157883924","0.459140156798397","0.481003000880083"
"Almost never or never","2001","35-65 y.","Rural Area","2321","0.546301261866273","0.531230425947657","0.561372097784888"
"Almost never or never","2001","66 and older","Urban Area","1725","0.780711997051495","0.763542753207746","0.797881240895245"
"Almost never or never","2001","66 and older","Rural Area","982","0.84904803403385","0.828463997494835","0.869632070572865"
"Several times a year","2001","16-34 y.","Urban Area","911","0.21802038066836","0.205458047519186","0.230582713817535"
"Several times a year","2001","16-34 y.","Rural Area","518","0.229104170574247","0.211197922169941","0.247010418978553"
"Several times a year","2001","35-65 y.","Urban Area","1364","0.171326053971736","0.163073476553345","0.179578631390127"
"Several times a year","2001","35-65 y.","Rural Area","718","0.168190888092845","0.156868174483406","0.179513601702284"
"Several times a year","2001","66 and older","Urban Area","128","0.0575970242539346","0.0479294692124779","0.0672645792953913"
"Several times a year","2001","66 and older","Rural Area","53","0.0422065311640184","0.0306461862273906","0.0537668761006461"
"At least once a month","2001","16-34 y.","Urban Area","397","0.0989083884522208","0.0898254770290563","0.107991299875385"
"At least once a month","2001","16-34 y.","Rural Area","182","0.0806327746833126","0.0690319044073305","0.0922336449592946"
"At least once a month","2001","35-65 y.","Urban Area","499","0.0684598990351823","0.0629288824146261","0.0739909156557386"
"At least once a month","2001","35-65 y.","Rural Area","212","0.0476318645476198","0.0411844042975588","0.0540793247976807"
"At least once a month","2001","66 and older","Urban Area","51","0.0203639460781363","0.0145030819241937","0.0262248102320788"
"At least once a month","2001","66 and older","Rural Area","31","0.0265646081321997","0.017318684543591","0.0358105317208084"
"At lease once a week","2001","16-34 y.","Urban Area","1572","0.389093642571775","0.374260320298468","0.403926964845083"
"At lease once a week","2001","16-34 y.","Rural Area","722","0.36506160535542","0.344548135205258","0.385575075505581"
"At lease once a week","2001","35-65 y.","Urban Area","2231","0.290142468153842","0.280202675918952","0.300082260388731"
"At lease once a week","2001","35-65 y.","Rural Area","941","0.237875985493263","0.224986796922692","0.250765174063834"
"At lease once a week","2001","66 and older","Urban Area","327","0.141327032616434","0.126871808767062","0.155782256465806"
"At lease once a week","2001","66 and older","Rural Area","96","0.0821808266699323","0.0663898554234592","0.0979717979164053"
"Almost never or never","2002","16-34 y.","Urban Area","","","",""
"Almost never or never","2002","16-34 y.","Rural Area","","","",""
"Almost never or never","2002","35-65 y.","Urban Area","","","",""
"Almost never or never","2002","35-65 y.","Rural Area","","","",""
"Almost never or never","2002","66 and older","Urban Area","","","",""
"Almost never or never","2002","66 and older","Rural Area","","","",""
"Several times a year","2002","16-34 y.","Urban Area","","","",""
"Several times a year","2002","16-34 y.","Rural Area","","","",""
"Several times a year","2002","35-65 y.","Urban Area","","","",""
"Several times a year","2002","35-65 y.","Rural Area","","","",""
"Several times a year","2002","66 and older","Urban Area","","","",""
"Several times a year","2002","66 and older","Rural Area","","","",""
"At least once a month","2002","16-34 y.","Urban Area","","","",""
"At least once a month","2002","16-34 y.","Rural Area","","","",""
"At least once a month","2002","35-65 y.","Urban Area","","","",""
"At least once a month","2002","35-65 y.","Rural Area","","","",""
"At least once a month","2002","66 and older","Urban Area","","","",""
"At least once a month","2002","66 and older","Rural Area","","","",""
"At lease once a week","2002","16-34 y.","Urban Area","","","",""
"At lease once a week","2002","16-34 y.","Rural Area","","","",""
"At lease once a week","2002","35-65 y.","Urban Area","","","",""
"At lease once a week","2002","35-65 y.","Rural Area","","","",""
"At lease once a week","2002","66 and older","Urban Area","","","",""
"At lease once a week","2002","66 and older","Rural Area","","","",""
"Almost never or never","2003","16-34 y.","Urban Area","897","0.229745321904178","0.216551273204458","0.242939370603899"
"Almost never or never","2003","16-34 y.","Rural Area","421","0.23148234510421","0.212757077514212","0.250207612694207"
"Almost never or never","2003","35-65 y.","Urban Area","2880","0.355910453332983","0.345730794456796","0.36609011220917"
"Almost never or never","2003","35-65 y.","Rural Area","1539","0.383883686122645","0.369038945763434","0.398728426481856"
"Almost never or never","2003","66 and older","Urban Area","1632","0.679250621057939","0.660714989712617","0.697786252403261"
"Almost never or never","2003","66 and older","Rural Area","905","0.743004227593086","0.718741048610629","0.767267406575543"
"Several times a year","2003","16-34 y.","Urban Area","815","0.210998302561622","0.198201071206227","0.223795533917018"
"Several times a year","2003","16-34 y.","Rural Area","524","0.253962009604984","0.234637565007738","0.273286454202229"
"Several times a year","2003","35-65 y.","Urban Area","1683","0.204986688696201","0.196403675943294","0.213569701449109"
"Several times a year","2003","35-65 y.","Rural Area","950","0.228014523262308","0.215208117923235","0.240820928601381"
"Several times a year","2003","66 and older","Urban Area","203","0.0859361303791094","0.0748063750424903","0.0970658857157286"
"Several times a year","2003","66 and older","Rural Area","105","0.0785278137383988","0.0635915512017952","0.0934640762750024"
"At least once a month","2003","16-34 y.","Urban Area","435","0.117445544954166","0.107347748750807","0.127543341157526"
"At least once a month","2003","16-34 y.","Rural Area","187","0.0807573702561228","0.0686611876642917","0.0928535528479539"
"At least once a month","2003","35-65 y.","Urban Area","686","0.0809678655646925","0.0751680868800071","0.0867676442493779"
"At least once a month","2003","35-65 y.","Rural Area","306","0.0776025932911166","0.0694360441908267","0.0857691423914065"
"At least once a month","2003","66 and older","Urban Area","71","0.0287841923704868","0.0221445552469848","0.0354238294939887"
"At least once a month","2003","66 and older","Rural Area","49","0.039859180360739","0.0289969072347312","0.0507214534867468"
"At lease once a week","2003","16-34 y.","Urban Area","1758","0.441810830580033","0.426235170749586","0.457386490410479"
"At lease once a week","2003","16-34 y.","Rural Area","817","0.433798275034684","0.411795792957306","0.455800757112061"
"At lease once a week","2003","35-65 y.","Urban Area","3249","0.358134992406123","0.347941219458181","0.368328765354065"
"At lease once a week","2003","35-65 y.","Rural Area","1328","0.31049919732393","0.296375804046331","0.324622590601529"
"At lease once a week","2003","66 and older","Urban Area","530","0.206029056192465","0.189967930154202","0.222090182230728"
"At lease once a week","2003","66 and older","Rural Area","187","0.138608778307776","0.119422768660418","0.157794787955134"
"Almost never or never","2004","16-34 y.","Urban Area","","","",""
"Almost never or never","2004","16-34 y.","Rural Area","","","",""
"Almost never or never","2004","35-65 y.","Urban Area","","","",""
"Almost never or never","2004","35-65 y.","Rural Area","","","",""
"Almost never or never","2004","66 and older","Urban Area","","","",""
"Almost never or never","2004","66 and older","Rural Area","","","",""
"Several times a year","2004","16-34 y.","Urban Area","","","",""
"Several times a year","2004","16-34 y.","Rural Area","","","",""
"Several times a year","2004","35-65 y.","Urban Area","","","",""
"Several times a year","2004","35-65 y.","Rural Area","","","",""
"Several times a year","2004","66 and older","Urban Area","","","",""
"Several times a year","2004","66 and older","Rural Area","","","",""
"At least once a month","2004","16-34 y.","Urban Area","","","",""
"At least once a month","2004","16-34 y.","Rural Area","","","",""
"At least once a month","2004","35-65 y.","Urban Area","","","",""
"At least once a month","2004","35-65 y.","Rural Area","","","",""
"At least once a month","2004","66 and older","Urban Area","","","",""
"At least once a month","2004","66 and older","Rural Area","","","",""
"At lease once a week","2004","16-34 y.","Urban Area","","","",""
"At lease once a week","2004","16-34 y.","Rural Area","","","",""
"At lease once a week","2004","35-65 y.","Urban Area","","","",""
"At lease once a week","2004","35-65 y.","Rural Area","","","",""
"At lease once a week","2004","66 and older","Urban Area","","","",""
"At lease once a week","2004","66 and older","Rural Area","","","",""
"Almost never or never","2005","16-34 y.","Urban Area","821","0.229667391495311","0.215831003735429","0.243503779255192"
"Almost never or never","2005","16-34 y.","Rural Area","440","0.252988116123934","0.232684086938646","0.273292145309223"
"Almost never or never","2005","35-65 y.","Urban Area","2929","0.393090849974634","0.382231845676249","0.40394985427302"
"Almost never or never","2005","35-65 y.","Rural Area","1582","0.437566472614332","0.42181006378204","0.453322881446625"
"Almost never or never","2005","66 and older","Urban Area","1706","0.699172455363611","0.681252219257325","0.717092691469896"
"Almost never or never","2005","66 and older","Rural Area","910","0.744877390149933","0.720835794629617","0.768918985670248"
"Several times a year","2005","16-34 y.","Urban Area","791","0.225419560887311","0.211673983827909","0.239165137946713"
"Several times a year","2005","16-34 y.","Rural Area","479","0.273436888052737","0.252619145340482","0.294254630764991"
"Several times a year","2005","35-65 y.","Urban Area","1517","0.201345531474733","0.192430309603942","0.210260753345524"
"Several times a year","2005","35-65 y.","Rural Area","821","0.212026507262301","0.199044241217564","0.225008773307038"
"Several times a year","2005","66 and older","Urban Area","174","0.0627862714159796","0.0533076660967217","0.0722648767352376"
"Several times a year","2005","66 and older","Rural Area","93","0.0800524817338804","0.065086150874442","0.0950188125933188"
"At least once a month","2005","16-34 y.","Urban Area","437","0.127219893056372","0.116258548056738","0.138181238056006"
"At least once a month","2005","16-34 y.","Rural Area","170","0.0998959684097349","0.0858907867242203","0.113901150095249"
"At least once a month","2005","35-65 y.","Urban Area","608","0.0816642185208908","0.0755758861466916","0.0877525508950899"
"At least once a month","2005","35-65 y.","Rural Area","267","0.0756063288265935","0.067209657026816","0.084003000626371"
"At least once a month","2005","66 and older","Urban Area","87","0.0327980632658852","0.0258386047406453","0.039757521791125"
"At least once a month","2005","66 and older","Rural Area","58","0.0379400243925766","0.0274035263161333","0.0484765224690198"
"At lease once a week","2005","16-34 y.","Urban Area","1501","0.417693154561006","0.401469879141225","0.433916429980788"
"At lease once a week","2005","16-34 y.","Rural Area","672","0.373679027413594","0.351083824166392","0.396274230660796"
"At lease once a week","2005","35-65 y.","Urban Area","2718","0.323899400029741","0.313495589665121","0.334303210394362"
"At lease once a week","2005","35-65 y.","Rural Area","1138","0.274800691296773","0.260621964893059","0.288979417700487"
"At lease once a week","2005","66 and older","Urban Area","549","0.205243209954525","0.189461854738678","0.221024565170371"
"At lease once a week","2005","66 and older","Rural Area","202","0.13713010372361","0.118159311092543","0.156100896354678"
"Almost never or never","2006","16-34 y.","Urban Area","","","",""
"Almost never or never","2006","16-34 y.","Rural Area","","","",""
"Almost never or never","2006","35-65 y.","Urban Area","","","",""
"Almost never or never","2006","35-65 y.","Rural Area","","","",""
"Almost never or never","2006","66 and older","Urban Area","","","",""
"Almost never or never","2006","66 and older","Rural Area","","","",""
"Several times a year","2006","16-34 y.","Urban Area","","","",""
"Several times a year","2006","16-34 y.","Rural Area","","","",""
"Several times a year","2006","35-65 y.","Urban Area","","","",""
"Several times a year","2006","35-65 y.","Rural Area","","","",""
"Several times a year","2006","66 and older","Urban Area","","","",""
"Several times a year","2006","66 and older","Rural Area","","","",""
"At least once a month","2006","16-34 y.","Urban Area","","","",""
"At least once a month","2006","16-34 y.","Rural Area","","","",""
"At least once a month","2006","35-65 y.","Urban Area","","","",""
"At least once a month","2006","35-65 y.","Rural Area","","","",""
"At least once a month","2006","66 and older","Urban Area","","","",""
"At least once a month","2006","66 and older","Rural Area","","","",""
"At lease once a week","2006","16-34 y.","Urban Area","","","",""
"At lease once a week","2006","16-34 y.","Rural Area","","","",""
"At lease once a week","2006","35-65 y.","Urban Area","","","",""
"At lease once a week","2006","35-65 y.","Rural Area","","","",""
"At lease once a week","2006","66 and older","Urban Area","","","",""
"At lease once a week","2006","66 and older","Rural Area","","","",""
"Almost never or never","2007","16-34 y.","Urban Area","712","0.233308237461923","0.218441585823826","0.248174889100021"
"Almost never or never","2007","16-34 y.","Rural Area","447","0.278463814350394","0.256548202771767","0.30037942592902"
"Almost never or never","2007","35-65 y.","Urban Area","2692","0.371682266231146","0.360807567085165","0.382556965377128"
"Almost never or never","2007","35-65 y.","Rural Area","1546","0.401083182031573","0.385593449051623","0.416572915011524"
"Almost never or never","2007","66 and older","Urban Area","1804","0.652661874643862","0.635227509888639","0.670096239399085"
"Almost never or never","2007","66 and older","Rural Area","1006","0.69952666432693","0.676232253460664","0.722821075193196"
"Several times a year","2007","16-34 y.","Urban Area","648","0.223225021921916","0.208587863247592","0.23786218059624"
"Several times a year","2007","16-34 y.","Rural Area","394","0.22744755639103","0.206952704906269","0.247942407875791"
"Several times a year","2007","35-65 y.","Urban Area","1426","0.198821419473692","0.189840145973403","0.207802692973981"
"Several times a year","2007","35-65 y.","Rural Area","819","0.213800283899243","0.200842998307079","0.226757569491407"
"Several times a year","2007","66 and older","Urban Area","228","0.0778565518672103","0.0680451152377665","0.087667988496654"
"Several times a year","2007","66 and older","Rural Area","125","0.0768560496335007","0.0633222304929533","0.0903898687740481"
"At least once a month","2007","16-34 y.","Urban Area","385","0.124122574125843","0.112532538164132","0.135712610087554"
"At least once a month","2007","16-34 y.","Rural Area","158","0.0977734290866329","0.0832520326250631","0.112294825548203"
"At least once a month","2007","35-65 y.","Urban Area","552","0.0680409649495682","0.0623743289619156","0.0737076009372208"
"At least once a month","2007","35-65 y.","Rural Area","272","0.0724082284630617","0.0642176258445347","0.0805988310815887"
"At least once a month","2007","66 and older","Urban Area","92","0.0294323740192218","0.0232435045178131","0.0356212435206304"
"At least once a month","2007","66 and older","Rural Area","46","0.0270722956236771","0.0188261793846076","0.0353184118627466"
"At lease once a week","2007","16-34 y.","Urban Area","1364","0.419344166490317","0.401998841967279","0.436689491013355"
"At lease once a week","2007","16-34 y.","Rural Area","608","0.396315200171943","0.372400461591546","0.420229938752341"
"At lease once a week","2007","35-65 y.","Urban Area","2916","0.361455349345594","0.350644380008774","0.372266318682413"
"At lease once a week","2007","35-65 y.","Rural Area","1209","0.312708305606122","0.298056751031836","0.327359860180409"
"At lease once a week","2007","66 and older","Urban Area","741","0.240049199469706","0.224409491219779","0.255688907719632"
"At lease once a week","2007","66 and older","Rural Area","311","0.196544990415892","0.176353964029573","0.216736016802212"
"Almost never or never","2008","16-34 y.","Urban Area","537","0.184769650051226","0.170612358138903","0.198926941963549"
"Almost never or never","2008","16-34 y.","Rural Area","338","0.226942410449931","0.205479447110147","0.248405373789715"
"Almost never or never","2008","35-65 y.","Urban Area","1989","0.296836824408656","0.286166268922088","0.307507379895225"
"Almost never or never","2008","35-65 y.","Rural Area","1107","0.308388219049638","0.293308403111174","0.323468034988102"
"Almost never or never","2008","66 and older","Urban Area","1535","0.550744109134617","0.532498143386599","0.568990074882636"
"Almost never or never","2008","66 and older","Rural Area","864","0.597583780561624","0.572557908503769","0.622609652619479"
"Several times a year","2008","16-34 y.","Urban Area","577","0.213777640325753","0.198822911789867","0.228732368861638"
"Several times a year","2008","16-34 y.","Rural Area","333","0.205745394563877","0.185031066020817","0.226459723106937"
"Several times a year","2008","35-65 y.","Urban Area","1413","0.207489375120187","0.198018272141233","0.216960478099141"
"Several times a year","2008","35-65 y.","Rural Area","867","0.249396171759767","0.235268641737796","0.263523701781737"
"Several times a year","2008","66 and older","Urban Area","306","0.103283765905751","0.0921205690527493","0.114446962758754"
"Several times a year","2008","66 and older","Rural Area","155","0.120013885656395","0.103429257486353","0.136598513826436"
"At least once a month","2008","16-34 y.","Urban Area","322","0.102644365565361","0.0915736790425003","0.113715052088222"
"At least once a month","2008","16-34 y.","Rural Area","174","0.145193435331973","0.127141102052234","0.163245768611713"
"At least once a month","2008","35-65 y.","Urban Area","598","0.0837222250457585","0.0772532714193789","0.0901911786721382"
"At least once a month","2008","35-65 y.","Rural Area","252","0.0762519800529197","0.0675859880684565","0.084917972037383"
"At least once a month","2008","66 and older","Urban Area","92","0.0335976617510142","0.0269880104643036","0.0402073130377248"
"At least once a month","2008","66 and older","Rural Area","53","0.0324952799000126","0.0234465261803226","0.0415440336197027"
"At lease once a week","2008","16-34 y.","Urban Area","1451","0.49880834405766","0.480569661272113","0.517047026843206"
"At lease once a week","2008","16-34 y.","Rural Area","618","0.422118759654218","0.396810484193538","0.447427035114899"
"At lease once a week","2008","35-65 y.","Urban Area","3042","0.411951575425398","0.400456026607516","0.423447124243281"
"At lease once a week","2008","35-65 y.","Rural Area","1377","0.365963629137675","0.350234958853241","0.38169229942211"
"At lease once a week","2008","66 and older","Urban Area","922","0.312374463208617","0.295374076725799","0.329374849691435"
"At lease once a week","2008","66 and older","Rural Area","403","0.249907053881969","0.227811805963532","0.272002301800406"
"Almost never or never","2009","16-34 y.","Urban Area","507","0.173784059398247","0.159326993866511","0.188241124929984"
"Almost never or never","2009","16-34 y.","Rural Area","341","0.257030035653258","0.233684538446101","0.280375532860415"
"Almost never or never","2009","35-65 y.","Urban Area","2085","0.340966764670687","0.329370340674469","0.352563188666906"
"Almost never or never","2009","35-65 y.","Rural Area","1386","0.403277945096363","0.38688261051819","0.419673279674537"
"Almost never or never","2009","66 and older","Urban Area","1668","0.623172871937259","0.605054670797228","0.641291073077289"
"Almost never or never","2009","66 and older","Rural Area","937","0.674428042473293","0.650191973691663","0.698664111254924"
"Several times a year","2009","16-34 y.","Urban Area","566","0.229780010353588","0.213729386723627","0.24583063398355"
"Several times a year","2009","16-34 y.","Rural Area","331","0.200599309209819","0.179206267532372","0.221992350887265"
"Several times a year","2009","35-65 y.","Urban Area","1272","0.202162216804056","0.192337462499426","0.211986971108685"
"Several times a year","2009","35-65 y.","Rural Area","717","0.205472709394787","0.191968676522954","0.21897674226662"
"Several times a year","2009","66 and older","Urban Area","219","0.0736598560605654","0.0638933235000451","0.0834263886210858"
"Several times a year","2009","66 and older","Rural Area","114","0.0851726221158067","0.0707351733366481","0.0996100708949654"
"At least once a month","2009","16-34 y.","Urban Area","326","0.117858101122289","0.105556055286607","0.130160146957971"
"At least once a month","2009","16-34 y.","Rural Area","159","0.140081352997184","0.121539872517781","0.158622833476586"
"At least once a month","2009","35-65 y.","Urban Area","473","0.0748442508956958","0.0684069908725001","0.0812815109188916"
"At least once a month","2009","35-65 y.","Rural Area","243","0.0765942838346473","0.0677058250626258","0.0854827426066688"
"At least once a month","2009","66 and older","Urban Area","83","0.0335240321902674","0.0267940582735439","0.0402540061069909"
"At least once a month","2009","66 and older","Rural Area","52","0.033503501042825","0.0241963639775207","0.0428106381081294"
"At lease once a week","2009","16-34 y.","Urban Area","1240","0.478577829125875","0.459518858956553","0.497636799295197"
"At lease once a week","2009","16-34 y.","Rural Area","515","0.40228930213974","0.376092980298117","0.428485623981362"
"At lease once a week","2009","35-65 y.","Urban Area","2589","0.382026767629561","0.370140482824748","0.393913052434374"
"At lease once a week","2009","35-65 y.","Rural Area","1093","0.314655061674202","0.299134623822609","0.330175499525795"
"At lease once a week","2009","66 and older","Urban Area","778","0.269643239811909","0.253051114392955","0.286235365230862"
"At lease once a week","2009","66 and older","Rural Area","333","0.206895834368075","0.185944491705052","0.227847177031097"
"Almost never or never","2010","16-34 y.","Urban Area","","","",""
"Almost never or never","2010","16-34 y.","Rural Area","","","",""
"Almost never or never","2010","35-65 y.","Urban Area","","","",""
"Almost never or never","2010","35-65 y.","Rural Area","","","",""
"Almost never or never","2010","66 and older","Urban Area","","","",""
"Almost never or never","2010","66 and older","Rural Area","","","",""
"Several times a year","2010","16-34 y.","Urban Area","","","",""
"Several times a year","2010","16-34 y.","Rural Area","","","",""
"Several times a year","2010","35-65 y.","Urban Area","","","",""
"Several times a year","2010","35-65 y.","Rural Area","","","",""
"Several times a year","2010","66 and older","Urban Area","","","",""
"Several times a year","2010","66 and older","Rural Area","","","",""
"At least once a month","2010","16-34 y.","Urban Area","","","",""
"At least once a month","2010","16-34 y.","Rural Area","","","",""
"At least once a month","2010","35-65 y.","Urban Area","","","",""
"At least once a month","2010","35-65 y.","Rural Area","","","",""
"At least once a month","2010","66 and older","Urban Area","","","",""
"At least once a month","2010","66 and older","Rural Area","","","",""
"At lease once a week","2010","16-34 y.","Urban Area","","","",""
"At lease once a week","2010","16-34 y.","Rural Area","","","",""
"At lease once a week","2010","35-65 y.","Urban Area","","","",""
"At lease once a week","2010","35-65 y.","Rural Area","","","",""
"At lease once a week","2010","66 and older","Urban Area","","","",""
"At lease once a week","2010","66 and older","Rural Area","","","",""
"Almost never or never","2011","16-34 y.","Urban Area","1340","0.229173253386773","0.216813233577242","0.241533273196304"
"Almost never or never","2011","16-34 y.","Rural Area","908","0.297644734967722","0.279236953852138","0.316052516083306"
"Almost never or never","2011","35-65 y.","Urban Area","3762","0.362059680561829","0.352885077321637","0.37123428380202"
"Almost never or never","2011","35-65 y.","Rural Area","2495","0.417836962398617","0.405212471147095","0.43046145365014"
"Almost never or never","2011","66 and older","Urban Area","1957","0.613254785905097","0.596819666353504","0.629689905456691"
"Almost never or never","2011","66 and older","Rural Area","1123","0.653774451212506","0.631703425873136","0.675845476551877"
"Several times a year","2011","16-34 y.","Urban Area","800","0.18657774257932","0.175121379820247","0.198034105338393"
"Several times a year","2011","16-34 y.","Rural Area","505","0.233473889782404","0.216442246444888","0.250505533119921"
"Several times a year","2011","35-65 y.","Urban Area","1855","0.184822490440711","0.177412618748219","0.192232362133202"
"Several times a year","2011","35-65 y.","Rural Area","1052","0.181046453786861","0.171190179311485","0.190902728262236"
"Several times a year","2011","66 and older","Urban Area","240","0.0683770736464258","0.0598595125130995","0.0768946347797521"
"Several times a year","2011","66 and older","Rural Area","144","0.0757676959912613","0.0634915627541404","0.0880438292283822"
"At least once a month","2011","16-34 y.","Urban Area","393","0.102018388471952","0.0931175326741275","0.110919244269777"
"At least once a month","2011","16-34 y.","Rural Area","174","0.0714584663029808","0.0610879248766124","0.0818290077293491"
"At least once a month","2011","35-65 y.","Urban Area","727","0.0693992151073117","0.0645478253053385","0.0742506049092849"
"At least once a month","2011","35-65 y.","Rural Area","380","0.0668449183884048","0.0604519986010687","0.0732378381757409"
"At least once a month","2011","66 and older","Urban Area","104","0.0285055132125456","0.0228895465275625","0.0341214798975288"
"At least once a month","2011","66 and older","Rural Area","37","0.0217237896721278","0.0149609744469624","0.0284866048972932"
"At lease once a week","2011","16-34 y.","Urban Area","1909","0.482230615561955","0.467536129981029","0.496925101142882"
"At lease once a week","2011","16-34 y.","Rural Area","783","0.397422908946893","0.377721074055402","0.417124743838383"
"At lease once a week","2011","35-65 y.","Urban Area","4197","0.383718613890149","0.374435297691385","0.393001930088914"
"At lease once a week","2011","35-65 y.","Rural Area","1936","0.334271665426117","0.322196684668668","0.346346646183566"
"At lease once a week","2011","66 and older","Urban Area","1072","0.289862627235931","0.274551498181879","0.305173756289983"
"At lease once a week","2011","66 and older","Rural Area","481","0.248734063124105","0.22868041169128","0.268787714556929"
"Almost never or never","2012","16-34 y.","Urban Area","","","",""
"Almost never or never","2012","16-34 y.","Rural Area","","","",""
"Almost never or never","2012","35-65 y.","Urban Area","","","",""
"Almost never or never","2012","35-65 y.","Rural Area","","","",""
"Almost never or never","2012","66 and older","Urban Area","","","",""
"Almost never or never","2012","66 and older","Rural Area","","","",""
"Several times a year","2012","16-34 y.","Urban Area","","","",""
"Several times a year","2012","16-34 y.","Rural Area","","","",""
"Several times a year","2012","35-65 y.","Urban Area","","","",""
"Several times a year","2012","35-65 y.","Rural Area","","","",""
"Several times a year","2012","66 and older","Urban Area","","","",""
"Several times a year","2012","66 and older","Rural Area","","","",""
"At least once a month","2012","16-34 y.","Urban Area","","","",""
"At least once a month","2012","16-34 y.","Rural Area","","","",""
"At least once a month","2012","35-65 y.","Urban Area","","","",""
"At least once a month","2012","35-65 y.","Rural Area","","","",""
"At least once a month","2012","66 and older","Urban Area","","","",""
"At least once a month","2012","66 and older","Rural Area","","","",""
"At lease once a week","2012","16-34 y.","Urban Area","","","",""
"At lease once a week","2012","16-34 y.","Rural Area","","","",""
"At lease once a week","2012","35-65 y.","Urban Area","","","",""
"At lease once a week","2012","35-65 y.","Rural Area","","","",""
"At lease once a week","2012","66 and older","Urban Area","","","",""
