"m11104","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1988","no migration background","Male","223","0.0614833508246792","0.0534042318234374","0.0695624698259209","3"
"At least once a month","1988","no migration background","Female","195","0.0504366464355459","0.0433253003042478","0.0575479925668439","3"
"At least once a month","1988","direct migration background","Male","59","0.0362316462282008","0.0264744967377131","0.0459887957186885","3"
"At least once a month","1988","direct migration background","Female","26","","","","3"
"At least once a month","1988","indirect migration background","Male","9","","","","3"
"At least once a month","1988","indirect migration background","Female","9","","","","3"
"Several times a year","1988","no migration background","Male","526","0.149507662277001","0.137514569914924","0.161500754639079","2"
"Several times a year","1988","no migration background","Female","515","0.127608698772472","0.11676662028205","0.138450777262893","2"
"Several times a year","1988","direct migration background","Female","91","0.0788666417371975","0.0639308803936751","0.0938024030807198","2"
"Several times a year","1988","direct migration background","Male","161","0.135197866869216","0.117343852076331","0.153051881662101","2"
"Several times a year","1988","indirect migration background","Male","17","","","","2"
"Several times a year","1988","indirect migration background","Female","22","","","","2"
"Almost never or never","1989","no migration background","Male","","","","","1"
"Almost never or never","1989","no migration background","Female","","","","","1"
"Almost never or never","1989","direct migration background","Male","","","","","1"
"Almost never or never","1989","direct migration background","Female","","","","","1"
"Almost never or never","1989","indirect migration background","Male","","","","","1"
"Almost never or never","1989","indirect migration background","Female","","","","","1"
"At lease once a week","1989","no migration background","Male","","","","","4"
"At lease once a week","1989","no migration background","Female","","","","","4"
"At lease once a week","1989","indirect migration background","Male","","","","","4"
"At lease once a week","1989","direct migration background","Male","","","","","4"
"At lease once a week","1989","direct migration background","Female","","","","","4"
"At lease once a week","1989","indirect migration background","Female","","","","","4"
"At least once a month","1989","no migration background","Female","","","","","3"
"At least once a month","1989","no migration background","Male","","","","","3"
"At least once a month","1989","direct migration background","Female","","","","","3"
"At least once a month","1989","direct migration background","Male","","","","","3"
"At least once a month","1989","indirect migration background","Male","","","","","3"
"At least once a month","1989","indirect migration background","Female","","","","","3"
"Several times a year","1989","no migration background","Female","","","","","2"
"Several times a year","1989","no migration background","Male","","","","","2"
"Several times a year","1989","direct migration background","Female","","","","","2"
"Several times a year","1989","direct migration background","Male","","","","","2"
"Several times a year","1989","indirect migration background","Male","","","","","2"
"Several times a year","1989","indirect migration background","Female","","","","","2"
"Almost never or never","1990","no migration background","Male","2286","0.406896793319156","0.393525267096831","0.42026831954148","1"
"Almost never or never","1990","no migration background","Female","3120","0.528543043463492","0.515504876684112","0.541581210242872","1"
"Almost never or never","1990","direct migration background","Male","773","0.51051491487083","0.484226105508473","0.536803724233188","1"
"Almost never or never","1990","direct migration background","Female","938","0.674518270500057","0.648718256003555","0.700318284996559","1"
"Almost never or never","1990","indirect migration background","Male","30","0.222641269610968","0.15492739498875","0.290355144233187","1"
"Almost never or never","1990","indirect migration background","Female","61","0.457778684918565","0.378313720372144","0.537243649464985","1"
"At lease once a week","1990","no migration background","Male","1413","0.292215016197944","0.279836298817056","0.304593733578833","4"
"At lease once a week","1990","no migration background","Female","1219","0.238224036473745","0.227097455074578","0.249350617872912","4"
"At lease once a week","1990","direct migration background","Male","291","0.22778650677325","0.205730359224896","0.249842654321604","4"
"At lease once a week","1990","indirect migration background","Male","70","0.413863878723019","0.333697531624987","0.49403022582105","4"
"At lease once a week","1990","direct migration background","Female","143","0.162352923277995","0.142047110454929","0.18265873610106","4"
"At lease once a week","1990","indirect migration background","Female","43","0.237229021649265","0.169380466034897","0.305077577263633","4"
"At least once a month","1990","no migration background","Male","429","0.089607498791394","0.0818332179698907","0.0973817796128974","3"
"At least once a month","1990","no migration background","Female","329","0.0658909529494472","0.0594110722406354","0.0723708336582589","3"
"At least once a month","1990","direct migration background","Female","50","0.0400338562800725","0.0292393830231709","0.0508283295369742","3"
"At least once a month","1990","direct migration background","Male","103","0.0755165855133471","0.0616212927077207","0.0894118783189735","3"
"At least once a month","1990","indirect migration background","Male","24","","","","3"
"At least once a month","1990","indirect migration background","Female","18","","","","3"
"Several times a year","1990","no migration background","Male","1057","0.211280691691506","0.200169392241048","0.222391991141963","2"
"Several times a year","1990","no migration background","Female","963","0.167341967113316","0.157592270530917","0.177091663695715","2"
"Several times a year","1990","direct migration background","Male","222","0.186181992842572","0.165711445594049","0.206652540091096","2"
"Several times a year","1990","direct migration background","Female","136","0.123094949941876","0.105004215973904","0.141185683909848","2"
"Several times a year","1990","indirect migration background","Male","21","","","","2"
"Several times a year","1990","indirect migration background","Female","29","","","","2"
"Almost never or never","1991","no migration background","Male","","","","","1"
"Almost never or never","1991","no migration background","Female","","","","","1"
"Almost never or never","1991","direct migration background","Male","","","","","1"
"Almost never or never","1991","direct migration background","Female","","","","","1"
"Almost never or never","1991","indirect migration background","Male","","","","","1"
"Almost never or never","1991","indirect migration background","Female","","","","","1"
"At lease once a week","1991","no migration background","Male","","","","","4"
"At lease once a week","1991","no migration background","Female","","","","","4"
"At lease once a week","1991","indirect migration background","Male","","","","","4"
"At lease once a week","1991","direct migration background","Male","","","","","4"
"At lease once a week","1991","direct migration background","Female","","","","","4"
"At lease once a week","1991","indirect migration background","Female","","","","","4"
"At least once a month","1991","no migration background","Female","","","","","3"
"At least once a month","1991","no migration background","Male","","","","","3"
"At least once a month","1991","direct migration background","Female","","","","","3"
"At least once a month","1991","direct migration background","Male","","","","","3"
"At least once a month","1991","indirect migration background","Male","","","","","3"
"At least once a month","1991","indirect migration background","Female","","","","","3"
"Several times a year","1991","no migration background","Female","","","","","2"
"Several times a year","1991","no migration background","Male","","","","","2"
"Several times a year","1991","direct migration background","Male","","","","","2"
"Several times a year","1991","direct migration background","Female","","","","","2"
"Several times a year","1991","indirect migration background","Male","","","","","2"
"Several times a year","1991","indirect migration background","Female","","","","","2"
"Almost never or never","1992","no migration background","Male","2403","0.487852044302735","0.473822032741369","0.501882055864101","1"
"Almost never or never","1992","no migration background","Female","3157","0.591619768513002","0.578464555441965","0.60477498158404","1"
"Almost never or never","1992","direct migration background","Male","811","0.608550800746452","0.582080271403744","0.63502133008916","1"
"Almost never or never","1992","direct migration background","Female","922","0.709228259491696","0.683545262475562","0.734911256507829","1"
"Almost never or never","1992","indirect migration background","Male","40","0.245761348702765","0.186535505156234","0.304987192249295","1"
"Almost never or never","1992","indirect migration background","Female","68","0.42048301763424","0.351375169676898","0.489590865591581","1"
"At lease once a week","1992","no migration background","Male","1171","0.251373301905411","0.239197194424035","0.263549409386786","4"
"At lease once a week","1992","no migration background","Female","1102","0.219178977863784","0.208107148348618","0.230250807378949","4"
"At lease once a week","1992","direct migration background","Male","246","0.206519027951542","0.184564464951393","0.228473590951691","4"
"At lease once a week","1992","indirect migration background","Male","102","0.447439633549974","0.379039466418954","0.515839800680994","4"
"At lease once a week","1992","direct migration background","Female","114","0.128678881846958","0.109741525710345","0.147616237983572","4"
"At lease once a week","1992","indirect migration background","Female","60","0.301929588317081","0.237657485669868","0.366201690964293","4"
"At least once a month","1992","no migration background","Male","368","0.0787277308933759","0.0711685609508429","0.0862869008359089","3"
"At least once a month","1992","no migration background","Female","244","0.0476173712145159","0.0419179253467268","0.053316817082305","3"
"At least once a month","1992","direct migration background","Female","37","0.0258805687947741","0.0169007081096235","0.0348604294799247","3"
"At least once a month","1992","direct migration background","Male","68","0.0577417651819585","0.0450912998297928","0.0703922305341243","3"
"At least once a month","1992","indirect migration background","Male","25","","","","3"
"At least once a month","1992","indirect migration background","Female","22","","","","3"
"Several times a year","1992","no migration background","Male","934","0.182046922898478","0.171215834282441","0.192878011514515","2"
"Several times a year","1992","no migration background","Female","860","0.141583882408698","0.132253487347523","0.150914277469873","2"
"Several times a year","1992","direct migration background","Female","128","0.136212289866572","0.116812892248344","0.155611687484799","2"
"Several times a year","1992","direct migration background","Male","181","0.127188406120048","0.1091183076879","0.145258504552195","2"
"Several times a year","1992","indirect migration background","Male","36","0.19310943302638","0.138808269478831","0.247410596573929","2"
"Several times a year","1992","indirect migration background","Female","46","0.207644096240275","0.150858263583172","0.264429928897378","2"
"Almost never or never","1993","no migration background","Male","","","","","1"
"Almost never or never","1993","no migration background","Female","","","","","1"
"Almost never or never","1993","direct migration background","Male","","","","","1"
"Almost never or never","1993","direct migration background","Female","","","","","1"
"Almost never or never","1993","indirect migration background","Male","","","","","1"
"Almost never or never","1993","indirect migration background","Female","","","","","1"
"At lease once a week","1993","no migration background","Male","","","","","4"
"At lease once a week","1993","no migration background","Female","","","","","4"
"At lease once a week","1993","direct migration background","Male","","","","","4"
"At lease once a week","1993","direct migration background","Female","","","","","4"
"At lease once a week","1993","indirect migration background","Male","","","","","4"
"At lease once a week","1993","indirect migration background","Female","","","","","4"
"At least once a month","1993","no migration background","Female","","","","","3"
"At least once a month","1993","no migration background","Male","","","","","3"
"At least once a month","1993","direct migration background","Female","","","","","3"
"At least once a month","1993","direct migration background","Male","","","","","3"
"At least once a month","1993","indirect migration background","Male","","","","","3"
"At least once a month","1993","indirect migration background","Female","","","","","3"
"Several times a year","1993","no migration background","Female","","","","","2"
"Several times a year","1993","no migration background","Male","","","","","2"
"Several times a year","1993","direct migration background","Male","","","","","2"
"Several times a year","1993","direct migration background","Female","","","","","2"
"Several times a year","1993","indirect migration background","Male","","","","","2"
"Several times a year","1993","indirect migration background","Female","","","","","2"
"Almost never or never","1994","no migration background","Male","2268","0.479158821701838","0.464869135456191","0.493448507947486","1"
"Almost never or never","1994","no migration background","Female","3035","0.58374670787461","0.570356507623369","0.59713690812585","1"
"Almost never or never","1994","direct migration background","Male","716","0.581632972475147","0.553734538781884","0.609531406168411","1"
"Almost never or never","1994","direct migration background","Female","862","0.704445262021741","0.677981131597974","0.730909392445509","1"
"Almost never or never","1994","indirect migration background","Male","41","0.183679598690843","0.135192540544192","0.232166656837494","1"
"Almost never or never","1994","indirect migration background","Female","87","0.343307867655702","0.283608773835123","0.40300696147628","1"
"At lease once a week","1994","no migration background","Female","1032","0.214655363026734","0.203502226407949","0.225808499645518","4"
"At lease once a week","1994","no migration background","Male","1146","0.251745222457926","0.239330538714392","0.264159906201459","4"
"At lease once a week","1994","direct migration background","Male","200","0.185221127415741","0.163250536965452","0.20719171786603","4"
"At lease once a week","1994","direct migration background","Female","105","0.147257153262852","0.126704765658419","0.167809540867285","4"
"At lease once a week","1994","indirect migration background","Male","122","0.452529780510486","0.390203834186805","0.514855726834167","4"
"At lease once a week","1994","indirect migration background","Female","56","0.237763264512812","0.184237575132169","0.291288953893455","4"
"At least once a month","1994","no migration background","Male","333","0.0674418530318624","0.0602683216887689","0.0746153843749559","3"
"At least once a month","1994","no migration background","Female","275","0.0542153796122157","0.0480642711578435","0.0603664880665878","3"
"At least once a month","1994","direct migration background","Female","29","","","","3"
"At least once a month","1994","direct migration background","Male","78","0.0595137052108183","0.0461335448754618","0.0728938655461748","3"
"At least once a month","1994","indirect migration background","Male","35","0.113593578039643","0.0738599350331791","0.153327221046107","3"
"At least once a month","1994","indirect migration background","Female","28","","","","3"
"Several times a year","1994","no migration background","Male","948","0.201654102808374","0.190177076614391","0.213131129002357","2"
"Several times a year","1994","no migration background","Female","864","0.147382549486441","0.13775321771808","0.157011881254802","2"
"Several times a year","1994","direct migration background","Female","146","0.119740782528852","0.100911170326471","0.138570394731232","2"
"Several times a year","1994","direct migration background","Male","207","0.173632194898293","0.152209287555989","0.195055102240598","2"
"Several times a year","1994","indirect migration background","Male","47","0.250197042759028","0.195962034652598","0.304432050865458","2"
"Several times a year","1994","indirect migration background","Female","72","0.320010386472666","0.261359020528715","0.378661752416616","2"
"Almost never or never","1995","no migration background","Male","1708","0.369704010206909","0.355950135120302","0.383457885293517","1"
"Almost never or never","1995","no migration background","Female","2309","0.47049686156039","0.45697735294812","0.484016370172661","1"
"Almost never or never","1995","direct migration background","Female","954","0.609511947339373","0.583734858940951","0.635289035737795","1"
"Almost never or never","1995","direct migration background","Male","790","0.507415342926603","0.481338621929457","0.533492063923749","1"
"Almost never or never","1995","indirect migration background","Female","91","0.360514989098859","0.301697706478604","0.419332271719114","1"
"Almost never or never","1995","indirect migration background","Male","32","0.144220222250975","0.101016086414208","0.187424358087741","1"
"At lease once a week","1995","no migration background","Male","1413","0.29955601847891","0.286504788220874","0.312607248736945","4"
"At lease once a week","1995","no migration background","Female","1401","0.273369576710652","0.261297551021997","0.285441602399308","4"
"At lease once a week","1995","direct migration background","Male","283","0.241503500003739","0.219179642185606","0.263827357821872","4"
"At lease once a week","1995","direct migration background","Female","170","0.195722787679899","0.174759352379318","0.216686222980481","4"
"At lease once a week","1995","indirect migration background","Male","137","0.528275374688994","0.466884235805524","0.589666513572465","4"
"At lease once a week","1995","indirect migration background","Female","81","0.321003901360146","0.26381432187758","0.378193480842712","4"
"At least once a month","1995","no migration background","Female","339","0.0582217995353922","0.0518792276059428","0.0645643714648416","3"
"At least once a month","1995","no migration background","Male","421","0.0948045673919393","0.0864579303107645","0.103151204473114","3"
"At least once a month","1995","direct migration background","Female","51","0.0422997758100133","0.0316651380503516","0.0529344135696751","3"
"At least once a month","1995","direct migration background","Male","88","0.0598975340040668","0.0475203225663514","0.0722747454417822","3"
"At least once a month","1995","indirect migration background","Male","29","","","","3"
"At least once a month","1995","indirect migration background","Female","32","0.10258983692703","0.0654212740100951","0.139758399843966","3"
"Several times a year","1995","no migration background","Female","1187","0.197911762193565","0.187119930867256","0.208703593519875","2"
"Several times a year","1995","no migration background","Male","1190","0.235935403922242","0.223838135454036","0.248032672390447","2"
"Several times a year","1995","direct migration background","Female","201","0.152465489170714","0.133472061578295","0.171458916763134","2"
"Several times a year","1995","direct migration background","Male","251","0.191183623065591","0.170672896045823","0.211694350085358","2"
"Several times a year","1995","indirect migration background","Male","56","0.221450403836351","0.170386664688365","0.272514142984337","2"
"Several times a year","1995","indirect migration background","Female","52","0.215891272613965","0.1654908944086","0.26629165081933","2"
"Almost never or never","1996","no migration background","Male","1973","0.423025955990626","0.408892831178379","0.437159080802873","1"
"Almost never or never","1996","no migration background","Female","2680","0.527013246748188","0.513414392387446","0.540612101108929","1"
"Almost never or never","1996","direct migration background","Male","775","0.557566622850153","0.53068106385875","0.584452181841555","1"
"Almost never or never","1996","direct migration background","Female","930","0.652046699531807","0.62609410488845","0.677999294175163","1"
"Almost never or never","1996","indirect migration background","Male","40","0.14614922445843","0.103856083465915","0.188442365450945","1"
"Almost never or never","1996","indirect migration background","Female","109","0.362465037551127","0.305752560801125","0.41917751430113","1"
"At lease once a week","1996","no migration background","Male","1234","0.269228490950413","0.256539477423917","0.281917504476909","4"
"At lease once a week","1996","no migration background","Female","1155","0.234904848164418","0.2233578051649","0.246451891163936","4"
"At lease once a week","1996","direct migration background","Male","211","0.186144699184538","0.165075613947946","0.20721378442113","4"
"At lease once a week","1996","direct migration background","Female","117","0.139634230901422","0.120749166812031","0.158519294990812","4"
"At lease once a week","1996","indirect migration background","Male","117","0.471710475572554","0.411944439303726","0.531476511841382","4"
"At lease once a week","1996","indirect migration background","Female","58","0.245880888140735","0.195079461307855","0.296682314973616","4"
"At least once a month","1996","no migration background","Female","326","0.0589597402694032","0.0525439678422821","0.0653755126965244","3"
"At least once a month","1996","no migration background","Male","377","0.0804804323085054","0.0726982359166769","0.088262628700334","3"
"At least once a month","1996","direct migration background","Female","50","0.0565226984861384","0.0439404538539201","0.0691049431183567","3"
"At least once a month","1996","direct migration background","Male","96","0.0749566902940102","0.060702814193025","0.0892105663949953","3"
"At least once a month","1996","indirect migration background","Male","38","0.139305040835987","0.0978489125391581","0.180761169132816","3"
"At least once a month","1996","indirect migration background","Female","35","0.12757757173474","0.0882185652937303","0.166936578175749","3"
"Several times a year","1996","no migration background","Female","1017","0.179122164817991","0.168677824911844","0.189566504724138","2"
"Several times a year","1996","no migration background","Male","1110","0.227265120750456","0.215276804247948","0.239253437252964","2"
"Several times a year","1996","direct migration background","Female","197","0.151796371080633","0.132245698139345","0.171347044021921","2"
"Several times a year","1996","direct migration background","Male","229","0.181331987671299","0.160475658767466","0.202188316575133","2"
"Several times a year","1996","indirect migration background","Male","73","0.242835259133029","0.191498108812666","0.294172409453391","2"
"Several times a year","1996","indirect migration background","Female","74","0.264076502573397","0.21206795031282","0.316085054833974","2"
"Almost never or never","1997","no migration background","Male","2081","0.453485258740545","0.439168729015046","0.467801788466044","1"
"Almost never or never","1997","no migration background","Female","2666","0.532541248611059","0.518835750757319","0.546246746464799","1"
"Almost never or never","1997","direct migration background","Female","922","0.69620230127185","0.670438060489918","0.721966542053783","1"
"Almost never or never","1997","direct migration background","Male","761","0.58671849485627","0.559365726358763","0.614071263353777","1"
"Almost never or never","1997","indirect migration background","Female","94","0.31960451274648","0.264688958629523","0.374520066863437","1"
"Almost never or never","1997","indirect migration background","Male","35","0.13118784249698","0.0923985966361294","0.16997708835783","1"
"At lease once a week","1997","no migration background","Male","1226","0.27471498519338","0.261878363003623","0.287551607383136","4"
"At lease once a week","1997","no migration background","Female","1198","0.247076652010412","0.235228850252598","0.258924453768226","4"
"At lease once a week","1997","direct migration background","Male","220","0.211508318292229","0.188824001723365","0.234192634861093","4"
"At lease once a week","1997","direct migration background","Female","103","0.121228660327396","0.102943533489545","0.139513787165248","4"
"At lease once a week","1997","indirect migration background","Male","145","0.443320946684168","0.386243680648033","0.500398212720304","4"
"At lease once a week","1997","indirect migration background","Female","80","0.331708498883561","0.276262594075536","0.387154403691585","4"
"At least once a month","1997","no migration background","Male","345","0.0657603968938928","0.0586324151058452","0.0728883786819405","3"
"At least once a month","1997","no migration background","Female","248","0.0475486667015676","0.0417029587922433","0.0533943746108918","3"
"At least once a month","1997","direct migration background","Male","66","0.0640247225911047","0.0504268973043658","0.0776225478778435","3"
"At least once a month","1997","direct migration background","Female","36","0.0270652621837603","0.0179743940909667","0.0361561302765539","3"
"At least once a month","1997","indirect migration background","Male","44","0.171711103544266","0.128380802542874","0.215041404545659","3"
"At least once a month","1997","indirect migration background","Female","24","","","","3"
"Several times a year","1997","no migration background","Male","993","0.206039359172183","0.194408017486356","0.21767070085801","2"
"Several times a year","1997","no migration background","Female","979","0.172833432676962","0.162447227286664","0.183219638067259","2"
"Several times a year","1997","direct migration background","Female","163","0.155503776216993","0.135202342571395","0.17580520986259","2"
"Several times a year","1997","direct migration background","Male","198","0.137748464260396","0.118604856539027","0.156892071981765","2"
"Several times a year","1997","indirect migration background","Male","67","0.253780107274586","0.203780822032923","0.303779392516248","2"
"Several times a year","1997","indirect migration background","Female","79","0.276517218672662","0.22384478363331","0.329189653712014","2"
"Almost never or never","1998","no migration background","Male","1842","0.351079450493032","0.338282298301072","0.363876602684993","1"
"Almost never or never","1998","no migration background","Female","2446","0.438984539826263","0.426275214212228","0.451693865440298","1"
"Almost never or never","1998","direct migration background","Female","823","0.631749071455331","0.604310154646224","0.659187988264439","1"
"Almost never or never","1998","direct migration background","Male","687","0.528388585046386","0.500296332880266","0.556480837212505","1"
"Almost never or never","1998","indirect migration background","Female","94","0.321512747166022","0.267850168143662","0.375175326188382","1"
"Almost never or never","1998","indirect migration background","Male","49","0.120210428368645","0.0838914845791649","0.156529372158125","1"
"At lease once a week","1998","no migration background","Male","1685","0.324187446029131","0.31163795563975","0.336736936418512","4"
