"m11104","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Almost never or never","2002","middle vocational","East Germany","","","",""
"Almost never or never","2002","vocational + Abi","West Germany","","","",""
"Almost never or never","2002","vocational + Abi","East Germany","","","",""
"Almost never or never","2002","higher vocational","West Germany","","","",""
"Almost never or never","2002","higher vocational","East Germany","","","",""
"Almost never or never","2002","higher education","West Germany","","","",""
"Almost never or never","2002","higher education","East Germany","","","",""
"Several times a year","2002","in school","West Germany","","","",""
"Several times a year","2002","in school","East Germany","","","",""
"Several times a year","2002","inadequately","West Germany","","","",""
"Several times a year","2002","inadequately","East Germany","","","",""
"Several times a year","2002","general elemantary","West Germany","","","",""
"Several times a year","2002","general elemantary","East Germany","","","",""
"Several times a year","2002","middle vocational","West Germany","","","",""
"Several times a year","2002","middle vocational","East Germany","","","",""
"Several times a year","2002","vocational + Abi","West Germany","","","",""
"Several times a year","2002","vocational + Abi","East Germany","","","",""
"Several times a year","2002","higher vocational","West Germany","","","",""
"Several times a year","2002","higher vocational","East Germany","","","",""
"Several times a year","2002","higher education","West Germany","","","",""
"Several times a year","2002","higher education","East Germany","","","",""
"At least once a month","2002","in school","West Germany","","","",""
"At least once a month","2002","in school","East Germany","","","",""
"At least once a month","2002","inadequately","West Germany","","","",""
"At least once a month","2002","inadequately","East Germany","","","",""
"At least once a month","2002","general elemantary","West Germany","","","",""
"At least once a month","2002","general elemantary","East Germany","","","",""
"At least once a month","2002","middle vocational","West Germany","","","",""
"At least once a month","2002","middle vocational","East Germany","","","",""
"At least once a month","2002","vocational + Abi","West Germany","","","",""
"At least once a month","2002","vocational + Abi","East Germany","","","",""
"At least once a month","2002","higher vocational","West Germany","","","",""
"At least once a month","2002","higher vocational","East Germany","","","",""
"At least once a month","2002","higher education","West Germany","","","",""
"At least once a month","2002","higher education","East Germany","","","",""
"At lease once a week","2002","in school","West Germany","","","",""
"At lease once a week","2002","in school","East Germany","","","",""
"At lease once a week","2002","inadequately","West Germany","","","",""
"At lease once a week","2002","inadequately","East Germany","","","",""
"At lease once a week","2002","general elemantary","West Germany","","","",""
"At lease once a week","2002","general elemantary","East Germany","","","",""
"At lease once a week","2002","middle vocational","West Germany","","","",""
"At lease once a week","2002","middle vocational","East Germany","","","",""
"At lease once a week","2002","vocational + Abi","West Germany","","","",""
"At lease once a week","2002","vocational + Abi","East Germany","","","",""
"At lease once a week","2002","higher vocational","West Germany","","","",""
"At lease once a week","2002","higher vocational","East Germany","","","",""
"At lease once a week","2002","higher education","West Germany","","","",""
"At lease once a week","2002","higher education","East Germany","","","",""
"Almost never or never","2003","in school","West Germany","51","0.119843290853056","0.0899353953230892","0.149751186383023"
"Almost never or never","2003","in school","East Germany","25","","",""
"Almost never or never","2003","inadequately","West Germany","208","0.782223032947428","0.731264244607515","0.833181821287341"
"Almost never or never","2003","inadequately","East Germany","11","","",""
"Almost never or never","2003","general elemantary","West Germany","1395","0.613636417714161","0.593882587338971","0.63339024808935"
"Almost never or never","2003","general elemantary","East Germany","247","0.650366019770615","0.604706975383171","0.696025064158059"
"Almost never or never","2003","middle vocational","West Germany","3191","0.409777181813187","0.399191312775925","0.42036305085045"
"Almost never or never","2003","middle vocational","East Germany","1327","0.486051330249803","0.46758472839988","0.504517932099726"
"Almost never or never","2003","vocational + Abi","West Germany","262","0.273199055338853","0.24579918073531","0.300598929942397"
"Almost never or never","2003","vocational + Abi","East Germany","30","0.220856101646018","0.152866325648356","0.288845877643679"
"Almost never or never","2003","higher vocational","West Germany","339","0.279536469038569","0.254415979727642","0.304656958349497"
"Almost never or never","2003","higher vocational","East Germany","192","0.427085309040117","0.381483594737626","0.472687023342608"
"Almost never or never","2003","higher education","West Germany","618","0.229948459237049","0.215034103435871","0.244862815038227"
"Almost never or never","2003","higher education","East Germany","312","0.273630936173483","0.249283601401039","0.297978270945927"
"Several times a year","2003","in school","West Germany","39","0.0787059497407734","0.053908791970464","0.103503107511083"
"Several times a year","2003","in school","East Germany","33","0.246677582945277","0.180296264875837","0.313058901014716"
"Several times a year","2003","inadequately","West Germany","13","","",""
"Several times a year","2003","inadequately","East Germany","1","","",""
"Several times a year","2003","general elemantary","West Germany","346","0.139055192284286","0.125018042770651","0.153092341797922"
"Several times a year","2003","general elemantary","East Germany","72","0.137522236002093","0.104545968638666","0.17049850336552"
"Several times a year","2003","middle vocational","West Germany","1617","0.196909637499893","0.188349902356681","0.205469372643106"
"Several times a year","2003","middle vocational","East Germany","634","0.211963126093865","0.196862690607766","0.227063561579964"
"Several times a year","2003","vocational + Abi","West Germany","205","0.199490824170097","0.174918521477219","0.224063126862975"
"Several times a year","2003","vocational + Abi","East Germany","32","0.17716057491201","0.114582649857224","0.239738499966796"
"Several times a year","2003","higher vocational","West Germany","268","0.211181197210102","0.188334727214176","0.234027667206029"
"Several times a year","2003","higher vocational","East Germany","112","0.221220660195871","0.182955906123562","0.25948541426818"
"Several times a year","2003","higher education","West Germany","537","0.176006492129107","0.162508922107241","0.189504062150973"
"Several times a year","2003","higher education","East Germany","322","0.242388576365253","0.218985686396339","0.265791466334168"
"At least once a month","2003","in school","West Germany","24","","",""
"At least once a month","2003","in school","East Germany","11","","",""
"At least once a month","2003","inadequately","West Germany","9","","",""
"At least once a month","2003","inadequately","East Germany","1","","",""
"At least once a month","2003","general elemantary","West Germany","139","0.051982808889468","0.0429767321540208","0.0609888856249151"
"At least once a month","2003","general elemantary","East Germany","22","","",""
"At least once a month","2003","middle vocational","West Germany","635","0.0755558707297485","0.069867091561581","0.0812446498979159"
"At least once a month","2003","middle vocational","East Germany","190","0.063848282297686","0.0548152456392646","0.0728813189561075"
"At least once a month","2003","vocational + Abi","West Germany","85","0.076932878191767","0.0605468435582143","0.0933189128253198"
"At least once a month","2003","vocational + Abi","East Germany","17","","",""
"At least once a month","2003","higher vocational","West Germany","115","0.0962476052097335","0.079738537350032","0.112756673069435"
"At least once a month","2003","higher vocational","East Germany","29","","",""
"At least once a month","2003","higher education","West Germany","307","0.106017954405159","0.095106479479708","0.11692942933061"
"At least once a month","2003","higher education","East Germany","127","0.095236334890603","0.0792053918192429","0.111267277961963"
"At lease once a week","2003","in school","West Germany","339","0.764852019314241","0.725798666436061","0.803905372192422"
"At lease once a week","2003","in school","East Germany","93","0.525926835335128","0.449035759839662","0.602817910830594"
"At lease once a week","2003","inadequately","West Germany","22","","",""
"At lease once a week","2003","inadequately","East Germany","2","","",""
"At lease once a week","2003","general elemantary","West Germany","454","0.195325581112085","0.179241830695517","0.211409331528653"
"At lease once a week","2003","general elemantary","East Germany","78","0.16620837655343","0.130563567122361","0.2018531859845"
"At lease once a week","2003","middle vocational","West Germany","2848","0.317757309957171","0.307735137904459","0.327779482009882"
"At lease once a week","2003","middle vocational","East Germany","663","0.238137261358646","0.222399676363861","0.25387484635343"
"At lease once a week","2003","vocational + Abi","West Germany","464","0.450377242299282","0.41978426044248","0.480970224156084"
"At lease once a week","2003","vocational + Abi","East Germany","64","0.483949686167678","0.402041708761409","0.565857663573946"
"At lease once a week","2003","higher vocational","West Germany","504","0.413034728541595","0.385473260655384","0.440596196427806"
"At lease once a week","2003","higher vocational","East Germany","119","0.282842777994072","0.241322657155749","0.324362898832395"
"At lease once a week","2003","higher education","West Germany","1596","0.488027094228684","0.470310721590291","0.505743466867078"
"At lease once a week","2003","higher education","East Germany","527","0.388744152570661","0.362122586044968","0.415365719096353"
"Almost never or never","2004","in school","West Germany","","","",""
"Almost never or never","2004","in school","East Germany","","","",""
"Almost never or never","2004","inadequately","West Germany","","","",""
"Almost never or never","2004","inadequately","East Germany","","","",""
"Almost never or never","2004","general elemantary","West Germany","","","",""
"Almost never or never","2004","general elemantary","East Germany","","","",""
"Almost never or never","2004","middle vocational","West Germany","","","",""
"Almost never or never","2004","middle vocational","East Germany","","","",""
"Almost never or never","2004","vocational + Abi","West Germany","","","",""
"Almost never or never","2004","vocational + Abi","East Germany","","","",""
"Almost never or never","2004","higher vocational","West Germany","","","",""
"Almost never or never","2004","higher vocational","East Germany","","","",""
"Almost never or never","2004","higher education","West Germany","","","",""
"Almost never or never","2004","higher education","East Germany","","","",""
"Several times a year","2004","in school","West Germany","","","",""
"Several times a year","2004","in school","East Germany","","","",""
"Several times a year","2004","inadequately","West Germany","","","",""
"Several times a year","2004","inadequately","East Germany","","","",""
"Several times a year","2004","general elemantary","West Germany","","","",""
"Several times a year","2004","general elemantary","East Germany","","","",""
"Several times a year","2004","middle vocational","West Germany","","","",""
"Several times a year","2004","middle vocational","East Germany","","","",""
"Several times a year","2004","vocational + Abi","West Germany","","","",""
"Several times a year","2004","vocational + Abi","East Germany","","","",""
"Several times a year","2004","higher vocational","West Germany","","","",""
"Several times a year","2004","higher vocational","East Germany","","","",""
"Several times a year","2004","higher education","West Germany","","","",""
"Several times a year","2004","higher education","East Germany","","","",""
"At least once a month","2004","in school","West Germany","","","",""
"At least once a month","2004","in school","East Germany","","","",""
"At least once a month","2004","inadequately","West Germany","","","",""
"At least once a month","2004","inadequately","East Germany","","","",""
"At least once a month","2004","general elemantary","West Germany","","","",""
"At least once a month","2004","general elemantary","East Germany","","","",""
"At least once a month","2004","middle vocational","West Germany","","","",""
"At least once a month","2004","middle vocational","East Germany","","","",""
"At least once a month","2004","vocational + Abi","West Germany","","","",""
"At least once a month","2004","vocational + Abi","East Germany","","","",""
"At least once a month","2004","higher vocational","West Germany","","","",""
"At least once a month","2004","higher vocational","East Germany","","","",""
"At least once a month","2004","higher education","West Germany","","","",""
"At least once a month","2004","higher education","East Germany","","","",""
"At lease once a week","2004","in school","West Germany","","","",""
"At lease once a week","2004","in school","East Germany","","","",""
"At lease once a week","2004","inadequately","West Germany","","","",""
"At lease once a week","2004","inadequately","East Germany","","","",""
"At lease once a week","2004","general elemantary","West Germany","","","",""
"At lease once a week","2004","general elemantary","East Germany","","","",""
"At lease once a week","2004","middle vocational","West Germany","","","",""
"At lease once a week","2004","middle vocational","East Germany","","","",""
"At lease once a week","2004","vocational + Abi","West Germany","","","",""
"At lease once a week","2004","vocational + Abi","East Germany","","","",""
"At lease once a week","2004","higher vocational","West Germany","","","",""
"At lease once a week","2004","higher vocational","East Germany","","","",""
"At lease once a week","2004","higher education","West Germany","","","",""
"At lease once a week","2004","higher education","East Germany","","","",""
"Almost never or never","2005","in school","West Germany","63","0.149703460995111","0.118524242557568","0.180882679432654"
"Almost never or never","2005","in school","East Germany","27","","",""
"Almost never or never","2005","inadequately","West Germany","173","0.668772726014876","0.607274986331521","0.730270465698231"
"Almost never or never","2005","inadequately","East Germany","9","","",""
"Almost never or never","2005","general elemantary","West Germany","1245","0.603764659045433","0.582638022249781","0.624891295841084"
"Almost never or never","2005","general elemantary","East Germany","196","0.647189456101697","0.596472007704767","0.697906904498627"
"Almost never or never","2005","middle vocational","West Germany","3209","0.444422348624329","0.433258187609407","0.455586509639251"
"Almost never or never","2005","middle vocational","East Germany","1388","0.544670049606791","0.525608350765627","0.563731748447955"
"Almost never or never","2005","vocational + Abi","West Germany","270","0.30505864565084","0.276023415365552","0.334093875936128"
"Almost never or never","2005","vocational + Abi","East Germany","47","0.304424242830971","0.233564035354721","0.375284450307222"
"Almost never or never","2005","higher vocational","West Germany","364","0.326289506792683","0.299025032076494","0.353553981508872"
"Almost never or never","2005","higher vocational","East Germany","202","0.484080106101443","0.436286125751201","0.531874086451685"
"Almost never or never","2005","higher education","West Germany","681","0.249544297210856","0.233813094369827","0.265275500051885"
"Almost never or never","2005","higher education","East Germany","413","0.359779309074866","0.333194786142239","0.386363832007494"
"Several times a year","2005","in school","West Germany","68","0.133948623687372","0.104183680742649","0.163713566632095"
"Several times a year","2005","in school","East Germany","27","","",""
"Several times a year","2005","inadequately","West Germany","25","","",""
"Several times a year","2005","inadequately","East Germany","4","","",""
"Several times a year","2005","general elemantary","West Germany","292","0.149689430545365","0.134279372501492","0.165099488589239"
"Several times a year","2005","general elemantary","East Germany","53","0.130095295038416","0.0943895962814164","0.165800993795415"
"Several times a year","2005","middle vocational","West Germany","1370","0.175312949637631","0.166770009786758","0.183855889488504"
"Several times a year","2005","middle vocational","East Germany","579","0.21885007312268","0.203024031864337","0.234676114381023"
"Several times a year","2005","vocational + Abi","West Germany","198","0.19850179378952","0.173348606589772","0.223654980989268"
"Several times a year","2005","vocational + Abi","East Germany","39","0.24185219198331","0.175913164202009","0.307791219764611"
"Several times a year","2005","higher vocational","West Germany","249","0.225885910119561","0.201569134771797","0.250202685467324"
"Several times a year","2005","higher vocational","East Germany","104","0.232515842388542","0.19211555728115","0.272916127495935"
"Several times a year","2005","higher education","West Germany","526","0.186749862663213","0.172583192147249","0.200916533179176"
"Several times a year","2005","higher education","East Germany","279","0.214214769000425","0.191488792018065","0.236940745982785"
"At least once a month","2005","in school","West Germany","46","0.06897110247088","0.0468259200068018","0.0911162849349583"
"At least once a month","2005","in school","East Germany","11","","",""
"At least once a month","2005","inadequately","West Germany","6","","",""
"At least once a month","2005","inadequately","East Germany","1","","",""
"At least once a month","2005","general elemantary","West Germany","106","0.0508364106490625","0.0413483403827177","0.0603244809154074"
"At least once a month","2005","general elemantary","East Germany","28","","",""
"At least once a month","2005","middle vocational","West Germany","606","0.0840940023886757","0.0778586109042067","0.0903293938731446"
"At least once a month","2005","middle vocational","East Germany","162","0.0600567842167776","0.050962603228352","0.0691509652052032"
"At least once a month","2005","vocational + Abi","West Germany","93","0.0980784205713188","0.0793228341073753","0.116834007035262"
"At least once a month","2005","vocational + Abi","East Germany","23","","",""
"At least once a month","2005","higher vocational","West Germany","91","0.0767174578537194","0.0612409369393382","0.0921939787681007"
"At least once a month","2005","higher vocational","East Germany","18","","",""
"At least once a month","2005","higher education","West Germany","285","0.107576980798016","0.0963135516151194","0.118840409980913"
"At least once a month","2005","higher education","East Germany","117","0.0918404359726091","0.075843235938332","0.107837636006886"
"At lease once a week","2005","in school","West Germany","326","0.647376812846637","0.605622811411445","0.689130814281829"
"At lease once a week","2005","in school","East Germany","81","0.485193853399043","0.404125533954013","0.566262172844073"
"At lease once a week","2005","inadequately","West Germany","21","","",""
"At lease once a week","2005","inadequately","East Germany","4","","",""
"At lease once a week","2005","general elemantary","West Germany","416","0.195709499760139","0.17857259667298","0.212846402847299"
"At lease once a week","2005","general elemantary","East Germany","64","0.169293616963369","0.129490693895027","0.20909654003171"
"At lease once a week","2005","middle vocational","West Germany","2425","0.296170699349364","0.285912751674911","0.306428647023817"
"At lease once a week","2005","middle vocational","East Germany","493","0.176423093053751","0.161832883029985","0.191013303077517"
"At lease once a week","2005","vocational + Abi","West Germany","405","0.398361139988321","0.36748905572707","0.429233224249572"
"At lease once a week","2005","vocational + Abi","East Germany","53","0.316978863861453","0.245327772868775","0.388629954854131"
"At lease once a week","2005","higher vocational","West Germany","432","0.371107125234037","0.343014203523195","0.399200046944879"
"At lease once a week","2005","higher vocational","East Germany","96","0.223037384742418","0.183225536572645","0.26284923291219"
"At lease once a week","2005","higher education","West Germany","1415","0.456128859327915","0.438023074372644","0.474234644283186"
"At lease once a week","2005","higher education","East Germany","443","0.334165485952099","0.308037262935385","0.360293708968814"
"Almost never or never","2006","in school","West Germany","","","",""
"Almost never or never","2006","in school","East Germany","","","",""
"Almost never or never","2006","inadequately","West Germany","","","",""
"Almost never or never","2006","inadequately","East Germany","","","",""
"Almost never or never","2006","general elemantary","West Germany","","","",""
"Almost never or never","2006","general elemantary","East Germany","","","",""
"Almost never or never","2006","middle vocational","West Germany","","","",""
"Almost never or never","2006","middle vocational","East Germany","","","",""
"Almost never or never","2006","vocational + Abi","West Germany","","","",""
"Almost never or never","2006","vocational + Abi","East Germany","","","",""
"Almost never or never","2006","higher vocational","West Germany","","","",""
"Almost never or never","2006","higher vocational","East Germany","","","",""
"Almost never or never","2006","higher education","West Germany","","","",""
"Almost never or never","2006","higher education","East Germany","","","",""
"Several times a year","2006","in school","West Germany","","","",""
"Several times a year","2006","in school","East Germany","","","",""
"Several times a year","2006","inadequately","West Germany","","","",""
"Several times a year","2006","inadequately","East Germany","","","",""
"Several times a year","2006","general elemantary","West Germany","","","",""
"Several times a year","2006","general elemantary","East Germany","","","",""
"Several times a year","2006","middle vocational","West Germany","","","",""
"Several times a year","2006","middle vocational","East Germany","","","",""
"Several times a year","2006","vocational + Abi","West Germany","","","",""
"Several times a year","2006","vocational + Abi","East Germany","","","",""
"Several times a year","2006","higher vocational","West Germany","","","",""
"Several times a year","2006","higher vocational","East Germany","","","",""
"Several times a year","2006","higher education","West Germany","","","",""
"Several times a year","2006","higher education","East Germany","","","",""
"At least once a month","2006","in school","West Germany","","","",""
"At least once a month","2006","in school","East Germany","","","",""
"At least once a month","2006","inadequately","West Germany","","","",""
"At least once a month","2006","inadequately","East Germany","","","",""
"At least once a month","2006","general elemantary","West Germany","","","",""
"At least once a month","2006","general elemantary","East Germany","","","",""
"At least once a month","2006","middle vocational","West Germany","","","",""
"At least once a month","2006","middle vocational","East Germany","","","",""
"At least once a month","2006","vocational + Abi","West Germany","","","",""
"At least once a month","2006","vocational + Abi","East Germany","","","",""
"At least once a month","2006","higher vocational","West Germany","","","",""
"At least once a month","2006","higher vocational","East Germany","","","",""
"At least once a month","2006","higher education","West Germany","","","",""
"At least once a month","2006","higher education","East Germany","","","",""
"At lease once a week","2006","in school","West Germany","","","",""
"At lease once a week","2006","in school","East Germany","","","",""
"At lease once a week","2006","inadequately","West Germany","","","",""
"At lease once a week","2006","inadequately","East Germany","","","",""
"At lease once a week","2006","general elemantary","West Germany","","","",""
"At lease once a week","2006","general elemantary","East Germany","","","",""
"At lease once a week","2006","middle vocational","West Germany","","","",""
"At lease once a week","2006","middle vocational","East Germany","","","",""
"At lease once a week","2006","vocational + Abi","West Germany","","","",""
"At lease once a week","2006","vocational + Abi","East Germany","","","",""
"At lease once a week","2006","higher vocational","West Germany","","","",""
"At lease once a week","2006","higher vocational","East Germany","","","",""
"At lease once a week","2006","higher education","West Germany","","","",""
"At lease once a week","2006","higher education","East Germany","","","",""
"Almost never or never","2007","in school","West Germany","24","","",""
"Almost never or never","2007","in school","East Germany","16","","",""
"Almost never or never","2007","inadequately","West Germany","154","0.758722121280819","0.698823037206339","0.8186212053553"
"Almost never or never","2007","inadequately","East Germany","16","","",""
"Almost never or never","2007","general elemantary","West Germany","1180","0.631445757386052","0.609610104227779","0.653281410544325"
"Almost never or never","2007","general elemantary","East Germany","210","0.656613189907556","0.605459060234052","0.707767319581059"
"Almost never or never","2007","middle vocational","West Germany","3181","0.424964203367566","0.413914133636435","0.436014273098697"
"Almost never or never","2007","middle vocational","East Germany","1383","0.537324106129066","0.518257444759915","0.556390767498218"
"Almost never or never","2007","vocational + Abi","West Germany","290","0.286894269127628","0.2589439352208","0.314844603034456"
"Almost never or never","2007","vocational + Abi","East Germany","48","0.269091669880726","0.201829412566828","0.336353927194625"
"Almost never or never","2007","higher vocational","West Germany","350","0.3088036443123","0.281818743623922","0.335788545000678"
"Almost never or never","2007","higher vocational","East Germany","194","0.42760100062433","0.379299084737452","0.475902916511208"
"Almost never or never","2007","higher education","West Germany","658","0.215704520207435","0.201195126833278","0.230213913581593"
"Almost never or never","2007","higher education","East Germany","404","0.341083267528367","0.31527308560296","0.366893449453775"
"Several times a year","2007","in school","West Germany","23","","",""
"Several times a year","2007","in school","East Germany","15","","",""
"Several times a year","2007","inadequately","West Germany","20","","",""
"Several times a year","2007","inadequately","East Germany","4","","",""
"Several times a year","2007","general elemantary","West Germany","239","0.14063915485493","0.124903371779274","0.156374937930587"
"Several times a year","2007","general elemantary","East Germany","41","0.165659096258769","0.125608083194164","0.205710109323375"
"Several times a year","2007","middle vocational","West Germany","1309","0.174509779965592","0.166025651121036","0.182993908810149"
"Several times a year","2007","middle vocational","East Germany","534","0.193464718362033","0.178359374105128","0.208570062618939"
"Several times a year","2007","vocational + Abi","West Germany","194","0.197829804930585","0.173213196198567","0.222446413662603"
"Several times a year","2007","vocational + Abi","East Germany","51","0.297980204695627","0.228612353480044","0.367348055911209"
"Several times a year","2007","higher vocational","West Germany","235","0.220397645981682","0.196186299519791","0.244608992443574"
"Several times a year","2007","higher vocational","East Germany","85","0.200598838386943","0.161501952891696","0.23969572388219"
"Several times a year","2007","higher education","West Germany","533","0.179218871848206","0.165689260318739","0.192748483377674"
"Several times a year","2007","higher education","East Germany","283","0.21452745089163","0.192178737174595","0.236876164608665"
"At least once a month","2007","in school","West Germany","23","","",""
"At least once a month","2007","in school","East Germany","11","","",""
"At least once a month","2007","inadequately","West Germany","5","","",""
"At least once a month","2007","inadequately","East Germany","","","",""
"At least once a month","2007","general elemantary","West Germany","93","0.0472248453174128","0.037623591764245","0.0568260988705806"
"At least once a month","2007","general elemantary","East Germany","21","","",""
"At least once a month","2007","middle vocational","West Germany","555","0.0718853233209307","0.0661115153051956","0.0776591313366659"
"At least once a month","2007","middle vocational","East Germany","152","0.0556481225037776","0.0468819454732807","0.0644142995342745"
"At least once a month","2007","vocational + Abi","West Germany","94","0.0948916421449391","0.0767818540143372","0.113001430275541"
"At least once a month","2007","vocational + Abi","East Germany","18","","",""
"At least once a month","2007","higher vocational","West Germany","74","0.0636231446160965","0.0493666814493328","0.0778796077828601"
"At least once a month","2007","higher vocational","East Germany","20","","",""
"At least once a month","2007","higher education","West Germany","288","0.0880865632806894","0.0780886027751256","0.0980845237862532"
"At least once a month","2007","higher education","East Germany","112","0.0822410187855567","0.0672836861273322","0.0971983514437812"
"At lease once a week","2007","in school","West Germany","189","0.690662934882801","0.634370859022351","0.746955010743251"
"At lease once a week","2007","in school","East Germany","40","0.47943823410147","0.371308874506208","0.587567593696732"
"At lease once a week","2007","inadequately","West Germany","17","","",""
"At lease once a week","2007","inadequately","East Germany","3","","",""
"At lease once a week","2007","general elemantary","West Germany","363","0.180690242441605","0.163274625296884","0.198105859586325"
"At lease once a week","2007","general elemantary","East Germany","59","0.124723931337212","0.0891295444133385","0.160318318261085"
"At lease once a week","2007","middle vocational","West Germany","2643","0.328640693345911","0.318140928332228","0.339140458359594"
"At lease once a week","2007","middle vocational","East Germany","558","0.213563053005123","0.197891462711418","0.229234643298827"
"At lease once a week","2007","vocational + Abi","West Germany","428","0.420384283796848","0.389881293768095","0.4508872738256"
"At lease once a week","2007","vocational + Abi","East Germany","50","0.322933189615652","0.252014294775774","0.39385208445553"
"At lease once a week","2007","higher vocational","West Germany","467","0.407175565089921","0.378478809579954","0.435872320599888"
"At lease once a week","2007","higher vocational","East Germany","104","0.267045259485265","0.223850945248838","0.310239573721691"
"At lease once a week","2007","higher education","West Germany","1608","0.516990044663669","0.499362212477269","0.534617876850069"
"At lease once a week","2007","higher education","East Germany","497","0.362148262794446","0.335981580300266","0.388314945288626"
"Almost never or never","2008","in school","West Germany","15","","",""
"Almost never or never","2008","in school","East Germany","8","","",""
"Almost never or never","2008","inadequately","West Germany","129","0.745436387678858","0.679368060276471","0.811504715081246"
"Almost never or never","2008","inadequately","East Germany","12","","",""
"Almost never or never","2008","general elemantary","West Germany","960","0.548687908306985","0.525150202904294","0.572225613709676"
"Almost never or never","2008","general elemantary","East Germany","168","0.574805584149679","0.519414273271022","0.630196895028337"
"Almost never or never","2008","middle vocational","West Germany","2490","0.345136177100647","0.334174680485191","0.356097673716104"
"Almost never or never","2008","middle vocational","East Germany","1118","0.441524995635077","0.422079288376398","0.460970702893757"
"Almost never or never","2008","vocational + Abi","West Germany","229","0.262864434369493","0.234512532600733","0.291216336138252"
"Almost never or never","2008","vocational + Abi","East Germany","38","0.214586293343807","0.15156250341317","0.277610083274444"
"Almost never or never","2008","higher vocational","West Germany","252","0.241108480411095","0.215136185572532","0.267080775249659"
"Almost never or never","2008","higher vocational","East Germany","133","0.314535772695411","0.267414056919007","0.361657488471815"
"Almost never or never","2008","higher education","West Germany","467","0.161157881843628","0.147894453241915","0.17442131044534"
"Almost never or never","2008","higher education","East Germany","263","0.238462696760708","0.214791553616825","0.262133839904592"
"Several times a year","2008","in school","West Germany","33","0.124188875208214","0.0847777779342402","0.163599972482189"
"Several times a year","2008","in school","East Germany","14","","",""
"Several times a year","2008","inadequately","West Germany","14","","",""
"Several times a year","2008","inadequately","East Germany","3","","",""
"Several times a year","2008","general elemantary","West Germany","236","0.153060891414278","0.136030636199702","0.170091146628853"
"Several times a year","2008","general elemantary","East Germany","44","0.153769218847532","0.113351993935918","0.194186443759147"
"Several times a year","2008","middle vocational","West Germany","1358","0.197696597075396","0.188513947178033","0.20687924697276"
"Several times a year","2008","middle vocational","East Germany","558","0.227507627864803","0.211090797641122","0.243924458088485"
"Several times a year","2008","vocational + Abi","West Germany","185","0.20961587578453","0.18339943153051","0.23583232003855"
"Several times a year","2008","vocational + Abi","East Germany","41","0.259806621703095","0.192485399096343","0.327127844309847"
"Several times a year","2008","higher vocational","West Germany","231","0.213446144860374","0.188567734838639","0.238324554882109"
"Several times a year","2008","higher vocational","East Germany","86","0.230942204611848","0.188173625888336","0.273710783335359"
"Several times a year","2008","higher education","West Germany","489","0.164421198817894","0.151050240766888","0.1777921568689"
"Several times a year","2008","higher education","East Germany","291","0.216773997771865","0.193885854814923","0.239662140728807"
"At least once a month","2008","in school","West Germany","19","","",""
"At least once a month","2008","in school","East Germany","11","","",""
"At least once a month","2008","inadequately","West Germany","10","","",""
"At least once a month","2008","inadequately","East Germany","1","","",""
"At least once a month","2008","general elemantary","West Germany","87","0.0556411002170671","0.0447986025678522","0.066483597866282"
"At least once a month","2008","general elemantary","East Germany","19","","",""
"At least once a month","2008","middle vocational","West Germany","553","0.0776794465699303","0.0715079126944612","0.0838509804453995"
"At least once a month","2008","middle vocational","East Germany","144","0.0616146278567897","0.0521984044174739","0.0710308512961054"
"At least once a month","2008","vocational + Abi","West Germany","79","0.080644952729658","0.0631072450930475","0.0981826603662685"
"At least once a month","2008","vocational + Abi","East Germany","17","","",""
"At least once a month","2008","higher vocational","West Germany","81","0.0794707463840379","0.0630483445407711","0.0958931482273048"
"At least once a month","2008","higher vocational","East Germany","29","","",""
"At least once a month","2008","higher education","West Germany","301","0.102986631292366","0.0920223593524602","0.113950903232272"
"At least once a month","2008","higher education","East Germany","107","0.0954843208896198","0.0791599107784158","0.111808731000824"
"At lease once a week","2008","in school","West Germany","202","0.753008534992203","0.701472277963707","0.804544792020698"
"At lease once a week","2008","in school","East Germany","48","0.716169718317516","0.617985220628384","0.814354216006647"
"At lease once a week","2008","inadequately","West Germany","14","","",""
"At lease once a week","2008","inadequately","East Germany","3","","",""
"At lease once a week","2008","general elemantary","West Germany","434","0.242610100061671","0.222334340310795","0.262885859812546"
"At lease once a week","2008","general elemantary","East Germany","75","0.209189172478104","0.163617676839556","0.254760668116653"
"At lease once a week","2008","middle vocational","West Germany","2825","0.379487779254026","0.36829924542362","0.390676313084432"
"At lease once a week","2008","middle vocational","East Germany","685","0.26935274864333","0.251980389094677","0.286725108191982"
"At lease once a week","2008","vocational + Abi","West Germany","433","0.446874737116319","0.414852826072016","0.478896648160622"
"At lease once a week","2008","vocational + Abi","East Germany","67","0.432589778860818","0.356532463271792","0.508647094449844"
"At lease once a week","2008","higher vocational","West Germany","478","0.465974628344493","0.435686229725192","0.496263026963795"
"At lease once a week","2008","higher vocational","East Germany","125","0.365747496434868","0.316869268622349","0.414625724247386"
"At lease once a week","2008","higher education","West Germany","1695","0.571434288046112","0.553582497884137","0.589286078208087"
"At lease once a week","2008","higher education","East Germany","584","0.449278984577807","0.421648576935274","0.47690939222034"
"Almost never or never","2009","in school","West Germany","18","","",""
"Almost never or never","2009","in school","East Germany","7","","",""
"Almost never or never","2009","inadequately","West Germany","114","0.694629422035129","0.621411654994936","0.767847189075323"
"Almost never or never","2009","inadequately","East Germany","10","","",""
