"m11104","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Almost never or never","1991","Hesse","Full Time","","","",""
"Almost never or never","1991","Hesse","Part Time","","","",""
"Almost never or never","1991","Hesse","Not Working","","","",""
"Almost never or never","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Almost never or never","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Almost never or never","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Almost never or never","1991","Baden-Württemberg","Full Time","","","",""
"Almost never or never","1991","Baden-Württemberg","Part Time","","","",""
"Almost never or never","1991","Baden-Württemberg","Not Working","","","",""
"Almost never or never","1991","Bavaria","Full Time","","","",""
"Almost never or never","1991","Bavaria","Part Time","","","",""
"Almost never or never","1991","Bavaria","Not Working","","","",""
"Almost never or never","1991","Berlin","Full Time","","","",""
"Almost never or never","1991","Berlin","Part Time","","","",""
"Almost never or never","1991","Berlin","Not Working","","","",""
"Almost never or never","1991","Brandenburg","Full Time","","","",""
"Almost never or never","1991","Brandenburg","Part Time","","","",""
"Almost never or never","1991","Brandenburg","Not Working","","","",""
"Almost never or never","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Almost never or never","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Almost never or never","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Almost never or never","1991","Saxony","Full Time","","","",""
"Almost never or never","1991","Saxony","Part Time","","","",""
"Almost never or never","1991","Saxony","Not Working","","","",""
"Almost never or never","1991","Saxony-Anhalt","Full Time","","","",""
"Almost never or never","1991","Saxony-Anhalt","Part Time","","","",""
"Almost never or never","1991","Saxony-Anhalt","Not Working","","","",""
"Almost never or never","1991","Thuringia","Full Time","","","",""
"Almost never or never","1991","Thuringia","Part Time","","","",""
"Almost never or never","1991","Thuringia","Not Working","","","",""
"Several times a year","1991","Schleswig-Holstein","Full Time","","","",""
"Several times a year","1991","Schleswig-Holstein","Part Time","","","",""
"Several times a year","1991","Schleswig-Holstein","Not Working","","","",""
"Several times a year","1991","Hamburg","Full Time","","","",""
"Several times a year","1991","Hamburg","Part Time","","","",""
"Several times a year","1991","Hamburg","Not Working","","","",""
"Several times a year","1991","Lower Saxony","Full Time","","","",""
"Several times a year","1991","Lower Saxony","Part Time","","","",""
"Several times a year","1991","Lower Saxony","Not Working","","","",""
"Several times a year","1991","Bremen","Full Time","","","",""
"Several times a year","1991","Bremen","Part Time","","","",""
"Several times a year","1991","Bremen","Not Working","","","",""
"Several times a year","1991","North Rhine-Westphalia","Full Time","","","",""
"Several times a year","1991","North Rhine-Westphalia","Part Time","","","",""
"Several times a year","1991","North Rhine-Westphalia","Not Working","","","",""
"Several times a year","1991","Hesse","Full Time","","","",""
"Several times a year","1991","Hesse","Part Time","","","",""
"Several times a year","1991","Hesse","Not Working","","","",""
"Several times a year","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Several times a year","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Several times a year","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Several times a year","1991","Baden-Württemberg","Full Time","","","",""
"Several times a year","1991","Baden-Württemberg","Part Time","","","",""
"Several times a year","1991","Baden-Württemberg","Not Working","","","",""
"Several times a year","1991","Bavaria","Full Time","","","",""
"Several times a year","1991","Bavaria","Part Time","","","",""
"Several times a year","1991","Bavaria","Not Working","","","",""
"Several times a year","1991","Berlin","Full Time","","","",""
"Several times a year","1991","Berlin","Part Time","","","",""
"Several times a year","1991","Berlin","Not Working","","","",""
"Several times a year","1991","Brandenburg","Full Time","","","",""
"Several times a year","1991","Brandenburg","Part Time","","","",""
"Several times a year","1991","Brandenburg","Not Working","","","",""
"Several times a year","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"Several times a year","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"Several times a year","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"Several times a year","1991","Saxony","Full Time","","","",""
"Several times a year","1991","Saxony","Part Time","","","",""
"Several times a year","1991","Saxony","Not Working","","","",""
"Several times a year","1991","Saxony-Anhalt","Full Time","","","",""
"Several times a year","1991","Saxony-Anhalt","Part Time","","","",""
"Several times a year","1991","Saxony-Anhalt","Not Working","","","",""
"Several times a year","1991","Thuringia","Full Time","","","",""
"Several times a year","1991","Thuringia","Part Time","","","",""
"Several times a year","1991","Thuringia","Not Working","","","",""
"At least once a month","1991","Schleswig-Holstein","Full Time","","","",""
"At least once a month","1991","Schleswig-Holstein","Part Time","","","",""
"At least once a month","1991","Schleswig-Holstein","Not Working","","","",""
"At least once a month","1991","Hamburg","Full Time","","","",""
"At least once a month","1991","Hamburg","Part Time","","","",""
"At least once a month","1991","Hamburg","Not Working","","","",""
"At least once a month","1991","Lower Saxony","Full Time","","","",""
"At least once a month","1991","Lower Saxony","Part Time","","","",""
"At least once a month","1991","Lower Saxony","Not Working","","","",""
"At least once a month","1991","Bremen","Full Time","","","",""
"At least once a month","1991","Bremen","Part Time","","","",""
"At least once a month","1991","Bremen","Not Working","","","",""
"At least once a month","1991","North Rhine-Westphalia","Full Time","","","",""
"At least once a month","1991","North Rhine-Westphalia","Part Time","","","",""
"At least once a month","1991","North Rhine-Westphalia","Not Working","","","",""
"At least once a month","1991","Hesse","Full Time","","","",""
"At least once a month","1991","Hesse","Part Time","","","",""
"At least once a month","1991","Hesse","Not Working","","","",""
"At least once a month","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"At least once a month","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"At least once a month","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"At least once a month","1991","Baden-Württemberg","Full Time","","","",""
"At least once a month","1991","Baden-Württemberg","Part Time","","","",""
"At least once a month","1991","Baden-Württemberg","Not Working","","","",""
"At least once a month","1991","Bavaria","Full Time","","","",""
"At least once a month","1991","Bavaria","Part Time","","","",""
"At least once a month","1991","Bavaria","Not Working","","","",""
"At least once a month","1991","Berlin","Full Time","","","",""
"At least once a month","1991","Berlin","Part Time","","","",""
"At least once a month","1991","Berlin","Not Working","","","",""
"At least once a month","1991","Brandenburg","Full Time","","","",""
"At least once a month","1991","Brandenburg","Part Time","","","",""
"At least once a month","1991","Brandenburg","Not Working","","","",""
"At least once a month","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"At least once a month","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"At least once a month","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"At least once a month","1991","Saxony","Full Time","","","",""
"At least once a month","1991","Saxony","Part Time","","","",""
"At least once a month","1991","Saxony","Not Working","","","",""
"At least once a month","1991","Saxony-Anhalt","Full Time","","","",""
"At least once a month","1991","Saxony-Anhalt","Part Time","","","",""
"At least once a month","1991","Saxony-Anhalt","Not Working","","","",""
"At least once a month","1991","Thuringia","Full Time","","","",""
"At least once a month","1991","Thuringia","Part Time","","","",""
"At least once a month","1991","Thuringia","Not Working","","","",""
"At lease once a week","1991","Schleswig-Holstein","Full Time","","","",""
"At lease once a week","1991","Schleswig-Holstein","Part Time","","","",""
"At lease once a week","1991","Schleswig-Holstein","Not Working","","","",""
"At lease once a week","1991","Hamburg","Full Time","","","",""
"At lease once a week","1991","Hamburg","Part Time","","","",""
"At lease once a week","1991","Hamburg","Not Working","","","",""
"At lease once a week","1991","Lower Saxony","Full Time","","","",""
"At lease once a week","1991","Lower Saxony","Part Time","","","",""
"At lease once a week","1991","Lower Saxony","Not Working","","","",""
"At lease once a week","1991","Bremen","Full Time","","","",""
"At lease once a week","1991","Bremen","Part Time","","","",""
"At lease once a week","1991","Bremen","Not Working","","","",""
"At lease once a week","1991","North Rhine-Westphalia","Full Time","","","",""
"At lease once a week","1991","North Rhine-Westphalia","Part Time","","","",""
"At lease once a week","1991","North Rhine-Westphalia","Not Working","","","",""
"At lease once a week","1991","Hesse","Full Time","","","",""
"At lease once a week","1991","Hesse","Part Time","","","",""
"At lease once a week","1991","Hesse","Not Working","","","",""
"At lease once a week","1991","Rhineland-Palatinate,Saarland","Full Time","","","",""
"At lease once a week","1991","Rhineland-Palatinate,Saarland","Part Time","","","",""
"At lease once a week","1991","Rhineland-Palatinate,Saarland","Not Working","","","",""
"At lease once a week","1991","Baden-Württemberg","Full Time","","","",""
"At lease once a week","1991","Baden-Württemberg","Part Time","","","",""
"At lease once a week","1991","Baden-Württemberg","Not Working","","","",""
"At lease once a week","1991","Bavaria","Full Time","","","",""
"At lease once a week","1991","Bavaria","Part Time","","","",""
"At lease once a week","1991","Bavaria","Not Working","","","",""
"At lease once a week","1991","Berlin","Full Time","","","",""
"At lease once a week","1991","Berlin","Part Time","","","",""
"At lease once a week","1991","Berlin","Not Working","","","",""
"At lease once a week","1991","Brandenburg","Full Time","","","",""
"At lease once a week","1991","Brandenburg","Part Time","","","",""
"At lease once a week","1991","Brandenburg","Not Working","","","",""
"At lease once a week","1991","Mecklenburg-Western Pomerania","Full Time","","","",""
"At lease once a week","1991","Mecklenburg-Western Pomerania","Part Time","","","",""
"At lease once a week","1991","Mecklenburg-Western Pomerania","Not Working","","","",""
"At lease once a week","1991","Saxony","Full Time","","","",""
"At lease once a week","1991","Saxony","Part Time","","","",""
"At lease once a week","1991","Saxony","Not Working","","","",""
"At lease once a week","1991","Saxony-Anhalt","Full Time","","","",""
"At lease once a week","1991","Saxony-Anhalt","Part Time","","","",""
"At lease once a week","1991","Saxony-Anhalt","Not Working","","","",""
"At lease once a week","1991","Thuringia","Full Time","","","",""
"At lease once a week","1991","Thuringia","Part Time","","","",""
"At lease once a week","1991","Thuringia","Not Working","","","",""
"Almost never or never","1992","Schleswig-Holstein","Full Time","51","0.390316880041233","0.300768771356407","0.47986498872606"
"Almost never or never","1992","Schleswig-Holstein","Part Time","32","0.510336399505411","0.382780876249168","0.637891922761654"
"Almost never or never","1992","Schleswig-Holstein","Not Working","59","0.644103815799408","0.546796337383348","0.741411294215468"
"Almost never or never","1992","Hamburg","Full Time","35","0.435965441633699","0.319799729168707","0.55213115409869"
"Almost never or never","1992","Hamburg","Part Time","5","","",""
"Almost never or never","1992","Hamburg","Not Working","46","0.811986989013568","0.712288041725483","0.911685936301652"
"Almost never or never","1992","Lower Saxony","Full Time","168","0.383718293851275","0.337808499600444","0.429628088102106"
"Almost never or never","1992","Lower Saxony","Part Time","72","0.414200733743525","0.33971496680901","0.488686500678041"
"Almost never or never","1992","Lower Saxony","Not Working","230","0.696712450773758","0.648962033753242","0.744462867794275"
"Almost never or never","1992","Bremen","Full Time","15","","",""
"Almost never or never","1992","Bremen","Part Time","5","","",""
"Almost never or never","1992","Bremen","Not Working","34","0.747985391406207","0.621132243087352","0.874838539725062"
"Almost never or never","1992","North Rhine-Westphalia","Full Time","498","0.379146103555801","0.350820176195099","0.407472030916504"
"Almost never or never","1992","North Rhine-Westphalia","Part Time","203","0.415822963189381","0.370635655518653","0.46101027086011"
"Almost never or never","1992","North Rhine-Westphalia","Not Working","570","0.663626696753313","0.632742171523004","0.694511221983623"
"Almost never or never","1992","Hesse","Full Time","226","0.420456464658672","0.374797246508282","0.466115682809061"
"Almost never or never","1992","Hesse","Part Time","105","0.497916969215735","0.424874058044841","0.570959880386629"
"Almost never or never","1992","Hesse","Not Working","217","0.733664305143351","0.684693267663215","0.782635342623487"
"Almost never or never","1992","Rhineland-Palatinate,Saarland","Full Time","136","0.46298879320496","0.405300982614621","0.520676603795299"
"Almost never or never","1992","Rhineland-Palatinate,Saarland","Part Time","62","0.553579846991798","0.461921736334017","0.645237957649579"
"Almost never or never","1992","Rhineland-Palatinate,Saarland","Not Working","182","0.779973673995417","0.728415260367868","0.831532087622965"
"Almost never or never","1992","Baden-Württemberg","Full Time","416","0.415432225701474","0.383019979106189","0.447844472296759"
"Almost never or never","1992","Baden-Württemberg","Part Time","164","0.435858395776905","0.383072850215118","0.488643941338693"
"Almost never or never","1992","Baden-Württemberg","Not Working","343","0.681330667124253","0.640890577707407","0.721770756541099"
"Almost never or never","1992","Bavaria","Full Time","308","0.347068014651438","0.314183501349363","0.379952527953513"
"Almost never or never","1992","Bavaria","Part Time","126","0.368325291624758","0.314973896335134","0.421676686914382"
"Almost never or never","1992","Bavaria","Not Working","319","0.67182033074475","0.630580599408068","0.713060062081433"
"Almost never or never","1992","Berlin","Full Time","165","0.475826822316279","0.421362928591589","0.530290716040969"
"Almost never or never","1992","Berlin","Part Time","53","0.545677364325189","0.448088953001426","0.643265775648952"
"Almost never or never","1992","Berlin","Not Working","110","0.680465953754986","0.610164143439914","0.750767764070058"
"Almost never or never","1992","Brandenburg","Full Time","241","0.656429131899889","0.607642651432","0.705215612367778"
"Almost never or never","1992","Brandenburg","Part Time","78","0.667272040475171","0.581153773208852","0.75339030774149"
"Almost never or never","1992","Brandenburg","Not Working","131","0.77945148843227","0.71854203522383","0.84036094164071"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Full Time","140","0.621873496213497","0.558228356669551","0.685518635757444"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Part Time","63","0.729585306034604","0.638325282250193","0.820845329819016"
"Almost never or never","1992","Mecklenburg-Western Pomerania","Not Working","74","0.831102169231905","0.758034265496135","0.904170072967675"
"Almost never or never","1992","Saxony","Full Time","374","0.604652760830373","0.566504408357287","0.64280111330346"
"Almost never or never","1992","Saxony","Part Time","150","0.705059265440875","0.644385853921815","0.765732676959936"
"Almost never or never","1992","Saxony","Not Working","236","0.837652489816656","0.79613017710283","0.879174802530482"
"Almost never or never","1992","Saxony-Anhalt","Full Time","248","0.588877655867247","0.541538324330687","0.636216987403807"
"Almost never or never","1992","Saxony-Anhalt","Part Time","91","0.661352859603302","0.582960380773652","0.739745338432953"
"Almost never or never","1992","Saxony-Anhalt","Not Working","170","0.869385475205603","0.82380903815534","0.914961912255866"
"Almost never or never","1992","Thuringia","Full Time","217","0.635816168827037","0.585403442714457","0.686228894939617"
"Almost never or never","1992","Thuringia","Part Time","88","0.620652820315041","0.541400927888528","0.699904712741555"
"Almost never or never","1992","Thuringia","Not Working","145","0.843729077645491","0.791119702672598","0.896338452618383"
"Several times a year","1992","Schleswig-Holstein","Full Time","24","","",""
"Several times a year","1992","Schleswig-Holstein","Part Time","7","","",""
"Several times a year","1992","Schleswig-Holstein","Not Working","5","","",""
"Several times a year","1992","Hamburg","Full Time","14","","",""
"Several times a year","1992","Hamburg","Part Time","2","","",""
"Several times a year","1992","Hamburg","Not Working","3","","",""
"Several times a year","1992","Lower Saxony","Full Time","85","0.188482916430397","0.151560145505449","0.225405687355346"
"Several times a year","1992","Lower Saxony","Part Time","36","0.233583895294044","0.169603457211432","0.297564333376656"
"Several times a year","1992","Lower Saxony","Not Working","25","","",""
"Several times a year","1992","Bremen","Full Time","9","","",""
"Several times a year","1992","Bremen","Part Time","2","","",""
"Several times a year","1992","Bremen","Not Working","4","","",""
"Several times a year","1992","North Rhine-Westphalia","Full Time","229","0.22951818330732","0.204966804973476","0.254069561641163"
"Several times a year","1992","North Rhine-Westphalia","Part Time","76","0.154741302088819","0.12158333175196","0.187899272425679"
"Several times a year","1992","North Rhine-Westphalia","Not Working","101","0.106983055668749","0.086778207375979","0.127187903961519"
"Several times a year","1992","Hesse","Full Time","90","0.221605149566684","0.183188912597459","0.260021386535909"
"Several times a year","1992","Hesse","Part Time","27","","",""
"Several times a year","1992","Hesse","Not Working","24","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Full Time","45","0.156784273942816","0.114718610675014","0.198849937210619"
"Several times a year","1992","Rhineland-Palatinate,Saarland","Part Time","11","","",""
"Several times a year","1992","Rhineland-Palatinate,Saarland","Not Working","20","","",""
"Several times a year","1992","Baden-Württemberg","Full Time","166","0.212308238303644","0.18541127917125","0.239205197436037"
"Several times a year","1992","Baden-Württemberg","Part Time","59","0.209018619720656","0.165734971391589","0.252302268049722"
"Several times a year","1992","Baden-Württemberg","Not Working","45","0.0838486753608321","0.0597942651499924","0.107903085571672"
"Several times a year","1992","Bavaria","Full Time","191","0.245504146598484","0.215773250758806","0.275235042438162"
"Several times a year","1992","Bavaria","Part Time","79","0.248028143332507","0.200260420128364","0.295795866536651"
"Several times a year","1992","Bavaria","Not Working","57","0.0995614282112342","0.0732644392635042","0.125858417158964"
"Several times a year","1992","Berlin","Full Time","66","0.199598204336884","0.15600897688329","0.243187431790477"
"Several times a year","1992","Berlin","Part Time","25","","",""
"Several times a year","1992","Berlin","Not Working","14","","",""
"Several times a year","1992","Brandenburg","Full Time","76","0.205918761902184","0.164377677829992","0.247459845974377"
"Several times a year","1992","Brandenburg","Part Time","20","","",""
"Several times a year","1992","Brandenburg","Not Working","16","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Full Time","46","0.188619859465643","0.137274457897804","0.239965261033483"
"Several times a year","1992","Mecklenburg-Western Pomerania","Part Time","15","","",""
"Several times a year","1992","Mecklenburg-Western Pomerania","Not Working","11","","",""
"Several times a year","1992","Saxony","Full Time","137","0.204715614136793","0.173233048054924","0.236198180218662"
"Several times a year","1992","Saxony","Part Time","35","0.160396439594454","0.11157026252448","0.209222616664428"
"Several times a year","1992","Saxony","Not Working","28","","",""
"Several times a year","1992","Saxony-Anhalt","Full Time","90","0.196842413459156","0.158587804557844","0.235097022360469"
"Several times a year","1992","Saxony-Anhalt","Part Time","27","","",""
"Several times a year","1992","Saxony-Anhalt","Not Working","19","","",""
"Several times a year","1992","Thuringia","Full Time","72","0.208004674052991","0.165482846178414","0.250526501927567"
"Several times a year","1992","Thuringia","Part Time","37","0.247006321656034","0.176566776296636","0.317445867015431"
"Several times a year","1992","Thuringia","Not Working","15","","",""
"At least once a month","1992","Schleswig-Holstein","Full Time","7","","",""
"At least once a month","1992","Schleswig-Holstein","Part Time","1","","",""
"At least once a month","1992","Schleswig-Holstein","Not Working","4","","",""
"At least once a month","1992","Hamburg","Full Time","3","","",""
"At least once a month","1992","Hamburg","Part Time","3","","",""
"At least once a month","1992","Hamburg","Not Working","2","","",""
"At least once a month","1992","Lower Saxony","Full Time","37","0.0809160582108035","0.05517037601","0.106661740411607"
"At least once a month","1992","Lower Saxony","Part Time","11","","",""
"At least once a month","1992","Lower Saxony","Not Working","16","","",""
"At least once a month","1992","Bremen","Full Time","","","",""
"At least once a month","1992","Bremen","Part Time","1","","",""
"At least once a month","1992","Bremen","Not Working","1","","",""
"At least once a month","1992","North Rhine-Westphalia","Full Time","104","0.102009810988778","0.0843395525926185","0.119680069384938"
"At least once a month","1992","North Rhine-Westphalia","Part Time","45","0.112515712672987","0.0835438168418261","0.141487608504148"
"At least once a month","1992","North Rhine-Westphalia","Not Working","37","0.0359318641205345","0.0237654671150785","0.0480982611259905"
"At least once a month","1992","Hesse","Full Time","29","","",""
"At least once a month","1992","Hesse","Part Time","5","","",""
"At least once a month","1992","Hesse","Not Working","7","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Full Time","30","0.125278407386015","0.0869800472969919","0.163576767475037"
"At least once a month","1992","Rhineland-Palatinate,Saarland","Part Time","8","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","Not Working","5","","",""
"At least once a month","1992","Baden-Württemberg","Full Time","72","0.0912786913749271","0.0723360007356641","0.11022138201419"
"At least once a month","1992","Baden-Württemberg","Part Time","25","","",""
"At least once a month","1992","Baden-Württemberg","Not Working","20","","",""
"At least once a month","1992","Bavaria","Full Time","81","0.0974875443211104","0.0769971027110972","0.117977985931124"
"At least once a month","1992","Bavaria","Part Time","21","","",""
"At least once a month","1992","Bavaria","Not Working","25","","",""
"At least once a month","1992","Berlin","Full Time","18","","",""
"At least once a month","1992","Berlin","Part Time","7","","",""
"At least once a month","1992","Berlin","Not Working","8","","",""
"At least once a month","1992","Brandenburg","Full Time","10","","",""
"At least once a month","1992","Brandenburg","Part Time","3","","",""
"At least once a month","1992","Brandenburg","Not Working","6","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Full Time","6","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Part Time","2","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","Not Working","5","","",""
"At least once a month","1992","Saxony","Full Time","30","0.0500198849547202","0.0330115416597178","0.0670282282497227"
"At least once a month","1992","Saxony","Part Time","9","","",""
"At least once a month","1992","Saxony","Not Working","4","","",""
"At least once a month","1992","Saxony-Anhalt","Full Time","25","","",""
"At least once a month","1992","Saxony-Anhalt","Part Time","3","","",""
"At least once a month","1992","Saxony-Anhalt","Not Working","5","","",""
"At least once a month","1992","Thuringia","Full Time","14","","",""
"At least once a month","1992","Thuringia","Part Time","5","","",""
"At least once a month","1992","Thuringia","Not Working","4","","",""
"At lease once a week","1992","Schleswig-Holstein","Full Time","32","0.308966964157956","0.224146412417697","0.393787515898214"
"At lease once a week","1992","Schleswig-Holstein","Part Time","19","","",""
"At lease once a week","1992","Schleswig-Holstein","Not Working","25","","",""
"At lease once a week","1992","Hamburg","Full Time","18","","",""
"At lease once a week","1992","Hamburg","Part Time","10","","",""
"At lease once a week","1992","Hamburg","Not Working","8","","",""
"At lease once a week","1992","Lower Saxony","Full Time","141","0.346882731507524","0.301946527817452","0.391818935197596"
"At lease once a week","1992","Lower Saxony","Part Time","49","0.284608276600885","0.216376108935563","0.352840444266206"
"At lease once a week","1992","Lower Saxony","Not Working","85","0.205629251891969","0.163645894938923","0.247612608845016"
"At lease once a week","1992","Bremen","Full Time","10","","",""
"At lease once a week","1992","Bremen","Part Time","4","","",""
"At lease once a week","1992","Bremen","Not Working","6","","",""
"At lease once a week","1992","North Rhine-Westphalia","Full Time","296","0.289325902148101","0.262852178295631","0.315799626000571"
"At lease once a week","1992","North Rhine-Westphalia","Part Time","133","0.316920022048812","0.274262010489437","0.359578033608187"
"At lease once a week","1992","North Rhine-Westphalia","Not Working","191","0.193458383457403","0.167637243417438","0.219279523497368"
"At lease once a week","1992","Hesse","Full Time","104","0.284176409410991","0.242458557776422","0.325894261045559"
"At lease once a week","1992","Hesse","Part Time","43","0.302117118153087","0.235037469679479","0.369196766626694"
"At lease once a week","1992","Hesse","Not Working","65","0.18216819758659","0.139407557237377","0.224928837935804"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Full Time","76","0.254948525466209","0.204525774738405","0.305371276194013"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Part Time","32","0.279348207235416","0.196621726534132","0.362074687936701"
"At lease once a week","1992","Rhineland-Palatinate,Saarland","Not Working","41","0.140761230819727","0.0974778963545044","0.184044565284949"
"At lease once a week","1992","Baden-Württemberg","Full Time","234","0.280980844619955","0.251417729452779","0.310543959787131"
"At lease once a week","1992","Baden-Württemberg","Part Time","91","0.274355356480367","0.226858271061063","0.321852441899671"
"At lease once a week","1992","Baden-Württemberg","Not Working","102","0.205570469594184","0.170497619693669","0.2406433194947"
"At lease once a week","1992","Bavaria","Full Time","225","0.309940294428968","0.27799311611899","0.341887472738946"
"At lease once a week","1992","Bavaria","Part Time","88","0.31226517183547","0.26100789254343","0.36352245112751"
"At lease once a week","1992","Bavaria","Not Working","97","0.182463963160478","0.148542433813012","0.216385492507944"
"At lease once a week","1992","Berlin","Full Time","74","0.259652468816736","0.211837830582858","0.307467107050613"
"At lease once a week","1992","Berlin","Part Time","15","","",""
"At lease once a week","1992","Berlin","Not Working","37","0.214603367166845","0.152706663352669","0.276500070981021"
"At lease once a week","1992","Brandenburg","Full Time","37","0.115157100524836","0.0823645010192987","0.147949700030373"
"At lease once a week","1992","Brandenburg","Part Time","14","","",""
"At lease once a week","1992","Brandenburg","Not Working","25","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Full Time","31","0.169627193432114","0.120368832470837","0.218885554393392"
"At lease once a week","1992","Mecklenburg-Western Pomerania","Part Time","11","","",""
"At lease once a week","1992","Mecklenburg-Western Pomerania","Not Working","11","","",""
"At lease once a week","1992","Saxony","Full Time","90","0.140611740078114","0.113488665944233","0.167734814211994"
"At lease once a week","1992","Saxony","Part Time","23","","",""
"At lease once a week","1992","Saxony","Not Working","35","0.0863830835545074","0.0547513353958047","0.11801483171321"
"At lease once a week","1992","Saxony-Anhalt","Full Time","52","0.115273755354381","0.084548626086913","0.145998884621848"
"At lease once a week","1992","Saxony-Anhalt","Part Time","19","","",""
"At lease once a week","1992","Saxony-Anhalt","Not Working","16","","",""
"At lease once a week","1992","Thuringia","Full Time","47","0.121245725024359","0.0870492759513045","0.155442174097414"
"At lease once a week","1992","Thuringia","Part Time","14","","",""
"At lease once a week","1992","Thuringia","Not Working","19","","",""
"Almost never or never","1993","Schleswig-Holstein","Full Time","","","",""
"Almost never or never","1993","Schleswig-Holstein","Part Time","","","",""
"Almost never or never","1993","Schleswig-Holstein","Not Working","","","",""
"Almost never or never","1993","Hamburg","Full Time","","","",""
"Almost never or never","1993","Hamburg","Part Time","","","",""
"Almost never or never","1993","Hamburg","Not Working","","","",""
"Almost never or never","1993","Lower Saxony","Full Time","","","",""
"Almost never or never","1993","Lower Saxony","Part Time","","","",""
"Almost never or never","1993","Lower Saxony","Not Working","","","",""
"Almost never or never","1993","Bremen","Full Time","","","",""
"Almost never or never","1993","Bremen","Part Time","","","",""
"Almost never or never","1993","Bremen","Not Working","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Full Time","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Part Time","","","",""
"Almost never or never","1993","North Rhine-Westphalia","Not Working","","","",""
"Almost never or never","1993","Hesse","Full Time","","","",""
"Almost never or never","1993","Hesse","Part Time","","","",""
"Almost never or never","1993","Hesse","Not Working","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Almost never or never","1993","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Almost never or never","1993","Baden-Württemberg","Full Time","","","",""
"Almost never or never","1993","Baden-Württemberg","Part Time","","","",""
"Almost never or never","1993","Baden-Württemberg","Not Working","","","",""
"Almost never or never","1993","Bavaria","Full Time","","","",""
"Almost never or never","1993","Bavaria","Part Time","","","",""
"Almost never or never","1993","Bavaria","Not Working","","","",""
"Almost never or never","1993","Berlin","Full Time","","","",""
"Almost never or never","1993","Berlin","Part Time","","","",""
"Almost never or never","1993","Berlin","Not Working","","","",""
"Almost never or never","1993","Brandenburg","Full Time","","","",""
"Almost never or never","1993","Brandenburg","Part Time","","","",""
"Almost never or never","1993","Brandenburg","Not Working","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Full Time","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Part Time","","","",""
"Almost never or never","1993","Mecklenburg-Western Pomerania","Not Working","","","",""
"Almost never or never","1993","Saxony","Full Time","","","",""
"Almost never or never","1993","Saxony","Part Time","","","",""
"Almost never or never","1993","Saxony","Not Working","","","",""
"Almost never or never","1993","Saxony-Anhalt","Full Time","","","",""
"Almost never or never","1993","Saxony-Anhalt","Part Time","","","",""
"Almost never or never","1993","Saxony-Anhalt","Not Working","","","",""
"Almost never or never","1993","Thuringia","Full Time","","","",""
"Almost never or never","1993","Thuringia","Part Time","","","",""
"Almost never or never","1993","Thuringia","Not Working","","","",""
"Several times a year","1993","Schleswig-Holstein","Full Time","","","",""
"Several times a year","1993","Schleswig-Holstein","Part Time","","","",""
"Several times a year","1993","Schleswig-Holstein","Not Working","","","",""
"Several times a year","1993","Hamburg","Full Time","","","",""
"Several times a year","1993","Hamburg","Part Time","","","",""
"Several times a year","1993","Hamburg","Not Working","","","",""
"Several times a year","1993","Lower Saxony","Full Time","","","",""
"Several times a year","1993","Lower Saxony","Part Time","","","",""
"Several times a year","1993","Lower Saxony","Not Working","","","",""
"Several times a year","1993","Bremen","Full Time","","","",""
"Several times a year","1993","Bremen","Part Time","","","",""
