"m11104","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2002","Not Employed","vocational + Abi","","","","","2"
"Several times a year","2002","Employed","middle vocational","","","","","2"
"Several times a year","2002","Employed","vocational + Abi","","","","","2"
"Several times a year","2002","Employed","higher vocational","","","","","2"
"Several times a year","2002","Employed","higher education","","","","","2"
"Several times a year","2002","Not Employed","in school","","","","","2"
"Several times a year","2002","Not Employed","higher vocational","","","","","2"
"Several times a year","2002","Not Employed","higher education","","","","","2"
"Several times a year","2002","Employed","in school","","","","","2"
"Several times a year","2002","Employed","inadequately","","","","","2"
"Several times a year","2002","Employed","general elemantary","","","","","2"
"Almost never or never","2003","Not Employed","vocational + Abi","119","0.445326479532665","0.388125025484081","0.50252793358125","1"
"Almost never or never","2003","Not Employed","higher vocational","243","0.502633557792757","0.457950844939113","0.547316270646402","1"
"Almost never or never","2003","Not Employed","higher education","372","0.409352026222206","0.378344125903392","0.44035992654102","1"
"Almost never or never","2003","Employed","in school","7","","","","1"
"Almost never or never","2003","Not Employed","middle vocational","2376","0.593240105207914","0.578334134758055","0.608146075657773","1"
"Almost never or never","2003","Not Employed","in school","69","0.136075565980317","0.105962056430346","0.166189075530288","1"
"Almost never or never","2003","Employed","inadequately","81","0.692435567515898","0.605800726760066","0.77907040827173","1"
"Almost never or never","2003","Employed","higher education","558","0.177076405770122","0.164207256238702","0.189945555301543","1"
"Almost never or never","2003","Not Employed","inadequately","138","0.830547986527414","0.772052106472185","0.889043866582642","1"
"Almost never or never","2003","Not Employed","general elemantary","1064","0.724722933783232","0.70205143210252","0.747394435463945","1"
"Almost never or never","2003","Employed","middle vocational","2142","0.310425306382717","0.299534583493529","0.321316029271905","1"
"Almost never or never","2003","Employed","higher vocational","288","0.214000878603623","0.190767101193717","0.23723465601353","1"
"Almost never or never","2003","Employed","general elemantary","578","0.471028172355583","0.443488540746181","0.498567803964986","1"
"Almost never or never","2003","Employed","vocational + Abi","173","0.198141538814194","0.171639772103389","0.224643305525","1"
"At lease once a week","2003","Not Employed","inadequately","9","","","","4"
"At lease once a week","2003","Not Employed","general elemantary","220","0.145525363362935","0.127626386629338","0.163424340096533","4"
"At lease once a week","2003","Not Employed","middle vocational","1037","0.232736609013313","0.219913878037671","0.245559339988955","4"
"At lease once a week","2003","Not Employed","vocational + Abi","111","0.348797805527995","0.293945625626348","0.403649985429643","4"
"At lease once a week","2003","Not Employed","in school","340","0.707703094749473","0.667757299130878","0.747648890368068","4"
"At lease once a week","2003","Employed","middle vocational","2474","0.348923295781604","0.337703923678879","0.360142667884329","4"
"At lease once a week","2003","Employed","vocational + Abi","417","0.494967928577621","0.461726000016964","0.528209857138279","4"
"At lease once a week","2003","Employed","higher vocational","469","0.415317522521255","0.387401651544029","0.443233393498481","4"
"At lease once a week","2003","Employed","higher education","1726","0.497889058768222","0.481033006290431","0.514745111246012","4"
"At lease once a week","2003","Not Employed","higher vocational","154","0.325317388391756","0.283449703189649","0.367185073593863","4"
"At lease once a week","2003","Not Employed","higher education","397","0.37192428615493","0.341445841750529","0.402402730559332","4"
"At lease once a week","2003","Employed","in school","92","0.746439757838668","0.66760946847524","0.825270047202095","4"
"At lease once a week","2003","Employed","inadequately","15","","","","4"
"At lease once a week","2003","Employed","general elemantary","312","0.255796803392706","0.231724827732596","0.279868779052815","4"
"At least once a month","2003","Not Employed","vocational + Abi","18","","","","3"
"At least once a month","2003","Not Employed","higher vocational","16","","","","3"
"At least once a month","2003","Not Employed","higher education","54","0.0703410476848229","0.0542150804898734","0.0864670148797723","3"
"At least once a month","2003","Employed","in school","4","","","","3"
"At least once a month","2003","Employed","inadequately","7","","","","3"
"At least once a month","2003","Employed","higher education","380","0.115813887459829","0.105025863424835","0.126601911494824","3"
"At least once a month","2003","Not Employed","in school","31","0.0435325309814033","0.0256109846096973","0.0614540773531093","3"
"At least once a month","2003","Not Employed","inadequately","3","","","","3"
"At least once a month","2003","Employed","general elemantary","105","0.0744186359845198","0.0599387024872128","0.0888985694818267","3"
"At least once a month","2003","Employed","middle vocational","620","0.0900925446928786","0.0833530004357803","0.0968320889499768","3"
"At least once a month","2003","Not Employed","general elemantary","56","0.0344462337794772","0.0251892740856251","0.0437031934733294","3"
"At least once a month","2003","Not Employed","middle vocational","205","0.0484424251683378","0.0419275452527115","0.054957305083964","3"
"At least once a month","2003","Employed","vocational + Abi","84","0.090229872476727","0.0711805641654587","0.109279180787995","3"
"At least once a month","2003","Employed","higher vocational","128","0.118630931901196","0.100312896702543","0.136948967099848","3"
"Several times a year","2003","Not Employed","inadequately","8","","","","2"
"Several times a year","2003","Not Employed","general elemantary","151","0.0953054690743555","0.0804009089481107","0.1102100292006","2"
"Several times a year","2003","Not Employed","middle vocational","554","0.125580860610436","0.115525503565748","0.135636217655123","2"
"Several times a year","2003","Not Employed","vocational + Abi","42","0.150706214224935","0.109530262557456","0.191882165892414","2"
"Several times a year","2003","Employed","middle vocational","1697","0.2505588531428","0.240358595676125","0.260759110609475","2"
"Several times a year","2003","Employed","vocational + Abi","195","0.216660660131457","0.189269955629855","0.244051364633059","2"
"Several times a year","2003","Employed","higher vocational","312","0.252050666973926","0.227453729851628","0.276647604096224","2"
"Several times a year","2003","Employed","higher education","716","0.209220648001827","0.195508052262044","0.22293324374161","2"
"Several times a year","2003","Employed","inadequately","6","","","","2"
"Several times a year","2003","Employed","general elemantary","267","0.198756388267191","0.176739230639393","0.22077354589499","2"
"Several times a year","2003","Not Employed","in school","58","0.112688808288807","0.0849165118400889","0.140461104737525","2"
"Several times a year","2003","Not Employed","higher vocational","68","0.137296290538437","0.106539870218804","0.168052710858071","2"
"Several times a year","2003","Not Employed","higher education","143","0.148382639938041","0.125965854886178","0.170799424989904","2"
"Several times a year","2003","Employed","in school","14","","","","2"
"Almost never or never","2004","Not Employed","vocational + Abi","","","","","1"
"Almost never or never","2004","Not Employed","higher vocational","","","","","1"
"Almost never or never","2004","Not Employed","higher education","","","","","1"
"Almost never or never","2004","Employed","in school","","","","","1"
"Almost never or never","2004","Employed","inadequately","","","","","1"
"Almost never or never","2004","Employed","higher education","","","","","1"
"Almost never or never","2004","Not Employed","in school","","","","","1"
"Almost never or never","2004","Not Employed","inadequately","","","","","1"
"Almost never or never","2004","Not Employed","general elemantary","","","","","1"
"Almost never or never","2004","Not Employed","middle vocational","","","","","1"
"Almost never or never","2004","Employed","general elemantary","","","","","1"
"Almost never or never","2004","Employed","middle vocational","","","","","1"
"Almost never or never","2004","Employed","vocational + Abi","","","","","1"
"Almost never or never","2004","Employed","higher vocational","","","","","1"
"At lease once a week","2004","Not Employed","inadequately","","","","","4"
"At lease once a week","2004","Not Employed","general elemantary","","","","","4"
"At lease once a week","2004","Employed","middle vocational","","","","","4"
"At lease once a week","2004","Employed","vocational + Abi","","","","","4"
"At lease once a week","2004","Not Employed","middle vocational","","","","","4"
"At lease once a week","2004","Not Employed","vocational + Abi","","","","","4"
"At lease once a week","2004","Employed","higher vocational","","","","","4"
"At lease once a week","2004","Employed","higher education","","","","","4"
"At lease once a week","2004","Not Employed","in school","","","","","4"
"At lease once a week","2004","Not Employed","higher vocational","","","","","4"
"At lease once a week","2004","Not Employed","higher education","","","","","4"
"At lease once a week","2004","Employed","in school","","","","","4"
"At lease once a week","2004","Employed","inadequately","","","","","4"
"At lease once a week","2004","Employed","general elemantary","","","","","4"
"At least once a month","2004","Not Employed","vocational + Abi","","","","","3"
"At least once a month","2004","Not Employed","higher vocational","","","","","3"
"At least once a month","2004","Not Employed","higher education","","","","","3"
"At least once a month","2004","Employed","in school","","","","","3"
"At least once a month","2004","Employed","inadequately","","","","","3"
"At least once a month","2004","Employed","higher education","","","","","3"
"At least once a month","2004","Not Employed","in school","","","","","3"
"At least once a month","2004","Not Employed","inadequately","","","","","3"
"At least once a month","2004","Not Employed","general elemantary","","","","","3"
"At least once a month","2004","Not Employed","middle vocational","","","","","3"
"At least once a month","2004","Employed","general elemantary","","","","","3"
"At least once a month","2004","Employed","middle vocational","","","","","3"
"At least once a month","2004","Employed","vocational + Abi","","","","","3"
"At least once a month","2004","Employed","higher vocational","","","","","3"
"Several times a year","2004","Not Employed","inadequately","","","","","2"
"Several times a year","2004","Not Employed","general elemantary","","","","","2"
"Several times a year","2004","Not Employed","middle vocational","","","","","2"
"Several times a year","2004","Not Employed","vocational + Abi","","","","","2"
"Several times a year","2004","Employed","vocational + Abi","","","","","2"
"Several times a year","2004","Employed","higher vocational","","","","","2"
"Several times a year","2004","Employed","higher education","","","","","2"
"Several times a year","2004","Not Employed","in school","","","","","2"
"Several times a year","2004","Not Employed","higher vocational","","","","","2"
"Several times a year","2004","Employed","middle vocational","","","","","2"
"Several times a year","2004","Not Employed","higher education","","","","","2"
"Several times a year","2004","Employed","in school","","","","","2"
"Several times a year","2004","Employed","inadequately","","","","","2"
"Several times a year","2004","Employed","general elemantary","","","","","2"
"Almost never or never","2005","Not Employed","vocational + Abi","118","0.459435161477931","0.401475621159398","0.517394701796465","1"
"Almost never or never","2005","Not Employed","higher vocational","247","0.558144990992867","0.512413812096803","0.603876169888931","1"
"Almost never or never","2005","Not Employed","higher education","436","0.483185608988082","0.452166822278478","0.514204395697686","1"
"Almost never or never","2005","Employed","in school","8","","","","1"
"Almost never or never","2005","Employed","inadequately","58","0.520753111491182","0.41754295797542","0.623963265006944","1"
"Almost never or never","2005","Employed","higher education","658","0.198247631872747","0.184351584434607","0.212143679310887","1"
"Almost never or never","2005","Employed","vocational + Abi","199","0.247326009856099","0.218217818754733","0.276434200957465","1"
"Almost never or never","2005","Employed","higher vocational","319","0.270882790551947","0.244655724095088","0.297109857008806","1"
"Almost never or never","2005","Not Employed","in school","82","0.172608936063957","0.141025905751948","0.204191966375965","1"
"Almost never or never","2005","Not Employed","inadequately","124","0.754114492266147","0.685882589049217","0.822346395483078","1"
"Almost never or never","2005","Not Employed","general elemantary","964","0.731908100880583","0.708287521877518","0.755528679883648","1"
"Almost never or never","2005","Not Employed","middle vocational","2325","0.612018449740975","0.596804826118203","0.627232073363746","1"
"Almost never or never","2005","Employed","general elemantary","477","0.450512134093657","0.420403389575566","0.480620878611748","1"
"Almost never or never","2005","Employed","middle vocational","2272","0.365494088268039","0.35359410739832","0.377394069137758","1"
"At lease once a week","2005","Not Employed","inadequately","11","","","","4"
"At lease once a week","2005","Not Employed","general elemantary","213","0.143336980177922","0.124651487570968","0.162022472784875","4"
"At lease once a week","2005","Not Employed","middle vocational","898","0.209755491496859","0.19704441633634","0.222466566657379","4"
"At lease once a week","2005","Not Employed","vocational + Abi","93","0.29228010132352","0.239384537716254","0.345175664930786","4"
"At lease once a week","2005","Employed","middle vocational","2020","0.314332323693925","0.302860311282201","0.325804336105649","4"
"At lease once a week","2005","Employed","vocational + Abi","365","0.426647180957604","0.393279787379984","0.460014574535224","4"
"At lease once a week","2005","Employed","higher vocational","405","0.364715186363703","0.336308439888215","0.393121932839191","4"
"At lease once a week","2005","Employed","higher education","1497","0.466994193536262","0.449604622513914","0.484383764558609","4"
"At lease once a week","2005","Not Employed","in school","344","0.620393121470608","0.579835986326728","0.660950256614488","4"
"At lease once a week","2005","Not Employed","higher vocational","123","0.28340092205918","0.241901911517568","0.324899932600791","4"
"At lease once a week","2005","Not Employed","higher education","361","0.318898706615205","0.289969751791101","0.347827661439308","4"
"At lease once a week","2005","Employed","in school","63","0.603779794970699","0.507432818413773","0.700126771527626","4"
"At lease once a week","2005","Employed","inadequately","14","","","","4"
"At lease once a week","2005","Employed","general elemantary","267","0.256259757507524","0.229841072737221","0.282678442277827","4"
"At least once a month","2005","Employed","inadequately","5","","","","3"
"At least once a month","2005","Not Employed","vocational + Abi","22","","","","3"
"At least once a month","2005","Not Employed","higher vocational","15","","","","3"
"At least once a month","2005","Not Employed","higher education","57","0.0459220781613884","0.0329292647511005","0.0589148915716764","3"
"At least once a month","2005","Employed","in school","13","","","","3"
"At least once a month","2005","Employed","higher education","345","0.125609286406507","0.114057988066654","0.137160584746361","3"
"At least once a month","2005","Employed","general elemantary","83","0.0755611943056692","0.059567498277719","0.0915548903336194","3"
"At least once a month","2005","Employed","vocational + Abi","94","0.105715332389673","0.0849717505085678","0.126458914270779","3"
"At least once a month","2005","Not Employed","in school","44","0.0664380531072013","0.0456244741190185","0.0872516320953841","3"
"At least once a month","2005","Not Employed","inadequately","2","","","","3"
"At least once a month","2005","Not Employed","general elemantary","51","0.0319680306733221","0.0225875907103174","0.0413484706363267","3"
"At least once a month","2005","Not Employed","middle vocational","215","0.0518374381417243","0.0449158135578954","0.0587590627255531","3"
"At least once a month","2005","Employed","middle vocational","553","0.0977145637198387","0.0903772029928654","0.105051924446812","3"
"At least once a month","2005","Employed","higher vocational","94","0.0955671628439039","0.0782170284870487","0.112917297200759","3"
"Several times a year","2005","Not Employed","inadequately","16","","","","2"
"Several times a year","2005","Not Employed","general elemantary","123","0.092786888268173","0.0773158884563303","0.108257888080016","2"
"Several times a year","2005","Not Employed","middle vocational","503","0.126388620620442","0.116014339749408","0.136762901491476","2"
"Several times a year","2005","Not Employed","vocational + Abi","51","0.156248919575826","0.114020521832046","0.198477317319606","2"
"Several times a year","2005","Employed","vocational + Abi","186","0.220311476796624","0.192350264344727","0.248272689248521","2"
"Several times a year","2005","Employed","higher vocational","285","0.268834860240446","0.242670455107641","0.294999265373251","2"
"Several times a year","2005","Employed","higher education","662","0.209148888184484","0.194973260339021","0.223324516029946","2"
"Several times a year","2005","Not Employed","in school","80","0.140559889358234","0.111512623550933","0.169607155165535","2"
"Several times a year","2005","Not Employed","higher vocational","68","0.134918835823059","0.103458474182098","0.16637919746402","2"
"Several times a year","2005","Employed","middle vocational","1446","0.222459024318197","0.212181822025756","0.232736226610638","2"
"Several times a year","2005","Not Employed","higher education","143","0.151993606235325","0.129708601285608","0.174278611185042","2"
"Several times a year","2005","Employed","in school","15","","","","2"
"Several times a year","2005","Employed","inadequately","13","","","","2"
"Several times a year","2005","Employed","general elemantary","222","0.21766691409315","0.192694967019653","0.242638861166647","2"
"Almost never or never","2006","Not Employed","vocational + Abi","","","","","1"
"Almost never or never","2006","Not Employed","higher vocational","","","","","1"
"Almost never or never","2006","Not Employed","higher education","","","","","1"
"Almost never or never","2006","Employed","in school","","","","","1"
"Almost never or never","2006","Not Employed","in school","","","","","1"
"Almost never or never","2006","Not Employed","inadequately","","","","","1"
"Almost never or never","2006","Not Employed","general elemantary","","","","","1"
"Almost never or never","2006","Not Employed","middle vocational","","","","","1"
"Almost never or never","2006","Employed","inadequately","","","","","1"
"Almost never or never","2006","Employed","higher education","","","","","1"
"Almost never or never","2006","Employed","vocational + Abi","","","","","1"
"Almost never or never","2006","Employed","higher vocational","","","","","1"
"Almost never or never","2006","Employed","general elemantary","","","","","1"
"Almost never or never","2006","Employed","middle vocational","","","","","1"
"At lease once a week","2006","Not Employed","inadequately","","","","","4"
"At lease once a week","2006","Not Employed","general elemantary","","","","","4"
"At lease once a week","2006","Not Employed","middle vocational","","","","","4"
"At lease once a week","2006","Not Employed","vocational + Abi","","","","","4"
"At lease once a week","2006","Employed","middle vocational","","","","","4"
"At lease once a week","2006","Employed","vocational + Abi","","","","","4"
"At lease once a week","2006","Employed","higher vocational","","","","","4"
"At lease once a week","2006","Employed","higher education","","","","","4"
"At lease once a week","2006","Not Employed","in school","","","","","4"
"At lease once a week","2006","Not Employed","higher vocational","","","","","4"
"At lease once a week","2006","Not Employed","higher education","","","","","4"
"At lease once a week","2006","Employed","in school","","","","","4"
"At lease once a week","2006","Employed","inadequately","","","","","4"
"At lease once a week","2006","Employed","general elemantary","","","","","4"
"At least once a month","2006","Not Employed","vocational + Abi","","","","","3"
"At least once a month","2006","Not Employed","higher vocational","","","","","3"
"At least once a month","2006","Not Employed","higher education","","","","","3"
"At least once a month","2006","Employed","in school","","","","","3"
"At least once a month","2006","Not Employed","inadequately","","","","","3"
"At least once a month","2006","Not Employed","general elemantary","","","","","3"
"At least once a month","2006","Not Employed","middle vocational","","","","","3"
"At least once a month","2006","Employed","inadequately","","","","","3"
"At least once a month","2006","Not Employed","in school","","","","","3"
"At least once a month","2006","Employed","middle vocational","","","","","3"
"At least once a month","2006","Employed","vocational + Abi","","","","","3"
"At least once a month","2006","Employed","higher education","","","","","3"
"At least once a month","2006","Employed","general elemantary","","","","","3"
"At least once a month","2006","Employed","higher vocational","","","","","3"
"Several times a year","2006","Not Employed","middle vocational","","","","","2"
"Several times a year","2006","Not Employed","vocational + Abi","","","","","2"
"Several times a year","2006","Not Employed","inadequately","","","","","2"
"Several times a year","2006","Not Employed","general elemantary","","","","","2"
"Several times a year","2006","Not Employed","in school","","","","","2"
"Several times a year","2006","Not Employed","higher vocational","","","","","2"
"Several times a year","2006","Employed","middle vocational","","","","","2"
"Several times a year","2006","Employed","vocational + Abi","","","","","2"
"Several times a year","2006","Employed","higher vocational","","","","","2"
"Several times a year","2006","Employed","higher education","","","","","2"
"Several times a year","2006","Not Employed","higher education","","","","","2"
"Several times a year","2006","Employed","in school","","","","","2"
"Several times a year","2006","Employed","inadequately","","","","","2"
"Several times a year","2006","Employed","general elemantary","","","","","2"
"Almost never or never","2007","Not Employed","vocational + Abi","137","0.498104476519361","0.441144589532149","0.555064363506573","1"
"Almost never or never","2007","Not Employed","higher vocational","254","0.509253369187339","0.464944641428966","0.553562096945711","1"
"Almost never or never","2007","Not Employed","higher education","465","0.42157587952493","0.393035467031875","0.450116292017985","1"
"Almost never or never","2007","Employed","in school","5","","","","1"
"Almost never or never","2007","Not Employed","in school","35","0.153832014149777","0.112379272972637","0.195284755326916","1"
"Almost never or never","2007","Not Employed","inadequately","113","0.789378565909028","0.721348248782516","0.85740888303554","1"
"Almost never or never","2007","Not Employed","general elemantary","955","0.741127503854333","0.71741725205467","0.764837755653996","1"
"Almost never or never","2007","Not Employed","middle vocational","2370","0.584183328800865","0.569135552999488","0.599231104602242","1"
"Almost never or never","2007","Employed","inadequately","57","0.649544420668226","0.545641800590745","0.753447040745707","1"
"Almost never or never","2007","Employed","higher education","597","0.17504085139663","0.161942061721528","0.188139641071731","1"
"Almost never or never","2007","Employed","general elemantary","435","0.480309277995034","0.447577504059491","0.513041051930578","1"
"Almost never or never","2007","Employed","middle vocational","2194","0.355615997027778","0.343694645063242","0.367537348992313","1"
"Almost never or never","2007","Employed","vocational + Abi","201","0.207559126521073","0.180717882181243","0.234400370860904","1"
"Almost never or never","2007","Employed","higher vocational","290","0.241472121083087","0.215461501727643","0.267482740438531","1"
"At lease once a week","2007","Not Employed","in school","197","0.664440520637408","0.610188688738862","0.718692352535955","4"
"At lease once a week","2007","Not Employed","inadequately","7","","","","4"
"At lease once a week","2007","Not Employed","general elemantary","195","0.138863859436965","0.120145091120678","0.157582627753251","4"
"At lease once a week","2007","Not Employed","middle vocational","1100","0.260937942301792","0.247530193836134","0.27434569076745","4"
"At lease once a week","2007","Not Employed","vocational + Abi","97","0.312981061799052","0.260155318123738","0.365806805474366","4"
"At lease once a week","2007","Employed","middle vocational","2101","0.335475536926578","0.323717132177511","0.347233941675645","4"
"At lease once a week","2007","Employed","vocational + Abi","381","0.44631035486309","0.413410045878938","0.479210663847241","4"
"At lease once a week","2007","Employed","higher vocational","418","0.400353883656147","0.370575511248391","0.430132256063903","4"
"At lease once a week","2007","Employed","higher education","1639","0.523465887784209","0.506249722285941","0.540682053282477","4"
"At lease once a week","2007","Not Employed","higher vocational","153","0.332159158324249","0.290414273755649","0.373904042892849","4"
"At lease once a week","2007","Not Employed","higher education","466","0.373618530987897","0.345658810491656","0.401578251484138","4"
"At lease once a week","2007","Employed","in school","32","0.59906728511099","0.463224480941621","0.734910089280358","4"
"At lease once a week","2007","Employed","inadequately","13","","","","4"
"At lease once a week","2007","Employed","general elemantary","227","0.224972812362206","0.197616342088691","0.25232928263572","4"
"At least once a month","2007","Not Employed","vocational + Abi","21","","","","3"
"At least once a month","2007","Not Employed","higher vocational","12","","","","3"
"At least once a month","2007","Not Employed","higher education","63","0.0575475730570944","0.0440876556218949","0.0710074904922938","3"
"At least once a month","2007","Employed","in school","5","","","","3"
"At least once a month","2007","Not Employed","inadequately","4","","","","3"
"At least once a month","2007","Not Employed","general elemantary","43","0.0270381860987456","0.018258410428918","0.0358179617685731","3"
"At least once a month","2007","Not Employed","middle vocational","185","0.0427539989208969","0.0365774350734499","0.0489305627683439","3"
"At least once a month","2007","Employed","inadequately","1","","","","3"
"At least once a month","2007","Employed","middle vocational","522","0.0860278361051262","0.0790447326767978","0.0930109395334546","3"
"At least once a month","2007","Employed","vocational + Abi","91","0.109235997510569","0.0885911103826615","0.129880884638477","3"
"At least once a month","2007","Not Employed","in school","29","","","","3"
"At least once a month","2007","Employed","higher education","337","0.0982439037017337","0.0879840164650075","0.10850379093846","3"
"At least once a month","2007","Employed","general elemantary","71","0.0780390617449916","0.0604659425973921","0.0956121808925911","3"
"At least once a month","2007","Employed","higher vocational","82","0.0981304658154796","0.0800501834059226","0.116210748225037","3"
"Several times a year","2007","Not Employed","in school","30","0.101662222121695","0.0669405023753162","0.136383941868073","2"
"Several times a year","2007","Not Employed","inadequately","14","","","","2"
"Several times a year","2007","Not Employed","general elemantary","118","0.0929704506099569","0.0772512690186531","0.108689632201261","2"
"Several times a year","2007","Not Employed","middle vocational","466","0.112124729976446","0.102491465834189","0.121757994118703","2"
"Several times a year","2007","Not Employed","vocational + Abi","41","0.127794076942515","0.0897605050282646","0.165827648856765","2"
"Several times a year","2007","Not Employed","higher vocational","70","0.133786840359327","0.103614239431883","0.163959441286772","2"
"Several times a year","2007","Employed","middle vocational","1377","0.222880629940518","0.212516269193834","0.233244990687201","2"
"Several times a year","2007","Employed","vocational + Abi","204","0.236894521105268","0.208754910174257","0.265034132036278","2"
"Several times a year","2007","Employed","higher vocational","250","0.260043529445286","0.23338368976631","0.286703369124262","2"
"Several times a year","2007","Employed","higher education","660","0.203249357117428","0.189377933324318","0.217120780910537","2"
"Several times a year","2007","Not Employed","higher education","156","0.147258016430079","0.126777190490317","0.16773884236984","2"
"Several times a year","2007","Employed","in school","8","","","","2"
"Several times a year","2007","Employed","inadequately","10","","","","2"
"Several times a year","2007","Employed","general elemantary","162","0.216678847897768","0.189688109915056","0.243669585880481","2"
"Almost never or never","2008","Not Employed","vocational + Abi","105","0.458481396910104","0.397204215251906","0.519758578568302","1"
"Almost never or never","2008","Not Employed","higher vocational","198","0.412321558318529","0.367239550186743","0.457403566450316","1"
"Almost never or never","2008","Not Employed","higher education","341","0.327598023846703","0.300565976554816","0.35463007113859","1"
"Almost never or never","2008","Employed","in school","1","","","","1"
"Almost never or never","2008","Not Employed","middle vocational","1923","0.500142617280963","0.484326166958031","0.515959067603895","1"
"Almost never or never","2008","Employed","inadequately","43","0.530182376033035","0.413265725070368","0.647099026995702","1"
"Almost never or never","2008","Employed","higher education","389","0.120194606941071","0.108632990920731","0.13175622296141","1"
"Almost never or never","2008","Not Employed","in school","22","","","","1"
"Almost never or never","2008","Not Employed","inadequately","98","0.839772875283238","0.773020298120999","0.906525452445477","1"
"Almost never or never","2008","Not Employed","general elemantary","805","0.676555326457918","0.65006597396099","0.703044678954847","1"
"Almost never or never","2008","Employed","general elemantary","323","0.368113414835681","0.335203140187462","0.401023689483899","1"
"Almost never or never","2008","Employed","middle vocational","1685","0.276763661776768","0.265339841151746","0.288187482401789","1"
"Almost never or never","2008","Employed","vocational + Abi","162","0.19299198239556","0.166224137225475","0.219759827565645","1"
"Almost never or never","2008","Employed","higher vocational","187","0.175377788817242","0.151283898366747","0.199471679267736","1"
"At lease once a week","2008","Not Employed","in school","197","0.733459586617694","0.682216568305747","0.784702604929642","4"
"At lease once a week","2008","Not Employed","inadequately","7","","","","4"
"At lease once a week","2008","Not Employed","general elemantary","240","0.184147653342755","0.162198965601249","0.206096341084261","4"
"At lease once a week","2008","Not Employed","middle vocational","1229","0.316045452088836","0.301338339118047","0.330752565059626","4"
"At lease once a week","2008","Not Employed","vocational + Abi","102","0.385119477955336","0.325274964183818","0.444963991726853","4"
"At lease once a week","2008","Employed","middle vocational","2281","0.384619031883313","0.372196671124561","0.397041392642064","4"
"At lease once a week","2008","Employed","vocational + Abi","398","0.464881694905237","0.431051774196427","0.498711615614048","4"
"At lease once a week","2008","Employed","higher vocational","436","0.481109400315912","0.449453698606711","0.512765102025114","4"
"At lease once a week","2008","Employed","higher education","1711","0.582114374416188","0.56457897675563","0.599649772076745","4"
"At lease once a week","2008","Not Employed","higher vocational","167","0.375483926436714","0.331135027941641","0.419832824931788","4"
"At lease once a week","2008","Not Employed","higher education","568","0.446820584074726","0.418185833599293","0.475455334550158","4"
"At lease once a week","2008","Employed","in school","53","0.795024466145733","0.696123766463768","0.893925165827699","4"
"At lease once a week","2008","Employed","inadequately","10","","","","4"
"At lease once a week","2008","Employed","general elemantary","269","0.319359848812783","0.287545718466678","0.351173979158888","4"
"At least once a month","2008","Not Employed","vocational + Abi","12","","","","3"
"At least once a month","2008","Not Employed","higher vocational","21","","","","3"
"At least once a month","2008","Not Employed","higher education","70","0.0673192107597443","0.0528871006068376","0.0817513209126511","3"
"At least once a month","2008","Employed","in school","4","","","","3"
"At least once a month","2008","Not Employed","middle vocational","170","0.0434414549889274","0.0369931288598629","0.0498897811179919","3"
"At least once a month","2008","Employed","inadequately","7","","","","3"
"At least once a month","2008","Employed","general elemantary","65","0.0992185667109448","0.078818701200961","0.119618432220929","3"
"At least once a month","2008","Employed","middle vocational","527","0.0944711399602947","0.0870029140270971","0.101939365893492","3"
"At least once a month","2008","Employed","higher education","338","0.114583570522224","0.103259105239485","0.125908035804963","3"
"At least once a month","2008","Not Employed","in school","26","","","","3"
"At least once a month","2008","Not Employed","inadequately","4","","","","3"
"At least once a month","2008","Not Employed","general elemantary","41","0.0271610491514935","0.0179562688332174","0.0363658294697695","3"
"At least once a month","2008","Employed","vocational + Abi","84","0.0949100878541578","0.0750305216571464","0.114789654051169","3"
"At least once a month","2008","Employed","higher vocational","89","0.091785536459957","0.0734930200056462","0.110078052914268","3"
"Several times a year","2008","Not Employed","in school","41","0.10989543498465","0.0736481556352085","0.146142714334091","2"
"Several times a year","2008","Not Employed","inadequately","7","","","","2"
"Several times a year","2008","Not Employed","general elemantary","112","0.112135971047833","0.0942684053875991","0.130003536708067","2"
"Several times a year","2008","Not Employed","middle vocational","517","0.140370475641274","0.129382123156857","0.15135882812569","2"
"Several times a year","2008","Not Employed","vocational + Abi","35","0.114623550284256","0.0754464630496508","0.153800637518861","2"
"Several times a year","2008","Employed","middle vocational","1399","0.244146166379625","0.233177329282162","0.255115003477089","2"
"Several times a year","2008","Employed","vocational + Abi","191","0.247216234845045","0.217955955409233","0.276476514280857","2"
"Several times a year","2008","Employed","higher vocational","245","0.251727274406889","0.224230153920624","0.279224394893154","2"
"Several times a year","2008","Employed","higher education","601","0.183107448120517","0.169356956865241","0.196857939375794","2"
"Several times a year","2008","Not Employed","higher vocational","72","0.150666771117292","0.117905318456586","0.183428223777998","2"
"Several times a year","2008","Not Employed","higher education","179","0.158262181318826","0.13724033750668","0.179284025130972","2"
"Several times a year","2008","Employed","in school","6","","","","2"
"Several times a year","2008","Employed","inadequately","10","","","","2"
"Several times a year","2008","Employed","general elemantary","168","0.213308169640592","0.185355249654366","0.241261089626817","2"
"Almost never or never","2009","Not Employed","vocational + Abi","105","0.476323741447227","0.413657198847965","0.538990284046489","1"
"Almost never or never","2009","Not Employed","higher vocational","223","0.526151675620098","0.478568539650457","0.573734811589739","1"
"Almost never or never","2009","Not Employed","higher education","437","0.423302647175486","0.39407819410951","0.452527100241461","1"
"Almost never or never","2009","Employed","in school","4","","","","1"
