"m11104","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Several times a year","2002","Full Time","no migration background","","","","","2"
"Several times a year","2002","Full Time","direct migration background","","","","","2"
"Several times a year","2002","Part Time","indirect migration background","","","","","2"
"Several times a year","2002","Not Working","indirect migration background","","","","","2"
"Almost never or never","2003","Part Time","no migration background","1141","0.282029359245968","0.268491159843373","0.295567558648564","1"
"Almost never or never","2003","Full Time","no migration background","1790","0.242830649950849","0.23322318355154","0.252438116350159","1"
"Almost never or never","2003","Full Time","direct migration background","442","0.436201516998129","0.404260544490383","0.468142489505875","1"
"Almost never or never","2003","Full Time","indirect migration background","75","0.247791426626235","0.199886180968643","0.295696672283827","1"
"Almost never or never","2003","Part Time","direct migration background","342","0.554409379136642","0.515992161370297","0.592826596902988","1"
"Almost never or never","2003","Part Time","indirect migration background","68","0.31552808163365","0.255073114624441","0.37598304864286","1"
"Almost never or never","2003","Not Working","no migration background","3576","0.562978193594715","0.551237060069015","0.574719327120416","1"
"Almost never or never","2003","Not Working","direct migration background","751","0.670873241848347","0.642451200129158","0.699295283567535","1"
"Almost never or never","2003","Not Working","indirect migration background","89","0.351547787426034","0.292004777168152","0.411090797683917","1"
"At lease once a week","2003","Part Time","no migration background","1856","0.424685899120114","0.409814671076253","0.439557127163974","4"
"At lease once a week","2003","Full Time","no migration background","3109","0.395063188424586","0.384109789650711","0.406016587198461","4"
"At lease once a week","2003","Part Time","direct migration background","154","0.223406454250342","0.191211534205914","0.255601374294771","4"
"At lease once a week","2003","Full Time","indirect migration background","125","0.417287019678462","0.362570863816906","0.472003175540017","4"
"At lease once a week","2003","Full Time","direct migration background","227","0.257125571793173","0.228975925810851","0.285275217775495","4"
"At lease once a week","2003","Part Time","indirect migration background","92","0.380584276358954","0.317422883881837","0.44374566883607","4"
"At lease once a week","2003","Not Working","no migration background","2051","0.266933925321262","0.256462974165799","0.277404876476725","4"
"At lease once a week","2003","Not Working","direct migration background","147","0.170050407624556","0.147327278408118","0.192773536840994","4"
"At lease once a week","2003","Not Working","indirect migration background","108","0.428625884741283","0.366909696846145","0.490342072636422","4"
"At least once a month","2003","Part Time","no migration background","373","0.0890284027091392","0.0804604489791976","0.0975963564390807","3"
"At least once a month","2003","Full Time","no migration background","800","0.105757447642028","0.0988670583903849","0.112647836893671","3"
"At least once a month","2003","Full Time","direct migration background","68","0.0753801514090456","0.0583760883663532","0.092384214451738","3"
"At least once a month","2003","Full Time","indirect migration background","42","0.13665732485739","0.0985438227936632","0.174770826921116","3"
"At least once a month","2003","Part Time","direct migration background","44","0.0557641602716373","0.0380279663631676","0.0735003541801069","3"
"At least once a month","2003","Part Time","indirect migration background","19","","","","3"
"At least once a month","2003","Not Working","no migration background","337","0.0476942684142714","0.0426495842483951","0.0527389525801477","3"
"At least once a month","2003","Not Working","direct migration background","38","0.0483240109350894","0.0353528309807211","0.0612951908894576","3"
"At least once a month","2003","Not Working","indirect migration background","13","","","","3"
"Several times a year","2003","Full Time","indirect migration background","70","0.198264228837914","0.154024892106309","0.242503565569519","2"
"Several times a year","2003","Part Time","no migration background","874","0.204256338924779","0.192127065983841","0.216385611865716","2"
"Several times a year","2003","Full Time","no migration background","1953","0.256348713982537","0.246565966385054","0.26613146158002","2"
"Several times a year","2003","Full Time","direct migration background","189","0.231292759799653","0.204134364673819","0.258451154925487","2"
"Several times a year","2003","Part Time","direct migration background","103","0.166420006341378","0.137631507923115","0.195208504759642","2"
"Several times a year","2003","Part Time","indirect migration background","48","0.225531766810336","0.171164083445036","0.279899450175637","2"
"Several times a year","2003","Not Working","no migration background","892","0.122393612669751","0.114635752432258","0.130151472907244","2"
"Several times a year","2003","Not Working","direct migration background","114","0.110752339592008","0.0917703705075013","0.129734308676515","2"
"Several times a year","2003","Not Working","indirect migration background","37","0.190583943784221","0.141602827695476","0.239565059872967","2"
"Almost never or never","2004","Part Time","no migration background","","","","","1"
"Almost never or never","2004","Full Time","no migration background","","","","","1"
"Almost never or never","2004","Full Time","direct migration background","","","","","1"
"Almost never or never","2004","Full Time","indirect migration background","","","","","1"
"Almost never or never","2004","Part Time","direct migration background","","","","","1"
"Almost never or never","2004","Part Time","indirect migration background","","","","","1"
"Almost never or never","2004","Not Working","no migration background","","","","","1"
"Almost never or never","2004","Not Working","direct migration background","","","","","1"
"Almost never or never","2004","Not Working","indirect migration background","","","","","1"
"At lease once a week","2004","Full Time","no migration background","","","","","4"
"At lease once a week","2004","Part Time","no migration background","","","","","4"
"At lease once a week","2004","Full Time","indirect migration background","","","","","4"
"At lease once a week","2004","Part Time","direct migration background","","","","","4"
"At lease once a week","2004","Full Time","direct migration background","","","","","4"
"At lease once a week","2004","Part Time","indirect migration background","","","","","4"
"At lease once a week","2004","Not Working","no migration background","","","","","4"
"At lease once a week","2004","Not Working","direct migration background","","","","","4"
"At lease once a week","2004","Not Working","indirect migration background","","","","","4"
"At least once a month","2004","Part Time","no migration background","","","","","3"
"At least once a month","2004","Full Time","no migration background","","","","","3"
"At least once a month","2004","Full Time","direct migration background","","","","","3"
"At least once a month","2004","Full Time","indirect migration background","","","","","3"
"At least once a month","2004","Part Time","direct migration background","","","","","3"
"At least once a month","2004","Part Time","indirect migration background","","","","","3"
"At least once a month","2004","Not Working","no migration background","","","","","3"
"At least once a month","2004","Not Working","direct migration background","","","","","3"
"At least once a month","2004","Not Working","indirect migration background","","","","","3"
"Several times a year","2004","Full Time","indirect migration background","","","","","2"
"Several times a year","2004","Part Time","no migration background","","","","","2"
"Several times a year","2004","Full Time","no migration background","","","","","2"
"Several times a year","2004","Full Time","direct migration background","","","","","2"
"Several times a year","2004","Part Time","direct migration background","","","","","2"
"Several times a year","2004","Part Time","indirect migration background","","","","","2"
"Several times a year","2004","Not Working","no migration background","","","","","2"
"Several times a year","2004","Not Working","direct migration background","","","","","2"
"Several times a year","2004","Not Working","indirect migration background","","","","","2"
"Almost never or never","2005","Full Time","no migration background","1988","0.298866579099231","0.288043632230536","0.309689525967927","1"
"Almost never or never","2005","Full Time","direct migration background","383","0.434710965515315","0.400424249007293","0.468997682023336","1"
"Almost never or never","2005","Full Time","indirect migration background","80","0.239992642200718","0.193632244492996","0.28635303990844","1"
"Almost never or never","2005","Part Time","no migration background","1233","0.322345385820363","0.30791020577446","0.336780565866266","1"
"Almost never or never","2005","Part Time","direct migration background","307","0.51612898667355","0.47459012188901","0.55766785145809","1"
"Almost never or never","2005","Part Time","indirect migration background","53","0.206893478740891","0.153121130119372","0.26066582736241","1"
"Almost never or never","2005","Not Working","no migration background","3545","0.578952905941597","0.567023409816498","0.590882402066696","1"
"Almost never or never","2005","Not Working","direct migration background","698","0.683969715324465","0.655268478487216","0.712670952161714","1"
"Almost never or never","2005","Not Working","indirect migration background","101","0.363428690870679","0.307090589029398","0.419766792711959","1"
"At lease once a week","2005","Full Time","no migration background","2587","0.361017506661809","0.349661774865258","0.37237323845836","4"
"At lease once a week","2005","Full Time","direct migration background","185","0.263770676949124","0.233291016063796","0.294250337834452","4"
"At lease once a week","2005","Full Time","indirect migration background","117","0.352160808321126","0.30031144704114","0.404010169601112","4"
"At lease once a week","2005","Part Time","no migration background","1580","0.377683153664204","0.362709531784364","0.392656775544045","4"
"At lease once a week","2005","Part Time","direct migration background","123","0.227970922044234","0.193099693185633","0.262842150902834","4"
"At lease once a week","2005","Part Time","indirect migration background","96","0.38757447624559","0.322901318002041","0.452247634489139","4"
"At lease once a week","2005","Not Working","no migration background","1836","0.246368853670804","0.23595749363685","0.256780213704759","4"
"At lease once a week","2005","Not Working","direct migration background","157","0.164371369548624","0.141492341667642","0.187250397429605","4"
"At lease once a week","2005","Not Working","indirect migration background","99","0.325304274631357","0.270430107745423","0.38017844151729","4"
"At least once a month","2005","Part Time","no migration background","348","0.0890919697277758","0.0802933647109889","0.0978905747445628","3"
"At least once a month","2005","Not Working","direct migration background","43","0.0372789021801289","0.025583918318031","0.0489738860422269","3"
"At least once a month","2005","Full Time","no migration background","694","0.110577968143416","0.103163248067729","0.117992688219104","3"
"At least once a month","2005","Full Time","direct migration background","68","0.0921126161578286","0.0721109641289792","0.112114268186678","3"
"At least once a month","2005","Full Time","indirect migration background","39","0.113196347309974","0.0788034126898353","0.147589281930113","3"
"At least once a month","2005","Part Time","direct migration background","31","0.0645580070095726","0.0441314964184661","0.0849845176006792","3"
"At least once a month","2005","Part Time","indirect migration background","23","","","","3"
"At least once a month","2005","Not Working","no migration background","355","0.0482882364502313","0.0431084895968028","0.0534679833036597","3"
"At least once a month","2005","Not Working","indirect migration background","26","","","","3"
"Several times a year","2005","Full Time","indirect migration background","90","0.294650202168182","0.245162768140923","0.344137636195441","2"
"Several times a year","2005","Part Time","no migration background","866","0.210879490787657","0.198280199584828","0.223478781990486","2"
"Several times a year","2005","Full Time","no migration background","1603","0.229537946095543","0.219595130421152","0.239480761769934","2"
"Several times a year","2005","Full Time","direct migration background","167","0.209405741377733","0.181263321466745","0.23754816128872","2"
"Several times a year","2005","Part Time","direct migration background","95","0.191342084272643","0.158645802571506","0.224038365973781","2"
"Several times a year","2005","Part Time","indirect migration background","46","0.270927624436842","0.211930368773422","0.329924880100262","2"
"Several times a year","2005","Not Working","no migration background","844","0.126390003937367","0.118361210119161","0.134418797755574","2"
"Several times a year","2005","Not Working","direct migration background","110","0.114380012946782","0.0947320920801718","0.134027933813393","2"
"Several times a year","2005","Not Working","indirect migration background","54","0.195556237875976","0.149099067261724","0.242013408490228","2"
"Almost never or never","2006","Full Time","no migration background","","","","","1"
"Almost never or never","2006","Full Time","direct migration background","","","","","1"
"Almost never or never","2006","Full Time","indirect migration background","","","","","1"
"Almost never or never","2006","Part Time","no migration background","","","","","1"
"Almost never or never","2006","Part Time","direct migration background","","","","","1"
"Almost never or never","2006","Part Time","indirect migration background","","","","","1"
"Almost never or never","2006","Not Working","no migration background","","","","","1"
"Almost never or never","2006","Not Working","direct migration background","","","","","1"
"Almost never or never","2006","Not Working","indirect migration background","","","","","1"
"At lease once a week","2006","Part Time","no migration background","","","","","4"
"At lease once a week","2006","Full Time","indirect migration background","","","","","4"
"At lease once a week","2006","Full Time","no migration background","","","","","4"
"At lease once a week","2006","Full Time","direct migration background","","","","","4"
"At lease once a week","2006","Part Time","direct migration background","","","","","4"
"At lease once a week","2006","Part Time","indirect migration background","","","","","4"
"At lease once a week","2006","Not Working","no migration background","","","","","4"
"At lease once a week","2006","Not Working","direct migration background","","","","","4"
"At lease once a week","2006","Not Working","indirect migration background","","","","","4"
"At least once a month","2006","Full Time","indirect migration background","","","","","3"
"At least once a month","2006","Full Time","no migration background","","","","","3"
"At least once a month","2006","Full Time","direct migration background","","","","","3"
"At least once a month","2006","Part Time","no migration background","","","","","3"
"At least once a month","2006","Part Time","direct migration background","","","","","3"
"At least once a month","2006","Part Time","indirect migration background","","","","","3"
"At least once a month","2006","Not Working","no migration background","","","","","3"
"At least once a month","2006","Not Working","direct migration background","","","","","3"
"At least once a month","2006","Not Working","indirect migration background","","","","","3"
"Several times a year","2006","Full Time","indirect migration background","","","","","2"
"Several times a year","2006","Part Time","no migration background","","","","","2"
"Several times a year","2006","Full Time","no migration background","","","","","2"
"Several times a year","2006","Full Time","direct migration background","","","","","2"
"Several times a year","2006","Part Time","direct migration background","","","","","2"
"Several times a year","2006","Part Time","indirect migration background","","","","","2"
"Several times a year","2006","Not Working","no migration background","","","","","2"
"Several times a year","2006","Not Working","direct migration background","","","","","2"
"Several times a year","2006","Not Working","indirect migration background","","","","","2"
"Almost never or never","2007","Full Time","no migration background","1896","0.279172473036984","0.268526728392601","0.289818217681368","1"
"Almost never or never","2007","Full Time","direct migration background","333","0.448485419257942","0.411695215053506","0.485275623462378","1"
"Almost never or never","2007","Full Time","indirect migration background","94","0.263009871693278","0.215363698044444","0.310656045342111","1"
"Almost never or never","2007","Part Time","no migration background","1189","0.310213548353234","0.295771373981474","0.324655722724993","1"
"Almost never or never","2007","Part Time","direct migration background","266","0.488674960154801","0.446591928255835","0.530757992053767","1"
"Almost never or never","2007","Part Time","indirect migration background","57","0.229386439182928","0.174204386308656","0.284568492057201","1"
"Almost never or never","2007","Not Working","no migration background","3674","0.564828731545292","0.553075228379249","0.576582234711336","1"
"Almost never or never","2007","Not Working","direct migration background","617","0.679417040397171","0.648511633025634","0.710322447768709","1"
"Almost never or never","2007","Not Working","indirect migration background","81","0.352802587247194","0.291446960411753","0.414158214082636","1"
"At lease once a week","2007","Part Time","no migration background","1623","0.403821028364875","0.388502125386694","0.419139931343057","4"
"At lease once a week","2007","Full Time","no migration background","2714","0.390582387599216","0.379004271640026","0.402160503558406","4"
"At lease once a week","2007","Full Time","indirect migration background","121","0.389863649327977","0.337082238924346","0.442645059731607","4"
"At lease once a week","2007","Full Time","direct migration background","192","0.284804563198638","0.251418487475934","0.318190638921342","4"
"At lease once a week","2007","Part Time","direct migration background","136","0.233074070041536","0.197480451760269","0.268667688322804","4"
"At lease once a week","2007","Part Time","indirect migration background","97","0.415766791063065","0.351080287390119","0.48045329473601","4"
"At lease once a week","2007","Not Working","no migration background","2055","0.281097164688634","0.270439988093448","0.291754341283819","4"
"At lease once a week","2007","Not Working","direct migration background","131","0.165044863734686","0.140462218425312","0.18962750904406","4"
"At lease once a week","2007","Not Working","indirect migration background","80","0.322936403505845","0.262896032864591","0.382976774147099","4"
"At least once a month","2007","Full Time","indirect migration background","43","0.144814852685315","0.106730393104014","0.182899312266616","3"
"At least once a month","2007","Full Time","no migration background","651","0.0971341855201068","0.0901063478352199","0.104162023204994","3"
"At least once a month","2007","Full Time","direct migration background","45","0.071699273674687","0.0526147529351727","0.0907837944142012","3"
"At least once a month","2007","Part Time","no migration background","322","0.0745153304778957","0.0663164925006767","0.0827141684551147","3"
"At least once a month","2007","Part Time","direct migration background","38","0.075799739846429","0.0535171663067411","0.0980823133861169","3"
"At least once a month","2007","Part Time","indirect migration background","27","","","","3"
"At least once a month","2007","Not Working","no migration background","326","0.0433919383460793","0.0385619022627955","0.0482219744293631","3"
"At least once a month","2007","Not Working","direct migration background","26","","","","3"
"At least once a month","2007","Not Working","indirect migration background","27","","","","3"
"Several times a year","2007","Full Time","indirect migration background","70","0.202311626293431","0.158836763414826","0.245786489172035","2"
"Several times a year","2007","Part Time","no migration background","807","0.211450092803995","0.198701466055933","0.224198719552057","2"
"Several times a year","2007","Full Time","no migration background","1560","0.233110953843693","0.223077009811851","0.243144897875536","2"
"Several times a year","2007","Full Time","direct migration background","132","0.195010743868734","0.165701551832828","0.22431993590464","2"
"Several times a year","2007","Part Time","direct migration background","102","0.202451229957234","0.168622376217913","0.236280083696555","2"
"Several times a year","2007","Part Time","indirect migration background","42","0.235365625278226","0.179686284316473","0.291044966239979","2"
"Several times a year","2007","Not Working","no migration background","780","0.110682165419995","0.103244336991239","0.11811999384875","2"
"Several times a year","2007","Not Working","direct migration background","102","0.123732821251073","0.10192778724836","0.145537855253785","2"
"Several times a year","2007","Not Working","indirect migration background","45","0.234214018933374","0.179835136308476","0.288592901558271","2"
"Almost never or never","2008","Full Time","no migration background","1402","0.207996206915358","0.198132295506855","0.21786011832386","1"
"Almost never or never","2008","Full Time","direct migration background","246","0.372544674984335","0.334731002884981","0.41035834708369","1"
"Almost never or never","2008","Full Time","indirect migration background","77","0.199485781874917","0.157009242090479","0.241962321659354","1"
"Almost never or never","2008","Part Time","no migration background","836","0.23059946763029","0.217038184757958","0.244160750502622","1"
"Almost never or never","2008","Part Time","direct migration background","220","0.425252008944862","0.380792649202345","0.46971136868738","1"
"Almost never or never","2008","Part Time","indirect migration background","53","0.20386851679074","0.150753241698845","0.256983791882635","1"
"Almost never or never","2008","Not Working","no migration background","2947","0.477648721615647","0.465455881000458","0.489841562230836","1"
"Almost never or never","2008","Not Working","direct migration background","520","0.653710174411803","0.620740429609808","0.686679919213797","1"
"Almost never or never","2008","Not Working","indirect migration background","69","0.30644015797911","0.2431774445365","0.36970287142172","1"
"At lease once a week","2008","Full Time","no migration background","2904","0.447288947878571","0.435205218712691","0.459372677044451","4"
"At lease once a week","2008","Full Time","direct migration background","188","0.321017092284126","0.284502894103092","0.35753129046516","4"
"At lease once a week","2008","Full Time","indirect migration background","147","0.480519772260662","0.427413138378669","0.533626406142655","4"
"At lease once a week","2008","Part Time","no migration background","1761","0.457056589878645","0.441018314938761","0.473094864818529","4"
"At lease once a week","2008","Part Time","direct migration background","145","0.293083359706708","0.252149662823642","0.334017056589774","4"
"At lease once a week","2008","Part Time","indirect migration background","93","0.447714161675561","0.382154859278595","0.513273464072526","4"
"At lease once a week","2008","Not Working","no migration background","2328","0.343125035612853","0.331536279737596","0.354713791488109","4"
"At lease once a week","2008","Not Working","direct migration background","168","0.202471862939219","0.174626143443132","0.230317582435307","4"
"At lease once a week","2008","Not Working","indirect migration background","79","0.332648586184947","0.267993433636858","0.397303738733035","4"
"At least once a month","2008","Full Time","indirect migration background","40","0.13033217395651","0.0945463390632995","0.16611800884972","3"
"At least once a month","2008","Full Time","no migration background","643","0.103041881119571","0.0956534743659869","0.110430287873156","3"
"At least once a month","2008","Full Time","direct migration background","61","0.0985983828787197","0.0752819380779605","0.121914827679479","3"
"At least once a month","2008","Part Time","no migration background","339","0.0917061295080842","0.0824141603981041","0.100998098618064","3"
"At least once a month","2008","Part Time","direct migration background","23","","","","3"
"At least once a month","2008","Part Time","indirect migration background","29","","","","3"
"At least once a month","2008","Not Working","no migration background","296","0.0422529781182404","0.0373425051638689","0.0471634510726119","3"
"At least once a month","2008","Not Working","direct migration background","35","0.0394264133216809","0.0259410685897235","0.0529117580536383","3"
"At least once a month","2008","Not Working","indirect migration background","25","","","","3"
"Several times a year","2008","Full Time","indirect migration background","76","0.189662271907912","0.147991443282177","0.231333100533648","2"
"Several times a year","2008","Full Time","no migration background","1555","0.2416729640865","0.231268969227084","0.252076958945916","2"
"Several times a year","2008","Full Time","direct migration background","133","0.207839849852819","0.176104800737279","0.239574898968359","2"
"Several times a year","2008","Part Time","no migration background","770","0.220637812982981","0.207287082736635","0.233988543229326","2"
"Several times a year","2008","Part Time","direct migration background","87","0.218141244919692","0.181001892089996","0.255280597749388","2"
"Several times a year","2008","Part Time","indirect migration background","46","0.183375683017909","0.132356443550438","0.234394922485379","2"
"Several times a year","2008","Not Working","no migration background","876","0.13697326465326","0.128580611324918","0.145365917981602","2"
"Several times a year","2008","Not Working","direct migration background","77","0.104391549327297","0.083203310451128","0.125579788203466","2"
"Several times a year","2008","Not Working","indirect migration background","31","0.206849872923422","0.151267339783785","0.26243240606306","2"
"Almost never or never","2009","Full Time","no migration background","1652","0.263440654500606","0.252427871457245","0.274453437543967","1"
"Almost never or never","2009","Full Time","direct migration background","225","0.388105670915206","0.346617588260408","0.429593753570005","1"
"Almost never or never","2009","Full Time","indirect migration background","71","0.175481429470555","0.133001035545515","0.217961823395595","1"
"Almost never or never","2009","Part Time","no migration background","1020","0.289301938828298","0.274388046879706","0.304215830776889","1"
"Almost never or never","2009","Part Time","direct migration background","196","0.390375072296378","0.345402133174303","0.435348011418452","1"
"Almost never or never","2009","Part Time","indirect migration background","56","0.217505619464276","0.16157484891631","0.273436390012242","1"
"Almost never or never","2009","Not Working","no migration background","3184","0.553036262620523","0.540412920646116","0.56565960459493","1"
"Almost never or never","2009","Not Working","direct migration background","465","0.689316238896475","0.654508025262693","0.724124452530257","1"
"Almost never or never","2009","Not Working","indirect migration background","55","0.270722642042664","0.208035554705022","0.333409729380306","1"
"At lease once a week","2009","Full Time","no migration background","2496","0.408922458054634","0.396631251312581","0.421213664796687","4"
"At lease once a week","2009","Full Time","direct migration background","151","0.327516461174224","0.287561790841322","0.367471131507125","4"
"At lease once a week","2009","Full Time","indirect migration background","123","0.419080098779683","0.363976574132729","0.474183623426638","4"
"At lease once a week","2009","Part Time","no migration background","1525","0.418883652338663","0.402656175155994","0.435111129521331","4"
"At lease once a week","2009","Part Time","direct migration background","134","0.331933628856415","0.288521177865764","0.375346079847067","4"
"At lease once a week","2009","Part Time","indirect migration background","78","0.417577016979327","0.35071761405244","0.484436419906215","4"
"At lease once a week","2009","Not Working","no migration background","1846","0.297338338054751","0.285732941564488","0.308943734545014","4"
"At lease once a week","2009","Not Working","direct migration background","115","0.158311520425323","0.130855021673203","0.185768019177443","4"
"At lease once a week","2009","Not Working","indirect migration background","80","0.365572726412336","0.297629330036512","0.433516122788159","4"
"At least once a month","2009","Full Time","indirect migration background","46","0.19914610378183","0.154546059883017","0.243746147680643","3"
"At least once a month","2009","Full Time","no migration background","575","0.101677649525099","0.0941218458549579","0.10923345319524","3"
"At least once a month","2009","Full Time","direct migration background","55","0.0996485320888919","0.0741478587821172","0.125149205395667","3"
"At least once a month","2009","Part Time","no migration background","289","0.077666385747307","0.0688633326590082","0.0864694388356059","3"
"At least once a month","2009","Not Working","no migration background","270","0.0450216173616448","0.0397569769271768","0.0502862577961127","3"
"At least once a month","2009","Part Time","direct migration background","33","0.0797868794958838","0.0548070871290144","0.104766671862753","3"
"At least once a month","2009","Part Time","indirect migration background","20","","","","3"
"At least once a month","2009","Not Working","direct migration background","30","0.0428406380366694","0.0276094670081953","0.0580718090651434","3"
"At least once a month","2009","Not Working","indirect migration background","18","","","","3"
"Several times a year","2009","Full Time","indirect migration background","68","0.206292367967931","0.161102133832462","0.251482602103401","2"
"Several times a year","2009","Full Time","no migration background","1423","0.225959237919661","0.215503642263396","0.236414833575926","2"
"Several times a year","2009","Full Time","direct migration background","99","0.184729335821678","0.151690175731038","0.217768495912319","2"
"Several times a year","2009","Part Time","no migration background","717","0.214148023085733","0.200655282684729","0.227640763486736","2"
"Several times a year","2009","Part Time","direct migration background","89","0.197904419351323","0.161174524795512","0.234634313907134","2"
"Several times a year","2009","Part Time","indirect migration background","55","0.308383890417666","0.245772501234457","0.370995279600875","2"
"Several times a year","2009","Not Working","no migration background","659","0.104603781963081","0.0968333937035271","0.112374170222636","2"
"Several times a year","2009","Not Working","direct migration background","69","0.109531602641533","0.0860411069920826","0.133022098290983","2"
"Several times a year","2009","Not Working","indirect migration background","40","0.216909317279262","0.158764023573513","0.275054610985012","2"
"Almost never or never","2010","Full Time","no migration background","","","","","1"
"Almost never or never","2010","Full Time","direct migration background","","","","","1"
"Almost never or never","2010","Full Time","indirect migration background","","","","","1"
"Almost never or never","2010","Part Time","no migration background","","","","","1"
"Almost never or never","2010","Part Time","direct migration background","","","","","1"
"Almost never or never","2010","Part Time","indirect migration background","","","","","1"
"Almost never or never","2010","Not Working","no migration background","","","","","1"
"Almost never or never","2010","Not Working","direct migration background","","","","","1"
"Almost never or never","2010","Not Working","indirect migration background","","","","","1"
"At lease once a week","2010","Full Time","no migration background","","","","","4"
"At lease once a week","2010","Full Time","direct migration background","","","","","4"
"At lease once a week","2010","Full Time","indirect migration background","","","","","4"
"At lease once a week","2010","Part Time","no migration background","","","","","4"
"At lease once a week","2010","Part Time","direct migration background","","","","","4"
"At lease once a week","2010","Part Time","indirect migration background","","","","","4"
"At lease once a week","2010","Not Working","no migration background","","","","","4"
"At lease once a week","2010","Not Working","direct migration background","","","","","4"
"At lease once a week","2010","Not Working","indirect migration background","","","","","4"
"At least once a month","2010","Full Time","indirect migration background","","","","","3"
"At least once a month","2010","Full Time","no migration background","","","","","3"
"At least once a month","2010","Full Time","direct migration background","","","","","3"
"At least once a month","2010","Part Time","no migration background","","","","","3"
"At least once a month","2010","Not Working","no migration background","","","","","3"
"At least once a month","2010","Part Time","indirect migration background","","","","","3"
"At least once a month","2010","Part Time","direct migration background","","","","","3"
"At least once a month","2010","Not Working","direct migration background","","","","","3"
"At least once a month","2010","Not Working","indirect migration background","","","","","3"
"Several times a year","2010","Full Time","indirect migration background","","","","","2"
"Several times a year","2010","Full Time","no migration background","","","","","2"
"Several times a year","2010","Full Time","direct migration background","","","","","2"
"Several times a year","2010","Part Time","no migration background","","","","","2"
"Several times a year","2010","Part Time","direct migration background","","","","","2"
"Several times a year","2010","Part Time","indirect migration background","","","","","2"
"Several times a year","2010","Not Working","no migration background","","","","","2"
"Several times a year","2010","Not Working","direct migration background","","","","","2"
"Several times a year","2010","Not Working","indirect migration background","","","","","2"
"Almost never or never","2011","Full Time","no migration background","2714","0.280357260901472","0.271124475197177","0.289590046605766","1"
"Almost never or never","2011","Full Time","direct migration background","473","0.423121180233797","0.39326632972919","0.452976030738405","1"
"Almost never or never","2011","Full Time","indirect migration background","123","0.216930815451441","0.17986598843869","0.253995642464191","1"
"Almost never or never","2011","Part Time","no migration background","2141","0.319925565464388","0.308437522670967","0.331413608257809","1"
"Almost never or never","2011","Not Working","no migration background","4515","0.560320997275863","0.549708509062051","0.570933485489675","1"
"Almost never or never","2011","Not Working","direct migration background","881","0.680871007005824","0.655570755007582","0.706171259004067","1"
"Almost never or never","2011","Part Time","direct migration background","432","0.461948903727078","0.42917667771889","0.494721129735265","1"
"Almost never or never","2011","Part Time","indirect migration background","143","0.247433713188989","0.206647284554083","0.288220141823894","1"
"Almost never or never","2011","Not Working","indirect migration background","163","0.424606221616898","0.375923342386898","0.473289100846898","1"
"At lease once a week","2011","Full Time","no migration background","3740","0.423686464846522","0.413529356566011","0.433843573127032","4"
"At lease once a week","2011","Full Time","direct migration background","321","0.331425015019658","0.302979884880135","0.359870145159181","4"
"At lease once a week","2011","Full Time","indirect migration background","201","0.403580655394906","0.359459963189721","0.447701347600091","4"
"At lease once a week","2011","Part Time","no migration background","2639","0.437545710726046","0.425327751289927","0.449763670162165","4"
"At lease once a week","2011","Part Time","direct migration background","252","0.284394252192428","0.254739484378791","0.314049020006064","4"
"At lease once a week","2011","Part Time","indirect migration background","161","0.436325539840128","0.389451394815472","0.483199684864784","4"
"At lease once a week","2011","Not Working","no migration background","2659","0.302404793105148","0.29258444260771","0.312225143602586","4"
"At lease once a week","2011","Not Working","direct migration background","256","0.1978689713586","0.17624572972123","0.219492212995971","4"
"At lease once a week","2011","Not Working","indirect migration background","149","0.373480370217141","0.325837081785332","0.421123658648949","4"
"At least once a month","2011","Full Time","indirect migration background","42","0.0834968417633826","0.0586195388940668","0.108374144632698","3"
"At least once a month","2011","Not Working","no migration background","319","0.036990084782951","0.0329546628328057","0.0410255067330964","3"
"At least once a month","2011","Full Time","no migration background","801","0.0944047984204036","0.0883946877601961","0.100414909080611","3"
"At least once a month","2011","Full Time","direct migration background","65","0.0492803131371538","0.0362004501711675","0.0623601761031401","3"
"At least once a month","2011","Part Time","no migration background","446","0.0667460327156848","0.0605991348389993","0.0728929305923703","3"
"At least once a month","2011","Part Time","indirect migration background","38","0.109329098745352","0.0798346435065075","0.138823553984197","3"
"At least once a month","2011","Part Time","direct migration background","45","0.0525435010055367","0.0378766677883738","0.0672103342226996","3"
"At least once a month","2011","Not Working","direct migration background","36","0.0312810528246854","0.0218328572763896","0.0407292483729811","3"
"At least once a month","2011","Not Working","indirect migration background","23","","","","3"
"Several times a year","2011","Full Time","indirect migration background","109","0.295991687390271","0.254940101712928","0.337043273067614","2"
"Several times a year","2011","Part Time","indirect migration background","88","0.206911648225531","0.168623256983961","0.2452000394671","2"
"Several times a year","2011","Not Working","no migration background","910","0.100284124836038","0.0938616901634565","0.106706559508619","2"
"Several times a year","2011","Not Working","direct migration background","131","0.0899789688108899","0.0744477508038186","0.105510186817961","2"
"Several times a year","2011","Full Time","no migration background","1837","0.201551475831603","0.193305637228997","0.209797314434209","2"
"Several times a year","2011","Full Time","direct migration background","193","0.196173491609391","0.172177342928667","0.220169640290115","2"
"Several times a year","2011","Part Time","no migration background","1107","0.175782691093881","0.166408101440595","0.185157280747166","2"
"Several times a year","2011","Part Time","direct migration background","160","0.201113343074958","0.174764579720556","0.22746210642936","2"
"Several times a year","2011","Not Working","indirect migration background","61","0.155109665475048","0.119454693487213","0.190764637462883","2"
