"m11104","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Several times a year","2002","Single parent ","Urban Area","","","",""
"Several times a year","2002","Single parent ","Rural Area","","","",""
"Several times a year","2002","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2002","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2002","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2002","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2002","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2002","1-pers.-HH","Urban Area","","","",""
"At least once a month","2002","1-pers.-HH","Rural Area","","","",""
"At least once a month","2002","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2002","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2002","Single parent ","Urban Area","","","",""
"At least once a month","2002","Single parent ","Rural Area","","","",""
"At least once a month","2002","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2002","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2002","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2002","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2002","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2002","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2002","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2002","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2002","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2002","Single parent ","Urban Area","","","",""
"At lease once a week","2002","Single parent ","Rural Area","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2002","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2002","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2002","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2003","1-pers.-HH","Urban Area","906","0.443079215667499","0.421968558728839","0.46418987260616"
"Almost never or never","2003","1-pers.-HH","Rural Area","449","0.543969532145528","0.510466935917889","0.577472128373167"
"Almost never or never","2003","(Married) couple without C. ","Urban Area","2030","0.440647042156382","0.426768924884114","0.454525159428649"
"Almost never or never","2003","(Married) couple without C. ","Rural Area","1138","0.486165793483652","0.466039246742515","0.506292340224789"
"Almost never or never","2003","Single parent ","Urban Area","280","0.384281950680389","0.349092215647277","0.419471685713501"
"Almost never or never","2003","Single parent ","Rural Area","152","0.388410647610516","0.339662513170402","0.43715878205063"
"Almost never or never","2003","Couple + C. LE 16 ","Urban Area","866","0.297256416934236","0.280854842925476","0.313657990942996"
"Almost never or never","2003","Couple + C. LE 16 ","Rural Area","411","0.330924750847685","0.306017174446354","0.355832327249016"
"Almost never or never","2003","Couple + C. GT 16 ","Urban Area","761","0.346538391861777","0.327783189720457","0.365293594003097"
"Almost never or never","2003","Couple + C. GT 16 ","Rural Area","416","0.310354555213776","0.286736651523308","0.333972458904244"
"Almost never or never","2003","Couple + C. LE and GT 16","Urban Area","359","0.325466321284618","0.298945110559901","0.351987532009335"
"Almost never or never","2003","Couple + C. LE and GT 16","Rural Area","195","0.327976701120812","0.291661016259976","0.364292385981647"
"Several times a year","2003","1-pers.-HH","Urban Area","297","0.145971582795364","0.13096662889276","0.160976536697967"
"Several times a year","2003","1-pers.-HH","Rural Area","127","0.127194151391003","0.104781840359053","0.149606462422953"
"Several times a year","2003","(Married) couple without C. ","Urban Area","811","0.165010321261092","0.154634122973899","0.175386519548285"
"Several times a year","2003","(Married) couple without C. ","Rural Area","440","0.184874736252338","0.16924266516877","0.200506807335906"
"Several times a year","2003","Single parent ","Urban Area","157","0.234271470031262","0.203630876283685","0.264912063778839"
"Several times a year","2003","Single parent ","Rural Area","71","0.203752712229121","0.163466340001049","0.244039084457192"
"Several times a year","2003","Couple + C. LE 16 ","Urban Area","681","0.237924994299226","0.222644396066309","0.253205592532143"
"Several times a year","2003","Couple + C. LE 16 ","Rural Area","371","0.273080387746302","0.249496368957466","0.296664406535138"
"Several times a year","2003","Couple + C. GT 16 ","Urban Area","480","0.171158615106587","0.156313925246656","0.186003304966519"
"Several times a year","2003","Couple + C. GT 16 ","Rural Area","367","0.250244749048422","0.228132058213226","0.272357439883618"
"Several times a year","2003","Couple + C. LE and GT 16","Urban Area","214","0.200226887718104","0.177576111073241","0.222877664362966"
"Several times a year","2003","Couple + C. LE and GT 16","Rural Area","148","0.183423272149974","0.15348640882525","0.213360135474697"
"At least once a month","2003","1-pers.-HH","Urban Area","153","0.0708073482877787","0.0599065979093612","0.0817080986661963"
"At least once a month","2003","1-pers.-HH","Rural Area","32","0.0422751976885031","0.0287402233492236","0.0558101720277826"
"At least once a month","2003","(Married) couple without C. ","Urban Area","307","0.0657039714791704","0.0587780077005843","0.0726299352577565"
"At least once a month","2003","(Married) couple without C. ","Rural Area","157","0.0629223656723891","0.0531442342956039","0.0727004970491742"
"At least once a month","2003","Single parent ","Urban Area","56","0.0717330503290574","0.0530651207261765","0.0904009799319384"
"At least once a month","2003","Single parent ","Rural Area","29","","",""
"At least once a month","2003","Couple + C. LE 16 ","Urban Area","292","0.100082101671958","0.0893124633775858","0.11085173996633"
"At least once a month","2003","Couple + C. LE 16 ","Rural Area","119","0.0822240150178665","0.0676829221462671","0.0967651078894659"
"At least once a month","2003","Couple + C. GT 16 ","Urban Area","237","0.0946112531594684","0.0830760572067029","0.106146449112234"
"At least once a month","2003","Couple + C. GT 16 ","Rural Area","134","0.0953005055074376","0.0803105920594442","0.110290418955431"
"At least once a month","2003","Couple + C. LE and GT 16","Urban Area","116","0.0962201004703301","0.0795283170274988","0.112911883913161"
"At least once a month","2003","Couple + C. LE and GT 16","Rural Area","49","0.0794460702745015","0.0585270469006557","0.100365093648347"
"At lease once a week","2003","1-pers.-HH","Urban Area","771","0.340141853249358","0.320008334922802","0.360275371575915"
"At lease once a week","2003","1-pers.-HH","Rural Area","241","0.286561118774966","0.256146577900854","0.316975659649078"
"At lease once a week","2003","(Married) couple without C. ","Urban Area","1768","0.328638665103356","0.315508214032012","0.3417691161747"
"At lease once a week","2003","(Married) couple without C. ","Rural Area","634","0.266037104591621","0.248243099128901","0.283831110054341"
"At lease once a week","2003","Single parent ","Urban Area","241","0.309713528959291","0.27626362845834","0.343163429460243"
"At lease once a week","2003","Single parent ","Rural Area","132","0.327391865900121","0.280456794925926","0.374326936874317"
"At lease once a week","2003","Couple + C. LE 16 ","Urban Area","1144","0.36473648709458","0.347462681573717","0.382010292615444"
"At lease once a week","2003","Couple + C. LE 16 ","Rural Area","470","0.313770846388147","0.289208478007442","0.338333214768853"
"At lease once a week","2003","Couple + C. GT 16 ","Urban Area","995","0.387691739872167","0.368488948394407","0.406894531349927"
"At lease once a week","2003","Couple + C. GT 16 ","Rural Area","557","0.344100190230364","0.319847464352078","0.36835291610865"
"At lease once a week","2003","Couple + C. LE and GT 16","Urban Area","510","0.378086690526948","0.350639422719072","0.405533958334824"
"At lease once a week","2003","Couple + C. LE and GT 16","Rural Area","250","0.409153956454713","0.371120909429418","0.447187003480008"
"Almost never or never","2004","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2004","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2004","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2004","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2004","Single parent ","Urban Area","","","",""
"Almost never or never","2004","Single parent ","Rural Area","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2004","1-pers.-HH","Urban Area","","","",""
"Several times a year","2004","1-pers.-HH","Rural Area","","","",""
"Several times a year","2004","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2004","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2004","Single parent ","Urban Area","","","",""
"Several times a year","2004","Single parent ","Rural Area","","","",""
"Several times a year","2004","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2004","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2004","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2004","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2004","1-pers.-HH","Urban Area","","","",""
"At least once a month","2004","1-pers.-HH","Rural Area","","","",""
"At least once a month","2004","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2004","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2004","Single parent ","Urban Area","","","",""
"At least once a month","2004","Single parent ","Rural Area","","","",""
"At least once a month","2004","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2004","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2004","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2004","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2004","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2004","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2004","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2004","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2004","Single parent ","Urban Area","","","",""
"At lease once a week","2004","Single parent ","Rural Area","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2004","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2004","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2004","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2005","1-pers.-HH","Urban Area","935","0.468713567572955","0.447268147939831","0.490158987206079"
"Almost never or never","2005","1-pers.-HH","Rural Area","456","0.520916133476156","0.487777801350561","0.554054465601751"
"Almost never or never","2005","(Married) couple without C. ","Urban Area","2119","0.482506921527797","0.468308504799667","0.496705338255926"
"Almost never or never","2005","(Married) couple without C. ","Rural Area","1143","0.523544620566335","0.502953411903195","0.544135829229475"
"Almost never or never","2005","Single parent ","Urban Area","306","0.407583597092356","0.371540602104212","0.4436265920805"
"Almost never or never","2005","Single parent ","Rural Area","154","0.42058233237412","0.371462869674373","0.469701795073867"
"Almost never or never","2005","Couple + C. LE 16 ","Urban Area","836","0.3422880403163","0.323821429419501","0.360754651213099"
"Almost never or never","2005","Couple + C. LE 16 ","Rural Area","393","0.353331086318132","0.32585909439574","0.380803078240524"
"Almost never or never","2005","Couple + C. GT 16 ","Urban Area","762","0.320476677218121","0.301351062316526","0.339602292119717"
"Almost never or never","2005","Couple + C. GT 16 ","Rural Area","482","0.382713366535822","0.356805002122667","0.408621730948978"
"Almost never or never","2005","Couple + C. LE and GT 16","Urban Area","316","0.302943866909248","0.275910411521689","0.329977322296807"
"Almost never or never","2005","Couple + C. LE and GT 16","Rural Area","194","0.352584411616216","0.313967053663196","0.391201769569236"
"Several times a year","2005","1-pers.-HH","Urban Area","305","0.133665471301474","0.119041381253578","0.148289561349369"
"Several times a year","2005","1-pers.-HH","Rural Area","133","0.143858861696054","0.120578916058458","0.16713880733365"
"Several times a year","2005","(Married) couple without C. ","Urban Area","707","0.142465559719986","0.132534019582438","0.152397099857534"
"Several times a year","2005","(Married) couple without C. ","Rural Area","364","0.177057726863647","0.161320217572503","0.192795236154792"
"Several times a year","2005","Single parent ","Urban Area","149","0.235703922721852","0.204571479436299","0.266836366007406"
"Several times a year","2005","Single parent ","Rural Area","91","0.204556645526393","0.164419761484149","0.244693529568637"
"Several times a year","2005","Couple + C. LE 16 ","Urban Area","607","0.241658357643781","0.224997136506951","0.25831957878061"
"Several times a year","2005","Couple + C. LE 16 ","Rural Area","304","0.261931397856123","0.236661680793823","0.287201114918424"
"Several times a year","2005","Couple + C. GT 16 ","Urban Area","436","0.205757518283801","0.189189543629168","0.222325492938434"
"Several times a year","2005","Couple + C. GT 16 ","Rural Area","317","0.236896910595697","0.214233198235003","0.259560622956392"
"Several times a year","2005","Couple + C. LE and GT 16","Urban Area","230","0.235580812543536","0.210616342613622","0.26054528247345"
"Several times a year","2005","Couple + C. LE and GT 16","Rural Area","138","0.22882859577822","0.194874666924211","0.26278252463223"
"At least once a month","2005","1-pers.-HH","Urban Area","169","0.078448077113746","0.0668931428325993","0.0900030113948926"
"At least once a month","2005","1-pers.-HH","Rural Area","66","0.082616406790762","0.0643543535416694","0.100878460039855"
"At least once a month","2005","(Married) couple without C. ","Urban Area","320","0.0699718904833712","0.0627234310355273","0.0772203499312151"
"At least once a month","2005","(Married) couple without C. ","Rural Area","128","0.0573006171757675","0.0477185296686125","0.0668827046829224"
"At least once a month","2005","Single parent ","Urban Area","60","0.0929712415822129","0.0716710343349842","0.114271448829442"
"At least once a month","2005","Single parent ","Rural Area","19","","",""
"At least once a month","2005","Couple + C. LE 16 ","Urban Area","225","0.0867342817741676","0.0757804154301244","0.0976881481182108"
"At least once a month","2005","Couple + C. LE 16 ","Rural Area","101","0.0874311020425917","0.0711971581174247","0.103665045967759"
"At least once a month","2005","Couple + C. GT 16 ","Urban Area","225","0.108034801856197","0.0953123503695162","0.120757253342877"
"At least once a month","2005","Couple + C. GT 16 ","Rural Area","125","0.0896605561610983","0.074431880411909","0.104889231910288"
"At least once a month","2005","Couple + C. LE and GT 16","Urban Area","102","0.0880692037210061","0.0713975155887279","0.104740891853284"
"At least once a month","2005","Couple + C. LE and GT 16","Rural Area","43","0.0813178629769435","0.0592258625763192","0.103409863377568"
"At lease once a week","2005","1-pers.-HH","Urban Area","671","0.319172884011825","0.299139798735431","0.33920596928822"
"At lease once a week","2005","1-pers.-HH","Rural Area","218","0.252608598037028","0.223785604647343","0.281431591426712"
"At lease once a week","2005","(Married) couple without C. ","Urban Area","1612","0.305055628268846","0.291972836946345","0.318138419591347"
"At lease once a week","2005","(Married) couple without C. ","Rural Area","625","0.24209703539425","0.224436843835476","0.259757226953025"
"At lease once a week","2005","Single parent ","Urban Area","199","0.263741238603579","0.231418865151686","0.296063612055472"
"At lease once a week","2005","Single parent ","Rural Area","124","0.313691646065033","0.267523403035743","0.359859889094323"
"At lease once a week","2005","Couple + C. LE 16 ","Urban Area","868","0.329319320265752","0.311028214142192","0.347610426389312"
"At lease once a week","2005","Couple + C. LE 16 ","Rural Area","365","0.297306413783153","0.271037424242049","0.323575403324257"
"At lease once a week","2005","Couple + C. GT 16 ","Urban Area","864","0.365731002641881","0.345991662125768","0.385470343157995"
"At lease once a week","2005","Couple + C. GT 16 ","Rural Area","428","0.290729166707382","0.266523887447289","0.314934445967476"
"At lease once a week","2005","Couple + C. LE and GT 16","Urban Area","462","0.373406116826209","0.34495034360508","0.401861890047339"
"At lease once a week","2005","Couple + C. LE and GT 16","Rural Area","213","0.33726912962862","0.299055672967553","0.375482586289687"
"Almost never or never","2006","1-pers.-HH","Urban Area","","","",""
"Almost never or never","2006","1-pers.-HH","Rural Area","","","",""
"Almost never or never","2006","(Married) couple without C. ","Urban Area","","","",""
"Almost never or never","2006","(Married) couple without C. ","Rural Area","","","",""
"Almost never or never","2006","Single parent ","Urban Area","","","",""
"Almost never or never","2006","Single parent ","Rural Area","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Almost never or never","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Almost never or never","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Almost never or never","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Several times a year","2006","1-pers.-HH","Urban Area","","","",""
"Several times a year","2006","1-pers.-HH","Rural Area","","","",""
"Several times a year","2006","(Married) couple without C. ","Urban Area","","","",""
"Several times a year","2006","(Married) couple without C. ","Rural Area","","","",""
"Several times a year","2006","Single parent ","Urban Area","","","",""
"Several times a year","2006","Single parent ","Rural Area","","","",""
"Several times a year","2006","Couple + C. LE 16 ","Urban Area","","","",""
"Several times a year","2006","Couple + C. LE 16 ","Rural Area","","","",""
"Several times a year","2006","Couple + C. GT 16 ","Urban Area","","","",""
"Several times a year","2006","Couple + C. GT 16 ","Rural Area","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"Several times a year","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"At least once a month","2006","1-pers.-HH","Urban Area","","","",""
"At least once a month","2006","1-pers.-HH","Rural Area","","","",""
"At least once a month","2006","(Married) couple without C. ","Urban Area","","","",""
"At least once a month","2006","(Married) couple without C. ","Rural Area","","","",""
"At least once a month","2006","Single parent ","Urban Area","","","",""
"At least once a month","2006","Single parent ","Rural Area","","","",""
"At least once a month","2006","Couple + C. LE 16 ","Urban Area","","","",""
"At least once a month","2006","Couple + C. LE 16 ","Rural Area","","","",""
"At least once a month","2006","Couple + C. GT 16 ","Urban Area","","","",""
"At least once a month","2006","Couple + C. GT 16 ","Rural Area","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"At least once a month","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"At lease once a week","2006","1-pers.-HH","Urban Area","","","",""
"At lease once a week","2006","1-pers.-HH","Rural Area","","","",""
"At lease once a week","2006","(Married) couple without C. ","Urban Area","","","",""
"At lease once a week","2006","(Married) couple without C. ","Rural Area","","","",""
"At lease once a week","2006","Single parent ","Urban Area","","","",""
"At lease once a week","2006","Single parent ","Rural Area","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","Urban Area","","","",""
"At lease once a week","2006","Couple + C. LE 16 ","Rural Area","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","Urban Area","","","",""
"At lease once a week","2006","Couple + C. GT 16 ","Rural Area","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","Urban Area","","","",""
"At lease once a week","2006","Couple + C. LE and GT 16","Rural Area","","","",""
"Almost never or never","2007","1-pers.-HH","Urban Area","935","0.457768857220304","0.436729106399664","0.478808608040944"
"Almost never or never","2007","1-pers.-HH","Rural Area","516","0.506709581159913","0.475768996014967","0.537650166304859"
"Almost never or never","2007","(Married) couple without C. ","Urban Area","2145","0.454743989073306","0.440825833025011","0.468662145121602"
"Almost never or never","2007","(Married) couple without C. ","Rural Area","1201","0.491333054917479","0.471390343362708","0.511275766472251"
"Almost never or never","2007","Single parent ","Urban Area","291","0.430787450611115","0.393812531303651","0.467762369918578"
"Almost never or never","2007","Single parent ","Rural Area","176","0.46629121676181","0.417342373218598","0.515240060305022"
"Almost never or never","2007","Couple + C. LE 16 ","Urban Area","754","0.301023636969561","0.282933945552479","0.319113328386643"
"Almost never or never","2007","Couple + C. LE 16 ","Rural Area","380","0.33307395172171","0.305384797912048","0.360763105531372"
"Almost never or never","2007","Couple + C. GT 16 ","Urban Area","667","0.319809219495209","0.300117424126915","0.339501014863502"
"Almost never or never","2007","Couple + C. GT 16 ","Rural Area","494","0.369520377557175","0.343989393988856","0.395051361125493"
"Almost never or never","2007","Couple + C. LE and GT 16","Urban Area","272","0.335610840244199","0.304535525212065","0.366686155276334"
"Almost never or never","2007","Couple + C. LE and GT 16","Rural Area","133","0.302152177984375","0.259819854917797","0.344484501050953"
"Several times a year","2007","1-pers.-HH","Urban Area","284","0.129808803696875","0.115615462012197","0.144002145381553"
"Several times a year","2007","1-pers.-HH","Rural Area","140","0.134040357168556","0.112955811898668","0.155124902438444"
"Several times a year","2007","(Married) couple without C. ","Urban Area","684","0.145227714593112","0.135379716527562","0.155075712658662"
"Several times a year","2007","(Married) couple without C. ","Rural Area","392","0.165788076460187","0.150952845874315","0.180623307046059"
"Several times a year","2007","Single parent ","Urban Area","134","0.224057310262199","0.192923457868484","0.255191162655915"
"Several times a year","2007","Single parent ","Rural Area","74","0.185117405680769","0.147007945982978","0.22322686537856"
"Several times a year","2007","Couple + C. LE 16 ","Urban Area","575","0.246513746366215","0.229517310802293","0.263510181930138"
"Several times a year","2007","Couple + C. LE 16 ","Rural Area","294","0.254452497214979","0.228864191693476","0.280040802736481"
"Several times a year","2007","Couple + C. GT 16 ","Urban Area","425","0.228626409333939","0.210895948049637","0.246356870618241"
"Several times a year","2007","Couple + C. GT 16 ","Rural Area","302","0.223028098450197","0.201009216158852","0.245046980741541"
"Several times a year","2007","Couple + C. LE and GT 16","Urban Area","157","0.178219150040643","0.153034177975706","0.20340412210558"
"Several times a year","2007","Couple + C. LE and GT 16","Rural Area","96","0.224127954769232","0.185684541540141","0.262571367998323"
"At least once a month","2007","1-pers.-HH","Urban Area","159","0.0682245527978367","0.0575769652043926","0.0788721403912808"
"At least once a month","2007","1-pers.-HH","Rural Area","59","0.0648261612247649","0.0495884776238175","0.0800638448257122"
"At least once a month","2007","(Married) couple without C. ","Urban Area","293","0.0556145510404602","0.0492088473122203","0.0620202547687"
"At least once a month","2007","(Married) couple without C. ","Rural Area","135","0.0578494336201465","0.0485364428923134","0.0671624243479797"
"At least once a month","2007","Single parent ","Urban Area","56","0.073966826342823","0.0544247707229426","0.0935088819627034"
"At least once a month","2007","Single parent ","Rural Area","30","0.0740040143677398","0.0483181707254179","0.0996898580100616"
"At least once a month","2007","Couple + C. LE 16 ","Urban Area","231","0.0968630556569551","0.0851988410610923","0.108527270252818"
"At least once a month","2007","Couple + C. LE 16 ","Rural Area","82","0.0702561636543465","0.0552411967761652","0.0852711305325277"
"At least once a month","2007","Couple + C. GT 16 ","Urban Area","191","0.0850682384136465","0.073289398327438","0.096847078499855"
"At least once a month","2007","Couple + C. GT 16 ","Rural Area","122","0.076685695211796","0.0626108125158734","0.0907605779077186"
"At least once a month","2007","Couple + C. LE and GT 16","Urban Area","82","0.0836068794418989","0.0653910815833023","0.101822677300496"
"At least once a month","2007","Couple + C. LE and GT 16","Rural Area","39","0.0957554668472292","0.0686283518467828","0.122882581847676"
"At lease once a week","2007","1-pers.-HH","Urban Area","776","0.344197786284984","0.324133869536989","0.36426170303298"
"At lease once a week","2007","1-pers.-HH","Rural Area","288","0.294423900446766","0.266216953218073","0.32263084767546"
"At lease once a week","2007","(Married) couple without C. ","Urban Area","1795","0.344413745293121","0.331132061259506","0.357695429326737"
"At lease once a week","2007","(Married) couple without C. ","Rural Area","686","0.285029435002187","0.267021314199905","0.303037555804469"
"At lease once a week","2007","Single parent ","Urban Area","208","0.271188412783863","0.237992724401956","0.30438410116577"
"At lease once a week","2007","Single parent ","Rural Area","119","0.274587363189681","0.230795393960971","0.318379332418391"
"At lease once a week","2007","Couple + C. LE 16 ","Urban Area","910","0.355599561007269","0.336721467354017","0.374477654660521"
"At lease once a week","2007","Couple + C. LE 16 ","Rural Area","357","0.342217387408965","0.314343808211541","0.37009096660639"
"At lease once a week","2007","Couple + C. GT 16 ","Urban Area","872","0.366496132757206","0.346152252678037","0.386840012836375"
"At lease once a week","2007","Couple + C. GT 16 ","Rural Area","455","0.330765828780833","0.305879422054559","0.355652235507106"
"At lease once a week","2007","Couple + C. LE and GT 16","Urban Area","376","0.402563130273259","0.370289390737081","0.434836869809437"
"At lease once a week","2007","Couple + C. LE and GT 16","Rural Area","184","0.377964400399164","0.333263945571239","0.422664855227089"
"Almost never or never","2008","1-pers.-HH","Urban Area","805","0.388452202636558","0.36753136549604","0.409373039777076"
"Almost never or never","2008","1-pers.-HH","Rural Area","453","0.463495037308004","0.431818402858342","0.495171671757666"
"Almost never or never","2008","(Married) couple without C. ","Urban Area","1667","0.369272744702422","0.355495964542352","0.383049524862492"
"Almost never or never","2008","(Married) couple without C. ","Rural Area","925","0.384597327886587","0.364877248556724","0.404317407216451"
"Almost never or never","2008","Single parent ","Urban Area","237","0.343338443709521","0.307780649003087","0.378896238415954"
"Almost never or never","2008","Single parent ","Rural Area","150","0.363300102102214","0.316167844199982","0.410432360004446"
"Almost never or never","2008","Couple + C. LE 16 ","Urban Area","570","0.260457696904339","0.242143180917609","0.278772212891068"
"Almost never or never","2008","Couple + C. LE 16 ","Rural Area","268","0.252755822076719","0.225725244798812","0.279786399354626"
"Almost never or never","2008","Couple + C. GT 16 ","Urban Area","518","0.239213339415344","0.220853543196597","0.25757313563409"
"Almost never or never","2008","Couple + C. GT 16 ","Rural Area","360","0.27248993196734","0.248117503039438","0.296862360895243"
"Almost never or never","2008","Couple + C. LE and GT 16","Urban Area","182","0.257429888786574","0.226941620161078","0.287918157412071"
"Almost never or never","2008","Couple + C. LE and GT 16","Rural Area","82","0.241815299258219","0.200619452096116","0.283011146420321"
"Several times a year","2008","1-pers.-HH","Urban Area","268","0.134678617487035","0.120025396345151","0.149331838628919"
"Several times a year","2008","1-pers.-HH","Rural Area","135","0.139115701087989","0.11713254291472","0.161098859261259"
"Several times a year","2008","(Married) couple without C. ","Urban Area","779","0.171274981799403","0.160520103709537","0.182029859889269"
"Several times a year","2008","(Married) couple without C. ","Rural Area","442","0.208132801768441","0.191676877517659","0.224588726019223"
"Several times a year","2008","Single parent ","Urban Area","138","0.211952659401353","0.181347235843739","0.242558082958967"
"Several times a year","2008","Single parent ","Rural Area","70","0.186169932663222","0.148024747119822","0.224315118206622"
"Several times a year","2008","Couple + C. LE 16 ","Urban Area","487","0.214743234438907","0.197607176359338","0.231879292518475"
"Several times a year","2008","Couple + C. LE 16 ","Rural Area","251","0.248699582421419","0.221814101470613","0.275585063372225"
"Several times a year","2008","Couple + C. GT 16 ","Urban Area","405","0.233269030208676","0.215068092650926","0.251469967766426"
"Several times a year","2008","Couple + C. GT 16 ","Rural Area","316","0.267254009081935","0.243030173041333","0.291477845122538"
"Several times a year","2008","Couple + C. LE and GT 16","Urban Area","171","0.221183937950991","0.192241921356501","0.250125954545481"
"Several times a year","2008","Couple + C. LE and GT 16","Rural Area","106","0.231558885268567","0.190974397922578","0.272143372614555"
"At least once a month","2008","1-pers.-HH","Urban Area","165","0.0771582799767968","0.0657044708837208","0.0886120890698727"
"At least once a month","2008","1-pers.-HH","Rural Area","55","0.0566493668688348","0.041964712816808","0.0713340209208616"
"At least once a month","2008","(Married) couple without C. ","Urban Area","304","0.0605707626363414","0.0537612370033405","0.0673802882693424"
"At least once a month","2008","(Married) couple without C. ","Rural Area","137","0.0733665629635127","0.0627976843899305","0.0839354415370949"
"At least once a month","2008","Single parent ","Urban Area","69","0.0896219710392952","0.0682314711135381","0.111012470965052"
"At least once a month","2008","Single parent ","Rural Area","34","0.116332080574112","0.0849116315321256","0.147752529616098"
"At least once a month","2008","Couple + C. LE 16 ","Urban Area","221","0.0972364881132331","0.0848728305419608","0.109600145684505"
"At least once a month","2008","Couple + C. LE 16 ","Rural Area","88","0.113295530601381","0.0935817778943292","0.133009283308432"
"At least once a month","2008","Couple + C. GT 16 ","Urban Area","168","0.0862669384496702","0.0741839161392881","0.0983499607600523"
"At least once a month","2008","Couple + C. GT 16 ","Rural Area","115","0.0930737794417376","0.0771698759257402","0.108977682957735"
