"m11104","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1984","Part Time","general elemantary","","","",""
"At lease once a week","1984","Part Time","middle vocational","","","",""
"At lease once a week","1984","Part Time","vocational + Abi","","","",""
"At lease once a week","1984","Part Time","higher vocational","","","",""
"At lease once a week","1984","Part Time","higher education","","","",""
"At lease once a week","1984","Not Working","in school","","","",""
"At lease once a week","1984","Not Working","inadequately","","","",""
"At lease once a week","1984","Not Working","general elemantary","","","",""
"At lease once a week","1984","Not Working","middle vocational","","","",""
"At lease once a week","1984","Not Working","vocational + Abi","","","",""
"At lease once a week","1984","Not Working","higher vocational","","","",""
"At lease once a week","1984","Not Working","higher education","","","",""
"Almost never or never","1985","Full Time","in school","","","",""
"Almost never or never","1985","Full Time","inadequately","337","0.762041172135451","0.720465842942989","0.803616501327913"
"Almost never or never","1985","Full Time","general elemantary","647","0.610419430033641","0.580134174622394","0.640704685444889"
"Almost never or never","1985","Full Time","middle vocational","1297","0.484220216946788","0.464800488438633","0.503639945454942"
"Almost never or never","1985","Full Time","vocational + Abi","67","0.347863591343915","0.270605250897877","0.425121931789952"
"Almost never or never","1985","Full Time","higher vocational","140","0.405803715270758","0.353912738568064","0.457694691973452"
"Almost never or never","1985","Full Time","higher education","140","0.306515520249149","0.26433748396614","0.348693556532158"
"Almost never or never","1985","Part Time","in school","1","","",""
"Almost never or never","1985","Part Time","inadequately","79","0.760892425681727","0.67644365139581","0.845341199967643"
"Almost never or never","1985","Part Time","general elemantary","345","0.641362578464738","0.600646673075885","0.682078483853591"
"Almost never or never","1985","Part Time","middle vocational","443","0.488741200337478","0.455937295949105","0.521545104725851"
"Almost never or never","1985","Part Time","vocational + Abi","22","","",""
"Almost never or never","1985","Part Time","higher vocational","34","0.343261489034316","0.252009948645058","0.434513029423575"
"Almost never or never","1985","Part Time","higher education","42","0.299441681011023","0.224892588131698","0.373990773890348"
"Almost never or never","1985","Not Working","in school","39","0.185886247328334","0.129056200476872","0.242716294179796"
"Almost never or never","1985","Not Working","inadequately","305","0.825509787866266","0.785048808600125","0.865970767132408"
"Almost never or never","1985","Not Working","general elemantary","1102","0.771125396955795","0.749942899432624","0.792307894478965"
"Almost never or never","1985","Not Working","middle vocational","1163","0.723232381209082","0.701945906664916","0.744518855753248"
"Almost never or never","1985","Not Working","vocational + Abi","36","0.530732989490512","0.419264842308662","0.642201136672361"
"Almost never or never","1985","Not Working","higher vocational","115","0.714772193957475","0.645877484301288","0.783666903613661"
"Almost never or never","1985","Not Working","higher education","73","0.539726201342744","0.458878711484805","0.620573691200683"
"Several times a year","1985","Full Time","in school","","","",""
"Several times a year","1985","Full Time","inadequately","28","","",""
"Several times a year","1985","Full Time","general elemantary","127","0.131131370107263","0.110168594766164","0.152094145448363"
"Several times a year","1985","Full Time","middle vocational","423","0.174023339418293","0.159290814831699","0.188755864004886"
"Several times a year","1985","Full Time","vocational + Abi","28","","",""
"Several times a year","1985","Full Time","higher vocational","71","0.194613929480088","0.152777184522136","0.23645067443804"
"Several times a year","1985","Full Time","higher education","90","0.190786775821316","0.154841040815971","0.226732510826662"
"Several times a year","1985","Part Time","in school","2","","",""
"Several times a year","1985","Part Time","inadequately","10","","",""
"Several times a year","1985","Part Time","general elemantary","52","0.0940196141988493","0.0692423634135295","0.118796864984169"
"Several times a year","1985","Part Time","middle vocational","161","0.177201287812962","0.152143316807788","0.202259258818137"
"Several times a year","1985","Part Time","vocational + Abi","7","","",""
"Several times a year","1985","Part Time","higher vocational","21","","",""
"Several times a year","1985","Part Time","higher education","32","0.206431223633551","0.140552667937924","0.272309779329178"
"Several times a year","1985","Not Working","in school","21","","",""
"Several times a year","1985","Not Working","inadequately","16","","",""
"Several times a year","1985","Not Working","general elemantary","117","0.060223412902161","0.0482281201613156","0.0722187056430063"
"Several times a year","1985","Not Working","middle vocational","171","0.0850614672690417","0.0717884529187945","0.0983344816192889"
"Several times a year","1985","Not Working","vocational + Abi","13","","",""
"Several times a year","1985","Not Working","higher vocational","14","","",""
"Several times a year","1985","Not Working","higher education","18","","",""
"At least once a month","1985","Full Time","in school","","","",""
"At least once a month","1985","Full Time","inadequately","8","","",""
"At least once a month","1985","Full Time","general elemantary","51","0.0545408829502761","0.0404382279712928","0.0686435379292594"
"At least once a month","1985","Full Time","middle vocational","152","0.0602720512433823","0.0510240347557188","0.0695200677310457"
"At least once a month","1985","Full Time","vocational + Abi","7","","",""
"At least once a month","1985","Full Time","higher vocational","31","0.0875495108278271","0.0576819067424094","0.117417114913245"
"At least once a month","1985","Full Time","higher education","34","0.0679354412729127","0.0449150370207991","0.0909558455250263"
"At least once a month","1985","Part Time","in school","1","","",""
"At least once a month","1985","Part Time","inadequately","3","","",""
"At least once a month","1985","Part Time","general elemantary","24","","",""
"At least once a month","1985","Part Time","middle vocational","53","0.0514887869091291","0.0369862750776231","0.0659912987406352"
"At least once a month","1985","Part Time","vocational + Abi","","","",""
"At least once a month","1985","Part Time","higher vocational","5","","",""
"At least once a month","1985","Part Time","higher education","13","","",""
"At least once a month","1985","Not Working","in school","14","","",""
"At least once a month","1985","Not Working","inadequately","4","","",""
"At least once a month","1985","Not Working","general elemantary","48","0.0279459086139978","0.0196355418244539","0.0362562754035416"
"At least once a month","1985","Not Working","middle vocational","68","0.0336982623964096","0.0251127285643281","0.042283796228491"
"At least once a month","1985","Not Working","vocational + Abi","7","","",""
"At least once a month","1985","Not Working","higher vocational","6","","",""
"At least once a month","1985","Not Working","higher education","9","","",""
"At lease once a week","1985","Full Time","in school","","","",""
"At lease once a week","1985","Full Time","inadequately","30","0.1535527419642","0.118354229729373","0.188751254199026"
"At lease once a week","1985","Full Time","general elemantary","171","0.203908316908819","0.178886581049898","0.228930052767741"
"At lease once a week","1985","Full Time","middle vocational","672","0.281484392391537","0.264008683553083","0.298960101229992"
"At lease once a week","1985","Full Time","vocational + Abi","44","0.384712858515287","0.305794338203514","0.46363137882706"
"At lease once a week","1985","Full Time","higher vocational","102","0.312032844421327","0.263071551552892","0.360994137289761"
"At lease once a week","1985","Full Time","higher education","195","0.434762262656622","0.389411641170016","0.480112884143227"
"At lease once a week","1985","Part Time","in school","3","","",""
"At lease once a week","1985","Part Time","inadequately","6","","",""
"At lease once a week","1985","Part Time","general elemantary","112","0.227683236498045","0.192083421146936","0.263283051849155"
"At lease once a week","1985","Part Time","middle vocational","235","0.282568724940431","0.253021420816482","0.312116029064379"
"At lease once a week","1985","Part Time","vocational + Abi","21","","",""
"At lease once a week","1985","Part Time","higher vocational","44","0.42384009565372","0.328866264623634","0.518813926683807"
"At lease once a week","1985","Part Time","higher education","58","0.396982454064546","0.317345485411638","0.476619422717454"
"At lease once a week","1985","Not Working","in school","106","0.613431683774498","0.542292632658522","0.684570734890474"
"At lease once a week","1985","Not Working","inadequately","13","","",""
"At lease once a week","1985","Not Working","general elemantary","244","0.140705281528047","0.123172850873666","0.158237712182427"
"At lease once a week","1985","Not Working","middle vocational","295","0.158007889125467","0.140653850223429","0.175361928027505"
"At lease once a week","1985","Not Working","vocational + Abi","21","","",""
"At lease once a week","1985","Not Working","higher vocational","30","0.171650795002287","0.11411531264718","0.229186277357395"
"At lease once a week","1985","Not Working","higher education","46","0.295224870996652","0.221234804309628","0.369214937683675"
"Almost never or never","1986","Full Time","in school","","","",""
"Almost never or never","1986","Full Time","inadequately","287","0.6918559518294","0.643892787831014","0.739819115827786"
"Almost never or never","1986","Full Time","general elemantary","632","0.592489191025287","0.562094970034704","0.622883412015871"
"Almost never or never","1986","Full Time","middle vocational","1215","0.466229517081012","0.446580088265384","0.48587894589664"
"Almost never or never","1986","Full Time","vocational + Abi","69","0.327971157015012","0.253336923066229","0.402605390963794"
"Almost never or never","1986","Full Time","higher vocational","129","0.406837286706173","0.352328302336309","0.461346271076038"
"Almost never or never","1986","Full Time","higher education","156","0.336941670765738","0.294209752203412","0.379673589328065"
"Almost never or never","1986","Part Time","in school","1","","",""
"Almost never or never","1986","Part Time","inadequately","89","0.740378036751211","0.656915297010211","0.82384077649221"
"Almost never or never","1986","Part Time","general elemantary","319","0.592706362342172","0.550678040733603","0.634734683950742"
"Almost never or never","1986","Part Time","middle vocational","433","0.479561289171587","0.446516142123915","0.512606436219259"
"Almost never or never","1986","Part Time","vocational + Abi","17","","",""
"Almost never or never","1986","Part Time","higher vocational","35","0.352429873231408","0.257846496880399","0.447013249582417"
"Almost never or never","1986","Part Time","higher education","39","0.293090024778297","0.21543962442055","0.370740425136043"
"Almost never or never","1986","Not Working","in school","25","","",""
"Almost never or never","1986","Not Working","inadequately","283","0.859709084103664","0.821598703799297","0.897819464408031"
"Almost never or never","1986","Not Working","general elemantary","1013","0.796165974716383","0.774740110255998","0.817591839176768"
"Almost never or never","1986","Not Working","middle vocational","1102","0.728686713700483","0.706994579516519","0.750378847884448"
"Almost never or never","1986","Not Working","vocational + Abi","37","0.594228249374262","0.48080570271583","0.707650796032694"
"Almost never or never","1986","Not Working","higher vocational","112","0.71842774621539","0.648737086357456","0.788118406073325"
"Almost never or never","1986","Not Working","higher education","74","0.556864198365424","0.475728885901174","0.637999510829675"
"Several times a year","1986","Full Time","in school","","","",""
"Several times a year","1986","Full Time","inadequately","33","0.107128113271644","0.0750011708774232","0.139255055665865"
"Several times a year","1986","Full Time","general elemantary","123","0.138322174836998","0.116967173775557","0.159677175898438"
"Several times a year","1986","Full Time","middle vocational","405","0.169715767617948","0.154929884715138","0.184501650520757"
"Several times a year","1986","Full Time","vocational + Abi","27","","",""
"Several times a year","1986","Full Time","higher vocational","59","0.208411343732717","0.163341998170209","0.253480689295225"
"Several times a year","1986","Full Time","higher education","69","0.144032900824455","0.112289127316201","0.175776674332709"
"Several times a year","1986","Part Time","in school","1","","",""
"Several times a year","1986","Part Time","inadequately","7","","",""
"Several times a year","1986","Part Time","general elemantary","63","0.120980538795796","0.0930855981512966","0.148875479440295"
"Several times a year","1986","Part Time","middle vocational","131","0.150542805892601","0.126888969660547","0.174196642124654"
"Several times a year","1986","Part Time","vocational + Abi","12","","",""
"Several times a year","1986","Part Time","higher vocational","20","","",""
"Several times a year","1986","Part Time","higher education","25","","",""
"Several times a year","1986","Not Working","in school","32","0.155924884548353","0.103073414987511","0.208776354109194"
"Several times a year","1986","Not Working","inadequately","10","","",""
"Several times a year","1986","Not Working","general elemantary","75","0.0423818153434433","0.0316670127096299","0.0530966179772568"
"Several times a year","1986","Not Working","middle vocational","139","0.0700329373047383","0.0575825953334128","0.0824832792760638"
"Several times a year","1986","Not Working","vocational + Abi","8","","",""
"Several times a year","1986","Not Working","higher vocational","13","","",""
"Several times a year","1986","Not Working","higher education","16","","",""
"At least once a month","1986","Full Time","in school","","","",""
"At least once a month","1986","Full Time","inadequately","8","","",""
"At least once a month","1986","Full Time","general elemantary","53","0.0534439277162283","0.0395314785173194","0.0673563769151373"
"At least once a month","1986","Full Time","middle vocational","193","0.0766100432259797","0.0661337366779988","0.0870863497739606"
"At least once a month","1986","Full Time","vocational + Abi","8","","",""
"At least once a month","1986","Full Time","higher vocational","24","","",""
"At least once a month","1986","Full Time","higher education","42","0.0979711503585987","0.0710955311118809","0.124846769605317"
"At least once a month","1986","Part Time","in school","","","",""
"At least once a month","1986","Part Time","inadequately","2","","",""
"At least once a month","1986","Part Time","general elemantary","23","","",""
"At least once a month","1986","Part Time","middle vocational","51","0.0607697423682051","0.0449670688325836","0.0765724159038265"
"At least once a month","1986","Part Time","vocational + Abi","8","","",""
"At least once a month","1986","Part Time","higher vocational","3","","",""
"At least once a month","1986","Part Time","higher education","13","","",""
"At least once a month","1986","Not Working","in school","6","","",""
"At least once a month","1986","Not Working","inadequately","5","","",""
"At least once a month","1986","Not Working","general elemantary","45","0.0282182458099546","0.0194108486154558","0.0370256430044534"
"At least once a month","1986","Not Working","middle vocational","55","0.0278985528072151","0.0198643468919478","0.0359327587224825"
"At least once a month","1986","Not Working","vocational + Abi","2","","",""
"At least once a month","1986","Not Working","higher vocational","8","","",""
"At least once a month","1986","Not Working","higher education","12","","",""
"At lease once a week","1986","Full Time","in school","","","",""
"At lease once a week","1986","Full Time","inadequately","28","","",""
"At lease once a week","1986","Full Time","general elemantary","196","0.215744706421487","0.190301019779478","0.241188393063495"
"At lease once a week","1986","Full Time","middle vocational","663","0.287444672075061","0.269618454689467","0.305270889460655"
"At lease once a week","1986","Full Time","vocational + Abi","48","0.411775164461599","0.333535307068692","0.490015021854505"
"At lease once a week","1986","Full Time","higher vocational","100","0.318316434790023","0.266628195709944","0.370004673870102"
"At lease once a week","1986","Full Time","higher education","203","0.421054278051208","0.376418086899589","0.465690469202827"
"At lease once a week","1986","Part Time","in school","3","","",""
"At lease once a week","1986","Part Time","inadequately","8","","",""
"At lease once a week","1986","Part Time","general elemantary","120","0.240314603346487","0.203765610856917","0.276863595836057"
"At lease once a week","1986","Part Time","middle vocational","263","0.309126162567607","0.2785580877397","0.339694237395515"
"At lease once a week","1986","Part Time","vocational + Abi","15","","",""
"At lease once a week","1986","Part Time","higher vocational","40","0.41586879047789","0.318287080731102","0.513450500224677"
"At lease once a week","1986","Part Time","higher education","55","0.429929247269089","0.345474512817787","0.514383981720391"
"At lease once a week","1986","Not Working","in school","118","0.660963908123786","0.592000193991388","0.729927622256184"
"At lease once a week","1986","Not Working","inadequately","21","","",""
"At lease once a week","1986","Not Working","general elemantary","225","0.133233964130219","0.11515986651493","0.151308061745508"
"At lease once a week","1986","Not Working","middle vocational","318","0.173381796187563","0.154912491015931","0.191851101359195"
"At lease once a week","1986","Not Working","vocational + Abi","25","","",""
"At lease once a week","1986","Not Working","higher vocational","27","","",""
"At lease once a week","1986","Not Working","higher education","42","0.267090728458264","0.194826834636257","0.33935462228027"
"Almost never or never","1987","Full Time","in school","","","",""
"Almost never or never","1987","Full Time","inadequately","","","",""
"Almost never or never","1987","Full Time","general elemantary","","","",""
"Almost never or never","1987","Full Time","middle vocational","","","",""
"Almost never or never","1987","Full Time","vocational + Abi","","","",""
"Almost never or never","1987","Full Time","higher vocational","","","",""
"Almost never or never","1987","Full Time","higher education","","","",""
"Almost never or never","1987","Part Time","in school","","","",""
"Almost never or never","1987","Part Time","inadequately","","","",""
"Almost never or never","1987","Part Time","general elemantary","","","",""
"Almost never or never","1987","Part Time","middle vocational","","","",""
"Almost never or never","1987","Part Time","vocational + Abi","","","",""
"Almost never or never","1987","Part Time","higher vocational","","","",""
"Almost never or never","1987","Part Time","higher education","","","",""
"Almost never or never","1987","Not Working","in school","","","",""
"Almost never or never","1987","Not Working","inadequately","","","",""
"Almost never or never","1987","Not Working","general elemantary","","","",""
"Almost never or never","1987","Not Working","middle vocational","","","",""
"Almost never or never","1987","Not Working","vocational + Abi","","","",""
"Almost never or never","1987","Not Working","higher vocational","","","",""
"Almost never or never","1987","Not Working","higher education","","","",""
"Several times a year","1987","Full Time","in school","","","",""
"Several times a year","1987","Full Time","inadequately","","","",""
"Several times a year","1987","Full Time","general elemantary","","","",""
"Several times a year","1987","Full Time","middle vocational","","","",""
"Several times a year","1987","Full Time","vocational + Abi","","","",""
"Several times a year","1987","Full Time","higher vocational","","","",""
"Several times a year","1987","Full Time","higher education","","","",""
"Several times a year","1987","Part Time","in school","","","",""
"Several times a year","1987","Part Time","inadequately","","","",""
"Several times a year","1987","Part Time","general elemantary","","","",""
"Several times a year","1987","Part Time","middle vocational","","","",""
"Several times a year","1987","Part Time","vocational + Abi","","","",""
"Several times a year","1987","Part Time","higher vocational","","","",""
"Several times a year","1987","Part Time","higher education","","","",""
"Several times a year","1987","Not Working","in school","","","",""
"Several times a year","1987","Not Working","inadequately","","","",""
"Several times a year","1987","Not Working","general elemantary","","","",""
"Several times a year","1987","Not Working","middle vocational","","","",""
"Several times a year","1987","Not Working","vocational + Abi","","","",""
"Several times a year","1987","Not Working","higher vocational","","","",""
"Several times a year","1987","Not Working","higher education","","","",""
"At least once a month","1987","Full Time","in school","","","",""
"At least once a month","1987","Full Time","inadequately","","","",""
"At least once a month","1987","Full Time","general elemantary","","","",""
"At least once a month","1987","Full Time","middle vocational","","","",""
"At least once a month","1987","Full Time","vocational + Abi","","","",""
"At least once a month","1987","Full Time","higher vocational","","","",""
"At least once a month","1987","Full Time","higher education","","","",""
"At least once a month","1987","Part Time","in school","","","",""
"At least once a month","1987","Part Time","inadequately","","","",""
"At least once a month","1987","Part Time","general elemantary","","","",""
"At least once a month","1987","Part Time","middle vocational","","","",""
"At least once a month","1987","Part Time","vocational + Abi","","","",""
"At least once a month","1987","Part Time","higher vocational","","","",""
"At least once a month","1987","Part Time","higher education","","","",""
"At least once a month","1987","Not Working","in school","","","",""
"At least once a month","1987","Not Working","inadequately","","","",""
"At least once a month","1987","Not Working","general elemantary","","","",""
"At least once a month","1987","Not Working","middle vocational","","","",""
"At least once a month","1987","Not Working","vocational + Abi","","","",""
"At least once a month","1987","Not Working","higher vocational","","","",""
"At least once a month","1987","Not Working","higher education","","","",""
"At lease once a week","1987","Full Time","in school","","","",""
"At lease once a week","1987","Full Time","inadequately","","","",""
"At lease once a week","1987","Full Time","general elemantary","","","",""
"At lease once a week","1987","Full Time","middle vocational","","","",""
"At lease once a week","1987","Full Time","vocational + Abi","","","",""
"At lease once a week","1987","Full Time","higher vocational","","","",""
"At lease once a week","1987","Full Time","higher education","","","",""
"At lease once a week","1987","Part Time","in school","","","",""
"At lease once a week","1987","Part Time","inadequately","","","",""
"At lease once a week","1987","Part Time","general elemantary","","","",""
"At lease once a week","1987","Part Time","middle vocational","","","",""
"At lease once a week","1987","Part Time","vocational + Abi","","","",""
"At lease once a week","1987","Part Time","higher vocational","","","",""
"At lease once a week","1987","Part Time","higher education","","","",""
"At lease once a week","1987","Not Working","in school","","","",""
"At lease once a week","1987","Not Working","inadequately","","","",""
"At lease once a week","1987","Not Working","general elemantary","","","",""
"At lease once a week","1987","Not Working","middle vocational","","","",""
"At lease once a week","1987","Not Working","vocational + Abi","","","",""
"At lease once a week","1987","Not Working","higher vocational","","","",""
"At lease once a week","1987","Not Working","higher education","","","",""
"Almost never or never","1988","Full Time","in school","","","",""
"Almost never or never","1988","Full Time","inadequately","247","0.734978589445771","0.685036663288548","0.784920515602994"
"Almost never or never","1988","Full Time","general elemantary","579","0.57931453229741","0.547889199267902","0.610739865326918"
"Almost never or never","1988","Full Time","middle vocational","1176","0.460639421438647","0.440639282028692","0.480639560848602"
"Almost never or never","1988","Full Time","vocational + Abi","53","0.283011141395475","0.209180261831083","0.356842020959867"
"Almost never or never","1988","Full Time","higher vocational","111","0.387746151888967","0.331861033509222","0.443631270268712"
"Almost never or never","1988","Full Time","higher education","120","0.28784213587103","0.244746778722296","0.330937493019765"
"Almost never or never","1988","Part Time","in school","2","","",""
"Almost never or never","1988","Part Time","inadequately","90","0.892067037889883","0.831250193066714","0.952883882713051"
"Almost never or never","1988","Part Time","general elemantary","341","0.628610090969906","0.588733845300227","0.668486336639584"
"Almost never or never","1988","Part Time","middle vocational","395","0.471065415170983","0.43704520998131","0.505085620360656"
"Almost never or never","1988","Part Time","vocational + Abi","29","","",""
"Almost never or never","1988","Part Time","higher vocational","28","","",""
"Almost never or never","1988","Part Time","higher education","48","0.332561837817417","0.255877651620693","0.40924602401414"
"Almost never or never","1988","Not Working","in school","20","","",""
"Almost never or never","1988","Not Working","inadequately","271","0.821458641572486","0.778050142900531","0.864867140244442"
"Almost never or never","1988","Not Working","general elemantary","875","0.786094850817154","0.762845424894606","0.809344276739701"
"Almost never or never","1988","Not Working","middle vocational","968","0.691807777320667","0.668322893195518","0.715292661445816"
"Almost never or never","1988","Not Working","vocational + Abi","42","0.583968915649506","0.468502196339361","0.699435634959652"
"Almost never or never","1988","Not Working","higher vocational","98","0.673976920268472","0.598961741826787","0.748992098710156"
"Almost never or never","1988","Not Working","higher education","73","0.587480179794593","0.502855812563394","0.672104547025792"
"Several times a year","1988","Full Time","in school","","","",""
"Several times a year","1988","Full Time","inadequately","20","","",""
"Several times a year","1988","Full Time","general elemantary","120","0.140677832852474","0.118545114139813","0.162810551565134"
"Several times a year","1988","Full Time","middle vocational","410","0.180469355467752","0.165038244163037","0.195900466772467"
"Several times a year","1988","Full Time","vocational + Abi","31","0.237074746630651","0.167369781364551","0.306779711896751"
"Several times a year","1988","Full Time","higher vocational","64","0.208041732038519","0.161484940391566","0.254598523685473"
"Several times a year","1988","Full Time","higher education","88","0.197762742038876","0.159849684132176","0.235675799945576"
"Several times a year","1988","Part Time","in school","1","","",""
"Several times a year","1988","Part Time","inadequately","3","","",""
"Several times a year","1988","Part Time","general elemantary","63","0.10544557075819","0.0800985981685477","0.130792543347831"
"Several times a year","1988","Part Time","middle vocational","134","0.162907786846052","0.137739543227079","0.188076030465025"
"Several times a year","1988","Part Time","vocational + Abi","10","","",""
"Several times a year","1988","Part Time","higher vocational","21","","",""
"Several times a year","1988","Part Time","higher education","29","","",""
"Several times a year","1988","Not Working","in school","13","","",""
"Several times a year","1988","Not Working","inadequately","10","","",""
"Several times a year","1988","Not Working","general elemantary","85","0.053395925066212","0.040649089581647","0.0661427605507769"
"Several times a year","1988","Not Working","middle vocational","170","0.0974354161507785","0.0823526002404247","0.112518232061132"
"Several times a year","1988","Not Working","vocational + Abi","7","","",""
"Several times a year","1988","Not Working","higher vocational","18","","",""
"Several times a year","1988","Not Working","higher education","13","","",""
"At least once a month","1988","Full Time","in school","","","",""
"At least once a month","1988","Full Time","inadequately","9","","",""
"At least once a month","1988","Full Time","general elemantary","57","0.0592185534724339","0.0441934596814533","0.0742436472634145"
"At least once a month","1988","Full Time","middle vocational","164","0.0746270986695142","0.0640827553273504","0.085171442011678"
"At least once a month","1988","Full Time","vocational + Abi","10","","",""
"At least once a month","1988","Full Time","higher vocational","24","","",""
"At least once a month","1988","Full Time","higher education","31","0.0765942900108973","0.0512803563278477","0.101908223693947"
"At least once a month","1988","Part Time","in school","","","",""
"At least once a month","1988","Part Time","inadequately","1","","",""
"At least once a month","1988","Part Time","general elemantary","29","","",""
