"m11104","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","2002","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2002","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2002","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2002","Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2002","Employed","Single parent ","","","","","1"
"At lease once a week","2002","Not Employed","Single parent ","","","","","4"
"At lease once a week","2002","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2002","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2002","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2002","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2002","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2002","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2002","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2002","Employed","Single parent ","","","","","4"
"At lease once a week","2002","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2002","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2002","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2002","Not Employed","Single parent ","","","","","3"
"At least once a month","2002","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2002","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2002","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2002","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2002","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2002","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2002","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2002","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2002","Employed","1-pers.-HH","","","","","3"
"At least once a month","2002","Employed","Single parent ","","","","","3"
"At least once a month","2002","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","2002","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2002","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2002","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2002","Employed","1-pers.-HH","","","","","2"
"Several times a year","2002","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2002","Not Employed","Single parent ","","","","","2"
"Several times a year","2002","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2002","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2002","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2002","Employed","Single parent ","","","","","2"
"Several times a year","2002","Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2002","Employed","Couple + C. LE and GT 16","","","","","2"
"Almost never or never","2003","Not Employed","1-pers.-HH","985","0.685741749230804","0.661880700503472","0.709602797958137","1"
"Almost never or never","2003","Not Employed","(Married) couple without C. ","2117","0.598271792749407","0.582126748502939","0.614416836995875","1"
"Almost never or never","2003","Not Employed","Single parent ","197","0.481661989092934","0.431944413293088","0.531379564892779","1"
"Almost never or never","2003","Not Employed","Couple + C. LE 16 ","335","0.428938359236281","0.394685262239257","0.463191456233305","1"
"Almost never or never","2003","Not Employed","Couple + C. GT 16 ","453","0.430440514317474","0.402153573943377","0.458727454691571","1"
"Almost never or never","2003","Not Employed","Couple + C. LE and GT 16","140","0.285254288046811","0.245755105980416","0.324753470113206","1"
"Almost never or never","2003","Employed","1-pers.-HH","370","0.246973183935136","0.225307575681591","0.26863879218868","1"
"Almost never or never","2003","Employed","(Married) couple without C. ","1051","0.290817482987262","0.276268673951332","0.305366292023193","1"
"Almost never or never","2003","Employed","Couple + C. LE 16 ","942","0.278018549879063","0.263284860181922","0.292752239576203","1"
"Almost never or never","2003","Employed","Couple + C. GT 16 ","724","0.288248809758345","0.27138110196776","0.30511651754893","1"
"Almost never or never","2003","Employed","Couple + C. LE and GT 16","414","0.341284180092846","0.315888202917257","0.366680157268434","1"
"Almost never or never","2003","Employed","Single parent ","235","0.333547987978763","0.299346085423427","0.367749890534098","1"
"At lease once a week","2003","Not Employed","1-pers.-HH","308","0.190634331940998","0.170444214954215","0.21082444892778","4"
"At lease once a week","2003","Not Employed","(Married) couple without C. ","885","0.244159486026347","0.230012116509108","0.258306855543586","4"
"At lease once a week","2003","Not Employed","Single parent ","113","0.291228973390781","0.246022305626447","0.336435641155114","4"
"At lease once a week","2003","Not Employed","Couple + C. LE 16 ","235","0.284246124571276","0.253029205602764","0.315463043539789","4"
"At lease once a week","2003","Not Employed","Couple + C. GT 16 ","448","0.361198678324085","0.333756673341063","0.388640683307108","4"
"At lease once a week","2003","Not Employed","Couple + C. LE and GT 16","259","0.505977260118416","0.462241648735578","0.549712871501254","4"
"At lease once a week","2003","Employed","1-pers.-HH","704","0.465588852358925","0.440528925107566","0.490648779610284","4"
"At lease once a week","2003","Employed","(Married) couple without C. ","1517","0.383167881269255","0.367593305854121","0.398742456684389","4"
"At lease once a week","2003","Employed","Single parent ","260","0.327998664205657","0.293941556199066","0.362055772212248","4"
"At lease once a week","2003","Employed","Couple + C. LE 16 ","1379","0.365056309691166","0.34922345784287","0.380889161539462","4"
"At lease once a week","2003","Employed","Couple + C. GT 16 ","1104","0.376540043705988","0.358496656327608","0.394583431084368","4"
"At lease once a week","2003","Employed","Couple + C. LE and GT 16","501","0.345841668356312","0.320365277693417","0.371318059019206","4"
"At least once a month","2003","Not Employed","1-pers.-HH","52","0.0427799708613486","0.0323785655790059","0.0531813761436912","3"
"At least once a month","2003","Not Employed","(Married) couple without C. ","142","0.0420441174599649","0.0354349129996653","0.0486533219202645","3"
"At least once a month","2003","Not Employed","Single parent ","25","","","","3"
"At least once a month","2003","Not Employed","Couple + C. LE 16 ","46","0.0520776978265241","0.0367006428823198","0.0674547527707283","3"
"At least once a month","2003","Not Employed","Couple + C. GT 16 ","90","0.0645570453782083","0.0505179108193699","0.0785961799370468","3"
"At least once a month","2003","Not Employed","Couple + C. LE and GT 16","27","","","","3"
"At least once a month","2003","Employed","1-pers.-HH","133","0.0843606549327073","0.0703978407265522","0.0983234691388623","3"
"At least once a month","2003","Employed","Single parent ","60","0.0704297909182545","0.05186859482245","0.088990987014059","3"
"At least once a month","2003","Employed","Couple + C. LE and GT 16","138","0.104304462876529","0.0879329259063712","0.120675999846686","3"
"At least once a month","2003","Employed","(Married) couple without C. ","322","0.0909263089050123","0.0817158238353981","0.100136793974627","3"
"At least once a month","2003","Employed","Couple + C. LE 16 ","365","0.104992904573765","0.0949118764381466","0.115073932709383","3"
"At least once a month","2003","Employed","Couple + C. GT 16 ","281","0.108897905450137","0.0972972720643541","0.120498538835919","3"
"Several times a year","2003","Not Employed","1-pers.-HH","109","0.0808439479668495","0.0668324596102868","0.0948554363234121","2"
"Several times a year","2003","Not Employed","Couple + C. LE 16 ","186","0.234737818365918","0.205404745259318","0.264070891472519","2"
"Several times a year","2003","Not Employed","Couple + C. LE and GT 16","76","0.156014323887328","0.124271467291526","0.187757180483131","2"
"Several times a year","2003","Employed","1-pers.-HH","315","0.203077308773232","0.18286669229078","0.223287925255685","2"
"Several times a year","2003","Employed","(Married) couple without C. ","853","0.23508832683847","0.221503335861136","0.248673317815804","2"
"Several times a year","2003","Not Employed","(Married) couple without C. ","398","0.115524603764281","0.104997620447926","0.126051587080636","2"
"Several times a year","2003","Not Employed","Single parent ","53","0.14541554467633","0.110339134513198","0.180491954839463","2"
"Several times a year","2003","Not Employed","Couple + C. GT 16 ","186","0.143803761980233","0.123757581272288","0.163849942688178","2"
"Several times a year","2003","Employed","Couple + C. LE 16 ","866","0.251932235856006","0.23765566341995","0.266208808292063","2"
"Several times a year","2003","Employed","Couple + C. LE and GT 16","286","0.208569688674314","0.186808143020106","0.230331234328522","2"
"Several times a year","2003","Employed","Single parent ","175","0.268023556897326","0.235892745240088","0.300154368554564","2"
"Several times a year","2003","Employed","Couple + C. GT 16 ","661","0.22631324108553","0.210730431250485","0.241896050920575","2"
"Almost never or never","2004","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2004","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2004","Not Employed","Single parent ","","","","","1"
"Almost never or never","2004","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2004","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2004","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2004","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2004","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2004","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2004","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2004","Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2004","Employed","Single parent ","","","","","1"
"At lease once a week","2004","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2004","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2004","Not Employed","Single parent ","","","","","4"
"At lease once a week","2004","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2004","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2004","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2004","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2004","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2004","Employed","Single parent ","","","","","4"
"At lease once a week","2004","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2004","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2004","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2004","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2004","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2004","Not Employed","Single parent ","","","","","3"
"At least once a month","2004","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2004","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2004","Employed","1-pers.-HH","","","","","3"
"At least once a month","2004","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2004","Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2004","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2004","Employed","Single parent ","","","","","3"
"At least once a month","2004","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2004","Employed","Couple + C. GT 16 ","","","","","3"
"Several times a year","2004","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2004","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2004","Not Employed","Single parent ","","","","","2"
"Several times a year","2004","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2004","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2004","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2004","Employed","1-pers.-HH","","","","","2"
"Several times a year","2004","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2004","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2004","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2004","Employed","Single parent ","","","","","2"
"Several times a year","2004","Employed","Couple + C. GT 16 ","","","","","2"
"Almost never or never","2005","Not Employed","1-pers.-HH","961","0.696319646890346","0.672418927927995","0.720220365852697","1"
"Almost never or never","2005","Not Employed","(Married) couple without C. ","2124","0.628968962923885","0.612955616213245","0.644982309634524","1"
"Almost never or never","2005","Not Employed","Single parent ","196","0.45963469344921","0.410362494370245","0.508906892528175","1"
"Almost never or never","2005","Not Employed","Couple + C. LE 16 ","299","0.464302413700113","0.426595258371326","0.502009569028901","1"
"Almost never or never","2005","Not Employed","Couple + C. GT 16 ","424","0.415575151339219","0.38616979199158","0.444980510686858","1"
"Almost never or never","2005","Not Employed","Couple + C. LE and GT 16","155","0.29204937936686","0.253768837646408","0.330329921087313","1"
"Almost never or never","2005","Employed","1-pers.-HH","430","0.276436904823494","0.254034393245881","0.298839416401107","1"
"Almost never or never","2005","Employed","(Married) couple without C. ","1138","0.351192699703997","0.335428061110996","0.366957338296998","1"
"Almost never or never","2005","Employed","Couple + C. LE 16 ","930","0.318329568219024","0.301734937257358","0.334924199180691","1"
"Almost never or never","2005","Employed","Single parent ","264","0.385515280249885","0.349689033268047","0.421341527231723","1"
"Almost never or never","2005","Employed","Couple + C. LE and GT 16","355","0.332872509142715","0.305707330993381","0.360037687292048","1"
"Almost never or never","2005","Employed","Couple + C. GT 16 ","820","0.310868211082413","0.29293874292202","0.328797679242806","1"
"At lease once a week","2005","Employed","Single parent ","213","0.275178153246103","0.242304529001643","0.308051777490563","4"
"At lease once a week","2005","Employed","Couple + C. LE 16 ","1073","0.345204506824896","0.328267644789941","0.362141368859851","4"
"At lease once a week","2005","Employed","Couple + C. GT 16 ","904","0.347023354840245","0.328583551521812","0.365463158158679","4"
"At lease once a week","2005","Employed","Couple + C. LE and GT 16","432","0.328401417831705","0.301329029499552","0.355473806163858","4"
"At lease once a week","2005","Not Employed","1-pers.-HH","287","0.191341762269782","0.170896829579038","0.211786694960526","4"
"At lease once a week","2005","Not Employed","(Married) couple without C. ","861","0.223518918033172","0.209709195210511","0.237328640855834","4"
"At lease once a week","2005","Not Employed","Single parent ","110","0.285296477506447","0.240652489592","0.329940465420894","4"
"At lease once a week","2005","Not Employed","Couple + C. LE 16 ","160","0.208483027929658","0.177769555271205","0.239196500588112","4"
"At lease once a week","2005","Not Employed","Couple + C. GT 16 ","388","0.321618833050515","0.293748317916008","0.349489348185021","4"
"At lease once a week","2005","Not Employed","Couple + C. LE and GT 16","243","0.43191967425177","0.390217872863659","0.473621475639882","4"
"At lease once a week","2005","Employed","1-pers.-HH","602","0.407472115848487","0.382859156220221","0.432085075476752","4"
"At lease once a week","2005","Employed","(Married) couple without C. ","1376","0.351668165472181","0.335898640303592","0.36743769064077","4"
"At least once a month","2005","Not Employed","1-pers.-HH","58","0.0394130464815974","0.0292998920878572","0.0495262008753375","3"
"At least once a month","2005","Not Employed","(Married) couple without C. ","151","0.0370619864975245","0.0307998015268253","0.0433241714682236","3"
"At least once a month","2005","Not Employed","Single parent ","18","","","","3"
"At least once a month","2005","Not Employed","Couple + C. LE 16 ","43","0.0652696085691774","0.0465945427869248","0.08394467435143","3"
"At least once a month","2005","Employed","(Married) couple without C. ","297","0.0971995428039281","0.0874163320033131","0.106982753604543","3"
"At least once a month","2005","Not Employed","Couple + C. LE and GT 16","52","0.0932433377518637","0.0687638271581101","0.117722848345617","3"
"At least once a month","2005","Employed","Couple + C. LE 16 ","283","0.0919311219230877","0.0816383450929406","0.102223898753235","3"
"At least once a month","2005","Employed","Couple + C. GT 16 ","260","0.109126578597221","0.0970484018929785","0.121204755301464","3"
"At least once a month","2005","Employed","1-pers.-HH","177","0.118360488142269","0.102179337830844","0.134541638453693","3"
"At least once a month","2005","Employed","Single parent ","61","0.0971808474368955","0.0753778754788332","0.118983819394958","3"
"At least once a month","2005","Not Employed","Couple + C. GT 16 ","90","0.0840200172441223","0.0674672067385377","0.100572827749707","3"
"At least once a month","2005","Employed","Couple + C. LE and GT 16","93","0.082303944015709","0.0664612538010071","0.0981466342304109","3"
"Several times a year","2005","Not Employed","1-pers.-HH","116","0.0729255443582741","0.0594111857144154","0.0864399030021329","2"
"Several times a year","2005","Not Employed","(Married) couple without C. ","360","0.110450132545418","0.100059771245211","0.120840493845626","2"
"Several times a year","2005","Not Employed","Single parent ","69","0.197129856245378","0.157797435837096","0.236462276653661","2"
"Several times a year","2005","Not Employed","Couple + C. LE 16 ","170","0.261944949801051","0.228700982417092","0.295188917185009","2"
"Several times a year","2005","Not Employed","Couple + C. GT 16 ","177","0.178785998366144","0.155923046953562","0.201648949778727","2"
"Several times a year","2005","Not Employed","Couple + C. LE and GT 16","92","0.182787608629505","0.150249725500443","0.215325491758568","2"
"Several times a year","2005","Employed","1-pers.-HH","322","0.197730491185751","0.177779822265795","0.217681160105706","2"
"Several times a year","2005","Employed","(Married) couple without C. ","711","0.199939592019894","0.186730766433318","0.213148417606469","2"
"Several times a year","2005","Employed","Couple + C. LE 16 ","741","0.244534803032992","0.229223242679065","0.259846363386919","2"
"Several times a year","2005","Employed","Single parent ","171","0.242125719067116","0.210594263464154","0.273657174670078","2"
"Several times a year","2005","Employed","Couple + C. GT 16 ","576","0.232981855480121","0.216606453225055","0.249357257735186","2"
"Several times a year","2005","Employed","Couple + C. LE and GT 16","276","0.256422129009871","0.231250567764816","0.281593690254927","2"
"Almost never or never","2006","Not Employed","1-pers.-HH","","","","","1"
"Almost never or never","2006","Not Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2006","Not Employed","Single parent ","","","","","1"
"Almost never or never","2006","Not Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2006","Not Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2006","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Almost never or never","2006","Employed","1-pers.-HH","","","","","1"
"Almost never or never","2006","Employed","(Married) couple without C. ","","","","","1"
"Almost never or never","2006","Employed","Couple + C. LE 16 ","","","","","1"
"Almost never or never","2006","Employed","Single parent ","","","","","1"
"Almost never or never","2006","Employed","Couple + C. GT 16 ","","","","","1"
"Almost never or never","2006","Employed","Couple + C. LE and GT 16","","","","","1"
"At lease once a week","2006","Not Employed","1-pers.-HH","","","","","4"
"At lease once a week","2006","Not Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2006","Not Employed","Single parent ","","","","","4"
"At lease once a week","2006","Not Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2006","Not Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2006","Not Employed","Couple + C. LE and GT 16","","","","","4"
"At lease once a week","2006","Employed","1-pers.-HH","","","","","4"
"At lease once a week","2006","Employed","(Married) couple without C. ","","","","","4"
"At lease once a week","2006","Employed","Single parent ","","","","","4"
"At lease once a week","2006","Employed","Couple + C. LE 16 ","","","","","4"
"At lease once a week","2006","Employed","Couple + C. GT 16 ","","","","","4"
"At lease once a week","2006","Employed","Couple + C. LE and GT 16","","","","","4"
"At least once a month","2006","Not Employed","1-pers.-HH","","","","","3"
"At least once a month","2006","Not Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2006","Not Employed","Single parent ","","","","","3"
"At least once a month","2006","Not Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2006","Employed","(Married) couple without C. ","","","","","3"
"At least once a month","2006","Employed","1-pers.-HH","","","","","3"
"At least once a month","2006","Employed","Single parent ","","","","","3"
"At least once a month","2006","Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2006","Not Employed","Couple + C. GT 16 ","","","","","3"
"At least once a month","2006","Not Employed","Couple + C. LE and GT 16","","","","","3"
"At least once a month","2006","Employed","Couple + C. LE 16 ","","","","","3"
"At least once a month","2006","Employed","Couple + C. LE and GT 16","","","","","3"
"Several times a year","2006","Not Employed","1-pers.-HH","","","","","2"
"Several times a year","2006","Not Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2006","Not Employed","Single parent ","","","","","2"
"Several times a year","2006","Not Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2006","Not Employed","Couple + C. GT 16 ","","","","","2"
"Several times a year","2006","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2006","Employed","1-pers.-HH","","","","","2"
"Several times a year","2006","Employed","(Married) couple without C. ","","","","","2"
"Several times a year","2006","Employed","Couple + C. LE 16 ","","","","","2"
"Several times a year","2006","Employed","Single parent ","","","","","2"
"Several times a year","2006","Employed","Couple + C. LE and GT 16","","","","","2"
"Several times a year","2006","Employed","Couple + C. GT 16 ","","","","","2"
"Almost never or never","2007","Not Employed","1-pers.-HH","1030","0.666288020417827","0.643132363612101","0.689443677223553","1"
"Almost never or never","2007","Not Employed","(Married) couple without C. ","2207","0.594524250603087","0.578803492901712","0.610245008304462","1"
"Almost never or never","2007","Not Employed","Single parent ","203","0.525324005242553","0.47491714185423","0.575730868630877","1"
"Almost never or never","2007","Not Employed","Couple + C. LE 16 ","275","0.408930540229587","0.370811523011861","0.447049557447313","1"
"Almost never or never","2007","Not Employed","Couple + C. GT 16 ","394","0.418567266673539","0.388067435869157","0.449067097477922","1"
"Almost never or never","2007","Not Employed","Couple + C. LE and GT 16","105","0.35970752997524","0.309855017149944","0.409560042800536","1"
"Almost never or never","2007","Employed","1-pers.-HH","421","0.282734401492983","0.260416207686328","0.305052595299637","1"
"Almost never or never","2007","Employed","(Married) couple without C. ","1139","0.329650925138399","0.314260814315941","0.345041035960857","1"
"Almost never or never","2007","Employed","Single parent ","264","0.398479477141464","0.362492820949774","0.434466133333155","1"
"Almost never or never","2007","Employed","Couple + C. LE 16 ","859","0.285552123181279","0.269236368755203","0.301867877607355","1"
"Almost never or never","2007","Employed","Couple + C. GT 16 ","767","0.307269455888411","0.289267017635061","0.32527189414176","1"
"Almost never or never","2007","Employed","Couple + C. LE and GT 16","300","0.313126011029763","0.284134594202167","0.342117427857358","1"
"At lease once a week","2007","Not Employed","1-pers.-HH","373","0.222732895011683","0.202300582233406","0.243165207789961","4"
"At lease once a week","2007","Not Employed","(Married) couple without C. ","1043","0.26942686156607","0.255221295617845","0.283632427514296","4"
"At lease once a week","2007","Not Employed","Single parent ","85","0.215888333626692","0.174356513850042","0.257420153403343","4"
"At lease once a week","2007","Not Employed","Couple + C. LE 16 ","186","0.300805033098527","0.265246866697887","0.336363199499167","4"
"At lease once a week","2007","Not Employed","Couple + C. GT 16 ","379","0.35658984408664","0.326976087589319","0.386203600583961","4"
"At lease once a week","2007","Not Employed","Couple + C. LE and GT 16","158","0.409988157330309","0.358897779725758","0.46107853493486","4"
"At lease once a week","2007","Employed","1-pers.-HH","691","0.433792768708388","0.409231059999419","0.458354477417357","4"
"At lease once a week","2007","Employed","(Married) couple without C. ","1438","0.385245934460971","0.3693134381197","0.401178430802242","4"
"At lease once a week","2007","Employed","Single parent ","242","0.302496433531443","0.268732997588902","0.336259869473984","4"
"At lease once a week","2007","Employed","Couple + C. LE 16 ","1081","0.364513639802019","0.347128059276442","0.381899220327596","4"
"At lease once a week","2007","Employed","Couple + C. GT 16 ","948","0.352519801121536","0.333877716728532","0.37116188551454","4"
"At lease once a week","2007","Employed","Couple + C. LE and GT 16","402","0.389692323530891","0.359205886308881","0.420178760752901","4"
"At least once a month","2007","Not Employed","Couple + C. LE 16 ","47","0.075592733203046","0.0550967214448013","0.0960887449612907","3"
"At least once a month","2007","Not Employed","Single parent ","26","","","","3"
"At least once a month","2007","Not Employed","1-pers.-HH","59","0.0336427628121395","0.0247884495774785","0.0424970760468004","3"
"At least once a month","2007","Not Employed","(Married) couple without C. ","131","0.0309230192536116","0.025380256005435","0.0364657825017883","3"
"At least once a month","2007","Not Employed","Couple + C. GT 16 ","67","0.0599044442355492","0.0452327393896352","0.0745761490814633","3"
"At least once a month","2007","Not Employed","Couple + C. LE and GT 16","40","0.0825682771436775","0.0539781175306885","0.111158436756667","3"
"At least once a month","2007","Employed","1-pers.-HH","159","0.0999964475127278","0.0851287363898718","0.114864158635584","3"
"At least once a month","2007","Employed","(Married) couple without C. ","297","0.0834605099331529","0.0744056820750966","0.0925153377912092","3"
"At least once a month","2007","Employed","Single parent ","60","0.0736587470605103","0.054458316981814","0.0928591771392066","3"
"At least once a month","2007","Employed","Couple + C. LE 16 ","266","0.092494161407107","0.0820286353891556","0.102959687425059","3"
"At least once a month","2007","Employed","Couple + C. GT 16 ","246","0.0903861986794827","0.0791977713014533","0.101574626057512","3"
"At least once a month","2007","Employed","Couple + C. LE and GT 16","81","0.0890285850018084","0.0712257796960924","0.106831390307524","3"
"Several times a year","2007","Not Employed","Couple + C. GT 16 ","165","0.164938445004271","0.141993593413214","0.187883296595328","2"
"Several times a year","2007","Not Employed","Couple + C. LE 16 ","131","0.21467169346884","0.182836266502343","0.246507120435337","2"
"Several times a year","2007","Not Employed","Couple + C. LE and GT 16","53","0.147736035550773","0.11087620152365","0.184595869577896","2"
"Several times a year","2007","Employed","1-pers.-HH","293","0.183476382285902","0.164293927803034","0.202658836768769","2"
"Several times a year","2007","Employed","(Married) couple without C. ","710","0.201642630467477","0.188506908820603","0.214778352114351","2"
"Several times a year","2007","Not Employed","1-pers.-HH","131","0.0773363217583506","0.0642187432665826","0.0904539002501187","2"
"Several times a year","2007","Not Employed","(Married) couple without C. ","366","0.105125868577231","0.0953051781782816","0.11494655897618","2"
"Several times a year","2007","Not Employed","Single parent ","63","0.184208822880275","0.145077716098925","0.223339929661626","2"
"Several times a year","2007","Employed","Couple + C. LE 16 ","738","0.257440075609595","0.241646407088296","0.273233744130894","2"
"Several times a year","2007","Employed","Couple + C. GT 16 ","562","0.249824544310571","0.232932257636584","0.266716830984557","2"
"Several times a year","2007","Employed","Couple + C. LE and GT 16","200","0.208153080437538","0.182773562483356","0.23353259839172","2"
"Several times a year","2007","Employed","Single parent ","145","0.225365342266582","0.194653539005921","0.256077145527243","2"
"Almost never or never","2008","Not Employed","1-pers.-HH","927","0.605157693393879","0.580688303942","0.629627082845758","1"
"Almost never or never","2008","Not Employed","(Married) couple without C. ","1763","0.496418072212208","0.480184362836188","0.512651781588228","1"
"Almost never or never","2008","Not Employed","Single parent ","173","0.424018107363015","0.374264439469787","0.473771775256244","1"
"Almost never or never","2008","Not Employed","Couple + C. LE 16 ","188","0.369358118870957","0.326798292657913","0.411917945084001","1"
"Almost never or never","2008","Not Employed","Couple + C. GT 16 ","304","0.328982686256551","0.298704447523544","0.359260924989557","1"
"Almost never or never","2008","Not Employed","Couple + C. LE and GT 16","78","0.334965120523684","0.281556732666752","0.388373508380616","1"
"Almost never or never","2008","Employed","1-pers.-HH","331","0.219138347191815","0.198232372919709","0.240044321463922","1"
"Almost never or never","2008","Employed","(Married) couple without C. ","829","0.247377456455018","0.23289083975787","0.261864073152166","1"
"Almost never or never","2008","Employed","Single parent ","214","0.308769677153667","0.274691649336329","0.342847704971005","1"
"Almost never or never","2008","Employed","Couple + C. LE 16 ","650","0.237723939081551","0.221681992871302","0.253765885291801","1"
"Almost never or never","2008","Employed","Couple + C. GT 16 ","574","0.221801867809575","0.205286688124725","0.238317047494424","1"
"Almost never or never","2008","Employed","Couple + C. LE and GT 16","186","0.226320575885001","0.199058034070612","0.253583117699391","1"
"At lease once a week","2008","Not Employed","1-pers.-HH","409","0.251688836740423","0.229964321100981","0.273413352379866","4"
"At lease once a week","2008","Not Employed","(Married) couple without C. ","1261","0.334201342365122","0.318885726701203","0.349516958029041","4"
"At lease once a week","2008","Not Employed","Single parent ","121","0.311707966406744","0.265075454645946","0.358340478167542","4"
"At lease once a week","2008","Not Employed","Couple + C. LE 16 ","188","0.384822374360921","0.341916669623683","0.427728079098159","4"
"At lease once a week","2008","Not Employed","Couple + C. GT 16 ","415","0.444139677308767","0.412119786352212","0.476159568265323","4"
"At lease once a week","2008","Not Employed","Couple + C. LE and GT 16","140","0.436131094950016","0.380015307388518","0.492246882511514","4"
"At lease once a week","2008","Employed","1-pers.-HH","747","0.511080956389861","0.485817806484476","0.536344106295246","4"
"At lease once a week","2008","Employed","(Married) couple without C. ","1537","0.42294390899327","0.406357640162673","0.439530177823866","4"
"At lease once a week","2008","Employed","Single parent ","266","0.36824591623003","0.332667325707564","0.403824506752495","4"
"At lease once a week","2008","Employed","Couple + C. LE 16 ","1126","0.420872022711001","0.402267147652952","0.439476897769049","4"
"At lease once a week","2008","Employed","Couple + C. GT 16 ","1059","0.402952204603457","0.383454345433681","0.422450063773233","4"
"At lease once a week","2008","Employed","Couple + C. LE and GT 16","419","0.453537605101912","0.421102852236867","0.485972357966958","4"
