"m11104","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"At least once a month","1998","Not Working","Rural Area","81","0.0380182601083958","0.0291884730375731","0.0468480471792186"
"At lease once a week","1998","Full Time","Urban Area","1287","0.365040748429072","0.349876390820315","0.380205106037829"
"At lease once a week","1998","Full Time","Rural Area","582","0.307365172272657","0.287579156014019","0.327151188531295"
"At lease once a week","1998","Part Time","Urban Area","633","0.37871671929496","0.35692302928065","0.400510409309271"
"At lease once a week","1998","Part Time","Rural Area","266","0.301286837295306","0.272172061819277","0.330401612771336"
"At lease once a week","1998","Not Working","Urban Area","806","0.229296176513968","0.215525707226068","0.243066645801868"
"At lease once a week","1998","Not Working","Rural Area","376","0.210626782040001","0.191800321092703","0.229453242987299"
"Almost never or never","1999","Full Time","Urban Area","1393","0.344006120413441","0.328854290844892","0.359157949981989"
"Almost never or never","1999","Full Time","Rural Area","828","0.392474388101418","0.371290067277506","0.41365870892533"
"Almost never or never","1999","Part Time","Urban Area","790","0.38317163365495","0.361577093551699","0.404766173758201"
"Almost never or never","1999","Part Time","Rural Area","448","0.431250138915552","0.400211409178286","0.462288868652817"
"Almost never or never","1999","Not Working","Urban Area","2089","0.664150376203128","0.647860427636498","0.680440324769759"
"Almost never or never","1999","Not Working","Rural Area","1086","0.65569017546012","0.632826347491111","0.678554003429129"
"Several times a year","1999","Full Time","Urban Area","933","0.248809993670034","0.235020735300131","0.262599252039937"
"Several times a year","1999","Full Time","Rural Area","569","0.275863328071772","0.256473058575696","0.295253597567847"
"Several times a year","1999","Part Time","Urban Area","429","0.19968868905146","0.181931618277896","0.217445759825023"
"Several times a year","1999","Part Time","Rural Area","231","0.226345686307789","0.200119312293611","0.252572060321966"
"Several times a year","1999","Not Working","Urban Area","392","0.111607881025572","0.10074703020454","0.122468731846604"
"Several times a year","1999","Not Working","Rural Area","227","0.132094846036207","0.115801736838094","0.14838795523432"
"At least once a month","1999","Full Time","Urban Area","336","0.0863170691509961","0.0773597469396233","0.0952743913623688"
"At least once a month","1999","Full Time","Rural Area","158","0.072544629227818","0.0612914371548087","0.0837978213008274"
"At least once a month","1999","Part Time","Urban Area","171","0.088003528800841","0.0754197308149209","0.100587326786761"
"At least once a month","1999","Part Time","Rural Area","74","0.0788800249255257","0.0619864997484824","0.095773550102569"
"At least once a month","1999","Not Working","Urban Area","125","0.0341667077604286","0.0279010492590509","0.0404323662618063"
"At least once a month","1999","Not Working","Rural Area","63","0.0394778699481993","0.0301075279580545","0.0488482119383441"
"At lease once a week","1999","Full Time","Urban Area","1114","0.320866816765529","0.305977595749109","0.33575603778195"
"At lease once a week","1999","Full Time","Rural Area","486","0.259117654598992","0.240109072902768","0.278126236295216"
"At lease once a week","1999","Part Time","Urban Area","557","0.32913614849275","0.308263858395753","0.350008438589747"
"At lease once a week","1999","Part Time","Rural Area","225","0.263524149851134","0.235914040333466","0.291134259368801"
"At lease once a week","1999","Not Working","Urban Area","623","0.190075035010871","0.176541881724418","0.203608188297323"
"At lease once a week","1999","Not Working","Rural Area","283","0.172737108555473","0.154546824010679","0.190927393100267"
"Almost never or never","2000","Full Time","Urban Area","","","",""
"Almost never or never","2000","Full Time","Rural Area","","","",""
"Almost never or never","2000","Part Time","Urban Area","","","",""
"Almost never or never","2000","Part Time","Rural Area","","","",""
"Almost never or never","2000","Not Working","Urban Area","","","",""
"Almost never or never","2000","Not Working","Rural Area","","","",""
"Several times a year","2000","Full Time","Urban Area","","","",""
"Several times a year","2000","Full Time","Rural Area","","","",""
"Several times a year","2000","Part Time","Urban Area","","","",""
"Several times a year","2000","Part Time","Rural Area","","","",""
"Several times a year","2000","Not Working","Urban Area","","","",""
"Several times a year","2000","Not Working","Rural Area","","","",""
"At least once a month","2000","Full Time","Urban Area","","","",""
"At least once a month","2000","Full Time","Rural Area","","","",""
"At least once a month","2000","Part Time","Urban Area","","","",""
"At least once a month","2000","Part Time","Rural Area","","","",""
"At least once a month","2000","Not Working","Urban Area","","","",""
"At least once a month","2000","Not Working","Rural Area","","","",""
"At lease once a week","2000","Full Time","Urban Area","","","",""
"At lease once a week","2000","Full Time","Rural Area","","","",""
"At lease once a week","2000","Part Time","Urban Area","","","",""
"At lease once a week","2000","Part Time","Rural Area","","","",""
"At lease once a week","2000","Not Working","Urban Area","","","",""
"At lease once a week","2000","Not Working","Rural Area","","","",""
"Almost never or never","2001","Full Time","Urban Area","2231","0.36596346692163","0.35367007535798","0.37825685848528"
"Almost never or never","2001","Full Time","Rural Area","1355","0.435482861729821","0.418115627686483","0.45285009577316"
"Almost never or never","2001","Part Time","Urban Area","1313","0.397175978480822","0.380293532439282","0.414058424522361"
"Almost never or never","2001","Part Time","Rural Area","720","0.460689169869407","0.436017494949818","0.485360844788996"
"Almost never or never","2001","Not Working","Urban Area","3365","0.659929793094201","0.647132346930422","0.67272723925798"
"Almost never or never","2001","Not Working","Rural Area","1922","0.714233717312636","0.69741257461546","0.731054860009813"
"Several times a year","2001","Full Time","Urban Area","1241","0.209566987633425","0.199179998496538","0.219953976770312"
"Several times a year","2001","Full Time","Rural Area","724","0.222090708620465","0.207531551547651","0.236649865693279"
"Several times a year","2001","Part Time","Urban Area","592","0.184172092682322","0.170798139504564","0.197546045860081"
"Several times a year","2001","Part Time","Rural Area","306","0.185558395387396","0.166316611107911","0.204800179666882"
"Several times a year","2001","Not Working","Urban Area","570","0.0975182107626452","0.0895041572780973","0.105532264247193"
"Several times a year","2001","Not Working","Rural Area","259","0.0797825537752463","0.0696939973745163","0.0898711101759762"
"At least once a month","2001","Full Time","Urban Area","531","0.0923317433500146","0.0849436087590297","0.0997198779409995"
"At least once a month","2001","Full Time","Rural Area","231","0.0683056978430972","0.0594693715721883","0.0771420241140061"
"At least once a month","2001","Part Time","Urban Area","215","0.071086681717441","0.0622206286959002","0.0799527347389817"
"At least once a month","2001","Part Time","Rural Area","85","0.047738217197117","0.0371849644997481","0.0582914698944859"
"At least once a month","2001","Not Working","Urban Area","201","0.0380228826964047","0.0328563992605996","0.0431893661322099"
"At least once a month","2001","Not Working","Rural Area","109","0.0374369578400282","0.0303689878849708","0.0445049277950855"
"At lease once a week","2001","Full Time","Urban Area","1895","0.332137802094931","0.320117973023319","0.344157631166543"
"At lease once a week","2001","Full Time","Rural Area","821","0.274120731806616","0.258496103495789","0.289745360117444"
"At lease once a week","2001","Part Time","Urban Area","1107","0.347565247119415","0.331135331840379","0.363995162398452"
"At lease once a week","2001","Part Time","Rural Area","457","0.30601421754608","0.283204434701536","0.328824000390623"
"At lease once a week","2001","Not Working","Urban Area","1128","0.204529113446749","0.19363279308499","0.215425433808509"
"At lease once a week","2001","Not Working","Rural Area","481","0.16854677107209","0.154608498322253","0.182485043821926"
"Almost never or never","2002","Full Time","Urban Area","","","",""
"Almost never or never","2002","Full Time","Rural Area","","","",""
"Almost never or never","2002","Part Time","Urban Area","","","",""
"Almost never or never","2002","Part Time","Rural Area","","","",""
"Almost never or never","2002","Not Working","Urban Area","","","",""
"Almost never or never","2002","Not Working","Rural Area","","","",""
"Several times a year","2002","Full Time","Urban Area","","","",""
"Several times a year","2002","Full Time","Rural Area","","","",""
"Several times a year","2002","Part Time","Urban Area","","","",""
"Several times a year","2002","Part Time","Rural Area","","","",""
"Several times a year","2002","Not Working","Urban Area","","","",""
"Several times a year","2002","Not Working","Rural Area","","","",""
"At least once a month","2002","Full Time","Urban Area","","","",""
"At least once a month","2002","Full Time","Rural Area","","","",""
"At least once a month","2002","Part Time","Urban Area","","","",""
"At least once a month","2002","Part Time","Rural Area","","","",""
"At least once a month","2002","Not Working","Urban Area","","","",""
"At least once a month","2002","Not Working","Rural Area","","","",""
"At lease once a week","2002","Full Time","Urban Area","","","",""
"At lease once a week","2002","Full Time","Rural Area","","","",""
"At lease once a week","2002","Part Time","Urban Area","","","",""
"At lease once a week","2002","Part Time","Rural Area","","","",""
"At lease once a week","2002","Not Working","Urban Area","","","",""
"At lease once a week","2002","Not Working","Rural Area","","","",""
"Almost never or never","2003","Full Time","Urban Area","1523","0.264352719361735","0.253104037743449","0.275601400980021"
"Almost never or never","2003","Full Time","Rural Area","784","0.268848686686893","0.252946355967804","0.284751017405981"
"Almost never or never","2003","Part Time","Urban Area","1048","0.317250796550012","0.301908677669499","0.332592915430526"
"Almost never or never","2003","Part Time","Rural Area","503","0.336425936037384","0.313121077971236","0.359730794103533"
"Almost never or never","2003","Not Working","Urban Area","2838","0.553641194727225","0.540382295710368","0.566900093744082"
"Almost never or never","2003","Not Working","Rural Area","1578","0.612398675210632","0.59419937315982","0.630597977261444"
"Several times a year","2003","Full Time","Urban Area","1387","0.245408156818294","0.234431364014941","0.256384949621647"
"Several times a year","2003","Full Time","Rural Area","825","0.264884730116662","0.249057337600384","0.28071212263294"
"Several times a year","2003","Part Time","Urban Area","658","0.190009572772644","0.177077115095344","0.202942030449945"
"Several times a year","2003","Part Time","Rural Area","367","0.221782028744959","0.201290666549002","0.242273390940916"
"Several times a year","2003","Not Working","Urban Area","656","0.117398107538275","0.108812635337681","0.125983579738868"
"Several times a year","2003","Not Working","Rural Area","387","0.133792356909141","0.121075738389801","0.14650897542848"
"At least once a month","2003","Full Time","Urban Area","617","0.103887498440922","0.0961046633368818","0.111670333544962"
"At least once a month","2003","Full Time","Rural Area","293","0.101651556736065","0.0908127214603499","0.11249039201178"
"At least once a month","2003","Part Time","Urban Area","316","0.0917439754980615","0.0822281536394103","0.101259797356713"
"At least once a month","2003","Part Time","Rural Area","120","0.0652813850692123","0.0530973216182865","0.0774654485201382"
"At least once a month","2003","Not Working","Urban Area","259","0.048923487078636","0.0431701788493024","0.0546767953079696"
"At least once a month","2003","Not Working","Rural Area","129","0.0438219732454549","0.0361755148539632","0.0514684316369466"
"At lease once a week","2003","Full Time","Urban Area","2377","0.386351625379049","0.37393149706673","0.398771753691369"
"At lease once a week","2003","Full Time","Rural Area","1084","0.36461502646038","0.347351125311792","0.381878927608969"
"At lease once a week","2003","Part Time","Urban Area","1513","0.400995655179282","0.384839493087143","0.417151817271421"
"At lease once a week","2003","Part Time","Rural Area","589","0.376510650148444","0.352612725995849","0.400408574301039"
"At lease once a week","2003","Not Working","Urban Area","1647","0.280037210655864","0.268061146658117","0.292013274653611"
"At lease once a week","2003","Not Working","Rural Area","659","0.209986994634772","0.194772472909717","0.225201516359827"
"Almost never or never","2004","Full Time","Urban Area","","","",""
"Almost never or never","2004","Full Time","Rural Area","","","",""
"Almost never or never","2004","Part Time","Urban Area","","","",""
"Almost never or never","2004","Part Time","Rural Area","","","",""
"Almost never or never","2004","Not Working","Urban Area","","","",""
"Almost never or never","2004","Not Working","Rural Area","","","",""
"Several times a year","2004","Full Time","Urban Area","","","",""
"Several times a year","2004","Full Time","Rural Area","","","",""
"Several times a year","2004","Part Time","Urban Area","","","",""
"Several times a year","2004","Part Time","Rural Area","","","",""
"Several times a year","2004","Not Working","Urban Area","","","",""
"Several times a year","2004","Not Working","Rural Area","","","",""
"At least once a month","2004","Full Time","Urban Area","","","",""
"At least once a month","2004","Full Time","Rural Area","","","",""
"At least once a month","2004","Part Time","Urban Area","","","",""
"At least once a month","2004","Part Time","Rural Area","","","",""
"At least once a month","2004","Not Working","Urban Area","","","",""
"At least once a month","2004","Not Working","Rural Area","","","",""
"At lease once a week","2004","Full Time","Urban Area","","","",""
"At lease once a week","2004","Full Time","Rural Area","","","",""
"At lease once a week","2004","Part Time","Urban Area","","","",""
"At lease once a week","2004","Part Time","Rural Area","","","",""
"At lease once a week","2004","Not Working","Urban Area","","","",""
"At lease once a week","2004","Not Working","Rural Area","","","",""
"Almost never or never","2005","Full Time","Urban Area","1573","0.297733665600016","0.28550937252045","0.309957958679582"
"Almost never or never","2005","Full Time","Rural Area","878","0.345358391475334","0.327172376715178","0.36354440623549"
"Almost never or never","2005","Part Time","Urban Area","1060","0.338852741026336","0.322584993448262","0.35512048860441"
"Almost never or never","2005","Part Time","Rural Area","533","0.357886124681902","0.334013463186978","0.381758786176826"
"Almost never or never","2005","Not Working","Urban Area","2823","0.575707466107214","0.562288434366979","0.589126497847448"
"Almost never or never","2005","Not Working","Rural Area","1521","0.611951021046916","0.593421938409897","0.630480103683935"
"Several times a year","2005","Full Time","Urban Area","1209","0.227271028180447","0.216067766172511","0.238474290188384"
"Several times a year","2005","Full Time","Rural Area","651","0.235405962606283","0.21917946040421","0.251632464808356"
"Several times a year","2005","Part Time","Urban Area","630","0.194602722235176","0.180996036420207","0.208209408050144"
"Several times a year","2005","Part Time","Rural Area","377","0.246963630730141","0.225487953966034","0.268439307494248"
"Several times a year","2005","Not Working","Urban Area","643","0.120748145795403","0.111901381915811","0.129594909674996"
"Several times a year","2005","Not Working","Rural Area","365","0.140144929825971","0.126945546628325","0.153344313023617"
"At least once a month","2005","Full Time","Urban Area","566","0.113903197024073","0.10541007432094","0.122396319727205"
"At least once a month","2005","Full Time","Rural Area","235","0.096466123978507","0.0851743971092965","0.107757850847718"
"At least once a month","2005","Part Time","Urban Area","292","0.0916242779161486","0.0817088636377914","0.101539692194506"
"At least once a month","2005","Part Time","Rural Area","110","0.0793852087773607","0.0659225402800051","0.0928478772747163"
"At least once a month","2005","Not Working","Urban Area","274","0.0482486235924214","0.0424303816666133","0.0540668655182296"
"At least once a month","2005","Not Working","Rural Area","150","0.0499174241802569","0.0416368762760489","0.0581979720844648"
"At lease once a week","2005","Full Time","Urban Area","2027","0.361092109195464","0.348251459987281","0.373932758403648"
"At lease once a week","2005","Full Time","Rural Area","862","0.322769521939876","0.30488755708167","0.340651486798083"
"At lease once a week","2005","Part Time","Urban Area","1270","0.37492025882234","0.358281919062697","0.391558598581982"
"At lease once a week","2005","Part Time","Rural Area","529","0.315765035810596","0.292617379083413","0.338912692537779"
"At lease once a week","2005","Not Working","Urban Area","1471","0.255295764504962","0.243457139310096","0.267134389699827"
"At lease once a week","2005","Not Working","Rural Area","621","0.197986624946856","0.182834936017851","0.213138313875861"
"Almost never or never","2006","Full Time","Urban Area","","","",""
"Almost never or never","2006","Full Time","Rural Area","","","",""
"Almost never or never","2006","Part Time","Urban Area","","","",""
"Almost never or never","2006","Part Time","Rural Area","","","",""
"Almost never or never","2006","Not Working","Urban Area","","","",""
"Almost never or never","2006","Not Working","Rural Area","","","",""
"Several times a year","2006","Full Time","Urban Area","","","",""
"Several times a year","2006","Full Time","Rural Area","","","",""
"Several times a year","2006","Part Time","Urban Area","","","",""
"Several times a year","2006","Part Time","Rural Area","","","",""
"Several times a year","2006","Not Working","Urban Area","","","",""
"Several times a year","2006","Not Working","Rural Area","","","",""
"At least once a month","2006","Full Time","Urban Area","","","",""
"At least once a month","2006","Full Time","Rural Area","","","",""
"At least once a month","2006","Part Time","Urban Area","","","",""
"At least once a month","2006","Part Time","Rural Area","","","",""
"At least once a month","2006","Not Working","Urban Area","","","",""
"At least once a month","2006","Not Working","Rural Area","","","",""
"At lease once a week","2006","Full Time","Urban Area","","","",""
"At lease once a week","2006","Full Time","Rural Area","","","",""
"At lease once a week","2006","Part Time","Urban Area","","","",""
"At lease once a week","2006","Part Time","Rural Area","","","",""
"At lease once a week","2006","Not Working","Urban Area","","","",""
"At lease once a week","2006","Not Working","Rural Area","","","",""
"Almost never or never","2007","Full Time","Urban Area","1453","0.285341308135314","0.273040300940168","0.29764231533046"
"Almost never or never","2007","Full Time","Rural Area","870","0.320609720438298","0.302920226991742","0.338299213884853"
"Almost never or never","2007","Part Time","Urban Area","984","0.324459785272676","0.308180117956401","0.34073945258895"
"Almost never or never","2007","Part Time","Rural Area","528","0.350068542872905","0.3261599140045","0.373977171741311"
"Almost never or never","2007","Not Working","Urban Area","2771","0.56078265851939","0.54730131931392","0.57426399772486"
"Almost never or never","2007","Not Working","Rural Area","1601","0.6004758252844","0.582129433459882","0.618822217108919"
"Several times a year","2007","Full Time","Urban Area","1088","0.221144908575151","0.209839772017122","0.232450045133181"
"Several times a year","2007","Full Time","Rural Area","674","0.240886895194203","0.224678977560881","0.257094812827524"
"Several times a year","2007","Part Time","Urban Area","627","0.21287753795866","0.198643584024612","0.227111491892708"
"Several times a year","2007","Part Time","Rural Area","324","0.208561082528135","0.188196773186579","0.22892539186969"
"Several times a year","2007","Not Working","Urban Area","587","0.114127336166966","0.105490066090329","0.122764606243604"
"Several times a year","2007","Not Working","Rural Area","340","0.121135083060328","0.108913501678206","0.13335666444245"
"At least once a month","2007","Full Time","Urban Area","497","0.0963296908037177","0.0882926883967412","0.104366693210694"
"At least once a month","2007","Full Time","Rural Area","242","0.0969006503294081","0.0856882524601588","0.108113048198657"
"At least once a month","2007","Part Time","Urban Area","281","0.0825054581813058","0.0729383085049871","0.0920726078576245"
"At least once a month","2007","Part Time","Rural Area","106","0.0658542933584712","0.0534222159285166","0.0782863707884259"
"At least once a month","2007","Not Working","Urban Area","251","0.0440287904024557","0.0384558192779588","0.0496017615269527"
"At least once a month","2007","Not Working","Rural Area","128","0.0418153186304725","0.0343176941304707","0.0493129431304742"
"At lease once a week","2007","Full Time","Urban Area","2139","0.397184092485817","0.383855101205984","0.41051308376565"
"At lease once a week","2007","Full Time","Rural Area","888","0.341602734038091","0.323627602882001","0.359577865194182"
"At lease once a week","2007","Part Time","Urban Area","1285","0.380157218587358","0.363277629181023","0.397036807993694"
"At lease once a week","2007","Part Time","Rural Area","571","0.375516081240488","0.351243316421617","0.39978884605936"
"At lease once a week","2007","Not Working","Urban Area","1597","0.281061214911188","0.268850462499969","0.293271967322407"
"At lease once a week","2007","Not Working","Rural Area","669","0.236573773024799","0.220655417315324","0.252492128734274"
"Almost never or never","2008","Full Time","Urban Area","1095","0.219819677605259","0.208259742105924","0.231379613104593"
"Almost never or never","2008","Full Time","Rural Area","630","0.236653240676573","0.220130675298689","0.253175806054457"
"Almost never or never","2008","Part Time","Urban Area","722","0.251269831488192","0.235670617818541","0.266869045157842"
"Almost never or never","2008","Part Time","Rural Area","387","0.271731931063284","0.248691396341943","0.294772465784625"
"Almost never or never","2008","Not Working","Urban Area","2244","0.485443740015381","0.47142702804953","0.499460451981233"
"Almost never or never","2008","Not Working","Rural Area","1292","0.519853788113957","0.500526874005387","0.539180702222527"
"Several times a year","2008","Full Time","Urban Area","1091","0.225916025207292","0.214242764395048","0.237589286019535"
"Several times a year","2008","Full Time","Rural Area","673","0.255283520860601","0.23833361890475","0.272233422816452"
"Several times a year","2008","Part Time","Urban Area","581","0.205448001936632","0.190917454072198","0.219978549801066"
"Several times a year","2008","Part Time","Rural Area","322","0.245633664448098","0.223338448906863","0.267928879989332"
"Several times a year","2008","Not Working","Urban Area","624","0.131246465615149","0.121776413606991","0.140716517623307"
"Several times a year","2008","Not Working","Rural Area","360","0.142203517188337","0.128692673909346","0.155714360467327"
"At least once a month","2008","Full Time","Urban Area","508","0.100903782590358","0.0924960006382807","0.109311564542436"
"At least once a month","2008","Full Time","Rural Area","236","0.11076019226854","0.0985601421034358","0.122960242433644"
"At least once a month","2008","Part Time","Urban Area","266","0.0845459638425637","0.0745405610248186","0.0945513666603087"
"At least once a month","2008","Part Time","Rural Area","125","0.108769761756295","0.0926437999362059","0.124895723576383"
"At least once a month","2008","Not Working","Urban Area","238","0.0472978026372372","0.0413444812385347","0.0532511240359397"
"At least once a month","2008","Not Working","Rural Area","118","0.041041342931643","0.0333669173294557","0.0487157685338303"
"At lease once a week","2008","Full Time","Urban Area","2236","0.453360514597091","0.439464285125073","0.46725674406911"
"At lease once a week","2008","Full Time","Rural Area","1003","0.397303046194286","0.378280407310012","0.41632568507856"
"At lease once a week","2008","Part Time","Urban Area","1401","0.458736202732613","0.440815465825596","0.47665693963963"
"At lease once a week","2008","Part Time","Rural Area","598","0.373864642732324","0.348805402832023","0.398923882632625"
"At lease once a week","2008","Not Working","Urban Area","1778","0.336011991732233","0.322764984608496","0.34925899885597"
"At lease once a week","2008","Not Working","Rural Area","797","0.296901351766063","0.279226760649854","0.314575942882273"
"Almost never or never","2009","Full Time","Urban Area","1167","0.250628395854973","0.238031911044001","0.263224880665946"
"Almost never or never","2009","Full Time","Rural Area","781","0.313914868363687","0.295489538425998","0.332340198301376"
"Almost never or never","2009","Part Time","Urban Area","800","0.28641499959866","0.269702615683628","0.303127383513692"
"Almost never or never","2009","Part Time","Rural Area","472","0.329340430602468","0.304730940763943","0.353949920440993"
"Almost never or never","2009","Not Working","Urban Area","2293","0.539098666400356","0.524449806926472","0.55374752587424"
"Almost never or never","2009","Not Working","Rural Area","1411","0.608046314085854","0.588445605295028","0.627647022876679"
"Several times a year","2009","Full Time","Urban Area","999","0.219013804047087","0.206992736512532","0.231034871581642"
"Several times a year","2009","Full Time","Rural Area","591","0.22418956122253","0.207631639339049","0.240747483106011"
"Several times a year","2009","Part Time","Urban Area","540","0.211060957026291","0.1959760254635","0.226145888589083"
"Several times a year","2009","Part Time","Rural Area","321","0.233219774246304","0.211076228643113","0.255363319849496"
"Several times a year","2009","Not Working","Urban Area","518","0.115779115796839","0.106376229162071","0.125182002431607"
"Several times a year","2009","Not Working","Rural Area","250","0.094153087685644","0.0824276042499607","0.105878571121327"
"At least once a month","2009","Full Time","Urban Area","455","0.110629668340075","0.101512441968593","0.119746894711557"
"At least once a month","2009","Full Time","Rural Area","221","0.0995157041029368","0.0876305666671608","0.111400841538713"
"At least once a month","2009","Part Time","Urban Area","231","0.0729980434818809","0.0633816194814012","0.0826144674823606"
"At least once a month","2009","Part Time","Rural Area","111","0.0845815336744981","0.0700109605187111","0.0991521068302851"
"At least once a month","2009","Not Working","Urban Area","196","0.040956715373075","0.0351323666989157","0.0467810640472342"
"At least once a month","2009","Not Working","Rural Area","122","0.0632626102841998","0.0534886954322532","0.0730365251361463"
"At lease once a week","2009","Full Time","Urban Area","1926","0.419728131757864","0.405383631877543","0.434072631638185"
"At lease once a week","2009","Full Time","Rural Area","844","0.362379866310846","0.343295252873339","0.381464479748353"
"At lease once a week","2009","Part Time","Urban Area","1240","0.429525999893168","0.411226874847228","0.447825124939108"
"At lease once a week","2009","Part Time","Rural Area","497","0.352858261476729","0.32783586656192","0.377880656391539"
"At lease once a week","2009","Not Working","Urban Area","1441","0.30416550242973","0.290645596874163","0.317685407985296"
"At lease once a week","2009","Not Working","Rural Area","600","0.234537987944303","0.217526022623923","0.251549953264682"
"Almost never or never","2010","Full Time","Urban Area","","","",""
"Almost never or never","2010","Full Time","Rural Area","","","",""
"Almost never or never","2010","Part Time","Urban Area","","","",""
"Almost never or never","2010","Part Time","Rural Area","","","",""
"Almost never or never","2010","Not Working","Urban Area","","","",""
"Almost never or never","2010","Not Working","Rural Area","","","",""
"Several times a year","2010","Full Time","Urban Area","","","",""
"Several times a year","2010","Full Time","Rural Area","","","",""
"Several times a year","2010","Part Time","Urban Area","","","",""
"Several times a year","2010","Part Time","Rural Area","","","",""
"Several times a year","2010","Not Working","Urban Area","","","",""
"Several times a year","2010","Not Working","Rural Area","","","",""
"At least once a month","2010","Full Time","Urban Area","","","",""
"At least once a month","2010","Full Time","Rural Area","","","",""
"At least once a month","2010","Part Time","Urban Area","","","",""
"At least once a month","2010","Part Time","Rural Area","","","",""
"At least once a month","2010","Not Working","Urban Area","","","",""
"At least once a month","2010","Not Working","Rural Area","","","",""
"At lease once a week","2010","Full Time","Urban Area","","","",""
"At lease once a week","2010","Full Time","Rural Area","","","",""
"At lease once a week","2010","Part Time","Urban Area","","","",""
"At lease once a week","2010","Part Time","Rural Area","","","",""
"At lease once a week","2010","Not Working","Urban Area","","","",""
"At lease once a week","2010","Not Working","Rural Area","","","",""
"Almost never or never","2011","Full Time","Urban Area","1952","0.27524686777317","0.264646714452774","0.285847021093565"
"Almost never or never","2011","Full Time","Rural Area","1358","0.331401847068481","0.316433512122456","0.346370182014506"
"Almost never or never","2011","Part Time","Urban Area","1643","0.316237112737365","0.303307879405731","0.329166346068999"
"Almost never or never","2011","Part Time","Rural Area","1073","0.386809953911263","0.368381702712996","0.405238205109531"
"Almost never or never","2011","Not Working","Urban Area","3464","0.556156577354241","0.544140076657926","0.568173078050556"
"Almost never or never","2011","Not Working","Rural Area","2095","0.608409740573107","0.592321595185614","0.624497885960601"
"Several times a year","2011","Full Time","Urban Area","1352","0.201485775376934","0.191966159433868","0.21100539132"
"Several times a year","2011","Full Time","Rural Area","787","0.21284426451246","0.199828348060259","0.22586018096466"
"Several times a year","2011","Part Time","Urban Area","856","0.179655465244267","0.168981348366954","0.19032958212158"
"Several times a year","2011","Part Time","Rural Area","499","0.185796244796154","0.171079126822288","0.200513362770021"
"Several times a year","2011","Not Working","Urban Area","687","0.0969349361080247","0.0897790360275538","0.104090836188496"
"Several times a year","2011","Not Working","Rural Area","415","0.108332216118054","0.0980881513772513","0.118576280858857"
"At least once a month","2011","Full Time","Urban Area","606","0.094041289379138","0.0871139032815024","0.100968675476774"
"At least once a month","2011","Full Time","Rural Area","302","0.0781116531988129","0.0695784807660573","0.0866448256315685"
"At least once a month","2011","Part Time","Urban Area","346","0.0666168523755017","0.0596836221028661","0.0735500826481373"
"At least once a month","2011","Part Time","Rural Area","183","0.0674842136934863","0.0579920122340248","0.0769764151529477"
"At least once a month","2011","Not Working","Urban Area","272","0.0402790392194328","0.0355237534142589","0.0450343250246067"
"At least once a month","2011","Not Working","Rural Area","106","0.0282037617719928","0.022747023942453","0.0336604996015326"
"At lease once a week","2011","Full Time","Urban Area","2910","0.429226067470758","0.417478958062565","0.440973176878952"
"At lease once a week","2011","Full Time","Rural Area","1352","0.377642235220246","0.362226161439492","0.393058309001001"
"At lease once a week","2011","Part Time","Urban Area","2124","0.437490569642866","0.423697439164817","0.451283700120915"
"At lease once a week","2011","Part Time","Rural Area","928","0.359909587599096","0.341747945052623","0.37807123014557"
"At lease once a week","2011","Not Working","Urban Area","2144","0.306629447318301","0.295477410113168","0.317781484523434"
"At lease once a week","2011","Not Working","Rural Area","920","0.255054281536846","0.240687132853847","0.269421430219845"
"Almost never or never","2012","Full Time","Urban Area","","","",""
"Almost never or never","2012","Full Time","Rural Area","","","",""
"Almost never or never","2012","Part Time","Urban Area","","","",""
"Almost never or never","2012","Part Time","Rural Area","","","",""
"Almost never or never","2012","Not Working","Urban Area","","","",""
"Almost never or never","2012","Not Working","Rural Area","","","",""
"Several times a year","2012","Full Time","Urban Area","","","",""
"Several times a year","2012","Full Time","Rural Area","","","",""
"Several times a year","2012","Part Time","Urban Area","","","",""
"Several times a year","2012","Part Time","Rural Area","","","",""
"Several times a year","2012","Not Working","Urban Area","","","",""
"Several times a year","2012","Not Working","Rural Area","","","",""
"At least once a month","2012","Full Time","Urban Area","","","",""
"At least once a month","2012","Full Time","Rural Area","","","",""
"At least once a month","2012","Part Time","Urban Area","","","",""
"At least once a month","2012","Part Time","Rural Area","","","",""
"At least once a month","2012","Not Working","Urban Area","","","",""
"At least once a month","2012","Not Working","Rural Area","","","",""
"At lease once a week","2012","Full Time","Urban Area","","","",""
"At lease once a week","2012","Full Time","Rural Area","","","",""
"At lease once a week","2012","Part Time","Urban Area","","","",""
"At lease once a week","2012","Part Time","Rural Area","","","",""
"At lease once a week","2012","Not Working","Urban Area","","","",""
"At lease once a week","2012","Not Working","Rural Area","","","",""
"Almost never or never","2013","Full Time","Urban Area","1562","0.228601779785255","0.218110869278164","0.239092690292346"
"Almost never or never","2013","Full Time","Rural Area","994","0.265163359945319","0.250497395522586","0.279829324368052"
"Almost never or never","2013","Part Time","Urban Area","1294","0.260882733231543","0.248193116149404","0.273572350313681"
"Almost never or never","2013","Part Time","Rural Area","799","0.299380337551628","0.281452672828656","0.3173080022746"
"Almost never or never","2013","Not Working","Urban Area","2377","0.432578186271616","0.419618418829302","0.44553795371393"
"Almost never or never","2013","Not Working","Rural Area","1447","0.462271147309927","0.444840803068275","0.479701491551579"
