"m11104","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"At lease once a week","2011","middle vocational","4379","0.321947303521137","0.314179259429673","0.329715347612602","4"
"At lease once a week","2011","higher vocational","716","0.38828290803375","0.366098764293464","0.410467051774037","4"
"At lease once a week","2011","higher education","3244","0.540124544790244","0.527726896578497","0.552522193001991","4"
"At lease once a week","2011","vocational + Abi","841","0.437991941796077","0.416275171683504","0.459708711908649","4"
"At least once a month","2011","in school","35","0.0553083856390076","0.0347088209958936","0.0759079502821216","3"
"At least once a month","2011","general elemantary","108","0.0330608574948601","0.0266132369133127","0.0395084780764075","3"
"At least once a month","2011","inadequately","10","","","","3"
"At least once a month","2011","higher education","516","0.0853431252381558","0.0783931123547223","0.0922931381215892","3"
"At least once a month","2011","middle vocational","814","0.0585028911192572","0.0546009049830738","0.0624048772554406","3"
"At least once a month","2011","vocational + Abi","156","0.0884125809150548","0.0759861302992715","0.100839031530838","3"
"At least once a month","2011","higher vocational","130","0.0819744003353638","0.069487353338247","0.0944614473324806","3"
"Several times a year","2011","higher education","1009","0.147681005936487","0.138855580678446","0.156506431194528","2"
"Several times a year","2011","in school","50","0.133927962686072","0.10323561139686","0.164620313975283","2"
"Several times a year","2011","inadequately","35","0.0941234771608593","0.0658245533056039","0.122422401016115","2"
"Several times a year","2011","higher vocational","314","0.158100737262129","0.141493773488575","0.174707701035684","2"
"Several times a year","2011","middle vocational","2329","0.171474812140466","0.165208087848852","0.17774153643208","2"
"Several times a year","2011","vocational + Abi","375","0.179528218233593","0.162728999400606","0.19632743706658","2"
"Several times a year","2011","general elemantary","372","0.129202196860778","0.117106345065915","0.141298048655641","2"
"Almost never or never","2012","higher education","","","","","1"
"Almost never or never","2012","general elemantary","","","","","1"
"Almost never or never","2012","higher vocational","","","","","1"
"Almost never or never","2012","in school","","","","","1"
"Almost never or never","2012","inadequately","","","","","1"
"Almost never or never","2012","middle vocational","","","","","1"
"Almost never or never","2012","vocational + Abi","","","","","1"
"At lease once a week","2012","in school","","","","","4"
"At lease once a week","2012","inadequately","","","","","4"
"At lease once a week","2012","general elemantary","","","","","4"
"At lease once a week","2012","middle vocational","","","","","4"
"At lease once a week","2012","higher vocational","","","","","4"
"At lease once a week","2012","higher education","","","","","4"
"At lease once a week","2012","vocational + Abi","","","","","4"
"At least once a month","2012","in school","","","","","3"
"At least once a month","2012","general elemantary","","","","","3"
"At least once a month","2012","inadequately","","","","","3"
"At least once a month","2012","higher education","","","","","3"
"At least once a month","2012","middle vocational","","","","","3"
"At least once a month","2012","vocational + Abi","","","","","3"
"At least once a month","2012","higher vocational","","","","","3"
"Several times a year","2012","higher education","","","","","2"
"Several times a year","2012","in school","","","","","2"
"Several times a year","2012","inadequately","","","","","2"
"Several times a year","2012","higher vocational","","","","","2"
"Several times a year","2012","middle vocational","","","","","2"
"Several times a year","2012","vocational + Abi","","","","","2"
"Several times a year","2012","general elemantary","","","","","2"
"Almost never or never","2013","higher education","1042","0.169351774469847","0.159715924147732","0.178987624791963","1"
"Almost never or never","2013","inadequately","214","0.599276475753599","0.546162324154468","0.652390627352729","1"
"Almost never or never","2013","general elemantary","1341","0.515629378911","0.496390121012817","0.534868636809184","1"
"Almost never or never","2013","higher vocational","459","0.260145234604195","0.239129163007704","0.281161306200686","1"
"Almost never or never","2013","in school","50","0.0760229993866044","0.051370572098666","0.100675426674543","1"
"Almost never or never","2013","middle vocational","4736","0.364123905961713","0.355654253184182","0.372593558739244","1"
"Almost never or never","2013","vocational + Abi","489","0.252912334691356","0.232690539815545","0.273134129567166","1"
"At lease once a week","2013","in school","342","0.855568511571944","0.822870981672316","0.888266041471572","4"
"At lease once a week","2013","inadequately","64","0.291118804528896","0.241881295636915","0.340356313420877","4"
"At lease once a week","2013","general elemantary","852","0.337184251414307","0.318984701703608","0.355383801125006","4"
"At lease once a week","2013","middle vocational","5198","0.435846476848584","0.427118367407138","0.44457458629003","4"
"At lease once a week","2013","higher vocational","827","0.492580597493105","0.46863131263686","0.51652988234935","4"
"At lease once a week","2013","higher education","3650","0.642999491547073","0.630690390673181","0.655308592420965","4"
"At lease once a week","2013","vocational + Abi","930","0.542210560915434","0.519033103956556","0.565388017874311","4"
"At least once a month","2013","in school","24","","","","3"
"At least once a month","2013","inadequately","16","","","","3"
"At least once a month","2013","general elemantary","95","0.0297431837894288","0.0232033355414319","0.0362830320374256","3"
"At least once a month","2013","middle vocational","543","0.0459952341921311","0.0423081211697674","0.0496823472144949","3"
"At least once a month","2013","higher education","361","0.0611129176220176","0.0549588850623103","0.0672669501817248","3"
"At least once a month","2013","vocational + Abi","93","0.0744660800561222","0.0622530246115699","0.0866791355006744","3"
"At least once a month","2013","higher vocational","95","0.0714227181888139","0.0590860586766801","0.0837593777009476","3"
"Several times a year","2013","in school","28","","","","2"
"Several times a year","2013","higher education","767","0.126535816361062","0.117994675485226","0.135076957236899","2"
"Several times a year","2013","inadequately","33","0.0762330852506892","0.0474705499416274","0.104995620559751","2"
"Several times a year","2013","higher vocational","293","0.175851449713886","0.157614756586977","0.194088142840795","2"
"Several times a year","2013","general elemantary","304","0.117443185885264","0.105049061779001","0.129837309991526","2"
"Several times a year","2013","middle vocational","1922","0.154034382997572","0.147680489167405","0.160388276827738","2"
"Several times a year","2013","vocational + Abi","263","0.130411024337088","0.114744845567381","0.146077203106796","2"
"Almost never or never","2014","higher education","","","","","1"
"Almost never or never","2014","inadequately","","","","","1"
"Almost never or never","2014","general elemantary","","","","","1"
"Almost never or never","2014","higher vocational","","","","","1"
"Almost never or never","2014","in school","","","","","1"
"Almost never or never","2014","middle vocational","","","","","1"
"Almost never or never","2014","vocational + Abi","","","","","1"
"At lease once a week","2014","in school","","","","","4"
"At lease once a week","2014","inadequately","","","","","4"
"At lease once a week","2014","general elemantary","","","","","4"
"At lease once a week","2014","middle vocational","","","","","4"
"At lease once a week","2014","vocational + Abi","","","","","4"
"At lease once a week","2014","higher vocational","","","","","4"
"At lease once a week","2014","higher education","","","","","4"
"At least once a month","2014","general elemantary","","","","","3"
"At least once a month","2014","in school","","","","","3"
"At least once a month","2014","inadequately","","","","","3"
"At least once a month","2014","middle vocational","","","","","3"
"At least once a month","2014","higher education","","","","","3"
"At least once a month","2014","higher vocational","","","","","3"
"At least once a month","2014","vocational + Abi","","","","","3"
"Several times a year","2014","in school","","","","","2"
"Several times a year","2014","higher education","","","","","2"
"Several times a year","2014","inadequately","","","","","2"
"Several times a year","2014","general elemantary","","","","","2"
"Several times a year","2014","middle vocational","","","","","2"
"Several times a year","2014","higher vocational","","","","","2"
"Several times a year","2014","vocational + Abi","","","","","2"
"Almost never or never","2015","higher education","1498","0.208881718708317","0.198954162200281","0.218809275216352","1"
"Almost never or never","2015","higher vocational","521","0.332939653496036","0.309356562041476","0.356522744950596","1"
"Almost never or never","2015","general elemantary","1683","0.569821203563063","0.552039246909929","0.587603160216197","1"
"Almost never or never","2015","middle vocational","5360","0.429170665282652","0.420382393473814","0.437958937091491","1"
"Almost never or never","2015","in school","44","0.088379088787352","0.0596887241650657","0.117069453409638","1"
"Almost never or never","2015","inadequately","361","0.615006765362937","0.573774452595175","0.656239078130698","1"
"Almost never or never","2015","vocational + Abi","744","0.302032425516316","0.282683170879125","0.321381680153508","1"
"At lease once a week","2015","in school","259","0.688955268766097","0.642164400297186","0.735746137235008","4"
"At lease once a week","2015","general elemantary","852","0.292185035800556","0.275851710969475","0.308518360631637","4"
"At lease once a week","2015","middle vocational","4486","0.37992272715345","0.371304739487637","0.388540714819264","4"
"At lease once a week","2015","higher vocational","657","0.420628309836883","0.395924536386089","0.445332083287677","4"
"At lease once a week","2015","higher education","3662","0.599516704221922","0.587550282927044","0.6114831255168","4"
"At lease once a week","2015","inadequately","98","0.227486880777541","0.191964480009899","0.263009281545184","4"
"At lease once a week","2015","vocational + Abi","976","0.488314215104277","0.467248743283073","0.50937968692548","4"
"At least once a month","2015","general elemantary","103","0.0322419503398419","0.0258977075778327","0.0385861931018512","3"
"At least once a month","2015","higher education","415","0.0694138849275085","0.0632070113266046","0.0756207585284123","3"
"At least once a month","2015","in school","29","","","","3"
"At least once a month","2015","inadequately","19","","","","3"
"At least once a month","2015","higher vocational","88","0.0639886419775824","0.0517417068545118","0.0762355771006529","3"
"At least once a month","2015","middle vocational","612","0.0527241695466718","0.0487561077549624","0.0566922313383812","3"
"At least once a month","2015","vocational + Abi","141","0.0646864659052091","0.0543206103483182","0.0750523214621","3"
"Several times a year","2015","in school","44","0.143158415659432","0.107757631835343","0.178559199483521","2"
"Several times a year","2015","higher education","866","0.122187692142253","0.114189607325449","0.130185776959057","2"
"Several times a year","2015","inadequately","57","0.125860830019948","0.0977543288200784","0.153967331219817","2"
"Several times a year","2015","general elemantary","340","0.105751810296539","0.094706989230297","0.116796631362781","2"
"Several times a year","2015","middle vocational","1727","0.138182438017225","0.132055134134855","0.144309741899595","2"
"Several times a year","2015","higher vocational","268","0.182443394689498","0.163116663807263","0.201770125571734","2"
"Several times a year","2015","vocational + Abi","302","0.144966893474198","0.130129906586085","0.159803880362311","2"
"Almost never or never","2016","higher education","","","","","1"
"Almost never or never","2016","general elemantary","","","","","1"
"Almost never or never","2016","higher vocational","","","","","1"
"Almost never or never","2016","in school","","","","","1"
"Almost never or never","2016","inadequately","","","","","1"
"Almost never or never","2016","middle vocational","","","","","1"
"Almost never or never","2016","vocational + Abi","","","","","1"
"At lease once a week","2016","in school","","","","","4"
"At lease once a week","2016","general elemantary","","","","","4"
"At lease once a week","2016","middle vocational","","","","","4"
"At lease once a week","2016","higher vocational","","","","","4"
"At lease once a week","2016","higher education","","","","","4"
"At lease once a week","2016","inadequately","","","","","4"
"At lease once a week","2016","vocational + Abi","","","","","4"
"At least once a month","2016","in school","","","","","3"
"At least once a month","2016","inadequately","","","","","3"
"At least once a month","2016","general elemantary","","","","","3"
"At least once a month","2016","higher education","","","","","3"
"At least once a month","2016","middle vocational","","","","","3"
"At least once a month","2016","higher vocational","","","","","3"
"At least once a month","2016","vocational + Abi","","","","","3"
"Several times a year","2016","in school","","","","","2"
"Several times a year","2016","higher education","","","","","2"
"Several times a year","2016","general elemantary","","","","","2"
"Several times a year","2016","inadequately","","","","","2"
"Several times a year","2016","middle vocational","","","","","2"
"Several times a year","2016","higher vocational","","","","","2"
"Several times a year","2016","vocational + Abi","","","","","2"
"Almost never or never","2017","higher education","1742","0.195655489213563","0.186649123044691","0.204661855382435","1"
"Almost never or never","2017","general elemantary","1984","0.539854548255471","0.524100728651","0.555608367859942","1"
"Almost never or never","2017","higher vocational","479","0.301599419400404","0.278669827378575","0.324529011422232","1"
"Almost never or never","2017","in school","56","0.128874100763855","0.0973511754404426","0.160397026087267","1"
"Almost never or never","2017","middle vocational","5536","0.414477974522734","0.406007670346109","0.422948278699359","1"
"Almost never or never","2017","vocational + Abi","771","0.310420949823964","0.291738751025511","0.329103148622416","1"
"Almost never or never","2017","inadequately","1501","0.616068125207142","0.597406369242361","0.634729881171922","1"
"At lease once a week","2017","in school","305","0.709842789054562","0.667145431557062","0.752540146552061","4"
"At lease once a week","2017","inadequately","730","0.262433632907667","0.245551731870437","0.279315533944898","4"
"At lease once a week","2017","general elemantary","1214","0.318997734995684","0.304265521739995","0.333729948251374","4"
"At lease once a week","2017","middle vocational","5046","0.399871442505308","0.391448593772436","0.40829429123818","4"
"At lease once a week","2017","vocational + Abi","1140","0.511179257147763","0.490994576966601","0.531363937328925","4"
"At lease once a week","2017","higher vocational","726","0.473146849821613","0.448202536778028","0.498091162865198","4"
"At lease once a week","2017","higher education","4226","0.618397807640939","0.607369168377436","0.629426446904442","4"
"At least once a month","2017","in school","23","","","","3"
"At least once a month","2017","inadequately","91","0.0199376476664896","0.0145738194159078","0.0253014759170714","3"
"At least once a month","2017","general elemantary","168","0.0346027490326562","0.0288256707927063","0.0403798272726061","3"
"At least once a month","2017","middle vocational","662","0.0506821641111439","0.0469106993390268","0.0544536288832609","3"
"At least once a month","2017","higher education","465","0.0637367512427475","0.0581907944713949","0.0692827080141002","3"
"At least once a month","2017","vocational + Abi","107","0.0459096384886547","0.037458657227918","0.0543606197493914","3"
"At least once a month","2017","higher vocational","73","0.0515483517912376","0.0405013666275596","0.0625953369549156","3"
"Several times a year","2017","in school","50","0.113679207141703","0.083815809770156","0.143542604513249","2"
"Several times a year","2017","higher education","1020","0.12220995190275","0.114774092948087","0.129645810857413","2"
"Several times a year","2017","inadequately","287","0.101560594218701","0.0899696700635763","0.113151518373827","2"
"Several times a year","2017","general elemantary","479","0.106544967716188","0.0967927645642193","0.116297170868157","2"
"Several times a year","2017","middle vocational","1750","0.134968418860814","0.129093407354213","0.140843430367415","2"
"Several times a year","2017","vocational + Abi","338","0.132490154539619","0.118800595551756","0.146179713527481","2"
"Several times a year","2017","higher vocational","261","0.173705378986746","0.154777459608471","0.192633298365021","2"
"Almost never or never","2018","higher education","293","0.371786220878491","0.33477547692509","0.408796964831892","1"
"Almost never or never","2018","inadequately","733","0.402541815585708","0.377308539311535","0.427775091859881","1"
"Almost never or never","2018","general elemantary","340","0.356881205460677","0.32247970430217","0.391282706619185","1"
"Almost never or never","2018","higher vocational","","","","","1"
"Almost never or never","2018","vocational + Abi","43","0.387213909643242","0.284263331548331","0.490164487738153","1"
"Almost never or never","2018","middle vocational","295","0.420119908621217","0.382406926543109","0.457832890699326","1"
"Almost never or never","2018","in school","","","","","1"
"At lease once a week","2018","in school","5","","","","4"
"At lease once a week","2018","inadequately","438","0.396735821528101","0.371563755559778","0.421907887496423","4"
"At lease once a week","2018","general elemantary","248","0.389964235214013","0.354940699063163","0.424987771364863","4"
"At lease once a week","2018","middle vocational","215","0.340223365729625","0.304022773285702","0.376423958173547","4"
"At lease once a week","2018","vocational + Abi","28","","","","4"
"At lease once a week","2018","higher vocational","","","","","4"
"At lease once a week","2018","higher education","189","0.352316921276973","0.315734245537651","0.388899597016296","4"
"At least once a month","2018","in school","","","","","3"
"At least once a month","2018","inadequately","64","0.0625127234729551","0.0500566464238294","0.0749688005220809","3"
"At least once a month","2018","general elemantary","37","0.0717277741269845","0.0531988027755877","0.0902567454783813","3"
"At least once a month","2018","middle vocational","41","0.054164877477879","0.0368706269774235","0.0714591279783345","3"
"At least once a month","2018","higher education","56","0.0941282784791515","0.0717657529042708","0.116490804054032","3"
"At least once a month","2018","higher vocational","","","","","3"
"At least once a month","2018","vocational + Abi","3","","","","3"
"Several times a year","2018","in school","","","","","2"
"Several times a year","2018","higher education","117","0.181768579365384","0.152234398928708","0.21130275980206","2"
"Several times a year","2018","higher vocational","","","","","2"
"Several times a year","2018","vocational + Abi","12","","","","2"
"Several times a year","2018","middle vocational","107","0.185491848171279","0.155792612267832","0.215191084074726","2"
"Several times a year","2018","inadequately","216","0.138209639413237","0.120452035375653","0.15596724345082","2"
"Several times a year","2018","general elemantary","120","0.181426785198325","0.153754219828738","0.209099350567911","2"
"Almost never or never","2019","higher education","1269","0.151512671172121","0.143452740312151","0.159572602032091","1"
"Almost never or never","2019","higher vocational","367","0.233829488068555","0.213492633358254","0.254166342778856","1"
"Almost never or never","2019","in school","52","0.10898985155612","0.0754185290638232","0.142561174048417","1"
"Almost never or never","2019","inadequately","875","0.559829919351312","0.536592096046111","0.583067742656514","1"
"Almost never or never","2019","general elemantary","1352","0.461312508815473","0.443820614086773","0.478804403544174","1"
"Almost never or never","2019","middle vocational","3830","0.314616260762637","0.306193060480103","0.323039461045171","1"
"Almost never or never","2019","vocational + Abi","530","0.22218455936896","0.205022620426889","0.239346498311031","1"
"At lease once a week","2019","in school","237","0.728766828410611","0.680870767934256","0.776662888886967","4"
"At lease once a week","2019","inadequately","571","0.280190704595889","0.259167799972824","0.301213609218954","4"
"At lease once a week","2019","general elemantary","1227","0.378384508341338","0.361366905558677","0.395402111124","4"
"At lease once a week","2019","middle vocational","5711","0.497213560234662","0.48814406939084","0.506283051078484","4"
"At lease once a week","2019","vocational + Abi","1312","0.58747558142749","0.567152438311904","0.607798724543076","4"
"At lease once a week","2019","higher vocational","979","0.583356514280469","0.559668931011117","0.60704409754982","4"
"At lease once a week","2019","higher education","5066","0.682249870661317","0.67178343622248","0.692716305100154","4"
"At least once a month","2019","in school","19","","","","3"
"At least once a month","2019","inadequately","93","0.0311025683598089","0.0229762438337775","0.0392288928858404","3"
"At least once a month","2019","general elemantary","143","0.0401496057051289","0.0332612873569197","0.0470379240533381","3"
"At least once a month","2019","middle vocational","480","0.0419156223555757","0.0382805799200576","0.0455506647910939","3"
"At least once a month","2019","higher education","389","0.0570785757262564","0.0518635257580309","0.062293625694482","3"
"At least once a month","2019","higher vocational","69","0.0347260947454593","0.0259292953994315","0.0435228940914871","3"
"At least once a month","2019","vocational + Abi","115","0.0522929820346621","0.0431026778158073","0.0614832862535169","3"
"Several times a year","2019","in school","23","","","","2"
"Several times a year","2019","higher education","878","0.109158882440306","0.102148950106307","0.116168814774305","2"
"Several times a year","2019","inadequately","214","0.12887680769299","0.113191815527193","0.144561799858787","2"
"Several times a year","2019","general elemantary","398","0.120153377138059","0.108744516616823","0.131562237659296","2"
"Several times a year","2019","higher vocational","249","0.148087902905517","0.131022025787498","0.165153780023536","2"
"Several times a year","2019","middle vocational","1654","0.146254556647125","0.139844844170458","0.152664269123793","2"
"Several times a year","2019","vocational + Abi","297","0.138046877168888","0.123806343916939","0.152287410420836","2"
