"m11104","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"At least once a month","1999","Baden-Württemberg","Not Employed","19","","","","3"
"At least once a month","1999","Baden-Württemberg","Employed","89","0.0623849244797919","0.0481442575676112","0.0766255913919727","3"
"At least once a month","1999","Bavaria","Employed","130","0.0972886037944911","0.0804297447509875","0.114147462837995","3"
"At least once a month","1999","Bavaria","Not Employed","29","","","","3"
"At least once a month","1999","Berlin","Employed","25","","","","3"
"At least once a month","1999","Berlin","Not Employed","6","","","","3"
"At least once a month","1999","Brandenburg","Not Employed","9","","","","3"
"At least once a month","1999","Brandenburg","Employed","21","","","","3"
"At least once a month","1999","Mecklenburg-Western Pomerania","Not Employed","2","","","","3"
"At least once a month","1999","Mecklenburg-Western Pomerania","Employed","12","","","","3"
"At least once a month","1999","Saxony","Not Employed","12","","","","3"
"At least once a month","1999","Saxony","Employed","65","0.0954207721385553","0.0743240626128493","0.116517481664261","3"
"At least once a month","1999","Saxony-Anhalt","Not Employed","3","","","","3"
"At least once a month","1999","Saxony-Anhalt","Employed","17","","","","3"
"At least once a month","1999","Thuringia","Not Employed","13","","","","3"
"At least once a month","1999","Thuringia","Employed","43","0.0859159406386394","0.0602226379479526","0.111609243329326","3"
"Several times a year","1999","Schleswig-Holstein","Not Employed","16","","","","2"
"Several times a year","1999","Schleswig-Holstein","Employed","60","0.276530004805985","0.216602996534692","0.336457013077277","2"
"Several times a year","1999","Hamburg","Employed","18","","","","2"
"Several times a year","1999","Hamburg","Not Employed","3","","","","2"
"Several times a year","1999","Lower Saxony","Not Employed","50","0.13445971247064","0.101193976112246","0.167725448829034","2"
"Several times a year","1999","Lower Saxony","Employed","184","0.250713781374917","0.219919594665683","0.281507968084151","2"
"Several times a year","1999","Bremen","Not Employed","5","","","","2"
"Several times a year","1999","Bremen","Employed","9","","","","2"
"Several times a year","1999","North Rhine-Westphalia","Not Employed","138","0.121564958497459","0.101095055996519","0.142034860998399","2"
"Several times a year","1999","North Rhine-Westphalia","Employed","420","0.239092644199569","0.218900070298119","0.259285218101019","2"
"Several times a year","1999","Hesse","Not Employed","25","","","","2"
"Several times a year","1999","Hesse","Employed","111","0.197852164215813","0.164915656864692","0.230788671566934","2"
"Several times a year","1999","Rhineland-Palatinate,Saarland","Not Employed","33","0.0945732633353657","0.0612934630600366","0.127853063610695","2"
"Several times a year","1999","Rhineland-Palatinate,Saarland","Employed","92","0.15050216439797","0.118176186384081","0.182828142411858","2"
"Several times a year","1999","Baden-Württemberg","Not Employed","57","0.097153884619945","0.0738413658803883","0.120466403359502","2"
"Several times a year","1999","Baden-Württemberg","Employed","250","0.208614888900598","0.184690282649272","0.232539495151923","2"
"Several times a year","1999","Bavaria","Not Employed","95","0.153510399543937","0.124714572268844","0.182306226819029","2"
"Several times a year","1999","Bavaria","Employed","312","0.263051787409883","0.238004433915697","0.288099140904068","2"
"Several times a year","1999","Berlin","Not Employed","38","0.192175948022471","0.135399249847883","0.248952646197058","2"
"Several times a year","1999","Berlin","Employed","107","0.326002704515635","0.274962164063618","0.377043244967653","2"
"Several times a year","1999","Mecklenburg-Western Pomerania","Employed","67","0.321127014633702","0.265122228287347","0.377131800980057","2"
"Several times a year","1999","Saxony-Anhalt","Employed","117","0.286864681791156","0.24386372293555","0.329865640646762","2"
"Several times a year","1999","Brandenburg","Not Employed","38","0.145655683398347","0.0997659697849726","0.191545397011721","2"
"Several times a year","1999","Mecklenburg-Western Pomerania","Not Employed","15","","","","2"
"Several times a year","1999","Brandenburg","Employed","112","0.290506609949347","0.244247271777818","0.336765948120877","2"
"Several times a year","1999","Saxony","Not Employed","54","0.105032051599133","0.0749863215614902","0.135077781636776","2"
"Several times a year","1999","Saxony-Anhalt","Not Employed","25","","","","2"
"Several times a year","1999","Thuringia","Not Employed","27","","","","2"
"Several times a year","1999","Thuringia","Employed","128","0.254149869190877","0.214232609323796","0.294067129057957","2"
"Several times a year","1999","Saxony","Employed","175","0.24448437405543","0.213622859642094","0.275345888468766","2"
"Almost never or never","2000","Hamburg","Employed","","","","","1"
"Almost never or never","2000","Lower Saxony","Not Employed","","","","","1"
"Almost never or never","2000","Lower Saxony","Employed","","","","","1"
"Almost never or never","2000","Bremen","Not Employed","","","","","1"
"Almost never or never","2000","Bremen","Employed","","","","","1"
"Almost never or never","2000","North Rhine-Westphalia","Not Employed","","","","","1"
"Almost never or never","2000","North Rhine-Westphalia","Employed","","","","","1"
"Almost never or never","2000","Hesse","Not Employed","","","","","1"
"Almost never or never","2000","Hesse","Employed","","","","","1"
"Almost never or never","2000","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Almost never or never","2000","Schleswig-Holstein","Not Employed","","","","","1"
"Almost never or never","2000","Schleswig-Holstein","Employed","","","","","1"
"Almost never or never","2000","Hamburg","Not Employed","","","","","1"
"Almost never or never","2000","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Almost never or never","2000","Baden-Württemberg","Employed","","","","","1"
"Almost never or never","2000","Baden-Württemberg","Not Employed","","","","","1"
"Almost never or never","2000","Bavaria","Not Employed","","","","","1"
"Almost never or never","2000","Bavaria","Employed","","","","","1"
"Almost never or never","2000","Berlin","Not Employed","","","","","1"
"Almost never or never","2000","Berlin","Employed","","","","","1"
"Almost never or never","2000","Brandenburg","Not Employed","","","","","1"
"Almost never or never","2000","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Almost never or never","2000","Brandenburg","Employed","","","","","1"
"Almost never or never","2000","Saxony","Employed","","","","","1"
"Almost never or never","2000","Saxony","Not Employed","","","","","1"
"Almost never or never","2000","Thuringia","Employed","","","","","1"
"Almost never or never","2000","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Almost never or never","2000","Saxony-Anhalt","Not Employed","","","","","1"
"Almost never or never","2000","Saxony-Anhalt","Employed","","","","","1"
"Almost never or never","2000","Thuringia","Not Employed","","","","","1"
"At lease once a week","2000","Hamburg","Employed","","","","","4"
"At lease once a week","2000","Schleswig-Holstein","Employed","","","","","4"
"At lease once a week","2000","Hamburg","Not Employed","","","","","4"
"At lease once a week","2000","Schleswig-Holstein","Not Employed","","","","","4"
"At lease once a week","2000","Lower Saxony","Not Employed","","","","","4"
"At lease once a week","2000","Lower Saxony","Employed","","","","","4"
"At lease once a week","2000","Bremen","Not Employed","","","","","4"
"At lease once a week","2000","Bremen","Employed","","","","","4"
"At lease once a week","2000","North Rhine-Westphalia","Not Employed","","","","","4"
"At lease once a week","2000","North Rhine-Westphalia","Employed","","","","","4"
"At lease once a week","2000","Hesse","Not Employed","","","","","4"
"At lease once a week","2000","Hesse","Employed","","","","","4"
"At lease once a week","2000","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"At lease once a week","2000","Baden-Württemberg","Not Employed","","","","","4"
"At lease once a week","2000","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"At lease once a week","2000","Baden-Württemberg","Employed","","","","","4"
"At lease once a week","2000","Bavaria","Not Employed","","","","","4"
"At lease once a week","2000","Bavaria","Employed","","","","","4"
"At lease once a week","2000","Berlin","Not Employed","","","","","4"
"At lease once a week","2000","Berlin","Employed","","","","","4"
"At lease once a week","2000","Brandenburg","Not Employed","","","","","4"
"At lease once a week","2000","Brandenburg","Employed","","","","","4"
"At lease once a week","2000","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"At lease once a week","2000","Mecklenburg-Western Pomerania","Employed","","","","","4"
"At lease once a week","2000","Saxony","Not Employed","","","","","4"
"At lease once a week","2000","Saxony","Employed","","","","","4"
"At lease once a week","2000","Saxony-Anhalt","Not Employed","","","","","4"
"At lease once a week","2000","Saxony-Anhalt","Employed","","","","","4"
"At lease once a week","2000","Thuringia","Not Employed","","","","","4"
"At lease once a week","2000","Thuringia","Employed","","","","","4"
"At least once a month","2000","Schleswig-Holstein","Not Employed","","","","","3"
"At least once a month","2000","Schleswig-Holstein","Employed","","","","","3"
"At least once a month","2000","Hamburg","Employed","","","","","3"
"At least once a month","2000","Lower Saxony","Not Employed","","","","","3"
"At least once a month","2000","Lower Saxony","Employed","","","","","3"
"At least once a month","2000","Bremen","Employed","","","","","3"
"At least once a month","2000","North Rhine-Westphalia","Employed","","","","","3"
"At least once a month","2000","Hamburg","Not Employed","","","","","3"
"At least once a month","2000","Bremen","Not Employed","","","","","3"
"At least once a month","2000","North Rhine-Westphalia","Not Employed","","","","","3"
"At least once a month","2000","Hesse","Not Employed","","","","","3"
"At least once a month","2000","Hesse","Employed","","","","","3"
"At least once a month","2000","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
"At least once a month","2000","Rhineland-Palatinate,Saarland","Employed","","","","","3"
"At least once a month","2000","Baden-Württemberg","Not Employed","","","","","3"
"At least once a month","2000","Baden-Württemberg","Employed","","","","","3"
"At least once a month","2000","Bavaria","Not Employed","","","","","3"
"At least once a month","2000","Bavaria","Employed","","","","","3"
"At least once a month","2000","Berlin","Not Employed","","","","","3"
"At least once a month","2000","Berlin","Employed","","","","","3"
"At least once a month","2000","Brandenburg","Not Employed","","","","","3"
"At least once a month","2000","Brandenburg","Employed","","","","","3"
"At least once a month","2000","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"At least once a month","2000","Mecklenburg-Western Pomerania","Employed","","","","","3"
"At least once a month","2000","Saxony","Not Employed","","","","","3"
"At least once a month","2000","Saxony","Employed","","","","","3"
"At least once a month","2000","Saxony-Anhalt","Not Employed","","","","","3"
"At least once a month","2000","Saxony-Anhalt","Employed","","","","","3"
"At least once a month","2000","Thuringia","Not Employed","","","","","3"
"At least once a month","2000","Thuringia","Employed","","","","","3"
"Several times a year","2000","Schleswig-Holstein","Not Employed","","","","","2"
"Several times a year","2000","Schleswig-Holstein","Employed","","","","","2"
"Several times a year","2000","Hamburg","Employed","","","","","2"
"Several times a year","2000","Hamburg","Not Employed","","","","","2"
"Several times a year","2000","Lower Saxony","Not Employed","","","","","2"
"Several times a year","2000","Lower Saxony","Employed","","","","","2"
"Several times a year","2000","Bremen","Not Employed","","","","","2"
"Several times a year","2000","Bremen","Employed","","","","","2"
"Several times a year","2000","North Rhine-Westphalia","Not Employed","","","","","2"
"Several times a year","2000","North Rhine-Westphalia","Employed","","","","","2"
"Several times a year","2000","Hesse","Not Employed","","","","","2"
"Several times a year","2000","Hesse","Employed","","","","","2"
"Several times a year","2000","Rhineland-Palatinate,Saarland","Not Employed","","","","","2"
"Several times a year","2000","Rhineland-Palatinate,Saarland","Employed","","","","","2"
"Several times a year","2000","Baden-Württemberg","Not Employed","","","","","2"
"Several times a year","2000","Baden-Württemberg","Employed","","","","","2"
"Several times a year","2000","Bavaria","Not Employed","","","","","2"
"Several times a year","2000","Bavaria","Employed","","","","","2"
"Several times a year","2000","Berlin","Not Employed","","","","","2"
"Several times a year","2000","Berlin","Employed","","","","","2"
"Several times a year","2000","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Several times a year","2000","Saxony-Anhalt","Employed","","","","","2"
"Several times a year","2000","Brandenburg","Employed","","","","","2"
"Several times a year","2000","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Several times a year","2000","Brandenburg","Not Employed","","","","","2"
"Several times a year","2000","Saxony","Employed","","","","","2"
"Several times a year","2000","Saxony-Anhalt","Not Employed","","","","","2"
"Several times a year","2000","Thuringia","Not Employed","","","","","2"
"Several times a year","2000","Thuringia","Employed","","","","","2"
"Several times a year","2000","Saxony","Not Employed","","","","","2"
"Almost never or never","2001","Hamburg","Employed","66","0.391717901971222","0.317684265356829","0.465751538585616","1"
"Almost never or never","2001","Lower Saxony","Not Employed","403","0.614495129122208","0.577750632684134","0.651239625560283","1"
"Almost never or never","2001","Lower Saxony","Employed","451","0.376561112143266","0.348774132183149","0.404348092103384","1"
"Almost never or never","2001","Bremen","Not Employed","38","0.720372193055959","0.60385787123373","0.836886514878188","1"
"Almost never or never","2001","Bremen","Employed","29","","","","1"
"Almost never or never","2001","North Rhine-Westphalia","Not Employed","1111","0.656477099872764","0.634259498627551","0.678694701117978","1"
"Almost never or never","2001","North Rhine-Westphalia","Employed","1102","0.379206717530093","0.361455887801527","0.396957547258659","1"
"Almost never or never","2001","Hesse","Not Employed","371","0.728999793902431","0.690870272607482","0.767129315197379","1"
"Almost never or never","2001","Hesse","Employed","394","0.405010843912425","0.373990371603388","0.436031316221462","1"
"Almost never or never","2001","Rhineland-Palatinate,Saarland","Not Employed","365","0.686049451317255","0.647050136670072","0.725048765964438","1"
"Almost never or never","2001","Hamburg","Not Employed","65","0.681589472573345","0.59118224504063","0.77199670010606","1"
"Almost never or never","2001","Schleswig-Holstein","Not Employed","131","0.588117502320312","0.52464862416811","0.651586380472513","1"
"Almost never or never","2001","Schleswig-Holstein","Employed","158","0.398595715022812","0.351318808137191","0.445872621908433","1"
"Almost never or never","2001","Rhineland-Palatinate,Saarland","Employed","368","0.456397552854881","0.421967917605503","0.490827188104259","1"
"Almost never or never","2001","Baden-Württemberg","Not Employed","574","0.659371070186597","0.628147528394323","0.690594611978871","1"
"Almost never or never","2001","Bavaria","Not Employed","659","0.668332188055094","0.639396389892361","0.697267986217826","1"
"Almost never or never","2001","Baden-Württemberg","Employed","692","0.375045953207416","0.352166262370208","0.397925644044623","1"
"Almost never or never","2001","Bavaria","Employed","755","0.381079853960119","0.359853893032704","0.402305814887534","1"
"Almost never or never","2001","Berlin","Employed","160","0.311053931483186","0.271150221077705","0.350957641888667","1"
"Almost never or never","2001","Berlin","Not Employed","146","0.595550961755848","0.537544935774294","0.653556987737403","1"
"Almost never or never","2001","Brandenburg","Employed","256","0.445473963450337","0.404600065405387","0.486347861495286","1"
"Almost never or never","2001","Brandenburg","Not Employed","256","0.691612768450728","0.64542125688997","0.737804280011486","1"
"Almost never or never","2001","Mecklenburg-Western Pomerania","Not Employed","128","0.811454744161068","0.752307650874665","0.870601837447472","1"
"Almost never or never","2001","Thuringia","Employed","298","0.526201196700743","0.485842946962691","0.566559446438795","1"
"Almost never or never","2001","Saxony","Not Employed","456","0.73259111534149","0.698246671212275","0.766935559470706","1"
"Almost never or never","2001","Thuringia","Not Employed","270","0.766937831099065","0.724204166123937","0.809671496074193","1"
"Almost never or never","2001","Mecklenburg-Western Pomerania","Employed","148","0.425949726058854","0.373695309186968","0.478204142930741","1"
"Almost never or never","2001","Saxony","Employed","452","0.453098814484811","0.422337846621415","0.483859782348207","1"
"Almost never or never","2001","Saxony-Anhalt","Employed","290","0.52138122987839","0.480970043573545","0.561792416183235","1"
"Almost never or never","2001","Saxony-Anhalt","Not Employed","314","0.805261621238546","0.766789585986581","0.843733656490512","1"
"At lease once a week","2001","Hamburg","Not Employed","24","","","","4"
"At lease once a week","2001","Hamburg","Employed","69","0.426038824380897","0.351039784708977","0.501037864052817","4"
"At lease once a week","2001","Lower Saxony","Employed","388","0.34551803786711","0.318246421885853","0.372789653848366","4"
"At lease once a week","2001","Schleswig-Holstein","Not Employed","37","0.175784705864557","0.126699233025277","0.224870178703836","4"
"At lease once a week","2001","Lower Saxony","Not Employed","159","0.23986949742053","0.207632859931155","0.272106134909905","4"
"At lease once a week","2001","Bremen","Not Employed","10","","","","4"
"At lease once a week","2001","Bremen","Employed","40","0.39941288599591","0.303418213333787","0.495407558658033","4"
"At lease once a week","2001","Schleswig-Holstein","Employed","116","0.268993244589729","0.226174802197202","0.311811686982256","4"
"At lease once a week","2001","North Rhine-Westphalia","Not Employed","417","0.231026265226524","0.211306762345211","0.250745768107838","4"
"At lease once a week","2001","North Rhine-Westphalia","Employed","962","0.336902550602346","0.319610441347842","0.35419465985685","4"
"At lease once a week","2001","Hesse","Not Employed","105","0.175014058151958","0.142417437292013","0.207610679011903","4"
"At lease once a week","2001","Hesse","Employed","339","0.367799533678003","0.337328053703238","0.398271013652768","4"
"At lease once a week","2001","Rhineland-Palatinate,Saarland","Employed","252","0.313273459993272","0.281212702104445","0.345334217882099","4"
"At lease once a week","2001","Baden-Württemberg","Employed","577","0.353326247024881","0.330736340444552","0.375916153605209","4"
"At lease once a week","2001","Rhineland-Palatinate,Saarland","Not Employed","110","0.183826278207166","0.151276821631039","0.216375734783292","4"
"At lease once a week","2001","Baden-Württemberg","Not Employed","182","0.200789188090633","0.174396884835929","0.227181491345338","4"
"At lease once a week","2001","Bavaria","Not Employed","205","0.197015330604837","0.172570262455632","0.221460398754042","4"
"At lease once a week","2001","Thuringia","Not Employed","54","0.110534043880135","0.078840787547528","0.142227300212743","4"
"At lease once a week","2001","Thuringia","Employed","113","0.192584637036438","0.160711944594936","0.224457329477941","4"
"At lease once a week","2001","Saxony-Anhalt","Employed","132","0.204314776766287","0.171697359044797","0.236932194487777","4"
"At lease once a week","2001","Bavaria","Employed","644","0.318982112414969","0.298611481493791","0.339352743336148","4"
"At lease once a week","2001","Berlin","Not Employed","57","0.170779088998509","0.126302219373782","0.215255958623237","4"
"At lease once a week","2001","Berlin","Employed","188","0.356239426967676","0.314959777696566","0.397519076238785","4"
"At lease once a week","2001","Brandenburg","Not Employed","74","0.168173232139123","0.130764123503465","0.20558234077478","4"
"At lease once a week","2001","Brandenburg","Employed","115","0.209609170525124","0.176135756503281","0.243082584546966","4"
"At lease once a week","2001","Mecklenburg-Western Pomerania","Not Employed","18","","","","4"
"At lease once a week","2001","Mecklenburg-Western Pomerania","Employed","95","0.274363828888382","0.22721273650735","0.321514921269413","4"
"At lease once a week","2001","Saxony","Not Employed","98","0.159957138596441","0.131513163628844","0.188401113564038","4"
"At lease once a week","2001","Saxony","Employed","250","0.256162658479627","0.229188618313085","0.283136698646169","4"
"At lease once a week","2001","Saxony-Anhalt","Not Employed","59","0.125304056744732","0.0931406525605647","0.1574674609289","4"
"At least once a month","2001","Schleswig-Holstein","Not Employed","17","","","","3"
"At least once a month","2001","Schleswig-Holstein","Employed","45","0.104916189589992","0.0753256701720316","0.134506709007952","3"
"At least once a month","2001","Hamburg","Employed","4","","","","3"
"At least once a month","2001","Lower Saxony","Not Employed","39","0.0534106181389313","0.0364355018096708","0.0703857344681918","3"
"At least once a month","2001","Lower Saxony","Employed","88","0.0766182525886563","0.0613642634131022","0.0918722417642104","3"
"At least once a month","2001","Bremen","Not Employed","1","","","","3"
"At least once a month","2001","North Rhine-Westphalia","Not Employed","49","0.0244981819768494","0.0172656477035519","0.0317307162501469","3"
"At least once a month","2001","Hamburg","Not Employed","5","","","","3"
"At least once a month","2001","Bremen","Employed","10","","","","3"
"At least once a month","2001","North Rhine-Westphalia","Employed","245","0.0858360568809913","0.0755877041206795","0.096084409641303","3"
"At least once a month","2001","Hesse","Not Employed","12","","","","3"
"At least once a month","2001","Hesse","Employed","64","0.06612522798045","0.0504220169207296","0.0818284390401705","3"
"At least once a month","2001","Rhineland-Palatinate,Saarland","Not Employed","12","","","","3"
"At least once a month","2001","Rhineland-Palatinate,Saarland","Employed","39","0.0453913085046889","0.0310026896037155","0.0597799274056622","3"
"At least once a month","2001","Baden-Württemberg","Not Employed","41","0.053132038182152","0.0383545913755755","0.0679094849887286","3"
"At least once a month","2001","Baden-Württemberg","Employed","146","0.0875545244666356","0.0741969800992381","0.100912068834033","3"
"At least once a month","2001","Bavaria","Employed","186","0.0907312653874301","0.0781777121508652","0.103284818623995","3"
"At least once a month","2001","Bavaria","Not Employed","47","0.0420493728001427","0.0297143789079757","0.0543843666923097","3"
"At least once a month","2001","Berlin","Not Employed","20","","","","3"
"At least once a month","2001","Berlin","Employed","39","0.0701242629524436","0.0481127734353796","0.0921357524695076","3"
"At least once a month","2001","Brandenburg","Not Employed","14","","","","3"
"At least once a month","2001","Brandenburg","Employed","43","0.0826518867938662","0.0600071438391536","0.105296629748579","3"
"At least once a month","2001","Mecklenburg-Western Pomerania","Not Employed","6","","","","3"
"At least once a month","2001","Mecklenburg-Western Pomerania","Employed","25","","","","3"
"At least once a month","2001","Saxony","Not Employed","20","","","","3"
"At least once a month","2001","Saxony","Employed","68","0.0646558225508891","0.0494594950434167","0.0798521500583615","3"
"At least once a month","2001","Saxony-Anhalt","Not Employed","13","","","","3"
"At least once a month","2001","Saxony-Anhalt","Employed","29","","","","3"
"At least once a month","2001","Thuringia","Not Employed","14","","","","3"
"At least once a month","2001","Thuringia","Employed","31","0.0556248704455499","0.0370995297024374","0.0741502111886624","3"
"Several times a year","2001","Schleswig-Holstein","Not Employed","46","0.173507449916056","0.124673636879583","0.222341262952529","2"
"Several times a year","2001","Schleswig-Holstein","Employed","93","0.227494850797467","0.187015274316614","0.267974427278321","2"
"Several times a year","2001","Hamburg","Not Employed","8","","","","2"
"Several times a year","2001","Hamburg","Employed","28","","","","2"
"Several times a year","2001","Lower Saxony","Not Employed","73","0.0922247553183302","0.0703808107294134","0.114068699907247","2"
"Several times a year","2001","Lower Saxony","Employed","241","0.201302597400968","0.178307116571811","0.224298078230124","2"
"Several times a year","2001","Bremen","Not Employed","8","","","","2"
"Several times a year","2001","Bremen","Employed","21","","","","2"
"Several times a year","2001","North Rhine-Westphalia","Not Employed","178","0.0879984529238619","0.0747445179161022","0.101252387931622","2"
"Several times a year","2001","North Rhine-Westphalia","Employed","561","0.198054674986569","0.183474186585732","0.212635163387407","2"
"Several times a year","2001","Hesse","Not Employed","34","0.0687291047338616","0.0470260333890854","0.0904321760786379","2"
"Several times a year","2001","Hesse","Employed","165","0.161064394429122","0.137835708582952","0.184293080275293","2"
"Several times a year","2001","Rhineland-Palatinate,Saarland","Employed","145","0.184937678647158","0.158101036434146","0.211774320860169","2"
"Several times a year","2001","Rhineland-Palatinate,Saarland","Not Employed","57","0.10608967999462","0.0802115919304438","0.131967768058796","2"
"Several times a year","2001","Baden-Württemberg","Not Employed","88","0.086707703540618","0.0681676836853103","0.105247723395926","2"
"Several times a year","2001","Baden-Württemberg","Employed","305","0.184073275301068","0.165758364130031","0.202388186472104","2"
"Several times a year","2001","Bavaria","Not Employed","106","0.0926031085399261","0.0747875664781824","0.11041865060167","2"
"Several times a year","2001","Bavaria","Employed","426","0.209206768237482","0.191429648694036","0.226983887780928","2"
"Several times a year","2001","Berlin","Not Employed","52","0.165185427032673","0.121295726238423","0.209075127826923","2"
"Several times a year","2001","Berlin","Employed","130","0.262582378596695","0.224651547010719","0.300513210182671","2"
"Several times a year","2001","Brandenburg","Employed","154","0.262264979230673","0.22609116746261","0.298438790998737","2"
"Several times a year","2001","Mecklenburg-Western Pomerania","Employed","76","0.213549970842598","0.170243360294273","0.256856581390922","2"
"Several times a year","2001","Saxony-Anhalt","Employed","136","0.229180244649548","0.195179060051953","0.263181429247142","2"
"Several times a year","2001","Brandenburg","Not Employed","40","0.101498129282606","0.0712936752062574","0.131702583358955","2"
"Several times a year","2001","Mecklenburg-Western Pomerania","Not Employed","16","","","","2"
"Several times a year","2001","Saxony","Not Employed","64","0.0808642159800075","0.0597095691654643","0.102018862794551","2"
"Several times a year","2001","Saxony","Employed","236","0.226082704484673","0.200234519879001","0.251930889090345","2"
"Several times a year","2001","Saxony-Anhalt","Not Employed","21","","","","2"
"Several times a year","2001","Thuringia","Not Employed","38","0.0858896780461142","0.0575676751779488","0.11421168091428","2"
"Several times a year","2001","Thuringia","Employed","146","0.225589295817269","0.191805818758924","0.259372772875614","2"
"Almost never or never","2002","Hamburg","Employed","","","","","1"
"Almost never or never","2002","Lower Saxony","Not Employed","","","","","1"
"Almost never or never","2002","Lower Saxony","Employed","","","","","1"
"Almost never or never","2002","Bremen","Not Employed","","","","","1"
"Almost never or never","2002","Bremen","Employed","","","","","1"
"Almost never or never","2002","North Rhine-Westphalia","Not Employed","","","","","1"
"Almost never or never","2002","North Rhine-Westphalia","Employed","","","","","1"
"Almost never or never","2002","Hesse","Not Employed","","","","","1"
"Almost never or never","2002","Hesse","Employed","","","","","1"
"Almost never or never","2002","Rhineland-Palatinate,Saarland","Not Employed","","","","","1"
"Almost never or never","2002","Hamburg","Not Employed","","","","","1"
"Almost never or never","2002","Schleswig-Holstein","Not Employed","","","","","1"
"Almost never or never","2002","Schleswig-Holstein","Employed","","","","","1"
"Almost never or never","2002","Rhineland-Palatinate,Saarland","Employed","","","","","1"
"Almost never or never","2002","Baden-Württemberg","Employed","","","","","1"
"Almost never or never","2002","Bavaria","Employed","","","","","1"
"Almost never or never","2002","Baden-Württemberg","Not Employed","","","","","1"
"Almost never or never","2002","Bavaria","Not Employed","","","","","1"
"Almost never or never","2002","Berlin","Not Employed","","","","","1"
"Almost never or never","2002","Berlin","Employed","","","","","1"
"Almost never or never","2002","Brandenburg","Not Employed","","","","","1"
"Almost never or never","2002","Brandenburg","Employed","","","","","1"
"Almost never or never","2002","Thuringia","Not Employed","","","","","1"
"Almost never or never","2002","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Almost never or never","2002","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Almost never or never","2002","Saxony","Employed","","","","","1"
"Almost never or never","2002","Thuringia","Employed","","","","","1"
"Almost never or never","2002","Saxony","Not Employed","","","","","1"
"Almost never or never","2002","Saxony-Anhalt","Not Employed","","","","","1"
"Almost never or never","2002","Saxony-Anhalt","Employed","","","","","1"
"At lease once a week","2002","Hamburg","Employed","","","","","4"
"At lease once a week","2002","Hamburg","Not Employed","","","","","4"
"At lease once a week","2002","Lower Saxony","Not Employed","","","","","4"
"At lease once a week","2002","Bremen","Not Employed","","","","","4"
"At lease once a week","2002","Schleswig-Holstein","Employed","","","","","4"
"At lease once a week","2002","Lower Saxony","Employed","","","","","4"
"At lease once a week","2002","Schleswig-Holstein","Not Employed","","","","","4"
"At lease once a week","2002","Bremen","Employed","","","","","4"
"At lease once a week","2002","North Rhine-Westphalia","Employed","","","","","4"
"At lease once a week","2002","North Rhine-Westphalia","Not Employed","","","","","4"
"At lease once a week","2002","Hesse","Employed","","","","","4"
"At lease once a week","2002","Hesse","Not Employed","","","","","4"
"At lease once a week","2002","Rhineland-Palatinate,Saarland","Not Employed","","","","","4"
"At lease once a week","2002","Baden-Württemberg","Not Employed","","","","","4"
"At lease once a week","2002","Rhineland-Palatinate,Saarland","Employed","","","","","4"
"At lease once a week","2002","Baden-Württemberg","Employed","","","","","4"
"At lease once a week","2002","Bavaria","Not Employed","","","","","4"
"At lease once a week","2002","Thuringia","Not Employed","","","","","4"
"At lease once a week","2002","Thuringia","Employed","","","","","4"
"At lease once a week","2002","Saxony-Anhalt","Employed","","","","","4"
"At lease once a week","2002","Bavaria","Employed","","","","","4"
"At lease once a week","2002","Berlin","Not Employed","","","","","4"
"At lease once a week","2002","Berlin","Employed","","","","","4"
"At lease once a week","2002","Brandenburg","Not Employed","","","","","4"
"At lease once a week","2002","Brandenburg","Employed","","","","","4"
"At lease once a week","2002","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"At lease once a week","2002","Mecklenburg-Western Pomerania","Employed","","","","","4"
"At lease once a week","2002","Saxony","Not Employed","","","","","4"
"At lease once a week","2002","Saxony","Employed","","","","","4"
"At lease once a week","2002","Saxony-Anhalt","Not Employed","","","","","4"
"At least once a month","2002","Schleswig-Holstein","Not Employed","","","","","3"
"At least once a month","2002","Schleswig-Holstein","Employed","","","","","3"
"At least once a month","2002","Hamburg","Employed","","","","","3"
"At least once a month","2002","Lower Saxony","Not Employed","","","","","3"
"At least once a month","2002","Lower Saxony","Employed","","","","","3"
"At least once a month","2002","Bremen","Employed","","","","","3"
"At least once a month","2002","North Rhine-Westphalia","Employed","","","","","3"
"At least once a month","2002","Hamburg","Not Employed","","","","","3"
"At least once a month","2002","Bremen","Not Employed","","","","","3"
"At least once a month","2002","North Rhine-Westphalia","Not Employed","","","","","3"
"At least once a month","2002","Hesse","Not Employed","","","","","3"
"At least once a month","2002","Hesse","Employed","","","","","3"
"At least once a month","2002","Rhineland-Palatinate,Saarland","Not Employed","","","","","3"
