"m11104","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1984","16-34 y.","in school","48","0.266037387135577","0.202703580223888","0.329371194047265","1"
"Almost never or never","1984","16-34 y.","inadequately","225","0.684481333201947","0.632581487552187","0.736381178851708","1"
"Almost never or never","1984","16-34 y.","general elemantary","666","0.485802263747673","0.458357580402267","0.513246947093079","1"
"Almost never or never","1984","16-34 y.","middle vocational","983","0.440001378645809","0.419067885093995","0.460934872197623","1"
"Almost never or never","1984","16-34 y.","vocational + Abi","66","0.372571694017942","0.298574858228354","0.446568529807531","1"
"Almost never or never","1984","16-34 y.","higher vocational","85","0.395326721026493","0.329356895253551","0.461296546799436","1"
"Almost never or never","1984","16-34 y.","higher education","76","0.297751556057728","0.240725671959516","0.35477744015594","1"
"Almost never or never","1984","35-65 y.","in school","","","","","1"
"Almost never or never","1984","35-65 y.","inadequately","623","0.906272193329625","0.884446584872869","0.928097801786382","1"
"Almost never or never","1984","35-65 y.","general elemantary","1361","0.821508118642326","0.802946990203088","0.840069247081564","1"
"Almost never or never","1984","35-65 y.","middle vocational","1943","0.662372256010885","0.645193286123895","0.679551225897874","1"
"Almost never or never","1984","35-65 y.","vocational + Abi","75","0.55092379041385","0.464074033737346","0.637773547090354","1"
"Almost never or never","1984","35-65 y.","higher vocational","204","0.583228682291631","0.532086137830925","0.634371226752338","1"
"Almost never or never","1984","35-65 y.","higher education","210","0.447368596216641","0.402700736626928","0.492036455806354","1"
"Almost never or never","1984","66 and older","in school","","","","","1"
"Almost never or never","1984","66 and older","inadequately","14","","","","1"
"Almost never or never","1984","66 and older","general elemantary","475","0.942786196435194","0.922489698149666","0.963082694720721","1"
"Almost never or never","1984","66 and older","middle vocational","483","0.867434701487744","0.839323752300957","0.895545650674531","1"
"Almost never or never","1984","66 and older","vocational + Abi","17","","","","1"
"Almost never or never","1984","66 and older","higher vocational","64","0.844957597575091","0.763583909997321","0.926331285152861","1"
"Almost never or never","1984","66 and older","higher education","43","0.725420582521691","0.613422109891257","0.837419055152125","1"
"At lease once a week","1984","66 and older","higher education","","","","","4"
"At lease once a week","1984","35-65 y.","vocational + Abi","","","","","4"
"At lease once a week","1984","16-34 y.","general elemantary","","","","","4"
"At lease once a week","1984","35-65 y.","middle vocational","","","","","4"
"At lease once a week","1984","35-65 y.","higher vocational","","","","","4"
"At lease once a week","1984","66 and older","higher vocational","","","","","4"
"At lease once a week","1984","16-34 y.","inadequately","","","","","4"
"At lease once a week","1984","16-34 y.","middle vocational","","","","","4"
"At lease once a week","1984","16-34 y.","in school","","","","","4"
"At lease once a week","1984","16-34 y.","vocational + Abi","","","","","4"
"At lease once a week","1984","16-34 y.","higher vocational","","","","","4"
"At lease once a week","1984","16-34 y.","higher education","","","","","4"
"At lease once a week","1984","35-65 y.","in school","","","","","4"
"At lease once a week","1984","35-65 y.","inadequately","","","","","4"
"At lease once a week","1984","35-65 y.","general elemantary","","","","","4"
"At lease once a week","1984","35-65 y.","higher education","","","","","4"
"At lease once a week","1984","66 and older","in school","","","","","4"
"At lease once a week","1984","66 and older","inadequately","","","","","4"
"At lease once a week","1984","66 and older","general elemantary","","","","","4"
"At lease once a week","1984","66 and older","middle vocational","","","","","4"
"At lease once a week","1984","66 and older","vocational + Abi","","","","","4"
"At least once a month","1984","16-34 y.","general elemantary","289","0.255526663721513","0.23157663363748","0.279476693805546","3"
"At least once a month","1984","16-34 y.","vocational + Abi","53","0.3510527332549","0.278003266475996","0.424102200033804","3"
"At least once a month","1984","16-34 y.","middle vocational","574","0.283366164655592","0.264362215225497","0.302370114085687","3"
"At least once a month","1984","35-65 y.","vocational + Abi","20","","","","3"
"At least once a month","1984","16-34 y.","inadequately","34","0.130918070236746","0.0932474396331564","0.168588700840335","3"
"At least once a month","1984","35-65 y.","higher vocational","74","0.207620214189255","0.165546050304467","0.249694378074042","3"
"At least once a month","1984","35-65 y.","higher education","141","0.296753491271789","0.255714533242718","0.337792449300859","3"
"At least once a month","1984","16-34 y.","higher vocational","60","0.287666376493607","0.226587205062327","0.348745547924888","3"
"At least once a month","1984","16-34 y.","in school","91","0.491326190531807","0.419673593819073","0.562978787244542","3"
"At least once a month","1984","16-34 y.","higher education","85","0.355982832409185","0.29627066108869","0.415695003729679","3"
"At least once a month","1984","35-65 y.","middle vocational","486","0.17463838212721","0.160846644950324","0.188430119304095","3"
"At least once a month","1984","35-65 y.","in school","","","","","3"
"At least once a month","1984","35-65 y.","inadequately","15","","","","3"
"At least once a month","1984","35-65 y.","general elemantary","118","0.0808830274088493","0.0676669277571951","0.0940991270605035","3"
"At least once a month","1984","66 and older","in school","","","","","3"
"At least once a month","1984","66 and older","inadequately","1","","","","3"
"At least once a month","1984","66 and older","general elemantary","19","","","","3"
"At least once a month","1984","66 and older","middle vocational","37","0.0649582353639215","0.0445279326735065","0.0853885380543365","3"
"At least once a month","1984","66 and older","vocational + Abi","2","","","","3"
"At least once a month","1984","66 and older","higher vocational","4","","","","3"
"At least once a month","1984","66 and older","higher education","10","","","","3"
"Several times a year","1984","16-34 y.","middle vocational","603","0.276632456698599","0.257767652952135","0.295497260445064","2"
"Several times a year","1984","16-34 y.","general elemantary","319","0.258671072530814","0.234625075869445","0.282717069192183","2"
"Several times a year","1984","16-34 y.","higher education","86","0.346265611533087","0.286931429285956","0.405599793780218","2"
"Several times a year","1984","16-34 y.","vocational + Abi","45","0.276375572727157","0.207932010599608","0.344819134854707","2"
"Several times a year","1984","16-34 y.","inadequately","49","0.184600596561307","0.141272014432758","0.227929178689856","2"
"Several times a year","1984","16-34 y.","higher vocational","66","0.317006902479899","0.254222844852304","0.379790960107494","2"
"Several times a year","1984","16-34 y.","in school","48","0.242636422332616","0.181195533125437","0.304077311539795","2"
"Several times a year","1984","35-65 y.","in school","","","","","2"
"Several times a year","1984","35-65 y.","inadequately","47","0.0671007598984612","0.0483644571981818","0.0858370625987406","2"
"Several times a year","1984","35-65 y.","general elemantary","156","0.0976088539488249","0.0832231462363712","0.111994561661278","2"
"Several times a year","1984","35-65 y.","middle vocational","482","0.162989361861906","0.149571846323951","0.176406877399861","2"
"Several times a year","1984","35-65 y.","vocational + Abi","31","0.251515350392266","0.175755952323979","0.327274748460554","2"
"Several times a year","1984","35-65 y.","higher vocational","79","0.209151103519114","0.166962920671643","0.251339286366584","2"
"Several times a year","1984","35-65 y.","higher education","125","0.25587791251157","0.216678179231698","0.295077645791442","2"
"Several times a year","1984","66 and older","in school","","","","","2"
"Several times a year","1984","66 and older","inadequately","","","","","2"
"Several times a year","1984","66 and older","general elemantary","9","","","","2"
"Several times a year","1984","66 and older","middle vocational","39","0.0676070631483349","0.0467939181488318","0.088420208147838","2"
"Several times a year","1984","66 and older","vocational + Abi","1","","","","2"
"Several times a year","1984","66 and older","higher vocational","8","","","","2"
"Several times a year","1984","66 and older","higher education","8","","","","2"
"Almost never or never","1985","16-34 y.","in school","40","0.183664065712505","0.128166511797529","0.239161619627481","1"
"Almost never or never","1985","16-34 y.","inadequately","174","0.647487901565094","0.586791568405143","0.708184234725045","1"
"Almost never or never","1985","16-34 y.","general elemantary","493","0.379861360762157","0.351649949342949","0.408072772181364","1"
"Almost never or never","1985","16-34 y.","middle vocational","759","0.361585541625562","0.340222229980389","0.382948853270735","1"
"Almost never or never","1985","16-34 y.","vocational + Abi","45","0.249583762466489","0.179384760421669","0.319782764511309","1"
"Almost never or never","1985","16-34 y.","higher vocational","62","0.299106190354394","0.234841917461347","0.363370463247441","1"
"Almost never or never","1985","16-34 y.","higher education","53","0.215180176037299","0.162861104360431","0.267499247714167","1"
"Almost never or never","1985","35-65 y.","in school","","","","","1"
"Almost never or never","1985","35-65 y.","inadequately","534","0.895519605942504","0.870795853967186","0.920243357917823","1"
"Almost never or never","1985","35-65 y.","general elemantary","1205","0.796048136378153","0.775554531048814","0.816541741707492","1"
"Almost never or never","1985","35-65 y.","middle vocational","1705","0.624644522071497","0.60631557441166","0.642973469731333","1"
"Almost never or never","1985","35-65 y.","vocational + Abi","66","0.543865962041538","0.450362643982639","0.637369280100436","1"
"Almost never or never","1985","35-65 y.","higher vocational","163","0.484347190025325","0.431381806107997","0.537312573942654","1"
"Almost never or never","1985","35-65 y.","higher education","169","0.376594996768488","0.332268423079343","0.420921570457634","1"
"Almost never or never","1985","66 and older","in school","","","","","1"
"Almost never or never","1985","66 and older","inadequately","13","","","","1"
"Almost never or never","1985","66 and older","general elemantary","396","0.946430087918246","0.924844460023352","0.968015715813141","1"
"Almost never or never","1985","66 and older","middle vocational","439","0.867228151717827","0.837749413933593","0.896706889502062","1"
"Almost never or never","1985","66 and older","vocational + Abi","14","","","","1"
"Almost never or never","1985","66 and older","higher vocational","64","0.838538673009455","0.755813610872147","0.921263735146764","1"
"Almost never or never","1985","66 and older","higher education","33","0.618005576325439","0.488414254526247","0.747596898124632","1"
"At lease once a week","1985","66 and older","higher education","14","","","","4"
"At lease once a week","1985","66 and older","higher vocational","9","","","","4"
"At lease once a week","1985","35-65 y.","higher education","183","0.403887201845422","0.358998606353886","0.448775797336958","4"
"At lease once a week","1985","35-65 y.","higher vocational","93","0.270823453465302","0.223726315152384","0.317920591778221","4"
"At lease once a week","1985","16-34 y.","general elemantary","353","0.35449792607685","0.326692885766492","0.382302966387207","4"
"At lease once a week","1985","35-65 y.","vocational + Abi","23","","","","4"
"At lease once a week","1985","16-34 y.","inadequately","30","0.194743466004941","0.144433017516214","0.245053914493669","4"
"At lease once a week","1985","35-65 y.","middle vocational","534","0.207848598526547","0.192489089562655","0.223208107490438","4"
"At lease once a week","1985","66 and older","in school","","","","","4"
"At lease once a week","1985","66 and older","inadequately","","","","","4"
"At lease once a week","1985","66 and older","general elemantary","16","","","","4"
"At lease once a week","1985","66 and older","vocational + Abi","4","","","","4"
"At lease once a week","1985","66 and older","middle vocational","40","0.0782759781225044","0.0549411877087013","0.101610768536308","4"
"At lease once a week","1985","16-34 y.","in school","109","0.605561082912712","0.535513017551437","0.675609148273987","4"
"At lease once a week","1985","16-34 y.","middle vocational","628","0.350774245047259","0.329555318469362","0.371993171625155","4"
"At lease once a week","1985","16-34 y.","vocational + Abi","59","0.434541118705811","0.354135274331875","0.514946963079746","4"
"At lease once a week","1985","16-34 y.","higher vocational","74","0.421026310077144","0.351729248796028","0.49032337135826","4"
"At lease once a week","1985","16-34 y.","higher education","102","0.438403494711983","0.375231713869225","0.501575275554741","4"
"At lease once a week","1985","35-65 y.","in school","","","","","4"
"At lease once a week","1985","35-65 y.","inadequately","19","","","","4"
"At lease once a week","1985","35-65 y.","general elemantary","158","0.122237327874376","0.105577314642361","0.138897341106391","4"
"At least once a month","1985","35-65 y.","higher vocational","23","","","","3"
"At least once a month","1985","16-34 y.","middle vocational","145","0.0671791307172933","0.0560482889886965","0.0783099724458901","3"
"At least once a month","1985","16-34 y.","general elemantary","83","0.0731018591586367","0.0579715404800768","0.0882321778371967","3"
"At least once a month","1985","35-65 y.","higher education","31","0.0577031756745979","0.0363709843800539","0.0790353669691418","3"
"At least once a month","1985","16-34 y.","inadequately","7","","","","3"
"At least once a month","1985","16-34 y.","vocational + Abi","9","","","","3"
"At least once a month","1985","35-65 y.","vocational + Abi","5","","","","3"
"At least once a month","1985","16-34 y.","higher education","23","","","","3"
"At least once a month","1985","16-34 y.","higher vocational","17","","","","3"
"At least once a month","1985","16-34 y.","in school","15","","","","3"
"At least once a month","1985","35-65 y.","in school","","","","","3"
"At least once a month","1985","35-65 y.","middle vocational","117","0.0457050395885346","0.0377996542503846","0.0536104249266845","3"
"At least once a month","1985","35-65 y.","inadequately","8","","","","3"
"At least once a month","1985","35-65 y.","general elemantary","37","0.0280736502038491","0.019672263317571","0.0364750370901271","3"
"At least once a month","1985","66 and older","higher vocational","2","","","","3"
"At least once a month","1985","66 and older","higher education","2","","","","3"
"At least once a month","1985","66 and older","in school","","","","","3"
"At least once a month","1985","66 and older","inadequately","","","","","3"
"At least once a month","1985","66 and older","general elemantary","3","","","","3"
"At least once a month","1985","66 and older","middle vocational","11","","","","3"
"At least once a month","1985","66 and older","vocational + Abi","","","","","3"
"Several times a year","1985","16-34 y.","general elemantary","208","0.192538854002357","0.169620265508909","0.215457442495805","2"
"Several times a year","1985","66 and older","higher vocational","1","","","","2"
"Several times a year","1985","16-34 y.","middle vocational","411","0.220461082609887","0.202028059846711","0.238894105373062","2"
"Several times a year","1985","16-34 y.","vocational + Abi","33","0.24212111849657","0.172636624114788","0.311605612878352","2"
"Several times a year","1985","16-34 y.","higher vocational","42","0.190409085677218","0.13530200153966","0.245516169814776","2"
"Several times a year","1985","16-34 y.","higher education","59","0.237819862160733","0.183616429235997","0.292023295085469","2"
"Several times a year","1985","66 and older","higher education","5","","","","2"
"Several times a year","1985","16-34 y.","inadequately","27","","","","2"
"Several times a year","1985","35-65 y.","middle vocational","325","0.121801839813422","0.109421776387831","0.134181903239013","2"
